,회사명,거래소코드,회계년도,이자보상배율(이자비용)(IFRS연결),영업활동으로 인한 현금흐름(간접법)(*)(IFRS연결)(천원),자본(*)(IFRS연결)(천원),이자보상배율,현금흐름,자본,이자_부실,현금흐름_부실,자본_부실,부실
0,삼천당제약(주),250,2010/12,104.6,10860780.0,80827680.0,0,0,0,0,0,0,0
1,삼천당제약(주),250,2011/12,127.5,11351295.0,84091916.0,0,0,0,0,0,0,0
2,삼천당제약(주),250,2012/12,203.8,1602316.0,86634240.0,0,0,0,0,0,0,0
3,삼천당제약(주),250,2013/12,17.31,15941392.0,119231455.0,0,0,0,0,0,0,0
4,삼천당제약(주),250,2014/12,37.97,19549844.0,139676351.0,0,0,0,0,0,0,0
5,삼천당제약(주),250,2015/12,147.24,17341884.0,154314909.0,0,0,0,0,0,0,0
6,삼천당제약(주),250,2016/12,197.13,17763757.0,171002709.0,0,0,0,0,0,0,0
7,삼천당제약(주),250,2017/12,134.14,28631055.0,198756523.0,0,0,0,0,0,0,0
8,삼천당제약(주),250,2018/12,66.83,25034032.0,205763466.0,0,0,0,0,0,0,0
9,삼천당제약(주),250,2019/12,30.86,30603122.0,223196712.0,0,0,0,0,0,0,0
10,삼천당제약(주),250,2020/12,8.65,3249733.0,257695966.0,0,0,0,0,0,0,0
11,삼천당제약(주),250,2021/12,-8.06,-7706965.0,250300519.0,-1,-1,0,0,0,0,0
12,삼천당제약(주),250,2022/12,4.38,13278999.0,245641664.0,0,0,0,0,0,0,0
13,(주)중앙에너비스,440,2010/09,5.32,871161.0,41177729.0,0,0,0,0,0,0,0
14,(주)중앙에너비스,440,2011/09,6.84,1672579.0,43928631.0,0,0,0,0,0,0,0
15,(주)중앙에너비스,440,2012/09,7.14,1977878.0,44185370.0,0,0,0,0,0,0,0
16,(주)중앙에너비스,440,2013/09,6.98,2215425.0,44890366.0,0,0,0,0,0,0,0
17,(주)중앙에너비스,440,2014/09,4.93,2637174.0,50141548.0,0,0,0,0,0,0,0
18,(주)중앙에너비스,440,2015/12,3.99,4007351.0,50698534.0,0,0,0,0,0,0,0
19,(주)중앙에너비스,440,2016/12,4.54,3436997.0,50784708.0,0,0,0,0,0,0,0
20,(주)중앙에너비스,440,2017/12,1.86,1838540.0,45194126.0,0,0,0,0,0,0,0
21,(주)중앙에너비스,440,2018/12,4.41,2102430.0,45263718.0,0,0,0,0,0,0,0
22,(주)중앙에너비스,440,2019/12,1.55,983261.0,45123992.0,0,0,0,0,0,0,0
23,(주)중앙에너비스,440,2020/12,0.7,2492070.0,61606666.0,-1,0,0,0,0,0,0
24,(주)중앙에너비스,440,2021/12,0.44,-4369800.0,59657672.0,-1,-1,0,0,0,0,0
25,(주)중앙에너비스,440,2022/12,1.36,2298925.0,58819860.0,0,0,0,0,0,0,0
26,신라섬유(주),1000,2010/12,0.25,1085559.0,12676045.0,-1,0,0,0,0,0,0
27,신라섬유(주),1000,2011/12,1.1,-410244.0,14103728.0,0,-1,0,0,0,0,0
28,신라섬유(주),1000,2012/12,2.35,464592.0,15050368.0,0,0,0,0,0,0,0
29,신라섬유(주),1000,2013/12,2.71,-443242.0,15699084.0,0,-1,0,0,0,0,0
30,신라섬유(주),1000,2014/12,1.94,-2194133.0,15827775.0,0,-1,0,0,0,0,0
31,신라섬유(주),1000,2015/12,-9.55,-792605.0,13374621.0,-1,-1,0,0,1,0,1
32,신라섬유(주),1000,2016/12,1.31,1079247.0,13674831.0,0,0,0,0,0,0,0
33,신라섬유(주),1000,2017/12,0.93,1085400.0,14089973.0,-1,0,0,0,0,0,0
34,신라섬유(주),1000,2018/12,1.32,1044626.0,14245823.0,0,0,0,0,0,0,0
35,신라섬유(주),1000,2019/12,1.25,1037999.0,14455560.0,0,0,0,0,0,0,0
36,신라섬유(주),1000,2020/12,1.55,1332653.0,14813769.0,0,0,0,0,0,0,0
37,신라섬유(주),1000,2021/12,1.59,398771.0,15402064.0,0,0,0,0,0,0,0
38,신라섬유(주),1000,2022/12,0.79,915122.0,15392325.0,-1,0,0,0,0,0,0
39,안국약품(주),1540,2010/12,45.71,9137903.0,107975292.0,0,0,0,0,0,0,0
40,안국약품(주),1540,2011/12,11.7,-8182102.0,112084722.0,0,-1,0,0,0,0,0
41,안국약품(주),1540,2012/12,5.88,11514668.0,114362867.0,0,0,0,0,0,0,0
42,안국약품(주),1540,2013/12,11.82,3642230.0,126421969.0,0,0,0,0,0,0,0
43,안국약품(주),1540,2014/12,18.67,1286439.0,122464545.0,0,0,0,0,0,0,0
44,안국약품(주),1540,2015/12,20.51,19106090.0,131893576.0,0,0,0,0,0,0,0
45,안국약품(주),1540,2016/12,4.71,12622007.0,131346734.0,0,0,0,0,0,0,0
46,안국약품(주),1540,2017/12,12.66,17463947.0,137452595.0,0,0,0,0,0,0,0
47,안국약품(주),1540,2018/12,21.78,-1201189.0,147218785.0,0,-1,0,0,0,0,0
48,안국약품(주),1540,2019/12,2.34,22078267.0,148358322.0,0,0,0,0,0,0,0
49,안국약품(주),1540,2020/12,-0.08,11189823.0,144143529.0,-1,0,0,0,0,0,0
50,안국약품(주),1540,2021/12,-9.28,1472161.0,153280547.0,-1,0,0,0,0,0,0
51,안국약품(주),1540,2022/12,60.32,1788483.0,154671254.0,0,0,0,0,0,0,0
52,무림에스피(주),1810,2010/12,7.87,-14432955.0,158429255.0,0,-1,0,0,0,0,0
53,무림에스피(주),1810,2011/12,5.72,4005707.0,162175207.0,0,0,0,0,0,0,0
54,무림에스피(주),1810,2012/12,4.7,20084500.0,164051255.0,0,0,0,0,0,0,0
55,무림에스피(주),1810,2013/12,5.03,9394071.0,174726048.0,0,0,0,0,0,0,0
56,무림에스피(주),1810,2014/12,6.93,14314319.0,183768472.0,0,0,0,0,0,0,0
57,무림에스피(주),1810,2015/12,5.81,15044891.0,181808163.0,0,0,0,0,0,0,0
58,무림에스피(주),1810,2016/12,6.23,19022434.0,184194108.0,0,0,0,0,0,0,0
59,무림에스피(주),1810,2017/12,5.96,8310644.0,194768331.0,0,0,0,0,0,0,0
60,무림에스피(주),1810,2018/12,1.31,-9592389.0,205448522.0,0,-1,0,0,0,0,0
61,무림에스피(주),1810,2019/12,0.77,7388104.0,205078802.0,-1,0,0,0,0,0,0
62,무림에스피(주),1810,2020/12,5.85,17109722.0,206096730.0,0,0,0,0,0,0,0
63,무림에스피(주),1810,2021/12,7.86,-1817436.0,212252605.0,0,-1,0,0,0,0,0
64,무림에스피(주),1810,2022/12,-4.73,-20366783.0,207982206.0,-1,-1,0,0,0,0,0
65,이화공영(주),1840,2010/12,44.75,4630802.0,31235997.0,0,0,0,0,0,0,0
66,이화공영(주),1840,2011/12,8.16,-3268937.0,32173631.0,0,-1,0,0,0,0,0
67,이화공영(주),1840,2012/12,28.07,5315029.0,33212469.0,0,0,0,0,0,0,0
68,이화공영(주),1840,2013/12,10.16,-2401298.0,33216230.0,0,-1,0,0,0,0,0
69,이화공영(주),1840,2014/12,94.89,2465512.0,40721229.0,0,0,0,0,0,0,0
70,이화공영(주),1840,2015/12,130.93,-1091647.0,41441866.0,0,-1,0,0,0,0,0
71,이화공영(주),1840,2016/12,78.65,494886.0,42161760.0,0,0,0,0,0,0,0
72,이화공영(주),1840,2017/12,24.56,15631864.0,42505927.0,0,0,0,0,0,0,0
73,이화공영(주),1840,2018/12,0.7,-3649644.0,42863017.0,-1,-1,0,0,0,0,0
74,이화공영(주),1840,2019/12,1.23,-8441505.0,42715453.0,0,-1,0,0,0,0,0
75,이화공영(주),1840,2020/12,10.13,6558298.0,42710344.0,0,0,0,0,0,0,0
76,이화공영(주),1840,2021/12,-73.84,154720.0,45702034.0,-1,0,0,0,0,0,0
77,이화공영(주),1840,2022/12,0.67,-14510623.0,46957294.0,-1,-1,0,0,0,0,0
78,피에스텍(주),2230,2010/12,7.3,3481722.0,61337788.0,0,0,0,0,0,0,0
79,피에스텍(주),2230,2011/12,5.54,2977096.0,67647498.0,0,0,0,0,0,0,0
80,피에스텍(주),2230,2012/12,-1.31,344994.0,75035797.0,-1,0,0,0,0,0,0
81,피에스텍(주),2230,2013/12,1.12,10509132.0,101464955.0,0,0,0,0,0,0,0
82,피에스텍(주),2230,2014/12,26.39,-16392711.0,109669189.0,0,-1,0,0,0,0,0
83,피에스텍(주),2230,2015/12,316.7,9408667.0,127410393.0,0,0,0,0,0,0,0
84,피에스텍(주),2230,2016/12,44.29,-476614.0,130921772.0,0,-1,0,0,0,0,0
85,피에스텍(주),2230,2017/12,57.26,5065310.0,144278630.0,0,0,0,0,0,0,0
86,피에스텍(주),2230,2018/12,-7.76,3176541.0,143249196.0,-1,0,0,0,0,0,0
87,피에스텍(주),2230,2019/12,-7.32,-571291.0,143189253.0,-1,-1,0,0,0,0,0
88,피에스텍(주),2230,2020/12,-2.0,2966328.0,136148841.0,-1,0,0,1,0,0,1
89,피에스텍(주),2230,2021/12,4.51,5252373.0,141018891.0,0,0,0,0,0,0,0
90,피에스텍(주),2230,2022/12,-4.37,-9169291.0,132553044.0,-1,-1,0,0,0,0,0
91,(주)삼일기업공사,2290,2010/12,8432098.32,1554495.0,42457802.0,0,0,0,0,0,0,0
92,(주)삼일기업공사,2290,2011/12,8432098.32,159976.0,44260897.0,0,0,0,0,0,0,0
93,(주)삼일기업공사,2290,2012/12,8432098.32,2456388.0,46993124.0,0,0,0,0,0,0,0
94,(주)삼일기업공사,2290,2013/12,8432098.32,2956467.0,48101098.0,0,0,0,0,0,0,0
95,(주)삼일기업공사,2290,2014/12,8432098.32,22536282.0,49513215.0,0,0,0,0,0,0,0
96,(주)삼일기업공사,2290,2015/12,8432098.32,15459197.0,52388760.0,0,0,0,0,0,0,0
97,(주)삼일기업공사,2290,2016/12,8432098.32,238147.0,52771095.0,0,0,0,0,0,0,0
98,(주)삼일기업공사,2290,2017/12,8432098.32,-5640021.0,54305796.0,0,-1,0,0,0,0,0
99,(주)삼일기업공사,2290,2018/12,8432098.32,-2215836.0,56772358.0,0,-1,0,0,0,0,0
100,(주)삼일기업공사,2290,2019/12,8432098.32,13093615.0,58822470.0,0,0,0,0,0,0,0
101,(주)삼일기업공사,2290,2020/12,18739.68,87708.0,59995984.0,0,0,0,0,0,0,0
102,(주)삼일기업공사,2290,2021/12,8432098.32,-1990450.0,61704478.0,0,-1,0,0,0,0,0
103,(주)삼일기업공사,2290,2022/12,8432098.32,11079876.0,62959103.0,0,0,0,0,0,0,0
104,미주제강(주),2670,2010/12,-0.76,25323068.0,81158362.0,-1,0,0,0,0,0,0
105,미주제강(주),2670,2011/12,-1.45,8339205.0,44959458.0,-1,0,0,0,0,0,0
106,(주)한탑,2680,2010/12,4.98,6021205.0,47742492.0,0,0,0,0,0,0,0
107,(주)한탑,2680,2011/12,0.0,-1381768.0,48078966.0,-1,-1,0,0,0,0,0
108,(주)한탑,2680,2012/12,2.35,-122708.0,51626542.0,0,-1,0,0,0,0,0
109,(주)한탑,2680,2013/12,-0.05,12524437.0,47785438.0,-1,0,0,0,0,0,0
110,(주)한탑,2680,2014/12,-1.01,-3016472.0,48315249.0,-1,-1,0,0,0,0,0
111,(주)한탑,2680,2015/12,0.62,6327581.0,46585243.0,-1,0,0,1,0,0,1
112,(주)한탑,2680,2016/12,0.98,9870098.0,47435351.0,-1,0,0,1,0,0,1
113,(주)한탑,2680,2017/12,0.03,3396359.0,46012001.0,-1,0,0,1,0,0,1
114,(주)한탑,2680,2018/12,0.01,-5295853.0,42658679.0,-1,-1,0,1,0,0,1
115,(주)한탑,2680,2019/12,-1.51,-457586.0,35888725.0,-1,-1,0,1,0,0,1
116,(주)한탑,2680,2020/12,-2.5,-2755272.0,51096265.0,-1,-1,0,1,1,0,1
117,(주)한탑,2680,2021/12,-2.08,-5616193.0,49145833.0,-1,-1,0,1,1,0,1
118,(주)한탑,2680,2022/12,0.12,-11494747.0,49746166.0,-1,-1,0,1,1,0,1
119,신신제약(주),2800,2014/12,2.3,707866.0,24386946.0,0,0,0,0,0,0,0
120,신신제약(주),2800,2015/12,9.91,5239125.0,28219102.0,0,0,0,0,0,0,0
121,신신제약(주),2800,2016/12,13.81,2794295.0,34429555.0,0,0,0,0,0,0,0
122,신신제약(주),2800,2017/12,15.62,4568531.0,52313340.0,0,0,0,0,0,0,0
123,신신제약(주),2800,2018/12,14.73,774241.0,54654643.0,0,0,0,0,0,0,0
124,신신제약(주),2800,2019/12,9.41,-4505635.0,56370860.0,0,-1,0,0,0,0,0
125,신신제약(주),2800,2020/12,-4.67,1865186.0,56047766.0,-1,0,0,0,0,0,0
126,신신제약(주),2800,2021/12,-1.39,23184.0,54800225.0,-1,0,0,0,0,0,0
127,신신제약(주),2800,2022/12,3.66,5460524.0,59531186.0,0,0,0,0,0,0,0
128,(주)선광,3100,2010/12,11.2,49593059.0,266227074.0,0,0,0,0,0,0,0
129,(주)선광,3100,2011/12,25.47,22548516.0,299624648.0,0,0,0,0,0,0,0
130,(주)선광,3100,2012/12,8.05,33894235.0,321681911.0,0,0,0,0,0,0,0
131,(주)선광,3100,2013/12,16.44,21843116.0,326865181.0,0,0,0,0,0,0,0
132,(주)선광,3100,2014/12,5.2,25501338.0,284310123.0,0,0,0,0,0,0,0
133,(주)선광,3100,2015/12,1.63,20102604.0,286753103.0,0,0,0,0,0,0,0
134,(주)선광,3100,2016/12,2.34,23044581.0,300495585.0,0,0,0,0,0,0,0
135,(주)선광,3100,2017/12,2.85,25727599.0,303956568.0,0,0,0,0,0,0,0
136,(주)선광,3100,2018/12,1.95,40029752.0,304854749.0,0,0,0,0,0,0,0
137,(주)선광,3100,2019/12,1.64,44907440.0,307007770.0,0,0,0,0,0,0,0
138,(주)선광,3100,2020/12,2.1,55518358.0,305281394.0,0,0,0,0,0,0,0
139,(주)선광,3100,2021/12,2.48,58047455.0,327897495.0,0,0,0,0,0,0,0
140,(주)선광,3100,2022/12,2.42,50672193.0,341585626.0,0,0,0,0,0,0,0
141,대주산업(주),3310,2010/12,1.2,1148742.0,40975382.0,0,0,0,0,0,0,0
142,대주산업(주),3310,2011/12,1.24,-3215600.0,44678866.0,0,-1,0,0,0,0,0
143,대주산업(주),3310,2012/12,0.61,-2048040.0,44543787.0,-1,-1,0,0,0,0,0
144,대주산업(주),3310,2013/12,2.21,7220725.0,45764285.0,0,0,0,0,0,0,0
145,대주산업(주),3310,2014/12,4.87,4913439.0,47002718.0,0,0,0,0,0,0,0
146,대주산업(주),3310,2015/12,7.56,1440346.0,47852965.0,0,0,0,0,0,0,0
147,대주산업(주),3310,2016/12,10.69,7371452.0,48488885.0,0,0,0,0,0,0,0
148,대주산업(주),3310,2017/12,11.75,2943502.0,50478367.0,0,0,0,0,0,0,0
149,대주산업(주),3310,2018/12,6.06,-1797176.0,50954273.0,0,-1,0,0,0,0,0
150,대주산업(주),3310,2019/12,4.42,5764929.0,52082544.0,0,0,0,0,0,0,0
151,대주산업(주),3310,2020/12,10.13,4272503.0,54076487.0,0,0,0,0,0,0,0
152,대주산업(주),3310,2021/12,7.29,2308966.0,64446046.0,0,0,0,0,0,0,0
153,대주산업(주),3310,2022/12,11.04,6933396.0,68906696.0,0,0,0,0,0,0,0
154,(주)하림지주,3380,2010/12,6.49,118830874.0,773993638.0,0,0,0,0,0,0,0
155,(주)하림지주,3380,2011/12,5.44,264297752.0,892624918.0,0,0,0,0,0,0,0
156,(주)하림지주,3380,2012/12,1.85,-197357960.0,969156795.0,0,-1,0,0,0,0,0
157,(주)하림지주,3380,2013/12,3.14,237438388.0,1115455616.0,0,0,0,0,0,0,0
158,(주)하림지주,3380,2014/12,7.08,266362739.0,1231974688.0,0,0,0,0,0,0,0
159,(주)하림지주,3380,2015/12,4.31,223084615.0,1904009879.0,0,0,0,0,0,0,0
160,(주)하림지주,3380,2016/12,3.83,498217991.0,2314440248.0,0,0,0,0,0,0,0
161,(주)하림지주,3380,2017/12,3.88,470646033.0,3014748757.0,0,0,0,0,0,0,0
162,(주)하림지주,3380,2018/12,2.83,167138872.0,3296777074.0,0,0,0,0,0,0,0
163,(주)하림지주,3380,2019/12,2.05,434100886.0,3449486215.0,0,0,0,0,0,0,0
164,(주)하림지주,3380,2020/12,2.92,670282130.0,3454653475.0,0,0,0,0,0,0,0
165,(주)하림지주,3380,2021/12,6.21,734673211.0,4253561128.0,0,0,0,0,0,0,0
166,(주)하림지주,3380,2022/12,4.22,1244815935.0,5059383492.0,0,0,0,0,0,0,0
167,(주)포스코케미칼,3670,2010/12,1149.24,55327937.0,245392949.0,0,0,0,0,0,0,0
168,(주)포스코케미칼,3670,2011/12,204.14,89699241.0,328947224.0,0,0,0,0,0,0,0
169,(주)포스코케미칼,3670,2012/12,161.13,65040251.0,398251922.0,0,0,0,0,0,0,0
170,(주)포스코케미칼,3670,2013/12,700.57,110523431.0,452410639.0,0,0,0,0,0,0,0
171,(주)포스코케미칼,3670,2014/12,44.87,50171623.0,514814528.0,0,0,0,0,0,0,0
172,(주)포스코케미칼,3670,2015/12,23.95,61639939.0,538224659.0,0,0,0,0,0,0,0
173,(주)포스코케미칼,3670,2016/12,43.63,85065119.0,569399656.0,0,0,0,0,0,0,0
174,(주)포스코케미칼,3670,2017/12,68.5,55515266.0,652189727.0,0,0,0,0,0,0,0
175,(주)포스코케미칼,3670,2018/12,68.61,84560080.0,758131714.0,0,0,0,0,0,0,0
176,(주)에이스침대,3800,2010/12,8432098.32,33741191.0,218124507.0,0,0,0,0,0,0,0
177,(주)에이스침대,3800,2011/12,8432098.32,32651663.0,252031773.0,0,0,0,0,0,0,0
178,(주)에이스침대,3800,2012/12,8432098.32,27091219.0,280395697.0,0,0,0,0,0,0,0
179,(주)에이스침대,3800,2013/12,8432098.32,24949382.0,305599743.0,0,0,0,0,0,0,0
180,(주)에이스침대,3800,2014/12,8432098.32,21120091.0,324876718.0,0,0,0,0,0,0,0
181,(주)에이스침대,3800,2015/12,8432098.32,40114353.0,349889412.0,0,0,0,0,0,0,0
182,(주)에이스침대,3800,2016/12,8432098.32,30466414.0,370985290.0,0,0,0,0,0,0,0
183,(주)에이스침대,3800,2017/12,8432098.32,28139014.0,392686285.0,0,0,0,0,0,0,0
184,(주)에이스침대,3800,2018/12,8432098.32,42459026.0,431618553.0,0,0,0,0,0,0,0
185,(주)에이스침대,3800,2019/12,124.1,46195190.0,468519490.0,0,0,0,0,0,0,0
186,(주)에이스침대,3800,2020/12,128.76,57573087.0,506936321.0,0,0,0,0,0,0,0
187,(주)에이스침대,3800,2021/12,184.74,70411279.0,562623526.0,0,0,0,0,0,0,0
188,(주)에이스침대,3800,2022/12,306.43,50723579.0,614669915.0,0,0,0,0,0,0,0
189,울트라건설(주),4320,2010/12,2.41,82765703.0,107466865.0,0,0,0,0,0,0,0
190,울트라건설(주),4320,2011/12,-7.28,-126226061.0,61324352.0,-1,-1,0,0,0,0,0
191,울트라건설(주),4320,2012/12,1.25,58050628.0,66389552.0,0,0,0,0,0,0,0
192,울트라건설(주),4320,2013/12,1.71,139216143.0,76153122.0,0,0,0,0,0,0,0
193,울트라건설(주),4320,2014/12,-4.58,55243691.0,-78357976.0,-1,0,-1,0,0,0,1
194,(주)한국가구,4590,2010/12,6.43,868339.0,47223640.0,0,0,0,0,0,0,0
195,(주)한국가구,4590,2011/12,4.97,1475974.0,58619002.0,0,0,0,0,0,0,0
196,(주)한국가구,4590,2012/12,5.67,2079811.0,65327891.0,0,0,0,0,0,0,0
197,(주)한국가구,4590,2013/12,8.27,1265560.0,67315634.0,0,0,0,0,0,0,0
198,(주)한국가구,4590,2014/12,38.53,5514312.0,72073147.0,0,0,0,0,0,0,0
199,(주)한국가구,4590,2015/12,50.43,5165654.0,77440139.0,0,0,0,0,0,0,0
200,(주)한국가구,4590,2016/12,60.92,4288911.0,81909957.0,0,0,0,0,0,0,0
201,(주)한국가구,4590,2017/12,53.43,3916056.0,93047240.0,0,0,0,0,0,0,0
202,(주)한국가구,4590,2018/12,44.98,6471099.0,99369886.0,0,0,0,0,0,0,0
203,(주)한국가구,4590,2019/12,15.46,3610517.0,103784484.0,0,0,0,0,0,0,0
204,(주)한국가구,4590,2020/12,23.13,11582620.0,116751955.0,0,0,0,0,0,0,0
205,(주)한국가구,4590,2021/12,50.68,6717403.0,132702292.0,0,0,0,0,0,0,0
206,(주)한국가구,4590,2022/12,39.14,7036077.0,168677071.0,0,0,0,0,0,0,0
207,(주)창해에탄올,4650,2010/12,19.56,11665116.0,60403607.0,0,0,0,0,0,0,0
208,(주)창해에탄올,4650,2011/12,3.95,7399470.0,68701654.0,0,0,0,0,0,0,0
209,(주)창해에탄올,4650,2012/12,1.2,-5366759.0,55033080.0,0,-1,0,0,0,0,0
210,(주)창해에탄올,4650,2013/12,3.2,14681880.0,97968335.0,0,0,0,0,0,0,0
211,(주)창해에탄올,4650,2014/12,4.48,31005406.0,146030890.0,0,0,0,0,0,0,0
212,(주)창해에탄올,4650,2015/12,7.19,40124913.0,189714625.0,0,0,0,0,0,0,0
213,(주)창해에탄올,4650,2016/12,2.51,1494979.0,188099091.0,0,0,0,0,0,0,0
214,(주)창해에탄올,4650,2017/12,2.7,25996800.0,182088221.0,0,0,0,0,0,0,0
215,(주)창해에탄올,4650,2018/12,2.05,9051984.0,158580228.0,0,0,0,0,0,0,0
216,(주)창해에탄올,4650,2019/12,2.1,25057815.0,126801643.0,0,0,0,0,0,0,0
217,(주)창해에탄올,4650,2020/12,13.83,12212070.0,133757470.0,0,0,0,0,0,0,0
218,(주)창해에탄올,4650,2021/12,13.54,12772504.0,137766852.0,0,0,0,0,0,0,0
219,(주)창해에탄올,4650,2022/12,6.6,3115791.0,135277621.0,0,0,0,0,0,0,0
220,(주)대륙제관,4780,2010/12,5.86,325553.0,51666967.0,0,0,0,0,0,0,0
221,(주)대륙제관,4780,2011/12,4.72,2917254.0,56821306.0,0,0,0,0,0,0,0
222,(주)대륙제관,4780,2012/12,4.01,11713223.0,60135523.0,0,0,0,0,0,0,0
223,(주)대륙제관,4780,2013/12,5.99,12150272.0,61324303.0,0,0,0,0,0,0,0
224,(주)대륙제관,4780,2014/12,7.12,10610126.0,68550114.0,0,0,0,0,0,0,0
225,(주)대륙제관,4780,2015/12,18.05,24932737.0,79983873.0,0,0,0,0,0,0,0
226,(주)대륙제관,4780,2016/12,28.12,23017606.0,93256366.0,0,0,0,0,0,0,0
227,(주)대륙제관,4780,2017/12,25.39,15672020.0,100055127.0,0,0,0,0,0,0,0
228,(주)대륙제관,4780,2018/12,14.39,5224670.0,103633615.0,0,0,0,0,0,0,0
229,(주)대륙제관,4780,2019/12,19.49,19477248.0,106852858.0,0,0,0,0,0,0,0
230,(주)대륙제관,4780,2020/12,52.93,18145817.0,116340600.0,0,0,0,0,0,0,0
231,(주)대륙제관,4780,2021/12,43.54,-1249219.0,121993693.0,0,-1,0,0,0,0,0
232,(주)대륙제관,4780,2022/12,29.96,11933529.0,130499469.0,0,0,0,0,0,0,0
233,(주)렉스엘이앤지,4790,2010/12,-28.39,-15128429.0,10551005.0,-1,-1,0,0,0,0,0
234,(주)렉스엘이앤지,4790,2011/12,1.14,-1614500.0,16344002.0,0,-1,0,0,0,0,0
235,(주)렉스엘이앤지,4790,2012/12,-14.7,-8060561.0,153998.0,-1,-1,0,0,1,0,1
236,(주)렉스엘이앤지,4790,2013/12,-11.93,-108198.0,-1490893.0,-1,-1,-1,0,1,0,1
237,동국산업(주),5160,2010/12,2.2,-27811508.0,409516199.0,0,-1,0,0,0,0,0
238,동국산업(주),5160,2011/12,1.23,-4905089.0,408957915.0,0,-1,0,0,0,0,0
239,동국산업(주),5160,2012/12,1.91,53178934.0,410931715.0,0,0,0,0,0,0,0
240,동국산업(주),5160,2013/12,2.51,3701593.0,407761799.0,0,0,0,0,0,0,0
241,동국산업(주),5160,2014/12,2.75,67927234.0,430701528.0,0,0,0,0,0,0,0
242,동국산업(주),5160,2015/12,4.66,43348003.0,452144788.0,0,0,0,0,0,0,0
243,동국산업(주),5160,2016/12,8.61,42205914.0,514427309.0,0,0,0,0,0,0,0
244,동국산업(주),5160,2017/12,9.28,69884133.0,524987249.0,0,0,0,0,0,0,0
245,동국산업(주),5160,2018/12,3.45,-9300684.0,521099723.0,0,-1,0,0,0,0,0
246,동국산업(주),5160,2019/12,9.76,46004138.0,529831768.0,0,0,0,0,0,0,0
247,동국산업(주),5160,2020/12,9.31,100684318.0,530329519.0,0,0,0,0,0,0,0
248,동국산업(주),5160,2021/12,22.4,-53961155.0,557355660.0,0,-1,0,0,0,0,0
249,동국산업(주),5160,2022/12,0.21,-18964270.0,554486911.0,-1,-1,0,0,0,0,0
250,(주)동진쎄미켐,5290,2010/12,2.43,1498640.0,139374795.0,0,0,0,0,0,0,0
251,(주)동진쎄미켐,5290,2011/12,0.74,6146079.0,133881788.0,-1,0,0,0,0,0,0
252,(주)동진쎄미켐,5290,2012/12,1.32,27001671.0,134138597.0,0,0,0,0,0,0,0
253,(주)동진쎄미켐,5290,2013/12,1.16,41484930.0,138492451.0,0,0,0,0,0,0,0
254,(주)동진쎄미켐,5290,2014/12,1.95,38134972.0,144682174.0,0,0,0,0,0,0,0
255,(주)동진쎄미켐,5290,2015/12,3.59,60181673.0,170477501.0,0,0,0,0,0,0,0
256,(주)동진쎄미켐,5290,2016/12,3.28,111225861.0,196926637.0,0,0,0,0,0,0,0
257,(주)동진쎄미켐,5290,2017/12,5.59,81190641.0,267599530.0,0,0,0,0,0,0,0
258,(주)동진쎄미켐,5290,2018/12,5.44,62329884.0,305894112.0,0,0,0,0,0,0,0
259,(주)동진쎄미켐,5290,2019/12,7.93,108747151.0,360362019.0,0,0,0,0,0,0,0
260,(주)동진쎄미켐,5290,2020/12,10.97,130241210.0,438008275.0,0,0,0,0,0,0,0
261,(주)동진쎄미켐,5290,2021/12,13.28,76098754.0,561033500.0,0,0,0,0,0,0,0
262,(주)동진쎄미켐,5290,2022/12,14.63,190056243.0,700787364.0,0,0,0,0,0,0,0
263,(주)푸드웰,5670,2010/12,1.94,3803826.0,42781449.0,0,0,0,0,0,0,0
264,(주)푸드웰,5670,2011/12,1.51,3401809.0,43105935.0,0,0,0,0,0,0,0
265,(주)푸드웰,5670,2012/12,2.58,3995226.0,43547522.0,0,0,0,0,0,0,0
266,(주)푸드웰,5670,2013/12,2.94,5857458.0,44273642.0,0,0,0,0,0,0,0
267,(주)푸드웰,5670,2014/12,2.59,7986760.0,45928342.0,0,0,0,0,0,0,0
268,(주)푸드웰,5670,2015/12,3.2,8990389.0,46943102.0,0,0,0,0,0,0,0
269,(주)푸드웰,5670,2016/12,2.96,7504294.0,47592150.0,0,0,0,0,0,0,0
270,(주)푸드웰,5670,2017/12,3.91,6955701.0,48177489.0,0,0,0,0,0,0,0
271,(주)푸드웰,5670,2018/12,5.89,12613981.0,52148882.0,0,0,0,0,0,0,0
272,(주)푸드웰,5670,2019/12,11.03,9528843.0,82900653.0,0,0,0,0,0,0,0
273,(주)푸드웰,5670,2020/12,13.81,15153255.0,87582282.0,0,0,0,0,0,0,0
274,(주)푸드웰,5670,2021/12,23.05,5640381.0,96723985.0,0,0,0,0,0,0,0
275,(주)푸드웰,5670,2022/12,6.97,6796402.0,104915845.0,0,0,0,0,0,0,0
276,대원산업(주),5710,2010/12,169.88,29615899.0,112655070.0,0,0,0,0,0,0,0
277,대원산업(주),5710,2011/12,18.24,11058029.0,125176438.0,0,0,0,0,0,0,0
278,대원산업(주),5710,2012/12,33.2,58663376.0,143060876.0,0,0,0,0,0,0,0
279,대원산업(주),5710,2013/12,52.24,63810103.0,170661035.0,0,0,0,0,0,0,0
280,대원산업(주),5710,2014/12,60.61,33830971.0,180106282.0,0,0,0,0,0,0,0
281,대원산업(주),5710,2015/12,44.2,13078401.0,186289531.0,0,0,0,0,0,0,0
