회사명,거래소코드,회계년도,당기순이익,영업현금흐름,자본,유동비율,부채비율,매출액총이익률,총자본회전률,자기자본정상영업이익률,ROA
(주)아나패스,123860,2020-12-01,9851373,7432977,162428444,301.62,28.28,60.84,0.86,9.32,4.727972591333032
(주)아나패스,123860,2021-12-01,9851373,7432977,162428444,301.62,28.28,60.84,0.86,9.32,4.727972591333032
(주)아나패스,123860,2022-12-01,9851373,7432977,162428444,301.62,28.28,60.84,0.86,9.32,4.727972591333032
(주)아난티,25980,2011-12-01,9851373,7432977,162428444,301.62,28.28,60.84,0.86,9.32,4.727972591333032
(주)아난티,25980,2012-12-01,-2580773,-7606903,30881795,147.98,641.06,27.86,0.12,-2.12,-1.1277070944888166
(주)아난티,25980,2013-12-01,-4055171,-18015523,26915356,137.36,791.92,37.71,0.09,-4.94,-1.6892133889496963
(주)아난티,25980,2014-12-01,2953830,34283741,46991947,77.61,581.2,48.57,0.17,27.4,0.9227531272338182
(주)아난티,25980,2015-12-01,37082825,27062165,281670958,147.22,95.61,52.59,0.29,30.47,6.7304881414874895
(주)아난티,25980,2016-12-01,27366878,-28497071,311839416,152.46,115.87,49.11,0.22,12.04,4.065366874828877
(주)아난티,25980,2017-12-01,2624089,47473296,330663169,58.76,120.88,44.85,0.21,3.9,0.35927603908402983
(주)아난티,25980,2018-12-01,-20280885,51900480,337085931,42.53,129.93,39.05,0.22,3.8,-2.616710508181029
(주)아난티,25980,2019-12-01,-7979908,15978031,393398992,190.87,115.04,41.7,0.18,1.29,-0.9432887486036594
(주)아난티,25980,2020-12-01,-44795195,22317409,366716795,121.03,211.87,32.6,0.11,-8.35,-3.9167730403936196
(주)아난티,25980,2021-12-01,16681634,175764709,400555479,82.46,245.8,56.09,0.17,15.57,1.204332361989071
(주)아난티,25980,2022-12-01,33987272,43040165,510634608,70.16,239.73,61.34,0.21,25.29,1.959161283328024
(주)아라온테크,41060,2011-12-01,-44159842,-4713822,10290766,304.41,24.98,8.09,0.18,-110.02,-343.35735651211127
(주)아라온테크,41060,2012-12-01,-8853325,-216028,8345405,263.46,50.16,13.41,1.95,9.56,-70.64843031063101
(주)아라온테크,41060,2013-12-01,660469,-282820,9033166,378.69,12.79,0.37,0.34,-21.37,6.482601862601258
(주)아모그린텍,125210,2015-12-01,660469,-282820,9033166,378.69,12.79,0.37,0.34,-21.37,6.482601862601258
(주)아모그린텍,125210,2016-12-01,660469,-282820,9033166,378.69,12.79,0.37,0.34,-21.37,6.482601862601258
(주)아모그린텍,125210,2017-12-01,660469,-282820,9033166,378.69,12.79,0.37,0.34,-21.37,6.482601862601258
(주)아모그린텍,125210,2019-12-01,660469,-282820,9033166,378.69,12.79,0.37,0.34,-21.37,6.482601862601258
(주)아모그린텍,125210,2020-12-01,660469,-282820,9033166,378.69,12.79,0.37,0.34,-21.37,6.482601862601258
(주)아모그린텍,125210,2021-12-01,660469,-282820,9033166,378.69,12.79,0.37,0.34,-21.37,6.482601862601258
(주)아모그린텍,125210,2022-12-01,660469,-282820,9033166,378.69,12.79,0.37,0.34,-21.37,6.482601862601258
(주)아모센스,357580,2021-12-01,660469,-282820,9033166,378.69,12.79,0.37,0.34,-21.37,6.482601862601258
(주)아모센스,357580,2022-12-01,660469,-282820,9033166,378.69,12.79,0.37,0.34,-21.37,6.482601862601258
(주)아모텍,52710,2011-12-01,-4315330,2348312,105841042,73.13,124.49,25.27,0.44,0.1,-1.8162200831820745
(주)아모텍,52710,2012-12-01,9202573,21880537,113406383,73.85,160.94,24.14,0.7,14.98,3.109776945249906
(주)아모텍,52710,2013-12-01,11185662,35247835,131829708,84.29,130.57,23.3,0.83,18.29,3.680021907879109
(주)아모텍,52710,2014-12-01,-2296174,5667161,127799286,89.43,149.95,20.27,0.57,1.97,-0.7188199181162743
(주)아모텍,52710,2015-12-01,15620108,39480954,150608786,109.91,138.37,18.39,0.93,15.46,4.350840615172856
(주)아모텍,52710,2016-12-01,16341937,33108321,164915699,129.39,114.8,21.98,0.83,18.37,4.613243778508511
(주)아모텍,52710,2017-12-01,25331268,31597456,191797583,147.41,105.5,25.15,0.84,22.93,6.426827100454005
(주)아모텍,52710,2018-12-01,7117362,22291247,197403583,98.09,100.5,20.47,0.64,5.8,1.7982501659582748
(주)아모텍,52710,2019-12-01,363384,2187956,198886547,116.07,116.48,19.69,0.6,3.52,0.0844003899088792
(주)아모텍,52710,2020-12-01,-16561274,2436416,183326882,103.49,137.56,15.14,0.52,-2.59,-3.8026645866160744
(주)아모텍,52710,2021-12-01,-4669473,-1204000,185362850,118.41,126.33,7.42,0.46,-12.88,-1.1130155757151226
(주)아모텍,52710,2022-12-01,-9209534,3418807,176753123,114.5,117.25,13.27,0.54,-2.36,-2.3983639319855303
(주)아미노로직스,74430,2011-12-01,-10362436,-10531290,61272891,225.11,37.37,-7.75,0.23,-17.44,-12.311179058018677
(주)아미노로직스,74430,2012-12-01,-29982797,-6866125,31502097,142.0,67.29,-37.95,0.13,-24.35,-56.89209634914325
(주)아미노로직스,74430,2013-12-01,-13874257,-4739354,40424102,347.86,19.25,4.91,0.06,-17.66,-28.78194707904122
(주)아미노로직스,74430,2014-12-01,-8100079,-2065632,31846831,343.7,21.3,3.15,0.08,-13.77,-20.968093654914828
(주)아미노로직스,74430,2015-12-01,-2824996,1928529,48275261,453.95,13.99,41.58,0.23,2.42,-5.133832105061506
(주)아미노로직스,74430,2016-12-01,-3741557,4138143,44547758,752.72,10.05,26.93,0.31,1.68,-7.631822970676358
(주)아미노로직스,74430,2017-12-01,542129,3000303,45142425,873.47,9.37,23.1,0.34,2.4,1.0980662044826939
(주)아미노로직스,74430,2018-12-01,7996263,4558112,53187874,1286.88,6.9,38.39,0.35,8.5,14.06333017921292
(주)아미노로직스,74430,2019-12-01,-1200843,3603797,51851737,619.84,11.42,17.35,0.33,-1.45,-2.0785260772984615
(주)아미노로직스,74430,2020-12-01,2139967,1768181,53557865,584.21,12.27,39.58,0.3,4.7,3.5589881361296696
(주)아미노로직스,74430,2021-12-01,5359831,935519,59393108,718.77,9.85,39.98,0.36,7.27,8.215242523521892
(주)아미노로직스,74430,2022-12-01,-7281656,5226147,51404094,1270.75,8.13,46.85,0.45,12.7,-13.100701476573862
(주)아바코,83930,2011-12-01,8866047,29979304,74856668,119.25,77.86,8.89,1.84,14.99,6.659261000802758
(주)아바코,83930,2012-12-01,-223074,-6988447,86538739,180.64,43.95,6.13,0.74,-1.13,-0.17907166520706116
(주)아바코,83930,2013-12-01,-14958779,21622023,78530456,175.53,75.22,11.52,1.27,11.5,-10.870831114750617
(주)아바코,83930,2014-12-01,7158114,12748218,85532192,267.92,45.06,15.06,1.14,10.83,5.769193059344119
(주)아바코,83930,2015-12-01,9873632,1496007,94781949,256.46,52.33,17.08,1.03,10.61,6.838447756900343
(주)아바코,83930,2016-12-01,13723084,-7042569,102869351,206.17,68.94,13.94,1.26,12.32,7.896526002106058
(주)아바코,83930,2017-12-01,-1816577,31149112,104145089,195.08,78.9,12.12,1.03,1.74,-0.9749977222839528
(주)아바코,83930,2018-12-01,25522772,-25447136,119214462,190.75,78.5,15.3,1.22,20.48,11.994137796923706
(주)아바코,83930,2019-12-01,19587873,31845139,130372632,232.01,52.34,21.84,1.1,18.7,9.862664179454605
(주)아바코,83930,2020-12-01,14527274,57436310,140343952,222.24,49.76,23.21,0.98,17.05,6.911890709020671
(주)아바코,83930,2021-12-01,12536849,-1148480,156486336,184.29,68.54,18.04,0.76,6.61,4.753329015892151
(주)아바코,83930,2022-12-01,18105724,-6200042,168806347,181.0,64.94,22.11,0.8,8.34,6.502647425212254
(주)아바텍,149950,2012-12-01,16808085,21513449,85786736,421.29,14.35,31.23,1.06,28.92,17.134806521661144
(주)아바텍,149950,2013-12-01,15906480,19416041,97932004,299.73,15.6,25.46,1.01,20.04,14.050434219161186
(주)아바텍,149950,2014-12-01,23772537,43732959,112637995,330.89,17.27,31.52,0.99,28.2,17.996639673578674
(주)아바텍,149950,2015-12-01,7906068,19017694,119570957,641.79,8.34,20.24,0.58,8.45,6.103292528163585
(주)아바텍,149950,2016-12-01,8145186,22067115,120242388,811.11,8.42,22.05,0.61,8.89,6.247919085826276
(주)아바텍,149950,2017-12-01,14435536,31885740,137504200,736.33,9.24,22.76,0.68,12.33,9.610007105682314
(주)아바텍,149950,2018-12-01,14435536,31885740,137504200,736.33,9.24,22.76,0.68,12.33,9.610007105682314
(주)아바텍,149950,2019-12-01,7237344,16207195,136087802,494.91,6.39,16.59,0.52,3.99,4.998907883444547
(주)아바텍,149950,2020-12-01,7237344,16207195,136087802,494.91,6.39,16.59,0.52,3.99,4.998907883444547
(주)아바텍,149950,2021-12-01,7237344,16207195,136087802,494.91,6.39,16.59,0.52,3.99,4.998907883444547
(주)아바텍,149950,2022-12-01,7237344,16207195,136087802,494.91,6.39,16.59,0.52,3.99,4.998907883444547
(주)아셈스,136410,2022-12-01,7252017,691011,58893726,227.63,68.61,32.59,0.61,18.11,7.303297027042407
(주)아스타,246720,2017-12-01,-4314269,-8582918,14428035,243.36,63.89,30.91,0.07,-56.37,-18.24480215202504
(주)아스타,246720,2018-12-01,-3521366,-4562979,33247830,648.82,14.95,65.67,0.06,-20.6,-9.213837803542619
(주)아스타,246720,2019-12-01,-14996408,-5006064,15107143,137.41,70.85,82.01,0.04,-25.54,-58.10024421507431
(주)아스타,246720,2020-12-01,-11057017,-5757223,6430959,656.33,29.1,33.8,0.07,-56.47,-133.17521034653083
(주)아스타,246720,2021-12-01,-3532086,-1108201,8892559,1759.28,24.34,21.23,0.26,-45.65,-31.943418477533434
(주)아스타,246720,2022-12-01,-2799442,-1625758,7237087,715.0,51.11,46.66,0.3,-34.46,-25.59924225770334
(주)아스트,67390,2014-12-01,-2799442,-1625758,7237087,715.0,51.11,46.66,0.3,-34.46,-25.59924225770334
(주)아스트,67390,2015-12-01,-2799442,-1625758,7237087,715.0,51.11,46.66,0.3,-34.46,-25.59924225770334
(주)아스트,67390,2016-12-01,6187874,-13690849,92296319,147.17,142.82,16.19,0.39,7.95,2.761083349442212
(주)아스트,67390,2017-12-01,1466069,-11779466,115093134,140.77,169.79,15.48,0.36,7.76,0.47215539537494733
(주)아스트,67390,2018-12-01,4440460,-36033448,120562649,177.87,227.67,16.99,0.33,9.19,1.1240162598535766
(주)아스트,67390,2019-12-01,499295,21371796,218066885,148.72,165.4,23.45,0.3,8.45,0.08627034563411956
(주)아스트,67390,2020-12-01,-36020041,-8819096,119208264,77.65,282.06,-35.67,0.11,-19.25,-7.908752882846379
(주)아스트,67390,2021-12-01,-67546349,-4866958,45271508,51.25,753.14,-3.29,0.19,-17.52,-17.48863427179509
(주)아스트,67390,2022-12-01,-27827977,2962388,16530764,42.26,2222.62,2.26,0.42,-32.26,-7.247867743942195
(주)아스플로,159010,2021-12-01,3978550,-2923550,46631411,111.18,103.25,18.29,0.7,10.81,4.197823831581521
(주)아스플로,159010,2022-12-01,9053358,-1845970,53927305,121.85,106.5,21.45,0.86,20.89,8.129820329005748
(주)아시아경제,127710,2015-12-01,5967970,7967553,63097203,334.77,32.8,38.67,1.13,17.88,7.122053638259961
(주)아시아경제,127710,2016-12-01,6836613,11557857,84077986,579.7,18.03,52.04,0.66,13.3,6.888877536090813
(주)아시아경제,127710,2017-12-01,9975159,5392168,108700131,394.64,18.68,51.79,0.48,6.62,7.732519971501681
(주)아시아경제,127710,2018-12-01,29531705,4676028,105491479,178.32,47.55,54.2,0.27,5.37,18.9722358611424
(주)아시아경제,127710,2019-12-01,4083296,-6856347,102610099,190.01,31.52,51.0,0.26,3.15,3.0257713377314026
(주)아시아경제,127710,2020-12-01,4322278,9437087,127781349,142.08,36.91,39.95,0.46,4.72,2.470581733933655
(주)아시아경제,127710,2021-12-01,4322278,9437087,127781349,142.08,36.91,39.95,0.46,4.72,2.470581733933655
(주)아시아경제,127710,2022-12-01,17467317,78800299,190050857,75.71,278.91,36.84,0.12,-0.6,2.4256230565025407
(주)아우딘퓨쳐스,227610,2017-12-01,17467317,78800299,190050857,75.71,278.91,36.84,0.12,-0.6,2.4256230565025407
(주)아우딘퓨쳐스,227610,2018-12-01,17467317,78800299,190050857,75.71,278.91,36.84,0.12,-0.6,2.4256230565025407
(주)아우딘퓨쳐스,227610,2019-12-01,-18697227,-1821889,34129547,205.67,59.12,35.67,1.0,-60.54,-34.42862426290871
(주)아우딘퓨쳐스,227610,2020-12-01,-14809860,-10467401,20444179,130.93,162.17,37.95,0.75,-21.56,-27.630723991327717
(주)아우딘퓨쳐스,227610,2021-12-01,-8367378,4452805,17472354,122.19,189.23,34.18,0.84,-40.73,-16.55735880205886
(주)아우딘퓨쳐스,227610,2022-12-01,-17255431,-4659449,8578198,64.58,581.2,27.5,0.64,-74.42,-29.529378661945096
(주)아이디스,143160,2011-12-01,13835978,10818754,64914838,64.58,581.2,27.5,0.64,-74.42,12.0814688022772
(주)아이디스,143160,2012-12-01,25356424,41207092,88811587,249.02,39.53,36.05,1.23,35.87,20.46279968237837
(주)아이디스,143160,2013-12-01,20102936,20875946,135216438,1046.5,7.98,38.95,0.87,17.51,13.76801535957369
(주)아이디스,143160,2014-12-01,10523263,15877701,142236445,849.33,9.66,35.93,0.78,6.68,6.746448732306777
(주)아이디스,143160,2015-12-01,12913206,13297671,178145225,800.68,12.97,33.72,0.82,8.46,6.416245011365859
(주)아이디스,143160,2016-12-01,-8019591,18208049,166343212,945.44,11.28,31.06,0.67,-0.7,-4.332481634932465
(주)아이디스,143160,2017-12-01,9516813,2194287,151937399,1187.98,7.45,31.79,0.55,-3.1,5.829295934191083
(주)아이디스,143160,2018-12-01,4337179,-5309350,151806360,967.6,9.0,32.12,0.66,0.17,2.621217275578352
(주)아이디스,143160,2019-12-01,1912288,13556029,152367514,810.39,12.05,32.13,0.67,2.17,1.1201089078597832
(주)아이디스,143160,2020-12-01,11216129,25523389,161659138,639.14,13.56,31.81,0.85,9.11,6.109488787051811
(주)아이디스,143160,2021-12-01,24326762,3242952,244542114,386.13,24.74,35.18,0.84,8.99,7.974607044992234
(주)아이디스,143160,2022-12-01,14288291,27908986,256490632,358.82,28.85,35.13,0.85,11.11,4.323274993718776
(주)아이디스홀딩스,54800,2011-12-01,81057457,13485207,139163469,2262.33,26.17,45.61,0.08,2.34,46.16585605818179
(주)아이디스홀딩스,54800,2012-12-01,14772396,7357477,187413615,495.81,20.42,71.09,0.14,9.85,6.545794012707831
(주)아이디스홀딩스,54800,2013-12-01,30482796,37962363,434023642,786.29,18.25,32.39,0.81,13.27,5.9394418730905745
(주)아이디스홀딩스,54800,2014-12-01,-33723308,17658757,391975447,759.06,15.89,27.69,0.57,3.5,-7.423541124980088
(주)아이디스홀딩스,54800,2015-12-01,37683286,33545824,469530858,717.13,15.86,27.17,0.8,9.37,6.92695542250613
(주)아이디스홀딩스,54800,2016-12-01,20862922,43812342,476340099,694.34,16.35,27.06,0.8,6.62,3.7642971994677072
(주)아이디스홀딩스,54800,2017-12-01,30867107,33459660,573330575,362.5,35.13,24.2,0.66,6.14,3.9841912095163217
(주)아이디스홀딩스,54800,2018-12-01,53785250,32138427,611162023,314.75,30.9,27.4,0.71,9.24,6.723095733734527
(주)아이디스홀딩스,54800,2019-12-01,13476746,101730533,616336729,569.75,29.73,28.72,0.63,7.6,1.685535358919676
(주)아이디스홀딩스,54800,2020-12-01,4765968,51093007,613628999,603.73,28.25,25.7,0.54,2.51,0.605583244098997
(주)아이디스홀딩스,54800,2021-12-01,3446399,-49226834,683701059,250.04,37.12,25.88,0.63,2.98,0.36761029781445353
(주)아이디스홀딩스,54800,2022-12-01,89402968,26307534,748338479,303.44,45.66,28.99,0.86,13.17,8.20185582551704
(주)아이디에스,78780,2011-12-01,-12931316,9598926,48247990,79.19,162.18,0.5,1.88,-17.69,-10.2226558780163
(주)아이디에스,78780,2012-12-01,-9381299,-21245322,45678203,83.0,148.21,2.27,1.91,-14.19,-8.274291910854574
(주)아이디에스,78780,2013-12-01,-20138616,-4314463,25688036,54.57,277.46,0.35,2.42,-33.94,-20.769347649464525
(주)아이디에스,78780,2014-12-01,-27284310,-7757529,5353459,24.37,1041.18,-1.24,1.59,-92.84,-44.6606546574564
(주)아이디에스,78780,2015-12-01,-7903185,-33377371,11430568,50.8,541.21,10.11,0.49,-47.12,-10.782785723079986
(주)아이비김영,339950,2019-12-01,-7903185,-33377371,11430568,50.8,541.21,10.11,0.49,-47.12,-10.782785723079986
(주)아이비김영,339950,2020-12-01,-759423,10326453,28515257,84.74,108.56,70.88,1.18,18.26,-1.2769266312352958
(주)아이비김영,339950,2021-12-01,4006941,21273029,36803733,96.65,103.6,70.4,1.06,21.32,5.347305464177904
(주)아이비김영,339950,2022-12-01,-2283897,14591876,35656233,79.88,112.06,68.94,1.15,8.51,-3.020519962847516
(주)아이센스,99190,2013-12-01,18641928,16190153,104319344,451.8,35.56,42.52,0.71,21.48,13.182437285366028
(주)아이센스,99190,2014-12-01,14339779,17845211,118808130,573.14,37.63,42.28,0.63,16.25,8.769966353144712
(주)아이센스,99190,2015-12-01,14455366,19037817,132222165,426.06,35.98,44.54,0.59,15.47,8.039692192868996
(주)아이센스,99190,2016-12-01,17544912,11726509,154382371,294.81,40.93,46.68,0.67,17.93,8.063834303547612
(주)아이센스,99190,2017-12-01,15144223,22376411,165152174,371.53,41.73,44.09,0.7,14.24,6.469761066578235
(주)아이센스,99190,2018-12-01,22414155,19543478,183266928,392.62,37.53,44.93,0.71,15.73,8.892808555192442
(주)아이센스,99190,2019-12-01,23263932,37950912,201091288,308.63,34.29,45.71,0.73,15.7,8.614920227805168
(주)아이센스,99190,2020-12-01,27295506,34614942,223126258,505.74,37.6,47.02,0.71,14.36,8.890168922096594
(주)아이센스,99190,2021-12-01,25150572,17223811,284740301,540.89,50.73,43.82,0.63,13.71,5.860149858495279
(주)아이센스,99190,2022-12-01,15907551,6653469,304756150,291.28,47.52,39.83,0.6,6.72,3.5383910471997946
(주)아이스크림에듀,289010,2019-12-01,15907551,6653469,304756150,291.28,47.52,39.83,0.6,6.72,3.5383910471997946
(주)아이스크림에듀,289010,2020-12-01,15907551,6653469,304756150,291.28,47.52,39.83,0.6,6.72,3.5383910471997946
(주)아이스크림에듀,289010,2021-12-01,15907551,6653469,304756150,291.28,47.52,39.83,0.6,6.72,3.5383910471997946
(주)아이스크림에듀,289010,2022-12-01,15907551,6653469,304756150,291.28,47.52,39.83,0.6,6.72,3.5383910471997946
(주)아이씨디,40910,2011-09-01,15907551,6653469,304756150,291.28,47.52,39.83,0.6,6.72,3.5383910471997946
(주)아이씨디,40910,2012-09-01,15907551,6653469,304756150,291.28,47.52,39.83,0.6,6.72,3.5383910471997946
(주)아이씨디,40910,2013-09-01,15907551,6653469,304756150,291.28,47.52,39.83,0.6,6.72,3.5383910471997946
(주)아이씨디,40910,2014-09-01,15907551,6653469,304756150,291.28,47.52,39.83,0.6,6.72,3.5383910471997946
(주)아이씨디,40910,2015-09-01,15907551,6653469,304756150,291.28,47.52,39.83,0.6,6.72,3.5383910471997946
(주)아이씨디,40910,2016-12-01,10353734,-9107735,112690840,167.91,114.04,13.12,0.96,14.32,4.292549231630531
(주)아이씨디,40910,2017-12-01,24892032,-11482728,135761752,233.7,75.2,17.87,1.3,30.01,10.465360984088766
(주)아이씨디,40910,2018-12-01,29833627,29834566,131398548,244.72,45.53,24.9,1.09,29.72,15.601388625665258
(주)아이씨디,40910,2019-12-01,11151768,23965782,147055396,278.65,38.57,28.25,0.62,10.27,5.4726598393684
(주)아이씨디,40910,2020-12-01,33458702,49529874,179473878,315.82,29.88,27.25,1.41,30.67,14.353837044887957
(주)아이씨디,40910,2021-12-01,761807,21230362,167936710,235.87,38.65,20.49,0.5,0.98,0.32716792237067976
(주)아이씨디,40910,2022-12-01,-5419303,-14294361,153246034,263.17,32.14,10.61,0.69,-3.15,-2.676194201804003
(주)아이씨에이치,368600,2022-12-01,-6437495,-10741178,64115257,398.27,28.37,10.4,0.33,-15.33,-7.821744663889256
(주)아이앤씨테크놀로지,52860,2011-12-01,-6437495,-10741178,64115257,398.27,28.37,10.4,0.33,-15.33,-7.821744663889256
(주)아이앤씨테크놀로지,52860,2012-12-01,-8939533,3530460,80362372,1157.35,6.11,27.14,0.2,-3.56,-10.483388496349784
(주)아이앤씨테크놀로지,52860,2013-12-01,-12337574,-8414982,71074665,735.72,19.88,5.4,0.09,-12.1,-14.479606305416143
(주)아이앤씨테크놀로지,52860,2014-12-01,-15496112,-8658893,56046828,630.99,28.39,-11.59,0.07,-18.33,-21.534022300336687
(주)아이앤씨테크놀로지,52860,2015-12-01,-29057007,-4685457,29492539,188.94,85.08,26.91,0.15,-17.14,-53.23341872931382
(주)아이앤씨테크놀로지,52860,2016-12-01,1468547,-6250228,31364370,199.17,89.5,24.12,0.53,1.58,2.4707889244899923
(주)아이앤씨테크놀로지,52860,2017-12-01,6264328,7539220,39708479,122.07,56.44,38.86,0.71,19.51,10.084186637188385
(주)아이앤씨테크놀로지,52860,2018-12-01,1297666,6176300,43261744,113.38,45.98,46.01,0.5,4.41,2.0547197104892634
(주)아이앤씨테크놀로지,52860,2019-12-01,5724789,12200894,55108724,176.33,31.48,41.29,0.67,8.75,7.901229200541417
(주)아이앤씨테크놀로지,52860,2020-12-01,-6048408,-3113357,47693520,174.79,32.01,31.35,0.34,-10.9,-9.60699921795915
(주)아이앤씨테크놀로지,52860,2021-12-01,-5439679,-3841450,42971307,137.58,51.08,33.24,0.47,-7.66,-8.378851227752047
(주)아이앤씨테크놀로지,52860,2022-12-01,1029326,-2226394,44322266,200.01,47.55,39.56,0.6,5.61,1.5739629282910177
(주)아이에스시,95340,2011-12-01,12414145,15186706,67265480,198.24,24.62,58.31,0.6,21.37,14.809911153023652
(주)아이에스시,95340,2012-12-01,10318548,15566607,74867780,260.14,19.0,55.99,0.61,25.91,11.582015734811023
(주)아이에스시,95340,2013-12-01,10495312,17386520,85583733,387.93,23.18,57.08,0.58,25.26,9.955348624521896
(주)아이에스시,95340,2014-12-01,8127394,13695793,129250827,206.42,37.09,46.16,0.52,16.03,4.586888382802345
(주)아이에스시,95340,2015-12-01,4535014,18213721,156941777,235.92,24.41,36.06,0.53,10.99,2.3225649346691903
(주)아이에스시,95340,2016-12-01,8783165,16410404,162790488,267.94,20.71,31.87,0.48,6.73,4.469653103879642
(주)아이에스시,95340,2017-12-01,16120713,23153409,171766405,298.32,22.98,36.85,0.56,13.27,7.631704457042565
(주)아이에스시,95340,2018-12-01,12151612,16493749,178063118,316.79,21.74,28.91,0.54,7.54,5.605510998474918
(주)아이에스시,95340,2019-12-01,3181415,11936620,178417642,261.93,16.84,24.0,0.41,1.14,1.526187298584607
(주)아이에스시,95340,2020-12-01,5505283,24756783,172721865,135.15,38.64,30.35,0.54,10.3,2.298985563902084
(주)아이에스시,95340,2021-12-01,30084735,39254158,222575497,282.19,17.59,43.42,0.58,18.98,11.494803311637494
(주)아이에스시,95340,2022-12-01,43936651,65415841,268027134,198.74,33.73,47.18,0.58,22.78,12.258000767218508
(주)아이에스이커머스,69920,2011-12-01,-266996,-1559360,13126973,105.57,99.95,56.48,1.92,0.01,-1.0172465109445936
(주)아이에스이커머스,69920,2012-12-01,-3422342,1009720,14450592,132.16,223.81,54.41,1.33,-20.67,-7.3139588642253495
(주)아이에스이커머스,69920,2013-12-01,-5697202,-751930,8871235,99.33,427.95,0.0,1.68,-40.94,-12.16427279689547
(주)아이에스이커머스,69920,2014-12-01,-2183482,-1361561,16019544,97.03,185.91,50.43,1.44,1.44,-4.767210508673523
(주)아이에스이커머스,69920,2015-12-01,-895293,-4339986,44812240,164.93,82.07,61.03,0.88,-9.81,-1.0972849296449547
(주)아이에스이커머스,69920,2016-12-01,29492,-2246091,46429474,199.25,91.2,58.33,0.92,-0.9,0.03322112361517918
(주)아이에스이커머스,69920,2017-12-01,29492,-2246091,46429474,199.25,91.2,58.33,0.92,-0.9,0.03322112361517918
(주)아이에스이커머스,69920,2018-12-01,29492,-2246091,46429474,199.25,91.2,58.33,0.92,-0.9,0.03322112361517918
(주)아이에스이커머스,69920,2019-12-01,-16446818,849510,49467857,135.6,59.67,50.47,0.46,-9.58,-20.823027000473516
(주)아이에스이커머스,69920,2020-12-01,-9663468,-673280,40500588,91.94,77.46,50.03,0.53,-0.68,-13.44520871127745
(주)아이에스이커머스,69920,2021-12-01,28441564,-2740345,66294130,401.16,27.46,57.07,0.28,-14.61,33.659779340088974
(주)아이에스이커머스,69920,2022-12-01,28441564,-2740345,66294130,401.16,27.46,57.07,0.28,-14.61,33.659779340088974
(주)아이에이,38880,2011-12-01,-13402469,-8484018,24149066,70.1,177.08,12.81,0.29,-49.25,-20.030236498419914
(주)아이에이,38880,2012-12-01,-15031566,1224073,8453810,20.8,610.15,5.64,0.52,-105.65,-25.038158392278614
(주)아이에이,38880,2013-12-01,-5657154,-9413450,12908558,104.88,420.72,21.63,0.73,-10.56,-8.416192712683019
(주)아이에이,38880,2014-12-01,-3607940,2204666,11138248,110.97,365.48,27.24,1.03,23.45,-6.958936710793449
(주)아이에이,38880,2015-12-01,524598,6050428,28223960,110.55,101.29,29.45,1.31,32.22,0.9233779434302298
(주)아이에이,38880,2016-12-01,652722,-2243627,42997339,141.6,104.83,23.14,1.05,6.29,0.7411363331958525
(주)아이에이,38880,2017-12-01,-8830992,-2073474,34759985,53.6,144.59,22.29,0.7,-10.25,-10.387116576287536
(주)아이에이,38880,2018-12-01,-3807833,1028896,45242077,67.65,134.18,24.16,0.7,-2.57,-3.594028486303423
(주)아이에이,38880,2019-12-01,1238877,4005377,59864984,48.49,82.66,25.09,0.63,5.18,1.1329747979348255
(주)아이에이,38880,2020-12-01,13092369,9584107,98343973,98.85,45.45,29.34,0.46,5.51,9.152604429797211
(주)아이에이,38880,2021-12-01,9195051,7291059,116312772,186.42,41.28,24.29,0.53,6.24,5.595399201678793
(주)아이에이,38880,2022-12-01,-1050575,-6353774,112319146,101.46,47.47,15.09,0.45,-2.22,-0.6342679102372788
(주)아이엘사이언스,122050,2018-12-01,-1050575,-6353774,112319146,101.46,47.47,15.09,0.45,-2.22,-0.6342679102372788
(주)아이엘사이언스,307180,2018-12-01,-1050575,-6353774,112319146,101.46,47.47,15.09,0.45,-2.22,-0.6342679102372788
(주)아이엘사이언스,307180,2019-12-01,-1050575,-6353774,112319146,101.46,47.47,15.09,0.45,-2.22,-0.6342679102372788
(주)아이엘사이언스,307180,2020-12-01,-4858488,-4919675,9593459,70.02,318.69,14.03,0.44,-53.58,-12.095731208363171
(주)아이엘사이언스,307180,2021-12-01,-7675730,-7117007,15414210,84.4,372.68,27.94,0.86,20.52,-10.534877394061672
(주)아이엘사이언스,307180,2022-12-01,2086569,1557956,23256020,78.1,212.96,20.74,0.68,-3.85,2.8668609106225866
(주)아이엠,101390,2011-12-01,5880478,15883051,74322140,123.45,180.32,8.72,1.67,8.29,2.8225838405935386
(주)아이엠,101390,2012-12-01,560825,8082636,69472642,113.96,166.12,9.18,1.7,-0.05,0.3033462369094057
(주)아이엠,101390,2013-12-01,-6833664,20137627,64183654,99.75,178.96,9.18,1.9,6.84,-3.816692716940403
(주)아이엠,101390,2014-12-01,-11230630,11889297,53009840,85.56,170.41,7.68,1.55,-9.06,-7.834660953661244
(주)아이엠,101390,2015-12-01,2197114,-979086,55949722,88.68,184.68,11.17,1.59,9.63,1.3794356010314428
(주)아이엠,101390,2016-12-01,-15760351,10660361,51510301,70.34,186.66,5.56,1.25,-20.32,-10.673447794075365
(주)아이엠,101390,2017-12-01,-3680685,10964885,47449785,49.03,186.98,6.73,1.76,2.44,-2.702955561436164
(주)아이엠,101390,2018-12-01,-18641385,19848297,47077089,47.42,159.26,6.03,1.48,-7.48,-15.273421953237698
