,회사명,거래소코드,회계년도,이자보상배율(이자비용)(IFRS연결),영업활동으로 인한 현금흐름(간접법)(*)(IFRS연결)(천원),자본(*)(IFRS연결)(천원),[제조]이자보상배율(이자비용)(IFRS),[제조]영업활동으로 인한 현금흐름(간접법)(*)(IFRS),[제조]자본(*)(IFRS),[제조]매출액(수익)(*)(IFRS연결),[제조]매출원가(*)(IFRS연결),[제조]판매비와 관리비(물류원가 등 포함)(*)(IFRS연결),[제조]매출액(수익)(*)(IFRS),[제조]매출원가(*)(IFRS),[제조]판매비와 관리비(물류원가 등 포함)(*)(IFRS),[제조]      이자비용(*)(IFRS연결),[제조]      이자비용(*)(IFRS),연결_영업이익,개별_영업이익,연결_이자보상배율,개별_이자보상배율
0,(주)HJ매그놀리아용평호텔앤리조트,70960,2010/12,,,,,,,,,,,,,,,,,,
1,(주)HJ매그놀리아용평호텔앤리조트,70960,2011/12,,,,,,,,,,,,,,,,,,
2,(주)HJ매그놀리아용평호텔앤리조트,70960,2012/12,,,,,,,,,,,,,,,,,,
3,(주)HJ매그놀리아용평호텔앤리조트,70960,2013/12,1.45,36775171.0,298067032.0,1.45,36533344.0,297996832.0,153831158.0,114160407.0,15053235.0,153575315.0,113996082.0,14993587.0,0.0,0.0,24617516.0,24585646.0,inf,inf
4,(주)HJ매그놀리아용평호텔앤리조트,70960,2014/12,1.07,40502835.0,301490946.0,1.07,40337345.0,301441038.0,133591597.0,104188856.0,12202258.0,133310555.0,103998752.0,12125684.0,0.0,0.0,17200483.0,17186119.0,inf,inf
5,(주)HJ매그놀리아용평호텔앤리조트,70960,2015/12,1.84,36832912.0,312817856.0,1.85,37651395.0,312711988.0,176303475.0,134840799.0,15032317.0,176025120.0,134435720.0,14997907.0,0.0,0.0,26430359.0,26591493.0,inf,inf
6,(주)HJ매그놀리아용평호텔앤리조트,70960,2016/12,2.62,-18994098.0,396442087.0,2.61,-19047195.0,396355212.0,210702135.0,161737462.0,18590640.0,209952933.0,161041738.0,18588903.0,0.0,0.0,30374033.0,30322292.0,inf,inf
7,(주)HJ매그놀리아용평호텔앤리조트,70960,2017/12,3.0,17809537.0,408181173.0,3.01,17810277.0,408136266.0,209677450.0,162350743.0,13829690.0,209351156.0,161955708.0,13830515.0,0.0,0.0,33497017.0,33564933.0,inf,inf
8,(주)HJ매그놀리아용평호텔앤리조트,70960,2018/12,2.34,52504906.0,414170559.0,2.34,52429970.0,414305326.0,181388591.0,139835125.0,16990683.0,181087610.0,139531115.0,16990706.0,0.0,0.0,24562783.0,24565789.0,inf,inf
9,(주)HJ매그놀리아용평호텔앤리조트,70960,2019/12,-0.32,23600746.0,395782278.0,-0.32,23614041.0,395840100.0,129431260.0,116153202.0,17402188.0,129092848.0,115903858.0,17406974.0,0.0,0.0,-4124130.0,-4217984.0,-inf,-inf
10,(주)HJ매그놀리아용평호텔앤리조트,70960,2020/12,-0.57,50920805.0,377771342.0,-0.55,51036643.0,377801469.0,127417725.0,118308329.0,16061662.0,127150516.0,117864793.0,16061582.0,0.0,0.0,-6952266.0,-6775859.0,-inf,-inf
11,(주)HJ매그놀리아용평호텔앤리조트,70960,2021/12,2.29,-11543045.0,386254614.0,2.31,-11535329.0,386402731.0,236330115.0,185538832.0,20060190.0,236126624.0,185112749.0,20059267.0,0.0,0.0,30731093.0,30954608.0,inf,inf
12,(주)HJ매그놀리아용평호텔앤리조트,70960,2022/12,0.13,25276373.0,377707477.0,0.13,25295678.0,379205590.0,143314957.0,124226555.0,17536077.0,143188366.0,124089726.0,17533353.0,0.0,0.0,1552325.0,1565287.0,inf,inf
13,(주)MH에탄올,23150,2010/12,0.77,4613504.0,46625147.0,2.27,5952164.0,52983762.0,55048463.0,46932516.0,6598451.0,43304589.0,31860037.0,3653071.0,0.0,0.0,1517496.0,7791481.0,inf,inf
14,(주)MH에탄올,23150,2011/12,0.12,178820.0,42667338.0,1.5,4202371.0,56161251.0,44785159.0,37258514.0,7016081.0,43206995.0,32715976.0,3594900.0,0.0,0.0,510564.0,6896119.0,inf,inf
15,(주)MH에탄올,23150,2012/12,1.08,-4906202.0,39678259.0,1.64,2788992.0,58712944.0,59768175.0,49030452.0,5285990.0,45488675.0,35478357.0,3491561.0,0.0,0.0,5451733.0,6518757.0,inf,inf
16,(주)MH에탄올,23150,2013/12,0.87,6114050.0,45885523.0,3.44,5638467.0,47119925.0,62199887.0,54316861.0,4873284.0,46298516.0,33247791.0,3400484.0,0.0,0.0,3009742.0,9650241.0,inf,inf
17,(주)MH에탄올,23150,2014/12,5.62,5159224.0,52788681.0,5.62,5125822.0,52507884.0,48983781.0,37109977.0,3128953.0,48983781.0,37109977.0,3126986.0,0.0,0.0,8744851.0,8746818.0,inf,inf
18,(주)MH에탄올,23150,2015/12,12.69,13384066.0,57884347.0,12.7,13354086.0,57569789.0,50386203.0,36425005.0,2869185.0,50386203.0,36425005.0,2867026.0,0.0,0.0,11092013.0,11094172.0,inf,inf
19,(주)MH에탄올,23150,2016/12,29.41,12245831.0,63581883.0,29.42,12230065.0,63257513.0,48897025.0,33962392.0,3060158.0,48897025.0,33962392.0,3057762.0,0.0,0.0,11874475.0,11876871.0,inf,inf
20,(주)MH에탄올,23150,2017/12,3.46,3336890.0,106837344.0,33.29,10755779.0,64698932.0,51977132.0,37225576.0,6634846.0,48270464.0,34577247.0,3240303.0,0.0,0.0,8116710.0,10452914.0,inf,inf
21,(주)MH에탄올,23150,2018/12,0.1,-11269669.0,91585473.0,8.73,6668746.0,68471529.0,72795863.0,53524709.0,18042950.0,46943080.0,34331318.0,3583247.0,0.0,0.0,1228204.0,9028515.0,inf,inf
22,(주)MH에탄올,23150,2019/12,0.73,11368931.0,79389077.0,7.59,6417691.0,59477642.0,80879342.0,54219181.0,18831058.0,46992295.0,35415661.0,3748048.0,0.0,0.0,7829103.0,7828586.0,inf,inf
23,(주)MH에탄올,23150,2020/12,1.29,18985796.0,80425495.0,9.71,7639662.0,57609425.0,94645239.0,59823958.0,19039358.0,51277355.0,38908939.0,4129662.0,0.0,0.0,15781923.0,8238754.0,inf,inf
24,(주)MH에탄올,23150,2021/12,1.92,26371475.0,84703339.0,5.34,2030480.0,58057496.0,102066937.0,58211274.0,20520350.0,45892137.0,37735794.0,4480914.0,0.0,0.0,23335313.0,3675429.0,inf,inf
25,(주)MH에탄올,23150,2022/12,1.87,16477364.0,95397727.0,0.48,-847932.0,62445745.0,110722402.0,67461914.0,21335599.0,51400289.0,46700195.0,4114559.0,0.0,0.0,21924889.0,585535.0,inf,inf
26,(주)SH에너지화학,2360,2010/12,-4.92,739884.0,61526743.0,-5.46,607602.0,61538912.0,150630768.0,137805193.0,9239964.0,150353519.0,137805193.0,8907465.0,1383400.0,1354561.0,3585611.0,3640861.0,2.591883041781119,2.6878531125582383
27,(주)SH에너지화학,2360,2011/12,2.82,5825197.0,65242326.0,3.5,6995359.0,64498684.0,173209351.0,160789710.0,8845210.0,172752632.0,160574493.0,7782885.0,1477868.0,1424281.0,3574431.0,4395254.0,2.4186402303859342,3.085945821084463
28,(주)SH에너지화학,2360,2012/12,1.72,-855725.0,64881202.0,2.26,363577.0,64888612.0,193950102.0,178829327.0,12937591.0,191907628.0,178516652.0,10516392.0,1270453.0,1270453.0,2183184.0,2874584.0,1.7184295680359682,2.262644899102918
29,(주)SH에너지화학,2360,2013/12,5.3,5949724.0,69599141.0,5.95,7500585.0,69781889.0,231912218.0,213952261.0,11535730.0,229783541.0,213397080.0,9183287.0,1211307.0,1211307.0,6424227.0,7203174.0,5.3035498019907426,5.946613038643383
30,(주)SH에너지화학,2360,2014/12,26.68,24749424.0,84237197.0,25.43,24219262.0,83404299.0,230912587.0,197661842.0,11978837.0,226971465.0,196829927.0,9867035.0,797274.0,797274.0,21271908.0,20274503.0,26.680799825405067,25.42978072783008
31,(주)SH에너지화학,2360,2015/12,84.87,24630676.0,91646221.0,85.0,24557427.0,90740136.0,216441364.0,179135051.0,14356137.0,213882181.0,179081363.0,11901196.0,269400.0,269400.0,22950176.0,22899622.0,85.18996288047514,85.00230883444692
32,(주)SH에너지화학,2360,2016/12,210.93,11685757.0,104088887.0,209.47,11581159.0,103083032.0,218397677.0,179759098.0,14537419.0,214380015.0,179726464.0,11053345.0,112668.0,112668.0,24101160.0,23600206.0,213.91308978591968,209.46680512656656
33,(주)SH에너지화학,2360,2017/12,162.17,14208400.0,107693472.0,155.23,16292838.0,105717970.0,188114822.0,161824273.0,12108613.0,184672638.0,161711689.0,9771675.0,87453.0,84964.0,14181936.0,13189274.0,162.16637508147232,155.23367543900946
34,(주)SH에너지화학,2360,2018/12,22.72,5202762.0,105390892.0,30.8,4284684.0,104065473.0,183598766.0,171330094.0,10168002.0,180753289.0,169058462.0,8883270.0,92440.0,91287.0,2100670.0,2811557.0,22.724686282994373,30.799095161414
35,(주)SH에너지화학,2360,2019/12,-24.12,16081690.0,98999976.0,-18.2,14508726.0,97386214.0,140852575.0,134184400.0,9799303.0,138161816.0,131861388.0,8663622.0,129835.0,129835.0,-3131128.0,-2363194.0,-24.116209034543843,-18.20151731043247
36,(주)SH에너지화학,2360,2020/12,-38.65,4213790.0,90008391.0,-36.8,3789738.0,89816934.0,93584262.0,92496181.0,8939871.0,91354318.0,90391446.0,8066987.0,203144.0,193043.0,-7851790.0,-7104115.0,-38.65135076595912,-36.80068689359366
37,(주)SH에너지화학,2360,2021/12,1.72,-3788840.0,91739102.0,3.76,-2312274.0,91247934.0,139801659.0,129869151.0,9589684.0,139283569.0,129473629.0,9088334.0,199789.0,192081.0,342824.0,721606.0,1.7159303064733293,3.7567796919008125
38,(주)SH에너지화학,2360,2022/12,2.15,-2342285.0,94101468.0,1.49,-3253900.0,92666589.0,167355875.0,156395080.0,10155576.0,160633871.0,150507359.0,9577695.0,374081.0,368952.0,805219.0,548817.0,2.152525789869039,1.487502439341703
39,(주)SIMPAC,9160,2010/12,13.74,23334250.0,145325032.0,13.98,23471265.0,136119246.0,181795010.0,143921095.0,14753504.0,180593108.0,143181567.0,13918270.0,1567113.0,1567113.0,23120411.0,23493271.0,14.753505969256844,14.991433929780431
40,(주)SIMPAC,9160,2011/12,20.93,18427061.0,168941269.0,20.95,18174973.0,155833324.0,215365697.0,170409718.0,16067582.0,213867522.0,169699426.0,15256714.0,1306820.0,1306820.0,28888397.0,28911382.0,22.10587303530708,22.12346153257526
41,(주)SIMPAC,9160,2012/12,15.51,13157000.0,187860952.0,15.59,12986618.0,177830482.0,225353321.0,182861979.0,17300065.0,223854758.0,182101881.0,16442981.0,1623737.0,1623737.0,25191277.0,25309896.0,15.514382563186032,15.587435649985188
42,(주)SIMPAC,9160,2013/12,16.58,12060558.0,208831047.0,16.68,11709355.0,197900866.0,205751154.0,164405183.0,17746622.0,204527751.0,163875499.0,16910891.0,1423590.0,1423590.0,23599349.0,23741361.0,16.577349517768457,16.67710576781236
43,(주)SIMPAC,9160,2014/12,8.48,34443800.0,219125252.0,9.26,29061253.0,203904919.0,263152264.0,220084616.0,25725748.0,227491803.0,188349315.0,20405682.0,2046202.0,2022728.0,17341900.0,18736806.0,8.475165208518025,9.263136714377811
44,(주)SIMPAC,9160,2015/12,14.66,10256628.0,232007841.0,23.49,10489830.0,220087525.0,269528038.0,221412942.0,26874065.0,213152303.0,171341851.0,18179952.0,1449136.0,1006031.0,21241031.0,23630500.0,14.657720876439479,23.488838813118086
45,(주)SIMPAC,9160,2016/12,16.75,35245662.0,240416530.0,20.91,30470575.0,228959172.0,267074156.0,217713888.0,25794076.0,215839356.0,175971604.0,18461676.0,1407278.0,1023886.0,23566192.0,21406076.0,16.74593932399995,20.90669859730478
46,(주)SIMPAC,9160,2017/12,10.1,-9543549.0,240826100.0,15.27,-13628628.0,223781988.0,230634812.0,193009825.0,25927072.0,203150228.0,168484356.0,20694784.0,1158468.0,915110.0,11697915.0,13971088.0,10.097745470742394,15.267113243216663
47,(주)SIMPAC,9160,2018/12,4.07,37360242.0,435032869.0,3.25,36290248.0,411119510.0,306150809.0,271995017.0,23965220.0,268863854.0,243575353.0,18072612.0,2502486.0,2222506.0,10190572.0,7215889.0,4.072179424779999,3.2467354418840713
48,(주)SIMPAC,9160,2019/12,3.47,37470315.0,441195485.0,2.86,45146571.0,419215968.0,430085162.0,385305111.0,33638732.0,391970769.0,357126998.0,26405466.0,3213238.0,2947600.0,11141319.0,8438305.0,3.467318325004248,2.8627714072465733
49,(주)SIMPAC,9160,2020/12,2.64,-17042761.0,463986165.0,2.86,433907.0,434212716.0,365863303.0,328185407.0,29890518.0,272087150.0,244369272.0,20822065.0,2954966.0,2412294.0,7787378.0,6895813.0,2.635352826394618,2.858612175796151
50,(주)SIMPAC,9160,2021/12,29.83,63747133.0,546662289.0,25.52,45876785.0,491085094.0,613012780.0,453576259.0,53034984.0,490855059.0,371683396.0,38993358.0,3566962.0,3142143.0,106401537.0,80178305.0,29.8297366218087,25.517077039460013
51,(주)SIMPAC,9160,2022/12,20.65,2972365.0,599682757.0,18.49,22908530.0,517065370.0,672228713.0,496587578.0,56694904.0,504474738.0,369808454.0,47604633.0,5761061.0,4708896.0,118946231.0,87061651.0,20.64658419690401,18.488760635189223
52,(주)STX,11810,2010/12,0.73,-90116000.0,1622889000.0,0.77,61499000.0,934675000.0,4045884000.0,3780427000.0,176066000.0,3191730000.0,2984563000.0,134694000.0,0.0,0.0,89391000.0,72473000.0,inf,inf
53,(주)STX,11810,2011/12,1.66,55801000.0,1915942000.0,0.67,-108220000.0,1164648000.0,5967701000.0,5516021000.0,217072000.0,4173397000.0,3988988000.0,122698000.0,0.0,0.0,234608000.0,61711000.0,inf,inf
54,(주)STX,11810,2012/12,-3.12,250636000.0,1506639000.0,0.19,159192000.0,1123534000.0,6159850000.0,6353608000.0,217053000.0,4116767000.0,3997635000.0,101399000.0,0.0,0.0,-410811000.0,17733000.0,-inf,inf
55,(주)STX,11810,2013/12,-10.71,130779000.0,-509663000.0,-0.8,85353000.0,-522090000.0,2449401000.0,3140865000.0,270312000.0,1895063000.0,1814171000.0,148125000.0,0.0,0.0,-961776000.0,-67233000.0,-inf,-inf
56,(주)STX,11810,2014/12,0.76,-76097000.0,93662000.0,0.53,-78562000.0,54894000.0,1634606000.0,1513363000.0,85552000.0,1291351000.0,1233380000.0,34557000.0,0.0,0.0,35691000.0,23414000.0,inf,inf
57,(주)STX,11810,2015/12,-0.84,-15950000.0,72342000.0,-0.42,28936000.0,72316000.0,1630827000.0,1586081000.0,78916000.0,1362127000.0,1352181000.0,26282000.0,0.0,0.0,-34170000.0,-16336000.0,-inf,-inf
58,(주)STX,11810,2016/12,-0.91,57833000.0,-330596000.0,-2.95,31638000.0,-328883000.0,1720153000.0,1635394000.0,118928000.0,1465561000.0,1494187000.0,77154000.0,0.0,0.0,-34169000.0,-105780000.0,-inf,-inf
59,(주)STX,11810,2017/12,2.02,100295000.0,42560000.0,1.56,93844000.0,44710000.0,1803878000.0,1718572000.0,41253000.0,1595494000.0,1541890000.0,23434000.0,0.0,0.0,44053000.0,30170000.0,inf,inf
60,(주)STX,11810,2018/12,-1.12,-48114000.0,64028000.0,-0.58,-51274000.0,62213000.0,1502985000.0,1483048000.0,34715000.0,1329890000.0,1319737000.0,17055000.0,0.0,0.0,-14778000.0,-6902000.0,-inf,-inf
61,(주)STX,11810,2019/12,0.11,528000.0,56291000.0,-1.05,12558000.0,50616000.0,1471164000.0,1424697000.0,44719000.0,1237876000.0,1225459000.0,26114000.0,0.0,0.0,1748000.0,-13697000.0,inf,-inf
62,(주)STX,11810,2020/12,-0.04,57915000.0,81729000.0,-0.72,66336000.0,25856000.0,975567000.0,935191000.0,40869000.0,788462000.0,774576000.0,21325000.0,0.0,0.0,-493000.0,-7439000.0,-inf,-inf
63,(주)STX,11810,2021/12,0.88,-12528000.0,122530000.0,1.23,-6179000.0,60080000.0,925509000.0,870164000.0,46305000.0,647804000.0,621495000.0,18573000.0,0.0,0.0,9040000.0,7736000.0,inf,inf
64,(주)STX,11810,2022/12,-0.13,-84572000.0,102407000.0,0.2,-12635000.0,42623000.0,1188575000.0,1140946000.0,49584000.0,879729000.0,852739000.0,25011000.0,0.0,0.0,-1955000.0,1979000.0,-inf,inf
65,(주)TCC스틸,2710,2010/12,3.69,-19319095.0,225226613.0,4.55,-13052519.0,203173489.0,460900040.0,411174924.0,31808982.0,412110088.0,367618694.0,25780944.0,0.0,0.0,17916134.0,18710450.0,inf,inf
66,(주)TCC스틸,2710,2011/12,1.41,-10245999.0,225441968.0,1.8,-8210627.0,205616971.0,514424043.0,472273637.0,30600718.0,456928069.0,419062918.0,25079936.0,0.0,0.0,11549688.0,12785215.0,inf,inf
67,(주)TCC스틸,2710,2012/12,0.57,-4610373.0,225998781.0,1.44,10878979.0,209755733.0,501337475.0,457927934.0,37475597.0,440568155.0,399338479.0,29554032.0,0.0,0.0,5933944.0,11675644.0,inf,inf
68,(주)TCC스틸,2710,2013/12,-0.59,-29220038.0,205738102.0,1.01,21218485.0,210086242.0,500832754.0,474104834.0,34473642.0,419483813.0,385343144.0,25792395.0,0.0,0.0,-7745722.0,8348274.0,-inf,inf
69,(주)TCC스틸,2710,2014/12,0.02,-21440429.0,189038004.0,1.31,13870764.0,210093654.0,518995240.0,483588495.0,35062274.0,401323585.0,364984531.0,25470505.0,0.0,0.0,344471.0,10868549.0,inf,inf
70,(주)TCC스틸,2710,2015/12,2.17,30047778.0,86012476.0,2.11,36353152.0,76555951.0,495795871.0,451936886.0,28003827.0,350074629.0,311691285.0,23812910.0,0.0,0.0,15855158.0,14570434.0,inf,inf
71,(주)TCC스틸,2710,2016/12,2.53,-35273178.0,103337634.0,2.36,-34206656.0,92623510.0,444453635.0,402898839.0,26203661.0,317235565.0,281559457.0,22384689.0,0.0,0.0,15351135.0,13291419.0,inf,inf
72,(주)TCC스틸,2710,2017/12,1.55,-1168958.0,100915803.0,1.41,-7248002.0,89627045.0,391370092.0,356978389.0,26285247.0,333762378.0,304470552.0,22532022.0,0.0,0.0,8106456.0,6759804.0,inf,inf
73,(주)TCC스틸,2710,2018/12,3.3,21492009.0,112246210.0,3.46,13968719.0,98351707.0,413176279.0,377890304.0,18205373.0,351301866.0,320798763.0,14196981.0,0.0,0.0,17080602.0,16306122.0,inf,inf
74,(주)TCC스틸,2710,2019/12,2.27,-6746810.0,116843135.0,2.34,-251282.0,97501452.0,437173902.0,405618477.0,18699255.0,339334364.0,312320391.0,14356868.0,0.0,0.0,12856170.0,12657105.0,inf,inf
75,(주)TCC스틸,2710,2020/12,0.16,-5592098.0,121130879.0,0.41,-998793.0,98249953.0,431797912.0,411335226.0,19491758.0,323435107.0,306533652.0,14487393.0,0.0,0.0,970928.0,2414062.0,inf,inf
76,(주)TCC스틸,2710,2021/12,4.95,7630671.0,155229149.0,4.73,6479414.0,127592438.0,536651129.0,487779233.0,23274181.0,407836319.0,367901021.0,16776978.0,0.0,0.0,25597715.0,23158320.0,inf,inf
77,(주)TCC스틸,2710,2022/12,5.62,-12037744.0,208804980.0,5.72,-11763879.0,173624596.0,684414631.0,605629956.0,34801465.0,527359655.0,457290408.0,27159789.0,0.0,0.0,43983210.0,42909458.0,inf,inf
78,(주)강원랜드,35250,2010/12,2546.99,482676166.0,2099210537.0,2585.44,491444177.0,2107623213.0,1313788411.0,490130911.0,254132908.0,1313380414.0,487543088.0,248683360.0,218165.0,218165.0,569524592.0,577153966.0,2610.52227442532,2645.492934247015
79,(주)강원랜드,35250,2011/12,1142.61,417827759.0,2257362696.0,1171.84,428912416.0,2278202202.0,1265686425.0,538388479.0,237651483.0,1263651213.0,530019096.0,232036737.0,427568.0,427568.0,489646463.0,501595380.0,1145.189684447854,1173.1359222392696
80,(주)강원랜드,35250,2012/12,565.68,446539739.0,2372026990.0,643.6,458412852.0,2383160603.0,1296191223.0,647845564.0,243477994.0,1292896121.0,639097544.0,237009158.0,647592.0,647592.0,404867665.0,416789419.0,625.1894171021261,643.5987766989092
81,(주)강원랜드,35250,2013/12,1421.81,424407127.0,2517696496.0,1460.36,432139763.0,2523962938.0,1361286598.0,726091776.0,247153517.0,1356906162.0,718286815.0,240055756.0,272921.0,272921.0,388041305.0,398563591.0,1421.8081606032515,1460.362489511617
82,(주)강원랜드,35250,2014/12,2073.72,510413141.0,2705357485.0,2126.84,516728788.0,2716175018.0,1496541441.0,722297880.0,261071509.0,1492291312.0,713323703.0,252649920.0,247465.0,247465.0,513172052.0,526317689.0,2073.7156850463703,2126.836881983311
83,(주)강원랜드,35250,2015/12,2623.81,574981576.0,2997755205.0,2661.2,581804341.0,2997442337.0,1633716839.0,759645970.0,278670466.0,1630976696.0,754752007.0,272340184.0,226922.0,226922.0,595400403.0,603884505.0,2623.810838085333,2661.1985836542954
84,(주)강원랜드,35250,2016/12,836.02,596486851.0,3252727459.0,2743.01,600686651.0,3252738063.0,1696532511.0,785177091.0,292739131.0,1694575212.0,782103726.0,287586131.0,237164.0,227810.0,618616289.0,624885355.0,2608.3903501374575,2743.011083797902
85,(주)강원랜드,35250,2017/12,2241.82,463050000.0,3501235933.0,2717.07,465968987.0,3500789656.0,1604470055.0,787533848.0,286038872.0,1602901764.0,785131415.0,281945764.0,236815.0,197207.0,530897335.0,535824585.0,2241.823089753605,2717.0667623360227
86,(주)강원랜드,35250,2018/12,1834.66,363918692.0,3586777089.0,2008.39,366067885.0,3586452533.0,1438059299.0,729593460.0,277765849.0,1436042435.0,727185671.0,274005028.0,234758.0,216518.0,430699990.0,434851736.0,1834.6552194174426,2008.3860741370233
87,(주)강원랜드,35250,2019/12,255.56,407868874.0,3717759076.0,276.34,408994810.0,3718433001.0,1520080449.0,736659054.0,282268243.0,1517612252.0,734363002.0,280523986.0,1961001.0,1819209.0,501153152.0,502725264.0,255.55986559925262,276.3427753490665
88,(주)강원랜드,35250,2020/12,-230.09,-655676332.0,3247028580.0,-240.84,-657703238.0,3244743975.0,478578866.0,544499638.0,365663102.0,477474858.0,544368814.0,363985953.0,1875678.0,1789046.0,-431583874.0,-430879909.0,-230.0948638305722,-240.84339307094396
89,(주)강원랜드,35250,2021/12,-30.79,210874269.0,3252792611.0,-34.21,215114775.0,3249287081.0,788432830.0,726783225.0,114344891.0,787377362.0,726762188.0,113415715.0,1711386.0,1543282.0,-52695286.0,-52800541.0,-30.79099980951112,-34.21315158214766
90,(주)강원랜드,35250,2022/12,119.06,420172246.0,3415377901.0,138.3,419875334.0,3411779342.0,1270685819.0,921790727.0,131329878.0,1269418094.0,920725952.0,130753710.0,1827307.0,1575863.0,217565214.0,217938432.0,119.06330682255363,138.29782918946634
91,(주)갤럭시아에스엠,11420,2010/12,0.74,-4476582.0,23314808.0,2.56,-2745925.0,22598240.0,56624254.0,47615806.0,5872833.0,42704968.0,35630824.0,3308693.0,866008.0,846122.0,3135615.0,3765451.0,3.6207690922023814,4.450245945620135
92,(주)갤럭시아에스엠,11420,2011/12,6.31,5951394.0,25274017.0,6.14,3957763.0,24539613.0,47331427.0,38695073.0,5467815.0,31931418.0,26327117.0,2774063.0,839702.0,839633.0,3168539.0,2830238.0,3.773408899823985,3.3708036725569386
93,(주)갤럭시아에스엠,11420,2012/12,3.79,2801469.0,25907252.0,3.15,2596523.0,25153401.0,55049732.0,47555420.0,5419941.0,37398255.0,33745924.0,2053448.0,658637.0,507321.0,2074371.0,1598883.0,3.1494905387945105,3.1516199802491913
94,(주)갤럭시아에스엠,11420,2013/12,1.9,4527179.0,21493102.0,2.26,-780292.0,22472626.0,46437304.0,41764586.0,3925558.0,30903637.0,28202016.0,2049336.0,393067.0,288921.0,747160.0,652285.0,1.9008464205847857,2.257658667940371
95,(주)갤럭시아에스엠,11420,2014/12,-0.88,-70410.0,23205508.0,-1.41,-1937620.0,23402468.0,43885894.0,40216941.0,4092233.0,33027933.0,31283923.0,2256158.0,518288.0,362166.0,-423280.0,-512148.0,-0.8166887907881333,-1.414125014496115
96,(주)갤럭시아에스엠,11420,2015/12,5.69,2451666.0,49739042.0,9.86,3007845.0,50665218.0,62472754.0,56009656.0,4362057.0,53784932.0,48457121.0,2746300.0,227939.0,227939.0,2101041.0,2581511.0,9.217558206362229,11.325446720394492
97,(주)갤럭시아에스엠,11420,2016/12,-18.76,-1195544.0,44846832.0,-18.56,-1876676.0,44846832.0,52626331.0,51678856.0,4661340.0,45665676.0,45279432.0,3611285.0,173792.0,173792.0,-3713865.0,-3225041.0,-21.369596989504696,-18.556901353341924
98,(주)갤럭시아에스엠,11420,2017/12,-35.52,-7389242.0,40494336.0,-33.36,-7384193.0,40494336.0,37281280.0,37435336.0,3391712.0,36917656.0,37068260.0,3179800.0,99817.0,99817.0,-3545768.0,-3330404.0,-35.522686516324875,-33.36509812957713
99,(주)갤럭시아에스엠,11420,2018/12,-157.86,-2809869.0,26472162.0,-102.12,-2638766.0,26797332.0,22060413.0,27428110.0,4970149.0,22030258.0,24112403.0,4605442.0,65489.0,65489.0,-10337846.0,-6687587.0,-157.8562201285712,-102.11771442532334
100,(주)갤럭시아에스엠,11420,2019/12,-8.95,903569.0,21798750.0,-15.22,825072.0,21798750.0,28732679.0,26937800.0,2251316.0,28732679.0,26937800.0,2571538.0,51020.0,51020.0,-456437.0,-776659.0,-8.94623676989416,-15.222638181105449
101,(주)갤럭시아에스엠,11420,2020/12,18.6,2869297.0,20719428.0,18.6,2869297.0,20719428.0,,,,19539594.0,16665897.0,1498577.0,,73942.0,,1375120.0,,18.597278948364934
102,(주)갤럭시아에스엠,11420,2021/12,44.69,1611959.0,33050242.0,44.69,1611959.0,33050242.0,,,,28899467.0,21024105.0,4422947.0,,77255.0,,3452415.0,,44.6885638470002
103,(주)갤럭시아에스엠,11420,2022/12,15.91,871656.0,33333532.0,15.91,871656.0,33333532.0,,,,30093883.0,20060621.0,5858597.0,,262450.0,,4174665.0,,15.906515526767004
104,(주)경농,2100,2010/12,6.85,24277691.0,147965840.0,7.14,24464148.0,148352110.0,143433922.0,93364157.0,36998320.0,143042882.0,93205957.0,36190166.0,2008597.0,2008597.0,13071445.0,13646759.0,6.507748941176353,6.794174739880623
105,(주)경농,2100,2011/12,4.52,14162963.0,142986220.0,4.84,14271710.0,146016982.0,121253605.0,79220101.0,34931302.0,120728258.0,79073941.0,34017164.0,1697607.0,1697607.0,7102202.0,7637153.0,4.1836549919975585,4.498775629459586
106,(주)경농,2100,2012/12,5.6,8796940.0,151738994.0,8.89,12031973.0,151500247.0,136970449.0,87614008.0,36625385.0,131021366.0,83085935.0,33941584.0,2272647.0,1573789.0,12731056.0,13993847.0,5.601862497783421,8.891819043086462
107,(주)경농,2100,2013/12,4.81,18563319.0,163157512.0,9.47,16373126.0,162696463.0,196358952.0,129161139.0,48414308.0,139237273.0,85548073.0,37284742.0,3907921.0,1731407.0,18783505.0,16404458.0,4.806521165601864,9.4746399893266
108,(주)경농,2100,2014/12,4.53,14706590.0,168915900.0,9.33,14226137.0,168998955.0,188483147.0,122779838.0,51049462.0,134806677.0,81145006.0,39622262.0,3236805.0,1504659.0,14653847.0,14039409.0,4.527256662047915,9.33062507850616
109,(주)경농,2100,2015/12,3.96,-9854199.0,174667648.0,6.21,-9444978.0,173056378.0,196418710.0,127105636.0,57201531.0,137609256.0,84402122.0,44084513.0,3055839.0,1468711.0,12111543.0,9122621.0,3.963410048762386,6.211311142900135
110,(주)경농,2100,2016/12,3.5,15996174.0,183969132.0,5.39,8683420.0,176722752.0,203984939.0,135371879.0,59444576.0,143209666.0,90377050.0,45606489.0,2619123.0,1340636.0,9168484.0,7226127.0,3.5005931374738797,5.390073815711349
