,회사명,거래소코드,회계년도,총자본증가율,정상영업이익증가율,순이익증가율,자기자본증가율,매출액증가율,종업원수증가율,매출액총이익률,매출액정상영업이익률,매출액순이익률,자기자본정상영업이익률,자기자본순이익률,금융비용부담률,수지비율(관계기업투자손익 제외),사내유보 대 자기자본비율,총자본회전률,자기자본회전률,타인자본회전률,유동자산회전률,당좌자산회전률,재고자산회전률,매출채권회전률,순운전자본회전률,운전자본회전률,종업원1인당 부가가치,노동장비율,기계장비율,자본집약도,총자본투자효율,설비투자효율,1주당순이익,1주당 CASH FLOW,유보율,기계투자효율,부가가치율,노동소득분배율,자기자본구성비율,유동비율,당좌비율,현금비율,재고자산 대 순운전자본비율,매출채권 대 매입채무비율,부채비율,CASH FLOW 대 부채비율,CASH FLOW 대 차입금비율,CASH FLOW 대 총자본비율,CASH FLOW 대 매출액비율,1주당매출액,1주당순자산,총자산영업이익률,총자산순이익률
1680,(주)에이치에스애드,35000,2018/12,7.07,28.91,8.48,-16.88,7.36,-8.64,31.55,4.72,2.84,17.69,10.64,-0.16,95.84,7.19,0.88,3.75,1.15,0.93,0.93,0.0,1.39,0.52,0.0,133.43,7.78,0.0,1326.47,20.5,2202.08,943.0,-2537.71,682.47,0.0,24.11,73.44,20.61,121.04,121.04,8.55,0.0,113.67,385.21,0.94,47.91,0.75,0.88,32485.87,5200.81,4.015666854952171,2.4139685267292603
1681,(주)에이치에스애드,35000,2019/12,-20.41,-13.85,-0.14,9.58,0.72,12.16,30.78,4.04,2.81,16.02,11.17,-0.16,96.16,5.74,0.95,3.97,1.26,1.03,1.03,0.0,1.59,0.57,0.0,50.04,8.2,0.0,1287.32,25.4,2679.7,941.0,1195.82,753.53,0.0,23.6,74.78,28.37,130.64,130.64,15.88,0.0,113.97,252.44,-3.08,-161.77,-2.21,-2.05,32720.1,4685.22,4.346317233694751,3.0294262610159586
1682,(주)에이치에스애드,35000,2020/12,5.3,15.45,-40.75,1.69,-30.71,-8.43,43.85,6.73,2.41,17.54,6.27,-0.14,94.88,6.16,0.73,2.61,1.01,0.79,0.79,0.0,1.18,0.45,0.0,107.9,0.0,0.0,0.0,23.58,3017.16,558.0,665.72,767.3,0.0,33.3,75.58,27.4,129.67,129.67,18.36,0.0,117.12,264.94,4.0,163.66,2.91,4.11,22672.04,4322.97,4.765405366790623,1.7040177226916124
1683,(주)에이치에스애드,35000,2021/12,0.0,0.0,0.0,0.0,0.0,23.68,40.23,4.85,3.77,13.8,10.74,-0.01,94.69,7.19,0.81,2.84,1.14,0.89,0.89,0.0,1.27,0.5,0.0,182.91,0.0,0.0,0.0,26.11,3130.95,1067.0,-382.7,857.37,0.0,32.17,75.25,28.53,130.91,130.91,15.51,0.0,132.54,250.51,-1.57,-29.21,-1.12,-1.38,27674.68,4174.05,3.938399898838972,3.0638631882919114
1684,(주)에이치에스애드,35000,2022/12,-3.56,11.41,0.93,9.56,15.69,-9.57,38.53,4.67,3.29,14.68,10.34,-0.06,95.41,10.34,0.96,3.14,1.37,1.05,1.05,0.0,1.49,0.6,0.0,261.47,0.0,0.0,0.0,32.98,3424.85,1077.0,950.42,945.02,0.0,33.87,78.96,32.41,136.35,136.35,18.65,0.0,135.0,208.55,1.28,17.2,0.86,0.89,32017.56,4336.56,4.549852174643787,3.2053927819475305
1685,(주)에이치제이중공업,97230,2012/12,-6.42,-50.99,0.0,-8.1,-11.83,-5.42,7.49,2.08,-2.09,2.95,-2.95,6.86,100.5,45.51,0.37,1.42,0.51,1.09,1.25,8.72,9.73,0.53,0.13,185.29,504.9,31.68,2254.41,8.26,19.11,-1095.0,-1747.64,610.26,156.53,21.33,39.22,26.05,92.89,83.75,29.88,0.0,96.91,283.85,-4.99,-6.56,-3.69,-9.54,52793.54,38321.53,0.8035421823199763,-0.8080979266352046
1686,(주)에이치제이중공업,97230,2013/12,1.49,0.0,0.0,-4.44,-0.78,4.71,2.57,-2.75,-7.52,-4.15,-11.28,6.21,109.82,35.36,0.38,1.51,0.51,1.0,1.19,6.13,10.82,0.47,0.16,77.39,473.99,27.6,2117.34,5.36,12.86,-2931.0,-4985.5,373.02,109.23,14.16,78.13,24.52,84.9,66.58,17.98,0.0,99.6,307.77,-4.02,-5.38,-3.04,-8.02,39241.14,27798.39,-1.0410003682269102,-2.8457611037769963
1687,(주)에이치제이중공업,97230,2014/12,-3.19,0.0,0.0,-3.88,-0.36,-7.76,-0.67,-5.75,-11.9,-9.03,-18.64,6.13,111.06,22.77,0.38,1.57,0.51,0.93,1.21,4.01,10.0,0.44,0.23,94.81,480.42,26.62,2150.08,4.5,11.0,-3674.0,-2927.86,207.99,96.65,11.56,96.22,24.31,93.12,70.06,12.33,0.0,94.56,311.31,-5.71,-8.17,-4.33,-11.1,30961.17,21486.44,-2.2408289960687973,-4.633660593568999
1688,(주)에이치제이중공업,97230,2015/12,-8.59,0.0,0.0,-12.99,23.61,3.46,3.56,-2.55,-8.38,-5.4,-17.73,4.7,108.33,0.92,0.5,2.12,0.66,1.23,1.76,4.07,13.54,0.55,0.13,64.98,451.03,23.31,1762.3,4.95,10.88,-2551.0,2517.85,168.02,96.95,9.4,96.68,23.14,70.83,45.35,4.75,0.0,51.9,332.17,0.21,0.31,0.16,0.31,30457.72,13381.64,-1.341925125751589,-4.41151333547604
1689,(주)에이치제이중공업,97230,2016/12,-11.13,0.0,0.0,-34.57,-9.7,-6.04,2.12,-2.82,-11.89,-7.01,-29.53,4.42,110.46,-49.53,0.5,2.49,0.63,1.17,1.73,3.63,17.69,0.52,0.08,31.14,0.0,0.0,0.0,4.21,9.42,-3216.0,-353.38,69.23,89.18,7.87,127.06,17.03,89.96,64.36,5.26,0.0,46.24,487.19,2.53,3.52,2.1,3.92,27042.57,8619.82,-1.5089801813538533,-6.362566166152759
1690,(주)에이치제이중공업,97230,2017/12,-19.97,0.0,0.0,-35.5,-12.83,0.81,0.87,-4.76,-11.34,-15.85,-37.73,4.05,109.86,-126.79,0.52,3.33,0.61,1.15,1.7,3.54,18.47,0.48,0.07,25.21,261.26,13.51,1328.64,4.08,9.62,-2622.0,3634.62,9.25,88.72,7.0,119.69,13.72,56.89,35.58,4.37,0.0,46.74,628.81,4.8,7.03,4.14,7.11,23123.58,5267.71,-2.774009278155684,-6.608053191906634
1691,(주)에이치제이중공업,97230,2018/12,-35.02,0.0,0.0,-222.45,-30.76,-8.9,8.29,3.63,-75.6,0.0,0.0,5.33,100.46,0.0,0.49,0.0,0.48,0.94,1.42,2.76,14.13,0.37,0.1,-292.72,0.0,0.0,0.0,14.28,61.34,0.0,3962.14,-233.19,1195.57,23.0,46.6,-25.91,80.41,56.15,10.7,0.0,55.46,0.0,11.7,24.1,14.74,23.73,16009.7,0.0,2.256202398285058,-46.9577702826289
1692,(주)에이치제이중공업,97230,2019/12,-9.64,35.93,0.0,0.0,-4.07,-11.23,10.9,5.15,18.8,0.0,0.0,6.41,101.33,-523.14,0.63,0.0,0.57,1.08,1.52,3.69,12.67,0.46,0.13,144.82,0.0,0.0,0.0,13.49,54.33,5185.0,1744.73,-40.79,1206.67,20.46,51.68,9.92,70.48,50.77,6.64,0.0,88.36,908.28,12.95,25.77,11.66,17.69,18223.9,2740.1,3.3939864514201554,12.394392082978776
1693,(주)에이치제이중공업,97230,2020/12,-11.19,-38.42,-74.39,30.59,4.12,-3.57,7.69,3.04,4.62,18.28,27.71,2.96,99.26,-380.68,0.73,6.0,0.83,1.43,1.85,6.39,16.72,0.65,0.07,148.98,0.0,0.0,0.0,13.33,49.32,940.0,3175.7,-22.79,1254.23,17.25,55.79,14.59,103.19,87.03,20.67,507.23,26.82,585.57,11.22,23.95,9.58,12.39,20364.21,3819.85,2.353346050673358,3.571156708168953
1694,(주)에이치제이중공업,97230,2021/12,8.72,0.0,0.0,35.0,0.63,4.68,-1.2,-6.39,-8.19,-28.99,-37.18,2.36,109.06,-314.81,0.75,4.54,0.89,1.69,2.01,10.86,27.89,0.85,0.03,53.12,0.0,0.0,0.0,4.57,11.81,-1679.0,-1328.54,4.11,486.17,6.39,148.44,18.11,99.9,84.41,12.45,0.0,29.89,452.13,3.94,8.83,3.22,4.51,20492.91,5162.16,-4.5694010990945975,-5.862899939460918
1695,(주)에이치제이중공업,97230,2022/12,7.65,0.0,0.0,-10.88,4.78,0.93,5.4,0.37,-2.81,1.62,-12.28,2.22,102.86,-366.14,0.72,4.38,0.86,1.5,1.76,10.28,17.66,0.75,0.05,114.93,0.0,0.0,0.0,9.22,36.74,-602.0,1015.62,-7.18,923.14,13.24,75.23,14.99,100.85,86.7,7.21,1659.21,59.07,566.95,-0.6,-1.55,-0.51,-0.73,21473.17,4597.25,0.2580133092027603,-1.9535015229600687
1696,(주)에이프로젠,7460,2012/12,-13.02,0.0,0.0,24.54,-51.83,-0.46,18.45,14.06,-16.71,0.0,-33.48,6.92,93.23,0.0,0.46,0.0,0.46,0.65,0.68,14.69,4.41,0.29,0.08,-1.65,232.78,45.71,626.44,14.07,94.24,0.0,1079.55,178.68,469.93,28.21,44.54,0.0,82.41,80.76,0.35,0.0,340.41,0.0,4.51,15.82,4.6,9.24,7498.87,0.0,7.010830447665535,-8.332496563250258
1697,(주)에이프로젠,7460,2013/12,-16.16,-15.59,0.0,0.0,-33.49,-13.3,8.65,4.28,-49.62,0.0,0.0,8.2,101.42,-1504.63,0.82,0.0,0.81,1.71,1.85,23.55,3.77,0.61,0.08,106.05,255.93,47.24,605.79,17.51,41.44,-5723.0,-450.06,-25.99,224.49,19.45,56.74,3.37,56.89,52.71,2.85,0.0,488.54,2867.87,8.11,11.71,7.83,8.7,7245.11,250.23,3.8513677601163545,-44.65553004975995
1698,(주)에이프로젠,7460,2014/12,-18.74,95.11,0.0,324.2,-25.72,-5.82,18.97,11.24,16.26,85.09,123.08,3.93,86.07,-280.15,0.74,7.57,0.82,1.75,1.92,19.5,3.03,0.6,0.17,162.84,261.28,46.28,522.68,31.16,62.33,1193.0,1958.87,213.94,351.87,37.87,38.58,17.59,47.55,42.19,1.12,0.0,681.95,468.52,9.14,14.89,7.54,9.16,7341.15,1542.91,9.247623135200389,13.376729594961406
1699,(주)에이프로젠,7460,2015/12,-7.05,-30.09,-72.75,88.58,-13.85,-16.85,16.76,9.12,5.14,25.47,14.36,5.7,95.15,-137.19,0.73,2.79,1.0,1.98,2.26,15.82,3.84,0.67,0.0,131.16,318.23,55.69,584.33,22.45,41.22,288.0,73.48,286.55,235.51,29.44,51.33,35.68,56.72,48.83,2.46,0.0,1209.32,180.23,19.41,27.21,12.49,16.38,4129.24,1906.91,6.955587148115259,3.921463379329612
1700,(주)에이프로젠,7460,2016/12,-9.14,-15.81,-29.01,14.44,-16.83,-23.65,18.13,9.24,4.39,15.31,7.28,3.4,94.07,6.82,0.66,1.66,1.11,1.99,2.35,13.06,4.62,0.72,0.0,141.51,402.96,66.64,695.37,20.35,35.12,147.0,161.29,317.28,212.36,29.16,52.94,44.95,56.71,47.09,1.04,0.0,725.43,122.49,4.51,5.4,2.48,3.56,3239.54,2062.04,6.445166558733861,3.0637059607492128
1701,(주)에이프로젠,7460,2017/12,0.0,0.0,0.0,0.0,0.0,0.0,9.57,4.08,5.21,1.22,1.57,3.03,97.57,2.93,0.17,0.3,0.38,0.21,0.21,10.21,5.26,0.17,0.0,22.34,0.0,0.0,0.0,0.95,5.8,117.0,162.22,500.93,38.36,5.62,0.0,56.02,391.1,383.1,204.05,2.75,570.68,78.52,6.88,8.19,3.02,17.98,902.01,8810.99,0.6857273706313938,0.876743970295907
1702,(주)에이프로젠,7460,2018/12,48.01,-14.03,-1471.69,30.73,13.7,-21.24,17.99,3.08,-62.9,0.91,-18.61,34.78,137.46,-11.15,0.15,0.3,0.32,0.29,0.29,10.65,6.56,0.2,0.0,17.07,0.0,0.0,0.0,-1.08,-13.49,-632.0,-29.92,325.48,-80.87,-8.32,0.0,49.48,141.58,136.39,60.03,12.49,0.0,102.11,1.65,1.94,0.83,6.45,1025.56,4043.96,0.3983169700216887,-8.125465558638467
1703,(주)에이프로젠,7460,2019/12,63.78,63.09,0.0,37.91,53.29,-1.12,24.74,3.28,23.42,0.72,-4.66,5.88,89.94,-10.66,0.15,0.22,0.48,0.32,0.34,6.93,5.44,0.22,0.0,79.28,240.61,63.68,5188.3,5.73,91.19,-79.0,-7.26,250.79,499.52,47.36,33.27,79.97,319.44,303.42,65.96,7.3,1502.52,25.05,-1.0,-1.53,-0.2,-1.66,509.02,1814.19,0.3966457487094464,2.8316635718137366
1704,(주)에이프로젠,7460,2020/12,28.93,54.7,0.0,18.34,62.48,10.23,27.11,3.12,-25.69,0.66,-15.79,-4.48,113.76,-23.6,0.17,0.21,0.93,0.33,0.34,7.33,6.6,0.26,0.0,-363.15,207.95,50.81,6022.51,-2.43,-52.22,-274.0,123.17,248.83,-316.58,-15.93,0.0,82.71,510.62,490.28,113.54,4.95,1177.21,20.9,7.42,12.5,1.28,8.42,694.97,1771.32,0.4759278696904656,-3.915127347887194
1705,(주)에이프로젠,7460,2021/12,-1.23,0.0,0.0,5.29,11.09,-28.87,22.12,-1.89,-8.85,-0.38,-5.5,-3.44,77.05,-26.01,0.17,0.2,1.07,0.31,0.32,7.39,8.51,0.25,0.0,162.57,0.0,0.0,0.0,1.47,31.05,-93.0,-43.21,237.38,178.16,8.59,181.97,85.47,437.28,418.41,56.32,5.59,1020.77,17.0,5.82,8.82,0.85,4.93,709.23,1754.59,-0.3242659417993505,-1.5168270232605348
1706,(주)에이프로젠,7460,2022/12,-27.21,0.0,0.0,-35.98,-44.53,411.59,7.85,-152.32,-148.16,-20.48,-35.81,8.77,201.09,-43.22,0.11,0.13,0.61,0.23,0.26,1.9,4.22,0.17,0.0,-176.44,0.0,0.0,0.0,-4.51,-9.78,-490.0,-247.5,146.92,-21.67,-34.56,0.0,76.85,235.26,166.91,47.89,50.53,494.24,30.12,-43.97,-67.68,-10.18,-77.92,170.86,420.18,-19.895646249043946,-19.35220919571463
1707,(주)에이프로젠바이오로직스,3060,2012/12,-19.99,0.0,0.0,-6.78,-32.63,-15.85,30.65,-48.54,-73.65,-23.09,-35.03,5.95,155.54,-50.9,0.32,0.48,1.0,0.52,0.58,5.1,1.07,0.37,0.0,-89.74,3.14,0.36,528.01,-11.6,-90.35,-231.0,-13.89,15.41,-906.94,-31.97,0.0,73.6,344.39,303.77,75.45,16.62,1676.57,35.87,-11.28,-20.14,-2.98,-8.21,284.44,532.75,-17.611564597501683,-26.71914933988259
1708,(주)에이프로젠바이오로직스,3060,2013/12,-15.93,0.0,0.0,-17.89,-12.52,9.74,28.55,-45.87,-70.58,-21.67,-33.43,-1.17,161.83,-73.79,0.34,0.47,1.28,0.55,0.62,4.42,1.64,0.43,0.0,-44.7,103.59,7.06,457.69,-14.61,-56.07,-169.0,-13.38,-16.58,-528.01,-38.71,0.0,72.26,454.75,394.92,188.31,16.87,1947.51,38.4,-7.72,-15.65,-2.14,-5.67,232.36,433.86,-17.314963016498247,-26.644810668953767
1709,(주)에이프로젠바이오로직스,3060,2014/12,8.39,0.0,0.0,10.8,12.01,-41.42,32.81,-16.17,-13.28,-9.02,-6.56,1.77,111.86,-73.67,0.41,0.56,1.49,0.72,0.83,5.35,2.76,0.59,0.0,22.29,184.96,13.65,840.9,8.87,33.51,-28.0,-44.69,-19.46,279.71,22.75,133.33,73.22,467.17,403.02,89.74,17.47,3595.83,36.57,-18.97,-30.66,-5.08,-13.02,213.8,395.88,-6.309691215466097,-5.182121548566654
1710,(주)에이프로젠바이오로직스,3060,2015/12,0.46,0.0,0.0,11.06,21.85,-3.03,37.4,-2.15,3.85,-1.33,4.2,-0.34,96.5,-67.12,0.47,0.62,2.01,0.83,0.95,6.13,3.11,0.68,0.0,68.26,184.8,13.68,848.38,15.46,61.31,35.0,14.71,71.93,1002.87,32.67,80.37,79.49,497.09,431.43,181.37,16.53,2083.2,25.8,-14.51,-29.26,-2.97,-6.29,321.13,510.63,-1.0165393520481003,1.8218803175896352
1711,(주)에이프로젠바이오로직스,3060,2016/12,51.01,0.0,-241.91,16.15,9.42,2.08,42.21,-0.56,-10.8,-0.34,-5.24,8.38,108.7,-15.11,0.41,0.6,1.3,0.67,0.75,6.04,3.1,0.47,0.0,46.44,0.0,0.0,0.0,9.84,49.54,-48.0,5.57,98.94,237.86,28.7,92.22,60.7,183.98,166.01,58.06,21.4,2851.23,64.73,2.27,3.1,0.89,2.6,545.84,905.59,-0.192221500188992,-3.70419209875618
1712,(주)에이프로젠바이오로직스,3060,2017/12,22.99,0.0,0.0,-3.16,4.48,3.06,40.85,-3.16,-36.64,-1.87,-20.68,15.4,106.01,-23.42,0.32,0.59,0.7,0.62,0.7,5.44,2.96,0.4,0.0,63.63,0.0,0.0,0.0,2.37,20.63,-201.0,-110.38,84.1,586.53,8.13,307.34,49.19,194.31,168.3,70.02,27.58,3328.01,103.28,-5.27,-8.21,-2.68,-9.19,569.97,983.84,-0.9209469765821688,-10.672072580934628
1713,(주)에이프로젠바이오로직스,3060,2018/12,37.14,0.0,0.0,93.31,-1.53,-0.99,41.37,-1.82,-2.68,-0.72,-1.06,10.62,101.7,-23.4,0.24,0.4,0.62,0.59,0.67,5.27,2.92,0.36,0.0,21.72,0.0,0.0,0.0,7.95,99.54,-12.0,13.53,179.1,2115.7,37.99,69.09,69.34,140.69,127.15,34.86,33.27,2086.28,44.22,-5.71,-9.99,-1.75,-8.37,461.23,1467.88,-0.3803451628725073,-0.5599380505246132
1714,(주)에이프로젠바이오로직스,3060,2019/12,68.29,0.0,0.0,63.67,12.13,8.0,40.39,-3.85,-6.81,-0.79,-4.19,-0.15,5.62,-16.54,0.17,0.2,1.21,0.34,0.36,5.93,3.65,0.27,0.0,29.96,0.0,0.0,0.0,3.36,60.26,-51.0,6.61,103.91,677.52,24.12,112.43,95.17,1974.57,1893.59,280.14,4.32,2452.76,5.08,5.79,26.47,0.28,2.01,471.55,2251.58,-0.5366773482666909,-0.948996862372273
1715,(주)에이프로젠바이오로직스,3060,2020/12,68.45,0.0,0.0,105.16,4.75,0.93,43.51,-4.89,35.48,-0.55,2.99,-17.12,78.09,-8.7,0.11,0.11,3.08,0.19,0.2,5.67,4.32,0.19,0.0,33.51,0.0,0.0,0.0,4.11,130.4,35.0,33.47,153.62,1726.37,47.47,63.45,97.24,3879.25,3763.51,746.93,3.06,1429.04,2.83,25.96,148.14,0.72,8.25,220.64,1964.88,-0.4235217480129264,3.0744822325358165
1716,(주)에이프로젠바이오로직스,3060,2021/12,0.0,0.0,0.0,0.0,0.0,6.42,45.05,-6.73,16.2,-0.64,1.6,-24.0,86.51,-7.39,0.09,0.09,3.24,0.16,0.16,5.42,4.83,0.16,0.0,38.03,0.0,0.0,0.0,2.2,71.85,20.0,-15.62,154.9,929.39,23.99,113.67,97.16,3740.94,3630.67,371.2,3.03,1793.45,2.92,-35.7,-250.96,-1.01,-11.02,141.71,1210.35,-0.6181325342485027,1.4888865604082586
1717,(주)에이프로젠바이오로직스,3060,2022/12,10.0,0.0,-3.28,-16.97,15.42,331.03,41.86,-8.33,8.57,-0.99,1.69,-25.11,92.06,-5.99,0.1,0.12,0.68,0.22,0.25,2.08,4.53,0.17,0.0,21.81,0.0,0.0,0.0,1.28,3.7,19.0,64.55,44.01,7.88,13.23,179.36,74.3,149.35,116.88,14.65,65.8,448.1,34.58,5.61,7.24,1.44,14.96,163.56,1018.73,-0.8031763179354513,0.8258530284965265
1718,(주)에이플러스에셋어드바이저,244920,2020/12,2.09,10.92,54.92,81.49,5.85,0.0,0.0,8.12,7.64,25.38,29.7,0.66,90.27,62.01,1.15,3.12,1.81,2.68,2.69,622.7,15.97,1.67,0.0,178.38,0.0,0.0,0.0,32.16,419.18,1032.0,1497.63,732.51,5398.49,28.38,37.73,44.58,175.61,174.64,27.33,1.29,1736.42,124.29,25.18,118.52,13.95,12.31,12439.19,3638.1,9.206067570972314,8.660838114674831
1719,(주)에이플러스에셋어드바이저,244920,2021/12,13.51,-75.23,-44.15,4.28,-9.51,4.25,0.0,2.22,5.97,4.79,12.59,-0.05,92.26,61.5,0.96,2.15,1.74,1.98,1.99,392.86,15.89,1.28,0.0,131.51,0.0,0.0,0.0,26.36,209.58,535.0,539.71,768.11,6694.09,29.18,43.9,44.68,189.88,189.0,26.01,0.99,1022.12,123.81,14.73,43.64,8.15,9.02,11412.95,3828.59,2.0086858644794137,5.396913235248777
1720,(주)에이플러스에셋어드바이저,244920,2022/12,20.91,-76.37,315.77,48.58,4.92,-5.76,50.17,0.5,24.2,0.86,41.26,-0.89,76.85,69.54,0.86,1.73,1.71,1.54,1.54,330.97,16.41,1.06,0.01,218.99,0.0,0.0,0.0,39.7,426.42,2226.0,806.76,1189.85,17972.36,50.64,25.13,53.91,261.84,260.63,31.15,0.75,4565.47,85.5,9.56,44.46,4.41,5.62,11974.84,5146.6,0.3925948458856036,18.973837967831045
1721,(주)에프앤에프,383220,2021/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.145247986486783,20.22913216950572
1722,(주)에프앤에프,383220,2022/12,0.0,0.0,0.0,0.0,0.0,0.0,70.55,29.02,24.47,55.65,47.94,0.43,68.38,42.5,1.15,1.92,2.88,3.01,5.96,6.08,13.98,1.54,0.52,1091.41,0.0,0.0,0.0,50.2,1022.19,11571.0,8981.94,24454.1,0.0,43.58,8.54,60.07,104.39,52.74,17.71,1176.76,129.7,66.48,54.88,131.97,21.91,19.02,47220.9,21665.33,33.42820612445769,28.191977472122964
1723,(주)에프앤에프홀딩스,7700,2012/12,0.0,0.0,0.0,0.0,0.0,-15.53,56.83,3.49,4.04,4.11,4.75,-0.08,95.16,5.0,0.95,1.18,4.82,2.46,5.99,4.17,6.46,1.75,0.0,107.23,252.36,0.0,932.93,12.93,48.79,526.0,534.27,2116.58,2745948490.0,13.68,47.01,80.39,247.74,101.71,0.48,98.84,176.65,24.4,19.76,142.84,3.88,4.1,13036.55,10624.13,3.300133213606423,3.815910215725803
1724,(주)에프앤에프홀딩스,7700,2013/12,30.84,2.61,3.36,4.0,10.77,13.45,59.3,3.23,3.77,4.13,4.81,-0.01,95.47,5.81,0.91,1.28,3.13,2.25,5.53,3.79,5.84,1.52,0.0,100.05,177.41,0.0,1080.96,9.85,60.93,544.0,-526.6,2205.29,2735134259.0,12.3,46.28,63.9,185.99,75.12,0.13,128.93,164.68,56.5,0.06,0.12,0.02,0.03,14440.16,11042.71,2.58816614815026,3.0146145742708157
1725,(주)에프앤에프홀딩스,7700,2014/12,16.15,67.9,66.95,6.77,35.54,1.98,60.25,4.01,4.64,6.58,7.62,0.82,94.39,7.89,1.0,1.64,2.58,2.22,6.07,3.51,6.28,1.5,0.0,154.91,367.46,0.0,1231.9,12.62,42.95,908.0,-1207.33,2361.36,4072186408.0,13.51,35.04,58.74,225.51,76.26,0.33,118.92,160.12,70.25,-10.03,-19.52,-4.14,-4.43,19572.26,11753.32,3.741270383258817,4.333018314527299
1726,(주)에프앤에프홀딩스,7700,2015/12,3.34,55.4,-11.02,5.34,22.76,-2.33,57.4,5.07,3.36,9.64,6.39,0.65,95.5,7.17,1.13,1.9,2.77,2.32,6.93,3.49,7.19,1.49,0.0,159.59,321.14,0.0,1301.26,12.38,50.99,808.0,1017.07,2492.71,4126992516.0,11.15,35.49,59.87,150.88,50.0,0.08,198.26,151.68,67.02,-1.09,-2.46,-0.44,-0.4,24026.75,12339.21,5.625934399913782,3.7309082757032574
1727,(주)에프앤에프홀딩스,7700,2016/12,-8.36,143.19,142.98,13.56,18.64,-7.54,58.23,10.39,6.89,21.4,14.18,0.2,89.12,16.26,1.37,2.06,4.13,2.69,6.92,4.39,8.02,1.75,0.0,301.18,0.0,0.0,0.0,21.14,83.88,1963.0,3624.05,2844.23,0.0,14.72,24.2,74.19,251.31,111.86,15.38,92.16,174.55,34.79,45.31,0.0,11.69,8.14,28505.17,14244.79,14.929613066975651,9.892125895394194
1728,(주)에프앤에프홀딩스,7700,2017/12,30.93,115.06,147.74,30.55,27.69,23.61,65.7,17.5,13.36,37.54,28.66,-0.08,82.33,25.94,1.59,2.14,6.13,2.68,5.03,5.75,7.59,1.91,0.0,432.54,0.0,0.0,0.0,31.39,153.43,4863.0,4327.39,3743.58,0.0,22.4,14.99,73.97,245.01,144.63,31.05,69.22,203.21,35.19,58.79,0.0,15.3,10.92,36397.28,18295.37,24.52288231806636,18.717520841839388
1729,(주)에프앤에프홀딩스,7700,2018/12,23.93,-6.72,45.78,33.17,19.31,20.14,65.89,13.69,16.34,26.5,31.64,-0.23,80.43,27.44,1.49,1.94,6.52,2.45,4.74,5.08,7.66,1.78,0.0,489.63,0.0,0.0,0.0,35.78,161.8,7089.0,1773.31,5018.53,42683.03,26.53,15.96,79.62,291.83,132.39,17.34,83.11,213.72,25.59,46.49,0.0,9.47,7.02,43423.82,24489.1,18.457517645285265,22.043436616040104
1730,(주)에프앤에프홀딩스,7700,2019/12,38.04,64.71,0.94,22.56,36.13,-1.16,67.77,16.56,12.08,34.32,25.13,-0.05,83.48,23.91,1.54,2.07,6.03,2.63,5.11,5.43,10.93,1.91,0.0,594.27,0.0,0.0,0.0,30.91,131.78,7158.0,10494.79,6262.34,71602.69,23.24,14.71,70.68,247.92,138.89,27.83,73.71,144.1,41.49,47.07,178.23,13.8,10.38,59112.76,30566.92,22.023391517852104,16.063312272709776
1731,(주)에프앤에프홀딩스,7700,2020/12,19.49,-18.68,-22.15,14.14,-7.99,17.54,67.67,14.63,10.19,23.68,16.59,-0.04,85.69,20.71,1.12,1.62,3.59,1.82,2.85,5.02,10.96,1.26,1.24,565.75,0.0,0.0,0.0,25.5,126.01,5599.0,10039.17,7171.7,19167.98,24.89,19.39,67.46,215.05,150.18,31.03,56.39,132.38,48.23,59.42,156.83,19.33,18.88,54390.64,36993.28,14.98833898681128,10.437186112034537
1732,(주)에프앤에프홀딩스,7700,2021/12,0.0,0.0,0.0,0.0,0.0,-98.01,71.09,30.68,277.53,9.64,98.88,-0.14,67.87,97.92,0.25,0.31,1.22,1.06,1.65,2.98,7.14,0.58,0.31,4570.5,0.0,0.0,0.0,11.13,190.52,88031.0,12868.91,9811.22,3915345.67,44.56,13.48,79.47,119.1,76.61,12.39,222.47,96.27,25.84,46.82,110.88,9.61,38.5,33425.23,87301.78,7.658897944767445,69.29106126302267
1733,(주)에프앤에프홀딩스,7700,2022/12,23.45,117.99,-93.09,6.06,149.86,450.0,70.39,26.76,22.98,18.69,6.64,0.28,70.22,1.39,0.56,0.7,2.79,2.62,4.29,6.7,15.53,1.43,0.2,719.99,0.0,0.0,0.0,22.21,344.34,3384.0,8503.35,10410.15,25439760.77,43.95,9.12,80.36,121.21,69.88,25.2,241.99,127.1,24.44,43.38,117.59,8.52,16.86,46448.79,48826.3,13.524771643511176,11.614651711426436
1734,(주)엔씨소프트,36570,2012/12,18.27,11.99,29.1,16.95,23.76,-17.49,69.98,20.07,20.39,16.01,16.79,-2.31,77.24,85.48,0.62,0.8,2.78,1.15,1.15,456.32,10.09,0.86,0.0,125.87,137.14,6.42,524.7,37.97,147.12,7830.0,9626.81,9976.7,2787.98,66.35,56.9,77.5,286.14,285.28,52.21,0.46,1140.21,29.03,58.93,1434.14,13.26,23.17,34437.55,45573.1,11.48610733103053,11.669478560601156
