회사명,거래소코드,회계년도,당기순이익,영업현금흐름,자본,유동비율,부채비율,매출액총이익률,총자본회전률,자기자본정상영업이익률,ROA
(주)HJ매그놀리아용평호텔앤리조트,70960,2016-12-01,14321286,-18994098,396442087,77.07,134.32,23.24,0.22,8.56,1.5416705021068127
(주)HJ매그놀리아용평호텔앤리조트,70960,2017-12-01,16953250,17809537,408181173,55.39,112.69,22.57,0.23,8.33,1.952787327764895
(주)HJ매그놀리아용평호텔앤리조트,70960,2018-12-01,10185942,52504906,414170559,55.57,96.24,22.91,0.22,5.97,1.2532287988725965
(주)HJ매그놀리아용평호텔앤리조트,70960,2019-12-01,-13791548,23600746,395782278,48.72,114.75,10.26,0.16,-1.02,-1.6226579627556474
(주)HJ매그놀리아용평호텔앤리조트,70960,2020-12-01,-17562113,50920805,377771342,48.21,141.39,7.15,0.14,-1.8,-1.925870617865982
(주)HJ매그놀리아용평호텔앤리조트,70960,2021-12-01,8673798,-11543045,386254614,50.09,117.86,21.49,0.27,8.04,1.0307548669613615
(주)HJ매그놀리아용평호텔앤리조트,70960,2022-12-01,-12121470,25276373,377707477,57.43,129.88,13.32,0.17,0.41,-1.3960229577110794
(주)MH에탄올,23150,2011-12-01,-4357312,178820,42667338,58.36,214.54,16.81,0.33,1.35,-3.2467135377462957
(주)MH에탄올,23150,2012-12-01,287369,-4906202,39678259,61.27,238.69,17.97,0.45,13.24,0.21383879264100591
(주)MH에탄올,23150,2013-12-01,7028234,6114050,45885523,57.37,182.66,12.67,0.47,7.04,5.418925093765563
(주)MH에탄올,23150,2014-12-01,-203193,5159224,52788681,90.87,62.03,24.24,0.46,17.72,-0.23755583382813172
(주)MH에탄올,23150,2015-12-01,7778593,13384066,57884347,109.55,36.47,27.71,0.61,20.04,9.846812344495394
(주)MH에탄올,23150,2016-12-01,8144684,12245831,63581883,257.95,13.77,30.54,0.65,19.55,11.258945005184085
(주)MH에탄올,23150,2017-12-01,4308068,3336890,106837344,44.64,368.17,28.38,0.18,9.53,0.8613033826380685
(주)MH에탄올,23150,2018-12-01,-12033428,-11269669,91585473,20.96,380.62,26.47,0.15,1.24,-2.7337670306259594
(주)MH에탄올,23150,2019-12-01,-7552043,11368931,79389077,11.62,468.69,32.96,0.18,9.16,-1.6727509127642752
(주)MH에탄올,23150,2020-12-01,3802823,18985796,80425495,25.82,459.13,36.79,0.21,19.75,0.8456743376568451
(주)MH에탄올,23150,2021-12-01,8688865,26371475,84703339,17.51,432.99,42.97,0.23,28.26,1.924611377956505
(주)MH에탄올,23150,2022-12-01,11905847,16477364,95397727,27.62,369.03,39.07,0.25,24.35,2.6608788329272115
(주)SH에너지화학,2360,2011-12-01,1800972,5825197,65242326,147.77,60.5,7.17,1.73,6.57,1.7199496441339255
(주)SH에너지화학,2360,2012-12-01,210854,-855725,64881202,171.22,59.82,7.8,1.86,3.36,0.20335023401951607
(주)SH에너지화학,2360,2013-12-01,4606872,5949724,69599141,168.09,58.75,7.74,2.17,9.55,4.169531847578135
(주)SH에너지화학,2360,2014-12-01,16733050,24749424,84237197,291.69,31.46,14.4,2.09,27.66,15.110021132384565
(주)SH에너지화학,2360,2015-12-01,12590617,24630676,91646221,399.36,26.05,17.24,1.91,26.1,10.899011316809073
(주)SH에너지화학,2360,2016-12-01,18028878,11685757,104088887,673.11,19.6,17.69,1.82,24.63,14.482338175463989
(주)SH에너지화학,2360,2017-12-01,9879057,14208400,107693472,1057.37,16.36,13.98,1.51,13.39,7.883558525376556
(주)SH에너지화학,2360,2018-12-01,2033570,5202762,105390892,1287.95,16.17,6.68,1.48,1.97,1.6609427304035616
(주)SH에너지화학,2360,2019-12-01,-3090151,16081690,98999976,1110.48,24.66,4.73,1.15,-3.06,-2.5038529902711346
(주)SH에너지화학,2360,2020-12-01,-6945600,4213790,90008391,979.37,30.38,1.16,0.78,-8.31,-5.91837217088969
(주)SH에너지화학,2360,2021-12-01,611077,-3788840,91739102,599.23,30.4,7.1,1.18,0.38,0.5108098401978557
(주)SH에너지화학,2360,2022-12-01,1832404,-2342285,94101468,759.41,31.94,6.55,1.37,0.87,1.4758373796350286
(주)SIMPAC,9160,2011-12-01,24976613,18427061,168941269,130.69,84.02,20.87,0.74,17.4,8.034182639509565
(주)SIMPAC,9160,2012-12-01,19285856,13157000,187860952,140.97,69.63,18.86,0.72,14.12,6.052068924121548
(주)SIMPAC,9160,2013-12-01,20043596,12060558,208831047,81.19,73.34,20.1,0.6,11.9,5.537120797719491
(주)SIMPAC,9160,2014-12-01,14312319,34443800,219125252,105.96,74.3,16.37,0.71,8.1,3.7472759969928306
(주)SIMPAC,9160,2015-12-01,16449973,10256628,232007841,102.82,82.25,17.85,0.67,9.42,3.8904143450620374
(주)SIMPAC,9160,2016-12-01,16183843,35245662,240416530,113.8,73.81,18.48,0.64,9.98,3.8729792814562027
(주)SIMPAC,9160,2017-12-01,12895699,-9543549,240826100,115.32,58.27,16.31,0.58,4.86,3.3832926261381133
(주)SIMPAC,9160,2018-12-01,69198558,37360242,435032869,135.98,56.71,11.16,0.58,3.02,10.150124660136271
(주)SIMPAC,9160,2019-12-01,9487516,37470315,441195485,131.76,53.93,10.41,0.63,2.54,1.3969776889603316
(주)SIMPAC,9160,2020-12-01,34139484,-17042761,463986165,141.82,58.9,10.3,0.52,1.72,4.630478362554336
(주)SIMPAC,9160,2021-12-01,90832863,63747133,546662289,163.62,65.23,26.01,0.75,21.06,10.05645338726186
(주)SIMPAC,9160,2022-12-01,76137344,2972365,599682757,169.96,60.93,26.13,0.72,20.75,7.889075447981322
(주)STX,11810,2011-12-01,222363000,55801000,1915942000,70.06,173.19,7.57,1.05,13.26,4.2482912779951
(주)STX,11810,2012-12-01,-490928000,250636000,1506639000,62.81,236.31,-3.15,1.2,-24.01,-9.688675553268
(주)STX,11810,2013-12-01,-1595630000,130779000,-509663000,62.06,0.0,-28.23,0.76,0.0,-118.85335041563627
(주)STX,11810,2014-12-01,380584000,-76097000,93662000,113.3,1239.93,7.42,1.26,0.0,30.325369999410363
(주)STX,11810,2015-12-01,-48982000,-15950000,72342000,104.09,1651.71,2.74,1.29,-41.17,-3.8652992683219383
(주)STX,11810,2016-12-01,-457446000,57833000,-330596000,49.89,0.0,4.93,1.74,0.0,-64.63758409176653
(주)STX,11810,2017-12-01,334386000,100295000,42560000,85.88,1374.49,4.73,2.7,0.0,53.28503908901715
(주)STX,11810,2018-12-01,9107000,-48114000,64028000,91.21,765.34,1.33,2.54,-27.73,1.6436818328667784
(주)STX,11810,2019-12-01,-33218000,528000,56291000,87.86,895.02,3.16,2.64,2.91,-5.930652536033294
(주)STX,11810,2020-12-01,-20448000,57915000,81729000,69.81,655.62,4.14,1.66,-0.71,-3.3110791935397685
(주)STX,11810,2021-12-01,-23318000,-12528000,122530000,81.68,451.82,5.98,1.43,8.85,-3.448648152995863
(주)STX,11810,2022-12-01,-18650000,-84572000,102407000,85.83,624.35,4.01,1.68,-1.74,-2.5142089880612146
(주)TCC스틸,2710,2011-12-01,4557868,-10245999,225441968,110.8,101.53,8.19,1.18,5.07,1.0032075618420648
(주)TCC스틸,2710,2012-12-01,124581,-4610373,225998781,113.94,142.04,8.66,1.0,2.63,0.022774738026071932
(주)TCC스틸,2710,2013-12-01,-19955830,-29220038,205738102,141.27,164.27,5.34,0.92,-3.59,-3.6703171852561938
(주)TCC스틸,2710,2014-12-01,-15813610,-21440429,189038004,82.22,191.48,6.82,0.95,0.17,-2.869980733576855
(주)TCC스틸,2710,2015-12-01,-110218983,30047778,86012476,156.35,337.6,8.85,1.07,11.53,-29.282830171320406
(주)TCC스틸,2710,2016-12-01,16948843,-35273178,103337634,128.15,173.78,9.35,1.35,16.21,5.990795424635624
(주)TCC스틸,2710,2017-12-01,1503708,-1168958,100915803,75.13,176.16,8.79,1.39,7.94,0.5395580376855441
(주)TCC스틸,2710,2018-12-01,9755131,21492009,112246210,163.32,171.53,8.54,1.42,16.03,3.2006957349610685
(주)TCC스틸,2710,2019-12-01,5037267,-6746810,116843135,89.76,168.92,7.22,1.41,11.22,1.6031525429672153
(주)TCC스틸,2710,2020-12-01,-1687460,-5592098,121130879,102.32,153.25,4.74,1.39,0.82,-0.5500931917444543
(주)TCC스틸,2710,2021-12-01,28723275,7630671,155229149,145.64,136.42,9.11,1.59,18.52,7.826577637507638
(주)TCC스틸,2710,2022-12-01,29566778,-12037744,208804980,109.72,143.04,11.51,1.57,24.16,5.826169111622464
(주)강원랜드,35250,2011-12-01,381175313,417827759,2257362696,263.97,20.11,57.46,0.48,22.43,14.05823790227191
(주)강원랜드,35250,2012-12-01,306228988,446539739,2372026990,224.82,22.54,50.02,0.46,17.49,10.535442086564483
(주)강원랜드,35250,2013-12-01,297596347,424407127,2517696496,189.47,23.21,46.66,0.45,15.87,9.593578728239258
(주)강원랜드,35250,2014-12-01,359348568,510413141,2705357485,219.66,24.76,51.74,0.46,19.65,10.646963424791887
(주)강원랜드,35250,2015-12-01,441629101,574981576,2997755205,263.38,23.12,53.5,0.46,20.88,11.96570062310992
(주)강원랜드,35250,2016-12-01,454533659,596486851,3252727459,251.71,22.33,53.72,0.44,19.79,11.423349546755835
(주)강원랜드,35250,2017-12-01,437540507,463050000,3501235933,317.65,19.55,50.92,0.39,15.72,10.453328022155004
(주)강원랜드,35250,2018-12-01,297236881,363918692,3586777089,276.57,17.97,49.27,0.34,12.15,7.024815086924961
(주)강원랜드,35250,2019-12-01,334653892,407868874,3717759076,288.36,19.38,51.54,0.35,13.72,7.540443798966229
(주)강원랜드,35250,2020-12-01,-275879104,-655676332,3247028580,454.03,12.15,-13.77,0.12,-12.39,-7.575699268153523
(주)강원랜드,35250,2021-12-01,-10582086,210874269,3252792611,326.99,17.66,7.82,0.21,-1.62,-0.2764915049718015
(주)강원랜드,35250,2022-12-01,115612768,420172246,3415377901,175.44,22.03,27.46,0.32,6.53,2.77398341807697
(주)갤럭시아에스엠,11420,2011-12-01,2909464,5951394,25274017,157.4,78.49,18.25,1.05,20.44,6.449658699213103
(주)갤럭시아에스엠,11420,2012-12-01,389023,2801469,25907252,184.17,69.76,13.61,1.25,8.01,0.8845639125809659
(주)갤럭시아에스엠,11420,2013-12-01,-1736750,4527179,21493102,147.37,75.11,10.06,1.14,3.15,-4.6145163131355105
(주)갤럭시아에스엠,11420,2014-12-01,-255270,-70410,23205508,149.66,95.1,8.36,1.06,-1.89,-0.5638325754529998
(주)갤럭시아에스엠,11420,2015-12-01,1863773,2451666,49739042,263.29,38.09,10.35,1.1,5.76,2.713429349184486
(주)갤럭시아에스엠,11420,2016-12-01,-1562620,-1195544,44846832,304.3,30.32,1.8,0.83,-7.85,-2.673677019911812
(주)갤럭시아에스엠,11420,2017-12-01,-5899738,-7389242,40494336,328.78,23.06,-0.41,0.69,-8.31,-11.839467590416259
(주)갤럭시아에스엠,11420,2018-12-01,-16003255,-2809869,26472162,213.65,25.62,-24.33,0.53,-30.87,-48.1252690144034
(주)갤럭시아에스엠,11420,2019-12-01,-1375316,903569,21798750,216.18,29.56,6.25,0.93,-1.89,-4.869823584345333
(주)갤럭시아에스엠,11420,2020-12-01,-1375316,903569,21798750,216.18,29.56,6.25,0.93,-1.89,-4.869823584345333
(주)갤럭시아에스엠,11420,2021-12-01,-1375316,903569,21798750,216.18,29.56,6.25,0.93,-1.89,-4.869823584345333
(주)갤럭시아에스엠,11420,2022-12-01,-1375316,903569,21798750,216.18,29.56,6.25,0.93,-1.89,-4.869823584345333
(주)경농,2100,2011-12-01,509664,14162963,142986220,379.4,21.53,34.67,0.7,5.37,0.29329111423058885
(주)경농,2100,2012-12-01,10310339,8796940,151738994,138.53,77.55,36.03,0.51,8.39,3.8269665640870443
(주)경농,2100,2013-12-01,13950249,18563319,163157512,178.73,56.89,34.22,0.75,11.93,5.449641184644904
(주)경농,2100,2014-12-01,7099305,14706590,168915900,154.43,68.5,34.86,0.7,8.83,2.494283114365894
(주)경농,2100,2015-12-01,6980392,-9854199,174667648,140.92,81.11,35.29,0.65,7.05,2.2065976834244565
(주)경농,2100,2016-12-01,6365805,15996174,183969132,138.91,74.44,33.64,0.64,5.11,1.983641152548762
(주)경농,2100,2017-12-01,10079442,15815332,192152986,135.0,74.8,32.77,0.63,4.49,3.000960199652073
(주)경농,2100,2018-12-01,4878426,10607249,201453891,132.49,77.34,34.21,0.61,7.5,1.3655093244680498
(주)경농,2100,2019-12-01,4014664,-1020171,201885272,150.9,83.71,32.71,0.62,4.31,1.082487048144865
(주)경농,2100,2020-12-01,13294936,15868144,211372233,143.61,75.77,32.47,0.67,6.91,3.5784705000292094
(주)경농,2100,2021-12-01,16107580,10815548,236809394,167.85,64.18,30.79,0.71,7.48,4.143047629321853
(주)경농,2100,2022-12-01,30880493,14419548,260484164,166.16,72.23,30.54,0.86,16.48,6.8832463075377905
(주)경동나비엔,9450,2011-12-01,9467023,15493744,168114574,158.59,56.57,26.29,1.36,7.56,3.596742698641458
(주)경동나비엔,9450,2012-12-01,9169965,27648702,175875394,145.1,70.42,25.44,1.35,8.1,3.0594101313977626
(주)경동나비엔,9450,2013-12-01,11129597,20912632,187280988,89.68,89.44,28.49,1.27,10.9,3.137043004754269
(주)경동나비엔,9450,2014-12-01,9380054,-13266158,190021880,85.84,111.38,26.84,1.13,7.14,2.335327978257933
(주)경동나비엔,9450,2015-12-01,16752000,43719574,206076609,89.35,95.11,31.24,1.27,12.23,4.16628979717013
(주)경동나비엔,9450,2016-12-01,37469924,61333200,238762190,98.83,79.99,34.45,1.4,20.61,8.718909607183308
(주)경동나비엔,9450,2017-12-01,27019124,20111583,256506497,105.03,96.37,34.85,1.47,19.29,5.364159948394394
(주)경동나비엔,9450,2018-12-01,24748538,-14286091,280103616,104.32,108.35,32.87,1.34,15.21,4.240698311515317
(주)경동나비엔,9450,2019-12-01,27852090,78554868,301042624,101.49,102.57,34.18,1.3,15.43,4.567351417820795
(주)경동나비엔,9450,2020-12-01,41637325,57625120,348163846,106.64,111.02,37.83,1.3,20.67,5.6673422153369115
(주)경동나비엔,9450,2021-12-01,80657673,80668519,450415463,109.4,107.34,38.0,1.32,16.1,8.636792932673156
(주)경동나비엔,9450,2022-12-01,53582342,9346018,517704585,123.48,96.64,40.31,1.19,12.35,5.263390906524036
(주)경동도시가스,267290,2017-12-01,17798556,19371687,294331882,123.48,96.64,40.31,1.19,12.35,2.5058499660205924
(주)경동도시가스,267290,2018-12-01,34164798,120705226,320490074,118.17,142.84,7.84,2.16,13.88,4.389840933427065
(주)경동도시가스,267290,2019-12-01,24638348,33973376,339612043,123.03,120.84,7.91,1.86,8.5,3.2851153706275804
(주)경동도시가스,267290,2020-12-01,19017069,314378,356677691,126.07,96.16,9.51,1.5,5.21,2.7180514644605056
(주)경동도시가스,267290,2021-12-01,22151258,138736973,375416487,117.42,140.93,7.82,1.61,7.23,2.449028154005329
(주)경동도시가스,267290,2022-12-01,24201000,52602626,394988697,115.35,170.29,5.02,2.34,6.56,2.2668283278098054
(주)경동인베스트,12320,2011-12-01,30327559,88589199,407862543,124.89,145.55,5.86,2.03,9.14,3.0282411890866676
(주)경동인베스트,12320,2012-12-01,42879202,150571070,446509347,125.27,170.97,4.84,2.26,11.68,3.543956654996774
(주)경동인베스트,12320,2013-12-01,49841905,69233629,498740561,130.52,141.61,4.63,2.31,10.69,4.136229004215044
(주)경동인베스트,12320,2014-12-01,75930406,20818461,607451423,139.31,117.43,5.07,2.06,8.67,5.748866942846118
(주)경동인베스트,12320,2015-12-01,-21251390,-50279018,576479441,145.53,102.58,5.22,1.29,-2.25,-1.8197495074928196
(주)경동인베스트,12320,2016-12-01,19132415,26876328,587924566,150.74,91.54,9.91,1.03,4.92,1.698963729552196
(주)경동인베스트,12320,2017-12-01,51930860,60158090,400403090,307.43,49.67,27.86,0.23,7.36,8.665595037491979
(주)경동인베스트,12320,2018-12-01,29827973,12513851,397867310,240.34,48.79,25.15,0.38,9.82,5.038487368912217
(주)경동인베스트,12320,2019-12-01,8856009,32390710,414533638,279.32,46.06,17.82,0.45,5.41,1.4626731759058276
(주)경동인베스트,12320,2020-12-01,16483709,18457523,430745334,318.21,36.8,13.79,0.52,4.61,2.797272868747897
(주)경동인베스트,12320,2021-12-01,13891393,25395956,439753088,379.91,31.37,12.88,0.51,3.19,2.4046321373418746
(주)경동인베스트,12320,2022-12-01,9356776,27230512,450708398,363.65,30.2,13.85,0.47,3.3,1.5945056542469556
(주)경방,50,2011-12-01,-1131177,-14647398,629704391,34.1,114.76,25.66,0.26,3.51,-0.08364687177720617
(주)경방,50,2012-12-01,-7910168,17789061,620704205,74.98,115.08,21.82,0.25,1.16,-0.592504225697579
(주)경방,50,2013-12-01,14574395,51153970,636438555,76.48,103.79,27.57,0.26,5.73,1.123709869885711
(주)경방,50,2014-12-01,11488471,23819336,647668814,24.73,101.0,27.56,0.25,4.77,0.8824785557841759
(주)경방,50,2015-12-01,16692163,39920580,662952918,58.13,98.9,28.45,0.27,5.95,1.265858845079404
(주)경방,50,2016-12-01,29474988,67981079,679843399,68.2,91.5,28.9,0.29,6.47,2.2639787900702517
(주)경방,50,2017-12-01,25315361,57866501,699134073,28.25,82.23,29.75,0.28,6.14,1.9870111260683425
(주)경방,50,2018-12-01,20189241,12093896,708769347,73.99,83.67,30.56,0.27,5.82,1.5508797071346008
(주)경방,50,2019-12-01,43621631,66875285,741553199,137.68,84.85,28.93,0.26,4.42,3.1823359446730684
(주)경방,50,2020-12-01,13025703,33635651,741929808,41.08,70.49,29.41,0.25,2.95,1.0297795777706427
(주)경방,50,2021-12-01,22281880,20910159,752146420,54.4,68.96,35.63,0.3,7.15,1.7533671909558675
(주)경방,50,2022-12-01,4415250,29255425,755008459,75.11,65.34,32.42,0.31,4.23,0.3536958442796666
(주)경보제약,214390,2015-12-01,4415250,29255425,755008459,75.11,65.34,32.42,0.31,4.23,0.3536958442796666
(주)경보제약,214390,2016-12-01,4415250,29255425,755008459,75.11,65.34,32.42,0.31,4.23,0.3536958442796666
(주)경보제약,214390,2017-12-01,4415250,29255425,755008459,75.11,65.34,32.42,0.31,4.23,0.3536958442796666
(주)경보제약,214390,2018-12-01,4415250,29255425,755008459,75.11,65.34,32.42,0.31,4.23,0.3536958442796666
(주)경보제약,214390,2019-12-01,4415250,29255425,755008459,75.11,65.34,32.42,0.31,4.23,0.3536958442796666
(주)경보제약,214390,2020-12-01,4415250,29255425,755008459,75.11,65.34,32.42,0.31,4.23,0.3536958442796666
(주)경보제약,214390,2021-12-01,4415250,29255425,755008459,75.11,65.34,32.42,0.31,4.23,0.3536958442796666
(주)경보제약,214390,2022-12-01,4415250,29255425,755008459,75.11,65.34,32.42,0.31,4.23,0.3536958442796666
(주)경인양행,12610,2011-12-01,2886360,9839673,176292506,155.11,81.29,14.7,0.73,3.61,0.9031250028747144
(주)경인양행,12610,2012-12-01,2093491,20801833,174988685,155.43,64.27,13.01,0.72,2.07,0.7282906579844074
(주)경인양행,12610,2013-12-01,10215710,1046809,189744314,162.42,67.04,16.61,0.86,6.11,3.2231827526204277
(주)경인양행,12610,2014-12-01,10148247,18368986,198238667,190.69,57.91,17.67,0.88,7.26,3.241846206923815
(주)경인양행,12610,2015-12-01,3670895,5444861,201125304,161.62,62.43,16.36,0.82,3.36,1.123671921305012
(주)경인양행,12610,2016-12-01,6837522,19013689,208293196,160.17,65.3,17.04,0.82,5.17,1.985928402857038
(주)경인양행,12610,2017-12-01,4779249,5323456,210934933,155.35,69.7,15.72,0.85,3.51,1.3351667476040818
(주)경인양행,12610,2018-12-01,13801882,1873412,223759383,149.64,84.57,22.87,0.86,9.06,3.341887649343273
(주)경인양행,12610,2019-12-01,16372880,6768170,237433141,130.79,98.83,23.62,0.81,10.21,3.468235301982698
(주)경인양행,12610,2020-12-01,-7581553,54551658,228381756,121.69,121.17,20.82,0.67,1.45,-1.5009940038841767
(주)경인양행,12610,2021-12-01,27210075,9230963,251869915,120.94,130.08,25.27,0.74,11.81,4.695501088180673
(주)경인양행,12610,2022-12-01,17240723,21197161,266154503,123.16,105.99,25.79,0.71,10.83,3.1446655160020383
(주)광명전기,17040,2011-12-01,-1825104,1765403,62936103,135.22,96.84,12.21,0.77,0.81,-1.4732063929058428
(주)광명전기,17040,2012-12-01,407617,3436380,62992204,136.38,108.06,12.48,0.92,6.65,0.3110052547090515
(주)광명전기,17040,2013-12-01,6473480,3129414,69847678,171.73,73.11,16.23,0.94,16.23,5.35393192950133
(주)광명전기,17040,2014-12-01,9107331,11464334,78696030,175.86,76.1,14.84,1.04,16.78,6.571893121997823
(주)광명전기,17040,2015-12-01,8891002,18501076,87829336,220.4,49.67,15.18,0.86,11.22,6.763398842743237
(주)광명전기,17040,2016-12-01,11593891,4502682,98063360,166.95,49.76,9.5,0.7,3.89,7.894555877655949
(주)광명전기,17040,2017-12-01,-2043260,6647411,96648221,177.22,58.01,8.97,0.68,2.26,-1.3379375753108
(주)광명전기,17040,2018-12-01,2718092,-3815893,98748349,193.02,53.75,9.47,0.75,3.33,1.790301778742933
(주)광명전기,17040,2019-12-01,7118200,20495932,105398860,193.04,48.69,11.24,0.85,7.82,4.542197137111506
(주)광명전기,17040,2020-12-01,4529827,5269896,109787206,206.7,51.1,9.11,0.77,3.94,2.7307083010493614
(주)광명전기,17040,2021-12-01,5858898,-2536009,115135261,229.19,47.59,6.92,0.82,2.55,3.4478987216052963
(주)광명전기,17040,2022-12-01,5635248,-921738,118870746,216.91,44.85,8.29,0.81,3.96,3.272911958529622
(주)광주신세계,37710,2011-12-01,5635248,-921738,118870746,216.91,44.85,8.29,0.81,3.96,3.272911958529622
(주)광주신세계,37710,2012-12-01,5635248,-921738,118870746,216.91,44.85,8.29,0.81,3.96,3.272911958529622
(주)광주신세계,37710,2013-12-01,5635248,-921738,118870746,216.91,44.85,8.29,0.81,3.96,3.272911958529622
(주)광주신세계,37710,2014-12-01,5635248,-921738,118870746,216.91,44.85,8.29,0.81,3.96,3.272911958529622
(주)광주신세계,37710,2015-12-01,5635248,-921738,118870746,216.91,44.85,8.29,0.81,3.96,3.272911958529622
(주)광주신세계,37710,2016-12-01,5635248,-921738,118870746,216.91,44.85,8.29,0.81,3.96,3.272911958529622
(주)광주신세계,37710,2017-12-01,5635248,-921738,118870746,216.91,44.85,8.29,0.81,3.96,3.272911958529622
(주)광주신세계,37710,2018-12-01,5635248,-921738,118870746,216.91,44.85,8.29,0.81,3.96,3.272911958529622
(주)광주신세계,37710,2019-12-01,5635248,-921738,118870746,216.91,44.85,8.29,0.81,3.96,3.272911958529622
(주)광주신세계,37710,2020-12-01,5635248,-921738,118870746,216.91,44.85,8.29,0.81,3.96,3.272911958529622
(주)광주신세계,37710,2021-12-01,5635248,-921738,118870746,216.91,44.85,8.29,0.81,3.96,3.272911958529622
(주)광주신세계,37710,2022-12-01,5635248,-921738,118870746,216.91,44.85,8.29,0.81,3.96,3.272911958529622
(주)국동,5320,2011-12-01,-7212195,-963482,5829570,70.59,1069.25,13.04,2.42,0.0,-10.58091418710092
(주)국동,5320,2012-12-01,5142066,4976107,9422729,79.48,598.4,18.42,2.06,89.07,7.813705893909684
(주)국동,5320,2013-12-01,4009323,-2405589,15412210,94.81,373.91,16.42,2.13,44.47,5.489169730225004
(주)국동,5320,2014-12-01,8898694,-12910,28639367,137.88,211.71,17.65,2.29,46.08,9.968135594784794
(주)국동,5320,2015-12-01,5235608,3908416,31226110,142.25,200.26,17.44,1.86,28.92,5.584139140715398
(주)국동,5320,2016-12-01,6208749,747703,51725723,173.77,139.97,18.6,1.81,25.47,5.00194398111865
(주)국동,5320,2017-12-01,-8967738,-6827943,42630725,137.54,149.37,14.83,1.66,-12.41,-8.435692147691386
(주)국동,5320,2018-12-01,2111761,-3944667,48475045,132.6,154.02,16.63,1.91,12.65,1.7150006989906061
(주)국동,5320,2019-12-01,-4523376,3901005,65481226,208.91,104.22,15.32,1.74,-7.46,-3.382627851694769
(주)국동,5320,2020-12-01,10672756,25978507,83835084,157.79,115.54,26.37,1.61,35.61,5.906317498015863
(주)국동,5320,2021-12-01,-7948938,-25316837,102364581,196.05,64.58,10.8,1.3,-3.85,-4.718183222818027
(주)국동,5320,2022-12-01,1390174,10064571,109055850,205.49,60.48,13.99,1.92,16.11,0.7943480763063365
(주)국보,1140,2011-12-01,-37903,3249944,34466553,76.24,186.86,7.01,1.34,5.01,-0.038336406493147304
(주)국보,1140,2012-12-01,-874559,-3613866,33793391,73.5,191.46,7.82,1.24,4.0,-0.8879236629256552
(주)국보,1140,2013-12-01,-3846673,2809735,29768264,67.35,230.27,7.98,1.19,2.3,-3.9125849538952124
(주)국보,1140,2014-12-01,-6999514,-238084,22620239,57.27,302.32,6.12,1.03,-9.2,-7.691308598023007
(주)국보,1140,2015-12-01,-4043773,-837022,18409444,51.02,351.32,6.41,1.05,-12.0,-4.867005695992118
(주)국보,1140,2016-12-01,-4187272,507314,15275562,47.45,432.28,8.86,1.06,1.21,-5.14983312955692
(주)국보,1140,2017-12-01,-2889794,-3103505,17848563,40.45,310.51,7.56,1.01,-23.75,-3.94402524246907
(주)국보,1140,2018-12-01,-3999572,-6078157,13412206,41.81,259.29,5.05,1.18,-33.87,-8.29991413027524
(주)국보,1140,2019-12-01,-6676274,-9899692,28604010,93.59,303.29,19.91,1.09,-4.61,-5.787516966541826
(주)국보,1140,2020-12-01,-20527205,-10627275,30827300,94.68,194.62,28.65,1.07,-36.36,-22.601171935088125
(주)국보,1140,2021-12-01,-17669052,2033468,31843319,97.28,221.31,28.65,1.0,-25.56,-17.269276537411656
(주)국보,1140,2022-12-01,-24431931,1455929,43088341,110.7,155.2,28.26,0.96,-37.42,-22.21895547442251
(주)금양,1570,2011-12-01,2964115,-688415,45175687,99.3,189.58,15.95,0.92,16.09,2.2658339086944568
(주)금양,1570,2012-12-01,3717420,3603001,45542580,109.45,180.08,16.62,0.95,14.58,2.9143116777245517
(주)금양,1570,2013-12-01,719232,-16906920,45554255,108.21,222.94,13.1,1.14,12.39,0.4888905849151093
(주)금양,1570,2014-12-01,-111826,34150831,44489985,151.0,260.18,12.67,1.03,11.47,-0.06978443140699801
(주)금양,1570,2015-12-01,14474633,7307038,57953744,121.07,185.41,14.41,0.98,13.38,8.750975803884566
(주)금양,1570,2016-12-01,-20526295,8032406,34480745,69.19,418.85,18.47,0.98,26.24,-11.473491768690083
(주)금양,1570,2017-12-01,18645438,-22124138,57595446,101.4,240.45,19.66,0.96,28.54,9.50890177533681
(주)금양,1570,2018-12-01,20253300,17366463,79456336,112.96,157.72,19.68,1.03,19.74,9.890409846301411
(주)금양,1570,2019-12-01,-10903987,-599179,68287064,92.93,228.35,20.74,0.81,12.47,-4.863020015739719
(주)금양,1570,2020-12-01,-3962270,-507536,79793803,157.12,175.52,17.75,0.79,8.11,-1.8022465815299489
(주)금양,1570,2021-12-01,13332209,-39808116,117407476,152.73,168.15,19.46,0.81,12.31,4.234704668045508
(주)금양,1570,2022-12-01,-33310344,45999421,117757042,136.24,136.59,24.19,0.68,6.74,-11.956356611929014
(주)금호에이치티,214330,2015-12-01,14971109,9868864,81388280,221.92,52.2,15.75,1.73,28.17,12.085595097522237
(주)금호에이치티,214330,2016-12-01,8354070,23467650,86282030,183.26,81.51,11.51,1.49,17.05,5.3344174059163905
(주)금호에이치티,214330,2017-12-01,4933421,14172411,90754420,188.9,65.46,10.28,1.17,10.08,3.285344515026671
(주)금호에이치티,214330,2018-12-01,7792877,1469654,124851870,179.32,90.93,10.12,1.08,9.73,3.2690977302228674
(주)금호에이치티,214330,2019-12-01,-75223,7214831,172630689,154.66,86.57,5.8,0.9,2.73,-0.02335550857986837
(주)금호에이치티,214330,2020-12-01,-9813211,14753679,223139865,170.63,54.3,3.1,0.66,-2.38,-2.8502036643548374
