,회사명,거래소코드,회계년도,자본집약도,기계장비율,노동장비율,운전자본회전률,재고자산 대 순운전자본비율
0,(주)CMG제약,58820,2012/12,3.5131755382784133,1629.802531290036,1975.0583022635492,4.031982692381246,7.330001365706887
1,(주)CMG제약,58820,2013/12,2.7405244253789065,1932.4980684573522,2166.9732424703084,6.237350817606463,14.120364086117284
2,(주)CMG제약,58820,2014/12,2.552164009151664,3243.3817706403315,3363.2641945766404,11.61928672422812,25.090228196790896
3,(주)CMG제약,58820,2015/12,2.090564403514044,3152.5877684398592,2866.0397201897563,15.522031820232563,31.315210640571888
4,(주)CMG제약,58820,2016/12,3.366104218023602,1523.322604089983,2529.704679990184,4.734632560549695,9.181754935553942
5,(주)CMG제약,58820,2017/12,2.637934317915519,1476.9362772775771,1841.645205013321,5.904721533876948,11.237105310635773
6,(주)CMG제약,58820,2018/12,2.2938008633026814,1509.752851637893,1522.405145760399,6.842475347118377,11.763348528456568
7,(주)CMG제약,58820,2019/12,3.279330844660618,1254.629930512068,1745.5553456784494,4.149465181969757,6.405069126312586
8,(주)CMG제약,58820,2020/12,3.030653325181701,15.223938596113731,2028.547166182166,4.871067845369344,11.370580254129615
9,(주)CMG제약,58820,2021/12,2.8668322569442326,15.32132363890408,2043.7453705253995,6.2168780012776566,11.807766538341138
10,(주)CMG제약,58820,2022/12,2.594490215689278,17.57106111451289,2256.286387116469,7.263345757992893,18.79520360188471
11,(주)ES큐브,50120,2012/12,0.8268842516305768,687.442498821347,205.3654799104333,31.26179386629029,27.05654208191349
12,(주)ES큐브,50120,2013/12,0.8044316705661881,461.94529361959303,144.19456582992905,16.873882378905293,18.04070889393285
13,(주)ES큐브,50120,2014/12,1.2733326479167673,406.13326866841,481.4211082843891,11.0563015507094,15.130218770857434
14,(주)ES큐브,50120,2015/12,1.3194867160833543,353.84899177062704,374.03607863409,11.77383674510823,18.94690932004664
15,(주)ES큐브,50120,2016/12,3.066973233844818,671.6879305024099,1625.1017445538769,7.221905677524313,15.686405794005696
16,(주)ES큐브,50120,2017/12,2.9623661737657865,1097.6913855855819,2795.4325292802,7.551553922960439,17.63272440577594
17,(주)ES큐브,50120,2018/12,3.329953036870458,1352.1266431960119,3343.196097792693,45.32966115302595,124.01098700452012
18,(주)ES큐브,50120,2019/12,10.614902146938476,373.59751519251597,3262.3856129190112,3.390989406521058,5.933525597481533
19,(주)ES큐브,50120,2020/12,8.861636984384688,410.271278964842,3660.7201652510894,-3.9995760388442694,-4.667892938390369
20,(주)ES큐브,50120,2021/12,8.607642554164832,306.503061547851,2117.691551266777,6.713352395416138,7.1425837325272825
21,(주)ES큐브,50120,2022/12,1.6181292858908114,669.009602719971,484.6391429809482,22.965073593059845,55.05657145687128
22,(주)가비아,79940,2012/12,1.2343875763588434,4438.281454237847,2446.6940390395825,40.29266117658083,1.4496587546969255
23,(주)가비아,79940,2013/12,1.29084633423164,4060.841666895572,2184.1531565576915,31.534257530670757,0.4176811201949572
24,(주)가비아,79940,2014/12,1.22518418560204,3764.7317841706404,1978.8572413068416,31.307748149336064,
25,(주)가비아,79940,2015/12,1.1465700815447066,3513.1727383436064,1703.6633152077354,23.482719238821513,
26,(주)가비아,79940,2016/12,1.2311412431625612,3435.846842280207,1633.225312782222,25.637683667061463,3.4217491829631594
27,(주)가비아,79940,2017/12,1.147693573404471,3407.66572643397,1556.9352176823163,31.656184376162322,4.563735757426853
28,(주)가비아,79940,2018/12,1.1764339516028308,3242.665098085878,1369.289728350916,26.670921607029854,4.107065128537149
29,(주)가비아,79940,2019/12,1.3479896124574884,4269.7862134997,1177.1592537001395,33.8740283538278,6.038122982555982
30,(주)가비아,79940,2020/12,1.5382018292116435,4044.8315446154397,2366.634954273174,23.13817286391266,4.188791279978687
31,(주)가비아,79940,2021/12,1.5114432509012623,3894.385267095409,2324.2501913342576,20.67618352773652,9.183014377226954
32,(주)가비아,79940,2022/12,1.5401089578513958,3723.8350978079893,2390.849427909483,18.19302347893618,6.619304677231648
33,(주)가온칩스,399720,2022/12,1.6892947577596338,1470.3766007787087,881.4151622656161,10.666666518930622,
34,(주)강스템바이오텍,217730,2015/12,16.827929270850664,11.92830969810779,2188.091077302632,0.931889456524352,2.1022724312518006
35,(주)강스템바이오텍,217730,2016/12,56.29032694395501,8.51422087570132,846.5359337407472,0.2426354195863539,1.6778479436914129
36,(주)강스템바이오텍,217730,2017/12,5.167994552465531,2802.9161393512345,1828.114273396088,4.837967016848188,9.138987621226766
37,(주)강스템바이오텍,217730,2018/12,7.985858420106631,2068.503057176066,1731.880700887434,3.1674344564479977,6.63028864939993
38,(주)강스템바이오텍,217730,2019/12,18.926156583037223,2747.14082911259,2829.0931630414398,1.724993141923107,0.7652921468936438
39,(주)강스템바이오텍,217730,2020/12,9.0289131045236,3864.248360229327,3117.028731878815,2.807819911831996,1.0903822368041207
40,(주)강스템바이오텍,217730,2021/12,8.315245595104745,3081.601052687135,2412.25538632,2.892751192379702,1.781099034478281
41,(주)강스템바이오텍,217730,2022/12,4.94410257847991,3664.1512919971105,2079.3694719475434,6.222102390524048,1.7831613230610417
42,(주)강원에너지,114190,2012/12,0.8383318330530166,4.94789453985004,599.2745855259052,38.70156793178191,13.844985466994505
43,(주)강원에너지,114190,2013/12,1.4299327018229273,6.60872433145315,678.4614665130457,14.476540422741486,5.963645553519583
44,(주)강원에너지,114190,2014/12,1.3021740254101095,14.92309566570505,1390.0710313721895,15.98121225125298,5.3918413224306265
