Unnamed: 0,회사명,거래소코드,회계년도,총자본증가율,정상영업이익증가율,순이익증가율,자기자본증가율,매출액증가율,종업원수증가율,매출액총이익률,매출액정상영업이익률,매출액순이익률,자기자본정상영업이익률,자기자본순이익률,금융비용부담률,수지비율(관계기업투자손익 제외),사내유보 대 자기자본비율,총자본회전률,자기자본회전률,타인자본회전률,유동자산회전률,당좌자산회전률,재고자산회전률,매출채권회전률,순운전자본회전률,운전자본회전률,종업원1인당 부가가치,노동장비율,기계장비율,자본집약도,총자본투자효율,설비투자효율,1주당순이익,1주당 CASH FLOW,유보율,기계투자효율,부가가치율,노동소득분배율,자기자본구성비율,유동비율,당좌비율,현금비율,재고자산 대 순운전자본비율,매출채권 대 매입채무비율,부채비율,CASH FLOW 대 부채비율,CASH FLOW 대 차입금비율,CASH FLOW 대 총자본비율,CASH FLOW 대 매출액비율,1주당매출액,1주당순자산,총자산영업이익률,총자산순이익률,부실
3458,STX엔진(주),77970,2015/12,-6.05,-37.98,0.0,0.0,-10.9,-3.73,7.92,0.8,5.75,0.0,0.0,3.21,94.88,-389.5,0.66,0.0,0.69,1.06,1.61,3.1,2.89,0.59,0.0,144.04,300.6,21.14,1063.33,13.55,47.92,1839.0,1632.44,78.23,681.35,19.97,42.21,13.19,140.73,91.92,31.93,119.84,287.73,658.43,11.03,19.04,9.58,14.12,19459.98,3485.16,0.5403575317713003,3.9031752615236575,0
3459,STX엔진(주),77970,2016/12,0.0,0.0,0.0,0.0,0.0,-1.37,9.21,0.78,-5.28,3.84,-26.06,3.66,103.1,-423.1,0.64,4.94,0.73,1.18,2.0,2.87,4.89,0.49,0.0,76.26,0.0,0.0,0.0,7.73,23.24,-1215.0,1157.62,55.33,494.27,12.12,75.07,12.92,70.63,41.6,16.51,0.0,200.09,674.01,4.43,7.27,3.86,6.04,19158.24,3617.72,0.4957813955129724,-3.3666501967492537,0
3460,STX엔진(주),77970,2017/12,-1.5,160.3,0.0,-6.75,-11.27,-2.08,9.99,2.28,-1.28,10.34,-5.8,3.95,101.38,-434.86,0.57,4.54,0.65,1.06,1.7,2.82,4.62,0.44,0.0,90.77,0.0,0.0,0.0,8.82,26.62,-262.0,2402.49,44.85,726.64,15.34,68.23,12.23,68.93,45.39,14.27,0.0,176.84,717.59,6.86,11.82,6.02,10.47,16999.72,3506.59,1.3101828516725988,-0.7356238842063069,0
3461,STX엔진(주),77970,2018/12,5.67,192.48,0.0,121.17,22.8,1.18,12.81,5.43,4.83,19.51,17.37,3.72,95.88,-193.41,0.69,3.59,0.85,1.24,2.04,3.17,4.96,0.6,0.0,124.95,0.0,0.0,0.0,13.37,42.34,1213.0,-2139.82,220.14,864.64,20.01,50.07,25.6,141.15,79.6,14.4,149.57,215.17,290.63,0.56,1.05,0.42,0.63,20875.11,7792.08,3.626314319781402,3.2284661290767804,0
3462,STX엔진(주),77970,2019/12,-4.14,-4.13,-26.96,7.35,5.76,5.13,10.89,4.92,3.34,13.1,8.89,2.2,97.57,-179.18,0.72,2.66,0.99,1.31,2.35,2.96,4.92,0.75,0.0,99.84,0.0,0.0,0.0,12.26,37.16,737.0,2636.29,243.64,707.41,16.63,59.61,28.67,123.56,68.13,18.12,235.26,224.73,248.84,1.16,2.35,0.83,1.12,22078.44,8021.52,3.626532019784524,2.459882200146315,0
3463,STX엔진(주),77970,2020/12,-2.31,-52.25,1.33,12.21,-3.92,-2.77,9.4,2.44,3.52,5.69,8.19,1.96,93.78,-153.07,0.72,2.33,1.04,1.34,2.22,3.36,4.81,0.68,0.0,117.72,0.0,0.0,0.0,12.7,38.12,713.0,2075.04,285.59,775.31,17.52,59.04,32.93,91.27,59.6,23.58,0.0,284.74,203.7,12.0,24.48,8.05,11.1,21213.8,9040.69,1.7724381831256837,2.551356815203899,0
3464,STX엔진(주),77970,2021/12,3.49,-74.59,-95.13,6.57,-15.89,-0.34,8.36,0.74,0.2,1.32,0.37,1.57,100.41,-145.99,0.6,1.79,0.9,1.14,1.86,2.96,4.36,0.54,0.0,76.2,331.23,15.96,941.73,8.98,25.84,2.0,658.03,310.91,539.15,15.24,74.34,33.91,87.02,50.03,21.33,0.0,222.97,194.91,6.83,14.5,4.51,7.66,17842.42,9555.32,0.435161618969475,0.1200377495875336,0
3465,STX엔진(주),77970,2022/12,1.9,0.0,0.0,-8.36,10.25,0.34,6.78,-1.62,-4.9,-3.24,-9.81,1.28,104.9,-170.67,0.64,2.0,0.95,1.21,2.07,2.94,5.74,0.56,0.0,48.18,0.0,0.0,0.0,6.04,18.57,-999.0,961.0,276.59,461.07,9.47,114.47,30.5,86.77,51.83,16.35,0.0,175.03,227.92,3.77,9.29,2.62,4.12,19670.8,8727.83,-1.0330334359071531,-3.1267044092866807,0
3468,STX중공업(주),71970,2012/12,-7.75,-5.75,-65.15,-0.31,-19.97,4.06,5.4,3.74,0.28,9.3,0.7,3.27,99.65,57.04,0.83,2.49,1.25,1.45,2.03,5.09,2.3,0.71,0.39,120.93,619.86,221.59,1562.5,8.05,20.21,115.0,2822.93,552.97,56.79,9.31,35.66,34.69,95.12,72.96,2.84,0.0,272.31,188.24,9.02,13.59,5.89,6.81,40697.3,15031.31,3.230887685884801,0.2441244012010689,0
3472,STX중공업(주),71970,2016/12,-40.14,-3731.45,0.0,-672.78,-60.6,-31.35,-26.9,-68.0,-172.47,0.0,0.0,34.1,259.08,0.0,0.37,0.0,0.3,0.96,1.33,3.51,3.73,0.29,0.21,-579.23,0.0,0.0,0.0,-52.25,-105.1,-31518.0,-264.56,-1041.72,-1341.94,-106.62,0.0,-71.94,20.38,12.87,5.0,0.0,42.28,0.0,-0.1,-0.19,-0.18,-0.36,16039.04,0.0,-33.32343538417769,-84.51562665225856,1
3473,STX중공업(주),71970,2017/12,-12.42,0.0,0.0,0.0,-39.39,-24.32,14.46,11.97,291.35,0.0,0.0,7.45,28.47,-209.56,0.32,0.0,0.25,0.98,1.5,2.86,4.37,0.22,0.22,1391.83,0.0,0.0,0.0,108.72,208.35,33016.0,292.57,136.11,4778.81,320.58,5.19,19.56,70.76,48.79,10.14,0.0,146.12,411.37,0.05,1.42,0.04,0.11,9959.31,5530.27,4.060731766609813,98.81330791355528,0
3474,STX중공업(주),71970,2018/12,-23.8,-147.98,-114.24,5.71,-14.91,-21.2,0.25,-6.75,-48.75,-9.69,-69.95,7.33,160.99,-275.79,0.33,1.43,0.42,0.79,1.07,2.98,5.86,0.37,0.81,-186.11,0.0,0.0,0.0,-15.24,-37.48,-18037.0,466.07,119.18,-1393.5,-40.24,0.0,27.13,108.92,83.55,26.28,284.48,106.74,268.62,2.3,11.18,1.67,4.42,8650.39,6057.5,-2.5566798487730003,-18.46237596324908,0
3475,STX중공업(주),71970,2019/12,-21.09,0.0,0.0,-15.51,18.24,4.56,5.26,-4.21,-14.13,-7.54,-25.29,1.99,113.44,-344.61,0.5,1.79,0.7,0.94,1.31,3.3,7.41,0.49,0.0,21.89,443.0,0.0,928.21,2.09,4.38,-1278.0,-476.16,85.18,1329711.36,3.69,351.99,29.05,111.46,71.63,12.59,347.6,186.48,244.26,-0.28,-0.54,-0.2,-0.35,9044.41,4527.43,-2.3898053575854705,-8.020529660085748,0
3476,STX중공업(주),71970,2020/12,4.43,0.0,0.0,33.78,-2.37,-21.16,11.18,0.94,0.44,1.53,0.73,3.8,103.88,-1.36,0.54,1.63,0.81,1.33,2.09,3.65,7.4,0.6,0.0,88.11,0.0,0.0,0.0,7.95,12.19,39.0,537.47,145.25,5851322.34,14.98,83.58,37.21,59.0,36.97,22.59,0.0,155.47,168.72,0.32,0.55,0.2,0.38,8745.05,5882.37,0.4962766164379523,0.2360874059644377,0
3477,STX중공업(주),71970,2021/12,-7.91,0.0,0.0,-11.48,-33.92,-34.74,8.32,-6.65,-4.78,-6.65,-4.78,5.07,102.74,-3.54,0.37,1.0,0.58,0.98,1.46,2.98,7.62,0.39,0.58,103.55,0.0,0.0,0.0,8.61,15.5,-276.0,525.9,117.11,6738408.78,22.62,72.68,35.77,74.49,52.9,24.96,0.0,89.96,179.56,5.45,10.38,3.5,9.2,5776.31,5283.05,-2.5318089240844355,-1.8188465593927865,0
3478,STX중공업(주),71970,2022/12,-3.28,0.0,0.0,24.8,9.45,9.68,16.2,6.32,7.89,6.55,8.17,3.13,91.96,15.01,0.42,1.04,0.72,1.03,1.6,2.9,6.49,0.46,2.39,145.78,0.0,0.0,0.0,10.5,18.11,498.0,-720.27,170.8,1084.07,24.38,46.46,46.15,89.34,50.93,16.05,0.0,196.2,116.66,-1.23,-2.75,-0.66,-1.54,6321.95,6684.79,2.724570832296218,3.3976082124899394,0
3501,경남기업(주),800,2012/12,4.75,0.0,-14.0,3.91,-7.77,-7.61,6.48,2.21,5.28,6.86,17.4,6.72,94.8,6.26,0.52,3.11,0.62,1.25,1.36,15.45,14.91,0.62,0.04,186.88,54.5,38.97,1763.82,14.93,87.43,4713.0,-16827.22,453.04,246.39,29.41,19.51,16.54,116.02,107.57,5.01,52.72,21.1,504.7,-4.65,-7.14,-3.88,-7.64,82478.94,34832.71,1.1193902137241962,2.6797951649066056,0
3541,고려개발(주),4200,2012/12,-14.99,0.0,0.0,-2.18,13.51,-4.31,8.73,3.84,-0.38,21.92,-2.17,2.43,100.26,-2.2,0.7,5.71,0.79,0.9,1.21,3.52,7.85,0.51,0.27,173.69,15.12,0.2,2290.36,7.58,1148.9,-132.0,-330.27,20.3,89073.1,10.01,69.81,13.13,129.44,96.86,9.67,110.68,117.31,661.85,3.76,6.32,3.26,4.31,34708.54,5764.35,2.9087848576600326,-0.2884162940185541,0
3542,고려개발(주),4200,2013/12,-10.12,70.95,0.0,-0.94,7.22,2.75,10.06,6.12,-0.41,38.06,-2.55,1.47,99.53,-2.43,0.86,6.22,0.99,1.24,1.6,5.5,9.81,0.76,0.14,173.6,12.29,0.12,2003.51,8.66,1412.92,-153.0,2452.71,19.17,139901.56,9.59,70.19,14.47,218.61,176.38,21.03,35.6,53.84,591.23,3.01,4.9,2.58,2.85,37215.63,5706.02,5.53247350413239,-0.3711720896484179,0
3546,고려개발(주),4200,2017/12,9.26,113.7,0.0,265.11,6.29,-8.18,12.56,8.49,0.86,113.01,11.49,1.32,98.54,-107.23,1.04,13.31,1.13,1.78,2.12,10.9,22.03,0.87,0.04,240.0,9.87,0.0,1904.25,12.6,2431.86,220.0,1355.9,-42.25,0.0,12.6,62.13,11.8,163.35,142.05,30.92,33.63,22.44,747.22,4.54,8.6,4.0,4.0,25301.62,2838.53,8.495919929056097,0.8635553821621265,0
3547,고려개발(주),4200,2018/12,-10.52,-29.02,-89.14,74.05,-16.44,10.63,13.5,7.21,0.11,37.29,0.58,2.08,99.55,-49.21,0.88,5.17,1.06,1.47,1.7,10.75,15.98,0.78,0.05,190.81,8.75,0.0,1540.13,12.39,2179.84,-20.0,505.99,-24.33,0.0,13.26,65.05,22.96,84.99,72.8,22.13,0.0,45.13,335.54,5.68,10.35,4.38,4.68,17144.38,4090.08,6.739775087459103,0.1048070494064604,0
3548,고려개발(주),4200,2019/12,3.45,57.91,5423.77,24.17,23.62,2.08,14.09,9.21,5.01,41.36,22.5,1.75,90.78,-6.54,1.14,4.49,1.52,1.78,2.05,13.97,20.7,0.94,0.03,318.87,2.68,0.0,1560.87,20.43,11883.19,2179.0,1326.55,87.92,0.0,18.3,42.76,27.56,153.89,136.32,26.6,32.61,16.64,262.88,6.28,17.07,4.55,4.07,23036.2,5552.24,10.287835315120516,5.596083088906497,0
3596,광전자(주),17900,2015/12,-13.65,0.0,0.0,-8.33,-12.47,-9.03,5.43,-5.58,-2.5,-5.42,-2.44,-0.72,102.19,20.02,0.8,0.97,4.4,1.4,1.69,8.11,5.63,1.15,0.19,48.18,78.35,15.31,233.79,21.17,60.43,-97.0,276.14,651.46,279.84,24.67,80.62,84.58,585.23,488.96,54.44,19.84,185.77,18.24,53.08,8392.84,8.19,9.54,3559.12,3500.96,-4.789143180909061,-2.1425796242114523,1
3597,광전자(주),17900,2016/12,0.84,0.0,0.0,0.03,-17.12,-13.89,9.9,-0.85,1.18,-0.71,0.98,-0.67,98.39,20.03,0.71,0.84,4.5,1.21,1.42,8.03,6.04,1.03,0.35,55.32,79.89,10.67,274.42,22.58,73.93,38.0,213.39,651.68,465.93,32.0,72.77,83.91,607.88,524.45,52.6,16.43,185.98,19.17,36.39,5867.87,5.85,8.3,2949.9,3503.87,-0.5981143224638459,0.8346347367815109,1
3598,광전자(주),17900,2017/12,-1.67,0.0,45.85,1.22,3.78,4.03,15.61,4.67,1.65,4.05,1.41,-0.69,98.35,20.88,0.74,0.87,4.99,1.2,1.43,7.77,5.93,1.04,0.52,50.59,0.0,0.0,0.0,21.96,73.26,55.0,81.0,660.25,434.65,29.49,77.13,86.53,693.37,573.18,45.36,20.26,214.32,15.56,26.59,3980.34,3.58,4.81,3061.35,3495.67,3.4768181348753773,1.227555157034896,0
3599,광전자(주),17900,2018/12,10.03,-69.39,126.75,7.91,-0.26,-0.44,13.3,1.43,3.58,1.18,3.07,-0.83,98.28,22.75,0.71,0.82,5.07,1.28,1.59,6.48,6.04,1.1,0.0,58.23,0.0,0.0,0.0,22.48,75.6,126.0,216.66,716.52,420.03,33.31,82.81,85.61,562.91,436.76,46.89,27.25,208.53,16.81,22.86,1841.18,3.29,4.87,3053.47,3821.91,0.967413860759287,2.417885897550819,0
3600,광전자(주),17900,2019/12,-0.7,-157.29,-47.36,-0.89,-6.07,-2.78,11.59,-0.87,2.02,-0.65,1.56,-0.96,98.3,22.19,0.64,0.74,4.4,1.29,1.66,5.7,5.77,1.09,0.0,51.01,84.59,15.67,290.92,22.46,76.62,66.0,173.41,717.07,400.2,35.18,80.59,85.45,563.21,435.13,86.32,27.65,222.75,17.02,29.85,1111.36,4.34,6.8,2868.0,3760.12,-0.5581599422544674,1.2922773994723948,0
3601,광전자(주),17900,2020/12,-6.5,0.0,-559.23,-9.39,-9.63,-3.66,10.33,-5.22,-10.88,-3.7,-7.56,-0.53,110.34,15.04,0.6,0.71,3.76,1.22,1.59,5.29,5.47,1.02,0.0,34.24,0.0,0.0,0.0,17.01,59.52,-314.0,89.45,651.82,369.52,27.57,116.8,82.7,479.59,367.12,106.74,29.63,203.97,20.92,18.09,697.91,3.13,5.07,2591.7,3454.68,-3.222012159167681,-6.711117460297032,0
3602,광전자(주),17900,2021/12,0.0,0.0,0.0,0.0,0.0,7.24,16.59,3.98,6.03,3.28,5.27,-0.24,93.05,18.88,0.73,0.82,6.15,1.44,1.96,5.38,6.03,1.22,0.0,65.56,72.06,10.94,262.47,27.69,100.21,219.0,-22.58,686.31,629.26,38.07,67.65,88.18,554.85,406.86,91.72,32.54,271.16,13.41,-4.63,-798.13,-0.55,-0.75,2999.01,3567.12,2.8943835756341643,4.3814227774003225,0
3603,광전자(주),17900,2022/12,3.72,-15.61,25.25,8.39,-12.41,-8.08,15.51,3.84,8.63,2.66,6.33,-0.81,94.22,23.43,0.63,0.69,6.28,1.24,1.71,4.5,6.14,1.07,0.0,69.14,0.0,0.0,0.0,24.08,76.51,275.0,301.22,747.09,621.12,39.22,71.7,91.84,749.96,537.03,123.95,32.76,325.72,8.89,39.9,13243.6,3.26,5.3,2626.7,3863.35,2.355026434838452,5.300514707155332,0
3618,국제약품(주),2720,2012/12,0.0,0.0,0.0,0.0,0.0,0.0,35.03,-11.6,-14.94,-26.57,-34.45,1.07,112.37,0.02,1.1,2.29,2.13,1.9,2.61,7.01,3.56,1.05,0.0,32.62,87.83,27.34,257.02,13.04,37.96,-1321.0,102.34,266.64,123.42,11.82,168.94,48.16,123.35,89.9,16.44,143.26,299.23,107.62,2.65,4.54,1.37,1.25,8211.19,3496.07,-12.7978853924841,-16.48042191214398,0
3619,국제약품(주),2720,2013/12,2.18,0.0,0.0,6.02,-4.98,0.0,39.66,0.87,1.39,1.84,3.75,1.06,99.57,8.46,1.04,2.12,2.03,1.76,2.48,6.05,3.12,1.08,0.0,72.03,82.9,24.84,264.24,27.36,86.56,117.0,-297.7,288.08,291.4,26.67,81.7,49.67,226.18,156.21,2.89,55.45,336.96,101.33,-2.55,-4.33,-1.28,-1.25,7802.91,3720.85,0.8915526974766259,1.423765439510534,0
3623,국제약품(주),2720,2017/12,1.69,-35.4,41.29,0.35,2.18,-0.49,41.74,2.08,0.84,3.79,1.62,0.63,98.36,1.25,0.94,1.82,1.96,2.06,2.9,7.04,3.6,1.12,0.0,85.36,0.0,0.0,0.0,26.87,61.58,66.0,45.19,303.31,518.06,28.68,84.53,51.49,117.71,83.78,5.0,191.54,301.6,94.23,13.22,24.47,6.41,6.85,7088.18,3659.39,1.947776051452275,0.7889736643355069,0
3624,국제약품(주),2720,2018/12,-4.11,28.19,100.74,1.37,-12.67,-0.74,45.33,3.05,2.03,4.82,3.21,0.68,97.35,1.4,0.84,1.58,1.77,1.89,2.6,6.87,3.65,1.01,0.0,83.12,0.0,0.0,0.0,27.23,56.2,128.0,733.71,293.8,340.39,31.92,81.65,54.42,113.19,83.77,7.59,223.03,299.45,83.75,12.2,24.2,5.56,6.52,5963.37,3598.8,2.6038893397591107,1.7292151926041115,0
3625,국제약품(주),2720,2019/12,6.62,69.48,-317.13,-11.28,3.2,3.73,47.68,5.01,-4.29,8.59,-7.35,0.63,99.74,0.0,0.85,1.71,1.69,1.92,2.62,7.22,4.94,1.0,0.0,82.63,0.0,0.0,0.0,26.15,58.29,-272.0,195.85,244.44,349.23,31.68,88.44,45.29,103.18,75.17,12.57,880.73,240.1,120.81,11.44,23.67,6.26,7.58,6039.05,3155.8,4.138945997839095,-3.5379182254516173,0
3626,국제약품(주),2720,2020/12,8.2,8.45,0.0,15.68,17.34,-3.12,49.7,4.63,1.68,9.19,3.35,0.39,95.74,2.78,0.93,1.98,1.75,2.35,3.58,6.82,6.37,1.16,0.0,110.0,0.0,0.0,0.0,30.77,54.57,126.0,277.16,296.35,224.69,34.37,78.29,48.41,90.21,51.1,7.25,0.0,279.39,106.56,5.79,11.41,2.99,3.34,7086.47,3692.22,4.148567278907208,1.5069944593240066,0
3627,국제약품(주),2720,2021/12,0.0,0.0,0.0,0.0,0.0,-1.24,45.49,-1.4,-1.3,-2.44,-2.27,0.49,100.79,0.0,0.86,1.75,1.68,2.48,3.78,7.24,5.8,1.17,0.0,92.35,0.0,0.0,0.0,26.88,47.03,-85.0,497.87,268.66,203.56,31.38,89.64,49.07,88.41,58.07,14.43,0.0,284.9,103.8,13.48,26.67,6.87,8.01,6212.03,3435.77,-1.1989315127749365,-1.1130040683688918,0
3628,국제약품(주),2720,2022/12,-2.28,0.0,0.0,8.03,5.71,-5.51,49.97,4.17,2.8,7.39,4.99,0.61,96.28,6.85,0.92,1.77,1.89,2.62,4.37,6.53,6.36,1.27,0.0,119.07,0.0,0.0,0.0,33.55,59.74,184.0,322.04,279.34,272.97,36.2,78.17,54.23,101.42,54.96,11.57,3268.39,270.66,84.39,12.88,28.15,5.89,6.36,6267.88,3551.96,3.860031837827428,2.593674312251585,0
3629,그랜드코리아레저(주),114090,2012/12,29.81,8.28,127.56,49.75,-4.29,-0.85,37.12,29.14,28.67,52.98,52.12,-1.98,70.71,42.15,1.16,1.82,3.22,1.62,1.63,174.87,54.9,1.1,0.0,187.55,22.37,10.22,299.72,62.58,838.6,2328.0,2243.58,971.63,1835.57,60.85,41.26,67.84,232.29,230.47,60.94,1.37,0.0,47.4,81.19,3231.64,26.11,25.39,8122.21,4102.27,29.969239698422967,29.486812069296555,0
3630,그랜드코리아레저(주),114090,2013/12,15.22,30.54,-4.5,19.34,11.73,2.27,40.03,34.05,24.51,52.58,37.85,-1.68,67.54,33.75,1.07,1.54,3.46,1.44,1.45,219.23,63.4,1.03,0.0,204.88,21.27,8.08,337.68,60.67,963.06,2224.0,2756.07,1178.9,2537.11,60.84,37.44,70.27,272.7,271.18,64.96,0.88,0.0,42.32,92.38,18555.39,27.47,27.55,9074.79,5154.45,33.95329530951973,24.438870755616005,0
3631,그랜드코리아레저(주),114090,2014/12,15.65,-22.69,-15.31,9.07,-3.68,-1.14,33.67,27.33,21.55,35.74,28.18,-1.96,72.7,25.75,0.89,1.31,2.79,1.12,1.13,247.79,49.7,0.81,0.0,193.1,21.12,5.45,395.03,48.88,914.23,1884.0,2571.19,1294.9,3542.04,58.86,38.19,66.27,258.13,257.18,91.93,0.6,0.0,50.9,75.03,32952.12,25.31,30.47,8741.0,5932.01,22.69728824743662,17.897274358930854,0
3632,그랜드코리아레저(주),114090,2015/12,-0.08,-19.89,-21.27,5.76,-6.48,13.41,30.64,23.41,18.14,26.67,20.67,-1.56,76.79,20.2,0.78,1.14,2.44,0.99,0.99,266.89,47.33,0.72,0.0,159.75,40.91,8.49,348.06,45.9,390.47,1483.0,1398.03,1375.18,1880.94,59.04,43.8,70.13,292.62,291.53,115.4,0.57,30.23,42.58,63.19,73655.45,18.87,24.28,8174.89,6516.03,18.19742060915973,14.101347478887924,0
3633,그랜드코리아레저(주),114090,2016/12,12.25,27.71,24.65,13.7,8.42,-1.66,33.44,27.58,20.86,31.01,23.46,-1.49,73.3,21.46,0.79,1.12,2.7,1.04,1.05,285.0,67.64,0.78,0.0,179.44,0.0,0.0,0.0,45.17,336.22,1849.0,2227.0,1577.22,1222.1,60.16,39.01,71.04,299.88,298.8,102.9,0.54,0.0,40.76,53.02,0.0,15.35,20.45,8863.05,7363.92,20.70495354206604,15.65955492565344,0
3634,그랜드코리아레저(주),114090,2017/12,0.24,-28.45,-29.56,2.57,-8.56,0.76,29.2,21.58,16.07,20.59,15.33,-1.67,79.11,14.57,0.69,0.95,2.44,0.89,0.9,232.96,54.02,0.68,0.0,163.29,0.0,0.0,0.0,41.32,329.45,1302.0,1268.26,1620.3,1207.51,60.33,46.43,72.69,333.95,332.59,73.99,0.58,0.0,37.56,54.09,29935.64,14.77,21.56,8104.28,7848.71,14.779050946183045,11.003974944478774,0
3635,그랜드코리아레저(주),114090,2018/12,0.0,0.0,0.0,0.0,0.0,9.45,29.26,21.87,16.18,18.69,13.83,-2.11,78.89,13.09,0.63,0.85,2.36,1.05,1.06,195.54,57.48,0.77,0.0,142.48,0.0,0.0,0.0,37.88,338.95,1257.0,1501.02,1717.41,1303.55,60.39,46.28,73.4,270.26,268.81,77.84,0.86,0.0,36.24,45.59,47749.71,12.12,19.33,7765.48,8350.98,13.719514423103368,10.152096977644144,0
3636,그랜드코리아레저(주),114090,2019/12,18.76,-7.86,-6.87,4.11,2.17,-8.58,27.33,19.73,14.75,16.88,12.62,-1.29,81.06,11.8,0.59,0.86,1.86,1.08,1.08,198.4,45.3,0.76,0.0,158.48,0.0,0.0,0.0,34.19,386.65,1170.0,1901.04,1792.06,1804.01,63.36,52.84,64.34,215.84,214.66,62.41,1.02,0.0,55.41,32.45,106.98,11.57,21.44,7933.83,8781.58,10.64431318213099,7.960630246357289,0
3637,그랜드코리아레저(주),114090,2020/12,-22.1,-191.74,-188.85,-16.88,-62.41,-1.19,-29.22,-48.15,-34.87,-16.58,-12.01,-1.87,139.52,0.0,0.23,0.34,0.68,0.46,0.46,60.05,17.62,0.32,0.01,59.61,0.0,0.0,0.0,18.02,189.68,-1040.0,-2246.78,1472.66,1098.36,69.19,132.22,68.66,269.52,266.68,79.08,1.67,0.0,45.65,-4.82,-11.03,-1.51,-5.8,2982.14,7726.7,-12.53600244565722,-9.080010165178876,0
3696,금호전기(주),1210,2012/12,-7.29,0.0,0.0,-18.61,20.46,-27.47,11.02,-3.75,-17.67,-5.85,-26.64,2.86,117.23,64.52,0.72,1.56,1.33,1.64,2.97,3.68,6.11,1.02,0.0,-41.82,356.59,44.82,1162.15,-0.07,-0.18,-9478.0,1551.59,535.75,-0.51,-0.1,0.0,42.46,168.8,92.37,35.8,111.09,272.01,135.5,-0.74,-0.92,-0.42,-0.57,54914.21,31469.1,-2.795155352660627,-13.17665414626769,0
3697,금호전기(주),1210,2013/12,4.59,0.0,0.0,-17.4,1.82,-19.7,11.07,-1.18,-4.67,-2.28,-12.22,2.8,104.35,58.88,0.74,1.92,1.21,1.59,2.9,3.53,5.41,0.95,0.0,-10.23,383.95,42.1,1439.23,9.91,28.24,-3543.0,-3036.53,440.41,78.26,13.66,72.39,34.91,133.68,73.65,17.62,178.23,169.04,186.48,-1.48,-1.94,-0.96,-1.33,55916.35,27027.15,-0.8593381587845268,-3.3897569621094963,0
3701,금호전기(주),1210,2017/12,-10.99,-116.44,0.0,-39.04,-18.43,-4.17,11.78,-0.36,-5.96,-0.81,-22.42,3.26,105.28,30.87,0.78,2.27,1.18,1.55,3.09,3.1,4.37,0.79,0.0,-23.44,460.65,3.0,1472.41,13.68,29.61,-3095.0,2060.36,162.91,130.83,16.56,84.52,33.73,103.07,50.43,5.49,1717.0,226.32,196.45,7.01,8.58,4.65,5.62,48968.75,19245.48,-0.2961625259476551,-4.924282935656745,0
3702,금호전기(주),1210,2018/12,-58.45,0.0,0.0,-20.88,-77.18,-2.17,-18.77,-61.84,-27.08,-55.27,-32.49,11.34,185.56,-149.41,0.27,0.89,0.38,0.58,1.15,1.18,1.9,0.27,0.0,-472.51,0.0,0.0,0.0,-21.39,-97.43,-2969.0,-312.23,121.32,-443.3,-47.13,0.0,20.37,55.17,31.22,9.62,0.0,120.28,390.87,4.45,5.87,3.54,7.81,11079.41,5369.76,-28.068812955085548,-12.290730226010854,0
3703,금호전기(주),1210,2019/12,-57.08,0.0,0.0,-35.52,-18.58,-20.56,26.98,-6.63,-52.81,-16.2,-80.13,11.4,132.94,-953.1,0.52,2.44,0.66,1.3,2.31,2.96,4.66,0.49,0.44,-187.97,96.29,0.01,400.66,1.09,2.83,-3901.0,0.0,1062.7,47.83,1.27,1626.93,23.06,72.18,39.95,16.85,0.0,105.64,333.72,-9.54,-14.38,-7.34,-8.52,0.0,0.0,-5.713076359583496,-45.47378158153844,1
3704,금호전기(주),1210,2020/12,-7.26,0.0,0.0,-48.42,-28.29,-27.27,26.87,-17.05,-53.93,-72.95,-100.98,11.21,121.06,-2909.84,0.64,4.28,0.75,1.11,1.6,3.64,5.4,0.48,0.47,-11.77,0.0,0.0,0.0,9.33,63.06,-2355.0,-37.83,639.19,127670.19,14.01,158.35,6.26,77.02,62.0,13.81,0.0,192.74,1498.44,-7.06,-12.51,-6.62,-9.94,4024.1,97.18,-11.350924982979883,-35.909450552602166,1
3705,금호전기(주),1210,2021/12,23.7,0.0,0.0,86.09,-7.74,2.88,23.05,-20.56,-23.74,-75.74,-41.79,13.12,125.49,-471.93,0.55,3.68,0.65,0.75,0.9,4.5,6.27,0.36,0.0,30.63,0.0,0.0,0.0,5.83,47.71,-688.0,-721.44,465.13,46899.59,11.75,169.87,21.9,103.41,88.19,20.07,445.82,192.74,356.63,-9.39,-11.02,-7.34,-14.77,2528.65,838.04,-10.208360823047528,-11.787669352143404,1
3706,금호전기(주),1210,2022/12,-26.28,0.0,0.0,-22.2,10.51,-12.15,21.45,-25.62,-36.74,-75.56,-61.1,19.87,131.1,-900.55,0.63,2.95,0.8,0.9,1.11,4.86,6.68,0.44,1.31,39.74,0.0,0.0,0.0,9.54,58.01,-728.0,-345.51,274.76,123952.08,12.81,165.18,20.77,83.62,62.33,17.76,0.0,138.67,381.44,-21.1,-26.91,-16.71,-22.45,1810.31,340.1,-19.06999416024282,-27.34591270544992,1
