Unnamed: 0,회사명,거래소코드,회계년도,총자본증가율,정상영업이익증가율,순이익증가율,자기자본증가율,매출액증가율,종업원수증가율,매출액총이익률,매출액정상영업이익률,매출액순이익률,자기자본정상영업이익률,자기자본순이익률,금융비용부담률,수지비율(관계기업투자손익 제외),사내유보 대 자기자본비율,총자본회전률,자기자본회전률,타인자본회전률,유동자산회전률,당좌자산회전률,재고자산회전률,매출채권회전률,순운전자본회전률,운전자본회전률,종업원1인당 부가가치,노동장비율,기계장비율,자본집약도,총자본투자효율,설비투자효율,1주당순이익,1주당 CASH FLOW,유보율,기계투자효율,부가가치율,노동소득분배율,자기자본구성비율,유동비율,당좌비율,현금비율,재고자산 대 순운전자본비율,매출채권 대 매입채무비율,부채비율,CASH FLOW 대 부채비율,CASH FLOW 대 차입금비율,CASH FLOW 대 총자본비율,CASH FLOW 대 매출액비율,1주당매출액,1주당순자산,총자산영업이익률,총자산순이익률,부실
43,(주)STX,11810,2015/12,0.97,0.0,0.0,-22.76,-0.23,2.42,2.74,-2.1,-3.0,-41.17,-59.01,1.82,103.24,-39.51,1.29,19.65,1.38,1.82,2.56,6.23,8.39,0.95,0.28,-56.79,422.94,0.0,8327.11,6.28,78.33,-1642.0,-534.21,-3.22,102008.97,4.88,114.02,5.71,104.09,67.59,8.89,892.68,93.87,1651.71,-3.85,-5.1,-3.63,-2.82,54621.31,2252.41,-2.696445143084412,-3.865299268321938,0
44,(주)STX,11810,2016/12,-44.15,0.0,0.0,-556.99,5.48,-5.51,4.93,-1.99,-26.59,0.0,0.0,1.93,124.81,0.0,1.74,0.0,1.54,2.48,4.07,6.34,13.31,1.07,0.15,-3405.1,256.65,0.0,5230.72,-48.77,-469.74,-14597.0,1846.86,-378.97,-1045960.61,-20.07,0.0,-46.71,49.89,26.7,4.89,0.0,107.47,0.0,2.02,2.65,2.96,1.22,54931.92,0.0,-4.828114380345594,-64.63758409176653,1
45,(주)STX,11810,2017/12,-11.33,0.0,0.0,0.0,4.87,-0.83,4.73,2.44,18.54,0.0,0.0,1.07,85.37,-270.21,2.7,0.0,2.22,3.75,6.51,8.85,17.47,1.45,0.11,3081.66,249.0,0.0,4373.05,66.31,591.1,20985.0,630.88,-10.51,1066958.97,23.07,12.61,6.78,85.88,53.1,17.24,0.0,90.72,1374.49,13.52,22.68,12.6,4.38,11346.76,267.53,7.019928546615207,53.28503908901715,0
46,(주)STX,11810,2018/12,-11.71,-133.55,-97.28,49.97,-16.68,-7.56,1.33,-0.98,0.61,-27.73,17.12,0.72,99.39,10.78,2.54,28.2,2.8,3.34,5.12,9.66,12.81,1.57,0.14,256.69,0.0,0.0,0.0,15.07,112.51,471.0,-2514.66,29.93,232002.78,5.56,65.19,11.56,91.21,63.3,9.55,0.0,168.05,765.34,5.32,7.87,4.71,1.74,78552.83,3137.81,-2.667215342714972,1.6436818328667784,0
47,(주)STX,11810,2019/12,1.09,0.0,-460.27,-11.47,-2.12,5.45,3.16,0.12,-2.26,2.91,-54.53,0.85,102.13,-61.63,2.64,24.45,2.96,3.64,5.24,11.85,10.91,1.72,0.16,-130.09,0.0,0.0,0.0,9.12,56.6,-1664.0,26.77,15.08,30577.25,3.47,120.67,10.05,87.86,60.85,9.1,0.0,137.76,895.02,-4.72,-7.16,-4.25,-1.62,74576.54,2468.71,0.3120832269548497,-5.930652536033294,0
48,(주)STX,11810,2020/12,10.26,0.0,0.0,-50.05,-33.69,-26.72,4.14,-0.05,-2.1,-0.71,-48.03,1.05,101.92,-189.01,1.66,14.14,1.88,2.76,4.02,8.84,6.82,1.22,0.16,54.36,0.0,0.0,0.0,9.88,31.77,-1032.0,2935.84,-42.26,363.74,6.25,96.63,13.23,69.81,47.55,5.7,0.0,140.52,655.62,5.45,8.06,4.73,3.0,49453.63,1228.78,-0.0798299120899406,-3.3110791935397685,0
49,(주)STX,11810,2021/12,9.49,0.0,0.0,136.9,-5.13,-3.53,5.98,0.98,-2.52,8.85,-32.13,0.98,102.03,-91.99,1.43,9.06,1.7,2.7,3.92,8.65,5.66,1.16,0.16,46.3,0.0,0.0,0.0,12.27,36.33,-696.0,-511.65,-6.2,562.53,8.97,88.35,18.12,81.68,56.73,4.37,0.0,145.92,451.82,4.1,6.47,3.36,2.45,37797.95,2386.99,1.3369834163771597,-3.448648152995863,0
50,(주)STX,11810,2022/12,9.71,0.0,0.0,-25.01,28.42,-3.66,4.01,-0.16,-1.57,-1.74,-23.17,1.16,101.52,-163.57,1.68,10.57,1.99,2.86,3.79,11.67,5.43,1.31,0.16,111.77,499.82,0.0,4771.7,13.71,46.59,-491.0,-2954.85,-29.57,724.26,8.55,85.82,13.81,85.83,68.87,3.46,0.0,261.75,624.35,-7.59,-11.0,-6.55,-4.08,41527.42,1428.05,-0.2635538108128512,-2.514208988061214,0
53,(주)TCC스틸,2710,2014/12,1.34,0.0,0.0,-7.98,3.63,-1.61,6.82,0.07,-3.05,0.17,-7.71,2.32,102.33,40.07,0.95,2.63,1.48,2.29,4.9,4.3,6.72,1.16,0.0,125.09,224.65,64.72,1507.51,12.09,45.14,0.0,-1128.44,917.69,139.32,12.84,84.95,34.31,82.22,38.38,2.07,0.0,227.51,191.48,-7.0,-9.05,-4.6,-4.88,27315.54,10806.28,0.062517358988615,-2.869980733576855,1
54,(주)TCC스틸,2710,2015/12,-31.69,4502.76,0.0,-54.43,-4.47,-8.17,8.85,3.2,-22.23,11.53,-80.07,1.24,102.48,-77.19,1.07,3.61,1.52,2.09,3.3,5.72,6.45,1.09,0.0,-405.01,180.17,65.39,1176.7,12.44,65.15,0.0,1472.16,307.68,220.79,9.44,104.11,22.85,156.35,124.48,6.79,56.56,176.61,337.6,1.48,2.56,1.14,0.87,24291.05,3620.42,4.212376910186625,-29.28283017132041,0
55,(주)TCC스틸,2710,2016/12,-24.84,-3.18,0.0,20.26,-10.36,-1.42,9.35,3.45,3.81,16.21,17.99,1.14,95.04,3.92,1.35,4.69,1.89,2.46,3.42,8.82,7.12,1.46,0.5,193.52,0.0,0.0,0.0,28.79,126.13,807.0,-1578.75,385.32,435.09,18.33,57.28,36.53,128.15,73.14,9.46,195.42,224.23,173.78,-1.45,-2.23,-0.92,-0.59,19892.74,4017.03,5.426064146146365,5.990795424635624,0
56,(주)TCC스틸,2710,2017/12,-1.49,-47.19,-90.98,-2.32,-11.94,2.17,8.79,2.07,0.38,7.94,1.5,0.83,98.42,2.38,1.39,3.83,2.19,3.25,5.74,7.48,7.42,1.58,0.0,107.23,0.0,0.0,0.0,22.06,104.36,0.0,-52.32,374.6,350.73,15.71,77.14,36.21,75.13,42.16,5.42,0.0,238.94,176.16,-10.25,-14.19,-6.54,-4.66,17516.84,3882.92,2.908745243055304,0.5395580376855441,0
57,(주)TCC스틸,2710,2018/12,9.36,110.7,537.96,11.28,5.57,-2.12,8.54,4.13,2.36,16.03,9.19,0.69,96.4,7.28,1.42,3.88,2.23,3.03,5.49,6.78,9.16,1.57,2.5,159.09,0.0,0.0,0.0,24.93,136.75,0.0,961.93,419.24,509.41,18.39,69.01,36.83,163.32,89.05,24.95,117.3,127.35,171.53,5.28,8.27,3.33,2.46,18492.84,4197.84,5.604210745295732,3.2006957349610685,0
58,(주)TCC스틸,2710,2019/12,3.09,-24.73,-48.34,4.11,5.81,-0.72,7.22,2.94,1.15,11.22,4.42,0.83,97.6,6.27,1.41,3.82,2.24,2.9,5.49,6.17,10.03,1.56,0.44,153.51,162.25,56.99,982.78,23.69,131.01,237.0,-301.97,439.86,444.25,17.03,72.07,37.19,89.76,46.01,9.02,0.0,152.02,168.92,3.74,5.45,2.35,1.69,19566.92,4207.54,4.091584112638625,1.603152542967215,0
59,(주)TCC스틸,2710,2020/12,-2.37,-92.45,0.0,0.58,-1.23,-1.45,4.74,0.22,-0.39,0.82,-1.3,1.08,100.1,4.4,1.39,3.63,2.25,3.02,5.43,6.81,8.89,1.47,0.0,118.93,170.98,51.57,963.85,20.58,103.25,-68.0,-243.13,415.07,413.69,14.62,82.66,39.49,102.32,61.77,10.39,1749.73,275.16,153.25,-3.32,-4.39,-2.01,-1.43,18773.82,4077.2,0.3165117291515411,-0.5500931917444543,0
60,(주)TCC스틸,2710,2021/12,19.64,2536.42,0.0,28.74,24.28,2.21,9.11,4.77,5.35,18.52,21.49,0.8,93.06,24.81,1.59,3.88,2.7,3.17,5.11,8.33,8.23,1.76,0.0,279.58,0.0,0.0,0.0,30.7,195.36,1242.0,324.71,547.46,825.31,21.0,54.82,42.3,145.64,91.79,30.1,118.0,231.55,136.42,0.48,0.81,0.28,0.19,22836.22,5116.99,6.974918556128918,7.826577637507638,0
61,(주)TCC스틸,2710,2022/12,38.28,71.82,1.86,35.05,27.53,-0.72,11.51,6.43,4.32,24.16,16.54,0.93,94.98,30.32,1.57,3.76,2.68,2.86,4.78,7.14,7.78,1.58,0.83,267.71,0.0,0.0,0.0,23.05,196.75,1239.0,-484.55,707.73,760.5,17.09,58.0,41.15,109.72,63.23,12.94,478.38,148.01,143.04,-0.74,-1.18,-0.43,-0.32,27549.29,6711.05,8.666944349905298,5.826169111622464,0
73,(주)갤럭시아에스엠,11420,2012/12,0.0,0.0,0.0,0.0,0.0,8.11,13.61,3.77,0.71,8.01,1.49,0.56,98.48,-6.74,1.25,2.12,3.05,2.22,2.23,1468.49,19.66,1.44,0.0,243.03,6.1,0.0,1004.25,25.7,333.76,19.0,142.77,149.31,380.87,20.53,39.78,58.91,184.17,183.89,58.88,0.33,142.92,69.76,15.5,81.2,6.37,5.09,2805.45,979.07,4.716722990425992,0.8845639125809659,0
74,(주)갤럭시아에스엠,11420,2013/12,-14.42,-63.98,0.0,-12.13,-15.64,25.0,10.06,1.61,-3.74,3.15,-7.07,0.31,103.29,-13.86,1.14,1.96,2.71,2.08,2.09,566.87,19.33,1.3,0.0,78.57,5.16,0.0,683.18,12.06,146.82,-83.0,230.71,119.07,168.88,9.78,83.11,57.11,147.37,146.43,23.83,1.98,127.16,75.11,22.7,82.85,9.74,7.89,2366.54,954.81,1.9851918862947049,-4.614516313135511,0
75,(주)갤럭시아에스엠,11420,2014/12,20.29,0.0,0.0,7.97,-5.49,26.0,8.36,-0.96,-0.58,-1.89,-1.14,0.7,100.3,-17.29,1.06,1.96,2.3,1.88,1.91,138.2,15.81,1.13,0.01,53.97,2.7,0.0,643.31,12.1,179.31,-13.0,-3.59,136.52,194.48,12.48,86.27,51.26,149.66,146.81,14.51,5.73,148.39,95.1,10.1,50.53,4.92,5.08,2236.52,941.98,-0.934927929399247,-0.5638325754529998,0
76,(주)갤럭시아에스엠,11420,2015/12,51.71,0.0,0.0,114.34,42.35,47.62,10.35,3.36,2.98,5.76,5.11,0.24,95.97,-2.9,1.1,1.71,3.05,1.76,1.77,240.27,15.36,1.18,0.0,109.86,4.61,0.0,722.54,15.59,368.5,85.0,110.97,261.09,445.56,17.14,60.86,72.41,263.29,263.23,130.53,0.04,158.1,38.09,6.28,86.36,1.73,1.91,2827.82,2148.54,3.05886302314709,2.713429349184486,0
77,(주)갤럭시아에스엠,11420,2016/12,-14.91,-276.76,-183.84,-9.84,-15.76,15.05,1.8,-7.06,-2.97,-7.85,-3.3,-0.15,103.2,-9.03,0.83,1.11,3.23,1.28,1.28,9330.64,9.63,0.94,0.0,46.85,4.38,0.0,521.73,9.68,218.57,-57.0,-43.4,225.57,273.46,10.75,122.58,76.73,304.3,304.3,155.01,0.0,147.38,30.32,4.62,149.54,1.07,1.19,1910.24,1532.92,-6.354504297625002,-2.673677019911812,0
81,(주)갤럭시아에스엠,11420,2020/12,1.11,0.0,0.0,-4.95,-32.0,-33.06,14.71,7.04,5.04,6.47,4.63,0.01,93.72,-125.58,0.69,0.92,2.74,1.4,1.4,0.0,5.97,0.96,0.0,66.13,0.0,0.0,0.0,18.76,192.96,36.0,104.15,50.42,0.0,27.41,76.98,72.56,221.64,221.64,81.96,0.0,522.7,37.82,23.58,68.44,6.47,9.45,709.25,703.85,4.815742145290694,3.44570076679186,0
82,(주)갤럭시아에스엠,11420,2021/12,43.24,151.06,274.19,59.51,47.9,13.58,27.25,11.95,12.74,12.84,13.69,0.03,89.57,-67.59,0.83,1.07,3.68,1.89,2.21,13.01,11.3,1.3,0.0,79.25,0.0,0.0,0.0,17.83,212.2,134.0,58.51,139.93,0.0,25.23,58.43,80.81,222.91,162.1,54.87,49.47,187.09,23.75,28.54,99.6,5.48,7.75,1049.0,1151.44,8.440965320091118,9.001640142556928,0
83,(주)갤럭시아에스엠,11420,2022/12,41.47,20.92,25.3,0.86,4.13,-33.7,33.34,13.87,15.33,12.58,13.9,0.54,85.47,-53.18,0.61,0.91,1.86,2.0,3.19,5.38,7.37,0.98,0.0,130.82,0.0,0.0,0.0,13.79,467.01,167.0,31.64,141.99,0.0,26.52,42.94,57.61,57.09,29.16,3.12,0.0,540.6,73.59,5.06,7.0,2.15,4.13,1092.35,1161.72,7.2147384930463,7.972469528547875,0
185,(주)국보,1140,2012/12,-0.38,-21.4,0.0,-2.01,-6.35,-8.33,7.82,1.12,-0.71,4.0,-2.62,1.36,98.67,44.5,1.24,3.58,1.9,3.04,3.1,172.5,4.18,1.3,0.01,76.02,210.33,1.82,533.82,15.92,42.13,-887.0,-3517.82,562.28,4893.37,12.82,67.71,34.31,73.5,72.1,2.28,0.0,136.99,191.46,-0.28,-0.56,-0.18,-0.15,119091.37,22577.59,1.386672627858753,-0.8879236629256552,0
186,(주)국보,1140,2013/12,-0.18,-46.48,0.0,-11.93,-4.31,-1.7,7.98,0.62,-3.29,2.3,-12.14,1.18,104.91,36.39,1.19,3.68,1.76,3.06,3.12,156.97,4.28,1.26,0.01,39.7,243.64,0.21,548.64,8.36,19.43,-3820.0,2735.06,484.02,22699.97,7.02,128.8,30.28,67.35,66.0,1.05,0.0,134.39,230.27,-0.59,-1.21,-0.41,-0.34,113961.83,19356.14,0.7435428265520923,-3.912584953895213,0
187,(주)국보,1140,2014/12,-7.44,0.0,0.0,-23.9,-16.7,-1.73,6.12,-2.47,-7.18,-9.2,-26.58,1.42,108.21,15.35,1.03,3.72,1.42,2.82,2.88,137.99,4.15,1.08,0.01,23.97,242.27,0.15,515.28,5.73,12.62,-6895.0,-231.76,345.91,21026.87,5.34,201.08,24.86,57.27,56.06,1.15,0.0,134.87,302.32,1.88,3.93,1.41,1.32,94928.25,14864.32,-2.647227856619043,-7.691308598023007,0
188,(주)국보,1140,2015/12,-8.7,0.0,0.0,-18.54,-6.05,8.24,6.41,-2.69,-4.41,-12.0,-19.61,1.32,104.86,2.6,1.05,4.47,1.38,3.14,3.19,169.91,4.8,1.1,0.01,39.92,219.62,0.07,435.64,9.83,20.2,-3989.0,-814.78,264.41,61216.66,8.91,125.59,22.16,51.02,50.23,0.83,0.0,138.47,351.32,-0.83,-1.77,-0.65,-0.59,89183.48,11447.39,-2.963657723029636,-4.867005695992118,0
189,(주)국보,1140,2016/12,-2.14,0.0,0.0,-17.39,-4.68,-22.83,8.86,0.23,-4.79,1.21,-25.32,1.38,104.92,-30.42,1.06,5.19,1.34,3.31,3.36,221.13,4.98,1.09,0.0,34.5,279.24,0.01,545.69,8.51,17.46,-4221.0,493.83,197.23,361142.99,7.93,129.35,18.79,47.45,46.76,0.59,0.0,104.9,432.28,-0.25,-0.56,-0.2,-0.19,85012.15,8360.37,0.2510242207595339,-5.14983312955692,0
190,(주)국보,1140,2017/12,-9.89,-2027.47,0.0,17.3,-10.39,-10.56,7.56,-5.03,-3.69,-23.75,-17.16,1.39,106.08,-40.75,1.01,4.72,1.29,3.51,3.57,200.11,5.05,1.08,0.0,32.36,0.0,0.0,0.0,6.67,12.42,-2063.0,-2265.22,111.93,34932488.57,6.25,163.41,24.36,40.45,39.56,2.16,0.0,90.27,310.51,-2.34,-4.64,-1.77,-1.66,57118.09,8031.32,-5.369249177393747,-3.94402524246907,0
194,(주)국보,1140,2021/12,12.65,0.0,0.0,3.92,-11.9,-6.03,28.65,-8.27,-18.24,-25.56,-57.13,3.42,116.26,-132.03,1.0,3.09,1.48,1.76,3.42,3.63,8.24,0.86,0.42,-22.94,0.0,0.0,0.0,1.93,13.58,-305.0,33.35,-4.5,28.06,2.04,514.33,31.12,97.28,51.97,10.49,0.0,154.81,221.31,-6.1,-9.74,-4.2,-4.44,1588.36,488.78,-7.827558771664185,-17.269276537411656,1
195,(주)국보,1140,2022/12,7.47,0.0,0.0,37.28,5.58,-2.75,28.26,-13.71,-23.89,-37.42,-64.68,2.97,123.02,-167.74,0.96,2.73,1.49,1.7,3.16,3.7,9.54,0.87,0.35,-105.12,0.0,0.0,0.0,-2.66,-41.12,-314.0,18.42,-18.0,-1499.72,-2.86,0.0,39.19,110.7,60.41,15.66,470.19,74.91,155.2,2.61,4.51,1.59,1.71,1293.99,493.02,-12.750951815559883,-22.21895547442251,1
196,(주)금양,1570,2012/12,-2.49,-4.87,24.99,-0.74,11.93,5.33,16.62,5.38,3.02,14.58,8.23,2.92,95.4,30.18,0.95,2.71,1.47,1.72,2.13,8.79,4.4,0.88,0.0,153.63,296.22,10.54,1610.09,12.75,38.77,110.0,91.56,145.76,180.1,13.24,37.84,35.7,109.45,87.92,27.17,227.85,675.08,180.08,1.78,2.09,1.14,1.19,3123.13,1120.22,5.1851584956741785,2.914311677724552,0
197,(주)금양,1570,2013/12,15.33,-14.66,-82.25,-0.19,27.17,7.59,13.1,3.61,0.46,12.39,1.47,1.98,98.92,30.17,1.14,3.43,1.7,1.95,2.48,9.04,4.48,1.01,0.0,116.99,272.78,8.56,1676.3,10.04,36.78,20.0,-429.62,145.34,198.73,9.45,43.63,30.97,108.21,83.38,13.2,302.3,754.2,222.94,-6.55,-7.71,-4.52,-4.26,3971.82,1115.77,3.836650352323391,0.4888905849151093,0
198,(주)금양,1570,2014/12,8.92,-8.52,0.0,-2.4,1.44,20.0,12.67,3.26,-0.07,11.47,-0.25,1.81,99.53,31.44,1.03,3.52,1.46,1.57,2.03,6.88,4.07,0.88,0.0,112.34,226.35,6.83,1422.9,9.37,41.25,-3.0,867.8,139.87,308.16,9.47,49.39,27.76,151.0,116.86,39.31,66.94,386.66,260.18,7.45,11.49,5.38,5.44,4028.9,1129.87,3.222336963948889,-0.069784431406998,0
199,(주)금양,1570,2015/12,3.22,32.77,0.0,30.77,0.28,-0.98,14.41,4.31,9.1,13.38,28.69,1.24,88.76,31.33,0.98,3.1,1.42,1.39,1.75,6.78,4.47,0.8,0.0,118.84,244.06,22.45,1559.08,21.13,95.69,430.0,185.68,208.17,534.18,21.98,22.99,35.04,121.07,98.69,26.02,106.24,286.73,185.41,19.29,25.96,12.53,13.04,4040.31,1135.5,4.144754640025575,8.750975803884566,0
200,(주)금양,1570,2016/12,8.16,76.9,-241.36,-40.91,6.09,12.87,18.47,7.19,-12.17,26.24,-44.99,1.86,114.92,-51.46,0.98,3.65,1.34,1.61,2.0,8.29,4.47,0.77,0.0,-175.68,0.0,0.0,0.0,-5.64,-20.87,-608.0,204.11,89.42,-103.08,-5.98,0.0,19.27,69.19,54.92,12.95,0.0,604.26,418.85,5.31,8.29,4.29,4.55,4286.34,565.09,6.778828991991376,-11.473491768690083,0
201,(주)금양,1570,2017/12,9.6,8.36,0.0,68.62,6.93,-4.39,19.66,7.29,10.34,28.54,41.19,1.71,84.57,-34.73,0.96,3.92,1.28,1.62,1.99,8.65,4.2,0.74,0.0,135.75,0.0,0.0,0.0,26.39,111.39,517.0,-518.01,183.0,603.76,28.68,22.76,29.37,101.4,83.84,11.42,1251.15,439.26,240.45,-5.09,-9.98,-3.59,-3.91,4223.21,731.7,6.7017032779089325,9.50890177533681,0
202,(주)금양,1570,2018/12,4.43,2.93,8.43,38.4,13.9,-4.59,19.68,6.58,9.86,19.74,29.84,1.46,88.1,10.36,1.03,3.0,1.56,1.58,1.93,8.74,4.61,0.82,0.0,323.86,246.78,23.89,1495.26,22.03,97.83,533.0,401.75,278.68,521.31,21.95,23.78,38.8,112.96,91.66,19.65,164.34,372.63,157.72,-1.9,-3.29,-1.16,-1.16,4752.67,1067.17,6.605387663455977,9.890409846301411,0
203,(주)금양,1570,2019/12,9.5,-31.9,0.0,-14.15,-15.93,-7.69,20.74,5.33,-6.31,12.47,-14.85,1.4,107.21,-32.08,0.81,2.34,1.23,1.33,1.66,6.72,3.99,0.67,0.0,-37.78,296.33,52.57,1790.96,2.29,10.87,-279.0,-13.6,220.56,55.63,2.97,246.14,30.46,92.93,73.66,20.92,0.0,596.17,228.35,5.38,9.39,3.74,4.85,3921.25,794.67,4.108068261112375,-4.863020015739719,0
215,(주)까뮤이앤씨,13700,2012/12,-18.24,0.0,0.0,-11.54,1.03,0.0,7.12,4.26,-5.1,8.92,-10.69,8.28,103.66,-11.27,0.4,2.1,0.5,0.93,0.98,18.25,3.48,0.36,0.06,175.14,393.77,5.33,2543.52,6.89,44.48,-1028.0,687.86,80.56,3284.53,15.4,49.44,20.03,94.06,89.89,2.54,0.0,90.33,399.18,-5.29,-7.85,-4.23,-9.46,20148.84,8991.45,1.903977225878024,-2.281323118755801,0
216,(주)까뮤이앤씨,13700,2013/12,-17.62,0.0,0.0,-17.29,-8.14,-3.75,4.22,-1.3,-14.41,-2.91,-32.35,9.36,111.07,-28.83,0.45,2.24,0.56,0.73,0.75,25.93,7.07,0.35,0.04,93.11,453.13,6.12,2177.08,4.28,20.55,-2668.0,-2270.99,49.34,1521.67,8.58,99.12,20.11,93.34,92.36,2.42,0.0,113.81,397.2,-2.67,-5.32,-2.13,-4.28,18508.15,7430.49,-0.647521731510885,-7.185418026837881,0
217,(주)까뮤이앤씨,13700,2014/12,-22.66,0.0,0.0,5.88,47.86,68.83,6.62,2.31,1.85,8.21,6.58,5.62,98.28,5.25,0.83,3.56,1.08,1.72,1.75,92.72,12.4,0.72,0.01,164.11,269.97,3.14,997.29,16.46,60.79,506.0,2867.92,58.12,5221.67,17.27,40.63,27.53,41.92,40.08,5.3,0.0,31.15,263.19,1.43,5.83,1.04,1.09,27366.93,7797.39,2.1982390451282026,1.7627859875586405,0
218,(주)까뮤이앤씨,13700,2015/12,-0.14,41.39,126.18,28.26,7.12,22.31,8.19,3.04,3.9,9.89,12.69,1.63,95.86,13.16,1.02,3.25,1.49,2.71,2.8,90.94,16.17,1.09,0.01,153.61,273.55,6.99,814.25,18.87,56.16,1145.0,1742.95,102.81,2197.3,18.45,41.84,35.37,100.49,98.26,5.15,453.61,39.92,182.76,12.44,52.75,8.04,7.86,29316.42,9887.38,3.112573295170752,3.992603119358893,0
219,(주)까뮤이앤씨,13700,2016/12,10.44,10.27,-37.0,11.63,5.54,1.26,8.0,3.18,2.33,9.17,6.72,1.17,97.3,16.83,1.03,2.88,1.59,2.57,2.64,101.28,9.59,1.11,0.01,136.06,300.99,5.83,888.06,15.32,45.21,729.0,-2156.92,130.97,2334.48,15.68,53.52,35.75,56.62,54.93,0.16,0.0,76.09,179.73,-1.02,-2.81,-0.65,-0.67,30941.53,11075.49,3.1077379954977533,2.277444037385284,0
220,(주)까뮤이앤씨,13700,2017/12,-2.13,127.11,159.1,15.64,23.24,0.62,10.95,5.86,4.9,18.31,15.31,0.94,95.17,27.67,1.22,3.12,1.99,3.96,4.1,121.29,8.3,1.45,0.01,175.7,306.3,12.38,863.81,20.34,57.36,1904.0,1805.24,166.38,1419.48,16.53,47.13,42.24,59.13,57.01,7.87,0.0,82.79,136.76,-0.98,-3.2,-0.57,-0.46,38132.48,12731.82,7.211295750908992,6.0289694152257365,0
221,(주)까뮤이앤씨,13700,2018/12,1.65,-59.86,-79.39,0.77,-32.46,9.26,10.14,3.48,1.5,6.83,2.93,1.33,96.49,31.27,0.82,1.96,1.42,2.77,2.89,67.2,5.97,1.08,0.01,135.39,282.37,9.22,803.62,16.85,47.95,39.0,-1507.7,168.4,1468.82,20.61,56.57,41.87,68.69,65.51,5.61,0.0,68.09,138.81,0.81,2.03,0.47,0.58,25756.58,12779.25,2.847580861033108,1.2224366287513355,0
222,(주)까뮤이앤씨,13700,2019/12,18.73,266.52,676.1,19.09,143.7,-5.65,9.97,5.24,4.76,22.75,20.68,0.33,94.92,42.22,1.82,4.34,3.14,4.82,4.96,176.64,14.13,2.44,0.01,222.79,299.21,9.34,1011.23,22.03,74.46,305.0,168.94,218.76,2384.3,13.13,45.85,42.0,141.39,139.07,34.82,5.61,111.81,138.08,0.42,0.95,0.24,0.14,6277.0,1527.64,8.79075020692529,7.990984897235381,0
223,(주)까뮤이앤씨,13700,2020/12,-1.57,-81.02,-31.81,16.68,-42.94,-8.98,8.06,1.74,5.69,3.67,11.98,0.6,94.31,46.15,0.97,2.1,1.78,2.54,2.6,121.7,6.51,1.41,0.01,205.84,349.46,11.51,1093.54,18.82,58.9,208.0,-487.72,271.17,1789.0,19.35,51.78,49.79,105.83,102.94,8.69,49.49,258.07,100.83,-8.62,-14.59,-4.33,-4.45,3581.85,1796.51,1.6954325447345648,5.536543387804292,0
239,(주)남선알미늄,8350,2014/12,1.16,2.41,82.32,23.49,-3.42,-0.46,11.39,4.08,5.16,17.6,22.24,0.82,96.58,26.44,1.43,4.31,2.14,2.91,3.51,17.23,4.15,1.4,0.1,105.26,104.01,15.26,373.75,28.16,101.2,159.0,123.27,58.33,689.76,19.83,69.23,36.4,96.51,78.98,1.61,0.0,304.45,174.75,9.61,20.0,6.11,4.3,3088.99,790.97,5.795333356233169,7.325271329235345,0
240,(주)남선알미늄,8350,2015/12,19.05,22.78,-15.47,17.84,2.64,-8.86,12.55,4.88,4.25,17.95,15.62,0.57,94.91,36.61,1.33,3.68,2.09,2.53,3.35,10.36,4.39,1.28,1.22,126.36,110.44,16.06,488.23,25.88,114.42,135.0,-129.75,86.57,786.73,21.14,64.23,36.02,107.58,76.34,6.16,412.14,331.37,177.59,-0.2,-0.36,-0.13,-0.1,3170.67,932.18,5.97715476828572,5.201525640149542,0
241,(주)남선알미늄,8350,2016/12,-0.94,41.39,37.08,18.92,14.39,2.56,11.74,6.03,5.09,21.43,18.08,0.35,92.65,46.42,1.41,3.55,2.33,2.69,3.84,9.01,4.96,1.39,0.0,139.4,105.44,14.18,471.57,29.56,132.2,185.0,373.87,121.87,983.29,20.91,59.57,43.25,106.64,73.73,0.73,495.93,263.23,131.23,8.38,20.24,4.76,3.37,3626.98,1108.72,8.531511262244686,7.197829321971852,0
242,(주)남선알미늄,8350,2017/12,0.44,-14.18,6.58,20.59,-0.02,-3.0,11.05,5.18,5.43,15.35,16.08,0.34,93.05,56.01,1.41,2.96,2.69,2.89,3.81,11.94,4.92,1.56,0.31,144.25,106.18,14.23,488.25,29.55,135.85,197.0,273.95,167.56,1014.03,20.99,57.96,51.93,130.39,107.44,3.76,75.51,294.3,92.58,26.15,67.58,12.57,8.93,3626.38,1337.18,7.289700918780434,7.638308713672649,0
243,(주)남선알미늄,8350,2018/12,0.0,0.0,0.0,0.0,0.0,8.4,10.03,2.71,7.25,5.59,14.95,0.33,91.61,64.71,1.15,2.06,2.59,2.7,3.1,20.6,4.88,1.58,0.08,124.61,0.0,0.0,0.0,25.94,103.42,228.0,219.12,205.41,624.53,22.6,51.3,55.68,141.88,123.31,14.89,44.35,254.21,79.6,18.03,52.2,7.99,6.96,3148.2,1527.85,3.110664468184998,8.322969903502827,0
244,(주)남선알미늄,8350,2019/12,-2.47,22.84,-42.59,6.15,-6.63,-2.06,10.74,3.57,4.46,6.66,8.33,0.22,94.52,66.21,1.09,1.87,2.59,2.61,3.01,19.32,5.08,1.57,0.08,96.76,0.0,0.0,0.0,22.86,91.96,131.0,250.31,224.2,605.15,20.8,63.19,60.6,164.72,141.79,37.84,35.42,238.2,65.01,22.27,72.87,8.77,7.98,2939.55,1595.58,3.9180104497192927,4.899477416583237,0
