,회사명,거래소코드,회계년도,외환보유액(천달러),경기동행지수,총자본투자효율,CASH FLOW 대 총자본비율,CASH FLOW 대 부채비율,부가가치율,타인자본회전률,자기자본정상영업이익률,순운전자본회전률,당좌비율,순이익증가율,정상영업이익증가율,부실
1961,(주)상아프론테크,89980,2016,361701404,94.1,26.1,2.97,5.78,33.73,1.63,9.52,1.01,90.13,-30.43478371522643,-9.63,0.0
1962,(주)상아프론테크,89980,2017,379476576,97.3,24.79,6.37,12.69,35.59,1.43,10.39,0.86,104.78,36.59724114970997,18.73,0.0
1963,(주)상아프론테크,89980,2018,393332482,98.7,26.53,6.83,13.63,34.83,1.58,12.37,0.86,81.62,61.55142239185307,30.98,0.0
1964,(주)상아프론테크,89980,2019,397876077,101.2,24.22,2.21,5.25,32.3,1.66,11.32,0.8,114.49,3.233612540941759,5.27,0.0
1965,(주)상아프론테크,89980,2020,430117234,101.6,18.49,2.82,5.99,34.17,1.29,5.03,0.64,138.26,-81.37217328030889,-50.4,0.0
1966,(주)상아프론테크,89980,2021,438319248,106.3,19.33,5.21,12.07,34.6,1.32,7.22,0.7,130.92,300.8235314909735,62.06,0.0
1967,(주)상아프론테크,89980,2022,399043064,108.8,19.2,5.43,12.08,35.61,1.25,7.04,0.65,79.35,-20.14163771892553,7.85,0.0
1968,(주)새로닉스,42600,2012,316897731,82.1,42.9,2.23,5.02,29.54,3.79,6.71,2.46,121.68,69.14107906805586,4696.58,0.0
1969,(주)새로닉스,42600,2013,335647450,85.0,43.08,5.01,11.68,30.85,3.18,8.8,2.08,114.89,-40.84323775892057,22.95,0.0
1970,(주)새로닉스,42600,2014,353600472,87.2,40.08,8.6,23.86,26.73,3.94,20.14,2.14,128.93,1162.389400194127,153.97,0.0
1971,(주)새로닉스,42600,2015,358513845,91.0,29.69,11.51,33.28,22.6,3.91,15.14,1.89,306.94,-30.83636722285345,-12.66,0.0
1972,(주)새로닉스,42600,2016,361701404,94.1,34.52,8.57,27.33,32.82,3.39,6.32,1.67,206.41,86.06922099719921,-51.65,0.0
1973,(주)새로닉스,42600,2017,379476576,97.3,21.85,1.32,3.42,20.19,3.15,0.21,1.66,112.96,-89.06271330196836,-96.52,0.0
1974,(주)새로닉스,42600,2018,393332482,98.7,23.98,-2.37,-6.04,22.16,2.94,5.76,1.55,116.72,493.6767662706646,2694.77,0.0
1975,(주)새로닉스,42600,2019,397876077,101.2,21.19,3.88,9.88,17.42,3.13,0.1,1.65,126.83,-124.7967055035305,-98.2,0.0
1976,(주)새로닉스,42600,2020,430117234,101.6,21.24,5.46,12.4,18.08,2.86,2.57,1.71,81.99,14.14216645886446,2502.96,0.0
1977,(주)새로닉스,42600,2021,438319248,106.3,33.97,1.31,2.5,41.1,2.1,-0.67,1.52,45.21,1891.396354506007,0.0,0.0
1978,(주)새로닉스,42600,2022,399043064,108.8,44.66,0.77,1.87,71.12,1.65,0.3,1.37,49.32,216.6911523309967,0.0,0.0
1979,(주)새빗켐,107600,2022,399043064,108.8,19.82,3.95,13.37,36.9,2.7,26.22,0.96,533.87,74.12,84.11,0.0
1980,(주)샘씨엔에스,252990,2021,438319248,106.3,17.52,8.66,25.92,59.2,1.25,20.72,0.62,2058.27,97.37,74.56,0.0
1981,(주)샘씨엔에스,252990,2022,399043064,108.8,16.23,8.35,18.94,64.86,0.71,13.6,0.41,626.41,0.0,9.33,0.0
1982,(주)서린바이오사이언스,38070,2012,316897731,82.1,21.44,7.16,20.97,22.74,3.3,16.3,1.32,273.67,0.0,49.23,0.0
1983,(주)서린바이오사이언스,38070,2013,335647450,85.0,18.0,8.18,26.24,25.76,2.24,10.29,0.86,397.66,-95.4625691819187,0.0,0.0
1984,(주)서린바이오사이언스,38070,2014,353600472,87.2,15.87,6.32,21.84,25.59,2.07,6.37,0.74,267.81,-35.53960922462181,-36.86,0.0
1985,(주)서린바이오사이언스,38070,2015,358513845,91.0,13.28,5.19,17.33,21.09,2.23,3.93,0.77,239.71,-34.33152830924605,-34.91,0.0
1986,(주)서린바이오사이언스,38070,2016,361701404,94.1,17.29,5.17,20.48,25.61,2.46,4.53,0.87,240.42,136.088536579826,23.74,0.0
1987,(주)서린바이오사이언스,38070,2017,379476576,97.3,13.94,2.85,11.12,23.23,2.43,2.26,0.93,144.34,-45.43943441915594,-46.79,0.0
1988,(주)서린바이오사이언스,38070,2018,393332482,98.7,15.05,3.82,16.75,21.61,2.88,3.24,1.1,138.38,27.12657744055572,51.55,0.0
1989,(주)서린바이오사이언스,38070,2019,397876077,101.2,22.28,7.12,29.56,33.05,3.04,3.09,1.04,202.01,208.1835699575599,2.83,0.0
1990,(주)서린바이오사이언스,38070,2020,430117234,101.6,17.14,7.03,32.63,20.6,3.59,7.29,1.14,219.56,-45.98124035370652,147.99,0.0
1991,(주)서린바이오사이언스,38070,2021,438319248,106.3,22.43,4.61,10.49,37.94,2.1,10.53,0.89,350.35,228.4438544633337,62.32,0.0
1992,(주)서린바이오사이언스,38070,2022,399043064,108.8,18.13,1.69,4.88,23.88,1.92,10.42,0.79,146.04,-36.72575912508933,18.23,0.0
1993,(주)서산,79650,2012,316897731,82.1,45.91,14.68,93.38,35.47,9.11,28.72,2.06,280.35,62.58426670333169,66.7,0.0
1994,(주)서산,79650,2013,335647450,85.0,42.46,13.56,116.83,34.47,9.64,21.82,2.07,367.32,-13.10831525771874,-7.44,0.0
1995,(주)서산,79650,2014,353600472,87.2,41.37,12.35,102.71,36.75,10.42,21.92,1.85,455.43,31.78186557818316,20.03,0.0
1996,(주)서산,79650,2015,358513845,91.0,39.77,17.79,130.95,38.86,8.81,24.55,1.54,419.14,32.26456668975853,36.23,0.0
1997,(주)서산,79650,2016,361701404,94.1,36.97,18.21,197.1,40.39,8.54,21.22,1.32,610.87,-5.488183497080003,3.27,0.0
1998,(주)서산,79650,2017,379476576,97.3,25.53,9.91,129.4,32.21,9.53,6.41,1.12,778.44,-63.85618775551999,-66.65,0.0
1999,(주)서산,79650,2018,393332482,98.7,14.95,4.45,65.53,22.28,9.2,-2.16,1.15,449.69,-125.8047253750773,-134.39,0.0
2000,(주)서산,79650,2019,397876077,101.2,10.52,1.1,16.73,23.93,6.43,-4.29,1.0,504.05,-80.47207764483434,0.0,0.0
2001,(주)서산,79650,2020,430117234,101.6,1.21,-0.26,-2.28,3.37,3.86,-8.04,0.59,634.44,-344.8909792766452,0.0,0.0
2002,(주)서산,79650,2021,438319248,106.3,16.39,3.59,39.42,33.07,4.89,4.45,0.66,728.67,140.3042842972669,0.0,0.0
2003,(주)서산,79650,2022,399043064,108.8,11.66,2.48,40.32,26.47,5.72,-0.47,0.57,1008.75,-75.2528944221375,0.0,0.0
2004,(주)서연,7860,2012,316897731,82.1,30.44,5.1,7.87,20.09,2.5,18.43,1.53,84.67,-17.66585304202895,-3.63,0.0
2005,(주)서연,7860,2013,335647450,85.0,36.22,7.46,11.52,23.4,2.78,34.68,1.68,91.23,84.97165425700769,135.5,0.0
2006,(주)서연,7860,2014,353600472,87.2,25.77,7.52,12.35,29.65,1.51,17.15,0.87,93.54,155.5437552107724,-33.43,0.0
2007,(주)서연,7860,2015,358513845,91.0,25.9,5.68,9.13,21.93,2.05,14.7,1.2,83.61,-63.24724617336906,2.64,0.0
2008,(주)서연,7860,2016,361701404,94.1,25.87,5.22,8.23,23.8,1.83,12.36,1.13,83.98,40.54075581852582,-7.58,0.0
2009,(주)서연,7860,2017,379476576,97.3,19.07,5.74,8.98,18.12,1.61,-2.49,1.0,77.59,-116.7508050414639,-120.31,0.0
2010,(주)서연,7860,2018,393332482,98.7,21.39,4.54,7.0,20.22,1.62,0.72,1.04,71.48,-94.77950339272384,0.0,0.0
2011,(주)서연,7860,2019,397876077,101.2,16.72,6.26,9.84,16.82,1.4,3.78,0.94,70.02,-120.7270002066344,372.56,0.0
2012,(주)서연,7860,2020,430117234,101.6,19.21,8.76,14.23,18.47,1.64,6.5,1.11,76.78,73.21002826651292,59.66,0.0
2013,(주)서연,7860,2021,438319248,106.3,24.7,8.13,14.12,21.3,1.94,9.66,1.28,77.41,273.368326072939,57.79,0.0
2014,(주)서연,7860,2022,399043064,108.8,29.29,9.62,16.94,20.93,2.55,19.74,1.57,86.94,123.9256068765063,125.36,0.0
2015,(주)서연이화,200880,2015,358513845,91.0,24.83,7.98,12.45,18.48,2.1,19.37,1.19,87.72,52.12328923417394,0.0,0.0
2016,(주)서연이화,200880,2016,361701404,94.1,26.87,7.01,11.25,20.15,2.17,16.7,1.23,87.95,15.46092280353564,-8.98,0.0
2017,(주)서연이화,200880,2017,379476576,97.3,17.29,7.29,11.78,15.2,1.81,-1.8,1.0,88.43,-67.62424270188838,-111.3,0.0
2018,(주)서연이화,200880,2018,393332482,98.7,19.47,3.26,5.37,17.32,1.8,1.66,1.02,85.67,-126.6158013468583,0.0,0.0
2019,(주)서연이화,200880,2019,397876077,101.2,15.72,4.43,6.73,14.47,1.77,3.4,1.14,71.3,-497.3097176758804,96.35,0.0
2020,(주)서연이화,200880,2020,430117234,101.6,17.1,8.51,13.1,15.72,1.66,7.73,1.13,76.17,15.51937212769131,121.54,0.0
2021,(주)서연이화,200880,2021,438319248,106.3,23.66,8.47,13.88,19.43,1.93,9.92,1.3,74.07,172.8411830421183,36.12,0.0
2022,(주)서연이화,200880,2022,399043064,108.8,28.6,10.51,17.29,19.41,2.51,20.72,1.58,82.79,103.323423967146,128.41,0.0
2023,(주)서연탑메탈,19770,2012,316897731,82.1,26.7,0.72,2.2,19.33,4.77,19.13,1.58,236.0,-17.01390508224105,-6.56,0.0
2024,(주)서연탑메탈,19770,2013,335647450,85.0,24.76,2.93,7.96,16.68,4.61,13.39,1.67,187.77,-6.694621703551751,-22.03,0.0
2025,(주)서연탑메탈,19770,2014,353600472,87.2,25.5,9.25,24.19,18.76,3.89,17.84,1.49,157.43,36.16345172706684,49.86,0.0
2026,(주)서연탑메탈,19770,2015,358513845,91.0,13.68,4.76,8.93,14.95,2.25,4.46,1.17,155.62,-98.32646247140052,-73.01,0.0
2027,(주)서연탑메탈,19770,2016,361701404,94.1,14.88,-0.68,-1.1,14.81,1.85,7.21,1.21,126.77,-657.7418335392307,58.59,0.0
2028,(주)서연탑메탈,19770,2017,379476576,97.3,18.37,-1.74,-2.83,18.04,1.65,7.3,1.05,93.39,540.2259891662013,-1.29,0.0
2029,(주)서연탑메탈,19770,2018,393332482,98.7,14.92,6.62,11.54,16.73,1.33,-1.61,0.78,89.52,-344.6550813877622,-120.96,0.0
2030,(주)서연탑메탈,19770,2019,397876077,101.2,16.97,5.73,10.03,16.61,1.74,0.52,1.0,85.8,69.33114861041962,0.0,0.0
2031,(주)서연탑메탈,19770,2020,430117234,101.6,19.9,6.2,12.66,19.3,1.81,9.9,0.93,133.41,203.0671354595354,1805.94,0.0
2032,(주)서연탑메탈,19770,2021,438319248,106.3,21.91,-1.46,-3.71,17.75,3.13,9.93,1.24,160.97,15.04244552045656,0.0,0.0
2033,(주)서연탑메탈,19770,2022,399043064,108.8,15.84,3.75,8.96,12.77,3.15,3.68,1.25,152.1,-32.72916184423729,-62.49,0.0
2034,(주)서원인텍,93920,2012,316897731,82.1,40.99,12.97,44.78,22.98,6.84,15.87,2.19,217.71,5.088277527674253,17.23,0.0
2035,(주)서원인텍,93920,2013,335647450,85.0,43.9,15.53,47.46,21.64,7.41,31.23,2.54,142.12,155.0229818941123,128.64,0.0
2036,(주)서원인텍,93920,2014,353600472,87.2,43.14,20.76,70.59,22.01,6.74,19.76,2.26,179.6,14.92629263041017,-22.96,0.0
2037,(주)서원인텍,93920,2015,358513845,91.0,34.18,21.36,73.48,20.54,5.98,13.95,1.9,201.04,-19.76689911270943,-18.83,0.0
2038,(주)서원인텍,93920,2016,361701404,94.1,31.6,12.08,44.06,20.08,5.64,9.4,1.8,199.56,-22.22476688653374,-27.46,0.0
2039,(주)서원인텍,93920,2017,379476576,97.3,24.67,7.12,32.43,17.1,5.38,5.67,1.57,286.88,-83.67071838950925,-40.39,0.0
2040,(주)서원인텍,93920,2018,393332482,98.7,24.47,5.84,28.74,19.05,6.0,3.33,1.47,320.37,57.79226272636486,-43.48,0.0
2041,(주)서원인텍,93920,2019,397876077,101.2,27.63,10.44,51.85,18.37,7.61,10.77,1.71,304.88,155.3905460939546,231.06,0.0
2042,(주)서원인텍,93920,2020,430117234,101.6,23.62,13.35,75.96,15.61,8.17,11.12,1.65,400.36,33.6057281919958,9.43,0.0
2043,(주)서원인텍,93920,2021,438319248,106.3,23.04,6.43,37.55,17.44,7.79,7.62,1.41,412.31,-1.447837738871873,-27.26,0.0
2044,(주)서원인텍,93920,2022,399043064,108.8,24.27,5.25,30.33,18.32,8.05,11.91,1.41,415.71,39.04976989632164,67.67,0.0
2045,(주)서전기전,189860,2014,353600472,87.2,44.63,6.17,31.44,31.97,5.56,34.96,1.84,311.15,72.03,19.08,0.0
2046,(주)서전기전,189860,2015,358513845,91.0,19.97,7.73,45.81,17.37,5.97,-1.17,1.45,269.9,-98.4059467815542,0.0,0.0
2047,(주)서전기전,189860,2016,361701404,94.1,24.38,8.06,35.14,19.79,6.47,6.48,1.9,209.03,787.6227332331212,0.0,0.0
2048,(주)서전기전,189860,2017,379476576,97.3,22.17,3.23,14.16,19.26,5.25,6.92,1.72,190.18,0.0,-4.86,0.0
2049,(주)서전기전,189860,2018,393332482,98.7,24.24,4.78,16.13,22.18,4.5,14.53,1.71,123.97,0.0,126.57,0.0
2050,(주)서전기전,189860,2019,397876077,101.2,18.69,7.33,21.95,17.36,3.54,2.88,1.47,117.78,0.0,-79.04,0.0
2051,(주)서전기전,189860,2020,430117234,101.6,23.68,9.62,33.53,21.64,3.5,7.66,1.44,141.9,0.0,177.26,0.0
2052,(주)서전기전,189860,2021,438319248,106.3,15.96,4.26,16.16,15.41,3.56,-6.72,1.46,127.78,0.0,0.0,0.0
2053,(주)서전기전,189860,2022,399043064,108.8,11.25,-7.38,-22.25,11.31,3.35,-8.15,1.52,103.4,0.0,0.0,0.0
2054,(주)서플러스글로벌,140070,2017,379476576,97.3,21.83,-1.57,-5.38,30.34,2.69,32.3,0.87,127.7,39.47,36.21,0.0
2055,(주)서플러스글로벌,140070,2018,393332482,98.7,21.71,0.66,2.1,27.17,2.85,23.08,0.86,67.48,2.838388899808703,1.63,0.0
2056,(주)서플러스글로벌,140070,2019,397876077,101.2,9.25,6.26,20.82,14.99,1.98,2.17,0.64,87.04,-92.48218964278163,-89.99,0.0
2057,(주)서플러스글로벌,140070,2020,430117234,101.6,12.84,8.09,20.35,22.9,1.76,11.86,0.76,94.29,661.0191020599495,467.12,0.0
2058,(주)서플러스글로벌,140070,2021,438319248,106.3,19.34,5.14,12.4,25.9,2.03,20.72,1.1,65.53,138.4700968410419,99.45,0.0
2059,(주)서플러스글로벌,140070,2022,399043064,108.8,15.29,2.1,4.25,23.98,1.58,18.31,0.86,89.06,-7.358736870865598,3.75,0.0
2060,(주)서한,11370,2012,316897731,82.1,13.78,-3.91,-8.0,14.17,2.11,7.35,0.95,120.79,0.0,0.0,0.0
2061,(주)서한,11370,2013,335647450,85.0,18.44,-0.09,-0.17,12.77,3.15,18.52,1.44,135.75,0.0,180.51,0.0
2062,(주)서한,11370,2014,353600472,87.2,19.28,1.48,2.31,13.12,2.97,33.78,1.48,86.35,0.0,123.67,0.0
2063,(주)서한,11370,2015,358513845,91.0,16.89,0.85,1.36,15.08,1.97,29.73,0.96,90.76,0.0,12.72,0.0
2064,(주)서한,11370,2016,361701404,94.1,27.16,12.5,25.75,22.43,2.22,49.36,0.95,124.14,0.0,125.98,0.0
2065,(주)서한,11370,2017,379476576,97.3,33.93,12.73,47.3,25.15,3.46,41.34,1.18,238.6,0.0,15.24,0.0
2066,(주)서한,11370,2018,393332482,98.7,19.03,4.63,12.57,14.04,4.58,22.3,1.4,178.0,0.0,-36.77,0.0
2067,(주)서한,11370,2019,397876077,101.2,10.75,0.96,2.69,9.21,3.21,8.0,1.08,284.34,0.0,-63.14,0.0
2068,(주)서한,11370,2020,430117234,101.6,10.93,0.88,2.12,12.24,2.47,9.19,0.93,287.37,0.0,18.54,0.0
2069,(주)서한,11370,2021,438319248,106.3,12.34,-3.88,-7.45,15.3,1.97,16.43,0.82,192.89,0.0,95.94,0.0
2070,(주)서한,11370,2022,399043064,108.8,9.67,-15.96,-25.67,13.88,1.12,15.1,0.54,93.88,52.41717346102721,0.0,0.0
2071,(주)서흥,8490,2012,316897731,82.1,11.42,1.93,3.38,25.74,0.84,7.06,0.92,139.21,-112.1269145595007,-46.39,0.0
2072,(주)서흥,8490,2013,335647450,85.0,17.58,0.09,0.17,30.37,1.05,12.03,1.01,62.22,682.1595681418847,74.38,0.0
2073,(주)서흥,8490,2014,353600472,87.2,20.23,1.74,3.37,34.14,1.16,12.79,0.99,60.3,60.17844791061279,15.79,0.0
2074,(주)서흥,8490,2015,358513845,91.0,16.63,4.48,8.49,30.44,1.11,13.52,0.95,76.59,13.75507181838247,16.15,0.0
2075,(주)서흥,8490,2016,361701404,94.1,19.48,6.76,13.32,33.54,1.15,14.55,0.96,62.44,21.72965010247819,18.56,0.0
2076,(주)서흥,8490,2017,379476576,97.3,20.17,8.29,16.76,34.3,1.18,12.65,0.9,42.25,-14.0384301842685,-7.05,0.0
2077,(주)서흥,8490,2018,393332482,98.7,19.24,7.41,14.31,31.25,1.26,12.91,0.98,50.44,11.33132902314828,5.42,0.0
2078,(주)서흥,8490,2019,397876077,101.2,22.01,5.02,9.36,33.87,1.3,14.88,1.06,62.95,27.16366921495381,20.6,0.0
2079,(주)서흥,8490,2020,430117234,101.6,25.66,4.45,8.77,35.54,1.44,21.05,1.06,55.25,58.59854588679057,56.77,0.0
2080,(주)서흥,8490,2021,438319248,106.3,25.59,8.25,17.59,34.74,1.57,16.19,1.08,57.79,0.0560190917816577,0.0,0.0
2081,(주)서흥,8490,2022,399043064,108.8,20.01,6.46,13.11,29.19,1.52,13.78,1.03,57.98,-31.53444101157908,-10.96,0.0
2082,(주)석경에이티,357550,2020,430117234,101.6,13.28,7.1,30.51,53.45,0.86,9.39,0.39,314.74,-8.02,9.93,0.0
2083,(주)석경에이티,357550,2021,438319248,106.3,25.15,9.14,87.49,73.83,2.0,13.03,0.49,821.81,203.5772228843629,100.64,0.0
2084,(주)석경에이티,357550,2022,399043064,108.8,24.95,12.17,113.34,67.27,3.89,17.59,0.71,764.86,38.3695567035664,62.1,0.0
2085,(주)선광,3100,2012,316897731,82.1,16.13,6.54,25.64,53.18,1.13,6.23,1.07,241.26,-84.99385622024985,-77.82,0.0
2086,(주)선광,3100,2013,335647450,85.0,14.86,6.1,21.47,53.45,1.06,5.29,1.16,122.11,-18.66765916646365,-11.5,0.0
2087,(주)선광,3100,2014,353600472,87.2,-0.77,4.61,10.31,-3.5,0.63,5.0,0.95,90.14,-539.0388941994256,-10.88,0.0
2088,(주)선광,3100,2015,358513845,91.0,12.94,3.87,7.54,74.85,0.38,2.9,0.44,140.41,111.7943200759241,-45.75,0.0
2089,(주)선광,3100,2016,361701404,94.1,18.18,4.15,9.81,73.9,0.49,4.54,0.56,126.54,278.0981864729994,60.88,0.0
2090,(주)선광,3100,2017,379476576,97.3,17.96,4.51,10.28,67.69,0.63,6.93,1.1,112.94,-70.40602947612112,57.02,0.0
2091,(주)선광,3100,2018,393332482,98.7,18.66,5.95,13.28,76.01,0.56,5.18,0.98,111.34,71.09943205075312,-24.72,0.0
2092,(주)선광,3100,2019,397876077,101.2,13.89,5.98,10.54,68.02,0.45,7.93,1.12,87.9,-51.80860261204017,53.9,0.0
2093,(주)선광,3100,2020,430117234,101.6,14.36,7.11,12.53,66.82,0.38,9.34,1.05,103.56,34.17669307302097,17.84,0.0
2094,(주)선광,3100,2021,438319248,106.3,17.67,8.24,15.71,74.85,0.43,10.16,0.9,124.43,252.1521470479721,12.53,0.0
2095,(주)선광,3100,2022,399043064,108.8,17.5,8.57,18.55,64.5,0.53,7.99,1.06,128.16,-38.87172353991668,-16.79,0.0
2096,(주)선익시스템,171090,2017,379476576,97.3,23.65,15.02,65.61,22.54,4.58,16.0,1.12,321.82,0.0,0.0,0.0
2097,(주)선익시스템,171090,2018,393332482,98.7,24.11,12.19,44.09,23.71,4.0,9.72,1.07,214.47,-47.17909537924708,-41.58,0.0
2098,(주)선익시스템,171090,2019,397876077,101.2,21.25,4.63,18.86,29.12,2.85,13.1,0.81,235.7,38.53118025754402,34.57,0.0
2099,(주)선익시스템,171090,2020,430117234,101.6,15.55,6.34,40.4,25.46,2.83,4.06,0.71,363.49,-67.58129666024985,-67.82,0.0
2100,(주)선익시스템,171090,2021,438319248,106.3,6.29,1.12,5.21,13.91,2.38,-8.33,0.59,235.29,-541.0480204197831,0.0,0.0
2101,(주)선익시스템,171090,2022,399043064,108.8,13.56,-9.28,-25.42,22.86,2.19,5.56,0.73,163.4,68.32806820095922,0.0,0.0
2102,(주)선진,136490,2012,316897731,82.1,20.41,-7.61,-13.37,12.64,2.84,22.32,1.3,99.96,0.0,0.0,0.0
2103,(주)선진,136490,2013,335647450,85.0,19.79,14.86,30.51,10.75,3.78,19.39,1.71,120.02,252.8730101242402,0.0,0.0
2104,(주)선진,136490,2014,353600472,87.2,13.82,7.48,13.29,8.89,3.37,17.05,1.58,99.71,-20.03211648942397,-5.41,0.0
2105,(주)선진,136490,2015,358513845,91.0,11.5,4.74,8.37,8.33,2.61,15.61,1.29,86.19,-18.48822030189494,4.49,0.0
2106,(주)선진,136490,2016,361701404,94.1,15.61,6.99,10.9,13.15,2.16,22.0,1.28,52.91,71.31059378006952,51.76,0.0
2107,(주)선진,136490,2017,379476576,97.3,18.61,8.33,16.24,15.65,2.33,20.66,1.49,66.08,70.15823981862678,29.34,0.0
2108,(주)선진,136490,2018,393332482,98.7,10.75,2.1,3.28,10.8,1.95,10.45,1.25,65.71,-66.76043091971792,-36.41,0.0
2109,(주)선진,136490,2019,397876077,101.2,13.01,-0.53,-0.8,12.62,1.64,12.11,1.11,62.81,9.552331266471809,15.33,0.0
2110,(주)선진,136490,2020,430117234,101.6,19.32,5.77,8.77,16.05,1.94,30.07,1.29,66.24,320.2766923046211,168.09,0.0
2111,(주)선진,136490,2021,438319248,106.3,15.42,7.7,11.95,10.86,2.27,21.2,1.41,69.58,-50.20189511219335,-19.79,0.0
2112,(주)선진,136490,2022,399043064,108.8,13.85,2.88,4.31,9.87,2.24,16.22,1.34,63.66,-45.83618509660907,-18.15,0.0
2113,(주)성광벤드,14620,2012,316897731,82.1,21.23,5.79,21.28,28.85,2.82,22.03,0.96,157.56,125.734668149579,116.72,0.0
2114,(주)성광벤드,14620,2013,335647450,85.0,23.85,12.88,69.9,31.49,3.4,22.4,1.02,164.41,23.7957557448614,18.45,0.0
2115,(주)성광벤드,14620,2014,353600472,87.2,17.68,11.43,62.39,33.52,2.93,12.11,0.81,286.04,-35.86257510190341,-40.55,0.0
2116,(주)성광벤드,14620,2015,358513845,91.0,12.24,7.76,52.76,26.73,2.75,4.96,0.73,211.52,-55.86555804065588,-57.62,0.0
2117,(주)성광벤드,14620,2016,361701404,94.1,8.53,6.65,56.07,22.35,2.83,0.62,0.63,338.33,-76.55322303143451,-87.28,0.0
2118,(주)성광벤드,14620,2017,379476576,97.3,2.31,4.92,47.45,7.97,2.53,-4.06,0.48,342.43,-457.740296569168,-744.16,0.0
2119,(주)성광벤드,14620,2018,393332482,98.7,5.36,-1.2,-9.42,15.77,2.93,-3.27,0.61,363.27,48.93175682064425,0.0,0.0
2120,(주)성광벤드,14620,2019,397876077,101.2,9.61,-0.67,-5.34,23.83,3.2,1.59,0.75,482.11,174.0053128696576,0.0,0.0
2121,(주)성광벤드,14620,2020,430117234,101.6,7.44,1.67,14.63,20.31,3.03,0.25,0.7,586.8,-122.539173719882,-84.01,0.0
2122,(주)성광벤드,14620,2021,438319248,106.3,6.52,0.85,7.04,23.5,2.37,-1.85,0.51,217.62,12.5914245284987,0.0,0.0
2123,(주)성광벤드,14620,2022,399043064,108.8,16.73,2.77,26.38,36.14,4.25,5.91,0.82,295.93,3329.883708489363,0.0,0.0
2124,(주)성도이엔지,37350,2012,316897731,82.1,38.22,-4.84,-7.41,35.15,1.58,57.99,0.71,58.35,1234.848741639037,2359.16,0.0
2125,(주)성도이엔지,37350,2013,335647450,85.0,62.86,1.2,2.01,50.49,2.01,26.29,0.86,94.48,-45.60811839440221,-42.32,0.0
2126,(주)성도이엔지,37350,2014,353600472,87.2,46.51,6.8,15.42,37.71,2.06,9.38,0.81,108.6,-50.96554390570694,-59.65,0.0
2127,(주)성도이엔지,37350,2015,358513845,91.0,45.96,4.99,11.31,42.62,2.51,4.65,0.91,127.46,-24.25657362430567,-47.06,0.0
2128,(주)성도이엔지,37350,2016,361701404,94.1,29.26,8.05,17.34,24.05,2.86,14.69,1.05,132.1,185.8033681660783,240.38,0.0
2129,(주)성도이엔지,37350,2017,379476576,97.3,34.99,7.69,17.85,29.37,2.58,13.28,0.94,147.34,-9.322877275183734,-5.45,0.0
2130,(주)성도이엔지,37350,2018,393332482,98.7,30.71,7.41,13.09,26.05,2.67,10.78,1.08,114.92,-27.80186353348043,-17.26,0.0
2131,(주)성도이엔지,37350,2019,397876077,101.2,14.04,5.43,7.42,10.48,2.19,11.39,1.15,107.81,-527.6680466043683,-7.57,0.0
2132,(주)성도이엔지,37350,2020,430117234,101.6,61.53,-2.94,-6.64,46.88,1.91,10.48,1.06,127.59,235.9755950721199,1.25,0.0
2133,(주)성도이엔지,37350,2021,438319248,106.3,27.86,6.86,16.21,22.26,2.96,6.59,1.24,144.72,-77.20698330220061,0.0,0.0
2134,(주)성도이엔지,37350,2022,399043064,108.8,21.54,3.24,6.62,15.31,3.26,-1.95,1.41,126.16,-96.3922036747744,0.0,0.0
2135,(주)성우하이텍,15750,2012,316897731,82.1,25.56,7.96,13.75,19.18,2.22,22.33,1.42,80.84,113.1399615023822,21.69,0.0
2136,(주)성우하이텍,15750,2013,335647450,85.0,25.71,12.81,23.13,18.74,2.43,21.76,1.47,90.93,-4.668023448690381,6.7,0.0
2137,(주)성우하이텍,15750,2014,353600472,87.2,21.85,9.87,17.06,17.44,2.37,18.28,1.43,81.93,-14.91296231978918,-9.58,0.0
2138,(주)성우하이텍,15750,2015,358513845,91.0,16.53,7.46,11.48,15.16,1.95,13.01,1.29,74.07,-76.30918964447763,-24.74,0.0
2139,(주)성우하이텍,15750,2016,361701404,94.1,17.36,8.04,12.08,15.6,1.75,12.27,1.3,77.75,-11.32993531093606,-3.54,0.0
2140,(주)성우하이텍,15750,2017,379476576,97.3,18.22,9.04,13.9,18.32,1.5,5.21,1.14,64.03,6.793732020563277,-56.58,0.0
2141,(주)성우하이텍,15750,2018,393332482,98.7,18.12,9.19,14.95,17.39,1.63,6.12,1.16,62.48,-36.66401930253566,23.93,0.0
2142,(주)성우하이텍,15750,2019,397876077,101.2,19.23,9.48,15.34,19.55,1.63,5.65,1.1,61.61,59.0719925046967,-2.7,0.0
2143,(주)성우하이텍,15750,2020,430117234,101.6,15.63,10.64,17.0,17.58,1.41,0.41,0.95,65.49,-313.1385968869259,-92.82,0.0
2144,(주)성우하이텍,15750,2021,438319248,106.3,18.2,8.31,13.7,19.06,1.59,5.81,1.07,65.19,162.0814752905309,1349.78,0.0
2145,(주)성우하이텍,15750,2022,399043064,108.8,19.08,6.2,10.26,17.58,1.83,7.01,1.19,54.92,-1.344362184502156,29.9,0.0
2146,(주)세경하이테크,148150,2019,397876077,101.2,32.5,13.3,40.6,23.85,4.38,20.62,1.94,125.32,-33.71,-39.43,0.0
2147,(주)세경하이테크,148150,2020,430117234,101.6,27.37,10.81,29.51,25.83,3.06,1.48,1.52,99.9,-116.3731733277687,-91.42,0.0
