,회사명,거래소코드,회계년도,외환보유액(천달러),경기동행지수,총자본투자효율,CASH FLOW 대 총자본비율,CASH FLOW 대 부채비율,부가가치율,타인자본회전률,자기자본정상영업이익률,순운전자본회전률,당좌비율,순이익증가율,정상영업이익증가율,부실
8968,에스넷시스템(주),38680,2012,316897731,82.1,33.0,3.01,7.69,25.39,3.38,2.39,1.23,165.79,116.4102684576659,-38.88,0.0
8969,에스넷시스템(주),38680,2013,335647450,85.0,27.33,4.31,9.52,18.4,3.77,8.2,1.44,136.53,-42.3114830620841,250.5,0.0
8970,에스넷시스템(주),38680,2014,353600472,87.2,29.7,-1.43,-3.05,18.8,3.56,7.2,1.37,139.66,34.03243055134674,-7.87,0.0
8971,에스넷시스템(주),38680,2015,358513845,91.0,27.36,-3.32,-6.89,19.53,2.98,-0.54,1.14,148.28,-34.11224512866367,0.0,0.0
8972,에스넷시스템(주),38680,2016,361701404,94.1,24.53,6.0,12.28,16.2,3.08,-2.65,1.15,175.26,-160.5120052246561,0.0,0.0
8973,에스넷시스템(주),38680,2017,379476576,97.3,25.05,4.14,8.01,17.39,2.96,6.42,1.11,151.37,181.4326539329203,0.0,0.0
8974,에스넷시스템(주),38680,2018,393332482,98.7,31.05,1.64,3.26,17.2,3.57,12.28,1.38,157.5,109.8404873660198,96.84,0.0
8975,에스넷시스템(주),38680,2019,397876077,101.2,31.39,-0.53,-0.97,17.06,3.75,10.22,1.47,132.09,85.84869834005741,-12.96,0.0
8976,에스넷시스템(주),38680,2020,430117234,101.6,24.49,-1.17,-1.82,16.99,2.73,5.75,1.24,130.69,-38.84163242312916,-41.59,0.0
8977,에스넷시스템(주),38680,2021,438319248,106.3,20.41,3.09,4.47,14.31,2.13,-1.66,1.06,86.66,-287.5377525242715,0.0,0.0
8978,에스넷시스템(주),38680,2022,399043064,108.8,22.88,-2.01,-2.77,15.92,2.21,3.09,1.07,80.44,48.86517693858544,0.0,0.0
8979,에스디바이오센서(주),137310,2021,438319248,106.3,51.17,28.79,107.91,52.48,3.89,92.14,1.1,288.96,72.96,84.76,0.0
8980,에스디바이오센서(주),137310,2022,399043064,108.8,42.72,32.58,337.18,47.52,5.25,44.53,0.95,761.87,-14.62220748760541,-15.94,0.0
8981,에스비에스미디어홀딩스(주),101060,2012,316897731,82.1,12.31,5.24,31.98,22.22,2.9,5.11,0.97,197.76,-44.42186572226015,-44.77,0.0
8982,에스비에스미디어홀딩스(주),101060,2013,335647450,85.0,12.65,4.16,26.15,24.39,3.29,5.73,1.07,251.67,10.07268157583918,18.03,0.0
8983,에스비에스미디어홀딩스(주),101060,2014,353600472,87.2,9.93,6.12,44.43,18.96,3.53,4.0,1.01,325.53,-51.67005288155235,-27.26,0.0
8984,에스비에스미디어홀딩스(주),101060,2015,358513845,91.0,10.99,4.33,31.21,20.46,3.94,3.1,1.02,329.31,25.18751555082653,-20.41,0.0
8985,에스비에스미디어홀딩스(주),101060,2016,361701404,94.1,10.03,3.34,21.78,18.01,3.86,2.8,1.01,315.66,-47.3673489086157,-8.04,0.0
8986,에스비에스미디어홀딩스(주),101060,2017,379476576,97.3,8.15,2.95,23.22,16.78,3.38,-0.57,0.86,365.38,-96.2111733460081,-120.19,0.0
8987,에스비에스미디어홀딩스(주),101060,2018,393332482,98.7,7.91,2.29,19.13,17.81,3.62,0.93,0.86,369.84,2875.001490834351,0.0,0.0
8988,에스비에스미디어홀딩스(주),101060,2019,397876077,101.2,-8.17,2.4,21.99,-22.97,2.68,0.69,0.66,409.09,-800.303231378912,-33.29,0.0
8989,에스비에스미디어홀딩스(주),101060,2020,430117234,101.6,-3.68,-0.12,-0.46,-15.92,1.24,-1.06,0.41,196.79,36.45598866740535,0.0,0.0
8990,에스씨아이평가정보(주),36120,2012,316897731,82.1,83.33,8.86,36.79,37.76,7.87,-0.25,2.69,221.7,0.0,0.0,0.0
8991,에스씨아이평가정보(주),36120,2013,335647450,85.0,72.95,5.07,20.74,34.41,8.94,6.28,2.81,236.25,0.0,0.0,0.0
8992,에스씨아이평가정보(주),36120,2014,353600472,87.2,70.49,4.81,20.87,33.15,8.92,1.1,2.76,229.03,0.0,-81.97,0.0
8993,에스씨아이평가정보(주),36120,2015,358513845,91.0,72.14,6.96,32.19,36.1,9.1,7.12,2.62,269.67,0.0,567.26,0.0
8994,에스씨아이평가정보(주),36120,2016,361701404,94.1,74.19,6.94,30.51,37.3,8.75,1.5,2.48,258.54,-148.2923296141672,0.0,0.0
8995,에스씨아이평가정보(주),36120,2017,379476576,97.3,78.35,4.93,21.77,43.75,9.07,0.04,2.42,296.62,21.86885004940375,-97.15,0.0
8996,에스씨아이평가정보(주),36120,2018,393332482,98.7,95.0,5.0,24.89,45.94,9.74,7.01,2.33,388.12,394.901041321911,22551.24,0.0
8997,에스씨아이평가정보(주),36120,2019,397876077,101.2,76.84,16.74,68.97,47.05,8.31,31.73,1.94,355.85,504.0427369308939,423.3,0.0
8998,에스씨아이평가정보(주),36120,2020,430117234,101.6,73.03,25.81,122.13,51.59,6.61,31.46,1.54,447.56,24.73838313964484,19.84,0.0
8999,에스씨아이평가정보(주),36120,2021,438319248,106.3,62.06,23.74,105.29,46.83,6.23,35.08,1.6,426.63,-8.127680010385689,22.21,0.0
9000,에스씨아이평가정보(주),36120,2022,399043064,108.8,48.68,18.45,85.08,46.2,4.82,15.31,1.38,506.59,-59.99788723609011,-54.82,0.0
9001,에스앤티다이내믹스(주),3570,2012,316897731,82.1,14.26,4.18,13.34,20.42,2.09,6.43,1.0,154.8,-22.72216098803556,-33.48,0.0
9002,에스앤티다이내믹스(주),3570,2013,335647450,85.0,11.19,3.62,12.88,17.94,1.87,2.66,0.85,160.29,-48.26952000225882,-61.28,0.0
9003,에스앤티다이내믹스(주),3570,2014,353600472,87.2,9.96,5.7,20.04,16.31,2.13,-0.56,0.96,159.3,-88.53587406657492,0.0,0.0
9004,에스앤티다이내믹스(주),3570,2015,358513845,91.0,13.57,5.43,20.51,24.78,2.0,5.78,0.88,198.92,1157.657773310989,0.0,0.0
9005,에스앤티다이내믹스(주),3570,2016,361701404,94.1,6.35,5.25,19.73,12.08,1.95,-0.22,0.81,218.65,-174.9032856353715,-103.76,0.0
9006,에스앤티다이내믹스(주),3570,2017,379476576,97.3,3.97,4.64,16.64,7.64,1.85,-5.96,0.77,193.85,-26.55364912635947,0.0,0.0
9007,에스앤티다이내믹스(주),3570,2018,393332482,98.7,11.35,4.14,14.7,24.22,1.68,2.66,0.72,280.42,164.0867892329255,0.0,0.0
9008,에스앤티다이내믹스(주),3570,2019,397876077,101.2,10.47,4.13,15.5,23.49,1.62,3.14,0.71,304.15,-16.01007808482279,19.54,0.0
9009,에스앤티다이내믹스(주),3570,2020,430117234,101.6,9.14,5.12,18.1,25.23,1.31,2.24,0.59,244.3,-49.88639271192771,-29.22,0.0
9010,에스앤티다이내믹스(주),3570,2021,438319248,106.3,15.42,3.08,11.94,40.38,1.45,3.29,0.62,291.32,607.2771606610675,51.1,0.0
9011,에스앤티다이내믹스(주),3570,2022,399043064,108.8,8.55,1.12,3.83,19.51,1.64,3.93,0.66,185.86,-61.00513204910973,25.15,0.0
9012,에스앤티모티브(주),64960,2012,316897731,82.1,13.55,3.92,8.66,13.4,2.2,7.07,1.17,99.61,-61.36262892485509,-44.45,0.0
9013,에스앤티모티브(주),64960,2013,335647450,85.0,12.41,3.37,7.45,15.58,2.02,9.04,1.04,107.41,90.315761140443,51.06,0.0
9014,에스앤티모티브(주),64960,2014,353600472,87.2,16.68,3.8,9.31,16.91,2.2,10.45,1.09,122.97,112.4479325594136,32.8,0.0
9015,에스앤티모티브(주),64960,2015,358513845,91.0,21.73,4.87,14.14,21.05,2.82,17.23,1.29,163.59,53.33825098107718,78.43,0.0
9016,에스앤티모티브(주),64960,2016,361701404,94.1,13.78,7.07,19.22,14.9,2.67,9.2,1.13,155.78,-64.73360223597875,-41.81,0.0
9017,에스앤티모티브(주),64960,2017,379476576,97.3,15.19,7.19,22.19,16.38,2.65,11.96,1.08,189.22,71.95356974789895,35.02,0.0
9018,에스앤티모티브(주),64960,2018,393332482,98.7,15.46,6.72,21.62,17.48,2.75,6.81,1.07,194.29,-3.100459110470057,-41.82,0.0
9019,에스앤티모티브(주),64960,2019,397876077,101.2,18.58,9.13,31.31,19.77,2.89,11.43,1.07,205.61,-93.53679575648084,58.51,0.0
9020,에스앤티모티브(주),64960,2020,430117234,101.6,15.24,10.92,35.92,17.7,2.96,11.94,1.05,190.22,1371.946326398956,0.19,0.0
9021,에스앤티모티브(주),64960,2021,438319248,106.3,17.4,5.19,20.41,21.24,3.22,10.68,1.05,224.25,47.16617228206132,0.0,0.0
9022,에스앤티모티브(주),64960,2022,399043064,108.8,16.91,6.86,24.27,19.83,3.27,12.89,1.07,202.36,9.223266761990043,22.2,0.0
9023,에스엔유프리시젼(주),80000,2012,316897731,82.1,-5.39,-0.55,-1.33,-15.23,0.8,-17.74,0.44,150.08,0.0,0.0,0.0
9024,에스엔유프리시젼(주),80000,2013,335647450,85.0,21.36,-1.74,-4.52,27.85,1.97,15.91,1.01,187.42,0.0,0.0,0.0
9025,에스엔유프리시젼(주),80000,2014,353600472,87.2,7.64,1.72,3.72,11.66,1.51,-14.06,0.76,113.77,0.0,0.0,0.0
9026,에스엔유프리시젼(주),80000,2015,358513845,91.0,17.72,1.98,4.41,32.05,1.21,3.8,0.59,122.38,0.0,0.0,0.0
9027,에스엔유프리시젼(주),80000,2016,361701404,94.1,1.52,1.05,3.17,3.52,1.14,-19.91,0.49,179.15,0.0,0.0,0.0
9028,에스엔유프리시젼(주),80000,2017,379476576,97.3,16.47,2.22,6.11,21.22,2.35,6.4,0.93,272.43,0.0,0.0,0.0
9029,에스엔유프리시젼(주),80000,2018,393332482,98.7,20.24,15.31,72.69,33.46,2.87,10.18,0.78,511.56,500.765835013458,0.0,0.0
9030,에스엔유프리시젼(주),80000,2019,397876077,101.2,13.12,7.8,32.43,30.98,1.97,8.0,0.54,240.84,-21.39919768669315,-18.57,0.0
9031,에스엔유프리시젼(주),80000,2020,430117234,101.6,11.05,11.23,56.25,16.32,3.06,7.34,0.79,306.51,-35.65195142659107,-3.13,0.0
9032,에스엔유프리시젼(주),80000,2021,438319248,106.3,12.97,11.84,49.36,19.29,3.23,4.92,0.83,238.95,70.4302403777854,-29.15,0.0
9033,에스엔유프리시젼(주),80000,2022,399043064,108.8,11.34,4.89,18.7,16.84,2.8,4.99,0.76,222.26,-10.65244292855548,7.98,0.0
9034,에스엔케이폴리텍(주),91340,2012,316897731,82.1,10.98,1.92,25.96,35.05,3.43,-2.12,0.5,1438.21,0.0,0.0,0.0
9035,에스엔케이폴리텍(주),91340,2013,335647450,85.0,15.25,2.35,8.54,59.6,0.93,-3.58,0.34,264.62,-45.58770166272391,0.0,0.0
9036,에스엔케이폴리텍(주),91340,2014,353600472,87.2,14.79,3.68,12.75,42.56,1.26,5.97,0.48,483.29,-66.04204360275206,0.0,0.0
9037,에스엔케이폴리텍(주),91340,2015,358513845,91.0,9.17,3.62,8.71,30.01,0.96,6.83,0.46,717.98,31.40982776487685,19.26,0.0
9038,에스엔케이폴리텍(주),91340,2016,361701404,94.1,9.63,1.18,2.03,20.98,1.1,6.7,0.7,132.97,51.80420744997837,10.65,0.0
9039,에스엔케이폴리텍(주),91340,2017,379476576,97.3,11.57,2.31,3.36,14.38,1.54,15.41,1.18,82.21,52.70777898953657,174.07,0.0
9040,에스엔케이폴리텍(주),91340,2018,393332482,98.7,31.04,7.04,11.2,21.8,2.04,18.92,1.64,80.85,95.015576835942,37.63,0.0
9041,에스엔케이폴리텍(주),91340,2019,397876077,101.2,30.49,8.16,12.74,22.25,2.39,31.64,1.74,91.26,84.6521387975341,89.88,0.0
9042,에스엔케이폴리텍(주),91340,2020,430117234,101.6,18.18,9.25,18.01,17.64,1.79,3.35,1.15,130.41,-154.5483527621125,-86.37,0.0
9043,에스엔케이폴리텍(주),91340,2021,438319248,106.3,25.13,4.4,7.81,21.89,2.29,5.48,1.27,108.21,161.4965603937207,92.75,0.0
9044,에스엔케이폴리텍(주),91340,2022,399043064,108.8,20.09,2.72,5.03,15.92,2.19,0.16,1.14,93.64,-133.5690980498249,-97.13,0.0
9045,에스엘(주),5850,2012,316897731,82.1,19.48,5.93,13.07,18.86,2.28,6.04,1.21,100.76,-35.44611395614672,0.0,0.0
9046,에스엘(주),5850,2013,335647450,85.0,27.34,7.0,16.13,26.83,2.39,5.41,1.24,108.64,26.85254051527481,-4.96,0.0
9047,에스엘(주),5850,2014,353600472,87.2,27.48,7.05,16.16,27.89,2.41,8.14,1.22,111.93,28.08047295804347,69.15,0.0
9048,에스엘(주),5850,2015,358513845,91.0,25.55,7.92,17.44,28.35,2.14,7.79,1.11,113.0,-28.13639173963633,5.98,0.0
9049,에스엘(주),5850,2016,361701404,94.1,30.6,7.71,18.61,30.81,2.35,12.38,1.23,128.86,66.12554677775313,76.17,0.0
9050,에스엘(주),5850,2017,379476576,97.3,30.03,7.76,21.53,32.26,2.38,6.4,1.17,151.02,-17.22888957246694,-43.16,0.0
9051,에스엘(주),5850,2018,393332482,98.7,24.43,5.97,14.88,26.12,2.53,0.45,1.21,133.2,-74.84073300678675,-92.78,0.0
9052,에스엘(주),5850,2019,397876077,101.2,25.54,0.35,0.9,25.67,2.86,3.63,1.28,157.85,246.0913649022413,161.39,0.0
9053,에스엘(주),5850,2020,430117234,101.6,31.39,2.6,6.66,29.31,2.77,6.65,1.15,154.41,-26.28209279386167,113.67,0.0
9054,에스엘(주),5850,2021,438319248,106.3,33.45,6.9,16.89,28.62,3.06,7.51,1.27,138.06,49.85659954760734,18.65,0.0
9055,에스엘(주),5850,2022,399043064,108.8,37.33,6.2,14.83,26.22,3.67,12.28,1.56,125.32,72.44383879461873,79.04,0.0
9056,에스와이(주),109610,2015,358513845,91.0,19.81,5.84,7.61,16.45,1.57,29.54,1.19,67.69,0.0,0.0,0.0
9057,에스와이(주),109610,2016,361701404,94.1,20.17,0.23,0.29,18.08,1.59,17.25,1.2,56.63,-79.27780477767085,-38.21,0.0
9058,에스와이(주),109610,2017,379476576,97.3,15.25,-1.62,-2.42,13.29,1.76,11.17,1.24,68.72,-69.23747533946897,2.97,0.0
9059,에스와이(주),109610,2018,393332482,98.7,19.49,-0.85,-1.34,15.55,1.9,7.72,1.24,69.09,196.6221292999249,-4.05,0.0
9060,에스와이(주),109610,2019,397876077,101.2,9.37,0.01,0.01,8.91,1.68,-6.89,1.08,62.6,-1217.416560204407,-192.13,0.0
9061,에스와이(주),109610,2020,430117234,101.6,5.81,1.39,2.54,6.5,1.44,-8.94,0.92,84.1,-78.94125344215585,0.0,0.0
9062,에스와이(주),109610,2021,438319248,106.3,14.48,-2.11,-4.0,13.22,2.15,8.3,1.25,72.61,131.0459454374801,0.0,0.0
9063,에스와이(주),109610,2022,399043064,108.8,14.74,1.16,2.12,11.48,2.48,7.54,1.34,77.17,-10.7616814522952,-0.67,0.0
9064,에스지씨이앤씨(주),16250,2012,316897731,82.1,18.79,3.14,5.08,11.41,3.07,8.51,1.7,96.68,-29.56025317426545,-35.24,0.0
9065,에스지씨이앤씨(주),16250,2013,335647450,85.0,8.36,1.04,1.39,12.87,1.26,0.59,1.0,63.66,-158.0515794703542,-91.17,0.0
9066,에스지씨이앤씨(주),16250,2014,353600472,87.2,11.59,2.87,3.72,17.38,0.98,20.88,1.03,48.47,487.7038171312036,4379.79,0.0
9067,에스지씨이앤씨(주),16250,2015,358513845,91.0,12.71,3.51,4.52,17.27,1.01,25.22,1.34,48.76,-6.401308955840674,37.2,0.0
9068,에스지씨이앤씨(주),16250,2016,361701404,94.1,13.29,5.52,7.23,18.31,0.99,24.85,1.43,55.05,45.39596168933512,12.52,0.0
9069,에스지씨이앤씨(주),16250,2017,379476576,97.3,15.03,8.73,11.63,18.26,1.13,34.88,1.3,71.11,7.421532110148718,61.53,0.0
9070,에스지씨이앤씨(주),16250,2018,393332482,98.7,13.78,6.19,8.38,17.71,1.08,23.96,1.05,62.89,9.072761866392431,-22.22,0.0
9071,에스지씨이앤씨(주),16250,2019,397876077,101.2,12.35,3.61,4.85,14.8,1.16,15.12,1.19,83.36,-55.676970816683,-31.92,0.0
9072,에스지씨이앤씨(주),16250,2020,430117234,101.6,6.04,12.18,15.37,3.53,1.11,-11.09,0.95,103.02,473.331723214785,0.0,0.0
9073,에스지씨이앤씨(주),16250,2021,438319248,106.3,32.01,5.46,8.33,14.48,2.86,40.4,1.43,115.98,-61.50573860290643,0.0,0.0
9074,에스지씨이앤씨(주),16250,2022,399043064,108.8,16.17,5.84,7.82,10.34,2.73,14.74,1.32,110.32,-25.2684378304073,-51.93,0.0
9075,에스지에이시스템즈(주),232290,2016,361701404,94.1,29.36,0.83,1.41,15.57,3.21,37.63,1.61,128.75,0.0,0.0,0.0
9076,에스지이(주),255220,2018,393332482,98.7,14.86,-3.49,-4.99,20.4,1.29,31.05,0.84,101.98,-14.41,-8.85,0.0
9077,에스지이(주),255220,2019,397876077,101.2,16.02,-7.4,-10.86,27.5,0.9,19.24,0.57,84.65,-0.130521105122353,-15.35,0.0
9078,에스지이(주),255220,2020,430117234,101.6,11.17,2.43,3.51,19.96,0.82,7.3,0.56,103.77,-114.7654956046268,-58.89,0.0
9079,에스지이(주),255220,2021,438319248,106.3,1.39,2.39,3.38,4.55,0.43,-3.24,0.28,123.58,-807.1094758466759,0.0,0.0
9080,에스지이(주),255220,2022,399043064,108.8,9.58,-2.09,-3.41,20.63,0.64,0.79,0.36,96.86,118.7402774358171,0.0,0.0
9081,에스케이(주),34730,2012,316897731,82.1,19.07,3.26,5.78,43.57,0.85,8.93,1.03,95.29,-48.44692466373108,15.92,0.0
9082,에스케이(주),34730,2013,335647450,85.0,15.17,3.09,5.69,32.96,0.82,9.97,1.08,103.24,-18.72629298122444,12.19,0.0
9083,에스케이(주),34730,2014,353600472,87.2,12.72,2.62,5.14,27.82,0.89,11.12,1.41,122.61,-46.95005606340769,20.58,0.0
9084,에스케이(주),34730,2015,358513845,91.0,12.09,2.47,4.22,29.52,1.34,6.58,1.38,93.06,4171.98483349113,416.78,0.0
9085,에스케이(주),34730,2016,361701404,94.1,16.13,6.65,11.28,19.88,1.43,12.86,1.43,92.04,-49.13764162025957,277.56,0.0
9086,에스케이(주),34730,2017,379476576,97.3,18.72,7.31,12.53,22.02,1.5,13.31,1.46,86.14,79.50436565805155,10.62,0.0
9087,에스케이(주),34730,2018,393332482,98.7,17.43,6.19,10.78,20.52,1.53,9.7,1.52,93.76,21.40852370540347,-20.01,0.0
9088,에스케이(주),34730,2019,397876077,101.2,14.28,6.0,9.92,18.99,1.34,7.66,1.39,86.86,-73.87071764409238,-15.75,0.0
9089,에스케이(주),34730,2020,430117234,101.6,12.11,6.42,10.3,20.37,0.99,-0.32,1.08,85.65,-106.7464344354857,-104.16,0.0
9090,에스케이(주),34730,2021,438319248,106.3,14.81,3.7,6.14,24.91,0.99,7.53,1.04,85.63,5373.742068761989,0.0,0.0
9091,에스케이(주),34730,2022,399043064,108.8,13.42,3.55,5.62,19.41,1.21,11.65,1.21,78.41,-30.64214895572626,62.19,0.0
9092,에스케이네트웍스(주),1740,2012,316897731,82.1,6.08,1.64,2.3,2.31,3.63,7.94,2.58,64.76,-91.57395302893411,-27.29,0.0
9093,에스케이네트웍스(주),1740,2013,335647450,85.0,-3.11,2.79,3.92,-1.06,3.74,8.55,2.59,71.65,-5054.788749586833,-4.27,0.0
9094,에스케이네트웍스(주),1740,2014,353600472,87.2,5.94,1.2,1.7,2.25,3.64,7.92,2.47,73.51,105.3425857346432,-16.39,0.0
9095,에스케이네트웍스(주),1740,2015,358513845,91.0,7.74,-0.7,-1.01,3.12,3.49,7.61,2.39,65.27,131.0020615950871,-4.85,0.0
9096,에스케이네트웍스(주),1740,2016,361701404,94.1,6.39,0.78,1.08,2.98,3.1,6.8,2.31,65.83,-211.6834869784307,-12.65,0.0
9097,에스케이네트웍스(주),1740,2017,379476576,97.3,9.74,-4.29,-6.35,4.63,2.74,6.01,2.24,61.55,142.4286429847659,-14.67,0.0
9098,에스케이네트웍스(주),1740,2018,393332482,98.7,9.59,-5.37,-7.64,5.33,2.71,5.92,2.18,60.03,-77.84744293556776,-3.45,0.0
9099,에스케이네트웍스(주),1740,2019,397876077,101.2,12.9,1.32,1.71,10.02,1.96,4.74,1.69,71.51,-1699.230468240511,-20.67,0.0
9100,에스케이네트웍스(주),1740,2020,430117234,101.6,16.85,1.8,2.42,13.92,1.48,5.45,1.43,55.76,134.2973420436658,13.33,0.0
9101,에스케이네트웍스(주),1740,2021,438319248,106.3,15.67,4.9,6.57,13.38,1.57,5.11,1.59,67.06,146.2131120253014,0.0,0.0
9102,에스케이네트웍스(주),1740,2022,399043064,108.8,14.4,0.76,1.02,14.15,1.37,6.37,1.46,56.18,-12.33822677226193,26.43,0.0
9103,에스케이머티리얼즈(주),36490,2012,316897731,82.1,20.49,14.58,29.21,55.63,0.81,14.95,1.05,52.25,-55.79257929381417,-47.96,0.0
9104,에스케이머티리얼즈(주),36490,2013,335647450,85.0,14.29,12.5,26.62,44.67,0.61,2.18,0.89,76.83,-98.78902511278682,-85.62,0.0
9105,에스케이머티리얼즈(주),36490,2014,353600472,87.2,16.41,12.81,28.3,45.73,0.77,8.25,1.07,69.09,3766.088454519095,264.97,0.0
9106,에스케이머티리얼즈(주),36490,2015,358513845,91.0,27.33,15.36,35.37,53.77,1.22,32.27,1.26,73.67,386.4048572731522,327.5,0.0
9107,에스케이머티리얼즈(주),36490,2016,361701404,94.1,28.79,19.81,38.39,56.34,1.22,37.88,1.14,50.42,66.97180952930924,36.55,0.0
9108,에스케이머티리얼즈(주),36490,2017,379476576,97.3,26.2,15.41,24.27,57.19,0.87,34.94,0.99,34.33,-5.784669286948207,-4.16,0.0
9109,에스케이머티리얼즈(주),36490,2018,393332482,98.7,26.59,11.18,15.71,54.1,0.81,45.08,1.05,30.32,18.62008783392553,23.85,0.0
9110,에스케이머티리얼즈(주),36490,2019,397876077,101.2,27.3,13.23,19.52,57.13,0.74,46.5,0.88,23.87,16.09007760506554,17.42,0.0
9111,에스케이머티리얼즈(주),36490,2020,430117234,101.6,23.91,13.08,17.38,51.05,0.73,45.64,0.81,27.21,6.102639973306118,8.93,0.0
9112,에스케이바이오사이언스(주),302440,2021,438319248,106.3,27.28,15.56,64.54,61.97,2.3,50.85,0.66,370.2,979.79,1157.53,0.0
9113,에스케이바이오사이언스(주),302440,2022,399043064,108.8,12.64,-5.83,-31.22,59.26,1.14,6.6,0.21,420.03,60.67030030749404,0.0,0.0
9114,에스케이브로드밴드(주),33630,2012,316897731,82.1,2.59,12.45,19.48,3.2,1.17,7.4,1.21,71.0,258.702377939484,26.21,0.0
9115,에스케이브로드밴드(주),33630,2013,335647450,85.0,23.37,12.54,19.92,28.02,1.42,5.84,1.83,54.81,0.0,7.62,0.0
9116,에스케이브로드밴드(주),33630,2014,353600472,87.2,22.4,14.01,21.91,26.26,1.36,5.17,1.87,51.38,0.0,-20.51,0.0
9117,에스케이스퀘어(주),402340,2022,399043064,108.8,7.35,1.54,6.85,36.11,0.9,0.95,0.96,151.04,-29.47741466477216,0.0,0.0
9118,에스케이씨(주),11790,2012,316897731,82.1,15.59,4.92,7.47,20.71,1.21,12.37,1.32,35.49,-59.23807096730965,-41.79,0.0
9119,에스케이씨(주),11790,2013,335647450,85.0,13.6,3.98,5.99,18.47,1.13,10.35,1.33,42.31,-19.09109279146721,-14.32,0.0
9120,에스케이씨(주),11790,2014,353600472,87.2,16.27,4.6,7.11,21.4,1.18,12.16,1.33,46.17,68.26704013756651,22.88,0.0
9121,에스케이씨(주),11790,2015,358513845,91.0,23.9,4.04,6.99,34.36,1.14,15.26,1.25,47.65,467.087145591148,43.1,0.0
9122,에스케이씨(주),11790,2016,361701404,94.1,16.45,5.07,8.92,24.6,1.14,9.69,1.35,63.53,-88.08484491018929,-31.53,0.0
9123,에스케이씨(주),11790,2017,379476576,97.3,16.29,6.25,11.05,22.51,1.3,11.27,1.41,49.79,365.9365628497173,17.68,0.0
9124,에스케이씨(주),11790,2018,393332482,98.7,16.36,5.75,10.31,22.65,1.31,12.23,1.35,51.5,3.443495576073115,14.48,0.0
9125,에스케이씨(주),11790,2019,397876077,101.2,13.88,3.42,6.06,21.71,1.16,9.07,1.26,58.19,-52.21818807293999,-22.89,0.0
9126,에스케이씨(주),11790,2020,430117234,101.6,14.12,3.49,5.41,28.26,0.94,10.48,1.08,52.51,9.242274267973723,23.03,0.0
9127,에스케이씨(주),11790,2021,438319248,106.3,17.29,4.57,7.25,31.46,0.87,20.36,0.96,75.84,365.0044694529338,0.0,0.0
9128,에스케이씨(주),11790,2022,399043064,108.8,10.29,1.06,1.63,20.97,0.78,9.74,0.79,105.45,-107.1965893050717,-52.61,0.0
9129,에스케이아이이테크놀로지(주),361610,2021,438319248,106.3,9.29,3.54,11.64,48.98,0.69,5.21,0.47,228.99,8.15,-28.78,0.0
9130,에스케이아이이테크놀로지(주),361610,2022,399043064,108.8,5.35,1.86,4.91,31.95,0.51,-2.38,0.38,163.76,-131.1284292927869,0.0,0.0
9131,에스케이이노베이션(주),96770,2012,316897731,82.1,10.58,5.74,11.11,4.88,3.89,10.9,2.29,92.53,-62.77046882149768,-40.21,0.0
9132,에스케이이노베이션(주),96770,2013,335647450,85.0,8.54,3.6,6.91,4.52,3.72,8.31,2.28,85.02,-34.13692625873707,-18.62,0.0
9133,에스케이이노베이션(주),96770,2014,353600472,87.2,4.2,3.28,6.06,2.24,3.52,-1.4,2.4,84.8,-168.9794096591103,0.0,0.0
9134,에스케이이노베이션(주),96770,2015,358513845,91.0,13.08,7.99,17.51,8.48,2.9,11.96,2.07,123.86,261.5287445222495,0.0,0.0
9135,에스케이이노베이션(주),96770,2016,361701404,94.1,14.47,11.91,27.19,11.93,2.76,18.26,1.79,120.67,98.39581027835212,63.08,0.0
9136,에스케이이노베이션(주),96770,2017,379476576,97.3,16.49,8.55,19.61,12.21,3.17,17.2,1.85,102.87,24.61130475367219,0.19,0.0
9137,에스케이이노베이션(주),96770,2018,393332482,98.7,13.59,5.42,11.66,9.0,3.44,10.96,2.1,118.25,-20.28424485983166,-34.53,0.0
9138,에스케이이노베이션(주),96770,2019,397876077,101.2,4.86,4.5,8.34,3.85,2.62,6.76,1.86,103.84,-96.15349685009136,-40.06,0.0
9139,에스케이이노베이션(주),96770,2020,430117234,101.6,0.62,6.07,10.15,0.69,1.54,-15.26,1.31,85.49,-3363.781045233425,-302.38,0.0
9140,에스케이이노베이션(주),96770,2021,438319248,106.3,9.63,-0.97,-1.61,10.18,1.57,8.93,1.3,93.94,123.3381007714036,0.0,0.0
9141,에스케이이노베이션(주),96770,2022,399043064,108.8,11.44,-0.06,-0.09,9.85,2.11,18.27,1.63,72.97,278.273212984787,123.32,0.0
9142,에스케이케미칼(주),285130,2018,393332482,98.7,15.31,1.45,2.31,21.84,1.14,6.28,1.04,65.32,0.0,0.0,0.0
9143,에스케이케미칼(주),285130,2019,397876077,101.2,15.87,4.44,6.71,23.7,1.08,11.13,1.01,64.19,130.5824060150009,75.66,0.0
9144,에스케이케미칼(주),285130,2020,430117234,101.6,17.0,8.71,15.9,29.66,0.94,12.67,0.79,103.82,4981.319647264572,32.3,0.0
9145,에스케이케미칼(주),285130,2021,438319248,106.3,22.54,9.56,27.23,42.67,1.64,31.49,0.77,224.06,5.322959551728101,422.37,0.0
9146,에스케이케미칼(주),285130,2022,399043064,108.8,15.7,4.09,13.05,33.87,1.39,8.74,0.49,192.28,-13.86730859166451,-58.49,0.0
