,회사명,거래소코드,회계년도,총자본증가율,정상영업이익증가율,순이익증가율,자기자본증가율,매출액증가율,종업원수증가율,매출액총이익률,매출액정상영업이익률,매출액순이익률,자기자본정상영업이익률,자기자본순이익률,금융비용부담률,수지비율(관계기업투자손익 제외),사내유보 대 자기자본비율,총자본회전률,자기자본회전률,타인자본회전률,유동자산회전률,당좌자산회전률,재고자산회전률,매출채권회전률,순운전자본회전률,운전자본회전률,종업원1인당 부가가치,노동장비율,기계장비율,자본집약도,총자본투자효율,설비투자효율,1주당순이익,1주당 CASH FLOW,유보율,기계투자효율,부가가치율,노동소득분배율,자기자본구성비율,유동비율,당좌비율,현금비율,재고자산 대 순운전자본비율,매출채권 대 매입채무비율,부채비율,CASH FLOW 대 부채비율,CASH FLOW 대 차입금비율,CASH FLOW 대 총자본비율,CASH FLOW 대 매출액비율,1주당매출액,1주당순자산,총자산영업이익률,총자산순이익률
16,(주)MH에탄올,23150,2021/12,0.3961458173733504,47.86,128.4846020969159,5.319014822352045,7.841596765369255,-1.85,42.96755079463196,22.86,8.51,28.26,9.52,11.6,88.82,104.09,0.23,1.24,0.28,2.27,2.83,11.636046445943,10.46,0.38,0.0,269.73,0.0,0.0,0.0,12.51,14.71,1177.58817953613,3574.08,1394.96,1940.33,55.34,26.28249750203059,18.76,17.51,14.42,8.94,-3.745373956962111,1829.19,432.99,6.18,9.6,5.02,22.22,13832.97,6868.04,5.168846438283521,1.924611377956505
17,(주)MH에탄올,23150,2022/12,-0.8905199360497233,-6.04,37.02419130691983,12.62569826202483,8.480184920215644,-1.89,39.07112492014037,19.8,10.75,24.35,7.71,10.0,90.97,103.12,0.25,1.23,0.31,2.11,2.55,12.33095512100796,10.27,0.37,0.0,280.46,0.0,0.0,0.0,12.08,14.46,1613.580679935261,2233.15,1476.15,1861.49,48.81,27.33615945702898,21.32,27.62,23.02,7.82,-6.34753632181068,1845.36,369.03,6.09,9.32,4.79,19.35,15006.03,7551.13,4.900069105069018,2.660878832927212
18,(주)SH에너지화학,2360,2012/12,-0.9747519690912316,-47.6,-88.29221109489764,-0.553511841377329,11.97438295349308,2.75,7.796219153316041,1.13,0.11,3.36,0.61,0.65,99.59,6.05,1.86,2.98,4.96,3.85,5.14,15.31710271488099,6.81,2.36,0.0,117.54,284.79,119.73,915.11,14.0,45.27,1.897193583405427,-7.69,14.69,108.26,7.49,70.25970760938817,62.57,171.22,123.05,7.42,67.63899015324878,1264.27,59.82,6.4,8.7,2.4,1.28,1743.64,575.79,2.105489947108725,0.203350234019516
19,(주)SH에너지화학,2360,2013/12,6.556925846419044,194.26,2084.863460024472,7.271657821629134,19.57313536241399,3.57,7.74429098858431,2.77,1.99,9.55,7.35,0.52,97.71,12.26,2.17,3.45,5.82,4.23,5.56,17.73379798177224,7.81,2.66,0.0,161.43,268.24,112.79,948.14,18.86,66.7,41.45108936975408,53.53,23.54,159.25,8.98,57.97240074543808,62.99,168.09,134.09,15.75,49.93309537404092,1206.44,58.75,6.23,9.1,2.31,1.1,2086.67,601.06,5.814361474026485,4.169531847578135
20,(주)SH에너지화학,2360,2014/12,0.2284898152395347,231.12,263.2193384144383,21.03194923052283,-0.4310385233778412,20.69,14.39971091744774,9.21,7.25,27.66,21.7,0.34,90.96,26.39,2.09,3.0,6.85,3.87,4.94,17.87077817656566,7.43,2.64,0.0,241.4,216.82,90.48,779.27,33.51,122.0,150.5583725743983,222.69,49.06,292.95,16.07,35.16253896666652,76.07,291.69,224.49,37.69,35.05700084788563,1384.72,31.46,57.91,160.41,13.86,6.65,2077.67,691.41,19.20863078794005,15.11002113238456
21,(주)SH에너지화학,2360,2015/12,4.315747044824887,7.89,-24.75599487242314,8.795430360770439,-6.266970193357195,4.29,17.23622153850407,10.6,5.82,26.1,14.62,0.09,91.94,31.84,1.91,2.46,8.59,3.37,4.21,16.7799319666582,7.11,2.6,0.0,239.01,221.1,94.6,781.15,31.5,112.7,113.2861495798765,221.62,62.33,263.46,16.81,45.5978415300997,79.33,399.36,329.69,115.03,23.27170640851582,2729.66,26.05,103.42,358.77,21.37,11.41,1947.47,759.82,19.86671725037462,10.89901131680907
22,(주)SH에너지화학,2360,2016/12,7.763107375208151,5.02,43.19296663539205,13.57684568357706,0.9038535720926246,1.37,17.69184522965416,11.04,8.26,24.63,18.66,-0.07,89.41,39.53,1.82,2.23,9.87,2.87,3.39,18.60951505081841,6.05,2.4,0.0,266.29,0.0,0.0,0.0,32.85,130.53,162.217798370433,105.14,84.85,304.32,18.72,38.50053663877058,83.61,673.11,580.63,211.38,16.13730526350314,2792.03,19.6,89.01,510.0,14.59,8.31,1965.07,861.64,19.36011489683194,14.48233817546399
23,(주)SH에너지화학,2360,2017/12,0.6614494658970077,-41.16,-45.20426063119402,3.462987360024329,-13.86592358306082,0.0,13.97579931261344,7.54,5.25,13.39,9.21,-0.1,93.35,40.46,1.51,1.78,9.9,2.19,2.68,11.92194510760276,5.24,1.95,0.0,184.19,207.04,88.11,832.85,23.24,94.63,88.88844200487763,127.84,90.76,223.37,15.48,50.35413026088569,85.94,1057.37,816.13,399.76,25.19837753285434,1678.27,16.36,73.48,364.34,10.33,6.88,1692.59,901.92,11.31728690897772,7.883558525376556
24,(주)SH에너지화학,2360,2018/12,-2.296240953610933,-85.19,-79.41534298263488,-2.138086884226382,-2.40069121188122,5.41,6.682328137216347,1.14,1.11,1.97,2.21,-0.11,98.53,39.13,1.48,1.72,10.59,2.12,2.8,8.693206123789341,6.5,1.95,0.0,127.24,0.0,0.0,0.0,16.27,67.41,18.29738091478357,46.81,87.25,164.52,10.85,76.76228674981239,86.08,1287.95,953.73,441.48,28.13395368109805,2749.34,16.17,56.94,277.3,7.93,5.29,1651.96,904.99,1.715747461595544,1.660942730403562
25,(주)SH에너지화학,2360,2019/12,0.8013636005189216,-249.05,-251.9569525514243,-6.064011679491244,-23.28239559082875,1.28,4.734151292583753,-2.22,-2.19,-3.06,-2.84,-0.2,102.32,35.02,1.15,1.38,6.79,1.66,2.16,7.221831826582197,6.14,1.54,0.0,82.02,0.0,0.0,0.0,11.1,44.32,-27.80414243483104,144.7,76.79,102.46,9.73,110.4406084140695,80.22,1110.48,887.83,542.25,22.03406348485204,1864.22,24.66,43.59,121.45,8.62,7.56,1267.34,867.69,-2.537055375521027,-2.503852990271135
26,(주)SH에너지화학,2360,2020/12,-4.909611596671001,0.0,-124.7657153323575,-9.082411292705771,-33.55871413781395,1.9,1.16267519425435,-8.39,-7.42,-8.31,-7.29,-0.12,109.87,30.22,0.78,0.99,3.62,1.2,1.44,7.103937070394776,5.37,1.09,0.0,46.05,0.0,0.0,0.0,7.01,27.05,-62.49417963567556,37.91,64.31,65.54,8.79,189.0028323790769,76.7,979.37,849.69,445.74,14.74779206996016,1199.88,30.38,37.11,89.84,8.65,10.84,842.04,801.96,-6.69054011570922,-5.91837217088969
27,(주)SH에너지화학,2360,2021/12,1.936375215524745,0.0,108.7980448053444,1.922832950096833,49.3858646873766,-5.59,7.104713971956513,0.25,0.44,0.38,0.69,-0.07,99.14,31.35,1.18,1.54,5.06,1.86,2.17,12.75576722862393,7.27,1.63,0.0,124.52,0.0,0.0,0.0,15.92,56.14,5.498265925079146,-34.09,67.5,119.06,13.62,82.57451083149456,76.69,599.23,504.85,149.24,18.90500884288586,1473.27,30.4,0.76,1.92,0.18,0.15,1257.89,806.59,0.2865725148483573,0.5108098401978557
28,(주)SH에너지화학,2360,2022/12,3.787736922579462,134.88,199.8646651731287,2.575091698630331,19.70950573626597,3.29,6.549393022503692,0.48,1.09,0.87,1.99,-0.14,98.57,32.29,1.37,1.8,5.78,2.09,2.65,9.94180136562348,7.61,1.82,0.0,130.81,0.0,0.0,0.0,17.19,57.61,16.48735670656681,-21.08,71.75,111.27,12.75,79.10069358707229,75.79,759.41,561.05,158.53,30.0814597147874,1317.1,31.94,-10.2,-20.47,-2.47,-1.83,1505.81,820.82,0.648531818852359,1.475837379635029
29,(주)SIMPAC,9160,2012/12,2.504565694377723,-7.88,-22.78434229653156,11.19897057243011,4.637518480949174,7.0,18.85543191085256,11.18,8.56,14.12,10.81,-0.95,82.16,17.53,0.72,1.26,1.65,1.47,1.78,8.697717026696735,3.61,0.85,0.16,165.47,233.39,45.03,1117.7,13.74,59.15,663.087699211877,452.36,1205.3,353.46,19.42,41.96925116861049,58.95,140.97,117.58,22.15,57.09740249107645,170.02,69.63,12.07,39.15,4.96,7.01,7748.11,5979.67,7.905241265445408,6.052068924121548
30,(주)SIMPAC,9160,2013/12,13.59431263198695,-6.32,3.928993351397003,11.16256187182529,-8.698414965892603,0.73,20.09513492206221,11.47,9.74,11.9,10.11,-1.49,86.97,14.48,0.6,1.04,1.45,1.57,1.96,8.069172994608019,3.06,0.82,0.17,159.27,232.03,47.67,1262.95,12.74,62.56,689.140370827843,414.67,1349.5,349.24,22.41,38.70562657539427,57.69,81.19,62.03,7.16,-101.9307435927581,182.56,73.34,8.23,19.01,3.48,6.13,7074.15,6688.31,6.519411295285571,5.537120797719491
31,(주)SIMPAC,9160,2014/12,5.512201318123201,-26.52,-28.59405567743433,4.929441837257073,27.89831740141783,10.11,16.36605642123603,6.59,5.44,8.1,6.7,0.53,94.06,11.14,0.71,1.23,1.67,2.08,2.81,7.930817944042269,3.67,1.0,0.19,114.89,223.93,42.75,1079.76,13.54,30.95,492.0871894976521,1184.25,1417.16,284.41,19.65,54.55639793432282,57.37,105.96,76.17,19.44,500.0638408513162,158.91,74.3,14.28,56.94,6.09,8.84,9047.72,6901.02,4.540486109361451,3.747275996992831
32,(주)SIMPAC,9160,2015/12,10.70698041137068,22.48,14.93576268108613,5.8790983158801,2.422845961150462,-2.95,17.85161067361756,7.88,6.1,9.42,7.29,0.44,92.04,14.09,0.67,1.19,1.52,1.69,2.43,5.56160411259197,3.56,0.86,0.27,163.89,238.62,53.4,1247.8,14.18,34.11,565.5841643050481,352.64,1508.53,295.6,22.25,52.02995756206621,54.87,102.82,69.62,14.76,1176.28337733245,145.26,82.25,11.71,42.01,5.29,8.29,9266.93,7408.57,5.023498318587357,3.890414345062037
33,(주)SIMPAC,9160,2016/12,-1.174925271107634,10.95,-1.617814205530915,3.624312421406486,-0.9104366351674329,3.38,18.4818586490263,8.82,6.06,9.98,6.85,0.42,92.06,12.76,0.64,1.13,1.45,1.52,2.15,5.228131529771193,3.67,0.79,0.28,149.73,0.0,0.0,0.0,14.14,33.07,556.4340633506877,1211.82,1585.77,247.21,22.13,51.45749672973664,57.53,113.8,84.21,33.41,214.4259929414778,143.41,73.81,12.82,41.51,5.44,8.52,9182.56,7746.68,5.639660083134699,3.872979281456201
34,(주)SIMPAC,9160,2017/12,-8.784458111767206,-50.36,-20.31744870485953,0.1703585023875149,-13.64390495349913,-0.33,16.31366343776411,5.07,5.59,4.86,5.36,0.37,95.9,8.35,0.58,0.96,1.45,1.41,1.9,5.413041679985508,3.21,0.75,0.39,109.55,0.0,0.0,0.0,11.36,25.07,443.3808579530461,-328.13,1643.73,218.27,18.77,60.24502511499342,63.18,115.32,85.28,23.55,196.0746752242912,260.25,58.27,9.16,23.27,3.37,5.57,7929.7,7591.43,3.069044148804219,3.383292626138113
35,(주)SIMPAC,9160,2018/12,78.86293087224813,-12.89,436.6018391093031,80.6419109058362,32.74267069448302,63.93,11.15652514901569,3.33,22.6,3.02,20.48,0.5,80.75,17.66,0.58,0.91,1.58,1.33,1.96,4.101201319269186,4.23,0.75,0.0,189.48,0.0,0.0,0.0,16.76,32.0,1057.604613795401,1284.52,1277.69,292.53,37.32,27.54291804924705,63.81,135.98,87.82,49.22,133.8436750186526,157.58,56.71,5.64,12.26,2.04,4.54,10526.1,13925.81,1.494764907645824,10.15012466013627
36,(주)SIMPAC,9160,2019/12,-0.3820998710087358,9.33,-86.28943106010966,1.416586294770283,40.48147166581552,-1.8,10.41190325928984,2.59,2.21,2.54,2.17,0.35,97.01,15.52,0.63,0.98,1.77,1.43,2.14,4.339703531920602,7.08,0.82,13.04,103.31,0.0,0.0,0.0,9.64,24.96,145.0036096858794,572.68,1296.53,199.32,15.22,57.12575150269994,64.96,131.76,91.59,58.26,126.4836825487383,163.65,53.93,15.72,29.05,5.51,8.7,6573.26,6320.45,1.640489888880275,1.396977688960332
37,(주)SIMPAC,9160,2020/12,8.559551972525488,-30.1,259.8358516602238,5.165664829956256,-14.93235867551274,-1.43,10.29835342627954,2.13,9.33,1.72,7.54,0.6,89.67,18.28,0.52,0.81,1.43,1.14,1.73,3.327544165744546,7.19,0.66,0.75,142.15,0.0,0.0,0.0,13.08,42.37,521.7749738512508,-260.48,1389.64,372.74,26.37,39.73483387857152,62.93,141.82,88.93,49.68,126.4750843920793,102.77,58.9,3.74,7.06,1.39,2.79,5591.72,6543.56,1.056234046479193,4.630478362554336
38,(주)SIMPAC,9160,2021/12,22.50873758974387,1266.33,166.0639598419238,17.8186614680634,67.55240959490271,5.58,26.00867815512753,17.36,14.82,21.06,17.98,-0.09,82.21,28.69,0.75,1.21,1.95,1.37,2.07,4.05874841024771,9.03,0.83,0.0,254.43,0.0,0.0,0.0,19.83,81.87,1388.255156892801,974.29,1657.62,881.2,29.22,28.94293709585644,60.52,163.62,112.22,65.94,80.79655117081795,216.63,65.23,6.55,13.02,2.59,3.81,9369.06,7273.18,11.78012078264579,10.05645338726186
39,(주)SIMPAC,9160,2022/12,6.849736377049815,11.79,-16.17863680020743,9.69894376599298,9.659820305867033,1.17,26.12818101984287,17.69,11.33,20.75,13.28,0.12,86.24,34.07,0.72,1.17,1.86,1.2,1.82,3.541949253748912,7.64,0.75,0.0,209.95,0.0,0.0,0.0,16.46,68.11,1163.654397198964,45.43,1850.23,751.72,23.63,33.26818205714462,62.14,169.96,108.3,61.66,88.13384327091514,584.14,60.93,9.13,13.76,3.46,4.96,10274.09,7700.74,12.32477705831208,7.889075447981322
40,(주)STX,11810,2012/12,-3.193359029837558,0.0,-320.7777373034183,-21.36301620821507,3.219816140252335,-4.34,-3.145498672857293,-6.67,-7.97,-24.01,-35.59,1.78,108.17,37.31,1.2,3.6,1.79,4.23,5.1,24.74352073525395,10.95,1.68,0.06,245.75,185.59,0.0,8605.01,-2.76,-16.56,-8128.732976830872,4150.0,655.36,-43.1,-2.27,-117.3761150007875,29.73,62.81,55.08,12.95,-20.77521038043701,172.8,236.31,4.3,5.44,3.02,2.49,101994.13,18312.68,-8.107532046885858,-9.688675553268
41,(주)STX,11810,2013/12,-73.50478949301454,0.0,-225.0232213277711,-133.8278114399003,-60.23602847471935,-52.8,-28.22992233611401,-39.27,-65.14,0.0,-521.17,3.01,148.06,0.0,0.76,0.0,0.91,2.15,2.45,17.70655591941185,5.87,0.83,0.07,-8579.16,351.14,0.0,6138.8,-92.75,-577.77,-25954.38646259229,2127.24,-416.07,-1841.96,-50.83,-10.34173420209148,0.0,62.06,54.71,5.09,-19.39419427591311,127.51,0.0,10.3,13.35,14.21,7.79,39841.76,0.0,-71.63960313440396,-118.8533504156363
42,(주)STX,11810,2014/12,-6.518934541012425,0.0,123.8516448048733,-118.3772414320836,-33.26507174611262,-29.94,7.41726140733608,2.18,23.28,0.0,0.0,2.19,83.56,-1640.26,1.26,0.0,1.08,1.94,2.36,10.83510758176347,6.74,0.87,0.13,3148.77,460.65,0.0,8632.52,40.25,467.4,12751.90382770549,-337.39,25.29,332342.76,30.9,17.28221299744042,7.46,113.3,86.97,14.11,197.9239941665952,180.51,1239.93,2.35,3.07,2.18,1.67,7247.4,219.97,2.843899850358804,30.32536999941036
43,(주)STX,11810,2015/12,0.9738629898597772,0.0,-112.8702205032266,-22.7626999209925,-0.2311872096395095,2.42,2.743761294116421,-2.1,-3.0,-41.17,-59.01,1.82,103.24,-39.51,1.29,19.65,1.38,1.82,2.56,6.22500572562791,8.39,0.95,0.28,-56.79,422.94,0.0,8327.11,6.28,78.33,-1639.305911812625,-534.21,-3.22,102008.97,4.88,114.0208880566064,5.71,104.09,67.59,8.89,892.6793475193317,93.87,1651.71,-3.85,-5.1,-3.63,-2.82,54621.31,2252.41,-2.696445143084412,-3.865299268321938
44,(주)STX,11810,2016/12,-44.15280960587868,0.0,-833.9063329386304,-556.990406679384,5.477343703532012,-5.51,4.927410526854297,-1.99,-26.59,0.0,0.0,1.93,124.81,0.0,1.74,0.0,1.54,2.48,4.07,6.342244254235007,13.31,1.07,0.15,-3405.1,256.65,0.0,5230.72,-48.77,-469.74,-9664.689900394194,1846.86,-378.97,-1045960.61,-20.07,-18.81205329594081,-46.71,49.89,26.7,4.89,-46.30074775387186,107.47,0.0,2.02,2.65,2.96,1.22,54931.92,0.0,-4.828114380345594,-64.63758409176653
45,(주)STX,11810,2017/12,-11.32767846671443,0.0,173.0984640810063,-112.8737189802659,4.86729959486162,-0.83,4.729033781663727,2.44,18.54,0.0,0.0,1.07,85.37,-270.21,2.7,0.0,2.22,3.75,6.51,8.84793906084841,17.47,1.45,0.11,3081.66,249.0,0.0,4373.05,66.31,591.1,17476.53191299208,630.88,-10.51,1066958.97,23.07,12.61000591184147,6.78,85.88,53.1,17.24,-232.2654901208517,90.72,1374.49,13.52,22.68,12.6,4.38,11346.76,267.53,7.019928546615207,53.28503908901715
46,(주)STX,11810,2018/12,-11.70933578947704,-133.55,-97.27650081044062,50.44172932330827,-16.68034090997284,-7.56,1.326493611047349,-0.98,0.61,-27.73,17.12,0.72,99.39,10.78,2.54,28.2,2.8,3.34,5.12,9.66434861447352,12.81,1.57,0.14,256.69,0.0,0.0,0.0,15.07,112.51,461.6538369785585,-2514.66,29.93,232002.78,5.56,65.19318494749824,11.56,91.21,63.3,9.55,-317.6890787245011,168.05,765.34,5.32,7.87,4.71,1.74,78552.83,3137.81,-2.667215342714972,1.643681832866778
