,회사명,거래소코드,회계년도,총자본증가율,정상영업이익증가율,순이익증가율,자기자본증가율,매출액증가율,종업원수증가율,매출액총이익률,매출액정상영업이익률,매출액순이익률,자기자본정상영업이익률,자기자본순이익률,금융비용부담률,수지비율(관계기업투자손익 제외),사내유보 대 자기자본비율,총자본회전률,자기자본회전률,타인자본회전률,유동자산회전률,당좌자산회전률,재고자산회전률,매출채권회전률,순운전자본회전률,운전자본회전률,종업원1인당 부가가치,노동장비율,기계장비율,자본집약도,총자본투자효율,설비투자효율,1주당순이익,1주당 CASH FLOW,유보율,기계투자효율,부가가치율,노동소득분배율,자기자본구성비율,유동비율,당좌비율,현금비율,재고자산 대 순운전자본비율,매출채권 대 매입채무비율,부채비율,CASH FLOW 대 부채비율,CASH FLOW 대 차입금비율,CASH FLOW 대 총자본비율,CASH FLOW 대 매출액비율,1주당매출액,1주당순자산,총자산영업이익률,총자산순이익률,CP전년대비증가율,경기선행지수,경기동행지수,GDP대비국가부채비율,CPI,CPI증감률,실질GDP성장률,코스닥연수익률 (%),코스피연수익률(%),코스닥변동성,코스피변동성,장단기금리차(전월차)(%p),실업률,외환보유액(천달러),CD이자율,환율,수출물가지수증감률,수입물가지수증감률,3년국고채수익률,생산자물가지수,생산자물가지수증감률,부실
247,(주)알에프세미,96610,2019,-2.326943247038065,-224.35,-1357.591534565516,-5.421560562410917,-18.1725517233296,-11.76,19.35346955107195,-1.85,-6.49,-1.53,-5.37,3.87,106.79,79.89,0.41,0.83,0.81,0.8,2.48,1.172706797503153,7.16,0.47,0.0,60.59,0.0,0.0,0.0,22.99,63.48,-0.3390771053211624,-233.78,1152.67,167.03,55.54,73.86858409763491,48.62,132.62,30.81,11.21,312.0664519595925,843.67,105.66,1.14,1.49,0.59,1.42,5226.79,5677.4,-0.7677006821202977,-2.685276061564554,0.546448087,98.0,101.2,37.6,102.0,4.081632653,2.677446185,-0.861393786,7.674023038,-0.86,7.67,0.12,3.5,397876077,1.53,1156.4,-3.353183692,0.831050228,1.36,100.46,0.0298715523,1.0
248,(주)알체라,347860,2021,145.6187543958545,0.0,-274.3412079866664,-40.18631243615369,118.8402381521327,69.15,-14.82129956227955,-111.4,-138.68,-50.37,-62.78,4.01,221.44,-214.85,0.19,0.45,0.33,0.21,0.21,20.36554707840308,4.26,0.2,0.0,-11.02,0.0,0.0,0.0,-1.61,-39.92,-1.0108436538809,-509.0,140.6,-121.67,-12.09,-895.2301788166014,22.09,1734.57,1734.57,1240.57,0.0,9967.03,352.63,-10.6,-30.85,-8.26,-61.89,739.21,1206.02,-14.86676197443836,-18.50800389246871,-26.66666667,107.3,106.3,46.7,104.0,14.28571429,4.24876323,6.769789835,3.625579272,6.77,3.63,-0.02,3.4,438319248,1.29,1188.8,14.29,14.98767321,1.798,106.38,6.38,1.0
249,(주)알테오젠,196170,2018,65.94987420193438,0.0,5.088617763719435,67.38954808719944,13.20783195735486,9.62,14.28299435477238,-55.9,-51.59,-14.38,-12.91,-5.97,139.04,-18.64,0.24,0.26,3.49,0.29,0.29,39.60799497062585,8.75,0.28,0.03,-40.6,0.0,0.0,0.0,-3.23,-19.79,-0.5147925766974357,-721.52,870.26,-221.82,-16.84,-165.610804812927,93.44,2352.08,2332.87,359.94,0.8529644857899039,111.5,7.02,-143.67,-373.87,-9.43,-49.11,1085.0,5198.28,-10.73101743960023,-9.904517540818135,11.58536585,94.7,98.7,35.9,98.0,-12.57805531,3.240034708,-15.37661395,-17.2827429,-15.38,-17.28,-0.16,3.6,393332482,1.93,1115.7,0.747646299,5.893728704,1.817,100.43,1.876648407,1.0
250,(주)알톤,123750,2017,-27.80354243025584,0.0,-372.6319939299577,-41.82627977192561,-17.34018073887323,-8.21,17.76674814827329,-30.38,-49.06,-31.94,-51.7,1.89,145.86,-27.63,0.62,1.05,1.49,0.96,1.9,1.926385047144355,3.72,0.58,0.0,-82.66,0.0,0.0,0.0,-17.02,-73.44,-1.672312201732001,-5.23,387.87,-395.29,-23.16,-73.06194925931962,51.4,139.35,76.28,23.23,160.2805969055329,278.74,94.55,-45.13,-55.9,-21.93,-29.85,3408.54,2228.63,-22.32224071242287,-36.04803534731383,1.234567901,93.2,97.3,36.0,112.1,18.87592789,2.830172037,26.44431455,21.76356986,26.44,21.76,0.02,3.5,379476576,1.66,1070.5,6.142843147,6.135629709,2.135,98.58,3.441762854,1.0
251,(주)알파홀딩스,117670,2018,61.66814016580887,0.0,40.49113034443058,7.516716691255596,21.55869725087175,16.19,9.247128549788789,-7.2,-7.23,-13.48,-12.04,1.7,106.56,-15.77,1.03,1.87,2.29,2.5,2.56,100.3224322343804,6.54,1.23,0.01,44.28,0.0,0.0,0.0,6.29,32.6,-0.4677850863178652,-614.67,730.75,1804.28,7.55,139.3292991439153,46.12,83.47,80.88,10.38,-15.68883712017904,121.83,116.81,-15.89,-22.18,-8.56,-10.28,6473.16,3268.21,-5.999179748163959,-6.022571578442351,11.58536585,94.7,98.7,35.9,98.0,-12.57805531,3.240034708,-15.37661395,-17.2827429,-15.38,-17.28,-0.16,3.6,393332482,1.93,1115.7,0.747646299,5.893728704,1.817,100.43,1.876648407,1.0
252,(주)압타머사이언스,291650,2020,343.86,0.0,0.0,406.9,-43.94,0.0,12.76004526783856,-1716.79,-1681.97,-18.63,-18.25,-31.84,1307.98,-96.47,0.01,0.01,0.15,0.01,0.01,25.24735163074935,28.81,0.01,0.03,-79.41,0.0,0.0,0.0,-6.66,-334.76,-1.658342387883002,-453.96,688.33,-404.46,-1077.25,-31.05592398049368,95.26,5951.03,5946.9,785.93,0.0705635067527916,0.0,4.97,-168.09,-2540.64,-7.96,-1286.84,30.43,4675.12,-10.62185916671488,-10.40639104143866,-18.47826087,103.2,101.6,43.6,91.0,-10.78431373,-0.718111407,44.57697598,30.75075297,44.58,30.75,0.03,4.2,430117234,0.66,1086.3,-5.204284766,-9.5,0.976,100.0,-0.457893689,1.0
253,(주)애닉,299910,2021,-80.96304761058568,0.0,15.4112963876256,-116.2252598795403,-33.46647124609839,-44.32,100.0,-97.1,-86.43,0.0,-286.64,-0.4,170.06,0.0,1.23,0.0,1.96,2.05,2.05,0.0,16.9,1.16,0.06,-123.46,0.0,0.0,0.0,33.19,215.66,-4.785485802462216,-5441.75,-113.54,0.0,8.64,968.0670384798632,0.0,76.42,76.42,19.4,0.0,0.0,0.0,-176.09,-510.65,-255.41,-66.48,5570.99,0.0,-373.0604725301038,-332.0697898107526,-26.66666667,107.3,106.3,46.7,104.0,14.28571429,4.24876323,6.769789835,3.625579272,6.77,3.63,-0.02,3.4,438319248,1.29,1188.8,14.29,14.98767321,1.798,106.38,6.38,1.0
254,(주)애드바이오텍,179530,2022,47.99191234229468,0.0,201.1940483361575,217.0098252744825,-10.20760423010711,6.45,29.28482374436525,-46.45,25.36,-46.39,25.33,-55.44,86.54,0.0,0.41,1.0,0.69,0.93,1.2,4.204435397920714,3.96,0.45,0.0,7.29,0.0,0.0,0.0,1.91,5.79,0.2949834822028339,-948.13,254.15,34.03,5.56,518.1402980530136,52.18,119.76,94.73,10.0,126.6657168005706,485.15,91.64,-36.25,-42.1,-17.33,-50.58,1173.14,1801.01,-15.92085777951698,8.692592533129169,163.6363636,109.3,108.8,49.4,90.0,-13.46153846,1.345043666,-34.30337232,-24.8937929,-34.3,-24.89,-0.35,3.0,399043064,3.98,1264.5,16.64187593,20.57393653,3.722,115.29,8.375634518,1.0
255,(주)액션스퀘어,205500,2018,-15.34545758404998,0.0,8.512961386946346,-10.32386312125129,-20.53605339985448,1.45,100.0,-145.25,-150.11,-84.9,-87.74,-6.6,239.17,-264.07,0.32,0.58,0.73,0.45,0.45,0.0,13.68,0.37,0.07,23.54,0.0,0.0,0.0,21.9,123.93,-0.4234541181260782,-506.11,-8.62,462821849.0,61.95,309.9705718397137,57.2,338.58,338.58,23.13,0.0,0.0,74.83,-82.14,0.0,-35.16,-99.45,283.55,368.26,-51.35320551207017,-53.0707505999533,11.58536585,94.7,98.7,35.9,98.0,-12.57805531,3.240034708,-15.37661395,-17.2827429,-15.38,-17.28,-0.16,3.6,393332482,1.93,1115.7,0.747646299,5.893728704,1.817,100.43,1.876648407,1.0
256,(주)앤씨앤,92600,2014,-2.43980011076077,0.0,89.75213899109744,-3.33896263101839,-2.253643418627138,-17.36,38.45099083498756,-7.51,-5.32,-5.65,-4.0,-1.99,105.05,51.29,0.63,0.75,3.91,0.89,1.01,7.424926131890467,29.93,0.74,0.05,58.49,6.61,0.0,561.46,10.42,885.29,-0.1434186125211506,-17.51,605.12,83556110.57,16.31,126.9560415323828,83.49,485.93,417.46,102.51,17.74240371557951,33.24,19.78,-12.6,-27.03,-2.08,-3.26,2697.25,3425.4,-4.800076864915876,-3.396426618448595,-7.473309609,81.8,87.2,34.1,101.7,-5.30726257,2.565798228,8.596168185,-4.760508001,8.6,-4.76,-0.02,3.6,353600472,2.13,1099.3,-5.961830772,-8.166370784,2.098,101.12,-0.531182373,1.0
257,(주)어스앤에어로스페이스,263540,2018,0.0,0.0,0.0,0.0,0.0,6.55,16.39318149331277,-13.54,-6.62,-10.39,-5.08,1.41,112.55,10.78,0.47,0.77,1.23,0.94,1.48,2.133570934390205,1.92,0.67,0.0,44.92,121.65,56.52,288.85,15.55,36.93,-0.0965323173533466,-511.38,896.46,79.48,35.15,109.1214399208308,56.11,201.87,122.19,10.88,78.22028958168244,477.25,78.23,-17.4,-24.5,-7.64,-17.26,3929.46,4909.51,-5.992399224039745,-2.927190778613939,11.58536585,94.7,98.7,35.9,98.0,-12.57805531,3.240034708,-15.37661395,-17.2827429,-15.38,-17.28,-0.16,3.6,393332482,1.93,1115.7,0.747646299,5.893728704,1.817,100.43,1.876648407,1.0
258,(주)얼라인드제네틱스,238120,2017,-6.007757558434001,0.0,-12.77599928002983,-6.378192450905374,19.6236300109476,-8.77,63.8606996175375,-27.34,-31.13,-6.58,-7.49,-5.22,129.27,-26.12,0.22,0.24,3.37,0.24,0.26,3.672377551751774,6.01,0.24,0.0,39.63,12.7,2.57,484.38,8.6,312.1,-0.4880391373579724,-244.74,1159.64,1564.17,37.1,157.3789699714492,93.14,3738.54,3510.67,1242.09,6.262582940112374,2708.21,7.36,-60.5,0.0,-4.15,-17.89,1573.3,6401.02,-6.339913930373742,-7.217514743141552,1.234567901,93.2,97.3,36.0,112.1,18.87592789,2.830172037,26.44431455,21.76356986,26.44,21.76,0.02,3.5,379476576,1.66,1070.5,6.142843147,6.135629709,2.135,98.58,3.441762854,1.0
259,(주)에듀언스,9010,2012,-60.38068292005312,0.0,6.639133179810716,-88.19981418588134,-45.64250479909901,255.26,48.69195497735038,-15.98,-110.41,-28.89,-199.58,4.83,174.41,-6676.7,0.43,1.81,0.57,1.26,1.26,1311.070809248555,112.19,0.42,0.0,-21.89,1.35,1.03,51.6,-7.82,-402.18,-7.045724721569653,-261.86,173.93,-549.89,-10.29,-657.9529136119719,8.87,24.23,24.19,2.25,-0.055176687547016,0.0,1027.46,-30.73,-70.78,-28.0,-36.87,449.52,-205.0,-12.13744491483066,-83.85753026391146,-5.571030641,75.3,82.1,30.8,98.2,-0.304568528,2.406572286,-0.771719263,9.383047943,-0.77,9.38,0.11,3.1,316897731,2.89,1070.6,-2.367797948,-0.724217845,2.82,103.31,0.692007797,1.0
260,(주)에스디생명공학,217480,2021,0.139619554064124,0.0,-362.346038124717,-43.45051801208479,-11.4012541201597,-2.23,29.03526405918876,-27.93,-36.21,-51.37,-68.12,2.17,132.06,-24.36,0.85,1.84,1.59,1.5,2.45,3.840761885668848,11.07,0.82,0.0,-153.43,0.0,0.0,0.0,-12.96,-43.88,-2.014218249457753,-772.31,310.05,-214.26,-15.23,-86.79770575363192,33.44,94.91,65.01,17.85,-587.1648762888437,183.71,199.06,-11.23,-15.62,-7.47,-8.78,5562.37,1866.84,-23.77500069555071,-30.82532937953292,-26.66666667,107.3,106.3,46.7,104.0,14.28571429,4.24876323,6.769789835,3.625579272,6.77,3.63,-0.02,3.4,438319248,1.29,1188.8,14.29,14.98767321,1.798,106.38,6.38,1.0
261,(주)에스디시스템,121890,2013,0.0,0.0,0.0,0.0,0.0,19.17,22.209039777394,-7.16,-8.83,-16.02,-19.75,-0.37,106.69,60.93,1.65,2.24,6.28,1.83,2.27,5.560525455713237,5.58,1.45,0.33,15.11,8.84,0.14,239.64,6.31,170.87,-1.794929894963949,-822.23,1426.65,10801.78,3.48,-42.96095200212145,73.06,384.1,299.93,39.63,29.62685996757888,259.91,36.88,-30.08,0.0,-8.1,-4.47,16358.02,6407.53,-12.99619004808882,-16.01555111236577,-17.10914454,78.7,85.0,32.6,107.4,9.368635438,3.809548274,0.739438841,0.71555127,0.74,0.26,0.04,3.2,335647450,2.66,1055.4,-4.268391269,-7.917155139,2.858,101.66,-1.597134837,1.0
262,(주)에스마크,30270,2016,8.477281722567282,0.0,72.10667795348714,882.6755088201288,-69.386018936242,-24.56,-24.81482440364045,-57.19,-73.56,-34.27,-44.19,7.72,174.79,-68.82,0.27,0.6,0.5,1.38,1.6,2.921043220327097,12.4,0.97,0.0,-61.68,0.0,0.0,0.0,-7.74,-19.93,-0.5148080696997004,-248.97,133.99,-45.32,-28.48,-86.49730044803177,45.35,231.45,200.31,9.05,23.68656471524674,281.86,120.51,-17.69,-19.97,-9.67,-35.58,699.84,1253.0,-15.53988633839005,-19.9894991854972,-12.90322581,89.2,94.1,36.0,94.3,-8.712487899,2.534036418,-7.460976766,3.321754358,-7.46,3.32,0.18,3.4,361701404,1.52,1207.7,-3.297015632,-4.409924937,1.638,95.3,-1.813311354,1.0
263,(주)에스비비테크,389500,2022,74.42,0.0,0.0,234.6,10.18,0.0,6.508716838964877,-24.59,-70.5,-12.82,-36.75,6.25,165.62,-76.8,0.31,0.52,0.76,0.59,0.71,0.5223031455393197,8.05,0.38,0.0,5.18,0.0,0.0,0.0,1.23,3.27,-1.92064858838132,-4611.28,614.78,11.47,5.07,-38.02344121960805,71.76,239.71,206.58,185.05,23.71267832780456,297.16,39.35,-22.33,-29.49,-6.31,-25.96,15925.5,47049.17,-5.972423846031482,-17.12472033706399,163.6363636,109.3,108.8,49.4,90.0,-13.46153846,1.345043666,-34.30337232,-24.8937929,-34.3,-24.89,-0.35,3.0,399043064,3.98,1264.5,16.64187593,20.57393653,3.722,115.29,8.375634518,1.0
264,(주)에스씨엘사이언스,246960,2019,54.19,0.0,0.0,58.46,35.25,41.18,52.61634620936544,-563.06,-575.82,-31.69,-32.43,-28.23,472.58,0.0,0.05,0.06,0.37,0.07,0.07,0.0466987100691346,4.1,0.07,0.0,-100.09,119.18,20.61,710.79,-12.08,-72.63,-0.7908169091373352,-655.04,498.01,-415.97,-300.48,-82.55205080658334,87.64,1202.36,1184.48,616.02,1.621926762407461,7608.29,14.11,-127.75,-266.03,-15.79,-392.86,139.03,2991.25,-22.63547872579335,-23.14819424951304,0.546448087,98.0,101.2,37.6,102.0,4.081632653,2.677446185,-0.861393786,7.674023038,-0.86,7.67,0.12,3.5,397876077,1.53,1156.4,-3.353183692,0.831050228,1.36,100.46,0.0298715523,1.0
265,(주)에스아이리소스,65420,2020,0.0,-33.56,0.0,0.0,0.0,-30.0,32.00855411933085,2.72,8.76,2.92,9.42,0.3,86.36,-76.39,0.95,1.08,7.82,1.67,1.92,12.43342241085929,40.23,1.39,0.02,294.49,0.0,0.0,0.0,13.42,2667.69,-0.0365172187273777,-68.62,105.97,6426.4,15.35,611.4828008460424,87.61,482.46,383.13,113.7,25.97242738314268,0.0,14.14,-151.74,-222.51,-18.79,-21.5,207.82,207.99,2.375611127591639,7.652828035792972,-18.47826087,103.2,101.6,43.6,91.0,-10.78431373,-0.718111407,44.57697598,30.75075297,44.58,30.75,0.03,4.2,430117234,0.66,1086.3,-5.204284766,-9.5,0.976,100.0,-0.457893689,1.0
266,(주)에스앤더블류,103230,2013,0.0,0.0,0.0,0.0,0.0,-9.26,32.00855411933085,-1.54,1.14,-1.39,1.02,0.77,98.57,65.0,0.61,0.9,1.88,1.69,3.52,12.43342241085929,4.47,0.97,0.0,71.38,237.0,40.01,396.31,18.01,30.12,-0.0365172187273777,1574.51,1437.82,178.39,28.08,611.4828008460424,71.27,155.52,69.32,13.31,155.2637150853795,268.48,40.31,53.04,99.89,15.24,23.76,6919.56,7640.13,-0.9908769687166584,0.7282556803116567,-17.10914454,78.7,85.0,32.6,107.4,9.368635438,3.809548274,0.739438841,0.71555127,0.74,0.26,0.04,3.2,335647450,2.66,1055.4,-4.268391269,-7.917155139,2.858,101.66,-1.597134837,1.0
267,(주)에스에너지,95910,2017,-12.62824492867494,25.36,-193.6831081322573,8.871194552226243,-24.13797619818243,0.0,14.86817975792415,3.3,-1.2,7.79,-3.6,1.45,99.79,43.98,0.71,2.36,1.02,1.27,1.36,18.43985900012036,2.72,0.65,0.05,97.94,152.0,94.81,1364.01,7.41,34.08,-0.2103527117345471,-753.28,1542.83,74.77,9.68,63.11875798381173,33.79,133.06,123.96,24.13,27.52495796289269,175.38,195.91,-2.87,-4.64,-1.9,-2.48,17496.68,7344.45,2.52419305827383,-0.9203047966090652,1.234567901,93.2,97.3,36.0,112.1,18.87592789,2.830172037,26.44431455,21.76356986,26.44,21.76,0.02,3.5,379476576,1.66,1070.5,6.142843147,6.135629709,2.135,98.58,3.441762854,1.0
268,(주)에스에스컴텍,36500,2012,17.28612136079182,14.82,-39.0678698040769,62.31923294611033,37.89047256386686,-33.06,19.88774539005052,8.3,1.78,17.09,-1.8,2.43,95.77,-12.94,0.89,2.06,1.56,1.38,1.78,6.112982336505639,3.03,0.8,0.65,103.74,190.54,18.19,895.2,14.11,53.2,0.1503831788857586,-2210.42,679.08,100.03,17.18,46.12070211568031,49.38,183.3,146.91,32.15,43.68149372306856,462.81,102.52,-22.17,-29.01,-11.22,-13.66,8445.79,2475.2,6.817277259409174,1.46237203695866,-5.571030641,75.3,82.1,30.8,98.2,-0.304568528,2.406572286,-0.771719263,9.383047943,-0.77,9.38,0.11,3.1,316897731,2.89,1070.6,-2.367797948,-0.724217845,2.82,103.31,0.692007797,1.0
269,(주)에스에프씨,112240,2019,-29.39847568172924,0.0,-52.07228981058084,-28.12642246963347,2.505273994309086,-6.25,11.61158143103917,-21.36,-24.78,-9.53,-10.94,2.21,111.53,0.0,0.31,0.45,0.99,0.67,0.83,3.519420888184892,3.05,0.41,0.0,-18.08,0.0,0.0,0.0,-1.25,-11.01,-0.2051195727763422,-72.63,260.02,-42.19,-3.36,-381.4682886577724,69.73,147.73,133.93,4.47,28.91493448221848,437.0,43.42,-12.63,-15.83,-3.82,-10.27,827.78,1549.33,-7.949317514433382,-9.219851328315174,0.546448087,98.0,101.2,37.6,102.0,4.081632653,2.677446185,-0.861393786,7.674023038,-0.86,7.67,0.12,3.5,397876077,1.53,1156.4,-3.353183692,0.831050228,1.36,100.46,0.0298715523,1.0
270,(주)에스엘에너지,214310,2018,14.26541968779355,0.0,-18.98778698585236,89.62511296101448,-33.09806090426328,-17.11,14.7901774540529,-16.82,-53.76,-22.6,-72.23,10.3,134.27,48.43,0.53,1.34,0.88,1.17,1.29,13.08467549541833,4.66,0.51,0.0,10.99,0.0,0.0,0.0,5.6,21.04,-0.2643132038321853,-12.84,409.89,40.47,11.25,239.2281294107879,48.56,96.53,90.59,39.86,-171.2570573340072,1043.72,105.91,15.59,23.83,8.02,16.09,508.62,496.51,-8.380372861592285,-26.78670666017928,11.58536585,94.7,98.7,35.9,98.0,-12.57805531,3.240034708,-15.37661395,-17.2827429,-15.38,-17.28,-0.16,3.6,393332482,1.93,1115.7,0.747646299,5.893728704,1.817,100.43,1.876648407,1.0
271,(주)에스엘에스바이오,246250,2017,0.0,-52.32,0.0,0.0,0.0,16.05,16.58132483033218,6.61,-36.48,0.0,0.0,2.62,135.62,0.0,0.81,0.0,1.04,1.4,1.41,15.55690212575346,2.16,0.81,0.0,26.61,15.3,0.0,104.34,25.5,173.95,-0.2254195601098809,198.73,0.0,0.0,28.92,-97.99604247088855,0.0,122.27,121.77,27.56,2.255705080528002,1345.23,0.0,9.24,23.47,10.02,11.37,1487.82,0.0,5.830397591481767,-32.16956896593914,1.234567901,93.2,97.3,36.0,112.1,18.87592789,2.830172037,26.44431455,21.76356986,26.44,21.76,0.02,3.5,379476576,1.66,1070.5,6.142843147,6.135629709,2.135,98.58,3.441762854,1.0
272,(주)에스엠라이프디자인그룹,63440,2014,-27.47558431981127,0.0,20.59389485648412,-11.05106789213536,48.0050752385241,-1.64,26.59266428797423,-22.76,-27.76,-32.45,-39.51,2.76,127.2,-86.07,0.72,1.43,1.47,1.71,1.81,31.99752301203964,7.72,0.83,0.03,-25.74,248.98,44.53,415.23,6.01,10.47,-0.4371853940666677,-331.94,107.76,57.18,6.98,381.0916483228675,56.82,88.2,78.61,23.89,-81.36049324695547,109.59,76.01,-40.89,-80.24,-17.66,-20.52,1600.8,1017.1,-19.58435009602334,-23.88546925427584,-7.473309609,81.8,87.2,34.1,101.7,-5.30726257,2.565798228,8.596168185,-4.760508001,8.6,-4.76,-0.02,3.6,353600472,2.13,1099.3,-5.961830772,-8.166370784,2.098,101.12,-0.531182373,1.0
273,(주)에스엠컬처앤콘텐츠,48550,2014,0.4620004238549077,0.0,-775.2302483678006,7.268254518680408,8.841722051202584,7.95,12.6196945137555,-10.14,-13.48,-11.87,-15.74,0.32,115.99,-34.75,0.74,1.17,2.04,1.32,1.32,0.0,6.27,0.88,0.0,52.18,27.19,3.49,303.87,23.82,256.68,-0.1216883702955445,-10.36,68.77,1999.01,32.14,74.1251176571045,65.57,189.24,189.24,55.77,0.0,10087.86,52.5,-6.38,-29.87,-2.2,-2.97,902.85,527.5,-7.519105074599191,-9.990389518366698,-7.473309609,81.8,87.2,34.1,101.7,-5.30726257,2.565798228,8.596168185,-4.760508001,8.6,-4.76,-0.02,3.6,353600472,2.13,1099.3,-5.961830772,-8.166370784,2.098,101.12,-0.531182373,1.0
274,(주)에스엠코어,7820,2018,6.503510279410341,-57.36,152.4145084958112,-0.6834723333715402,29.08297015715349,45.15,5.640170704128588,0.24,1.03,0.3,2.0,-0.3,98.85,2.94,0.91,1.23,3.53,1.21,1.23,67.33220915118365,3.01,0.92,0.02,59.55,0.0,0.0,0.0,16.66,99.73,0.0479462707945803,-221.26,654.82,443.54,18.81,85.63004931038246,71.63,282.98,281.35,80.9,0.8903336188159252,154.28,39.61,-20.27,0.0,-5.75,-6.49,4673.76,3318.63,0.2150316936976038,0.9099610923811252,11.58536585,94.7,98.7,35.9,98.0,-12.57805531,3.240034708,-15.37661395,-17.2827429,-15.38,-17.28,-0.16,3.6,393332482,1.93,1115.7,0.747646299,5.893728704,1.817,100.43,1.876648407,1.0
275,(주)에스제이케이,80440,2012,-4.103909941932691,0.0,-239.3429563252299,-15.97588954182538,-18.16032798260702,-0.95,6.294962738389054,-10.54,-19.98,-15.4,-28.47,3.36,119.29,15.56,0.64,1.46,1.15,1.95,3.1,5.561643378780482,7.36,0.78,0.64,0.19,133.02,2.25,497.83,1.98,6.41,-0.9400624347456634,-502.92,727.46,274.34,3.07,480.2418047473593,44.1,66.57,41.84,5.69,-73.95535221541202,149.95,126.77,-10.89,-15.21,-6.09,-9.45,5322.11,3292.24,-6.790191400466661,-12.87190806081885,-5.571030641,75.3,82.1,30.8,98.2,-0.304568528,2.406572286,-0.771719263,9.383047943,-0.77,9.38,0.11,3.1,316897731,2.89,1070.6,-2.367797948,-0.724217845,2.82,103.31,0.692007797,1.0
276,(주)에스지엔지,40610,2020,-70.47582224713503,-92.22,687.7666342372935,-55.72298476928559,-95.6981634183948,-16.46,9.605159352669888,2.26,65.78,0.2,10.3,2.74,54.55,58.13,0.06,0.09,0.15,0.17,0.22,0.7779428343663779,0.53,0.09,2.12,306.31,0.0,0.0,0.0,13.55,160.78,0.7793862246692277,5.95,1527.0,7579.59,111.12,11.13583096167596,83.48,32.46,24.03,8.44,-12.47829451607576,150.25,19.79,40.64,55.34,6.71,55.04,1184.89,3075.98,0.2754274116117698,8.023396054570792,-18.47826087,103.2,101.6,43.6,91.0,-10.78431373,-0.718111407,44.57697598,30.75075297,44.58,30.75,0.03,4.2,430117234,0.66,1086.3,-5.204284766,-9.5,0.976,100.0,-0.457893689,1.0
277,(주)에스코넥,96630,2021,-13.0247167234266,0.0,61.10226117279047,-19.74013938069521,-2.061836412056301,-8.45,5.581617868064176,-4.94,-9.15,-19.19,-31.7,1.62,108.08,49.0,1.18,3.88,1.7,2.29,2.59,19.29289872937375,8.64,1.13,0.07,328.78,0.0,0.0,0.0,14.35,40.23,-0.2506758138477181,25.72,260.38,89.69,11.31,91.60813899807393,29.09,94.17,83.02,21.1,-191.1580495765196,164.4,243.73,-11.39,-17.69,-8.07,-6.37,2740.76,1077.67,-6.270639770344667,-11.59929795741878,-26.66666667,107.3,106.3,46.7,104.0,14.28571429,4.24876323,6.769789835,3.625579272,6.77,3.63,-0.02,3.4,438319248,1.29,1188.8,14.29,14.98767321,1.798,106.38,6.38,1.0
278,(주)에스티큐브,52020,2013,100.9527144265674,0.0,-608.0835845480933,24.30120179600821,-21.17676400316878,13.95,16.66229878861421,-70.15,-120.04,-63.01,-107.83,10.75,205.76,-201.07,0.43,0.9,0.82,0.6,0.66,5.787158237567179,4.05,0.48,0.24,-185.14,9.8,4.88,570.44,-21.58,-1095.37,-0.8887067826377854,-617.49,85.51,-2485.0,-67.17,-50.44119947059427,39.64,720.34,677.1,115.25,6.969178591321482,184.92,152.26,-14.2,-16.4,-8.57,-26.68,796.81,924.25,-22.53823567156752,-38.56618336630697,-17.10914454,78.7,85.0,32.6,107.4,9.368635438,3.809548274,0.739438841,0.71555127,0.74,0.26,0.04,3.2,335647450,2.66,1055.4,-4.268391269,-7.917155139,2.858,101.66,-1.597134837,1.0
279,(주)에이디칩스,54630,2014,-24.11550442517029,0.0,8.792990054773904,-36.85225145245129,-39.16326567880149,-11.29,19.11200143286555,-13.19,-15.5,-44.65,-70.87,0.91,113.37,-515.01,1.73,3.39,3.55,2.53,4.02,6.814264490463389,9.54,1.82,0.0,21.89,71.52,0.0,203.54,15.89,52.63,-0.4777310538654916,-318.2,-9.88,0.0,7.91,258.7588051544251,45.92,228.69,143.0,68.67,66.58598702211074,280.98,117.75,-29.16,-40.46,-15.77,-7.85,3081.81,414.83,-26.48961975675356,-31.13955600697795,-7.473309609,81.8,87.2,34.1,101.7,-5.30726257,2.565798228,8.596168185,-4.760508001,8.6,-4.76,-0.02,3.6,353600472,2.13,1099.3,-5.961830772,-8.166370784,2.098,101.12,-0.531182373,1.0
280,(주)에이루트,96690,2018,-25.7559190851829,0.0,3.75102939405649,-1.697442980322577,-39.45677371717439,-14.0,15.62506941526094,-24.13,-37.56,-7.79,-8.76,-6.76,128.49,-45.08,0.22,0.32,0.68,0.44,0.49,5.102522428386932,6.3,0.31,0.0,-72.55,0.0,0.0,0.0,-3.57,-30.67,-0.0311830301555711,5.47,221.31,-748.93,-13.92,-209.9672044107316,78.89,191.62,169.07,50.75,24.6117911638122,563.39,26.76,31.05,3982.25,6.56,25.54,85.11,241.09,-6.195648492086351,-9.644434568475264,11.58536585,94.7,98.7,35.9,98.0,-12.57805531,3.240034708,-15.37661395,-17.2827429,-15.38,-17.28,-0.16,3.6,393332482,1.93,1115.7,0.747646299,5.893728704,1.817,100.43,1.876648407,1.0
