,회사명,거래소코드,회계년도,총자본증가율,정상영업이익증가율,순이익증가율,자기자본증가율,매출액증가율,종업원수증가율,매출액총이익률,매출액정상영업이익률,매출액순이익률,자기자본정상영업이익률,자기자본순이익률,금융비용부담률,수지비율(관계기업투자손익 제외),사내유보 대 자기자본비율,총자본회전률,자기자본회전률,타인자본회전률,유동자산회전률,당좌자산회전률,재고자산회전률,매출채권회전률,순운전자본회전률,운전자본회전률,종업원1인당 부가가치,노동장비율,기계장비율,자본집약도,총자본투자효율,설비투자효율,1주당순이익,1주당 CASH FLOW,유보율,기계투자효율,부가가치율,노동소득분배율,자기자본구성비율,유동비율,당좌비율,현금비율,재고자산 대 순운전자본비율,매출채권 대 매입채무비율,부채비율,CASH FLOW 대 부채비율,CASH FLOW 대 차입금비율,CASH FLOW 대 총자본비율,CASH FLOW 대 매출액비율,1주당매출액,1주당순자산,총자산영업이익률,총자산순이익률,CP전년대비증가율,경기선행지수,경기동행지수,GDP대비국가부채비율,CPI,CPI증감률,실질GDP성장률,코스닥연수익률 (%),코스피연수익률(%),코스닥변동성,코스피변동성,장단기금리차(전월차)(%p),실업률,외환보유액(천달러),CD이자율,환율,수출물가지수증감률,수입물가지수증감률,3년국고채수익률,생산자물가지수,생산자물가지수증감률,부실
526,(주)하이퍼코퍼레이션,65650,2017,0.0,0.0,0.0,0.0,0.0,15.0,7.692314076766897,2.3,-54.77,1.91,-45.51,-0.42,154.25,-124.13,0.77,0.83,11.38,1.39,1.77,12.1235677447459,19.62,1.29,0.14,-440.79,0.0,0.0,0.0,-38.63,-145764.42,0.0561405691736139,-44.03,68.14,-77985868.46,-48.48,41.3233005354929,94.31,2613.6,2193.62,433.17,16.70802220843001,172.14,6.04,-77.73,0.0,-4.42,-5.55,786.72,759.75,1.832804151676066,-43.63646069874537,1.234567901,93.2,97.3,36.0,112.1,18.87592789,2.830172037,26.44431455,21.76356986,26.44,21.76,0.02,3.5,379476576,1.66,1070.5,6.142843147,6.135629709,2.135,98.58,3.441762854,1.0
527,(주)한국비티비,219750,2018,12.28,0.0,0.0,66.63,-10.56,25.37,42.35079001446526,-14.33,-27.44,-19.29,-36.22,2.24,128.62,-3.36,0.79,1.35,1.89,1.14,2.23,2.044591669944811,4.07,0.84,0.0,-20.0,0.0,0.0,0.0,2.33,15.19,-0.9443673163823684,-688.89,593.11,83.02,3.14,601.6103919213488,67.93,245.41,126.58,25.29,81.71839254327085,482.54,47.2,-27.62,-43.04,-8.86,-11.93,3841.12,10161.4,-10.6371014559999,-20.37689719400057,11.58536585,94.7,98.7,35.9,98.0,-12.57805531,3.240034708,-15.37661395,-17.2827429,-15.38,-17.28,-0.16,3.6,393332482,1.93,1115.7,0.747646299,5.893728704,1.817,100.43,1.876648407,1.0
528,(주)한국테크놀로지,53590,2012,0.0,0.0,0.0,0.0,0.0,9.21,26.96175985441593,-115.76,-155.36,-20.42,-27.41,-2.29,212.0,-28.07,0.13,0.18,0.54,0.21,0.22,3.93001818941159,2.0,0.16,0.0,-57.05,16.66,3.97,573.85,-9.94,-342.38,-0.5167542804875898,343.8,140.24,-1437.06,-83.72,-37.57459477963,64.54,221.24,209.08,81.93,10.02394377000302,582.25,54.95,11.85,4002.38,4.2,35.38,220.88,1159.73,-13.74546326726386,-18.44754935757994,-5.571030641,75.3,82.1,30.8,98.2,-0.304568528,2.406572286,-0.771719263,9.383047943,-0.77,9.38,0.11,3.1,316897731,2.89,1070.6,-2.367797948,-0.724217845,2.82,103.31,0.692007797,1.0
529,(주)한국팩키지,37230,2014,0.0,0.0,0.0,0.0,0.0,-6.67,6.075237384901492,-1.26,-1.35,-1.66,-1.77,-0.9,101.61,1.21,1.0,1.32,4.2,1.4,1.72,12334.4522839979,5.16,1.06,0.16,65.97,121.57,28.75,483.82,13.64,54.27,-0.1180638003672925,-32.49,195.22,229.46,13.23,190.0669433609905,77.83,321.67,268.22,44.89,24.11094953802853,145.81,28.49,6.43,23.96,1.43,1.38,1955.18,1448.6,-1.30234259903166,-1.38845538983079,-7.473309609,81.8,87.2,34.1,101.7,-5.30726257,2.565798228,8.596168185,-4.760508001,8.6,-4.76,-0.02,3.6,353600472,2.13,1099.3,-5.961830772,-8.166370784,2.098,101.12,-0.531182373,1.0
530,(주)한빛소프트,47080,2017,-8.509742918267664,0.0,115.1573212545121,5.750038095142656,27.88789953889107,-14.85,29.62795769752199,-3.7,2.81,-6.95,6.22,-0.1,88.24,0.0,1.03,1.88,2.29,2.06,2.09,127.4664075981887,7.33,1.27,0.08,93.14,0.0,0.0,0.0,22.74,2035.29,0.0446178094156878,-107.34,74.75,8416.57,21.05,58.54745848145915,59.16,215.78,210.63,42.33,4.448864354232066,1081.14,69.03,-17.66,-348.61,-7.21,-6.68,1586.0,931.28,-4.000189957445629,3.038500158449024,1.234567901,93.2,97.3,36.0,112.1,18.87592789,2.830172037,26.44431455,21.76356986,26.44,21.76,0.02,3.5,379476576,1.66,1070.5,6.142843147,6.135629709,2.135,98.58,3.441762854,1.0
531,(주)한송네오텍,226440,2022,-38.84901504453636,0.0,-478.2418586098997,-45.79012130847615,-6.494507408492391,-30.49,-11.04758923779135,-46.37,-76.25,-39.67,-63.63,6.52,148.96,-58.28,0.39,0.86,0.71,1.1,1.57,3.732772765764176,6.22,0.54,0.0,-232.53,282.93,0.0,851.85,-23.02,-53.2,-0.3571692472699357,-11.31,263.25,-571.41,-45.14,-43.10115341610781,41.92,72.32,53.6,4.77,-67.6126265953974,607.13,138.57,10.57,12.39,6.14,12.04,468.39,415.86,-23.64904784517664,-38.89395998115553,163.6363636,109.3,108.8,49.4,90.0,-13.46153846,1.345043666,-34.30337232,-24.8937929,-34.3,-24.89,-0.35,3.0,399043064,3.98,1264.5,16.64187593,20.57393653,3.722,115.29,8.375634518,1.0
532,(주)한울소재과학,91440,2022,-5.695495462888898,0.0,-134.6968060351739,18.97379131444372,-33.37616638740718,-5.74,22.65569285476405,-40.6,-65.1,-60.35,-96.85,3.66,164.01,-145.5,0.5,1.49,0.75,0.87,1.66,1.833294791287063,2.95,0.46,6.42,-24.57,0.0,0.0,0.0,-5.09,-13.61,-1.465429587783304,-624.67,239.8,-1702.61,-9.88,-440.693889921071,37.64,89.18,25.14,2.56,-591.8518632937916,113.83,165.68,-22.41,-37.6,-13.97,-27.14,2310.67,1049.06,-20.90418556771964,-33.51602253784418,163.6363636,109.3,108.8,49.4,90.0,-13.46153846,1.345043666,-34.30337232,-24.8937929,-34.3,-24.89,-0.35,3.0,399043064,3.98,1264.5,16.64187593,20.57393653,3.722,115.29,8.375634518,1.0
533,(주)한진피앤씨,61460,2013,0.0,0.0,0.0,0.0,0.0,-2.74,12.49214211690667,-4.53,-74.3,-11.58,-190.03,5.95,171.99,-1874.36,0.64,2.56,0.85,3.32,4.7,9.624759477522344,8.84,1.05,0.08,-136.68,276.06,66.72,385.12,-35.49,-49.51,-0.6729381569646355,-137.12,-63.72,-204.85,-45.55,-23.50134500808668,4.02,56.67,45.1,19.62,-26.71198395491394,86.75,2389.75,3.48,4.35,3.34,4.29,3518.86,35.57,-3.529295554094757,-57.89805871706881,-17.10914454,78.7,85.0,32.6,107.4,9.368635438,3.809548274,0.739438841,0.71555127,0.74,0.26,0.04,3.2,335647450,2.66,1055.4,-4.268391269,-7.917155139,2.858,101.66,-1.597134837,1.0
534,(주)한컴위드,54920,2015,0.0,0.0,0.0,0.0,0.0,0.67,45.90165736315947,-6.17,-25.58,-1.76,-7.3,9.21,121.73,27.06,0.16,0.29,0.39,1.29,1.29,667.5873563981672,3.45,0.33,0.0,28.58,2.77,1.55,571.73,5.0,1031.08,0.1640813344594595,-192.26,718.92,1843.87,29.5,65.32032766702969,56.53,27.11,26.95,8.43,-0.2199162138952698,168.12,76.9,-1.1,-1.22,-0.48,-2.83,1227.22,3540.46,-1.045454031859452,-4.334437826384448,-28.46153846,85.5,91.0,35.7,103.3,1.573254671,3.440104128,25.6699288,2.386736911,25.67,2.39,0.02,3.5,358513845,1.67,1172.5,-5.217313218,-18.11283075,1.662,97.06,-4.015031646,1.0
535,(주)한컴지엠디,77280,2014,-5.33292544747896,0.0,71.39461031259167,-5.662155088251197,5.18442551543493,-50.0,26.6313367715475,11.06,-3.34,10.05,-5.89,2.29,102.01,-24.05,0.46,0.91,0.92,1.52,1.74,12.21789216142959,9.27,0.85,0.08,-100.52,29.26,0.0,3117.69,9.08,115.48,-0.1258153091036578,-14.15,764.36,1880.66,19.36,75.28889685777041,50.13,96.07,83.57,9.56,-317.9440629169587,107.96,99.48,-2.94,-3.86,-1.47,-3.13,3770.19,3127.43,5.190295142493961,-1.565712133801331,-7.473309609,81.8,87.2,34.1,101.7,-5.30726257,2.565798228,8.596168185,-4.760508001,8.6,-4.76,-0.02,3.6,353600472,2.13,1099.3,-5.961830772,-8.166370784,2.098,101.12,-0.531182373,1.0
536,(주)한탑,2680,2015,-4.078066973655703,0.0,57.84209321284762,-3.580662494360737,13.37258097661771,5.51,14.00355622870115,1.24,-1.33,3.28,-3.22,1.37,101.16,-8.87,0.95,2.64,1.48,1.9,2.41,8.827210906032006,3.82,0.88,0.0,40.48,299.23,16.03,932.63,6.8,20.87,-0.0802032692307692,304.21,361.01,375.4,7.03,83.55569130430834,35.98,82.01,64.15,2.33,-99.30039962058903,659.35,177.93,2.0,2.27,1.28,1.32,6019.45,2128.68,1.200737322109271,-1.288444620579895,-28.46153846,85.5,91.0,35.7,103.3,1.573254671,3.440104128,25.6699288,2.386736911,25.67,2.39,0.02,3.5,358513845,1.67,1172.5,-5.217313218,-18.11283075,1.662,97.06,-4.015031646,1.0
537,(주)한프,66110,2013,-16.96741520936209,0.0,-1394.321054496826,-67.95601069928344,-15.08433294882342,-19.65,3.330670199078861,-12.49,-55.29,-23.48,-103.91,2.27,146.14,-56.55,0.67,1.88,1.04,1.62,4.18,2.638468415243456,5.06,0.67,0.0,-27.98,158.46,92.17,282.2,-8.21,-14.71,-1.738968758169935,83.67,113.33,-25.33,-11.11,-218.6411384449632,19.07,54.29,19.48,1.69,-76.16725725772562,284.78,424.28,2.94,5.23,2.38,3.22,3145.42,710.73,-9.226781478495129,-40.83486167340561,-17.10914454,78.7,85.0,32.6,107.4,9.368635438,3.809548274,0.739438841,0.71555127,0.74,0.26,0.04,3.2,335647450,2.66,1055.4,-4.268391269,-7.917155139,2.858,101.66,-1.597134837,1.0
538,(주)해피드림,65180,2012,0.0,0.0,0.0,0.0,0.0,188.89,-14.0547643516394,-88.31,-107.78,-30.4,-37.1,0.61,205.59,-47.38,0.3,0.34,2.1,1.27,1.29,4.753801292696809,2.3,0.79,0.01,-148.87,82.02,9.96,747.51,-19.92,-181.5,0.106749413931594,-206.9,89.89,-1495.03,-83.58,18.98631885567941,87.76,175.43,170.81,92.94,6.131528984178694,210.71,13.95,-62.46,-119.83,-7.65,-32.09,303.78,1088.61,-21.04138508051,-25.68195409906177,-5.571030641,75.3,82.1,30.8,98.2,-0.304568528,2.406572286,-0.771719263,9.383047943,-0.77,9.38,0.11,3.1,316897731,2.89,1070.6,-2.367797948,-0.724217845,2.82,103.31,0.692007797,1.0
539,(주)핸디소프트,220180,2019,20.46658641358727,0.0,-9.413433364151864,89.22591191824804,-17.32647630871833,-51.85,25.7718540253384,-10.1,-32.35,-8.25,-26.36,-1.56,122.9,-43.89,0.58,0.82,1.95,0.66,0.73,7.090082901366283,4.38,0.51,0.5,-10.04,6.49,0.15,633.75,-4.48,-437.81,-0.5796298453608247,202.58,473.7,-18877.59,-8.51,-181.6916937229437,84.37,735.68,720.55,433.52,2.380274109686173,154.86,18.52,-47.19,-151.39,-7.37,-13.99,2171.84,3466.64,-5.321389645309728,-17.04932880055973,0.546448087,98.0,101.2,37.6,102.0,4.081632653,2.677446185,-0.861393786,7.674023038,-0.86,7.67,0.12,3.5,397876077,1.53,1156.4,-3.353183692,0.831050228,1.36,100.46,0.0298715523,1.0
540,(주)행남사,8800,2012,-16.5945942007637,0.0,120.985848505766,1.22478707051603,-14.10964071127587,-22.62,12.81657796729068,-6.46,1.45,-9.51,3.42,3.57,98.98,-11.0,0.68,1.47,1.27,1.03,2.26,1.877334830472365,3.6,0.61,0.0,58.45,25.27,2.08,287.55,28.24,122.38,0.1104021243329583,-1118.54,-3.61,2252.28,37.67,80.78038535998401,51.28,152.77,63.99,1.51,168.2454448834894,305.73,95.01,-12.81,-19.41,-6.24,-8.33,7631.83,4856.28,-4.846759400490258,1.084560804002215,-5.571030641,75.3,82.1,30.8,98.2,-0.304568528,2.406572286,-0.771719263,9.383047943,-0.77,9.38,0.11,3.1,316897731,2.89,1070.6,-2.367797948,-0.724217845,2.82,103.31,0.692007797,1.0
541,(주)헬릭스미스,84990,2012,13.06394279346111,0.0,54.20115807904521,29.46957841931334,2.177049411240358,-12.28,79.8450978117764,-43.11,-119.15,-2.93,-8.11,-2.33,194.0,-44.48,0.06,0.07,0.56,0.2,0.21,5.798187232786093,2.16,0.19,0.0,-41.54,12.45,8.92,1359.61,-3.06,-333.82,-0.3334143962745689,-258.55,827.73,-466.03,-53.44,-88.53500425912826,94.79,3598.86,3465.88,105.6,3.800628020193344,6115.74,5.49,-81.48,-138.79,-4.24,-74.19,280.65,1405.19,-2.465268974113013,-6.813540511670177,-5.571030641,75.3,82.1,30.8,98.2,-0.304568528,2.406572286,-0.771719263,9.383047943,-0.77,9.38,0.11,3.1,316897731,2.89,1070.6,-2.367797948,-0.724217845,2.82,103.31,0.692007797,1.0
542,(주)협진,138360,2020,0.0,0.0,0.0,0.0,0.0,-17.54,22.72418177594269,-89.22,-273.03,-6.36,-19.46,-0.94,167.04,-90.17,0.06,0.07,0.61,0.1,0.14,1.176900199549253,3.92,0.08,11.1,20.21,0.0,0.0,0.0,2.02,14.18,-0.0032350829907063,-65.48,155.93,0.0,30.54,88.50683882629087,93.55,1159.58,1089.72,32.42,6.593868602011602,317.21,6.89,-8.72,-353.72,-0.56,-8.49,125.97,1775.21,-5.903680890642875,-18.06669030303515,-18.47826087,103.2,101.6,43.6,91.0,-10.78431373,-0.718111407,44.57697598,30.75075297,44.58,30.75,0.03,4.2,430117234,0.66,1086.3,-5.204284766,-9.5,0.976,100.0,-0.457893689,1.0
543,(주)형지아이앤씨,11080,2015,12.6731034535302,-29.26,99.77373545421764,13.12660125374445,26.84760793167102,-21.25,65.92307025024508,1.28,2.96,3.29,7.63,1.2,99.82,21.72,1.13,2.57,2.03,1.73,5.82,2.462906559577944,9.48,1.03,0.16,83.8,24.18,0.15,591.2,13.28,290.01,0.1068434360379458,-198.67,197.47,51773.01,12.4,73.20033671185814,44.16,152.48,43.89,6.49,206.9029063583172,63.1,126.46,-9.02,-16.31,-5.04,-4.71,3606.94,1332.48,1.368959728333674,3.172058263316625,-28.46153846,85.5,91.0,35.7,103.3,1.573254671,3.440104128,25.6699288,2.386736911,25.67,2.39,0.02,3.5,358513845,1.67,1172.5,-5.217313218,-18.11283075,1.662,97.06,-4.015031646,1.0
544,(주)홈센타홀딩스,60560,2018,-9.56429233852546,-420.99,38.37804748288921,-16.69531998752018,1.982939600309494,-7.94,7.180751028147539,-2.06,-14.83,-3.24,-38.92,1.36,114.36,-57.93,0.7,1.57,1.26,2.96,3.26,32.29576200167605,7.51,1.14,0.06,-510.01,0.0,0.0,0.0,-0.37,-0.83,-0.4178503600773588,122.5,96.55,-8.34,-0.5,-1448.603811184456,42.59,60.61,56.89,13.55,-9.430863895645558,273.57,134.79,6.64,9.56,3.81,5.16,2816.88,901.4,-1.518225344307764,-10.94698482313132,11.58536585,94.7,98.7,35.9,98.0,-12.57805531,3.240034708,-15.37661395,-17.2827429,-15.38,-17.28,-0.16,3.6,393332482,1.93,1115.7,0.747646299,5.893728704,1.817,100.43,1.876648407,1.0
545,(주)홈캐스트,64240,2019,-17.72236313356103,0.0,29.32957292355414,-10.45246761032806,54.10932047661963,-9.26,22.07724331733361,-16.88,-27.19,-9.69,-13.86,-0.07,124.38,-16.95,0.49,0.57,3.54,0.75,0.91,4.351302628261997,1.9,0.62,0.0,-137.18,0.0,0.0,0.0,-6.62,-67.96,-0.4340894067930279,-256.89,325.65,-8412.15,-12.1,-95.7005659701642,90.07,663.75,545.57,241.74,20.96282308729523,1008.55,11.02,-78.41,-2479.74,-7.78,-14.23,1636.62,2150.66,-9.23694190503048,-14.88029140923666,0.546448087,98.0,101.2,37.6,102.0,4.081632653,2.677446185,-0.861393786,7.674023038,-0.86,7.67,0.12,3.5,397876077,1.53,1156.4,-3.353183692,0.831050228,1.36,100.46,0.0298715523,1.0
546,(주)화신테크,86250,2015,3.453502390429488,0.0,-564.8378645755452,-14.58492068294471,7.895390673993687,6.19,-3.047391858485542,-14.25,-15.14,-13.94,-9.14,1.15,114.21,71.05,0.55,0.98,1.28,1.72,1.72,850.7343902179517,8.55,0.91,0.0,78.29,207.75,61.39,682.31,8.89,14.31,-0.8112879381443299,-942.0,681.51,29.84,16.3,140.366534861782,51.4,108.64,108.44,8.27,2.275962554239001,77.25,94.56,-18.25,-25.43,-8.87,-16.25,5358.0,4394.8,-7.774663363506308,-8.26237322595182,-28.46153846,85.5,91.0,35.7,103.3,1.573254671,3.440104128,25.6699288,2.386736911,25.67,2.39,0.02,3.5,358513845,1.67,1172.5,-5.217313218,-18.11283075,1.662,97.06,-4.015031646,1.0
547,(주)휴림에이텍,78590,2021,0.0,0.0,0.0,0.0,0.0,-11.43,17.95544580737599,3.23,-203.48,2.13,-134.24,2.95,116.79,-1673.33,0.17,0.66,0.23,1.26,1.27,85.49925090086829,13.18,0.2,0.01,-7.03,38.64,5.26,333.5,-2.11,-18.2,-2.280224817041709,-73.29,0.71,-133.6,-1.54,-6.248024644488994,53.82,170.91,167.08,73.57,5.40146404425095,136.25,85.81,-31.08,-75.72,-14.35,-10.45,513.33,200.67,4.442030000204094,-279.5422913592433,-26.66666667,107.3,106.3,46.7,104.0,14.28571429,4.24876323,6.769789835,3.625579272,6.77,3.63,-0.02,3.4,438319248,1.29,1188.8,14.29,14.98767321,1.798,106.38,6.38,1.0
548,(주)휴맥스,115160,2022,4.996178382175334,0.0,-24.7925695027321,-13.33401223159476,7.080013595285721,15.0,17.73567687425034,-0.76,-7.41,-1.52,-12.85,1.59,89.15,-18.6,0.7,1.99,1.08,1.36,2.04,4.108326099336282,3.8,0.74,0.31,768.23,0.0,0.0,0.0,4.13,87.34,-1.161769113955649,-517.54,1207.51,299.94,6.04,110.6207481155432,32.01,106.66,65.77,9.22,613.5853493186622,113.09,212.41,-2.81,-5.6,-1.91,-2.79,15690.79,7850.77,-0.5224127922559991,-5.069949762180936,163.6363636,109.3,108.8,49.4,90.0,-13.46153846,1.345043666,-34.30337232,-24.8937929,-34.3,-24.89,-0.35,3.0,399043064,3.98,1264.5,16.64187593,20.57393653,3.722,115.29,8.375634518,1.0
549,(주)휴맥스홀딩스,28080,2022,5.158144870694621,0.0,-141.3725048988568,-14.34464016836263,8891.34547882185,13.04,100.0,-0.59,-7.25,-1.17,-12.74,1.69,89.54,15.96,0.7,1.99,1.08,1.38,2.07,4.15473110437703,3.83,0.75,0.31,119.09,0.0,0.0,0.0,4.4,101.65,-4.019551809396871,-1835.76,1757.04,655.98,6.44,112.1501743409871,31.7,104.73,64.86,9.17,843.0525879234056,113.92,215.44,-1.54,-3.03,-1.05,-1.54,55446.65,10299.98,-0.4015971994024154,-4.952228760795345,163.6363636,109.3,108.8,49.4,90.0,-13.46153846,1.345043666,-34.30337232,-24.8937929,-34.3,-24.89,-0.35,3.0,399043064,3.98,1264.5,16.64187593,20.57393653,3.722,115.29,8.375634518,1.0
550,(주)휴먼테크놀로지,175140,2019,5.409391204023482,0.0,-2058.880112305122,-45.78574007768683,-36.50750685653996,4.72,6.685973529423103,-15.68,-14.51,-72.08,-63.98,2.01,99.83,-95.92,1.42,4.6,2.05,2.04,4.45,3.771480557879277,9.36,1.06,0.0,15.45,0.0,0.0,0.0,6.28,119.0,-2.988802317713295,-1947.88,530.03,4686.81,4.55,194.6354822775672,21.11,89.99,48.32,5.91,-416.141191113216,283.62,373.67,-7.7,-14.57,-6.08,-4.4,20733.49,2043.66,-21.64248295783741,-20.03040793964993,0.546448087,98.0,101.2,37.6,102.0,4.081632653,2.677446185,-0.861393786,7.674023038,-0.86,7.67,0.12,3.5,397876077,1.53,1156.4,-3.353183692,0.831050228,1.36,100.46,0.0298715523,1.0
551,(주)휴먼텍코리아,66060,2012,-33.7126889739616,0.0,-77.73555796604145,-317.7170524647911,9.185031288575168,-14.72,-17.22178105457751,-23.69,-43.93,0.0,0.0,2.92,141.68,0.0,1.13,0.0,1.03,1.73,1.73,0.0,6.13,0.65,0.31,-199.03,6.42,0.0,502.47,-35.84,-2716.73,-2.365998033333333,184.15,-417.67,0.0,-25.29,-57.5202740158521,0.0,48.4,48.4,1.89,0.0,39.92,0.0,3.99,11.4,5.7,4.02,5385.67,0.0,-33.57812655543893,-62.26026674450171,-5.571030641,75.3,82.1,30.8,98.2,-0.304568528,2.406572286,-0.771719263,9.383047943,-0.77,9.38,0.11,3.1,316897731,2.89,1070.6,-2.367797948,-0.724217845,2.82,103.31,0.692007797,1.0
552,(주)휴센텍,215090,2020,0.0,0.0,0.0,0.0,0.0,-14.17,45.3165137455377,1.52,-16.15,1.54,-16.44,6.52,116.1,-33.35,0.68,1.02,2.01,0.99,1.27,3.049523931405456,16.34,0.68,1.39,52.14,0.0,0.0,0.0,17.62,270.65,1.39844038508134,48.63,685.6,565.92,30.88,49.10131535176639,63.31,235.44,201.1,121.9,25.34857842152149,151.08,57.95,-8.56,-12.26,-3.14,-5.5,724.21,769.71,0.8651850387476506,-9.216248573323536,-18.47826087,103.2,101.6,43.6,91.0,-10.78431373,-0.718111407,44.57697598,30.75075297,44.58,30.75,0.03,4.2,430117234,0.66,1086.3,-5.204284766,-9.5,0.976,100.0,-0.457893689,1.0
553,(주)휴엠앤씨,263920,2020,-40.06325187461233,0.0,-645.34415646664,-50.12653678753091,45.0271825198686,-21.17,10.06143601117521,-21.27,-104.37,-16.46,-80.76,16.8,211.01,0.0,0.51,0.77,1.52,1.15,1.4,6.458679783889777,10.1,0.77,0.0,-298.65,0.0,0.0,0.0,-56.23,-281.97,-2.753528484522383,289.08,353.85,-2495.14,-82.27,-18.9027407810793,58.8,108.51,85.74,38.46,267.5178921031921,173.94,70.08,-10.26,-15.5,-4.23,-6.18,2638.25,2102.6,-14.54058655371678,-71.34223036966696,-18.47826087,103.2,101.6,43.6,91.0,-10.78431373,-0.718111407,44.57697598,30.75075297,44.58,30.75,0.03,4.2,430117234,0.66,1086.3,-5.204284766,-9.5,0.976,100.0,-0.457893689,1.0
554,(주)희림종합건축사사무소,37440,2012,0.0,0.0,0.0,0.0,0.0,4.75,33.39907211983535,3.77,0.71,9.78,1.84,1.63,98.54,83.6,1.19,2.59,2.2,1.41,1.41,4.826268641813612,2.35,1.03,0.0,67.41,7.89,1.33,134.55,50.1,854.26,0.2963747887996029,-599.67,848.32,5069.02,43.96,41.14722543005755,44.12,266.07,266.07,5.92,0.0,257.94,126.65,-11.03,-20.29,-6.16,-5.41,10441.59,3855.82,4.30074797570167,0.8078565331858608,-5.571030641,75.3,82.1,30.8,98.2,-0.304568528,2.406572286,-0.771719263,9.383047943,-0.77,9.38,0.11,3.1,316897731,2.89,1070.6,-2.367797948,-0.724217845,2.82,103.31,0.692007797,1.0
555,가온그룹(주),78890,2012,36.69880106846382,0.0,149.074891262179,10.87892592505739,50.79797755393189,2.78,18.22712262004641,3.2,2.29,11.74,8.35,1.21,98.06,46.75,1.46,3.66,2.43,1.93,2.7,6.832149196648286,4.89,1.13,1.0,117.01,75.07,6.12,828.45,13.81,150.55,0.4375782133727887,-151.73,1097.27,1852.97,10.93,60.07687902805532,36.26,140.15,108.82,28.27,78.03029372257849,198.1,175.77,-6.76,-12.82,-4.31,-3.41,19073.63,5364.11,4.049394004191563,2.898772651334309,-5.571030641,75.3,82.1,30.8,98.2,-0.304568528,2.406572286,-0.771719263,9.383047943,-0.77,9.38,0.11,3.1,316897731,2.89,1070.6,-2.367797948,-0.724217845,2.82,103.31,0.692007797,1.0
556,감성코퍼레이션(주),36620,2012,0.0,0.0,0.0,0.0,0.0,50.0,15.10423060140417,-17.58,-14.64,-4.25,-3.54,7.1,111.82,-8.04,0.18,0.24,0.7,1.23,1.46,3.816306374626439,1.76,0.48,0.0,42.43,2.02,0.13,3845.25,1.1,2099.01,0.6752572295254163,17.54,452.23,32956.72,6.02,54.28539397833529,75.03,67.95,57.23,6.59,-33.45147879467787,1295.9,33.27,-14.68,-18.04,-3.67,-20.0,646.07,2568.5,-3.220418297943636,-2.683030679186026,-5.571030641,75.3,82.1,30.8,98.2,-0.304568528,2.406572286,-0.771719263,9.383047943,-0.77,9.38,0.11,3.1,316897731,2.89,1070.6,-2.367797948,-0.724217845,2.82,103.31,0.692007797,1.0
557,갤럭시아머니트리(주),94480,2012,-12.00483936229966,0.0,77.15681995536052,71.59635695212214,-37.42565610014648,-35.9,16.631651244596,-4.17,-7.77,-19.23,-21.86,4.7,106.59,-82.61,0.67,4.61,0.78,1.07,1.24,7.935559126025918,5.65,0.48,0.1,101.05,11.42,6.72,856.31,17.42,91.24,-0.3047593915602656,-459.43,175.96,379.64,24.48,68.87972766823175,19.5,83.31,70.91,10.79,-74.25619950544575,98.71,412.77,-15.38,-28.25,-12.38,-17.41,3924.48,719.77,-2.967309774089291,-5.529408431089005,-5.571030641,75.3,82.1,30.8,98.2,-0.304568528,2.406572286,-0.771719263,9.383047943,-0.77,9.38,0.11,3.1,316897731,2.89,1070.6,-2.367797948,-0.724217845,2.82,103.31,0.692007797,1.0
558,국일제지(주),78130,2012,-15.15727360465237,0.0,52.76997484447692,-17.73453011961392,-38.84388771371245,10.81,6.861214672343167,1.22,-4.46,3.95,-2.45,4.42,104.75,51.31,0.59,3.25,0.72,1.0,1.43,3.380299036252813,3.34,0.47,1.56,36.91,163.74,101.73,725.45,7.81,26.97,-3.137901,3147.0,227.71,44.6,12.23,79.76902283770113,17.74,98.5,77.44,1.16,-1403.991780837602,316.11,463.76,7.69,15.2,6.32,9.89,70298.59,15567.26,0.7769689745160663,-2.852274748606725,-5.571030641,75.3,82.1,30.8,98.2,-0.304568528,2.406572286,-0.771719263,9.383047943,-0.77,9.38,0.11,3.1,316897731,2.89,1070.6,-2.367797948,-0.724217845,2.82,103.31,0.692007797,1.0
559,그린생명과학(주),114450,2022,0.0,0.0,0.0,0.0,0.0,-1.61,-2.560430639375301,-10.84,-9.66,-7.27,-6.47,-1.41,107.36,-13.37,0.54,0.67,2.87,1.37,1.76,4.046139024356208,12.25,0.94,0.27,61.43,0.0,0.0,0.0,6.0,13.93,-0.1452790246050398,-303.46,601.85,63.66,10.27,199.4096573545477,84.31,280.22,216.49,29.82,35.36323147974798,304.41,18.6,-20.12,-29.74,-3.16,-5.4,2433.66,3503.4,-6.339798384260773,-5.647076944027807,163.6363636,109.3,108.8,49.4,90.0,-13.46153846,1.345043666,-34.30337232,-24.8937929,-34.3,-24.89,-0.35,3.0,399043064,3.98,1264.5,16.64187593,20.57393653,3.722,115.29,8.375634518,1.0
