회사명,거래소코드,회계년도,이자보상배율(이자비용)(IFRS연결),영업활동으로 인한 현금흐름(간접법)(*)(IFRS연결)(천원),자본(*)(IFRS연결)(천원),[제조]이자보상배율(이자비용)(IFRS),[제조]영업활동으로 인한 현금흐름(간접법)(*)(IFRS),[제조]자본(*)(IFRS),[제조]매출액(수익)(*)(IFRS연결),[제조]매출원가(*)(IFRS연결),[제조]판매비와 관리비(물류원가 등 포함)(*)(IFRS연결),[제조]매출액(수익)(*)(IFRS),[제조]매출원가(*)(IFRS),[제조]판매비와 관리비(물류원가 등 포함)(*)(IFRS),[제조]      이자비용(*)(IFRS연결),[제조]      이자비용(*)(IFRS)
(주)HJ매그놀리아용평호텔앤리조트,070960,2010/12,,,,,,,,,,,,,,
(주)HJ매그놀리아용평호텔앤리조트,070960,2011/12,,,,,,,,,,,,,,
(주)HJ매그놀리아용평호텔앤리조트,070960,2012/12,,,,,,,,,,,,,,
(주)HJ매그놀리아용평호텔앤리조트,070960,2013/12,1.45,36775171,298067032,1.45,36533344,297996832,153831158,114160407,15053235,153575315,113996082,14993587,0,0
(주)HJ매그놀리아용평호텔앤리조트,070960,2014/12,1.07,40502835,301490946,1.07,40337345,301441038,133591597,104188856,12202258,133310555,103998752,12125684,0,0
(주)HJ매그놀리아용평호텔앤리조트,070960,2015/12,1.84,36832912,312817856,1.85,37651395,312711988,176303475,134840799,15032317,176025120,134435720,14997907,0,0
(주)HJ매그놀리아용평호텔앤리조트,070960,2016/12,2.62,-18994098,396442087,2.61,-19047195,396355212,210702135,161737462,18590640,209952933,161041738,18588903,0,0
(주)HJ매그놀리아용평호텔앤리조트,070960,2017/12,3,17809537,408181173,3.01,17810277,408136266,209677450,162350743,13829690,209351156,161955708,13830515,0,0
(주)HJ매그놀리아용평호텔앤리조트,070960,2018/12,2.34,52504906,414170559,2.34,52429970,414305326,181388591,139835125,16990683,181087610,139531115,16990706,0,0
(주)HJ매그놀리아용평호텔앤리조트,070960,2019/12,-0.32,23600746,395782278,-0.32,23614041,395840100,129431260,116153202,17402188,129092848,115903858,17406974,0,0
(주)HJ매그놀리아용평호텔앤리조트,070960,2020/12,-0.57,50920805,377771342,-0.55,51036643,377801469,127417725,118308329,16061662,127150516,117864793,16061582,0,0
(주)HJ매그놀리아용평호텔앤리조트,070960,2021/12,2.29,-11543045,386254614,2.31,-11535329,386402731,236330115,185538832,20060190,236126624,185112749,20059267,0,0
(주)HJ매그놀리아용평호텔앤리조트,070960,2022/12,0.13,25276373,377707477,0.13,25295678,379205590,143314957,124226555,17536077,143188366,124089726,17533353,0,0
(주)MH에탄올,023150,2010/12,0.77,4613504,46625147,2.27,5952164,52983762,55048463,46932516,6598451,43304589,31860037,3653071,0,0
(주)MH에탄올,023150,2011/12,0.12,178820,42667338,1.5,4202371,56161251,44785159,37258514,7016081,43206995,32715976,3594900,0,0
(주)MH에탄올,023150,2012/12,1.08,-4906202,39678259,1.64,2788992,58712944,59768175,49030452,5285990,45488675,35478357,3491561,0,0
(주)MH에탄올,023150,2013/12,0.87,6114050,45885523,3.44,5638467,47119925,62199887,54316861,4873284,46298516,33247791,3400484,0,0
(주)MH에탄올,023150,2014/12,5.62,5159224,52788681,5.62,5125822,52507884,48983781,37109977,3128953,48983781,37109977,3126986,0,0
(주)MH에탄올,023150,2015/12,12.69,13384066,57884347,12.7,13354086,57569789,50386203,36425005,2869185,50386203,36425005,2867026,0,0
(주)MH에탄올,023150,2016/12,29.41,12245831,63581883,29.42,12230065,63257513,48897025,33962392,3060158,48897025,33962392,3057762,0,0
(주)MH에탄올,023150,2017/12,3.46,3336890,106837344,33.29,10755779,64698932,51977132,37225576,6634846,48270464,34577247,3240303,0,0
(주)MH에탄올,023150,2018/12,0.1,-11269669,91585473,8.73,6668746,68471529,72795863,53524709,18042950,46943080,34331318,3583247,0,0
(주)MH에탄올,023150,2019/12,0.73,11368931,79389077,7.59,6417691,59477642,80879342,54219181,18831058,46992295,35415661,3748048,0,0
(주)MH에탄올,023150,2020/12,1.29,18985796,80425495,9.71,7639662,57609425,94645239,59823958,19039358,51277355,38908939,4129662,0,0
(주)MH에탄올,023150,2021/12,1.92,26371475,84703339,5.34,2030480,58057496,102066937,58211274,20520350,45892137,37735794,4480914,0,0
(주)MH에탄올,023150,2022/12,1.87,16477364,95397727,0.48,-847932,62445745,110722402,67461914,21335599,51400289,46700195,4114559,0,0
(주)SH에너지화학,002360,2010/12,-4.92,739884,61526743,-5.46,607602,61538912,150630768,137805193,9239964,150353519,137805193,8907465,1383400,1354561
(주)SH에너지화학,002360,2011/12,2.82,5825197,65242326,3.5,6995359,64498684,173209351,160789710,8845210,172752632,160574493,7782885,1477868,1424281
(주)SH에너지화학,002360,2012/12,1.72,-855725,64881202,2.26,363577,64888612,193950102,178829327,12937591,191907628,178516652,10516392,1270453,1270453
(주)SH에너지화학,002360,2013/12,5.3,5949724,69599141,5.95,7500585,69781889,231912218,213952261,11535730,229783541,213397080,9183287,1211307,1211307
(주)SH에너지화학,002360,2014/12,26.68,24749424,84237197,25.43,24219262,83404299,230912587,197661842,11978837,226971465,196829927,9867035,797274,797274
(주)SH에너지화학,002360,2015/12,84.87,24630676,91646221,85,24557427,90740136,216441364,179135051,14356137,213882181,179081363,11901196,269400,269400
(주)SH에너지화학,002360,2016/12,210.93,11685757,104088887,209.47,11581159,103083032,218397677,179759098,14537419,214380015,179726464,11053345,112668,112668
(주)SH에너지화학,002360,2017/12,162.17,14208400,107693472,155.23,16292838,105717970,188114822,161824273,12108613,184672638,161711689,9771675,87453,84964
(주)SH에너지화학,002360,2018/12,22.72,5202762,105390892,30.8,4284684,104065473,183598766,171330094,10168002,180753289,169058462,8883270,92440,91287
(주)SH에너지화학,002360,2019/12,-24.12,16081690,98999976,-18.2,14508726,97386214,140852575,134184400,9799303,138161816,131861388,8663622,129835,129835
(주)SH에너지화학,002360,2020/12,-38.65,4213790,90008391,-36.8,3789738,89816934,93584262,92496181,8939871,91354318,90391446,8066987,203144,193043
(주)SH에너지화학,002360,2021/12,1.72,-3788840,91739102,3.76,-2312274,91247934,139801659,129869151,9589684,139283569,129473629,9088334,199789,192081
(주)SH에너지화학,002360,2022/12,2.15,-2342285,94101468,1.49,-3253900,92666589,167355875,156395080,10155576,160633871,150507359,9577695,374081,368952
(주)SIMPAC,009160,2010/12,13.74,23334250,145325032,13.98,23471265,136119246,181795010,143921095,14753504,180593108,143181567,13918270,1567113,1567113
(주)SIMPAC,009160,2011/12,20.93,18427061,168941269,20.95,18174973,155833324,215365697,170409718,16067582,213867522,169699426,15256714,1306820,1306820
(주)SIMPAC,009160,2012/12,15.51,13157000,187860952,15.59,12986618,177830482,225353321,182861979,17300065,223854758,182101881,16442981,1623737,1623737
(주)SIMPAC,009160,2013/12,16.58,12060558,208831047,16.68,11709355,197900866,205751154,164405183,17746622,204527751,163875499,16910891,1423590,1423590
(주)SIMPAC,009160,2014/12,8.48,34443800,219125252,9.26,29061253,203904919,263152264,220084616,25725748,227491803,188349315,20405682,2046202,2022728
(주)SIMPAC,009160,2015/12,14.66,10256628,232007841,23.49,10489830,220087525,269528038,221412942,26874065,213152303,171341851,18179952,1449136,1006031
(주)SIMPAC,009160,2016/12,16.75,35245662,240416530,20.91,30470575,228959172,267074156,217713888,25794076,215839356,175971604,18461676,1407278,1023886
(주)SIMPAC,009160,2017/12,10.1,-9543549,240826100,15.27,-13628628,223781988,230634812,193009825,25927072,203150228,168484356,20694784,1158468,915110
(주)SIMPAC,009160,2018/12,4.07,37360242,435032869,3.25,36290248,411119510,306150809,271995017,23965220,268863854,243575353,18072612,2502486,2222506
(주)SIMPAC,009160,2019/12,3.47,37470315,441195485,2.86,45146571,419215968,430085162,385305111,33638732,391970769,357126998,26405466,3213238,2947600
(주)SIMPAC,009160,2020/12,2.64,-17042761,463986165,2.86,433907,434212716,365863303,328185407,29890518,272087150,244369272,20822065,2954966,2412294
(주)SIMPAC,009160,2021/12,29.83,63747133,546662289,25.52,45876785,491085094,613012780,453576259,53034984,490855059,371683396,38993358,3566962,3142143
(주)SIMPAC,009160,2022/12,20.65,2972365,599682757,18.49,22908530,517065370,672228713,496587578,56694904,504474738,369808454,47604633,5761061,4708896
(주)STX,011810,2010/12,0.73,-90116000,1622889000,0.77,61499000,934675000,4045884000,3780427000,176066000,3191730000,2984563000,134694000,0,0
(주)STX,011810,2011/12,1.66,55801000,1915942000,0.67,-108220000,1164648000,5967701000,5516021000,217072000,4173397000,3988988000,122698000,0,0
(주)STX,011810,2012/12,-3.12,250636000,1506639000,0.19,159192000,1123534000,6159850000,6353608000,217053000,4116767000,3997635000,101399000,0,0
(주)STX,011810,2013/12,-10.71,130779000,-509663000,-0.8,85353000,-522090000,2449401000,3140865000,270312000,1895063000,1814171000,148125000,0,0
(주)STX,011810,2014/12,0.76,-76097000,93662000,0.53,-78562000,54894000,1634606000,1513363000,85552000,1291351000,1233380000,34557000,0,0
(주)STX,011810,2015/12,-0.84,-15950000,72342000,-0.42,28936000,72316000,1630827000,1586081000,78916000,1362127000,1352181000,26282000,0,0
(주)STX,011810,2016/12,-0.91,57833000,-330596000,-2.95,31638000,-328883000,1720153000,1635394000,118928000,1465561000,1494187000,77154000,0,0
(주)STX,011810,2017/12,2.02,100295000,42560000,1.56,93844000,44710000,1803878000,1718572000,41253000,1595494000,1541890000,23434000,0,0
(주)STX,011810,2018/12,-1.12,-48114000,64028000,-0.58,-51274000,62213000,1502985000,1483048000,34715000,1329890000,1319737000,17055000,0,0
(주)STX,011810,2019/12,0.11,528000,56291000,-1.05,12558000,50616000,1471164000,1424697000,44719000,1237876000,1225459000,26114000,0,0
(주)STX,011810,2020/12,-0.04,57915000,81729000,-0.72,66336000,25856000,975567000,935191000,40869000,788462000,774576000,21325000,0,0
(주)STX,011810,2021/12,0.88,-12528000,122530000,1.23,-6179000,60080000,925509000,870164000,46305000,647804000,621495000,18573000,0,0
(주)STX,011810,2022/12,-0.13,-84572000,102407000,0.2,-12635000,42623000,1188575000,1140946000,49584000,879729000,852739000,25011000,0,0
(주)TCC스틸,002710,2010/12,3.69,-19319095,225226613,4.55,-13052519,203173489,460900040,411174924,31808982,412110088,367618694,25780944,0,0
(주)TCC스틸,002710,2011/12,1.41,-10245999,225441968,1.8,-8210627,205616971,514424043,472273637,30600718,456928069,419062918,25079936,0,0
(주)TCC스틸,002710,2012/12,0.57,-4610373,225998781,1.44,10878979,209755733,501337475,457927934,37475597,440568155,399338479,29554032,0,0
(주)TCC스틸,002710,2013/12,-0.59,-29220038,205738102,1.01,21218485,210086242,500832754,474104834,34473642,419483813,385343144,25792395,0,0
(주)TCC스틸,002710,2014/12,0.02,-21440429,189038004,1.31,13870764,210093654,518995240,483588495,35062274,401323585,364984531,25470505,0,0
(주)TCC스틸,002710,2015/12,2.17,30047778,86012476,2.11,36353152,76555951,495795871,451936886,28003827,350074629,311691285,23812910,0,0
(주)TCC스틸,002710,2016/12,2.53,-35273178,103337634,2.36,-34206656,92623510,444453635,402898839,26203661,317235565,281559457,22384689,0,0
(주)TCC스틸,002710,2017/12,1.55,-1168958,100915803,1.41,-7248002,89627045,391370092,356978389,26285247,333762378,304470552,22532022,0,0
(주)TCC스틸,002710,2018/12,3.3,21492009,112246210,3.46,13968719,98351707,413176279,377890304,18205373,351301866,320798763,14196981,0,0
(주)TCC스틸,002710,2019/12,2.27,-6746810,116843135,2.34,-251282,97501452,437173902,405618477,18699255,339334364,312320391,14356868,0,0
(주)TCC스틸,002710,2020/12,0.16,-5592098,121130879,0.41,-998793,98249953,431797912,411335226,19491758,323435107,306533652,14487393,0,0
(주)TCC스틸,002710,2021/12,4.95,7630671,155229149,4.73,6479414,127592438,536651129,487779233,23274181,407836319,367901021,16776978,0,0
(주)TCC스틸,002710,2022/12,5.62,-12037744,208804980,5.72,-11763879,173624596,684414631,605629956,34801465,527359655,457290408,27159789,0,0
(주)강원랜드,035250,2010/12,2546.99,482676166,2099210537,2585.44,491444177,2107623213,1313788411,490130911,254132908,1313380414,487543088,248683360,218165,218165
(주)강원랜드,035250,2011/12,1142.61,417827759,2257362696,1171.84,428912416,2278202202,1265686425,538388479,237651483,1263651213,530019096,232036737,427568,427568
(주)강원랜드,035250,2012/12,565.68,446539739,2372026990,643.6,458412852,2383160603,1296191223,647845564,243477994,1292896121,639097544,237009158,647592,647592
(주)강원랜드,035250,2013/12,1421.81,424407127,2517696496,1460.36,432139763,2523962938,1361286598,726091776,247153517,1356906162,718286815,240055756,272921,272921
(주)강원랜드,035250,2014/12,2073.72,510413141,2705357485,2126.84,516728788,2716175018,1496541441,722297880,261071509,1492291312,713323703,252649920,247465,247465
(주)강원랜드,035250,2015/12,2623.81,574981576,2997755205,2661.2,581804341,2997442337,1633716839,759645970,278670466,1630976696,754752007,272340184,226922,226922
(주)강원랜드,035250,2016/12,836.02,596486851,3252727459,2743.01,600686651,3252738063,1696532511,785177091,292739131,1694575212,782103726,287586131,237164,227810
(주)강원랜드,035250,2017/12,2241.82,463050000,3501235933,2717.07,465968987,3500789656,1604470055,787533848,286038872,1602901764,785131415,281945764,236815,197207
(주)강원랜드,035250,2018/12,1834.66,363918692,3586777089,2008.39,366067885,3586452533,1438059299,729593460,277765849,1436042435,727185671,274005028,234758,216518
(주)강원랜드,035250,2019/12,255.56,407868874,3717759076,276.34,408994810,3718433001,1520080449,736659054,282268243,1517612252,734363002,280523986,1961001,1819209
(주)강원랜드,035250,2020/12,-230.09,-655676332,3247028580,-240.84,-657703238,3244743975,478578866,544499638,365663102,477474858,544368814,363985953,1875678,1789046
(주)강원랜드,035250,2021/12,-30.79,210874269,3252792611,-34.21,215114775,3249287081,788432830,726783225,114344891,787377362,726762188,113415715,1711386,1543282
(주)강원랜드,035250,2022/12,119.06,420172246,3415377901,138.3,419875334,3411779342,1270685819,921790727,131329878,1269418094,920725952,130753710,1827307,1575863
(주)갤럭시아에스엠,011420,2010/12,0.74,-4476582,23314808,2.56,-2745925,22598240,56624254,47615806,5872833,42704968,35630824,3308693,866008,846122
(주)갤럭시아에스엠,011420,2011/12,6.31,5951394,25274017,6.14,3957763,24539613,47331427,38695073,5467815,31931418,26327117,2774063,839702,839633
(주)갤럭시아에스엠,011420,2012/12,3.79,2801469,25907252,3.15,2596523,25153401,55049732,47555420,5419941,37398255,33745924,2053448,658637,507321
(주)갤럭시아에스엠,011420,2013/12,1.9,4527179,21493102,2.26,-780292,22472626,46437304,41764586,3925558,30903637,28202016,2049336,393067,288921
(주)갤럭시아에스엠,011420,2014/12,-0.88,-70410,23205508,-1.41,-1937620,23402468,43885894,40216941,4092233,33027933,31283923,2256158,518288,362166
(주)갤럭시아에스엠,011420,2015/12,5.69,2451666,49739042,9.86,3007845,50665218,62472754,56009656,4362057,53784932,48457121,2746300,227939,227939
(주)갤럭시아에스엠,011420,2016/12,-18.76,-1195544,44846832,-18.56,-1876676,44846832,52626331,51678856,4661340,45665676,45279432,3611285,173792,173792
(주)갤럭시아에스엠,011420,2017/12,-35.52,-7389242,40494336,-33.36,-7384193,40494336,37281280,37435336,3391712,36917656,37068260,3179800,99817,99817
(주)갤럭시아에스엠,011420,2018/12,-157.86,-2809869,26472162,-102.12,-2638766,26797332,22060413,27428110,4970149,22030258,24112403,4605442,65489,65489
(주)갤럭시아에스엠,011420,2019/12,-8.95,903569,21798750,-15.22,825072,21798750,28732679,26937800,2251316,28732679,26937800,2571538,51020,51020
(주)갤럭시아에스엠,011420,2020/12,,,,18.6,2869297,20719428,,,,19539594,16665897,1498577,,73942
(주)갤럭시아에스엠,011420,2021/12,,,,44.69,1611959,33050242,,,,28899467,21024105,4422947,,77255
(주)갤럭시아에스엠,011420,2022/12,,,,15.91,871656,33333532,,,,30093883,20060621,5858597,,262450
(주)경농,002100,2010/12,6.85,24277691,147965840,7.14,24464148,148352110,143433922,93364157,36998320,143042882,93205957,36190166,2008597,2008597
(주)경농,002100,2011/12,4.52,14162963,142986220,4.84,14271710,146016982,121253605,79220101,34931302,120728258,79073941,34017164,1697607,1697607
(주)경농,002100,2012/12,5.6,8796940,151738994,8.89,12031973,151500247,136970449,87614008,36625385,131021366,83085935,33941584,2272647,1573789
(주)경농,002100,2013/12,4.81,18563319,163157512,9.47,16373126,162696463,196358952,129161139,48414308,139237273,85548073,37284742,3907921,1731407
(주)경농,002100,2014/12,4.53,14706590,168915900,9.33,14226137,168998955,188483147,122779838,51049462,134806677,81145006,39622262,3236805,1504659
(주)경농,002100,2015/12,3.96,-9854199,174667648,6.21,-9444978,173056378,196418710,127105636,57201531,137609256,84402122,44084513,3055839,1468711
(주)경농,002100,2016/12,3.5,15996174,183969132,5.39,8683420,176722752,203984939,135371879,59444576,143209666,90377050,45606489,2619123,1340636
(주)경농,002100,2017/12,2.8,15815332,192152986,5.54,14393946,182959158,206534382,138859895,59226684,143175105,90974073,43121579,3017295,1638358
(주)경농,002100,2018/12,5.16,10607249,201453891,9.8,4624400,187066687,212654617,139911460,57973365,146216658,91408676,39627710,0,0
(주)경농,002100,2019/12,2.2,-1020171,201885272,5.02,4392117,190892614,227510941,153098094,65722104,151342037,94631333,44960436,0,0
(주)경농,002100,2020/12,5.1,15868144,211372233,7.98,8535979,197265917,248295524,167684290,66329258,165655312,107535789,46262714,0,0
(주)경농,002100,2021/12,7.1,10815548,236809394,11.54,21191387,214148421,270269450,187051199,66459260,174767545,114021335,46033257,0,0
(주)경농,002100,2022/12,11.33,14419548,260484164,11.65,26521071,225910045,361604573,251180079,69449393,202589425,125172208,50596796,0,0
(주)경동나비엔,009450,2010/12,21.77,22481057,160449250,108.42,17799141,136756722,307182060,222260842,70433026,278277379,213052418,55792194,510816,75357
(주)경동나비엔,009450,2011/12,12,15493744,168114574,32.11,12393396,143268094,341246917,251540613,77768929,318269213,246619329,60786214,1034780,391915
(주)경동나비엔,009450,2012/12,11.7,27648702,175875394,28.05,22554949,152201349,379014259,282583068,82506075,341339118,268142768,61602924,1190005,413298
(주)경동나비엔,009450,2013/12,14.4,20912632,187280988,32.7,20201422,161494784,414177562,296168554,98224613,371601179,284158227,72644249,1373840,452527
(주)경동나비엔,009450,2014/12,4.93,-13266158,190021880,9.27,-24009203,167984480,428985365,313840608,101679980,382392117,293438355,72874100,2733427,1735376
(주)경동나비엔,009450,2015/12,6.98,43719574,206076609,9.88,36531813,185208256,512031120,352051189,135756950,448302084,334829527,92672044,3468233,2105752
(주)경동나비엔,009450,2016/12,25.05,61333200,238762190,54.24,54602640,210193123,583252904,382333051,155087917,506082201,369054723,100453303,1829460,674318
(주)경동나비엔,009450,2017/12,30.33,20111583,256506497,54.55,13453817,222028494,684660958,446078996,190824927,569819524,423216560,114583201,1574837,586932
(주)경동나비엔,009450,2018/12,11.32,-14286091,280103616,18.09,-9553832,240355951,726741615,487844378,198095020,618058456,466381901,122339017,3604816,1621661
(주)경동나비엔,009450,2019/12,11.06,78554868,301042624,21.23,38146715,254559521,774290704,509635845,219829864,655419303,479160026,137056391,4054605,1846977
(주)경동나비엔,009450,2020/12,16.97,57625120,348163846,28.12,54408162,281450512,873409019,543041982,263267715,746324940,530410812,170451205,3954098,1616635
(주)경동나비엔,009450,2021/12,19.28,80668519,450415463,44.64,68019725,360939060,1102947010,683829267,354822223,951116272,703555955,201310319,3334396,1036127
(주)경동나비엔,009450,2022/12,8.15,9346018,517704585,18.06,28496999,407186699,1160860789,692952938,408137009,979557978,697966234,222889082,7336449,3249804
(주)경동도시가스,267290,2017/12,,19371687,294331882,,18774744,292628586,871548284,793238142,56645639,870828897,793617236,55682161,324033,324032
(주)경동도시가스,267290,2018/12,98.82,120705226,320490074,99.67,120320145,318760537,1606531867,1480519376,83355348,1605687067,1480519376,82145199,431646,431646
(주)경동도시가스,267290,2019/12,29.28,33973376,339612043,28.89,33602896,337701666,1422707835,1310188918,84463787,1421866212,1310791588,83393461,958080,958080
(주)경동도시가스,267290,2020/12,18.35,314378,356677691,18.07,-64559,354868269,1086830628,983457538,85237694,1086023402,984204477,83965284,988044,987964
(주)경동도시가스,267290,2021/12,32.06,138736973,375416487,31.72,138294611,373660666,1457154328,1343265056,86757292,1456385933,1344000526,85554698,846293,845891
(주)경동도시가스,267290,2022/12,29.22,52602626,394988697,28.98,52246135,392521950,2304945010,2189300672,90373070,2304288140,2190070921,89163560,864897,864658
(주)경동인베스트,012320,2010/12,13.91,109273270,376913014,47.6,109174207,365245365,1360542926,1254462850,61809998,1289139847,1187080406,51831654,3355792,1093109
(주)경동인베스트,012320,2011/12,11.03,88589199,407862543,65.05,90136711,412912132,1847666903,1739469751,65635356,1806174764,1697470671,54876510,3453989,972325
(주)경동인베스트,012320,2012/12,17.71,150571070,446509347,52.51,154970428,468921996,2502642394,2381579037,71166413,2403814656,2292736954,59575728,2817669,980748
(주)경동인베스트,012320,2013/12,27.91,69233629,498740561,66.34,54868445,516833582,2788264380,2659198011,78526083,2664100017,2552976223,64435388,1811081,703801
(주)경동인베스트,012320,2014/12,20.25,20818461,607451423,54.04,16430931,560802056,2603059058,2470957525,84168488,2399450987,2293899450,67714190,2366553,700185
(주)경동인베스트,012320,2015/12,-4.35,-50279018,576479441,29.77,-32486622,548528455,1604168482,1520436435,97030233,1352478311,1263722829,70357549,4593993,618021
(주)경동인베스트,012320,2016/12,7.92,26876328,587924566,28.09,32578235,556247783,1181902637,1064804018,88431091,1021002691,924418543,73040855,4942703,838066
(주)경동인베스트,012320,2017/12,9.05,60158090,400403090,999999999,49566809,309789000,195069859,140724518,17964879,612436,0,2869295,4133240,111579
(주)경동인베스트,012320,2018/12,10.67,12513851,397867310,-1131.58,1728544,310422538,228644016,171130400,18301003,7460898,3635575,3987138,3675055,143
(주)경동인베스트,012320,2019/12,5.29,32390710,414533638,-4.64,1024556,308309156,271765025,223338232,26467287,8641051,3929209,4807448,4153280,20591
(주)경동인베스트,012320,2020/12,6.48,18457523,430745334,24.34,-5782743,305525940,310532988,267702055,22169647,7700621,2596565,4636649,3030153,19201
(주)경동인베스트,012320,2021/12,5.6,25395956,439753088,34.4,823547,304828029,298461109,260022985,24223177,8866143,3322014,4926546,2479073,17952
(주)경동인베스트,012320,2022/12,7.69,27230512,450708398,226.73,2162438,295392476,275539562,237368878,23443875,11483708,4533889,4794790,1912398,9505
(주)경방,000050,2010/12,2.12,10475934,632800486,2.3,12484753,680065508,339355972,233166690,61656033,277727642,222076044,7277952,22689948,21603064
(주)경방,000050,2011/12,1.15,-14647398,629704391,1.17,-11592653,676624221,348136369,258814443,67262415,275746943,246411496,6758633,19264853,18256363
(주)경방,000050,2012/12,0.36,17789061,620704205,0.43,27341666,669735441,333620804,260837041,65529821,265409209,250600103,6568491,20032835,18973265
(주)경방,000050,2013/12,2.58,51153970,636438555,2.9,50395794,685569176,347189559,251468225,59689595,264782077,223418883,5461080,13944625,12391753
(주)경방,000050,2014/12,2.47,23819336,647668814,2.93,29566345,651570419,329036023,238357806,60060060,256979444,209067504,15816417,12414802,10956098
(주)경방,000050,2015/12,3.9,39920580,662952918,4.38,44076364,671770865,357628146,255868653,62797982,307744480,209467360,59647194,9977348,8815740
(주)경방,000050,2016/12,5.54,67981079,679843399,7.08,61707854,690245544,377445013,268352680,65655764,313876822,210095763,61204284,7844318,6009560
(주)경방,000050,2017/12,6.35,57866501,699134073,7.8,51272565,710964923,360788750,253442168,65037350,288103985,188372022,60320796,6658090,5049544
(주)경방,000050,2018/12,5.13,12093896,708769347,7.97,29443002,729185709,351438926,244043108,66416067,279085217,177815403,62297979,7986856,4891307
(주)경방,000050,2019/12,3.59,66875285,741553199,6.99,65270564,740731873,343892085,244396020,67475534,253552382,151563044,63022915,8924092,5573255
(주)경방,000050,2020/12,3.24,33635651,741929808,4.79,46548127,759469891,329224741,232398638,74972106,226061886,129916804,70775739,6744121,5301545
(주)경방,000050,2021/12,13.04,20910159,752146420,9.06,-6107441,766715184,383357145,246771597,82788733,271718425,164875761,78164690,4125303,3163934
(주)경방,000050,2022/12,4.5,29255425,755008459,8.52,56746199,759186429,389227583,263039746,94292531,269780478,143584887,89298364,7082150,4331416
(주)경보제약,214390,2010/12,,,,,,,,,,,,,,
(주)경보제약,214390,2011/12,,,,,,,,,,,,,,
(주)경보제약,214390,2012/12,,,,,,,,,,,,,,
(주)경보제약,214390,2013/12,,,,17.28,21628813,66218806,,,,162218140,111397166,24607198,,1517049
(주)경보제약,214390,2014/12,,,,25.51,16041867,68329856,,,,169781246,119975881,22136802,,1084622
(주)경보제약,214390,2015/12,,,,29.2,4240142,122817151,,,,178032632,129475387,22924910,,877670
(주)경보제약,214390,2016/12,,,,16.24,25328803,129402340,,,,186726170,142622767,28509177,,960099
(주)경보제약,214390,2017/12,,,,24.47,25805146,141509596,,,,191661374,137038683,30036042,,1004770
(주)경보제약,214390,2018/12,,,,19.43,-1138159,149012165,,,,201343596,152082417,31994604,,888660
(주)경보제약,214390,2019/12,,,,4.77,23668111,149163504,,,,191706189,150990036,34522080,,1298135
(주)경보제약,214390,2020/12,,,,6.63,20795227,156056794,,,,215285095,162820355,43803308,,1307300
(주)경보제약,214390,2021/12,,,,-5.63,17967903,145700730,,,,170659645,135299352,41985137,,1176011
(주)경보제약,214390,2022/12,,,,0.83,10126731,143704055,,,,196264902,151847030,43025220,,1671078
(주)경인양행,012610,2010/12,3.96,-8882207,176138097,0.46,-12213959,157685148,267600679,227505749,29714410,149007816,129714312,18592720,2622153,1521138
(주)경인양행,012610,2011/12,1.77,9839673,176292506,0.99,10022891,158882273,233095049,198818643,27923263,128707611,109831813,16999541,3594486,1889257
(주)경인양행,012610,2012/12,1.26,20801833,174988685,1.54,14914670,162112825,218604655,190167857,24795532,141304459,120613769,17683856,2895310,1951761
(주)경인양행,012610,2013/12,5.73,1046809,189744314,9.2,-1601346,178074513,260808400,217483383,32179075,183106757,147883856,23144838,1944811,1313167
(주)경인양행,012610,2014/12,7.16,18368986,198238667,8.03,15097174,186433506,277181095,228191361,34896569,190395047,153646031,25778430,1968457,1365662
(주)경인양행,012610,2015/12,4.19,5444861,201125304,0.07,-1240907,185903130,263163677,220123025,36322519,175006703,148385606,26546410,1604240,1042725
(주)경인양행,012610,2016/12,6.44,19013689,208293196,2.46,8421999,191021720,274873817,228042128,36254507,179267850,150776725,26292972,1641252,893790
(주)경인양행,012610,2017/12,3.12,5323456,210934933,0.11,652491,190844102,299987729,252841704,39781229,193975818,164845854,28970760,2362792,1491758
(주)경인양행,012610,2018/12,5.68,1873412,223759383,4.74,911833,198237400,331102011,255365574,56045269,222659442,169805543,40878853,3469155,2526100
(주)경인양행,012610,2019/12,4.66,6768170,237433141,4.18,-2222389,201086327,358802386,274054354,61192976,245244968,188265694,42802896,5051779,3393775
(주)경인양행,012610,2020/12,0.71,54551658,228381756,-1.56,37263507,191584529,329312078,260748524,65193707,214380449,173340842,46476293,4733181,3475893
(주)경인양행,012610,2021/12,6.61,9230963,251869915,5.26,1344530,208310486,403325659,301415568,73555413,276226577,206132655,53999182,4286715,3060215
(주)경인양행,012610,2022/12,4.49,21197161,266154503,2.23,21293145,213238020,402637341,298804894,75771988,245973699,180063836,54990334,6255671,4901322
(주)광명전기,017040,2010/12,2.24,8219127,60146533,1.88,6532998,52410098,103512739,89902685,10195844,68250250,61508629,4565484,1525867,1158717
(주)광명전기,017040,2011/12,0.38,1765403,62936103,1.57,1814521,56987613,92382628,81102005,10784506,57967857,51994278,4489788,1301326,942485
(주)광명전기,017040,2012/12,3.63,3436380,62992204,4.22,1183806,55136666,117216514,102591227,10437536,79318302,70522943,5229217,1153486,844195
(주)광명전기,017040,2013/12,11.84,3129414,69847678,11.17,615721,60793004,117852824,98728241,8343100,90344376,76118777,5782227,910253,755609
