,거래소코드,year,Date,Name,Close,Marcap,Stocks,회계년도,회사명,산업코드,당기순이익,평균당기순이익,PER,ROE,ROE자본half,평균자본,업종PER,업종ROE,Label,연평균복리수익률,시총2,수익률,PBR,업종PBR,발행주식의 총수 (현재 발행한 주식수 - 현재 감소한 주식수),유통주식수 (발행주식의 총수 - 자기주식수),이익소각,자기주식수,보통주식비율
248,9970,2020,2020-12-30,영원무역홀딩스,37750,514743.598,13635592,2020-12-01,(주)영원무역홀딩스,137100,234466,204751.6667,2.513989783,0.078859148,2596422.5,2313761.333,15.15005392,0.064437802,1,-0.06798202,657235.5344,-0.216804979,0.222470482,0.833211893,13635592,11604898,0,2030694,46.24
249,12320,2020,2020-12-30,경동인베스트,31200,73788.7176,2365023,2020-12-01,(주)경동인베스트,137100,16484,18389.33333,4.012582526,0.043510683,422639.5,409325,15.15005392,0.064437802,0,-0.178010881,86678.09295,-0.148703956,0.180269267,0.833211893,2365023,2180352,0,184671,54.29
250,16710,2020,2020-12-30,대성홀딩스,24750,398214.1103,16089459,2020-12-01,대성홀딩스(주),137100,47690,29798.66667,13.36348752,0.053142061,560736,541272,15.15005392,0.064437802,1,-0.010676374,134025.1935,1.971188475,0.735700554,0.833211893,16089459,16089459,0,0,72.74
251,30000,2020,2020-12-30,제일기획,20600,2369849.235,115041225,2020-12-01,(주)제일기획,137100,158280,143200.6667,16.54914946,0.145208538,986172.5,928455.8333,15.15005392,0.064437802,0,-0.018967945,2766741.461,-0.143451143,2.552463079,0.833211893,115041225,101278725,0,13762500,28.58
252,34310,2020,2020-12-30,NICE,19450,736810.735,37882300,2020-12-01,(주)나이스홀딩스,137100,52928,76632,9.614922421,0.061969441,1236609.5,1109132,15.15005392,0.064437802,1,0.08509141,791740.07,-0.06937799,0.664312936,0.833211893,37882300,37855488,0,26812,47.97
253,34730,2020,2020-12-30,SK,240500,16921651.43,70360297,2020-12-01,에스케이(주),137100,-108432,2549986,6.635978169,0.049018136,52021276.5,50626225.33,15.15005392,0.064437802,1,0.154335811,18434397.81,-0.082061069,0.334246753,0.833211893,70360297,52306892,6000000,18053405,29.5
254,35000,2020,2020-12-30,지투알,5700,94434.2313,16567409,2020-12-01,(주)에이치에스애드,137100,9038,13191,7.158989561,0.091527258,144121,141484.8333,15.15005392,0.064437802,1,-0.023565973,108516.529,-0.129770992,0.667451267,0.833211893,16567409,16207644,1004084,359765,35
255,36530,2020,2020-12-30,S&T홀딩스,14900,242927.9014,16303886,2020-12-01,(주)SNT홀딩스,137100,77889,92043.33333,2.639277529,0.056756227,1621731,1565873,15.15005392,0.064437802,0,0.00544155,251895.0387,-0.035598706,0.155138955,0.833211893,16303886,14765502,400000,1538384,63.17
256,60980,2020,2020-12-30,한라홀딩스,37400,391655.418,10472070,2020-12-01,에이치엘홀딩스(주),137100,44096,32754.33333,11.95736192,0.036947985,886498.5,887221,15.15005392,0.064437802,1,-0.197880095,480668.013,-0.185185185,0.441440653,0.833211893,10472070,10120155,545166,351915,28.49
257,72710,2020,2020-12-30,농심홀딩스,77400,358964.946,4637790,2020-12-01,(주)농심홀딩스,137100,68454,50615.33333,7.092019796,0.053402602,947806.5,912131.6667,15.15005392,0.064437802,1,-0.000906621,364066.515,-0.014012739,0.393545098,0.833211893,4637790,4637790,0,0,66.61
258,78930,2020,2020-12-30,GS,37550,3488972.444,92915378,2020-12-01,(주)지에스,137100,-187776,503876.3333,6.924263382,0.04632048,10878046.5,10578039.17,15.15005392,0.064437802,1,-0.014856952,4794433.505,-0.272286822,0.329831681,0.833211893,92915378,92895495,0,19883,52.11
259,84690,2020,2020-12-30,대상홀딩스,10200,369367.8876,36212538,2020-12-01,대상홀딩스(주),137100,164809,116225.6667,3.178023394,0.09168647,1267642.5,1167901.5,15.15005392,0.064437802,1,-0.029637967,244072.5061,0.513353116,0.316266301,0.833211893,36212538,36212538,0,0,67.3
260,102260,2020,2020-12-30,동성코퍼레이션,4945,217545.4443,43993012,2020-12-01,(주)동성케미컬,137100,37182,19126.33333,11.37413223,0.045235274,422819,413869.5,15.15005392,0.064437802,1,0.073056007,237222.7434,-0.082948619,0.525637778,0.833211893,43993012,43993012,0,0,46.51
261,107590,2020,2020-12-30,미원홀딩스,77300,179336,2320000,2020-12-01,미원홀딩스(주),137100,23673,16560.33333,10.82925062,0.083663822,197939,163332,15.15005392,0.064437802,0,-0.132061861,95835.9114,0.871281834,1.097984473,0.833211893,2320000,2319999,311774,1,70.96
262,70,2021,2021-12-30,삼양홀딩스,98200,841011.4122,8564271,2021-12-01,(주)삼양홀딩스,137100,274086,159798.3333,5.262954842,0.069762745,2290597,2132989.5,10.96664475,0.08180963,1,-0.008587868,638038.1895,0.318120805,0.394287648,0.748556461,8564271,7435545,0,1128726,41.53
263,320,2021,2021-12-30,노루홀딩스,12750,169462.1753,13291151,2021-12-01,(주)노루홀딩스,137100,10708,19906.33333,8.512977876,0.034276764,580753,572650.3333,10.96664475,0.08180963,1,-0.036669676,145538.1035,0.164383562,0.295926092,0.748556461,13291151,10233135,3524000,3058016,44.71
264,590,2021,2021-12-30,CS홀딩스,64100,74002.2962,1154482,2021-12-01,CS홀딩스(주),137100,21066,16501.66667,4.484534665,0.054303502,303878.5,291729.5,10.96664475,0.08180963,1,0.071183656,68114.438,0.086440678,0.253667511,0.748556461,1154482,1135821,0,18661,73.36
265,1040,2021,2021-12-30,CJ,83400,2433361.633,29176998,2021-12-01,씨제이(주),137100,806962,444937.6667,5.468994458,0.027931015,15929878,14834660.33,10.96664475,0.08180963,0,-0.025752006,2687201.516,-0.094462541,0.164032177,0.748556461,29176998,27058457,145741,2118541,47.06
266,1800,2021,2021-12-30,오리온홀딩스,15950,999194.4809,62645422,2021-12-01,(주)오리온홀딩스,137100,225328,200083.3333,4.993891616,0.054329451,3682778.5,3452017.5,10.96664475,0.08180963,1,-0.207241529,826919.5704,0.208333333,0.289452322,0.748556461,62645422,60156653,0,2488769,63.84
267,2030,2021,2021-12-30,아세아,128000,280451.072,2191024,2021-12-01,아세아(주),137100,201245,126237,2.221623391,0.077831229,1621932.5,1512933.5,10.96664475,0.08180963,0,0.032053166,198287.672,0.414364641,0.185369067,0.748556461,2191024,1849702,0,341322,42.97
268,3030,2021,2021-12-30,세아제강지주,103000,426590.671,4141657,2021-12-01,(주)세아제강지주,137100,226652,91722.66667,4.650875149,0.062880423,1458684,1384229.5,10.96664475,0.08180963,1,-0.13222769,184510.8194,1.312008979,0.30817915,0.748556461,4141657,4040461,0,101196,64.89
269,3550,2021,2021-12-30,LG,80900,12725650.33,157300993,2021-12-01,(주)엘지,137100,2683974,1777129,7.160791554,0.08304048,21400755.5,19978220.17,10.96664475,0.08180963,1,0.020562212,15098748.96,-0.157171871,0.636976178,0.748556461,157300993,157251165,0,49828,41.7
270,5250,2021,2021-12-30,녹십자홀딩스,27150,1276815.902,47028210,2021-12-01,(주)녹십자홀딩스,137100,127658,92392.33333,13.81950055,0.051554913,1792115,1620673.333,10.96664475,0.08180963,0,0.086483042,1951670.715,-0.345783133,0.787830512,0.748556461,47028210,44934190,3615600,2094020,50.69
271,5440,2021,2021-12-30,현대그린푸드,8570,837327.4107,97704482,2021-12-01,(주)현대지에프홀딩스,137100,41339,62280.66667,13.44441952,0.028305219,2200324.5,2155778.667,10.96664475,0.08180963,1,-0.04864161,855891.2623,-0.021689498,0.388410658,0.748556461,97704482,87306927,0,10397555,38.4
272,5740,2021,2021-12-30,크라운해태홀딩스,8580,127390.2373,14847347,2021-12-01,(주)크라운해태홀딩스,137100,11185,9672,13.17103363,0.019809564,488249,479524.1667,10.96664475,0.08180963,1,-0.128298538,130805.1271,-0.026106697,0.265659681,0.748556461,14847347,14382735,0,464612,54.99
273,5810,2021,2021-12-30,풍산홀딩스,28300,294589.6424,10409528,2021-12-01,(주)풍산홀딩스,137100,173751,70338.33333,4.18818059,0.08661583,812072.5,751682.5,10.96664475,0.08180963,1,0.020769048,223302.2595,0.319241655,0.391907012,0.748556461,10409528,9735572,1871611,673956,44.97
274,6040,2021,2021-12-30,동원산업,227000,834824.507,3677641,2021-12-01,동원산업(주),137100,171466,155504.6667,5.368485235,0.111792309,1391014,1201283.167,10.96664475,0.08180963,1,-0.043827641,818275.1225,0.020224719,0.694943982,0.748556461,3677641,3411060,0,266581,63.3
275,6260,2021,2021-12-30,LS,54100,1742020,32200000,2021-12-01,(주)엘에스,137100,352129,213226,8.169829195,0.046562183,4579381.5,4418246.167,10.96664475,0.08180963,1,-0.072413976,2299080,-0.242296919,0.39427862,0.748556461,32200000,27767071,0,4432929,32.26
276,7540,2021,2021-12-30,샘표,42650,122652.87,2875800,2021-12-01,샘표(주),137100,22972,27655.33333,4.435053034,0.091510621,302209,273546.3333,10.96664475,0.08180963,1,0.021640392,140914.2,-0.129591837,0.448380603,0.748556461,2875800,2217613,0,658187,48.44
277,7700,2021,2021-12-30,F&F홀딩스,33300,1302508.421,39114367,2021-12-01,(주)에프앤에프홀딩스,137100,2017967,737756,1.765500275,0.51482226,1433030.5,796673.1667,10.96664475,0.08180963,0,0.484183562,1299760,0.00211456,1.634934469,0.748556461,39114367,39069893,0,44474,91.7
278,8930,2021,2021-12-30,한미사이언스,54200,3647909.916,67304611,2021-12-01,한미사이언스(주),137100,42940,32093.33333,113.66566,0.047579901,674514.5,658705.1667,10.96664475,0.08180963,0,0.208787373,5023448.439,-0.273823558,5.538001068,0.748556461,67304611,65953665,0,1350946,64.96
279,9970,2021,2021-12-30,영원무역홀딩스,46750,637463.926,13635592,2021-12-01,(주)영원무역홀딩스,137100,446829,302992.6667,2.103892259,0.104983736,2886091.5,2620156.5,10.96664475,0.08180963,1,-0.06798202,514743.598,0.238410596,0.243292309,0.748556461,13635592,11604898,0,2030694,46.25
280,12320,2021,2021-12-30,경동인베스트,35350,83603.56305,2365023,2021-12-01,(주)경동인베스트,137100,13891,13077,6.393176038,0.030044871,435249,421363,10.96664475,0.08180963,0,-0.178010881,73788.7176,0.133012821,0.198412208,0.748556461,2365023,2180352,0,184671,54.29
281,16710,2021,2021-12-30,대성홀딩스,47100,757813.5189,16089459,2021-12-01,대성홀딩스(주),137100,23948,29855,25.38313579,0.050662963,589286.5,562078.1667,10.96664475,0.08180963,0,-0.010676374,398214.1103,0.903030303,1.34823511,0.748556461,16089459,16089459,0,0,72.74
282,30000,2021,2021-12-30,제일기획,22850,2628691.991,115041225,2021-12-01,(주)제일기획,137100,167599,155110.6667,16.94720323,0.144774086,1071398,994125,10.96664475,0.08180963,0,-0.018967945,2369849.235,0.109223301,2.644226824,0.748556461,115041225,101278725,0,13762500,28.55
283,34310,2021,2021-12-30,NICE,16000,606116.8,37882300,2021-12-01,(주)나이스홀딩스,137100,101055,77216.33333,7.849593134,0.060089526,1285021.5,1217815.167,10.96664475,0.08180963,1,0.08509141,736810.735,-0.177377892,0.497708369,0.748556461,37882300,37270357,0,611943,47.97
284,34730,2021,2021-12-30,SK,251000,18611481.58,74149329,2021-12-01,에스케이(주),137100,5718424,2405747,7.736258875,0.040975016,58712533.5,54089687.83,10.96664475,0.08180963,1,0.154335811,16921651.43,0.099862012,0.344085579,0.748556461,74149329,56090767,6000000,18058562,26.65
285,35000,2021,2021-12-30,지투알,7050,116800.2335,16567409,2021-12-01,(주)에이치에스애드,137100,17308,13868.33333,8.422081489,0.090496901,153246.5,144678.6667,10.96664475,0.08180963,0,-0.023565973,94434.2313,0.236842105,0.80730792,0.748556461,16567409,16207644,1004084,359765,35
286,36530,2021,2021-12-30,SNT홀딩스,17600,286948.3936,16303886,2021-12-01,(주)SNT홀딩스,137100,151815,118071,2.430303746,0.069501383,1698829.5,1628388.167,10.96664475,0.08180963,0,0.00544155,242927.9014,0.181208054,0.176216212,0.748556461,16303886,14459662,400000,1844224,63.32
287,60980,2021,2021-12-30,한라홀딩스,45850,480144.4095,10472070,2021-12-01,에이치엘홀딩스(주),137100,106178,63779,7.528252395,0.067087169,950688.5,904286.1667,10.96664475,0.08180963,1,-0.197880095,391655.418,0.225935829,0.530965116,0.748556461,10472070,9911350,545166,560720,28.48
288,72710,2021,2021-12-30,농심홀딩스,75800,351544.482,4637790,2021-12-01,(주)농심홀딩스,137100,49163,51413,6.837657441,0.051095493,1006214,954339.6667,10.96664475,0.08180963,1,-0.000906621,358964.946,-0.020671835,0.36836411,0.748556461,4637790,4637790,0,0,66.62
289,78930,2021,2021-12-30,GS,39100,3632991.28,92915378,2021-12-01,(주)지에스,137100,1614682,698617,5.200261774,0.055980072,12479744.5,11373352.5,10.96664475,0.08180963,1,-0.014856952,3488972.444,0.041278296,0.319430113,0.748556461,92915378,92895495,0,19883,52.44
290,84690,2021,2021-12-30,대상홀딩스,9700,351261.6186,36212538,2021-12-01,대상홀딩스(주),137100,142733,148590.6667,2.363954793,0.105491225,1408559.5,1276081.167,10.96664475,0.08180963,1,-0.029637967,369367.8876,-0.049019608,0.27526589,0.748556461,36212538,36212538,0,0,67.3
291,102260,2021,2021-12-30,동성케미컬,4795,238262.2458,49689728,2021-12-01,(주)동성케미컬,137100,42392,34865,6.833851879,0.078861178,442106,424824.6667,10.96664475,0.08180963,1,0.073056007,217545.4443,0.095229764,0.560848426,0.748556461,49689728,49597067,0,92661,41.14
292,107590,2021,2021-12-30,미원홀딩스,151500,351480,2320000,2021-12-01,미원홀딩스(주),137100,40232,26724.33333,13.15205867,0.123146516,217012.5,193263.6667,10.96664475,0.08180963,0,-0.132061861,179336,0.959896507,1.818655343,0.748556461,2320000,2315150,311774,4850,72.87
293,70,2022,2022-12-29,삼양홀딩스,68700,588365.4177,8564271,2022-12-01,(주)삼양홀딩스,137100,105849,174400,3.373654918,0.070480052,2474459,2285901,9.217151468,0.08135064,1,-0.008587868,841011.4122,-0.300407332,0.257388845,0.666269891,8564271,7435545,0,1128726,41.55
294,320,2022,2022-12-29,노루홀딩스,9970,132512.7755,13291151,2022-12-01,(주)노루홀딩스,137100,33391,24398.66667,5.431148238,0.039214741,622181,591883.8333,9.217151468,0.08135064,1,-0.036669676,169462.1753,-0.218039216,0.22388308,0.666269891,13291151,10233379,3524000,3057772,46.21
295,590,2022,2022-12-29,CS홀딩스,57600,66498.1632,1154482,2022-12-01,CS홀딩스(주),137100,18788,17229.66667,3.859515363,0.053622855,321312,305349.1667,9.217151468,0.08135064,1,0.071183656,74002.2962,-0.101404056,0.217777451,0.666269891,1154482,1116621,0,37861,73.35
296,1040,2022,2022-12-29,CJ,84100,2453785.532,29176998,2022-12-01,씨제이(주),137100,686846,565938.6667,4.335779964,0.033098574,17098581.5,16011371.67,9.217151468,0.08135064,0,-0.025752006,2433361.633,0.008393285,0.153252675,0.666269891,29176998,27058456,145741,2118542,47.79
297,1800,2022,2022-12-29,오리온홀딩스,15350,961607.2277,62645422,2022-12-01,(주)오리온홀딩스,137100,323575,255811.6667,3.759043675,0.063986502,3997900.5,3698948.833,9.217151468,0.08135064,1,-0.207241529,999194.4809,-0.037617555,0.259967702,0.666269891,62645422,60156653,0,2488769,63.84
298,2030,2022,2022-12-29,아세아,131500,288119.656,2191024,2022-12-01,아세아(주),137100,163509,149234,1.930656928,0.083347831,1790496.5,1635604.833,9.217151468,0.08135064,0,0.032053166,280451.072,0.02734375,0.176154808,0.666269891,2191024,1790500,0,400524,42.96
299,3030,2022,2022-12-29,세아제강지주,146500,606752.7505,4141657,2022-12-01,(주)세아제강지주,137100,376265,212229.3333,2.858948577,0.118981005,1783724.5,1527980,9.217151468,0.08135064,1,-0.13222769,426590.671,0.422330097,0.397094694,0.666269891,4141657,4040461,0,101196,64.64
300,3550,2022,2022-12-29,LG,78100,12285207.55,157300993,2022-12-01,(주)엘지,137100,2115750,2113460.667,5.812839457,0.087742052,24087203.5,21809704.83,9.217151468,0.08135064,1,0.020562212,12725650.33,-0.03461063,0.563290867,0.666269891,157300993,155120199,0,2180794,41.7
301,5250,2022,2022-12-29,녹십자홀딩스,17000,799479.57,47028210,2022-12-01,(주)녹십자홀딩스,137100,58897,122183.6667,6.543260583,0.063017442,1938886.5,1773683.333,9.217151468,0.08135064,1,0.086483042,1276815.902,-0.373848987,0.450745381,0.666269891,47028210,44934190,3615600,2094020,49.55
302,5440,2022,2022-12-29,현대그린푸드,6730,657551.1639,97704482,2022-12-01,(주)현대지에프홀딩스,137100,42330,55077.33333,11.93868919,0.024998784,2203200.5,2185600.667,9.217151468,0.08135064,1,-0.04864161,837327.4107,-0.21470245,0.300856041,0.666269891,97704482,87306927,0,10397555,38.4
303,5740,2022,2022-12-29,크라운해태홀딩스,6790,100813.4861,14847347,2022-12-01,(주)크라운해태홀딩스,137100,23752,25092.33333,4.017700737,0.049820182,503658,488476.8333,9.217151468,0.08135064,1,-0.128298538,127390.2373,-0.208624709,0.206383352,0.666269891,14847347,14382735,0,464612,54.99
304,5810,2022,2022-12-29,풍산홀딩스,28300,294589.6424,10409528,2022-12-01,(주)풍산홀딩스,137100,73236,86692,3.398117962,0.093175426,930417,822529,9.217151468,0.08135064,1,0.020769048,294589.6424,0,0.358151071,0.666269891,10409528,9587528,1871611,822000,44.97
305,6040,2022,2022-12-29,동원산업,49350,2466644.518,49982665,2022-12-01,동원산업(주),137100,296545,237218.6667,10.39818895,0.10794047,2197680.5,1591832.167,9.217151468,0.08135064,0,-0.043827641,834824.507,1.954686281,1.549563182,0.666269891,49982665,36164120,0,13818545,90.79
306,6260,2022,2022-12-29,LS,69700,2244340,32200000,2022-12-01,(주)엘에스,137100,505486,350780,6.398141285,0.068345334,5132464.5,4690586.167,9.217151468,0.08135064,1,-0.072413976,1742020,0.288354898,0.478477512,0.666269891,32200000,27458630,0,4741370,32.37
307,7540,2022,2022-12-29,샘표,47400,136312.92,2875800,2022-12-01,샘표(주),137100,16202,24815.33333,5.493092443,0.077466335,320337,298751.3333,9.217151468,0.08135064,1,0.021640392,122652.87,0.11137163,0.45627552,0.666269891,2875800,2165953,0,709847,48.45
308,7700,2022,2022-12-29,F&F홀딩스,30450,1191032.475,39114367,2022-12-01,(주)에프앤에프홀딩스,137100,417560,840295,1.417398027,0.32298113,2601684.5,1517481,9.217151468,0.08135064,0,0.484183562,1302508.421,-0.085585586,0.78487472,0.666269891,39114367,39069893,0,44474,91.7
309,8930,2022,2022-12-29,한미사이언스,32450,2226838.546,68623684,2022-12-01,한미사이언스(주),137100,69035,44857.33333,49.64268672,0.063400665,707521.5,678082.1667,9.217151468,0.08135064,0,0.208787373,3647909.916,-0.389557693,3.284024644,0.666269891,68623684,66662801,0,1960883,59.35
310,9970,2022,2022-12-29,영원무역홀딩스,61400,837225.3488,13635592,2022-12-01,(주)영원무역홀딩스,137100,898145,526480,1.59023201,0.147437439,3570870.5,3017794.833,9.217151468,0.08135064,1,-0.06798202,637463.926,0.313368984,0.277429512,0.666269891,13635592,11604898,0,2030694,46.25
311,12320,2022,2022-12-29,경동인베스트,98500,232954.7655,2365023,2022-12-01,(주)경동인베스트,137100,9357,13244,17.58945677,0.02974639,445230.5,434373,9.217151468,0.08135064,1,-0.178010881,83603.56305,1.786421499,0.53630121,0.666269891,2365023,2180352,0,184671,53.73
312,16710,2022,2022-12-29,대성홀딩스,109500,1761795.761,16089459,2022-12-01,대성홀딩스(주),137100,4902,25513.33333,69.0539232,0.042461538,600857.5,583626.6667,9.217151468,0.08135064,0,-0.010676374,757813.5189,1.324840764,3.018703327,0.666269891,16089459,16089459,0,0,72.74
313,30000,2022,2022-12-29,제일기획,23050,2651700.236,115041225,2022-12-01,(주)제일기획,137100,195834,173904.3333,15.24804003,0.148085797,1174348.5,1077306.333,9.217151468,0.08135064,0,-0.018967945,2628691.991,0.008752735,2.461417105,0.666269891,115041225,101278725,0,13762500,28.68
314,34310,2022,2022-12-29,NICE,12900,488681.67,37882300,2022-12-01,(주)나이스홀딩스,137100,69015,74332.66667,6.574251832,0.056297272,1320360,1280663.667,9.217151468,0.08135064,1,0.08509141,606116.8,-0.19375,0.381584707,0.666269891,37882300,35432481,0,2449819,50.57
315,34730,2022,2022-12-29,SK,189000,14014223.18,74149329,2022-12-01,에스케이(주),137100,3966176,3192056,4.390343772,0.046472512,68686969.5,59806926.5,9.217151468,0.08135064,1,0.154335811,18611481.58,-0.247011952,0.234324417,0.666269891,74149329,55174509,6000000,18974820,25.95
316,35000,2022,2022-12-29,지투알,5900,97747.7131,16567409,2022-12-01,(주)에이치에스애드,137100,17463,14603,6.69367343,0.086476851,168866,155411.1667,9.217151468,0.08135064,1,-0.023565973,116800.2335,-0.163120567,0.628961967,0.666269891,16567409,16207644,1004084,359765,35
317,36530,2022,2022-12-29,SNT홀딩스,15700,255971.0102,16303886,2022-12-01,(주)SNT홀딩스,137100,115575,115093,2.224036303,0.064004097,1798213,1706257.833,9.217151468,0.08135064,0,0.00544155,286948.3936,-0.107954545,0.150018951,0.666269891,16303886,14459662,400000,1844224,63.32
318,60980,2022,2022-12-29,HL홀딩스,30750,322016.1525,10472070,2022-12-01,에이치엘홀딩스(주),137100,2480,50918,6.324210544,0.050422049,1009836,949007.6667,9.217151468,0.08135064,1,-0.197880095,480144.4095,-0.329334787,0.33931881,0.666269891,10472070,9782176,545166,689894,28.48
319,72710,2022,2022-12-29,농심홀딩스,66500,308413.035,4637790,2022-12-01,(주)농심홀딩스,137100,34206,50607.66667,6.094195906,0.047829242,1058090.5,1004037,9.217151468,0.08135064,1,-0.000906621,351544.482,-0.122691293,0.307172978,0.666269891,4637790,4637790,0,0,66.66
320,78930,2022,2022-12-29,GS,43800,4069693.556,92915378,2022-12-01,(주)지에스,137100,2482704,1303203.333,3.122838511,0.084924817,15345377,12901056,9.217151468,0.08135064,1,-0.014856952,3632991.28,0.120204604,0.315454297,0.666269891,92915378,92895495,0,19883,51.88
321,84690,2022,2022-12-29,대상홀딩스,7740,280285.0441,36212538,2022-12-01,대상홀딩스(주),137100,78061,128534.3333,2.180623938,0.084388898,1523119,1399773.667,9.217151468,0.08135064,1,-0.029637967,351261.6186,-0.202061856,0.200235974,0.666269891,36212538,36212538,0,0,67.3
322,102260,2022,2022-12-29,동성케미컬,4730,235032.4134,49689728,2022-12-01,(주)동성케미컬,137100,46833,42135.66667,5.577992044,0.089080806,473005,445976.6667,9.217151468,0.08135064,1,0.073056007,238262.2458,-0.013555787,0.527006077,0.666269891,49689728,48655728,0,1034000,41.62
323,107590,2022,2022-12-29,미원홀딩스,110000,255200,2320000,2022-12-01,미원홀딩스(주),137100,26602,30169,8.45901422,0.122622759,246031,220327.5,9.217151468,0.08135064,0,-0.132061861,351480,-0.273927393,1.158275749,0.666269891,2320000,2315450,311774,4550,74.55
324,100,2014,2014-12-30,유한양행,169500,1890356.547,11152546,2014-12-01,(주)유한양행,32100,90948,86061.66667,21.96513988,0.068736303,1252055.5,1204252.333,18.69614447,0.17102177,1,0.054403655,2085526.102,-0.093582888,1.569734594,1.910258931,11152546,10071275,0,1081271,15.56
325,1630,2014,2014-12-30,종근당홀딩스,59800,217728.81,3640950,2014-12-01,(주)종근당홀딩스,32100,13301,158104,1.377123982,0.846002991,186883.5,281276,18.69614447,0.17102177,1,0.184819939,154376.28,0.410377358,0.774075321,1.910258931,3640950,3356179,0,284771,20.17
326,3090,2014,2014-12-30,대웅,45150,525022.0794,11628396,2014-12-01,(주)대웅,32100,37877,52981.66667,9.909504786,0.075915843,697900,533626.6667,18.69614447,0.17102177,1,0.071230245,465135.84,0.12875,0.983875267,1.910258931,11628396,8520923,0,3107473,53.67
327,3220,2014,2014-12-30,대원제약,14600,238865.3148,16360638,2014-12-01,대원제약(주),32100,15597,12532,19.06043048,0.097236986,128881,118463.3333,18.69614447,0.17102177,0,0.110912558,162903.2004,0.466302162,2.016364964,1.910258931,16360638,16207292,0,153346,38.55
328,6280,2014,2014-12-30,녹십자,137000,1601055.706,11686538,2014-12-01,(주)녹십자,32100,86789,71476.33333,22.39980188,0.081221445,880018,766698.6667,18.69614447,0.17102177,0,0.008936398,1454973.981,0.100401606,2.088246368,1.910258931,11686538,11563178,0,123360,52.83
329,9290,2014,2014-12-30,광동제약,10500,550418.9355,52420851,2014-12-01,광동제약(주),32100,35063,28274.66667,19.46685851,0.093436304,302609,280016.1667,18.69614447,0.17102177,0,-0.016285724,391059.5485,0.407506702,1.965668419,1.910258931,52420851,40175822,0,12245029,17.82
330,68270,2014,2014-12-30,셀트리온,38850,4023685.603,103569771,2014-12-01,(주)셀트리온,32100,117482,131456,30.60861127,0.107975932,1217456.5,1086981.5,18.69614447,0.17102177,0,0.29253035,3854322.916,0.04394097,3.70170569,1.910258931,103569771,102105671,0,1464100,23.06
331,69620,2014,2014-12-30,대웅제약,67200,778617.84,11586575,2014-12-01,(주)대웅제약,32100,30470,40652.33333,19.15309101,0.090998867,446734.5,411170.5,18.69614447,0.17102177,1,0.087980481,882897.015,-0.118110236,1.893661729,1.910258931,11586575,10320870,0,1265705,50.34
332,128940,2014,2014-12-30,한미약품,102000,993941.244,9744522,2014-12-01,한미약품(주),32100,43295,40861.33333,24.3247384,0.077671256,526080.5,451997.3333,18.69614447,0.17102177,0,0.203789508,939906.666,0.057489302,2.198998027,1.910258931,9744522,9727729,0,16793,41.37
333,100,2015,2015-12-30,유한양행,272500,3039068.785,11152546,2015-12-01,(주)유한양행,32100,126047,101152,30.04457435,0.076635964,1319902.5,1260063.167,32.42214899,0.140924565,1,0.054403655,1890356.547,0.607669617,2.411838442,3.882998033,11152546,10037345,0,1115201,15.52
334,1630,2015,2015-12-30,종근당홀딩스,111000,497032.026,4477766,2015-12-01,(주)종근당홀딩스,32100,30558,155833.6667,3.189503505,0.547066967,284853,252238,32.42214899,0.140924565,1,0.184819939,217728.81,1.282803208,1.970488293,3.882998033,4477766,4192995,0,284771,31.41
335,3090,2015,2015-12-30,대웅,56600,658167.2136,11628396,2015-12-01,(주)대웅,32100,54590,55730.33333,11.80985604,0.072508372,768605.5,668579,32.42214899,0.140924565,1,0.071230245,525022.0794,0.253599114,0.984426992,3.882998033,11628396,8520923,0,3107473,47.88
336,3220,2015,2015-12-30,대원제약,17650,303068.1853,17171002,2015-12-01,대원제약(주),32100,17333,15054.33333,20.13162447,0.106326426,141586,129518.3333,32.42214899,0.140924565,1,0.110912558,238865.3148,0.268782726,2.339963598,3.882998033,17171002,17016754,0,154248,38.57
337,6280,2015,2015-12-30,녹십자,183000,2138636.454,11686538,2015-12-01,(주)녹십자,32100,95687,84834.66667,25.20946375,0.088446328,959165.5,867168.1667,32.42214899,0.140924565,1,0.008936398,1601055.706,0.335766423,2.466230353,3.882998033,11686538,11563178,0,123360,52.73
338,9290,2015,2015-12-30,광동제약,11150,584492.4887,52420851,2015-12-01,광동제약(주),32100,36083,31048.33333,18.82524522,0.089718991,346062,309239,32.42214899,0.140924565,1,-0.016285724,550418.9355,0.061904762,1.89009953,3.882998033,52420851,40580612,0,11840239,17.9
339,68270,2015,2015-12-30,셀트리온,84500,9500475.524,112431663,2015-12-01,(주)셀트리온,32100,158282,126073,75.35694021,0.07985313,1578811,1288302.667,32.42214899,0.140924565,0,0.29253035,4023685.603,1.361137638,7.374412682,3.882998033,112431663,112429186,0,2477,22.28
340,69620,2015,2015-12-30,대웅제약,71100,823805.4825,11586575,2015-12-01,(주)대웅제약,32100,35674,41372.66667,19.91182945,0.079889523,517873.5,458961,32.42214899,0.140924565,1,0.087980481,778617.84,0.058035714,1.794935697,3.882998033,11586575,10320870,0,1265705,50.34
341,128940,2015,2015-12-30,한미약품,728000,7448101.752,10230909,2015-12-01,한미약품(주),32100,162060,85296.33333,87.32030394,0.127875383,667027,543078.8333,32.42214899,0.140924565,0,0.203789508,993941.244,6.493503059,13.71458671,3.882998033,10230909,10210130,0,20779,41.37
