회사명,거래소코드,회계년도,[U01B800000000]계속영업이익(손실)(IFRS연결)(천원),[U01B350016400]   이자비용(IFRS연결)(천원),[U01B470010000]   이자비용(IFRS연결)(천원),[U01B550010000]   이자비용(IFRS연결)(천원),[U01B800000000]계속영업이익(손실)(IFRS)(천원),[U01B350016400]   이자비용(IFRS)(천원),[U01B470010000]   이자비용(IFRS)(천원),[U01B550010000]   이자비용(IFRS)(천원)
(주)BNK금융지주,138930,2022/12,,,,,,,,
(주)CMG제약,058820,2022/12,,,,,-388140,0,0,15277
(주)CMG제약,058820,2023/12,6455349,0,0,79543,6657747,0,0,32930
(주)DB하이텍,000990,2022/12,558836662,0,0,3310000,558546974,0,0,3310000
(주)ES큐브,050120,2022/12,16308765,0,0,215035,5705382,0,0,146656
(주)HJ중공업,097230,2022/12,-50160000,0,0,43572000,-50187000,0,0,43332000
(주)JB금융지주,175330,2022/12,,,,,,,,
(주)KB금융지주,105560,2022/12,,,,,,,,
(주)MH에탄올,023150,2022/12,11905847,0,0,11711547,5685051,0,0,1226940
(주)MH에탄올,023150,2023/12,5214660,0,0,12192511,6203575,0,0,2120654
(주)SH에너지화학,002360,2022/12,1832404,0,0,374081,1231472,0,0,368952
(주)SIMPAC,009160,2022/12,76137344,0,0,5761061,47519888,0,0,4708896
(주)SNT에너지,100840,2022/12,15099402,0,0,335410,6511262,0,0,258527
(주)SNT에너지,100840,2023/12,22727502,0,0,1808528,15655420,0,0,1681262
(주)SNT홀딩스,036530,2022/12,115574756,0,0,663414,19026274,0,0,11121
(주)SNT홀딩스,036530,2023/12,164296063,0,0,479669,21381619,0,0,8365
(주)STX,011810,2022/12,-18650000,0,0,15133000,-14969000,0,0,9684000
(주)TCC스틸,002710,2022/12,29566778,0,0,7822500,23192371,0,0,7503591
(주)TCC스틸,002710,2023/12,-8293018,0,0,7632154,-10701444,0,0,7185109
(주)가비아,079940,2022/12,35664081,0,0,508112,7351687,0,0,196586
(주)가비아,079940,2023/12,34640454,0,0,545496,8132668,0,0,219242
(주)가온칩스,399720,2022/12,4418778,0,0,52787,4475072,0,0,51587
(주)가온칩스,399720,2023/12,6344446,0,0,301227,6542399,0,0,298603
(주)강스템바이오텍,217730,2022/12,-20176261,0,0,761125,-19764612,0,0,348189
(주)강스템바이오텍,217730,2023/12,-23221105,0,0,893417,-19016327,0,0,412238
(주)강원랜드,035250,2022/12,115612768,0,0,1827307,115887555,0,0,1575862
(주)강원에너지,114190,2022/12,3456098,0,0,545268,1589418,0,0,156352
(주)갤럭시아에스엠,011420,2022/12,,,,,4613111,0,0,262450
(주)경농,002100,2022/12,30880493,0,0,3615368,18699263,0,0,2302948
(주)경농,002100,2023/12,15126191,0,0,6053450,22638662,0,0,3732076
(주)경동나비엔,009450,2022/12,53582342,0,0,7336449,43696303,0,0,3249804
(주)경동나비엔,009450,2023/12,83148711,0,0,9347456,46331095,0,0,3121932
(주)경동도시가스,267290,2022/12,24201000,0,0,864898,23488574,0,0,864658
(주)경동도시가스,267290,2023/12,30614836,0,0,915323,30066486,0,0,915240
(주)경동인베스트,012320,2022/12,9356776,0,0,1912398,-7427562,0,0,9505
(주)경방,000050,2022/12,4415250,0,0,7082150,-2569789,0,0,4331416
(주)경방,000050,2023/12,-13452219,0,0,12231935,-3938596,0,0,5951047
(주)경보제약,214390,2022/12,,,,,610590,0,0,1671078
(주)경보제약,214390,2023/12,,,,,2974400,0,0,3400954
(주)경인양행,012610,2022/12,17240723,0,0,6255671,7674928,0,0,4901322
(주)경인양행,012610,2023/12,-9742505,0,0,10414592,-18143321,0,0,7964049
(주)고려시멘트,198440,2022/12,,,,,-7760971,0,0,90863
(주)고바이오랩,348150,2022/12,-23385891,0,0,1683162,-14754954,0,0,1188075
(주)고영테크놀러지,098460,2022/12,39283549,0,0,599034,35505042,0,0,531386
(주)고영테크놀러지,098460,2023/12,21925960,0,0,694034,22802116,0,0,619127
(주)골드앤에스,035290,2022/12,-3646393,0,0,406991,-3646393,0,0,406991
(주)골프존,215000,2022/12,111557528,0,0,1879608,113018583,0,0,1001780
(주)골프존,215000,2023/12,73621776,0,0,2721949,92578592,0,0,868125
(주)골프존뉴딘홀딩스,121440,2022/12,88010331,0,0,8054386,88461793,0,0,1983071
(주)골프존뉴딘홀딩스,121440,2023/12,37647583,0,0,10699734,36017744,0,0,2627939
(주)공구우먼,366030,2022/12,,,,,11327936,0,0,13657
(주)광림,014200,2022/12,-26780782,0,0,10294963,-78527128,0,0,1575907
(주)광림,014200,2023/12,12304650,0,0,8987075,-6131220,0,0,1402765
(주)광명전기,017040,2022/12,5635248,0,0,265673,4153557,0,0,221864
(주)광명전기,017040,2023/12,10638414,0,0,319015,10614330,0,0,319657
(주)광무,029480,2022/12,-7983565,0,0,5181598,-7441364,0,0,5154696
(주)광무,029480,2023/12,7280900,0,0,1442285,7280880,0,0,1438051
(주)광주신세계,037710,2022/12,,,,,56946615,0,0,562506
(주)광주신세계,037710,2023/12,,,,,48259151,0,0,911466
(주)구영테크,053270,2022/12,3975738,0,0,4348481,2971277,0,0,2808933
(주)국동,005320,2022/12,3643980,0,0,1991083,280106,0,0,1059587
(주)국보,001140,2022/12,-24431931,0,0,4349444,-27105886,0,0,3324886
(주)국보디자인,066620,2022/12,20867524,0,0,22108,19276919,0,0,21779
(주)국보디자인,066620,2023/12,27637071,0,0,19910,32743960,0,0,19721
(주)국순당,043650,2022/12,-4569045,0,0,28118,1888693,0,0,0
(주)국순당,043650,2023/12,-3876169,0,0,43589,531790,0,0,0
(주)국영지앤엠,006050,2022/12,,,,,1857626,0,0,243264
(주)국영지앤엠,006050,2023/12,,,,,778346,0,0,319155
(주)국전약품,307750,2022/12,8877145,0,0,1801595,8680896,0,0,1787549
(주)그래디언트,035080,2022/12,2536951,0,0,2728216,822251,0,0,143515
(주)그리티,204020,2022/12,1839014,0,0,264353,1026224,0,0,63486
(주)그리티,204020,2023/12,8401316,0,0,368447,3811354,0,0,67958
(주)그린리소스,402490,2023/12,2602076,0,0,257556,2222037,0,0,243522
(주)그린플러스,186230,2022/12,-3517012,0,0,1569596,-2978395,0,0,599542
(주)그린플러스,186230,2023/12,-15330091,0,0,2278453,-13758940,0,0,1107089
(주)글로벌스탠다드테크놀로지,083450,2022/12,47601992,0,0,211245,44114194,0,0,26783
(주)금양,001570,2022/12,-4573317,0,0,8102457,-7673501,0,0,7361934
(주)금호에이치티,214330,2022/12,-22636285,0,0,2687986,-22409188,0,0,2314844
(주)금호에이치티,214330,2023/12,-20230249,0,0,4739292,-38840397,0,0,4205278
(주)금화피에스시,036190,2022/12,27778301,0,0,164136,27415208,0,0,39587
(주)금화피에스시,036190,2023/12,38001459,0,0,2103117,36899083,0,0,1811658
(주)기가레인,049080,2022/12,-8318196,0,0,1676251,-6729475,0,0,803081
(주)기산텔레콤,035460,2022/12,3641875,0,0,747941,1095743,0,0,155936
(주)기산텔레콤,035460,2023/12,3796639,0,0,883184,1888255,0,0,93468
(주)까뮤이앤씨,013700,2022/12,,,,,-15888096,0,0,2106299
(주)까스텔바작,308100,2022/12,-9264347,0,0,2527422,-6019796,0,0,2481359
(주)나노,187790,2022/12,-12275472,0,0,1461830,-8615883,0,0,1267491
(주)나노브릭,286750,2022/12,-2398820,0,0,1042716,-2609052,0,0,1042716
(주)나노브릭,286750,2023/12,-6284184,0,0,925986,-6275298,0,0,925986
(주)나노신소재,121600,2022/12,19180164,0,0,337335,19007451,0,0,329699
(주)나노신소재,121600,2023/12,16774216,0,0,1834812,16882504,0,0,2068088
(주)나노엔텍,039860,2022/12,4664909,0,0,18029,4608938,0,0,6263
(주)나노엔텍,039860,2023/12,-3678073,0,0,15955,-3387307,0,0,7742
(주)나래나노텍,137080,2022/12,2521937,0,0,1351176,2443308,0,0,1351176
(주)나래나노텍,137080,2023/12,-13283478,0,0,2750364,-12813689,0,0,2750364
(주)나무가,190510,2022/12,31338093,0,0,1891123,34197104,0,0,1445206
(주)나무가,190510,2023/12,23522308,0,0,1166644,18569974,0,0,455540
(주)나스미디어,089600,2022/12,28918011,0,0,570055,24054764,0,0,299130
(주)나스미디어,089600,2023/12,17703119,0,0,451032,17309817,0,0,235421
(주)나이벡,138610,2022/12,,,,,-3765863,0,0,2498065
(주)나이스디앤비,130580,2022/12,14260795,0,0,94953,9607846,0,0,22815
(주)나이스디앤비,130580,2023/12,10376814,0,0,114821,7527783,0,0,42616
(주)나이스홀딩스,034310,2022/12,69015235,0,0,34434009,-6797228,0,0,4329666
(주)나인테크,267320,2022/12,418221,0,0,2543093,31345,0,0,2359930
(주)남선알미늄,008350,2022/12,27929159,0,0,556639,2713939,0,0,556639
(주)남성,004270,2022/12,3167371,0,0,5548357,3192232,0,0,2002117
(주)내츄럴엔도텍,168330,2022/12,-10692448,0,0,78145,-9803916,0,0,58544
(주)내츄럴엔도텍,168330,2023/12,-5633399,0,0,139633,-4822012,0,0,108845
(주)네오리진,094860,2022/12,-2424973,0,0,578322,684982,0,0,578188
(주)네오리진,094860,2023/12,-4264255,0,0,1157737,-3980862,0,0,1126468
(주)네오셈,253590,2022/12,9998739,0,0,2348519,8995294,0,0,2284537
(주)네오셈,253590,2023/12,8281863,0,0,587457,8079819,0,0,539171
(주)네오오토,212560,2022/12,,,,,7851188,0,0,654241
(주)네오위즈,095660,2022/12,13201984,0,0,1706944,4935612,0,0,3210
(주)네오위즈홀딩스,042420,2022/12,-61330825,0,0,1710799,-205099,0,0,12986
(주)네오이뮨텍,950220,2022/12,-60405625,0,0,261390,-64168818,0,0,141374
(주)네오크레마,311390,2022/12,-1837548,0,0,140151,-1946390,0,0,128720
(주)네오크레마,311390,2023/12,-4957875,0,0,63713,-9972684,0,0,62100
(주)네오티스,085910,2022/12,6717066,0,0,2021077,3092460,0,0,1837820
(주)네오티스,085910,2023/12,-3309148,0,0,2510494,-1688315,0,0,2285740
(주)네오팜,092730,2022/12,17027040,0,0,8843,17948382,0,0,8843
(주)네오팜,092730,2023/12,23212796,0,0,21323,23408766,0,0,21323
(주)네오펙트,290660,2022/12,-9621945,0,0,2184819,-9989321,0,0,1609732
(주)네온테크,306620,2022/12,-8054815,0,0,1086560,-8424614,0,0,1068703
(주)네이블커뮤니케이션즈,153460,2022/12,,,,,5277658,0,0,1175
(주)네이블커뮤니케이션즈,153460,2023/12,,,,,-1435198,0,0,2632
(주)네이처셀,007390,2022/12,-8904828,0,0,1723710,-10181560,0,0,1723710
(주)네패스,033640,2022/12,94546158,0,0,14736250,12225058,0,0,4260895
(주)네패스아크,330860,2022/12,,,,,25695164,0,0,3963304
(주)네패스아크,330860,2023/12,,,,,-30315851,0,0,7401663
(주)넥센,005720,2022/12,1776894,0,0,29335797,31223584,0,0,428984
(주)넥센,005720,2023/12,100449037,0,0,62291387,33238616,0,0,533383
(주)넥스턴바이오사이언스,089140,2022/12,-4688261,0,0,5703271,-1634712,0,0,5636558
(주)넥스트아이,137940,2022/12,-4084909,0,0,1409144,-1592559,0,0,1289992
(주)넥스트엔터테인먼트월드,160550,2022/12,-1579370,0,0,2921493,-12903039,0,0,2313511
(주)넥스트엔터테인먼트월드,160550,2023/12,-13793316,0,0,4289541,-4896851,0,0,3388476
(주)넥스트칩,396270,2022/12,,,,,-27429342,0,0,46180
(주)넥스트칩,396270,2023/12,,,,,-26703134,0,0,523595
(주)넥스틴,348210,2022/12,43409751,0,0,71039,43684546,0,0,67173
(주)넥슨게임즈,225570,2022/12,6048042,0,0,523451,5669849,0,0,559264
(주)넥슨게임즈,225570,2023/12,11294418,0,0,1192613,11143387,0,0,1228609
(주)넵튠,217270,2022/12,-170489311,0,0,377762,-153277432,0,0,186500
(주)노랑풍선,104620,2022/12,-24078790,0,0,1581611,-24316355,0,0,1566107
(주)노랑풍선,104620,2023/12,5919547,0,0,1741270,5694822,0,0,1717691
(주)노루페인트,090350,2022/12,11548262,0,0,3681071,7428246,0,0,2959197
(주)노루홀딩스,000320,2022/12,33390807,0,0,6668437,32682825,0,0,1511738
(주)노바렉스,194700,2022/12,19941642,0,0,1243009,20061905,0,0,1242975
(주)노바텍,285490,2022/12,14263730,0,0,11966,8416401,0,0,31642
(주)노블엠앤비,106520,2022/12,-45737799,0,0,6498105,-40684852,0,0,6489594
(주)녹십자,006280,2022/12,69414785,0,0,18392691,54307547,0,0,10949089
(주)녹십자엠에스,142280,2022/12,-3058696,0,0,2875037,-4411028,0,0,2829316
(주)녹십자엠에스,142280,2023/12,1876754,0,0,3308647,1670864,0,0,3285435
(주)녹십자웰빙,234690,2022/12,,,,,8001050,0,0,367413
(주)녹십자웰빙,234690,2023/12,,,,,6747905,0,0,1657138
(주)녹십자홀딩스,005250,2022/12,58897359,0,0,36475000,16119638,0,0,10031000
(주)녹원씨엔아이,065560,2022/12,-26906152,0,0,3116502,-18902728,0,0,1506025
(주)농심,004370,2022/12,116033570,0,0,3067828,77166011,0,0,1332557
(주)농심,004370,2023/12,171469225,0,0,3865576,115021458,0,0,2534403
(주)농심홀딩스,072710,2022/12,34206191,0,0,3658611,12587821,0,0,1125
(주)누리플랜,069140,2022/12,-7650879,0,0,3106002,-8330362,0,0,825725
(주)누리플렉스,040160,2022/12,476528,0,0,2041786,6284039,0,0,1796830
(주)누보,332290,2022/12,-4362476,0,0,1553009,-5185891,0,0,1544275
(주)뉴로메카,348340,2022/12,-8200589,0,0,292004,-8256456,0,0,290490
(주)뉴보텍,060260,2022/12,-2701200,0,0,1832257,-1996782,0,0,1781629
(주)뉴온,123840,2022/12,-60734620,0,0,1497255,-59226581,0,0,1127605
(주)뉴인텍,012340,2022/12,-9632470,0,0,1002449,-9632470,0,0,909363
(주)뉴인텍,012340,2023/12,-12827542,0,0,1613882,-12827542,0,0,1461713
(주)뉴트리,270870,2022/12,4981938,0,0,1239397,6178597,0,0,1223974
(주)뉴파워프라즈마,144960,2022/12,20263943,0,0,5264772,29730963,0,0,1452215
(주)뉴프렉스,085670,2022/12,14412228,0,0,2502517,11361560,0,0,1722736
(주)다날,064260,2022/12,-33844824,0,0,9887487,-13416266,0,0,6175112
(주)다보링크,340360,2022/12,,,,,-6143339,0,0,508529
(주)다보링크,340360,2023/12,,,,,-1777785,0,0,902325
(주)다산네트웍스,039560,2022/12,97026888,0,0,1491885,88521888,0,0,214839
(주)다산솔루에타,154040,2022/12,4025319,0,0,7125872,1546686,0,0,6518900
(주)다우기술,023590,2022/12,680524455,0,0,6337188,74491976,0,0,7300044
(주)다우데이타,032190,2022/12,733829684,0,0,14121150,21405113,0,0,6412436
(주)다원시스,068240,2022/12,-151929557,0,0,6934172,-143742712,0,0,6192797
(주)다원시스,068240,2023/12,2898651,0,0,13790765,10367066,0,0,12702524
(주)다이나믹디자인,145210,2022/12,-64472478,0,0,5810619,-64786351,0,0,5382202
(주)다이나믹디자인,145210,2023/12,-27102998,0,0,1947497,-32625654,0,0,1501739
(주)대교,019680,2022/12,-136174498,0,2472000,1129948,-135339017,0,2324000,0
(주)대교,019680,2023/12,-96293719,0,5604000,2471835,-103381378,0,4973000,975996
(주)대구백화점,006370,2022/12,-18601406,0,0,7772047,-14476356,0,0,3273925
(주)대덕,008060,2022/12,133395502,0,0,958512,-7395733,0,0,3001
(주)대동,000490,2022/12,38470969,0,0,23744311,11209133,0,0,10803293
(주)대동스틸,048470,2022/12,,,,,-4592250,0,0,366461
(주)대륙제관,004780,2022/12,,,,,9703258,0,0,322958
(주)대륙제관,004780,2023/12,,,,,13070229,0,0,538082
(주)대림제지,017650,2022/12,24416420,0,0,219620,24405589,0,0,219620
(주)대명소노시즌,007720,2022/12,-18341063,0,0,2988284,-17128473,0,0,2951485
(주)대산에프앤비,065150,2022/12,-5583783,0,0,858361,-7275818,0,0,612316
(주)대성미생물연구소,036480,2022/12,,,,,1703190,0,0,512582
(주)대성미생물연구소,036480,2023/12,,,,,-679676,0,0,892666
(주)대성파인텍,104040,2022/12,,,,,-3086250,0,0,667231
(주)대성파인텍,104040,2023/12,,,,,-2056294,0,0,957029
(주)대성하이텍,129920,2022/12,2139410,0,0,2916444,2004973,0,0,2786121
(주)대성하이텍,129920,2023/12,-7485693,0,0,4440458,-4865737,0,0,4234162
(주)대양금속,009190,2022/12,9266192,0,0,4903727,4856898,0,0,4776845
(주)대우건설,047040,2022/12,508010239,0,0,80435372,254741243,0,0,71858683
(주)대우건설,047040,2023/12,521479150,0,0,150492711,254986961,0,0,140818788
(주)대웅,003090,2022/12,120268044,0,0,8351007,53906527,0,0,11921
(주)대웅,003090,2023/12,191438974,0,0,13993951,74404474,0,0,173617
(주)대웅제약,069620,2022/12,39163169,0,0,8405545,48561673,0,0,7976759
(주)대웅제약,069620,2023/12,120002904,0,0,13602904,111501799,0,0,13149680
(주)대원,007680,2022/12,9210142,0,0,2475011,20829479,0,0,2283595
(주)대유,290380,2022/12,-17608266,0,0,863561,-17945199,0,0,861821
(주)대유,290380,2023/12,,,,,-21692198,0,0,947796
(주)대유에이텍,002880,2022/12,-86976803,0,0,25882575,-29432236,0,0,7613409
(주)대유플러스,000300,2022/12,-24273207,0,0,16482416,-49258540,0,0,8354017
(주)대창,012800,2022/12,3655650,0,0,16862670,1772188,0,0,10959482
(주)대창,012800,2023/12,-25089630,0,0,22001109,-16802782,0,0,13879665
(주)대창솔루션,096350,2022/12,-7827098,0,0,2995312,-7419565,0,0,2021959
(주)대창스틸,140520,2022/12,62382358,0,0,1584039,26788990,0,0,3038961
(주)대한과학,131220,2022/12,6242496,0,0,53511,3792069,0,0,31278
(주)대한항공,003490,2022/12,1729502852,0,0,400949993,1779642637,0,0,361751015
(주)대한항공,003490,2023/12,1129105736,0,0,531415199,916779838,0,0,480401102
(주)대현,016090,2022/12,,,,,25431135,0,0,46912
(주)대호에이엘,069460,2022/12,,,,,5924964,0,0,4385849
(주)대호특수강,021040,2022/12,-4218972,0,0,5158693,-4713803,0,0,4371591
(주)대호특수강,021040,2023/12,,,,,,,,
(주)더 미동,161570,2022/12,-5234263,0,0,1099683,-2626881,0,0,819642
(주)더네이쳐홀딩스,298540,2022/12,69285640,0,0,2864412,70195371,0,0,2694171
(주)더블유게임즈,192080,2022/12,-221064093,0,0,3632814,-7231350,0,0,3283777
(주)더블유게임즈,192080,2023/12,192894646,0,0,2297655,60129029,0,0,2078375
(주)더블유에스아이,299170,2022/12,4313954,0,0,158057,4399677,0,0,158057
(주)더존비즈온,012510,2022/12,23076079,0,0,9485389,23212712,0,0,9483867
(주)더존비즈온,012510,2023/12,34328701,0,0,14478100,36833609,0,0,14359889
(주)더코디,224060,2022/12,-23496404,0,0,2211364,-14307631,0,0,392436
(주)덕산테코피아,317330,2022/12,15050343,0,0,121391,15190712,0,0,1046637
(주)덕성,004830,2022/12,2515239,0,0,742335,5059159,0,0,681447
(주)덕성,004830,2023/12,5634122,0,0,1473949,5905512,0,0,1393438
(주)덕신하우징,090410,2022/12,10155394,0,70169,1485962,7484193,0,69358,1485962
(주)덕신하우징,090410,2023/12,24087746,0,12811,1390346,27075236,0,11949,1390345
(주)데이타솔루션,263800,2022/12,,,,,2398478,0,0,531151
(주)데이타솔루션,263800,2023/12,,,,,1609123,0,0,194760
(주)덱스터스튜디오,206560,2022/12,-6173488,0,0,293660,-6345593,0,0,56838
(주)덱스터스튜디오,206560,2023/12,-886106,0,0,357986,-3143793,0,0,181802
(주)덴티스,261200,2022/12,303326,0,0,2680119,2659613,0,0,2569471
(주)덴티움,145720,2022/12,86143818,0,0,6792914,61496044,0,0,6864301
(주)도화엔지니어링,002150,2022/12,1577979,0,0,1644931,3912437,0,0,255351
(주)도화엔지니어링,002150,2023/12,20743988,0,0,2952396,21015722,0,0,800225
(주)동구바이오제약,006620,2022/12,6613932,0,0,1039302,6613932,0,0,991319
(주)동국알앤에스,075970,2022/12,3934490,0,0,989376,2166764,0,0,940922
(주)동국알앤에스,075970,2023/12,679539,0,0,1374600,397296,0,0,1318364
(주)동국에스엔씨,100130,2022/12,-8329417,0,0,4100913,-9061065,0,0,2315142
(주)동국에스엔씨,100130,2023/12,-30266271,0,0,8588750,-29969707,0,0,5287691
(주)동남합성,023450,2022/12,,,,,10621743,0,0,817618
(주)동남합성,023450,2023/12,,,,,5951155,0,0,1606815
(주)동방,004140,2022/12,1298808,0,0,14344747,8053302,0,0,13651394
(주)동방선기,099410,2022/12,,,,,1280290,0,0,242112
(주)동방아그로,007590,2022/12,6793365,0,0,583394,6752046,0,0,583394
(주)동방아그로,007590,2023/12,12160962,0,0,607648,12083058,0,0,607648
(주)동서,026960,2022/12,169611049,0,0,96833,167855852,0,0,13787
(주)동서,026960,2023/12,146302302,0,0,132435,145058007,0,0,28728
(주)동성케미컬,102260,2022/12,46832994,0,0,5382118,13557462,0,0,1580378
(주)동성화인텍,033500,2022/12,8421767,0,0,2437078,8662084,0,0,2435193
(주)동아엘텍,088130,2022/12,11338,0,0,584007,2600733,0,0,238452
(주)동아엘텍,088130,2023/12,-10882919,0,0,2102544,-1515432,0,0,817496
(주)동아지질,028100,2022/12,-22829834,0,0,1428868,-22711942,0,0,1428868
(주)동양,001520,2022/12,-26691906,0,0,1545000,-20897523,0,0,1712000
(주)동양,001520,2023/12,,,,,,,,
(주)동양고속,084670,2022/12,-12794473,0,0,2201983,-12789577,0,0,2201983
(주)동양에스텍,060380,2022/12,5819729,0,0,1683774,4356825,0,0,1231750
(주)동우팜투테이블,088910,2022/12,16166130,0,0,652081,15617941,0,0,610147
(주)동운아나텍,094170,2022/12,,,,,-8410181,0,0,2691885
(주)동운아나텍,094170,2023/12,,,,,26235770,0,0,1512816
(주)동원개발,013120,2022/12,82110600,0,0,113009,82664479,0,0,113009
(주)동원개발,013120,2023/12,42550273,0,0,0,42663378,0,0,0
(주)동원에프앤비,049770,2022/12,90820580,0,0,17595037,73560010,0,0,11651979
(주)동일기연,032960,2022/12,1046847,0,0,41040,2314075,0,0,7026
(주)동진쎄미켐,005290,2022/12,156195316,0,0,14783665,142703975,0,0,10996415
(주)동진쎄미켐,005290,2023/12,123534361,0,0,24884628,129293455,0,0,16260400
(주)두산,000150,2022/12,-497235803,0,0,364849000,175466401,0,0,79611925
(주)두산테스나,131970,2022/12,,,,,52333034,0,0,6184733
(주)두산테스나,131970,2023/12,,,,,49077382,0,0,15318737
(주)두올,016740,2022/12,7511337,0,0,3631297,14109027,0,0,1661428
(주)듀오백,073190,2022/12,-3665702,0,0,69681,-3765946,0,0,69681
(주)듀오백,073190,2023/12,,,,,-3773418,0,0,234364
(주)드래곤플라이,030350,2022/12,-14429623,0,0,491350,-14071824,0,0,427382
(주)드래곤플라이,030350,2023/12,-28045504,0,0,226163,-29285169,0,0,33386
(주)드림시큐리티,203650,2022/12,9675895,0,0,11570995,-1988098,0,0,3034041
(주)드림씨아이에스,223250,2022/12,4522147,0,0,144423,3458002,0,0,97883
(주)드림씨아이에스,223250,2023/12,3857551,0,0,191034,3188495,0,0,109324
(주)드림어스컴퍼니,060570,2022/12,27270184,0,0,232290,27895283,0,0,162171
(주)드림어스컴퍼니,060570,2023/12,-2901527,0,0,535329,-6322053,0,0,449094
(주)드림텍,192650,2022/12,85027475,0,0,5722520,54777454,0,0,1322933
(주)드림텍,192650,2023/12,26953358,0,0,9116433,6356915,0,0,2461849
(주)디딤이앤에프,217620,2022/12,,,,,-6356873,0,0,3199338
(주)디모아,016670,2022/12,-18866267,0,0,171683,-18348446,0,0,152010
(주)디바이스이엔지,187870,2022/12,10799813,0,0,1009321,11069457,0,0,1009321
(주)디바이스이엔지,187870,2023/12,7197194,0,0,1078669,6874728,0,0,1078670
(주)디비아이엔씨,012030,2022/12,5713048,0,0,4172562,10922265,0,0,4172562
(주)디비아이엔씨,012030,2023/12,20304877,0,0,3804745,20291330,0,0,3780215
(주)디스플레이테크,066670,2022/12,6833406,0,0,35330,6834389,0,0,35330
(주)디스플레이테크,066670,2023/12,3652036,0,0,1215,3998457,0,0,1215
(주)디아이,003160,2022/12,15165290,0,0,2175764,10828940,0,0,1952159
(주)디아이,003160,2023/12,1960665,0,0,3282975,7349071,0,0,2939478
(주)디아이씨,092200,2022/12,4736429,0,0,13979633,14738698,0,0,8219991
(주)디아이씨,092200,2023/12,21004761,0,0,15019901,16210215,0,0,9108616
(주)디알비동일,004840,2022/12,3536815,0,0,9815191,-4904649,0,0,2249287
(주)디알비동일,004840,2023/12,21854908,0,0,16796439,7965664,0,0,2460571
(주)디알젬,263690,2022/12,14392795,0,0,294627,15273567,0,0,265898
(주)디알젬,263690,2023/12,9190879,0,0,389343,9911180,0,0,340597
(주)디알텍,214680,2022/12,5949572,0,0,1359444,3026875,0,0,1334091
(주)디알텍,214680,2023/12,-2062456,0,0,1976863,-3746690,0,0,1870492
(주)디앤씨미디어,263720,2022/12,6150085,0,0,48099,472276,0,0,5470
(주)디앤씨미디어,263720,2023/12,3961963,0,0,110779,1149834,0,0,15431
(주)디어유,376300,2022/12,,,,,16396184,0,0,11620
(주)디어유,376300,2023/12,,,,,26189623,0,0,64002
(주)디에스단석,017860,2023/12,39161853,0,0,23823963,44030508,0,0,21720362
(주)디에스케이,109740,2022/12,-9618653,0,0,1611175,851231,0,0,57957
(주)디에스케이,109740,2023/12,3575821,0,0,1068546,2692962,0,0,201546
(주)디에이치오토리드,290120,2022/12,23861775,0,0,5281929,13890523,0,0,5078178
(주)디에이치오토웨어,025440,2022/12,-4498994,0,0,2192911,-3365864,0,0,1986490
(주)디에이테크놀로지,196490,2022/12,-24952463,0,0,2328409,-24695008,0,0,2137555
(주)디에이피,066900,2022/12,5325676,0,0,1700067,9111445,0,0,1201860
(주)디에이피,066900,2023/12,-12543777,0,0,5971889,-4798541,0,0,1801627
(주)디엔에이링크,127120,2022/12,-8077711,0,0,59215,-6099932,0,0,57876
(주)디엔에이링크,127120,2023/12,-5595934,0,0,258184,-5285805,0,0,256016
(주)디엔에프,092070,2022/12,5799667,0,0,1358340,10524020,0,0,169041
(주)디엔오토모티브,007340,2022/12,184899013,0,0,114446739,37870319,0,0,30140716
(주)디엔오토모티브,007340,2023/12,283445371,0,0,142462887,27571952,0,0,40844210
(주)디엠에스,068790,2022/12,32502032,0,0,564344,31297110,0,0,541189
(주)디엠에스,068790,2023/12,33181978,0,0,1130463,11040867,0,0,636044
(주)디오,039840,2022/12,-20107714,0,0,4996081,-22008682,0,0,3635625
(주)디오,039840,2023/12,2619040,0,0,7696389,1739623,0,0,5500020
(주)디와이디,219550,2022/12,,,,,901619,0,0,211728
(주)디이엔티,079810,2022/12,-5573785,0,0,1157046,-5766385,0,0,1154919
(주)디지비금융지주,139130,2022/12,,,,,,,,
(주)디지아이,043360,2022/12,,,,,687624,0,0,32503
(주)디지아이,043360,2023/12,,,,,-2152866,0,0,36384
(주)디지캡,197140,2022/12,792332,0,0,180613,-39858,0,0,155113
(주)디지털대성,068930,2022/12,21255393,0,0,515160,15390350,0,0,362953
(주)디지털대성,068930,2023/12,16994149,0,0,1000209,12915306,0,0,784598
(주)디지틀조선일보,033130,2022/12,2748804,0,0,121630,2861046,0,0,121052
(주)디지틀조선일보,033130,2023/12,3324755,0,0,129929,3528329,0,0,129193
(주)디케이앤디,263020,2022/12,7461206,0,0,2330263,924118,0,0,1693193
(주)디케이앤디,263020,2023/12,7584445,0,0,1577097,2621514,0,0,1139948
(주)디케이티,290550,2022/12,19639534,0,0,2784108,7415019,0,0,2422711
(주)디티앤씨,187220,2022/12,2751410,0,0,3272638,454464,0,0,2705509
(주)디티앤씨알오,383930,2022/12,,,,,5255503,0,0,61528
(주)딜리,131180,2022/12,2620853,0,0,160873,2454841,0,0,160294
(주)딜리,131180,2023/12,688445,0,0,229738,493492,0,0,228832
(주)딥노이드,315640,2022/12,,,,,-5333983,0,0,113706
(주)딥노이드,315640,2023/12,,,,,-6737066,0,0,89683
