회사명,거래소코드,회계년도,[U01B800000000]계속영업이익(손실)(IFRS연결)(천원),[U01B350016400]   이자비용(IFRS연결)(천원),[U01B470010000]   이자비용(IFRS연결)(천원),[U01B550010000]   이자비용(IFRS연결)(천원),[U01B800000000]계속영업이익(손실)(IFRS)(천원),[U01B350016400]   이자비용(IFRS)(천원),[U01B470010000]   이자비용(IFRS)(천원),[U01B550010000]   이자비용(IFRS)(천원)
(주)특수건설,026150,2022/12,1749662,0,0,884948,1745835,0,0,867873
(주)티라유텍,322180,2022/12,-4672474,0,0,374632,-2934132,0,0,163151
(주)티로보틱스,117730,2022/12,-1312960,0,0,1785310,1068810,0,0,1580988
(주)티비씨,033830,2022/12,4927772,0,0,8407,4919801,0,0,8407
(주)티비에이치글로벌,084870,2022/12,4927301,0,0,1710492,4929723,0,0,1710492
(주)티사이언티픽,057680,2022/12,-11808381,0,0,2938086,-13349798,0,0,2871732
(주)티쓰리엔터테인먼트,204610,2022/12,12490479,0,0,1910370,9169761,0,0,519446
(주)티쓰리엔터테인먼트,204610,2023/12,-929384,0,0,1501586,8206705,0,0,364014
(주)티씨케이,064760,2022/12,,,,,94056448,0,0,19492
(주)티앤알바이오팹,246710,2022/12,,,,,-10337052,0,0,6248962
(주)티앤알바이오팹,246710,2023/12,,,,,-13418957,0,0,3244
(주)티앤엘,340570,2022/12,21117565,0,0,33499,21117565,0,0,33499
(주)티앤엘,340570,2023/12,27438682,0,0,8740,27438682,0,0,8740
(주)티에스넥스젠,043220,2022/12,-9679789,0,0,4446649,-9629544,0,0,4446649
(주)티에스넥스젠,043220,2023/12,39148,0,0,2222034,35996,0,0,2222034
(주)티에스아이,277880,2022/12,3124589,0,0,4887354,3212007,0,0,4887152
(주)티에스이,131290,2022/12,53365190,0,0,1348794,37713275,0,0,145015
(주)티에스이,131290,2023/12,-2095148,0,0,1992991,10459170,0,0,94587
(주)티에스인베스트먼트,246690,2022/12,,,,,,,,
(주)티에스인베스트먼트,246690,2023/12,,,,,,,,
(주)티에스트릴리온,317240,2022/12,-10183567,0,0,2219824,-9846377,0,0,2192775
(주)티에이치엔,019180,2022/12,-6326755,0,0,6021787,6147109,0,0,4395745
(주)티에프이,425420,2022/12,6722152,0,0,190908,4871962,0,0,149868
(주)티에프이,425420,2023/12,11110728,0,0,296026,11216562,0,0,255235
(주)티엔엔터테인먼트,131100,2022/06,-14491606,0,0,3321561,-14375317,0,0,3183319
(주)티엔엔터테인먼트,131100,2023/12,,,,,-17847697,0,0,5432334
(주)티엘비,356860,2022/12,30548453,0,0,916454,31010012,0,0,904229
(주)티엘비,356860,2023/12,2509495,0,0,1280683,3925539,0,0,1264988
(주)티엘아이,062860,2022/12,-5949280,0,0,9834,-5708449,0,0,9834
(주)티와이홀딩스,363280,2022/12,94898709,0,0,12548034,37369378,0,0,2728501
(주)티움바이오,321550,2022/12,-31402338,0,0,808361,-30253037,0,0,672394
(주)티웨이항공,091810,2022/12,-118672294,0,0,27868356,-119770810,0,0,27855307
(주)티웨이홀딩스,004870,2022/12,,,,,-13689938,0,0,848226
(주)티케이케미칼,104480,2022/12,,,,,275231355,0,0,7540831
(주)티플랙스,081150,2022/12,,,,,15648187,0,0,1184007
(주)티피씨,130740,2022/12,2216265,0,0,761852,-744980,0,0,477197
(주)티피씨,130740,2023/12,-6399108,0,0,1068619,-1851567,0,0,766480
(주)티피씨메카트로닉스,048770,2022/12,295295,0,0,1690396,-252114,0,0,1455396
(주)파두,440110,2023/12,-56832521,0,0,1934797,-56309509,0,0,1933118
(주)파라다이스,034230,2022/12,15811361,0,0,66947461,26154553,0,0,19141646
(주)파라다이스,034230,2023/12,80184041,0,0,70590773,31694825,0,0,23282386
(주)파라텍,033540,2022/12,-5523965,0,0,1430032,-4635958,0,0,1340066
(주)파라텍,033540,2023/12,-15241244,0,0,3935556,-16614809,0,0,3780771
(주)파루,043200,2022/12,-4634113,0,0,841425,-3645396,0,0,790139
(주)파마리서치,214450,2022/12,43434104,0,0,3830064,40474340,0,0,3393442
(주)파마리서치,214450,2023/12,77264652,0,0,2987196,76168774,0,0,3159058
(주)파멥신,208340,2022/12,-30548460,0,0,508591,-32001711,0,0,497414
(주)파멥신,208340,2023/12,-14246566,0,0,1369725,-13911617,0,0,1400613
(주)파버나인,177830,2022/12,7289070,0,0,2524538,731192,0,0,2148151
(주)파세코,037070,2022/12,,,,,9191496,0,0,572286
(주)파수,150900,2022/12,5273931,0,0,81515,4648525,0,0,86050
(주)파워넷,037030,2022/12,1658736,0,0,1917190,5233738,0,0,1807499
(주)파워로직스,047310,2022/12,-49688659,0,0,3605216,-13547868,0,0,3010973
(주)파워로직스,047310,2023/12,16137075,0,0,3593449,-1800652,0,0,2473801
(주)파이버프로,368770,2022/12,-1731270,0,0,41507,-1731270,0,0,40858
(주)파이버프로,368770,2023/12,2851495,0,0,44782,2851495,0,0,44029
(주)파이오링크,170790,2022/12,,,,,12145168,0,0,43300
(주)파이오링크,170790,2023/12,,,,,10571460,0,0,52343
(주)파인디앤씨,049120,2022/12,-25341370,0,0,3065139,-29275798,0,0,3065139
(주)파인디지털,038950,2022/12,-2112558,0,0,62830,-986684,0,0,6113
(주)파인디지털,038950,2023/12,1971061,0,0,62847,3406110,0,0,2433
(주)파인엠텍,441270,2022/12,-7039643,0,0,1321175,-8160627,0,0,1054596
(주)파인엠텍,441270,2023/12,14658473,0,0,4513459,22058611,0,0,3185009
(주)파인테크닉스,106240,2022/12,24727622,0,0,817437,1217384,0,0,781173
(주)파인테크닉스,106240,2023/12,-6007477,0,0,2761443,469271,0,0,2739872
(주)파인텍,131760,2022/12,5913666,0,0,2117052,6239596,0,0,1527488
(주)파인텍,131760,2023/12,-7721168,0,0,2067164,-8316656,0,0,1484301
(주)파커스,065690,2022/12,-11900756,0,0,344920,-8988768,0,0,23285
(주)파크시스템스,140860,2022/12,27984366,0,0,243280,22450398,0,0,164211
(주)파트론,091700,2022/12,42933730,0,0,1494172,24105469,0,0,1218705
(주)파트론,091700,2023/12,30156905,0,0,1267767,33847849,0,0,1244095
(주)팜스빌,318010,2022/12,4063506,0,0,152861,4066669,0,0,152861
(주)팜스코,036580,2022/12,-34318064,0,0,29564982,-34850610,0,0,19933424
(주)팜스코,036580,2023/12,-33998532,0,0,46350013,29862808,0,0,28894710
(주)팜스토리,027710,2022/12,-7550762,0,0,16564537,10022092,0,0,12066604
(주)팬스타엔터프라이즈,054300,2022/12,,,,,536922,0,0,1902906
(주)팬엔터테인먼트,068050,2022/12,,,,,-622262,0,0,1804709
(주)팬엔터테인먼트,068050,2023/12,,,,,7575648,0,0,2036780
(주)팬젠,222110,2022/12,,,,,-4493832,0,0,128769
(주)팬젠,222110,2023/12,,,,,-4488831,0,0,220678
(주)퍼시스,016800,2022/12,5876766,0,0,174988,9950190,0,0,146406
(주)펄어비스,263750,2022/12,-42999566,0,0,9277545,1681404,0,0,5863584
(주)펨트론,168360,2022/12,5240363,0,0,644638,5114782,0,0,627329
(주)펨트론,168360,2023/12,7100354,0,0,806012,6901612,0,0,777617
(주)펩트론,087010,2022/12,,,,,-15062790,0,0,279660
(주)포메탈,119500,2022/12,,,,,1726544,0,0,228279
(주)포바이포,389140,2022/12,-8775800,0,0,82454,-8673066,0,0,69421
(주)포스코엠텍,009520,2022/12,,,,,4825408,0,0,45781
(주)포스코엠텍,009520,2023/12,,,,,4868318,0,0,36978
(주)포스코인터내셔널,047050,2022/12,604912380,0,0,145707000,289472370,0,0,95866000
(주)포스코인터내셔널,047050,2023/12,680419303,0,0,282071000,632518505,0,0,190978000
(주)포스코퓨처엠,003670,2022/12,121928567,0,0,11560528,114853461,0,0,11044747
(주)포스코퓨처엠,003670,2023/12,4435220,0,0,50542077,32140101,0,0,46359146
(주)포인트모바일,318020,2022/12,-2507252,0,0,455327,-4721408,0,0,349544
(주)포인트엔지니어링,256630,2022/12,791574,0,0,497269,430800,0,0,495012
(주)포인트엔지니어링,256630,2023/12,-6543077,0,0,874059,-5708436,0,0,871574
(주)포커스에이치엔에스,331380,2022/12,,,,,2684915,0,0,253475
(주)포커스에이치엔에스,331380,2023/12,,,,,2467813,0,0,256670
(주)폴라리스세원,234100,2022/12,3912240,0,0,2342428,2525479,0,0,1611739
(주)폴라리스세원,234100,2023/12,12208328,0,0,1502898,217590,0,0,1315422
(주)폴라리스에이아이,039980,2022/12,-2833126,0,0,794717,-2564052,0,0,794599
(주)폴라리스에이아이,039980,2023/12,611302,0,0,1166012,1149710,0,0,955686
(주)폴라리스오피스,041020,2022/12,12756335,0,0,191513,13419147,0,0,155506
(주)폴라리스우노,114630,2022/12,3706975,0,0,790659,2338034,0,0,790628
(주)폴라리스우노,114630,2023/12,7637407,0,0,484028,6237093,0,0,515263
(주)푸드나무,290720,2022/12,-3344927,0,0,859259,2882357,0,0,767889
(주)푸드웰,005670,2022/12,4920198,0,0,869134,2804231,0,0,301563
(주)푸드웰,005670,2023/12,5287283,0,0,2169931,1898375,0,0,549131
(주)푸른기술,094940,2022/12,192417,0,0,135777,192417,0,0,135777
(주)푸른상호저축은행,007330,2022/12,,,,,,,,
(주)푸른상호저축은행,007330,2023/12,,,,,,,,
(주)풀무원,017810,2022/12,-36967492,0,0,39169578,8192124,0,0,4853917
(주)풍산,103140,2022/12,175261943,0,0,32465007,175385732,0,0,22296241
(주)풍산,103140,2023/12,156440327,0,0,39193238,156304949,0,0,22722304
(주)풍산홀딩스,005810,2022/12,73235786,0,0,2087646,17058130,0,0,57679
(주)풍산홀딩스,005810,2023/12,83387284,0,0,2716761,15056202,0,0,118672
(주)퓨런티어,370090,2022/12,,,,,1981826,0,0,42341
(주)퓨런티어,370090,2023/12,,,,,7523545,0,0,139403
(주)퓨릿,445180,2023/12,,,,,12088189,0,0,589849
(주)퓨쳐켐,220100,2022/12,-14010877,0,0,1356893,-14158089,0,0,0
(주)퓨쳐켐,220100,2023/12,-6711786,0,0,478142,-7030706,0,0,274639
(주)프럼파스트,035200,2022/12,1324351,0,0,6749,1320399,0,0,6749
(주)프럼파스트,035200,2023/12,1416561,0,0,14593,1384290,0,0,14593
(주)프로이천,321260,2022/12,4556760,0,0,40422,3713750,0,0,38631
(주)프로텍,053610,2022/12,43628825,0,0,84438,34725991,0,0,2193
(주)프로텍,053610,2023/12,17091144,0,0,508145,21062779,0,0,1591
(주)프로티아,303360,2023/12,,,,,462940,0,0,10819
(주)프롬바이오,377220,2022/12,1318014,0,0,13782,5342777,0,0,13782
(주)프리엠스,053160,2022/12,1337753,0,0,19579,1269320,0,0,19579
(주)프리엠스,053160,2023/12,733954,0,0,15983,708523,0,0,15983
(주)플라즈맵,405000,2022/12,-17680932,0,0,741296,-15515627,0,0,741296
(주)플래스크,041590,2022/12,-25419006,0,0,4758232,-26588339,0,0,4524578
(주)플래티어,367000,2022/12,,,,,3964859,0,0,34391
(주)플랜티넷,075130,2022/12,-1709446,0,0,76288,213386,0,0,3167
(주)플레이그램,009810,2022/12,-2297202,0,0,6164609,1881535,0,0,5498330
(주)플레이디,237820,2022/12,,,,,4953448,0,0,284285
(주)플레이디,237820,2023/12,,,,,2885949,0,0,224625
(주)플레이위드코리아,023770,2022/12,,,,,-3013996,0,0,24314
(주)플리토,300080,2022/12,-5868323,0,0,1138852,-5922857,0,0,1107966
(주)피델릭스,032580,2022/12,,,,,8246656,0,0,190108
(주)피델릭스,032580,2023/12,,,,,1061919,0,0,138845
(주)피씨디렉트,051380,2022/12,,,,,-4144495,0,0,744887
(주)피씨디렉트,051380,2023/12,,,,,765698,0,0,1798746
(주)피에이치씨,057880,2022/12,-67685167,0,0,73200,-64992762,0,0,71984
(주)피엔에이치테크,239890,2022/12,,,,,7563901,0,0,1282416
(주)피엔티,137400,2022/12,59671804,0,0,1888912,60489103,0,0,1381343
(주)피엔티,137400,2023/12,68474479,0,0,3363114,65459444,0,0,2297972
(주)피엔티 엠에스,257370,2022/12,,,,,-7149077,0,0,1951128
(주)피엔티 엠에스,257370,2023/12,,,,,-2485155,0,0,1858895
(주)피엔풍년,024940,2022/12,1773626,0,0,7761,1737022,0,0,7761
(주)피엔풍년,024940,2023/12,2169175,0,0,2945,2140134,0,0,2945
(주)피엠티,147760,2022/12,,,,,-3921144,0,0,145329
(주)피엠티,147760,2023/12,,,,,-5550874,0,0,421887
(주)피제이메탈,128660,2022/12,,,,,5782322,0,0,1457682
(주)피제이전자,006140,2022/12,,,,,6956942,0,0,1067884
(주)피제이전자,006140,2023/12,,,,,6110513,0,0,1551381
(주)피코그램,376180,2022/12,3204593,0,0,569975,2962121,0,0,567335
(주)피코그램,376180,2023/12,,,,,4562804,0,0,1356048
(주)피플바이오,304840,2022/12,-15002737,0,0,2978517,-14303039,0,0,2878698
(주)피피아이,062970,2022/12,,,,,504778,0,0,463637
(주)피피아이,062970,2023/12,,,,,-4027424,0,0,610671
(주)픽셀플러스,087600,2022/12,,,,,247812,0,0,43923
(주)픽셀플러스,087600,2023/12,,,,,-429659,0,0,10438
(주)핀텔,291810,2022/12,,,,,-3764289,0,0,279665
(주)핀텔,291810,2023/12,,,,,-1253497,0,0,86855
(주)필에너지,378340,2023/12,-6416727,0,0,1981736,-6209148,0,0,1981568
(주)필옵틱스,161580,2022/12,2502128,0,0,3611399,2282877,0,0,1763682
(주)핌스,347770,2022/12,1188683,0,0,370945,3061071,0,0,333430
(주)핌스,347770,2023/12,2095313,0,0,582475,-397262,0,0,557506
(주)핑거,163730,2022/12,1916854,0,0,249363,3764833,0,0,80965
(주)핑거,163730,2023/12,4463862,0,0,265587,4532578,0,0,97570
(주)핑거스토리,417180,2022/12,,,,,-3606105,0,0,24106
(주)핑거스토리,417180,2023/12,,,,,1729626,0,0,510693
(주)하나금융지주,086790,2022/12,,,,,,,,
(주)하나금융지주,086790,2023/12,,,,,,,,
(주)하나기술,299030,2022/12,1507374,0,0,0,941613,0,0,0
(주)하나투어,039130,2022/12,-64767522,0,0,2817733,-74616787,0,0,282422
(주)하림,136480,2022/12,5001810,0,0,19046663,4381904,0,0,17887792
(주)하림,136480,2023/12,13028119,0,0,21818634,10049710,0,0,21299335
(주)하림지주,003380,2022/12,569034806,0,0,222878000,27801170,0,0,25837000
(주)하림지주,003380,2023/12,178306415,0,0,344676000,42620473,0,0,48453828
(주)하이드로리튬,101670,2022/12,-3475260,0,0,1089802,-3550593,0,0,1085501
(주)하이딥,365590,2022/12,,,,,-6982901,0,0,520871
(주)하이로닉,149980,2022/12,2929700,0,0,117717,4221910,0,0,117717
(주)하이브,352820,2022/12,48032125,0,0,34614190,50478756,0,0,30963101
(주)하이브,352820,2023/12,183449559,0,0,47017879,-190005581,0,0,44476916
(주)하이비젼시스템,126700,2022/12,24608386,0,0,54632,21144634,0,0,13872
(주)하이소닉,106080,2022/12,1525122,0,0,97415,-1263830,0,0,59212
(주)하이스틸,071090,2022/12,11510797,0,0,3108195,7562297,0,0,2884658
(주)하이스틸,071090,2023/12,1306918,0,0,3671411,592408,0,0,3419067
(주)하이텍팜,106190,2022/12,,,,,5872932,0,0,463689
(주)하이텍팜,106190,2023/12,,,,,8076496,0,0,896469
(주)하이트론씨스템즈,019490,2022/12,,,,,-9465574,0,0,1196718
(주)하츠,066130,2022/12,,,,,4594238,0,0,667692
(주)하츠,066130,2023/12,,,,,6004414,0,0,1075799
(주)한국가구,004590,2022/12,11782848,0,0,375060,7860355,0,0,66826
(주)한국가구,004590,2023/12,11017350,0,0,518583,5024654,0,0,102944
(주)한국경제티브이,039340,2022/12,13807948,0,0,486072,8942205,0,0,468953
(주)한국경제티브이,039340,2023/12,10713481,0,0,378422,8034138,0,0,428695
(주)한국비엔씨,256840,2022/12,-44541824,0,0,1903531,-44875271,0,0,1894046
(주)한국전자홀딩스,006200,2022/12,31243298,0,0,2778667,13713570,0,0,73528
(주)한국종합기술,023350,2022/12,,,,,3799292,0,0,946676
(주)한국카본,017960,2022/12,20260890,0,0,913530,2174394,0,0,471063
(주)한국큐빅,021650,2022/12,6529075,0,0,903726,3479031,0,0,34
(주)한국큐빅,021650,2023/12,8263593,0,0,1161568,4895187,0,0,834
(주)한국테크놀로지,053590,2022/12,-18557128,0,0,5967057,-8581401,0,0,3899388
(주)한국토지신탁,034830,2022/12,,,,,,,,
(주)한국특강,007280,2022/12,,,,,40221401,0,0,8285537
(주)한국특강,007280,2023/12,,,,,28125493,0,0,16729966
(주)한국파마,032300,2022/12,,,,,-1119052,0,0,3866836
(주)한국파마,032300,2023/12,,,,,83764,0,0,3737887
(주)한국팩키지,037230,2022/12,,,,,-10602749,0,0,2458471
(주)한국팩키지,037230,2023/12,,,,,4089790,0,0,4191489
(주)한국화장품제조,003350,2022/12,,,,,4033005,0,0,814417
(주)한글과컴퓨터,030520,2022/12,-21704976,0,0,2400786,54127674,0,0,995549
(주)한네트,052600,2022/12,,,,,1962277,0,0,316211
(주)한네트,052600,2023/12,,,,,2464395,0,0,453944
(주)한농화성,011500,2022/12,,,,,7461724,0,0,1292875
(주)한농화성,011500,2023/12,,,,,12336603,0,0,2088341
(주)한독,002390,2022/12,10595833,0,0,8228484,17834953,0,0,8223885
(주)한독,002390,2023/12,-28940426,0,0,13781043,-2150600,0,0,13771413
(주)한독크린텍,256150,2022/12,,,,,5065116,0,0,0
(주)한독크린텍,256150,2023/12,,,,,5342079,0,0,0
(주)한미글로벌건축사사무소,053690,2022/12,26923928,0,0,2390262,14379092,0,0,803236
(주)한미글로벌건축사사무소,053690,2023/12,16670160,0,0,3736272,11233145,0,0,1517444
(주)한빛소프트,047080,2022/12,3319108,0,0,1390923,774357,0,0,1280662
(주)한빛소프트,047080,2023/12,-9555432,0,0,1350349,-9312490,0,0,1287819
(주)한샘,009240,2022/12,-71320633,0,0,9945943,-61761544,0,0,7839928
(주)한샘,009240,2023/12,-62155232,0,0,13298578,-53602819,0,0,10840583
(주)한섬,020000,2022/12,120699266,0,999079,4104596,125065962,0,1042307,3786816
(주)한섬,020000,2023/12,80985209,0,1889305,5413269,83113829,0,2672134,5132235
(주)한솔케미칼,014680,2022/12,166977755,0,0,5008160,120839991,0,0,3839533
(주)한솔케미칼,014680,2023/12,108690123,0,0,5790813,120286068,0,0,4037591
(주)한솔홈데코,025750,2022/12,-4867558,0,0,3097029,5918024,0,0,2625236
(주)한솔홈데코,025750,2023/12,-14271678,0,0,5187899,-6198331,0,0,4148526
(주)한송네오텍,226440,2022/12,-21107551,0,0,1830447,-19058115,0,0,1563897
(주)한송네오텍,226440,2023/12,-5091346,0,0,1880180,-1832553,0,0,1420104
(주)한싹,430690,2023/12,3231305,0,0,34341,2829840,0,0,34341
(주)한울소재과학,091440,2022/12,-15003052,0,0,882133,-13492187,0,0,653726
(주)한익스프레스,014130,2022/12,8558023,0,0,8787672,2556216,0,0,8451873
(주)한익스프레스,014130,2023/12,-15603643,0,0,14811293,-15966670,0,0,14764393
(주)한진,002320,2022/12,51759791,0,0,105625358,12168775,0,0,48193000
(주)한진,002320,2023/12,26107574,0,0,112843000,1575125,0,0,56151000
(주)한진중공업홀딩스,003480,2022/12,14935000,0,0,36706000,4961000,0,0,1314000
(주)한진중공업홀딩스,003480,2023/12,7903000,0,0,37105000,4338000,0,0,2027000
(주)한진칼,180640,2022/12,405889214,0,0,75317056,379175508,0,0,63960390
(주)한진칼,180640,2023/12,388329014,0,0,73052970,79278093,0,0,57641274
(주)한창,005110,2022/12,911735,0,0,5334094,-14548772,0,0,4477070
(주)한창제지,009460,2022/12,,,,,1260744,0,0,2238194
(주)한창제지,009460,2023/12,,,,,-17494819,0,0,5964649
(주)한컴라이프케어,372910,2022/12,9269406,0,0,131575,16494864,0,0,23338
(주)한컴라이프케어,372910,2023/12,871119,0,0,182084,3292311,0,0,37725
(주)한컴위드,054920,2022/12,4206843,0,0,2664716,5286574,0,0,2324194
(주)한탑,002680,2022/12,-6706759,0,0,2891162,-8410180,0,0,2874079
(주)한화,000880,2022/12,2243337000,0,0,548465000,286589324,0,0,96650426
(주)한화,000880,2023/12,1635515000,0,0,905301000,90686454,0,0,195121545
(주)해성티피씨,059270,2022/12,,,,,-1026924,0,0,63840
(주)해성티피씨,059270,2023/12,,,,,-778287,0,0,325
(주)핸디소프트,220180,2022/12,129171,0,0,104401,1158371,0,0,52235
(주)핸디소프트,220180,2023/12,1706374,0,0,78742,5178180,0,0,30068
(주)헥토이노베이션,214180,2022/12,32177184,0,0,1087202,24778556,0,0,38434
(주)헥토파이낸셜,234340,2022/12,12036747,0,0,86312,17509544,0,0,12926
(주)헬릭스미스,084990,2022/12,-43064615,0,0,2075280,-41707645,0,0,1962837
(주)현대공업,170030,2022/12,11402126,0,0,56548,13111122,0,0,2660
(주)현대공업,170030,2023/12,13113866,0,0,425423,15813117,0,0,2148
(주)현대리바트,079430,2022/12,-50771043,0,0,2548336,-49536549,0,0,2499844
(주)현대리바트,079430,2023/12,-34135531,0,0,7526596,-34714962,0,0,7462943
(주)현대미포조선,010620,2022/12,-43766777,0,0,5062000,-41530918,0,0,509000
(주)현대미포조선,010620,2023/12,-138952719,0,0,13833000,-145185173,0,0,7818000
(주)현대바이오랜드,052260,2022/12,4764327,0,0,1276571,11678803,0,0,320214
(주)현대바이오랜드,052260,2023/12,8056171,0,0,1486905,-2844557,0,0,550687
(주)현대백화점,069960,2022/12,186026376,0,0,70309552,160877945,0,0,46578438
(주)현대백화점,069960,2023/12,-39776206,0,0,110695372,-50554696,0,0,71965272
(주)현대에버다임,041440,2022/12,10713137,0,0,927714,13396682,0,0,919080
(주)현대에버다임,041440,2023/12,6390961,0,0,2954539,9266629,0,0,2938781
(주)현대이지웰,090850,2022/12,15167618,0,0,252774,15413385,0,0,252774
(주)현대이지웰,090850,2023/12,-532191,0,0,1133087,-3370950,0,0,457917
(주)현대지에프홀딩스,005440,2022/12,42329790,0,0,4843812,78342133,0,0,953182
(주)현대퓨처넷,126560,2022/12,-2783744,0,0,1367384,-10034174,0,0,90813
(주)현대퓨처넷,126560,2023/12,2858595,0,0,1573226,-4901680,0,0,86321
(주)현대홈쇼핑,057050,2022/12,57453427,0,0,10191362,67521538,0,0,3036038
(주)현대홈쇼핑,057050,2023/12,93714543,0,0,16312492,76743913,0,0,1839958
(주)협진,138360,2022/12,,,,,-6062323,0,0,656181
(주)협진,138360,2023/12,,,,,-1886417,0,0,390899
(주)형지아이앤씨,011080,2022/12,-654189,0,0,4285186,-654189,0,0,4285186
(주)혜인,003010,2022/12,,,,,2419474,0,0,1853121
(주)혜인,003010,2023/12,,,,,7404407,0,0,3394663
(주)호텔신라,008770,2022/12,-50164252,0,0,42422864,-85681910,0,0,33272457
(주)호텔신라,008770,2023/12,85978496,0,0,51595429,38784233,0,0,42257238
(주)홈센타홀딩스,060560,2022/12,18787077,0,0,3813844,1884302,0,0,1691106
(주)홈캐스트,064240,2022/12,-725942,0,0,192609,-388186,0,0,190026
(주)화승알앤에이,378850,2022/12,12684598,0,0,9285984,12684598,0,0,7449524
(주)화승알앤에이,378850,2023/12,24209219,0,0,11075135,24209219,0,0,8990574
(주)화승엔터프라이즈,241590,2022/12,-7540043,0,0,20670943,10765577,0,0,498473
(주)화승엔터프라이즈,241590,2023/12,-25283146,0,0,36796157,4855578,0,0,712542
(주)화승인더스트리,006060,2022/12,84443,0,0,28287732,22428090,0,0,3889870
(주)화승인더스트리,006060,2023/12,-32499380,0,0,48012954,12129072,0,0,5646523
(주)화승코퍼레이션,013520,2022/12,15658334,0,0,30191915,7071298,0,0,5293608
(주)화승코퍼레이션,013520,2023/12,33208352,0,0,37978747,9983427,0,0,9675488
(주)화신,010690,2022/12,74211911,0,0,16788989,42735767,0,0,10135586
(주)화신,010690,2023/12,77268483,0,0,24122891,59595931,0,0,14608816
(주)화신정공,126640,2022/12,,,,,7077084,0,0,575290
(주)화인베스틸,133820,2022/12,,,,,-2598982,0,0,4411593
(주)화인베스틸,133820,2023/12,-18028351,0,0,6424016,-15004465,0,0,6327864
(주)황금에스티,032560,2022/12,46246868,0,0,778259,22454629,0,0,423788
(주)효성,004800,2022/12,24807189,0,0,48354000,14338747,0,0,1044000
(주)효성,004800,2023/12,-438141,0,0,85942000,2795454,0,0,1235000
(주)후성,093370,2022/12,112437649,0,0,13219379,55937358,0,0,3251347
(주)휠라홀딩스,081660,2022/12,467543841,0,0,34954258,134496269,0,0,7633816
(주)휴네시온,290270,2022/12,-5005355,0,0,43881,-5195918,0,0,35522
(주)휴니드테크놀러지스,005870,2022/12,,,,,9259054,0,0,187668
(주)휴니드테크놀러지스,005870,2023/12,,,,,17876181,0,0,139740
(주)휴럼,353190,2022/12,-1136849,0,0,779186,-1627105,0,0,756202
(주)휴럼,353190,2023/12,4210032,0,0,1282032,2106989,0,0,1114604
(주)휴림에이텍,078590,2022/12,,,,,9733819,0,0,238509
(주)휴림에이텍,078590,2023/12,,,,,8202050,0,0,128900
(주)휴맥스,115160,2022/12,-33071114,0,0,17667333,37836057,0,0,14640886
(주)휴맥스홀딩스,028080,2022/12,-32962126,0,0,18137737,-983676,0,0,2040724
(주)휴메딕스,200670,2022/12,,,,,21153592,0,0,3165249
(주)휴메딕스,200670,2023/12,,,,,24820705,0,0,1446106
(주)휴비스,079980,2022/12,-81474057,0,0,7730120,-57952687,0,0,6134608
(주)휴비스,079980,2023/12,-107986865,0,0,14390094,-99183651,0,0,12830160
(주)휴비츠,065510,2022/12,16627975,0,0,982349,17928792,0,0,858191
(주)휴센텍,215090,2022/12,,,,,32639706,0,0,996233
(주)휴스틸,005010,2022/12,227154197,0,0,3968974,65206256,0,0,2809240
(주)휴엠앤씨,263920,2022/12,2283289,0,0,178566,-331786,0,0,199080
(주)휴엠앤씨,263920,2023/12,10308405,0,0,501326,9294547,0,0,501326
(주)휴온스,243070,2022/12,22608314,0,0,3157253,22279319,0,0,2813582
(주)휴온스,243070,2023/12,50385067,0,0,2503079,50500686,0,0,2317014
(주)휴온스글로벌,084110,2022/12,-33085063,0,0,12758610,4174891,0,0,5870797
(주)흥국,010240,2022/12,8549999,0,0,290471,11753053,0,0,140959
(주)흥국,010240,2023/12,13179429,0,0,228416,13475154,0,0,60780
(주)흥국에프엔비,189980,2022/12,11895840,0,0,1562972,10420238,0,0,1437888
(주)희림종합건축사사무소,037440,2022/12,7141381,0,0,2005489,7210596,0,0,2005489
(주)희림종합건축사사무소,037440,2023/12,6377486,0,0,1849351,6042895,0,0,1849351
(주)힘스,238490,2022/12,-8645207,0,0,126361,-8645207,0,0,126361
AJ네트웍스(주),095570,2022/12,22079433,0,0,37693621,-1433692,0,0,34129606
AJ네트웍스(주),095570,2023/12,15719591,0,0,61241929,23817281,0,0,57090611
CS홀딩스(주),000590,2022/12,18788498,0,0,118739,2846101,0,0,1216
DB금융투자(주),016610,2022/12,,,,,,,,
DB손해보험(주),005830,2022/12,,,,,,,,
HD현대(주),267250,2022/12,2234955013,0,0,640541000,219293648,0,0,87476117
HD현대(주),267250,2023/12,785832206,0,0,911711000,773086036,0,0,139648987
HJ 매그놀리아 용평 호텔 앤 리조트,070960,2022/12,-12121470,0,0,11785499,-10771474,0,0,11785365
KB오토시스(주),024120,2022/12,1101360,0,0,1503644,4316608,0,0,1489227
KD(주),044180,2022/12,-2857940,0,0,4844092,-3684884,0,0,4811523
KG스틸(주),016380,2022/12,534763543,0,0,44093000,526787734,0,0,42582000
KG스틸(주),016380,2023/12,235222297,0,0,48670000,188032226,0,0,47396000
KISCO홀딩스(주),001940,2022/12,122469852,0,0,417014,11667619,0,0,0
KISCO홀딩스(주),001940,2023/12,130202531,0,0,609598,20714637,0,0,0
LG이노텍(주),011070,2022/12,976863036,0,0,53900000,712616617,0,0,38853000
LG이노텍(주),011070,2023/12,565200779,0,0,101836000,364595293,0,0,73981000
