Date,Open,High,Low,Close,Adj Close,Volume,Daily_Return
2023-05-18,2511.090087890625,2515.39990234375,2500.010009765625,2515.39990234375,2515.39990234375,571500,0.8313754565782983
2023-05-19,2530.830078125,2538.31005859375,2524.889892578125,2537.7900390625,2537.7900390625,569300,0.890122349845357
2023-05-22,2540.030029296875,2564.090087890625,2533.5,2557.080078125,2557.080078125,590500,0.7601117021337922
2023-05-23,2565.800048828125,2577.320068359375,2561.10009765625,2567.550048828125,2567.550048828125,573800,0.4094502472836936
2023-05-24,2557.110107421875,2572.2099609375,2555.0400390625,2567.449951171875,2567.449951171875,1071600,-0.003898566896320954
2023-05-25,2570.639892578125,2575.050048828125,2551.489990234375,2554.68994140625,2554.68994140625,916700,-0.49699156783176157
2023-05-26,2561.93994140625,2567.5,2553.7900390625,2558.81005859375,2558.81005859375,631800,0.16127660428459922
2023-05-30,2582.409912109375,2586.219970703125,2574.820068359375,2585.52001953125,2585.52001953125,638500,1.0438430491467976
2023-05-31,2586.030029296875,2596.31005859375,2575.97998046875,2577.1201171875,2577.1201171875,683900,-0.32488251029952897
2023-06-01,2572.56005859375,2580.14990234375,2565.0,2569.169921875,2569.169921875,674200,-0.3084914536764516
2023-06-02,2586.27001953125,2601.3798828125,2583.8798828125,2601.360107421875,2601.360107421875,566500,1.2529410870333768
2023-06-05,2617.429931640625,2618.6201171875,2608.010009765625,2615.409912109375,2615.409912109375,542700,0.5400945700449133
2023-06-07,2623.4599609375,2629.919921875,2613.679931640625,2615.60009765625,2615.60009765625,535300,0.007271729987512465
2023-06-08,2609.2099609375,2612.389892578125,2595.330078125,2610.85009765625,2610.85009765625,578700,-0.18160268476271613
2023-06-09,2624.14990234375,2644.699951171875,2618.449951171875,2641.159912109375,2641.159912109375,581500,1.160917452914445
2023-06-12,2647.489990234375,2650.449951171875,2623.429931640625,2629.35009765625,2629.35009765625,554300,-0.44714499864163537
2023-06-13,2644.429931640625,2645.6201171875,2633.52001953125,2637.949951171875,2637.949951171875,692500,0.32707145097530255
2023-06-14,2640.81005859375,2642.860107421875,2614.25,2619.080078125,2619.080078125,648800,-0.7153233911239454
2023-06-15,2629.239990234375,2634.219970703125,2602.52001953125,2608.5400390625,2608.5400390625,579000,-0.40243286757560837
2023-06-16,2623.570068359375,2625.7900390625,2612.2099609375,2625.7900390625,2625.7900390625,668400,0.6612894470348962
2023-06-19,2618.06005859375,2619.43994140625,2600.489990234375,2609.5,2609.5,708800,-0.620386200730505
2023-06-20,2602.830078125,2610.030029296875,2596.820068359375,2604.909912109375,2604.909912109375,715800,-0.17589913357444198
2023-06-21,2599.18994140625,2600.969970703125,2579.52001953125,2582.6298828125,2582.6298828125,655400,-0.8553090144615916
2023-06-22,2575.64990234375,2597.760009765625,2575.64990234375,2593.699951171875,2593.699951171875,610200,0.42863549411578106
2023-06-23,2599.0400390625,2600.81005859375,2568.070068359375,2570.10009765625,2570.10009765625,526500,-0.9098914276866266
2023-06-26,2568.64990234375,2585.31005859375,2562.030029296875,2582.199951171875,2582.199951171875,479200,0.47079308415494125
2023-06-27,2581.02001953125,2582.0,2568.52001953125,2581.389892578125,2581.389892578125,535400,-0.03137087015211426
2023-06-28,2590.52001953125,2590.52001953125,2559.4599609375,2564.18994140625,2564.18994140625,484200,-0.6663058231275887
2023-06-29,2564.02001953125,2577.68994140625,2550.02001953125,2550.02001953125,2550.02001953125,602500,-0.5526081218160006
2023-06-30,2558.429931640625,2571.030029296875,2541.719970703125,2564.280029296875,2564.280029296875,508800,0.5592116789830737
2023-07-03,2580.889892578125,2604.6298828125,2580.489990234375,2602.469970703125,2602.469970703125,615500,1.4893046379463426
2023-07-04,2604.719970703125,2607.659912109375,2591.860107421875,2593.31005859375,2593.31005859375,673100,-0.35196994441785145
2023-07-05,2593.469970703125,2601.989990234375,2578.659912109375,2579.0,2579.0,599400,-0.551806697634516
2023-07-06,2574.75,2575.449951171875,2550.669921875,2556.2900390625,2556.2900390625,530800,-0.8805723512020136
2023-07-07,2547.409912109375,2547.409912109375,2515.070068359375,2526.7099609375,2526.7099609375,612100,-1.1571487457600171
2023-07-10,2528.080078125,2539.6298828125,2517.669921875,2520.699951171875,2520.699951171875,560600,-0.23785910763557405
2023-07-11,2538.840087890625,2562.489990234375,2534.47998046875,2562.489990234375,2562.489990234375,592400,1.6578743948906682
2023-07-12,2557.610107421875,2574.72998046875,2554.260009765625,2574.719970703125,2574.719970703125,695500,0.477269394821378
2023-07-13,2589.889892578125,2602.2099609375,2587.75,2591.22998046875,2591.22998046875,584300,0.641235161628706
2023-07-14,2607.469970703125,2628.300048828125,2603.360107421875,2628.300048828125,2628.300048828125,568100,1.4305973857507315
2023-07-17,2617.669921875,2627.1201171875,2611.550048828125,2619.0,2619.0,548800,-0.35384273695355795
2023-07-18,2624.590087890625,2626.889892578125,2600.669921875,2607.6201171875,2607.6201171875,491100,-0.4345125167048547
2023-07-19,2622.239990234375,2622.5400390625,2598.52001953125,2608.239990234375,2608.239990234375,434900,0.02377160088578023
2023-07-20,2595.3798828125,2611.340087890625,2589.2900390625,2600.22998046875,2600.22998046875,369700,-0.3071040163334482
2023-07-21,2581.06005859375,2609.760009765625,2570.580078125,2609.760009765625,2609.760009765625,499300,0.36650716930650695
2023-07-24,2608.469970703125,2636.06005859375,2595.2099609375,2628.530029296875,2628.530029296875,525900,0.7192239692927149
2023-07-25,2643.35009765625,2646.7099609375,2621.60009765625,2636.4599609375,2636.4599609375,721500,0.30168693346623865
2023-07-26,2638.760009765625,2639.2099609375,2580.97998046875,2592.360107421875,2592.360107421875,830100,-1.6726919493950332
2023-07-27,2599.820068359375,2617.610107421875,2586.360107421875,2603.81005859375,2603.81005859375,591900,0.4416805805294466
2023-07-28,2593.669921875,2609.5400390625,2586.330078125,2608.320068359375,2608.320068359375,497300,0.17320809368333023
2023-07-31,2628.8701171875,2639.449951171875,2622.2099609375,2632.580078125,2632.580078125,454200,0.9301009511798242
2023-08-01,2644.340087890625,2668.2099609375,2639.10009765625,2667.070068359375,2667.070068359375,493600,1.3101212198999734
2023-08-02,2651.530029296875,2660.89990234375,2611.77001953125,2616.469970703125,2616.469970703125,704700,-1.8972166594549256
2023-08-03,2624.760009765625,2625.449951171875,2591.300048828125,2605.389892578125,2605.389892578125,789400,-0.42347430886136017
2023-08-04,2606.169921875,2612.300048828125,2598.3798828125,2602.800048828125,2602.800048828125,645800,-0.09940330840223499
2023-08-07,2591.580078125,2607.360107421875,2580.7099609375,2580.7099609375,2580.7099609375,504100,-0.8487047593444874
2023-08-08,2598.2900390625,2601.409912109375,2568.14990234375,2573.97998046875,2573.97998046875,637000,-0.26078019500901384
2023-08-09,2580.60009765625,2608.97998046875,2576.2099609375,2605.1201171875,2605.1201171875,466000,1.2098049306925374
2023-08-10,2592.39990234375,2601.56005859375,2590.02001953125,2601.56005859375,2601.56005859375,566500,-0.13665621674264772
2023-08-11,2611.25,2616.840087890625,2589.93994140625,2591.260009765625,2591.260009765625,672200,-0.3959181643376164
2023-08-14,2586.510009765625,2592.909912109375,2561.8798828125,2570.8701171875,2570.8701171875,622800,-0.7868717342637166
2023-08-16,2550.1298828125,2550.530029296875,2520.8701171875,2525.639892578125,2525.639892578125,683200,-1.7593352657915062
2023-08-17,2512.919921875,2520.56005859375,2482.06005859375,2519.85009765625,2519.85009765625,733900,-0.2292407139627861
2023-08-18,2495.179931640625,2519.60009765625,2489.6298828125,2504.5,2504.5,556400,-0.6091670957144357
2023-08-21,2511.699951171875,2524.409912109375,2505.590087890625,2508.800048828125,2508.800048828125,398600,0.1716929058943828
2023-08-22,2528.389892578125,2533.429931640625,2509.530029296875,2515.739990234375,2515.739990234375,471000,0.27662393459739754
2023-08-23,2510.0,2517.510009765625,2499.889892578125,2505.5,2505.5,546200,-0.40703690660103264
2023-08-24,2531.780029296875,2539.43994140625,2520.72998046875,2537.679931640625,2537.679931640625,440300,1.2843716479993939
2023-08-25,2505.389892578125,2526.3701171875,2502.050048828125,2519.139892578125,2519.139892578125,576400,-0.7305901280668547
2023-08-28,2519.139892578125,2543.409912109375,2519.139892578125,2543.409912109375,2543.409912109375,483000,0.9634248420563818
2023-08-29,2550.760009765625,2556.97998046875,2545.27001953125,2552.159912109375,2552.159912109375,440700,0.34402633874863753
2023-08-30,2575.419921875,2578.6201171875,2561.219970703125,2561.219970703125,2561.219970703125,363000,0.3549957254152636
2023-08-31,2564.449951171875,2568.06005859375,2547.719970703125,2556.27001953125,2556.27001953125,471900,-0.19326536683672568
2023-09-01,2551.929931640625,2568.419921875,2551.0400390625,2563.7099609375,2563.7099609375,492400,0.291046773204906
2023-09-04,2566.929931640625,2584.550048828125,2560.320068359375,2584.550048828125,2584.550048828125,342100,0.8128878932546657
2023-09-05,2578.909912109375,2586.64990234375,2575.18994140625,2582.179931640625,2582.179931640625,383400,-0.09170328075382983
2023-09-06,2577.409912109375,2585.97998046875,2560.090087890625,2563.340087890625,2563.340087890625,421500,-0.7296100290745344
2023-09-07,2554.8701171875,2562.419921875,2539.239990234375,2548.260009765625,2548.260009765625,376600,-0.5882979865309057
2023-09-08,2546.070068359375,2550.9599609375,2530.050048828125,2547.679931640625,2547.679931640625,395800,-0.022763694551453106
2023-09-11,2549.8798828125,2556.889892578125,2540.43994140625,2556.8798828125,2556.8798828125,410300,0.36111094873485516
2023-09-12,2566.419921875,2568.550048828125,2535.14990234375,2536.580078125,2536.580078125,358700,-0.7939287576219978
2023-09-13,2536.219970703125,2549.3798828125,2528.179931640625,2534.699951171875,2534.699951171875,417000,-0.07412054400879331
2023-09-14,2544.889892578125,2572.889892578125,2541.110107421875,2572.889892578125,2572.889892578125,411800,1.506684899275501
2023-09-15,2574.97998046875,2611.0,2572.3701171875,2601.280029296875,2601.280029296875,441100,1.1034338002821498
2023-09-18,2588.68994140625,2596.550048828125,2573.260009765625,2574.719970703125,2574.719970703125,415900,-1.021038038758526
2023-09-19,2579.360107421875,2583.25,2555.4599609375,2559.2099609375,2559.2099609375,461800,-0.6023959864415618
2023-09-20,2556.550048828125,2566.6201171875,2551.1201171875,2559.739990234375,2559.739990234375,414700,0.0207106609057206
2023-09-21,2544.81005859375,2549.6298828125,2514.9599609375,2514.969970703125,2514.969970703125,394700,-1.7490065280868938
2023-09-22,2491.449951171875,2513.260009765625,2486.139892578125,2508.1298828125,2508.1298828125,433200,-0.27197493291392094
2023-09-25,2504.10009765625,2509.3798828125,2486.43994140625,2495.760009765625,2495.760009765625,438600,-0.49319108757653884
2023-09-26,2493.639892578125,2495.0,2461.590087890625,2462.969970703125,2462.969970703125,427500,-1.3138298127302384
2023-09-27,2447.989990234375,2469.719970703125,2445.510009765625,2465.070068359375,2465.070068359375,366200,0.08526688027992169
2023-10-04,2435.780029296875,2435.780029296875,2402.840087890625,2405.68994140625,2405.68994140625,424900,-2.4088616269088647
2023-10-05,2423.35009765625,2426.610107421875,2402.5,2403.60009765625,2403.60009765625,451700,-0.08687086868636174
2023-10-06,2408.81005859375,2421.179931640625,2403.919921875,2408.72998046875,2408.72998046875,289400,0.2134249710466385
2023-10-10,2436.580078125,2448.239990234375,2402.43994140625,2402.580078125,2402.580078125,415500,-0.25531721669164176
2023-10-11,2436.52001953125,2463.56005859375,2436.52001953125,2450.080078125,2450.080078125,446900,1.9770412829307027
2023-10-12,2465.18994140625,2479.820068359375,2464.840087890625,2479.820068359375,2479.820068359375,515500,1.2138374782074246
2023-10-13,2460.85009765625,2466.6201171875,2452.830078125,2456.14990234375,2456.14990234375,582400,-0.9545114307944469
2023-10-16,2442.429931640625,2453.77001953125,2422.52001953125,2436.239990234375,2436.239990234375,788400,-0.810614697839751
2023-10-17,2454.139892578125,2466.8701171875,2449.419921875,2460.169921875,2460.169921875,508800,0.9822485361272948
2023-10-18,2452.050048828125,2465.330078125,2450.780029296875,2462.60009765625,2462.60009765625,911500,0.09878081020509022
2023-10-19,2431.919921875,2433.449951171875,2412.550048828125,2415.800048828125,2415.800048828125,756900,-1.9004323467974538
2023-10-20,2391.5400390625,2394.669921875,2364.010009765625,2375.0,2375.0,520600,-1.6888835169912575
2023-10-23,2370.070068359375,2375.7900390625,2354.699951171875,2357.02001953125,2357.02001953125,395900,-0.7570518092105294
2023-10-24,2371.550048828125,2384.139892578125,2326.669921875,2383.510009765625,2383.510009765625,444200,1.1238763360034154
2023-10-25,2389.22998046875,2389.89990234375,2362.68994140625,2363.169921875,2363.169921875,440800,-0.8533670010735572
2023-10-26,2325.820068359375,2330.550048828125,2299.080078125,2299.080078125,2299.080078125,531100,-2.7120285831646607
2023-10-27,2311.590087890625,2321.840087890625,2293.050048828125,2302.81005859375,2302.81005859375,514900,0.16223795352929837
2023-10-30,2292.340087890625,2317.75,2292.340087890625,2310.550048828125,2310.550048828125,444800,0.33611066642211807
2023-10-31,2318.389892578125,2322.449951171875,2273.969970703125,2277.989990234375,2277.989990234375,395000,-1.4091907946449322
2023-11-01,2292.889892578125,2312.14990234375,2288.639892578125,2301.56005859375,2301.56005859375,358200,1.0346870908308992
2023-11-02,2334.9599609375,2351.909912109375,2333.409912109375,2343.1201171875,2343.1201171875,377500,1.8057342643990504
2023-11-03,2365.590087890625,2370.280029296875,2351.830078125,2368.340087890625,2368.340087890625,578700,1.076341350071175
2023-11-06,2399.800048828125,2502.3701171875,2395.030029296875,2502.3701171875,2502.3701171875,528600,5.659239143152339
2023-11-07,2476.35009765625,2476.35009765625,2418.739990234375,2443.9599609375,2443.9599609375,457700,-2.334193325312295
2023-11-08,2460.219970703125,2468.429931640625,2418.139892578125,2421.6201171875,2421.6201171875,467200,-0.9140838682737851
2023-11-09,2425.929931640625,2437.89990234375,2413.0400390625,2427.080078125,2427.080078125,395000,0.22546727699972458
2023-11-10,2406.39990234375,2413.6201171875,2393.639892578125,2409.659912109375,2409.659912109375,312500,-0.7177417083445659
2023-11-13,2431.239990234375,2435.320068359375,2399.0400390625,2403.760009765625,2403.760009765625,307100,-0.24484377708658966
2023-11-14,2424.929931640625,2442.3701171875,2422.969970703125,2433.25,2433.25,307000,1.2268275582657084
2023-11-15,2482.2099609375,2487.419921875,2468.429931640625,2486.669921875,2486.669921875,419800,2.195414440563037
2023-11-16,2483.47998046875,2491.97998046875,2472.68994140625,2488.179931640625,2488.179931640625,407400,0.060724173817416904
2023-11-17,2477.429931640625,2481.10009765625,2463.590087890625,2469.85009765625,2469.85009765625,388200,-0.7366763854689928
2023-11-20,2464.719970703125,2499.75,2464.0400390625,2491.199951171875,2491.199951171875,323800,0.8644189999986063
2023-11-21,2504.699951171875,2517.739990234375,2500.909912109375,2510.419921875,2510.419921875,345100,0.7715145744958685
2023-11-22,2493.169921875,2516.719970703125,2490.429931640625,2511.699951171875,2511.699951171875,439500,0.050988652763672704
2023-11-23,2515.830078125,2522.199951171875,2507.300048828125,2514.9599609375,2514.9599609375,360900,0.1297929620974081
2023-11-24,2517.8798828125,2521.56005859375,2496.6298828125,2496.6298828125,2496.6298828125,359400,-0.7288417473718778
2023-11-27,2501.830078125,2511.3701171875,2489.179931640625,2495.659912109375,2495.659912109375,364700,-0.038851201365586174
2023-11-28,2506.139892578125,2522.449951171875,2502.260009765625,2521.760009765625,2521.760009765625,442400,1.0458194856441727
2023-11-29,2518.800048828125,2523.97998046875,2501.43994140625,2519.81005859375,2519.81005859375,579300,-0.07732500968862244
2023-11-30,2512.110107421875,2535.2900390625,2507.800048828125,2535.2900390625,2535.2900390625,664300,0.6143312435775039
2023-12-01,2520.489990234375,2520.489990234375,2504.06005859375,2505.010009765625,2505.010009765625,516600,-1.1943418240254688
2023-12-04,2522.219970703125,2525.6298828125,2510.52001953125,2514.949951171875,2514.949951171875,498900,0.3968024625650157
2023-12-05,2507.449951171875,2509.739990234375,2492.550048828125,2494.280029296875,2494.280029296875,427100,-0.821882036474264
2023-12-06,2503.570068359375,2509.669921875,2495.3798828125,2495.3798828125,2495.3798828125,391000,0.04409502953583999
2023-12-07,2493.139892578125,2499.72998046875,2481.0,2492.070068359375,2492.070068359375,446900,-0.13263769880978993
2023-12-08,2510.239990234375,2521.580078125,2507.139892578125,2517.85009765625,2517.85009765625,431800,1.0344825221486165
2023-12-11,2524.7900390625,2528.889892578125,2512.449951171875,2525.360107421875,2525.360107421875,435000,0.298270725990224
2023-12-12,2535.110107421875,2543.06005859375,2529.739990234375,2535.27001953125,2535.27001953125,378000,0.39241580162172607
2023-12-13,2531.22998046875,2531.22998046875,2509.889892578125,2510.659912109375,2510.659912109375,377900,-0.9707095193917548
2023-12-14,2547.739990234375,2549.64990234375,2532.159912109375,2544.179931640625,2544.179931640625,530100,1.3351079279824818
2023-12-15,2558.43994140625,2574.22998046875,2555.300048828125,2563.56005859375,2563.56005859375,465300,0.7617435666441796
2023-12-18,2568.77001953125,2573.1298828125,2556.050048828125,2566.860107421875,2566.860107421875,383000,0.12872914044133044
2023-12-19,2564.81005859375,2570.06005859375,2556.52001953125,2568.550048828125,2568.550048828125,392500,0.0658369110713819
2023-12-20,2586.989990234375,2615.3798828125,2584.85009765625,2614.300048828125,2614.300048828125,570400,1.7811605431193644
2023-12-21,2598.3701171875,2610.81005859375,2587.159912109375,2600.02001953125,2600.02001953125,578300,-0.546227633789631
2023-12-22,2617.719970703125,2621.3701171875,2599.510009765625,2599.510009765625,2599.510009765625,466000,-0.01961560917969063
2023-12-26,2609.43994140625,2612.139892578125,2594.64990234375,2602.590087890625,2602.590087890625,439500,0.118486873042567
2023-12-27,2599.35009765625,2613.5,2590.080078125,2613.5,2613.5,349700,0.4191944079145138
2023-12-28,2616.27001953125,2655.280029296875,2611.719970703125,2655.280029296875,2655.280029296875,460100,1.5986236578104052
2024-01-02,2645.469970703125,2675.800048828125,2641.8798828125,2669.81005859375,2669.81005859375,409900,0.5472126908107056
2024-01-03,2643.5400390625,2643.719970703125,2607.31005859375,2607.31005859375,2607.31005859375,463100,-2.340990506003271
2024-01-04,2592.43994140625,2602.639892578125,2580.090087890625,2587.02001953125,2587.02001953125,770200,-0.7781981661760362
2024-01-05,2586.889892578125,2592.2900390625,2572.60009765625,2578.080078125,2578.080078125,520500,-0.3455690848449544
2024-01-08,2584.22998046875,2591.679931640625,2566.340087890625,2567.820068359375,2567.820068359375,320100,-0.39797094949381995
2024-01-09,2598.31005859375,2599.3701171875,2556.0,2561.239990234375,2561.239990234375,790300,-0.25625152658005357
2024-01-10,2563.969970703125,2568.18994140625,2539.820068359375,2541.97998046875,2541.97998046875,570000,-0.7519798940771039
2024-01-11,2543.030029296875,2557.300048828125,2540.27001953125,2540.27001953125,2540.27001953125,788400,-0.06726885933950877
2024-01-12,2536.550048828125,2543.830078125,2517.760009765625,2525.050048828125,2525.050048828125,790200,-0.5991477514635801
2024-01-15,2525.68994140625,2536.06005859375,2515.840087890625,2525.989990234375,2525.989990234375,800000,0.037224664385804296
2024-01-16,2516.27001953125,2524.35009765625,2491.1298828125,2497.590087890625,2497.590087890625,659600,-1.1243077943121627
2024-01-17,2501.22998046875,2503.909912109375,2435.340087890625,2435.89990234375,2435.89990234375,965600,-2.46998840386079
2024-01-18,2439.9599609375,2453.969970703125,2429.1201171875,2440.0400390625,2440.0400390625,570000,0.16996333530645558
2024-01-19,2468.429931640625,2479.0,2455.5,2472.739990234375,2472.739990234375,518800,1.3401399423117244
2024-01-22,2489.570068359375,2490.68994140625,2464.35009765625,2464.35009765625,2464.35009765625,386600,-0.3392953812879407
2024-01-23,2478.320068359375,2482.840087890625,2464.239990234375,2478.610107421875,2478.610107421875,472300,0.5786519447535943
2024-01-24,2476.219970703125,2476.219970703125,2454.340087890625,2469.68994140625,2469.68994140625,395500,-0.3598858081355627
2024-01-25,2467.72998046875,2474.010009765625,2452.360107421875,2470.340087890625,2470.340087890625,357200,0.026325024590123647
2024-01-26,2458.050048828125,2502.610107421875,2453.449951171875,2478.56005859375,2478.56005859375,292700,0.3327465211538483
2024-01-29,2490.929931640625,2516.919921875,2483.81005859375,2500.64990234375,2500.64990234375,421800,0.8912369774300766
2024-01-30,2523.679931640625,2528.5400390625,2498.81005859375,2498.81005859375,2498.81005859375,481800,-0.07357462347190591
2024-01-31,2487.89990234375,2502.449951171875,2486.969970703125,2497.090087890625,2497.090087890625,437600,-0.0688315903487613
2024-02-01,2491.929931640625,2542.4599609375,2491.929931640625,2542.4599609375,2542.4599609375,751100,1.816909740937711
2024-02-02,2559.39990234375,2615.340087890625,2559.389892578125,2615.31005859375,2615.31005859375,588700,2.8653390328863715
2024-02-05,2612.77001953125,2612.77001953125,2562.5,2591.31005859375,2591.31005859375,511700,-0.9176732189415726
2024-02-06,2584.199951171875,2599.179931640625,2563.8701171875,2576.199951171875,2576.199951171875,411600,-0.5831068872582112
2024-02-07,2592.590087890625,2625.239990234375,2588.090087890625,2609.580078125,2609.580078125,518200,1.2957118075381135
2024-02-08,2620.260009765625,2629.510009765625,2610.2099609375,2620.320068359375,2620.320068359375,430000,0.4115600944536446
2024-02-13,2644.169921875,2656.8701171875,2640.9599609375,2649.639892578125,2649.639892578125,559400,1.1189405665662733
2024-02-14,2609.60009765625,2627.31005859375,2601.989990234375,2620.419921875,2620.419921875,543500,-1.102790261611497
2024-02-15,2643.81005859375,2643.860107421875,2613.800048828125,2613.800048828125,2613.800048828125,621400,-0.252626420353963
2024-02-16,2635.6298828125,2648.760009765625,2625.010009765625,2648.760009765625,2648.760009765625,593800,1.3375147403939414
2024-02-19,2653.1201171875,2683.389892578125,2653.1201171875,2680.260009765625,2680.260009765625,422700,1.1892357134607678
2024-02-20,2671.550048828125,2673.840087890625,2643.929931640625,2657.7900390625,2657.7900390625,612700,-0.8383504070968772
2024-02-21,2656.919921875,2670.949951171875,2644.0400390625,2653.31005859375,2653.31005859375,562100,-0.16856036040868716
2024-02-22,2671.68994140625,2671.68994140625,2653.989990234375,2664.27001953125,2664.27001953125,456400,0.4130674778095367
2024-02-23,2681.030029296875,2694.800048828125,2665.2099609375,2667.699951171875,2667.699951171875,415400,0.12873813898293118
2024-02-26,2657.35009765625,2659.60009765625,2629.780029296875,2647.080078125,2647.080078125,530500,-0.7729457369378134
2024-02-27,2654.760009765625,2654.760009765625,2619.3798828125,2625.050048828125,2625.050048828125,574300,-0.8322388687417193
2024-02-28,2629.110107421875,2657.320068359375,2623.14990234375,2652.2900390625,2652.2900390625,421600,1.0376941287856711
2024-02-29,2643.47998046875,2647.56005859375,2628.6201171875,2642.360107421875,2642.360107421875,496100,-0.37439086579440506
2024-03-04,2664.52001953125,2682.800048828125,2662.320068359375,2674.27001953125,2674.27001953125,404000,1.2076291955720242
2024-03-05,2660.800048828125,2684.830078125,2649.35009765625,2649.39990234375,2649.39990234375,457200,-0.9299777885502847
2024-03-06,2638.840087890625,2649.780029296875,2630.159912109375,2641.489990234375,2641.489990234375,379000,-0.29855485773883084
2024-03-07,2653.97998046875,2660.260009765625,2633.570068359375,2647.6201171875,2647.6201171875,462900,0.23207080003286862
2024-03-08,2676.7900390625,2688.0,2668.3798828125,2680.35009765625,2680.35009765625,454300,1.236203798886315
2024-03-11,2665.580078125,2677.2099609375,2658.739990234375,2659.840087890625,2659.840087890625,389800,-0.7651989112750335
2024-03-12,2673.469970703125,2686.139892578125,2659.719970703125,2681.81005859375,2681.81005859375,404000,0.8259884044588661
2024-03-13,2694.7099609375,2701.449951171875,2679.5400390625,2693.570068359375,2693.570068359375,497200,0.43851016696505596
2024-03-14,2698.3701171875,2718.760009765625,2696.31005859375,2718.760009765625,2718.760009765625,609300,0.9351879018165921
2024-03-15,2701.909912109375,2705.590087890625,2666.840087890625,2666.840087890625,2666.840087890625,582100,-1.9096912448508419
2024-03-18,2678.52001953125,2688.070068359375,2665.280029296875,2685.840087890625,2685.840087890625,408200,0.7124536670298998
2024-03-19,2673.570068359375,2673.570068359375,2645.139892578125,2656.169921875,2656.169921875,695900,-1.1046884790124278
2024-03-20,2680.699951171875,2692.52001953125,2674.090087890625,2690.139892578125,2690.139892578125,720500,1.2789080406100384
2024-03-21,2731.179931640625,2755.449951171875,2724.25,2754.860107421875,2754.860107421875,823700,2.4058308276944107
2024-03-22,2751.14990234375,2763.06005859375,2738.179931640625,2748.56005859375,2748.56005859375,509500,-0.22868852074020563
