,Date,BH_avgRtn,BL_avgRtn,SH_avgRtn,SL_avgRtn,BDH_avgRtn,BDL_avgRtn,SDH_avgRtn,SDL_avgRtn,PHDH_avgRtn,PHDL_avgRtn,PLDH_avgRtn,PLDL_avgRtn,연도,SMB,HML,DHMDL
0,2007-01-31,-0.009332816438030727,-0.013457708556349677,-0.03446710755617894,-0.011113119121795705,-0.021936238453365457,-0.00869604935133847,-0.00849626412664394,-0.031540574742206284,-0.030157854524970995,-0.03193708593995909,0.00980682640695237,-0.01991607358357317,2007,-0.03418496418078444,-0.03151451015513697,-0.010314190533237018
1,2007-02-28,-0.07270179832763055,-0.04565979715725842,-0.035485957350112375,-0.043808257424472474,-0.051050423778212874,-0.05266596051244649,-0.053817428901017456,-0.03276982675138286,-0.054661413205766694,-0.03333449209229451,-0.051327344655098875,-0.0420499711870034,2007,-0.02011341703214036,-0.06345372838687746,-0.06214995904731564
2,2007-03-31,0.011694682562963224,0.03810214463008125,0.04805991696749743,0.0727296124429396,0.03143951451977058,0.03181566500412055,0.04067403609805579,0.06557166902025251,0.029141879350011817,0.05024557187474246,0.049295339408473665,0.06315378613277653,2007,0.0958911158139148,0.004338720993950232,0.023419883605639846
3,2007-04-30,0.07234488980208928,0.06267935702565734,0.0835406650443718,0.08378730421380058,0.06733217016952238,0.0641011408340923,0.1123496879709408,0.07175415122454896,0.0977335594081002,0.07498688693474309,0.10528726006232673,0.06498462312704242,2007,0.09981584584429909,0.08265222422673212,0.11175421211114253
4,2007-05-31,0.16297366171157798,0.12373140346587083,0.10044414093507689,0.06218782820997599,0.1097133040017098,0.14277667882833808,0.0556473436548938,0.09658356063640673,0.06975931061952907,0.12582370317317726,0.0690050071607245,0.09222409536354229,2007,0.019279436556328466,0.17045818680873148,0.04568052792423119
5,2007-06-30,0.14334682305324883,0.18385143177376245,0.1536556313483193,0.23841765843068397,0.1582517822890374,0.1806923756708285,0.14066530089029314,0.20869402649535182,0.1257817156066988,0.16465140039495202,0.16753888933925207,0.23574724305175465,2007,0.2284741623654976,0.08586790929934493,0.10422388209624037
6,2007-07-31,0.09227090119682302,0.05450610012356727,0.024324411653292927,0.06955224902132788,0.08169790919249509,0.055682981913066885,0.028441217271356838,0.04911658879476167,0.03884979565061141,0.029838252306882005,0.04633233152783741,0.07023355837804685,2007,0.02048816001442566,0.05456613827766837,0.057739341109937656
7,2007-08-31,0.10714596819157995,0.10577620282838254,0.07237052210824645,0.08023301958095795,0.08763938291277702,0.11424104401693704,0.06690890677864669,0.07923871485502278,0.0733265854541645,0.07817854962783632,0.07149893021578556,0.09746958102958825,2007,0.04614245617922315,0.08651187909515617,0.057808410255443796
8,2007-09-30,-0.03665129865508165,0.03832199215594441,-0.003377568152722902,0.013889570052172982,0.008184258774754302,0.0264342575585836,-0.0010300824217695664,0.005766341957528356,-0.003303332407047776,-0.009390659641387617,0.006716181446666853,0.029983481390147466,2007,0.0096766551490187,-0.06613464791186324,-0.00894612340507124
9,2007-10-31,0.02848021705849599,0.03586775056383908,0.003834600575458295,0.01516804306034265,0.04063745916342588,0.031331453047744935,0.02215620683020959,0.0028914227631818036,0.008222674405545747,0.006221831762549047,0.04812820651042949,0.013918324408624123,2007,-0.013171340175366593,0.0067969208218634225,0.04568222808817209
