회사명,거래소코드,회계년도,배당성향,자본(*)(IFRS연결)(천원)
(주)DB하이텍,000990,2000/12,22,
(주)DB하이텍,000990,2001/12,20,
(주)DB하이텍,000990,2002/12,29.36,
(주)DB하이텍,000990,2003/12,36.68,
(주)DB하이텍,000990,2004/12,11.68,
(주)DB하이텍,000990,2005/12,21.19,
(주)DB하이텍,000990,2006/12,113.16,
(주)DB하이텍,000990,2007/12,0,835716158
(주)DB하이텍,000990,2008/12,0,844331741
(주)DB하이텍,000990,2009/12,0,607545037
(주)DB하이텍,000990,2010/12,0,398016157
(주)DB하이텍,000990,2011/12,0,308061688
(주)DB하이텍,000990,2012/12,0,290893335
(주)DB하이텍,000990,2013/12,0,204756748
(주)DB하이텍,000990,2014/12,0,120702734
(주)DB하이텍,000990,2015/12,0,254057491
(주)DB하이텍,000990,2016/12,0,341917315
(주)DB하이텍,000990,2017/12,14.74,455797946
(주)DB하이텍,000990,2018/12,11.42,558391531
(주)DB하이텍,000990,2019/12,12.55,644650730
(주)DB하이텍,000990,2020/12,9.18,794584513
(주)DB하이텍,000990,2021/12,6.17,1106049706
(주)DB하이텍,000990,2022/12,10.12,1638284078
(주)DB하이텍,000990,2023/12,,1740082438
(주)HJ중공업,097230,2007/12,74.97,936466000
(주)HJ중공업,097230,2008/12,7.51,2104845000
(주)HJ중공업,097230,2009/12,23.02,2080926000
(주)HJ중공업,097230,2010/12,0,1955791000
(주)HJ중공업,097230,2011/12,0,1866848000
(주)HJ중공업,097230,2012/12,0,1715516000
(주)HJ중공업,097230,2013/12,0,1638998000
(주)HJ중공업,097230,2014/12,0,1573076000
(주)HJ중공업,097230,2015/12,0,1368589000
(주)HJ중공업,097230,2016/12,0,895183000
(주)HJ중공업,097230,2017/12,0,577198000
(주)HJ중공업,097230,2018/12,0,-708186000
(주)HJ중공업,097230,2019/12,0,244994000
(주)HJ중공업,097230,2020/12,0,320003000
(주)HJ중공업,097230,2021/12,0,432005000
(주)HJ중공업,097230,2022/12,0,384990000
(주)MH에탄올,023150,2000/12,0,
(주)MH에탄올,023150,2001/12,0,
(주)MH에탄올,023150,2002/12,25.06,
(주)MH에탄올,023150,2003/12,25.47,
(주)MH에탄올,023150,2004/12,17.78,
(주)MH에탄올,023150,2005/12,37.49,
(주)MH에탄올,023150,2006/12,75.11,
(주)MH에탄올,023150,2007/12,40.36,
(주)MH에탄올,023150,2008/12,0,34442994
(주)MH에탄올,023150,2009/12,0,45096297
(주)MH에탄올,023150,2010/12,0,46625147
(주)MH에탄올,023150,2011/12,0,42667338
(주)MH에탄올,023150,2012/12,0,39678259
(주)MH에탄올,023150,2013/12,0,45885523
(주)MH에탄올,023150,2014/12,31.95,52788681
(주)MH에탄올,023150,2015/12,23.49,57884347
(주)MH에탄올,023150,2016/12,26.58,63581883
(주)MH에탄올,023150,2017/12,40.91,106837344
(주)MH에탄올,023150,2018/12,35.83,91585473
(주)MH에탄올,023150,2019/12,0,79389077
(주)MH에탄올,023150,2020/12,196.99,80425495
(주)MH에탄올,023150,2021/12,46.13,84703339
(주)MH에탄올,023150,2022/12,28.62,95397727
(주)MH에탄올,023150,2023/12,,99070017
(주)SH에너지화학,002360,2000/06,0,
(주)SH에너지화학,002360,2001/06,0,
(주)SH에너지화학,002360,2002/06,0,
(주)SH에너지화학,002360,2003/06,0,
(주)SH에너지화학,002360,2004/06,0,
(주)SH에너지화학,002360,2005/06,0,
(주)SH에너지화학,002360,2006/12,0,
(주)SH에너지화학,002360,2007/12,0,64164020
(주)SH에너지화학,002360,2008/12,0,73630260
(주)SH에너지화학,002360,2009/12,0,69687160
(주)SH에너지화학,002360,2010/12,0,61526743
(주)SH에너지화학,002360,2011/12,0,65242326
(주)SH에너지화학,002360,2012/12,0,64881202
(주)SH에너지화학,002360,2013/12,34.37,69599141
(주)SH에너지화학,002360,2014/12,32.05,84237197
(주)SH에너지화학,002360,2015/12,38.61,91646221
(주)SH에너지화학,002360,2016/12,34.71,104088887
(주)SH에너지화학,002360,2017/12,53.55,107693472
(주)SH에너지화학,002360,2018/12,92.13,105390892
(주)SH에너지화학,002360,2019/12,0,98999976
(주)SH에너지화학,002360,2020/12,0,90008391
(주)SH에너지화학,002360,2021/12,145.6,91739102
(주)SH에너지화학,002360,2022/12,89.07,94101468
(주)SH에너지화학,002360,2023/12,,90131775
(주)SIMPAC,009160,2000/12,0,
(주)SIMPAC,009160,2001/12,0,
(주)SIMPAC,009160,2002/12,0,
(주)SIMPAC,009160,2003/12,18.29,
(주)SIMPAC,009160,2004/12,10.7,
(주)SIMPAC,009160,2005/12,15.4,
(주)SIMPAC,009160,2006/12,16.16,
(주)SIMPAC,009160,2007/12,14.22,
(주)SIMPAC,009160,2008/12,7.85,
(주)SIMPAC,009160,2009/12,14.66,104179958
(주)SIMPAC,009160,2010/12,13.43,145325032
(주)SIMPAC,009160,2011/12,12.74,168941269
(주)SIMPAC,009160,2012/12,12,187860952
(주)SIMPAC,009160,2013/12,11.26,208831047
(주)SIMPAC,009160,2014/12,21.15,219125252
(주)SIMPAC,009160,2015/12,16.7,232007841
(주)SIMPAC,009160,2016/12,16.12,240416530
(주)SIMPAC,009160,2017/12,27.89,240826100
(주)SIMPAC,009160,2018/12,5.82,435032869
(주)SIMPAC,009160,2019/12,31.57,441195485
(주)SIMPAC,009160,2020/12,13.11,463986165
(주)SIMPAC,009160,2021/12,17.11,546662289
(주)SIMPAC,009160,2022/12,22.84,599682757
(주)SIMPAC,009160,2023/12,,582578412
(주)SNT에너지,100840,2008/12,9.3,
(주)SNT에너지,100840,2009/12,9.4,
(주)SNT에너지,100840,2010/12,92.45,
(주)SNT에너지,100840,2011/12,0,
(주)SNT에너지,100840,2012/12,15.6,
(주)SNT에너지,100840,2013/12,13.13,
(주)SNT에너지,100840,2014/12,31.45,
(주)SNT에너지,100840,2015/12,13.11,
(주)SNT에너지,100840,2016/12,0,
(주)SNT에너지,100840,2017/12,0,
(주)SNT에너지,100840,2018/12,0,
(주)SNT에너지,100840,2019/12,39.47,244954910
(주)SNT에너지,100840,2020/12,57.35,235772710
(주)SNT에너지,100840,2021/12,40.09,244849256
(주)SNT에너지,100840,2022/12,80.93,255431113
(주)SNT에너지,100840,2023/12,,276014273
(주)SNT홀딩스,036530,2000/12,14.88,
(주)SNT홀딩스,036530,2001/12,14.92,
(주)SNT홀딩스,036530,2002/12,8.83,
(주)SNT홀딩스,036530,2003/12,0,
(주)SNT홀딩스,036530,2004/12,6.74,
(주)SNT홀딩스,036530,2005/12,12.61,
(주)SNT홀딩스,036530,2006/12,10.47,
(주)SNT홀딩스,036530,2007/12,19.28,597462861
(주)SNT홀딩스,036530,2008/12,15.1,1058706649
(주)SNT홀딩스,036530,2009/12,18.99,1126491185
(주)SNT홀딩스,036530,2010/12,19.02,1277919679
(주)SNT홀딩스,036530,2011/12,102.03,1311007481
(주)SNT홀딩스,036530,2012/12,64.5,1318022867
(주)SNT홀딩스,036530,2013/12,53.14,1374365240
(주)SNT홀딩스,036530,2014/12,43.21,1356040938
(주)SNT홀딩스,036530,2015/12,13.81,1529249091
(주)SNT홀딩스,036530,2016/12,79.84,1530892611
(주)SNT홀딩스,036530,2017/12,75.7,1519293154
(주)SNT홀딩스,036530,2018/12,101.44,1503275496
(주)SNT홀딩스,036530,2019/12,81.97,1625933047
(주)SNT홀딩스,036530,2020/12,41.87,1617529065
(주)SNT홀딩스,036530,2021/12,61.19,1780130380
(주)SNT홀딩스,036530,2022/12,53.2,1816295611
(주)SNT홀딩스,036530,2023/12,,1952822454
(주)STX,011810,2000/12,0,
(주)STX,011810,2001/12,53.6,
(주)STX,011810,2002/12,22.69,
(주)STX,011810,2003/12,135.45,
(주)STX,011810,2004/12,34.37,
(주)STX,011810,2005/12,35.04,
(주)STX,011810,2006/12,27.76,
(주)STX,011810,2007/12,15.27,2138810748
(주)STX,011810,2008/12,50.8,4041815714
(주)STX,011810,2009/12,0,3514601933
(주)STX,011810,2010/12,40.55,1622889000
(주)STX,011810,2011/12,17.33,1915942000
(주)STX,011810,2012/12,0,1506639000
(주)STX,011810,2013/12,0,-509663000
(주)STX,011810,2014/12,0,93662000
(주)STX,011810,2015/12,0,72342000
(주)STX,011810,2016/12,0,-330596000
(주)STX,011810,2017/12,0,42560000
(주)STX,011810,2018/12,0,64028000
(주)STX,011810,2019/12,0,56291000
(주)STX,011810,2020/12,0,81729000
(주)STX,011810,2021/12,0,122530000
(주)STX,011810,2022/12,0,102407000
(주)TCC스틸,002710,2000/12,26.83,
(주)TCC스틸,002710,2001/12,21.7,
(주)TCC스틸,002710,2002/12,24.2,
(주)TCC스틸,002710,2003/12,14,
(주)TCC스틸,002710,2004/12,10.15,
(주)TCC스틸,002710,2005/12,11.38,
(주)TCC스틸,002710,2006/12,9.51,
(주)TCC스틸,002710,2007/12,54.95,140222048
(주)TCC스틸,002710,2008/12,100.26,139444828
(주)TCC스틸,002710,2009/12,16,152770454
(주)TCC스틸,002710,2010/12,22.27,225226613
(주)TCC스틸,002710,2011/12,32.14,225441968
(주)TCC스틸,002710,2012/12,44.7,225998781
(주)TCC스틸,002710,2013/12,212.44,205738102
(주)TCC스틸,002710,2014/12,86.32,189038004
(주)TCC스틸,002710,2015/12,0,86012476
(주)TCC스틸,002710,2016/12,0,103337634
(주)TCC스틸,002710,2017/12,0,100915803
(주)TCC스틸,002710,2018/12,22.56,112246210
(주)TCC스틸,002710,2019/12,32.07,116843135
(주)TCC스틸,002710,2020/12,0,121130879
(주)TCC스틸,002710,2021/12,12.02,155229149
(주)TCC스틸,002710,2022/12,12.98,208804980
(주)TCC스틸,002710,2023/12,,235047322
(주)강원랜드,035250,2000/12,,
(주)강원랜드,035250,2001/12,10.5,
(주)강원랜드,035250,2002/12,20,
(주)강원랜드,035250,2003/12,27.7,
(주)강원랜드,035250,2004/12,35.4,
(주)강원랜드,035250,2005/12,37.6,
(주)강원랜드,035250,2006/12,42.7,
(주)강원랜드,035250,2007/12,45.5,
(주)강원랜드,035250,2008/12,48.02,
(주)강원랜드,035250,2009/12,49.4,1889714656
(주)강원랜드,035250,2010/12,46.87,2099210537
(주)강원랜드,035250,2011/12,46.96,2257362696
(주)강원랜드,035250,2012/12,51.62,2372026990
(주)강원랜드,035250,2013/12,50.49,2517696496
(주)강원랜드,035250,2014/12,47.37,2705357485
(주)강원랜드,035250,2015/12,46.16,2997755205
(주)강원랜드,035250,2016/12,44.11,3252727459
(주)강원랜드,035250,2017/12,45.92,3501235933
(주)강원랜드,035250,2018/12,61.37,3586777089
(주)강원랜드,035250,2019/12,54.37,3717759076
(주)강원랜드,035250,2020/12,0,3247028580
(주)강원랜드,035250,2021/12,0,3252792611
(주)강원랜드,035250,2022/12,61.23,3415377901
(주)강원랜드,035250,2023/12,,3677900816
(주)갤럭시아에스엠,011420,2000/12,0,
(주)갤럭시아에스엠,011420,2001/12,48.86,
(주)갤럭시아에스엠,011420,2002/12,0,
(주)갤럭시아에스엠,011420,2003/12,0,
(주)갤럭시아에스엠,011420,2004/12,0,
(주)갤럭시아에스엠,011420,2005/12,0,
(주)갤럭시아에스엠,011420,2006/12,0,
(주)갤럭시아에스엠,011420,2007/12,0,
(주)갤럭시아에스엠,011420,2008/12,0,
(주)갤럭시아에스엠,011420,2009/12,0,
(주)갤럭시아에스엠,011420,2010/12,0,23314808
(주)갤럭시아에스엠,011420,2011/12,0,25274017
(주)갤럭시아에스엠,011420,2012/12,0,25907252
(주)갤럭시아에스엠,011420,2013/12,0,21493102
(주)갤럭시아에스엠,011420,2014/12,0,23205508
(주)갤럭시아에스엠,011420,2015/12,0,49739042
(주)갤럭시아에스엠,011420,2016/12,0,44846832
(주)갤럭시아에스엠,011420,2017/12,0,40494336
(주)갤럭시아에스엠,011420,2018/12,0,26472162
(주)갤럭시아에스엠,011420,2019/12,0,21798750
(주)갤럭시아에스엠,011420,2020/12,0,
(주)갤럭시아에스엠,011420,2021/12,0,
(주)갤럭시아에스엠,011420,2022/12,0,
(주)갤럭시아에스엠,011420,2023/12,,
(주)경농,002100,2000/12,15.55,
(주)경농,002100,2001/12,11.44,
(주)경농,002100,2002/12,11.59,
(주)경농,002100,2003/12,166.62,
(주)경농,002100,2004/12,25.1,
(주)경농,002100,2005/12,19.79,
(주)경농,002100,2006/12,19.68,
(주)경농,002100,2007/12,20.46,
(주)경농,002100,2008/12,29.89,
(주)경농,002100,2009/12,20.61,
(주)경농,002100,2010/12,37.18,147965840
(주)경농,002100,2011/12,101.36,142986220
(주)경농,002100,2012/12,39.35,151738994
(주)경농,002100,2013/12,25.14,163157512
(주)경농,002100,2014/12,41.42,168915900
(주)경농,002100,2015/12,66.07,174667648
(주)경농,002100,2016/12,82.03,183969132
(주)경농,002100,2017/12,45.67,192152986
(주)경농,002100,2018/12,46.46,201453891
(주)경농,002100,2019/12,55.65,201885272
(주)경농,002100,2020/12,42.7,211372233
(주)경농,002100,2021/12,25.55,236809394
(주)경농,002100,2022/12,38.21,260484164
(주)경농,002100,2023/12,,268461032
(주)경동나비엔,009450,2000/12,18.3,
(주)경동나비엔,009450,2001/12,10.31,
(주)경동나비엔,009450,2002/12,7.92,
(주)경동나비엔,009450,2003/12,14.46,
(주)경동나비엔,009450,2004/12,20.25,
(주)경동나비엔,009450,2005/12,22.65,
(주)경동나비엔,009450,2006/12,18.83,
(주)경동나비엔,009450,2007/12,14.74,129201513
(주)경동나비엔,009450,2008/12,14.89,142361527
(주)경동나비엔,009450,2009/12,31.17,141556730
(주)경동나비엔,009450,2010/12,16.59,160449250
(주)경동나비엔,009450,2011/12,13.2,168114574
(주)경동나비엔,009450,2012/12,13.7,175875394
(주)경동나비엔,009450,2013/12,13.65,187280988
(주)경동나비엔,009450,2014/12,13.9,190021880
(주)경동나비엔,009450,2015/12,6.53,206076609
(주)경동나비엔,009450,2016/12,6.61,238762190
(주)경동나비엔,009450,2017/12,15.5,256506497
(주)경동나비엔,009450,2018/12,13.83,280103616
(주)경동나비엔,009450,2019/12,18.5,301042624
(주)경동나비엔,009450,2020/12,25,348163846
(주)경동나비엔,009450,2021/12,10.44,450415463
(주)경동나비엔,009450,2022/12,16.54,517704585
(주)경동나비엔,009450,2023/12,,584595249
(주)경동도시가스,267290,2017/12,20,294331882
(주)경동도시가스,267290,2018/12,12.14,320490074
(주)경동도시가스,267290,2019/12,21.16,339612043
(주)경동도시가스,267290,2020/12,27.4,356677691
(주)경동도시가스,267290,2021/12,23.22,375416487
(주)경동도시가스,267290,2022/12,21.94,394988697
(주)경동도시가스,267290,2023/12,,420797886
(주)경동인베스트,012320,2000/12,18.32,
(주)경동인베스트,012320,2001/12,17.9,
(주)경동인베스트,012320,2002/12,21.29,
(주)경동인베스트,012320,2003/12,20.31,
(주)경동인베스트,012320,2004/12,21.38,
(주)경동인베스트,012320,2005/12,19.22,
(주)경동인베스트,012320,2006/12,16.99,
(주)경동인베스트,012320,2007/12,14.8,211936745
(주)경동인베스트,012320,2008/12,11.39,236663250
(주)경동인베스트,012320,2009/12,13.11,259873020
(주)경동인베스트,012320,2010/12,8.04,376913014
(주)경동인베스트,012320,2011/12,7.66,407862543
(주)경동인베스트,012320,2012/12,7.65,446509347
(주)경동인베스트,012320,2013/12,9.42,498740561
(주)경동인베스트,012320,2014/12,9.71,607451423
(주)경동인베스트,012320,2015/12,0,576479441
(주)경동인베스트,012320,2016/12,25.37,587924566
(주)경동인베스트,012320,2017/12,15.68,400403090
(주)경동인베스트,012320,2018/12,72.16,397867310
(주)경동인베스트,012320,2019/12,0,414533638
(주)경동인베스트,012320,2020/12,83.24,430745334
(주)경동인베스트,012320,2021/12,457.6,439753088
(주)경동인베스트,012320,2022/12,0,450708398
(주)경동인베스트,012320,2023/12,,465586358
(주)경방,000050,2000/12,50.99,
(주)경방,000050,2001/12,0,
(주)경방,000050,2002/12,29.46,
(주)경방,000050,2003/12,277.62,
(주)경방,000050,2004/12,0,
(주)경방,000050,2005/12,0,
(주)경방,000050,2006/12,0,
(주)경방,000050,2007/12,0,385429581
(주)경방,000050,2008/12,0,407493133
(주)경방,000050,2009/12,0,714374320
(주)경방,000050,2010/12,6.96,632800486
(주)경방,000050,2011/12,0,629704391
(주)경방,000050,2012/12,0,620704205
(주)경방,000050,2013/12,4.13,636438555
(주)경방,000050,2014/12,9.63,647668814
(주)경방,000050,2015/12,15.86,662952918
(주)경방,000050,2016/12,15.93,679843399
(주)경방,000050,2017/12,19.22,699134073
(주)경방,000050,2018/12,11.55,708769347
(주)경방,000050,2019/12,14.86,741553199
(주)경방,000050,2020/12,12.5,741929808
(주)경방,000050,2021/12,13.43,752146420
(주)경방,000050,2022/12,0,755008459
(주)경방,000050,2023/12,,738045544
(주)경보제약,214390,2000/12,,
(주)경보제약,214390,2001/12,,
(주)경보제약,214390,2002/12,,
(주)경보제약,214390,2003/12,,
(주)경보제약,214390,2004/12,,
(주)경보제약,214390,2005/12,,
(주)경보제약,214390,2006/12,,
(주)경보제약,214390,2007/12,,
(주)경보제약,214390,2008/12,,
(주)경보제약,214390,2009/12,,
(주)경보제약,214390,2010/12,,
(주)경보제약,214390,2011/12,,
(주)경보제약,214390,2012/12,,
(주)경보제약,214390,2013/12,,
(주)경보제약,214390,2014/12,,
(주)경보제약,214390,2015/12,25.18,
(주)경보제약,214390,2016/12,37.63,
(주)경보제약,214390,2017/12,33.27,
(주)경보제약,214390,2018/12,36.45,
(주)경보제약,214390,2019/12,45.23,
(주)경보제약,214390,2020/12,25.42,
(주)경보제약,214390,2021/12,0,
(주)경보제약,214390,2022/12,195.77,
(주)경보제약,214390,2023/12,,
(주)경인양행,012610,2000/12,45.04,
(주)경인양행,012610,2001/12,22.79,
(주)경인양행,012610,2002/12,23.39,
(주)경인양행,012610,2003/12,34.24,
(주)경인양행,012610,2004/12,29.95,
(주)경인양행,012610,2005/12,59.21,
(주)경인양행,012610,2006/12,116.85,
(주)경인양행,012610,2007/12,34.62,71116587
(주)경인양행,012610,2008/12,14.25,108808981
(주)경인양행,012610,2009/12,16.06,167806441
(주)경인양행,012610,2010/12,29.2,176138097
(주)경인양행,012610,2011/12,66.18,176292506
(주)경인양행,012610,2012/12,40.13,174988685
(주)경인양행,012610,2013/12,15.76,189744314
(주)경인양행,012610,2014/12,21.47,198238667
(주)경인양행,012610,2015/12,1818.52,201125304
(주)경인양행,012610,2016/12,53.07,208293196
(주)경인양행,012610,2017/12,373.5,210934933
(주)경인양행,012610,2018/12,27.06,223759383
(주)경인양행,012610,2019/12,42.4,237433141
(주)경인양행,012610,2020/12,0,228381756
(주)경인양행,012610,2021/12,11.51,251869915
(주)경인양행,012610,2022/12,27.05,266154503
(주)경인양행,012610,2023/12,,251693305
(주)광명전기,017040,2000/12,0,
(주)광명전기,017040,2002/11,0,
(주)광명전기,017040,2003/11,0,
(주)광명전기,017040,2004/11,0,
(주)광명전기,017040,2005/12,0,
(주)광명전기,017040,2006/12,0,
(주)광명전기,017040,2007/12,0,57890532
(주)광명전기,017040,2008/12,0,58974657
(주)광명전기,017040,2009/12,0,59371178
(주)광명전기,017040,2010/12,0,60146533
(주)광명전기,017040,2011/12,0,62936103
(주)광명전기,017040,2012/12,0,62992204
(주)광명전기,017040,2013/12,0,69847678
(주)광명전기,017040,2014/12,0,78696030
(주)광명전기,017040,2015/12,0,87829336
(주)광명전기,017040,2016/12,0,98063360
(주)광명전기,017040,2017/12,0,96648221
(주)광명전기,017040,2018/12,0,98748349
(주)광명전기,017040,2019/12,10.05,105398860
(주)광명전기,017040,2020/12,13.29,109787206
(주)광명전기,017040,2021/12,9.44,115135261
(주)광명전기,017040,2022/12,10.23,118870746
(주)광명전기,017040,2023/12,,130789198
(주)광주신세계,037710,2000/12,,
(주)광주신세계,037710,2001/12,4.77,
(주)광주신세계,037710,2002/12,7.56,
(주)광주신세계,037710,2003/12,10.69,
(주)광주신세계,037710,2004/12,13.04,
(주)광주신세계,037710,2005/12,10.56,
(주)광주신세계,037710,2006/12,9.42,
(주)광주신세계,037710,2007/12,7.3,
(주)광주신세계,037710,2008/12,6.43,
(주)광주신세계,037710,2009/12,5.47,
(주)광주신세계,037710,2010/12,4.53,
(주)광주신세계,037710,2011/12,3.83,
(주)광주신세계,037710,2012/12,3.72,
(주)광주신세계,037710,2013/12,4.12,
(주)광주신세계,037710,2014/12,4.74,
(주)광주신세계,037710,2015/12,4.36,
(주)광주신세계,037710,2016/12,4.39,
(주)광주신세계,037710,2017/12,4.18,
(주)광주신세계,037710,2018/12,10.64,
(주)광주신세계,037710,2019/12,11.68,
(주)광주신세계,037710,2020/12,12.91,
(주)광주신세계,037710,2021/12,25.82,
(주)광주신세계,037710,2022/12,30.74,
(주)광주신세계,037710,2023/12,,
(주)국동,005320,2000/12,35.27,
(주)국동,005320,2001/12,34.25,
(주)국동,005320,2002/12,0,
(주)국동,005320,2003/12,24.96,
(주)국동,005320,2004/12,63.16,
(주)국동,005320,2005/12,0,
(주)국동,005320,2006/12,0,
(주)국동,005320,2007/12,0,27626662
(주)국동,005320,2008/12,0,9171160
(주)국동,005320,2009/12,0,-1604665
(주)국동,005320,2010/12,0,-3728293
(주)국동,005320,2011/12,0,5829570
(주)국동,005320,2012/12,0,9422729
(주)국동,005320,2013/12,0,15412210
(주)국동,005320,2014/12,0,28639367
(주)국동,005320,2015/12,0,31226110
(주)국동,005320,2016/12,0,51725723
(주)국동,005320,2017/12,0,42630725
(주)국동,005320,2018/12,0,48475045
(주)국동,005320,2019/12,0,65481226
(주)국동,005320,2020/12,311.23,83835084
(주)국동,005320,2021/12,0,102364581
(주)국동,005320,2022/12,0,109055850
(주)국동,005320,2023/12,,110792565
(주)국보,001140,2000/12,6.03,
(주)국보,001140,2001/12,0,
(주)국보,001140,2002/12,0,
(주)국보,001140,2003/12,66.2,
(주)국보,001140,2004/12,0,
(주)국보,001140,2005/12,0,
(주)국보,001140,2006/12,0,
(주)국보,001140,2007/12,55.75,
(주)국보,001140,2008/12,0,
(주)국보,001140,2009/12,30.63,
(주)국보,001140,2010/12,17.4,34910444
(주)국보,001140,2011/12,0,34466553
(주)국보,001140,2012/12,0,33793391
(주)국보,001140,2013/12,0,29768264
(주)국보,001140,2014/12,0,22620239
(주)국보,001140,2015/12,0,18409444
(주)국보,001140,2016/12,0,15275562
(주)국보,001140,2017/12,0,17848563
(주)국보,001140,2018/12,0,13412206
(주)국보,001140,2019/12,0,28604010
(주)국보,001140,2020/12,0,30827300
(주)국보,001140,2021/12,0,31843319
(주)국보,001140,2022/12,0,43088341
(주)금비,008870,2000/09,12.45,
(주)금비,008870,2001/09,7.7,
(주)금비,008870,2002/09,9.28,
(주)금비,008870,2003/09,11.23,
(주)금비,008870,2004/09,10.89,
(주)금비,008870,2005/09,11.9,
(주)금비,008870,2006/09,19.96,
(주)금비,008870,2007/09,20.8,
(주)금비,008870,2008/09,109.65,
(주)금비,008870,2009/09,43.09,
(주)금비,008870,2010/09,73.41,
(주)금비,008870,2011/09,24.5,127461261
(주)금비,008870,2012/09,669.4,127569592
(주)금비,008870,2013/09,320.59,127930275
(주)금비,008870,2014/09,0,130427078
(주)금비,008870,2015/09,43.09,138920965
(주)금비,008870,2016/09,24.15,146679335
(주)금비,008870,2017/09,83.29,150022915
(주)금비,008870,2018/09,33.08,156252159
(주)금비,008870,2019/09,50.28,163543704
(주)금비,008870,2020/09,0,157447657
(주)금비,008870,2021/09,40.58,161870621
(주)금비,008870,2022/09,0,133589518
(주)금비,008870,2023/09,0,122824441
(주)금양,001570,2000/12,0,
(주)금양,001570,2001/12,0,
(주)금양,001570,2002/12,0,
(주)금양,001570,2003/12,0,
(주)금양,001570,2004/12,0,
(주)금양,001570,2005/12,0,
(주)금양,001570,2006/12,0,
(주)금양,001570,2007/12,3935.22,21429127
(주)금양,001570,2008/12,33.95,45472608
(주)금양,001570,2009/12,60,42642550
(주)금양,001570,2010/12,85.36,41251206
(주)금양,001570,2011/12,34.48,45175687
(주)금양,001570,2012/12,37.23,45542580
(주)금양,001570,2013/12,99.63,45554255
(주)금양,001570,2014/12,70.46,44489985
(주)금양,001570,2015/12,86.23,57953744
(주)금양,001570,2016/12,0,34480745
(주)금양,001570,2017/12,0,57595446
(주)금양,001570,2018/12,18.97,79456336
(주)금양,001570,2019/12,0,68287064
(주)금양,001570,2020/12,0,79793803
(주)금양,001570,2021/12,0,117407476
(주)금양,001570,2022/12,0,117757042
(주)금호에이치티,214330,2000/12,,
(주)금호에이치티,214330,2001/12,,
(주)금호에이치티,214330,2002/12,,
(주)금호에이치티,214330,2003/12,,
(주)금호에이치티,214330,2004/12,,
(주)금호에이치티,214330,2005/12,,
(주)금호에이치티,214330,2006/12,,
(주)금호에이치티,214330,2007/12,,
(주)금호에이치티,214330,2008/12,,
(주)금호에이치티,214330,2009/12,,
(주)금호에이치티,214330,2010/12,,
(주)금호에이치티,214330,2011/12,,
(주)금호에이치티,214330,2012/12,,
(주)금호에이치티,214330,2013/12,,47630734
(주)금호에이치티,214330,2014/12,,63008983
(주)금호에이치티,214330,2015/12,7.28,81388280
(주)금호에이치티,214330,2016/12,7.58,86282030
(주)금호에이치티,214330,2017/12,13.48,90754420
(주)금호에이치티,214330,2018/12,0,124851870
(주)금호에이치티,214330,2019/12,0,172630689
(주)금호에이치티,214330,2020/12,0,223139865
(주)금호에이치티,214330,2021/12,0,350809715
(주)금호에이치티,214330,2022/12,0,325800542
(주)금호에이치티,214330,2023/12,,303120573
(주)까뮤이앤씨,013700,2000/12,60.07,
(주)까뮤이앤씨,013700,2001/12,45.83,
(주)까뮤이앤씨,013700,2002/12,54.71,
(주)까뮤이앤씨,013700,2003/12,15.1,
(주)까뮤이앤씨,013700,2004/12,12.6,
(주)까뮤이앤씨,013700,2005/12,8.35,
(주)까뮤이앤씨,013700,2006/12,10.85,
(주)까뮤이앤씨,013700,2007/12,16.97,121174914
(주)까뮤이앤씨,013700,2008/12,10.74,170653062
(주)까뮤이앤씨,013700,2009/12,14.33,
(주)까뮤이앤씨,013700,2010/12,12.86,
(주)까뮤이앤씨,013700,2011/12,0,
(주)까뮤이앤씨,013700,2012/12,0,
(주)까뮤이앤씨,013700,2013/12,0,
(주)까뮤이앤씨,013700,2014/12,14.62,
(주)까뮤이앤씨,013700,2015/12,10.87,
(주)까뮤이앤씨,013700,2016/12,16.74,
(주)까뮤이앤씨,013700,2017/12,10.5,
(주)까뮤이앤씨,013700,2018/12,50.97,
(주)까뮤이앤씨,013700,2019/12,9.85,
(주)까뮤이앤씨,013700,2020/12,9.63,
(주)까뮤이앤씨,013700,2021/12,0,
(주)까뮤이앤씨,013700,2022/12,0,
(주)까뮤이앤씨,013700,2023/12,,87295247
(주)나이스홀딩스,034310,2000/12,17.82,
(주)나이스홀딩스,034310,2001/12,19.37,
(주)나이스홀딩스,034310,2002/12,28.56,
(주)나이스홀딩스,034310,2003/12,113.36,
(주)나이스홀딩스,034310,2004/12,45.48,
(주)나이스홀딩스,034310,2005/12,42.84,
(주)나이스홀딩스,034310,2006/12,29.23,
(주)나이스홀딩스,034310,2007/12,28.74,154127226
(주)나이스홀딩스,034310,2008/12,26.57,245549863
(주)나이스홀딩스,034310,2009/12,28.8,170790290
(주)나이스홀딩스,034310,2010/12,27.87,302476793
(주)나이스홀딩스,034310,2011/12,30.26,322296904
(주)나이스홀딩스,034310,2012/12,27.24,394674902
(주)나이스홀딩스,034310,2013/12,47.24,570818310
(주)나이스홀딩스,034310,2014/12,44.66,667095981
(주)나이스홀딩스,034310,2015/12,62.38,695351005
(주)나이스홀딩스,034310,2016/12,25.11,773235269
(주)나이스홀딩스,034310,2017/12,90.06,877935795
(주)나이스홀딩스,034310,2018/12,0,1040008134
(주)나이스홀딩스,034310,2019/12,170.23,1223621083
