iter	Logloss
258	0.4498896279
259	0.448682001
260	0.4482042068
261	0.4477143001
262	0.4470460378
263	0.446537803
264	0.4455673757
265	0.4448571338
266	0.4441752025
267	0.4434979738
268	0.4430084688
269	0.4420730126
270	0.4411936965
271	0.4404232704
272	0.4396083885
273	0.4388210199
274	0.4379599944
275	0.4372138499
276	0.4365554025
277	0.435916809
278	0.4347359001
279	0.4340923142
280	0.4336950198
281	0.4332216941
282	0.4324064884
283	0.4313767214
284	0.430771026
285	0.4300998744
286	0.4295919655
287	0.4285811738
288	0.4280471857
289	0.4274048938
290	0.4266866435
291	0.4261243976
292	0.4255795633
293	0.4249168829
294	0.4243075542
295	0.4235720977
296	0.4228956015
297	0.4220977507
298	0.4215467414
299	0.4209005145
300	0.4203465699
301	0.4198309246
302	0.4191206896
303	0.4181393635
304	0.417602882
305	0.4168850459
306	0.4162951741
307	0.4154779245
308	0.4144857813
309	0.4139814421
310	0.413526251
311	0.413026799
312	0.41264583
313	0.4121710426
314	0.4118354306
315	0.4109687629
316	0.4106112215
317	0.410275538
318	0.4096222424
319	0.4087578691
320	0.4084457049
321	0.407746163
322	0.4072002044
323	0.4066066017
324	0.4058816492
325	0.4052731612
326	0.404698355
327	0.4040604528
328	0.4031554884
329	0.4021872039
330	0.4013927947
331	0.4009537436
332	0.4008527501
333	0.3999803327
334	0.3996318774
335	0.3991229023
336	0.3985776037
337	0.3981172417
338	0.3975401289
339	0.3969598571
340	0.3960586076
341	0.3956321629
342	0.395239188
343	0.3946273294
344	0.3939115059
345	0.3933366802
346	0.3929997947
347	0.3924163006
348	0.3919737317
349	0.3913936652
350	0.3905837926
351	0.3902566565
352	0.3897966419
353	0.3892444004
354	0.3888051569
355	0.3882717174
356	0.3874680775
357	0.3871809895
358	0.386581652
359	0.3862311365
360	0.3857237954
361	0.3848773841
362	0.3843313559
363	0.3839586863
364	0.3834792379
365	0.3832018824
366	0.3828543723
367	0.382276028
368	0.3817102817
369	0.3811563066
370	0.380830214
371	0.380407358
372	0.3800912393
373	0.3798424631
374	0.3793178157
375	0.3788008072
376	0.3782967748
377	0.3776313236
378	0.3772054429
379	0.3769567513
380	0.3765853176
381	0.3758355482
382	0.3752024693
383	0.3747060818
384	0.3743202804
385	0.3739022671
386	0.3735241036
387	0.372883031
388	0.3723454814
389	0.3718817286
390	0.3715078367
391	0.3709422931
392	0.3703987422
393	0.37026959
394	0.3696888534
395	0.3692503071
396	0.3685471298
397	0.3680076801
398	0.3674929153
399	0.3671485182
400	0.3665113033
401	0.3659251792
402	0.3654166846
403	0.3650279737
404	0.3646058724
405	0.3638706984
406	0.3629038772
407	0.3623886127
408	0.3617380994
409	0.3614151445
410	0.3611247547
411	0.3605926144
412	0.3600467009
413	0.3596202882
414	0.3590585486
415	0.3585398234
416	0.3579115691
417	0.3577374455
418	0.3571088866
419	0.3567605181
420	0.3560938349
421	0.35578334
422	0.3552932257
423	0.3549748321
424	0.3545445193
425	0.3538689393
426	0.3534702074
427	0.3530602187
428	0.3526311741
429	0.3521713294
430	0.351706546
431	0.3510539425
432	0.3504483391
433	0.3500463896
434	0.3498764947
435	0.349538848
436	0.3491472006
437	0.3489311566
438	0.3483060786
439	0.3479172584
440	0.3474110906
441	0.3470451736
442	0.346740935
443	0.3463624363
444	0.3459571295
445	0.3452829516
446	0.3449484084
447	0.3445467169
448	0.34396135
449	0.3434868484
450	0.3429498032
451	0.3426876933
452	0.3422466542
453	0.3418070611
454	0.3414777554
455	0.3406535078
456	0.3401162205
457	0.3397887629
458	0.3392333859
459	0.3386081788
460	0.3381219451
461	0.3377579392
462	0.3376027316
463	0.33707123
464	0.3364250586
465	0.3359988508
466	0.3354319014
467	0.334767569
468	0.3344752266
469	0.3340692034
470	0.3336617615
471	0.3335739691
472	0.3329677258
473	0.3324279958
474	0.3317840622
475	0.3314911914
476	0.3311800692
477	0.3303084841
478	0.3298407072
479	0.3294489108
480	0.3290721693
481	0.3287369701
482	0.3281707609
483	0.3276317208
484	0.3271964413
485	0.3266479274
486	0.326392797
487	0.3260382749
488	0.3253230787
489	0.3247248104
490	0.324357758
491	0.3238365025
492	0.3233860566
493	0.3229607693
494	0.3225040417
495	0.3219960199
496	0.3218121702
497	0.3212940255
498	0.3209115488
499	0.3204012241
500	0.3199724533
501	0.3194971541
502	0.3190975712
503	0.3188671576
504	0.31859459
505	0.3180657121
506	0.3178130259
507	0.3174768156
508	0.3169903144
509	0.3165134751
510	0.3161545929
511	0.3158054562
512	0.3154543988
513	0.3149728282
514	0.3146949318
515	0.3141682505
516	0.3136052556
517	0.3129248615
518	0.3124468823
519	0.3119013939
520	0.3115925513
521	0.3111964832
522	0.3107397722
523	0.3102903811
524	0.3100516215
525	0.3097278671
526	0.3093420609
527	0.3090108335
528	0.3086793868
529	0.3081872728
530	0.3078634209
531	0.3074434105
532	0.3071101687
533	0.3067536108
534	0.3064908098
535	0.3062408018
536	0.3059347327
537	0.3057478666
538	0.3053262226
539	0.3050439141
540	0.3047236219
541	0.3041861514
542	0.3038384841
543	0.3032084634
544	0.3027611548
545	0.3024384287
546	0.3018727575
547	0.3016748237
548	0.3011967047
549	0.3007806676
550	0.3003627496
551	0.2998519558
552	0.2993435278
553	0.2989608594
554	0.2987489619
555	0.2982666974
556	0.2979719308
557	0.297438347
558	0.297247302
559	0.2969180254
560	0.296492145
561	0.2961406557
562	0.2957701841
563	0.295389579
564	0.2949107517
565	0.2945566159
566	0.2941926291
567	0.2940532164
568	0.2936100419
569	0.2932826498
570	0.2928869183
571	0.2925555143
572	0.2919812346
573	0.2916366178
574	0.2912187367
575	0.2910199677
576	0.2906624344
577	0.2904147072
578	0.2901725839
579	0.2900863838
580	0.2898698383
581	0.289516283
582	0.2890272924
583	0.2885537188
584	0.2882335451
585	0.2879088216
586	0.2876547086
587	0.2873941848
588	0.2870546075
589	0.2868357411
590	0.2864184943
591	0.2860470317
592	0.2857292431
593	0.2853274826
594	0.2850206137
595	0.284663241
596	0.2842778357
597	0.2839064133
598	0.2834108062
599	0.2830982059
600	0.2825320238
601	0.2821952217
602	0.2818583208
603	0.2814420116
604	0.2810010857
605	0.2805029032
606	0.2802934437
607	0.279999327
608	0.2797558734
609	0.2794414569
610	0.2792166459
611	0.2788143587
612	0.2782433188
613	0.2778975837
614	0.2777130738
615	0.2773735339
616	0.2769531777
617	0.276572428
618	0.2763267603
619	0.2758549428
620	0.2756770858
621	0.2753482798
622	0.2749291743
623	0.2745631918
624	0.2741211121
625	0.2736334836
626	0.2733799072
627	0.2729631076
628	0.2726809627
629	0.2722561122
630	0.2718382264
631	0.2715653291
632	0.2711807471
633	0.2706137605
634	0.2702268625
635	0.2697240891
636	0.2692876416
637	0.2689392289
638	0.2686447028
639	0.2682113883
640	0.2680754483
641	0.2677266885
642	0.267344539
643	0.2669670527
644	0.2665358649
645	0.2661120899
646	0.2657233169
647	0.2652864699
648	0.2648920566
649	0.2645699501
650	0.2641314781
651	0.2637762543
652	0.2632372639
653	0.2630077325
654	0.262660042
655	0.2622858624
656	0.2619324095
657	0.2617040304
658	0.2613875082
659	0.2610059038
660	0.2606254671
661	0.2603555421
662	0.2601060288
663	0.2596294102
664	0.2594050971
665	0.2591719984
666	0.2587425963
667	0.2584515683
668	0.2580814742
669	0.2578248315
670	0.2576629407
671	0.2574558192
672	0.257047577
673	0.2567568973
674	0.2564685483
675	0.2561480732
676	0.2559292627
677	0.2556450658
678	0.2554039547
679	0.2551421023
680	0.2547701886
681	0.2545614353
682	0.2542302428
683	0.2539558657
684	0.2536844091
685	0.2532702725
686	0.2530023148
687	0.2524708763
688	0.2520358358
689	0.2517646649
690	0.251438702
691	0.2511418646
692	0.2507644614
693	0.2503491132
694	0.2501785842
695	0.2499225281
696	0.2495310421
697	0.2491927206
698	0.2489505819
699	0.2487530092
700	0.2483630432
701	0.248084411
702	0.2478145464
703	0.2476698738
704	0.2472789611
705	0.2470009421
706	0.2467815263
707	0.2463928509
708	0.2461498393
709	0.2457076188
710	0.2453386583
711	0.2449351246
712	0.2446076568
713	0.2445071641
714	0.2442153692
715	0.243902246
716	0.2434376745
717	0.2431827193
718	0.2429979416
719	0.2427346145
720	0.2425884829
721	0.2423254244
722	0.2419841937
723	0.2416379696
724	0.2414402632
725	0.2412446375
726	0.2409752033
727	0.2406105747
728	0.2404621766
729	0.2401963524
730	0.2399458964
731	0.2395553758
732	0.2391939643
733	0.2389144702
734	0.2386276689
735	0.238282574
736	0.2379718038
737	0.2376152135
738	0.2372219195
739	0.236879481
740	0.2366077685
741	0.2362380536
742	0.2360503245
743	0.235746086
744	0.2354623938
745	0.235207804
746	0.2347435992
747	0.2344314112
748	0.2341644617
749	0.2338173125
750	0.2334018879
751	0.2332070634
752	0.2330011685
753	0.2327465744
754	0.2324200506
755	0.2320676417
756	0.2317619688
757	0.2315471555
758	0.2312910722
759	0.2311216861
760	0.230918109
761	0.2305903878
762	0.2303708683
763	0.23017956
764	0.2300173236
765	0.2297301732
766	0.2294622996
767	0.2292984801
768	0.2289568918
769	0.2287120681
770	0.228529082
771	0.2283011347
772	0.228041081
773	0.2276539733
774	0.2273821895
775	0.2272036543
776	0.2268405209
777	0.2267279932
778	0.2265609915
779	0.2263412733
780	0.226002397
781	0.2257154433
782	0.2253983282
783	0.225106667
784	0.2248687571
785	0.2245860716
786	0.2242837256
787	0.2241401442
788	0.2239114329
789	0.2236171396
790	0.2234378648
791	0.2231909938
792	0.2229236935
793	0.2225465622
794	0.2223018618
795	0.2220858545
796	0.2217884292
797	0.2216176571
798	0.2214465559
799	0.2211206846
800	0.2207507769
801	0.2203543328
802	0.2201420711
803	0.2199102254
804	0.2196279611
805	0.219251765
806	0.2190718551
807	0.2187981164
808	0.2185282864
809	0.2182682217
810	0.2181039134
811	0.2178512332
812	0.2176980214
813	0.2175762131
814	0.2173759656
815	0.2171256809
816	0.2169757776
817	0.2167150444
818	0.2165074748
819	0.2161788871
820	0.2159037423
821	0.2156611024
822	0.2155000626
823	0.2153160405
824	0.2150705484
825	0.2149508255
826	0.2148891812
827	0.2145027158
828	0.21438264
829	0.2140723325
830	0.2137534468
831	0.2135194363
832	0.2131873748
833	0.2129058682
834	0.2127796481
835	0.2123890681
836	0.2120759025
837	0.2118575532
838	0.2116309399
839	0.2113695397
840	0.2112275009
841	0.2110627855
842	0.210830504
843	0.2105708939
844	0.2102857339
845	0.2100266163
846	0.2097837018
847	0.2096147642
848	0.209347439
849	0.2091911181
850	0.2089058906
851	0.2087412316
852	0.2086164193
853	0.2084545182
854	0.2081722069
855	0.2079429947
856	0.2077686765
857	0.2075300461
858	0.2073206035
859	0.2070431717
860	0.2068219235
861	0.2066441572
862	0.2064325419
863	0.2061124508
864	0.2059323308
865	0.2055493367
866	0.2052469202
867	0.2049986775
868	0.2047084351
869	0.2044270081
870	0.2041056141
871	0.2038263989
872	0.2036231392
873	0.2034266403
874	0.2032278909
875	0.2030532204
876	0.2027123377
877	0.2024017778
878	0.2021681484
879	0.2018009501
880	0.2015099888
881	0.2012002238
882	0.2009739615
883	0.2008221711
884	0.200565893
885	0.2002929149
886	0.2000493065
887	0.1997312567
888	0.1995988635
889	0.1994539624
890	0.1992285191
891	0.1989493188
892	0.1988218605
893	0.1984390638
894	0.1982591474
895	0.1979897578
896	0.1976758387
897	0.1973553881
898	0.1972079156
899	0.1968787118
900	0.1965665896
901	0.1964033708
902	0.1962184499
903	0.1960978414
904	0.1958054821
905	0.1956082319
906	0.1953777754
907	0.1951338645
908	0.1949481891
909	0.1947784764
910	0.1945431928
911	0.1943241257
912	0.1941101253
913	0.1939267827
914	0.1937003579
915	0.1932983893
916	0.1931079405
917	0.1928010469
918	0.192633691
919	0.1923510326
920	0.1921109697
921	0.1919753178
922	0.1917809196
923	0.1914918031
924	0.1913674904
925	0.1909918726
926	0.1907661892
927	0.1905197014
928	0.190304889
929	0.1900791086
930	0.1898878138
931	0.1896465632
932	0.1894369313
933	0.1892264995
934	0.1890002599
935	0.1887745798
936	0.188640012
937	0.1885011062
938	0.1884279932
939	0.1882889245
940	0.1880443096
941	0.1878934685
942	0.1875678678
943	0.1873311325
944	0.187038195
945	0.1868911378
946	0.1866148528
947	0.1864306993
948	0.1860918425
949	0.1859610322
950	0.1857166287
951	0.185544041
952	0.1853455905
953	0.1851915147
954	0.185026857
955	0.1848402526
956	0.1846693653
957	0.1844848656
958	0.1842571775
959	0.1840772548
960	0.1838533943
961	0.1836983716
962	0.1835243419
963	0.1833041354
964	0.1830054034
965	0.1827152233
966	0.1825755251
967	0.1823334431
968	0.1820905221
969	0.181813307
970	0.1815989299
971	0.1813885505
972	0.1811349147
973	0.1808166333
974	0.1805576125
975	0.1802763832
976	0.1799610708
977	0.1798390678
978	0.1795647974
979	0.1794011144
980	0.1792237001
981	0.1789191165
982	0.1786409195
983	0.1785028281
984	0.1783136313
985	0.1780585786
986	0.1779083873
987	0.1777563308
988	0.1775729185
989	0.1774333914
990	0.1772581308
991	0.1770618072
992	0.1768810777
993	0.1766888961
994	0.1765141559
995	0.1763645777
996	0.1761273203
997	0.1759948846
998	0.1757813004
999	0.1755274762
