iter	Logloss
117	0.1271822882
118	0.1269381559
119	0.1266889283
120	0.1263048164
121	0.1258457362
122	0.1255317711
123	0.125277562
124	0.1250592518
125	0.1248230047
126	0.1244544675
127	0.1240707772
128	0.1235180115
129	0.1230804107
130	0.1226953889
131	0.1224949821
132	0.1223027525
133	0.1219559621
134	0.1217293764
135	0.1213871692
136	0.1211003847
137	0.1208620196
138	0.120514756
139	0.1203572364
140	0.1198940606
141	0.1194830603
142	0.1191818039
143	0.1189440095
144	0.1187405078
145	0.1183781426
146	0.1181960644
147	0.1178859161
148	0.117750905
149	0.1175846914
150	0.1173256266
151	0.1170757788
152	0.1168706829
153	0.1165377376
154	0.116072893
155	0.1156587411
156	0.1151895001
157	0.1149585346
158	0.1147266855
159	0.1144787189
160	0.1141833477
161	0.1137647295
162	0.113552486
163	0.1133085363
164	0.1130726047
165	0.1128690404
166	0.1126573119
167	0.1123338422
168	0.1121089926
169	0.1117934182
170	0.1116296962
171	0.1113528474
172	0.1110154445
173	0.110786011
174	0.1104087361
175	0.1101361596
176	0.1099252443
177	0.1096319075
178	0.1093679879
179	0.1091401865
180	0.1088442011
181	0.1086865345
182	0.1085219568
183	0.1083042801
184	0.1078921995
185	0.1076817973
186	0.1074294793
187	0.1072318177
188	0.1070807021
189	0.1069508949
190	0.1066973386
191	0.106475658
192	0.1061306711
193	0.1059481136
194	0.1057364821
195	0.1055335711
196	0.1053151456
197	0.1050139654
198	0.1047949383
199	0.1044772372
200	0.1042866203
201	0.1040097977
202	0.1039120873
203	0.1037883414
204	0.1035438337
205	0.1033564415
206	0.1031209968
207	0.102956494
208	0.1026855008
209	0.1024831791
210	0.1023003927
211	0.1021046113
212	0.1017695101
213	0.1016608049
214	0.1014159435
215	0.1012283472
216	0.1010073812
217	0.1008330664
218	0.1006420101
219	0.1004849018
220	0.1002566168
221	0.09997159168
222	0.0998069337
223	0.09971378081
224	0.09946387969
225	0.09921849724
226	0.09911957811
227	0.09898339004
228	0.09847727382
229	0.09835871799
230	0.09822871744
231	0.09799749824
232	0.09790692727
233	0.09775422539
234	0.09760201259
235	0.09739146044
236	0.09720190131
237	0.09696710816
238	0.09679910819
239	0.09666606448
240	0.0964053144
241	0.09628962474
242	0.09607968666
243	0.0959075579
244	0.0957534219
245	0.09549974147
246	0.09529255333
247	0.09507565093
248	0.0949691555
249	0.0947735629
250	0.09452152272
251	0.09435721355
252	0.09397214172
253	0.09363311522
254	0.09350384143
255	0.09328821683
256	0.09310876134
257	0.09303945272
258	0.09280786001
259	0.0925579658
260	0.09240109914
261	0.09224215375
262	0.09206324771
263	0.09194343584
264	0.09180085497
265	0.09164249558
266	0.09151981297
267	0.09135599119
268	0.09121263652
269	0.09110903365
270	0.09094785017
271	0.09084360239
272	0.09070389184
273	0.09060647685
274	0.09034745534
275	0.09018407604
276	0.09002719955
277	0.08982943379
278	0.08968997158
279	0.08960404855
280	0.08934126064
281	0.08911473814
282	0.08896100902
283	0.08884965034
284	0.08866465409
285	0.08851651429
286	0.08840451111
287	0.08821941745
288	0.08813020216
289	0.08800786074
290	0.08780309064
291	0.08758156151
292	0.08746908993
293	0.08727574162
294	0.08709280311
295	0.08696817035
296	0.08680902846
297	0.08666851033
298	0.08643233255
299	0.0862653221
300	0.08605226818
301	0.08591961603
302	0.08579438307
303	0.08558634945
304	0.08544955658
305	0.08535768131
306	0.08522384459
307	0.08502372102
308	0.08484384614
309	0.08468328528
310	0.08454457222
311	0.08446993303
312	0.08427024597
313	0.08414156064
314	0.08394000175
315	0.08383367269
316	0.08372806472
317	0.08342590703
318	0.08326260829
319	0.08304258291
320	0.08295102394
321	0.08278781005
322	0.08267542722
323	0.08249761103
324	0.0823368056
325	0.08218244938
326	0.08202492166
327	0.0818962972
328	0.08170245654
329	0.08152244884
330	0.08136933582
331	0.08130351912
332	0.08120369503
333	0.08104717461
334	0.08087071336
335	0.0807513433
336	0.08055603902
337	0.08035446237
338	0.08022421932
339	0.08007926966
340	0.07991371504
341	0.07981211062
342	0.07972198789
343	0.07965099029
344	0.07951810478
345	0.07945183346
346	0.07931836468
347	0.07916390851
348	0.07908088817
349	0.0789032448
350	0.07871444774
351	0.07855903801
352	0.07848659328
353	0.07839312951
354	0.07823497886
355	0.0780658888
356	0.07783506421
357	0.07773647367
358	0.07763167968
359	0.07751642205
360	0.07734567682
361	0.07721754109
362	0.07700305896
363	0.07674057575
364	0.07662085318
365	0.07645412892
366	0.07632944463
367	0.07615531194
368	0.07605101764
369	0.07589364809
370	0.07583532276
371	0.07565695733
372	0.07553944646
373	0.07537368249
374	0.07526849686
375	0.07522148449
376	0.07508451211
377	0.07501949089
378	0.07486450079
379	0.07477348389
380	0.07461081609
381	0.0744891727
382	0.07436742507
383	0.0743089729
384	0.07420402897
385	0.07403972414
386	0.07382614791
387	0.07372437708
388	0.07353517994
389	0.07343956074
390	0.07334012572
391	0.0732193275
392	0.07312474719
393	0.07304686036
394	0.07290616087
395	0.07269331916
396	0.07261784537
397	0.07251138681
398	0.0724003374
399	0.07230405149
400	0.07220995
401	0.07211411126
402	0.07188830887
403	0.07174969102
404	0.0715867609
405	0.07144885717
406	0.0712430115
407	0.0711665037
408	0.0710471304
409	0.07087902993
410	0.07079237997
411	0.07067850687
412	0.070590722
413	0.07046562749
414	0.07041471604
415	0.07028750276
416	0.07013766408
417	0.07000192074
418	0.06990176595
419	0.0698337313
420	0.06968233152
421	0.06960997792
422	0.06949770439
423	0.06941635692
424	0.06931438237
425	0.0692439376
426	0.06910675634
427	0.0689417312
428	0.06879937432
429	0.06874431957
430	0.06862992212
431	0.06850211531
432	0.06836539958
433	0.06827875709
434	0.06817384678
435	0.06810880431
436	0.06800484529
437	0.06789468846
438	0.06775469573
439	0.06766588377
440	0.06750159215
441	0.06739804127
442	0.06730706617
443	0.06722364859
444	0.06714714579
445	0.06701814269
446	0.06690022357
447	0.06682399111
448	0.0666841197
449	0.06654840958
450	0.06639572439
451	0.06628306288
452	0.06623542489
453	0.06611083544
454	0.06599692804
455	0.065815415
456	0.06571196844
457	0.06565067221
458	0.0655908816
459	0.06547668145
460	0.06535925211
461	0.06523932794
462	0.0651921406
463	0.06509068219
464	0.06492241613
465	0.06486487774
466	0.06476579299
467	0.06469995823
468	0.06458892416
469	0.06450664539
470	0.06438621749
471	0.06434254094
472	0.06424359467
473	0.06418105171
474	0.06412755105
475	0.06396197267
476	0.06386308088
477	0.06373568689
478	0.06365759822
479	0.06353340794
480	0.06343055959
481	0.06336521801
482	0.06311867732
483	0.06290005236
484	0.06275876363
485	0.06259599985
486	0.06246669474
487	0.06238166897
488	0.06230885128
489	0.06224898623
490	0.06220576412
491	0.06207902693
492	0.06194726527
493	0.06185241573
494	0.06177526966
495	0.06165580572
496	0.06158127385
497	0.06144227961
498	0.06136159788
499	0.06119629006
500	0.06110176249
501	0.0609795237
502	0.06088400074
503	0.06077676923
504	0.06068245197
505	0.06059654335
506	0.06051020197
507	0.06045418834
508	0.06037298592
509	0.06022926121
510	0.06010860805
511	0.05998817705
512	0.05990163216
513	0.05982262263
514	0.05977283793
515	0.05972125895
516	0.05962158338
517	0.05959114345
518	0.05951856086
519	0.0594581348
520	0.05935814199
521	0.05925253177
522	0.0591585233
523	0.05909200434
524	0.05900170322
525	0.05892774872
526	0.05876584775
527	0.05868212012
528	0.05861093571
529	0.05854336617
530	0.05849034578
531	0.0584335182
532	0.05832381427
533	0.05819540012
534	0.05812090656
535	0.05801860489
536	0.05794429043
537	0.05784828352
538	0.05772349736
539	0.05765849392
540	0.05758499496
541	0.05747046037
542	0.05735775846
543	0.05721183786
544	0.05709132367
545	0.05700171915
546	0.05688322259
547	0.05677576227
548	0.05667726008
549	0.05655765446
550	0.05644811299
551	0.05633946767
552	0.05624720767
553	0.05621269114
554	0.05609357381
555	0.05602967184
556	0.05588209926
557	0.05582507579
558	0.05573697633
559	0.05563473698
560	0.05555725899
561	0.0554634009
562	0.05538371314
563	0.05532394498
564	0.05524847692
565	0.05514995005
566	0.05506774415
567	0.05494844073
568	0.05490503994
569	0.05482756599
570	0.05474671104
571	0.05468734927
572	0.05456980916
573	0.05452974441
574	0.05443019169
575	0.05435535369
576	0.0543041796
577	0.05426690799
578	0.05420608696
579	0.0541583724
580	0.05405974641
581	0.054048563
582	0.05401363837
583	0.05396526828
584	0.05386000848
585	0.05375605865
586	0.05368624688
587	0.05362077609
588	0.05356567772
589	0.0534743576
590	0.05342451378
591	0.05338473765
592	0.05328756642
593	0.05326498071
594	0.05320057394
595	0.05316852259
596	0.05310997829
597	0.05303932849
598	0.05298394828
599	0.05293427507
600	0.05282133024
601	0.05277237555
602	0.05274434422
603	0.05270844386
604	0.05262664611
605	0.05257265803
606	0.05250478664
607	0.05243304289
608	0.05238697643
609	0.05234536715
610	0.05228650821
611	0.05220753604
612	0.05215689251
613	0.0520889621
614	0.05196221397
615	0.05185684744
616	0.05176020438
617	0.05167427402
618	0.05159069767
619	0.05151027103
620	0.05143675769
621	0.05140627021
622	0.05137507299
623	0.05129416512
624	0.05123788842
625	0.05114508782
626	0.05107653983
627	0.05099816718
628	0.05096743787
629	0.0508791379
630	0.05084720259
631	0.05081965157
632	0.05072918271
633	0.05070135708
634	0.05063287127
635	0.05058401673
636	0.05052376101
637	0.05049863032
638	0.05043010438
639	0.05040138834
640	0.05033498008
641	0.05023759729
642	0.05015521794
643	0.05010600506
644	0.05002006048
645	0.04993552783
646	0.04984271623
647	0.04967791836
648	0.0495747242
649	0.04949063632
650	0.04941950014
651	0.04932497779
652	0.04926108013
653	0.04918915081
654	0.04913130603
655	0.04905329765
656	0.04894183392
657	0.04887578954
658	0.04881703069
659	0.04872320967
660	0.04865762802
661	0.04857608572
662	0.04849885433
663	0.04843534742
664	0.04837995735
665	0.04830440054
666	0.04821451541
667	0.04813277548
668	0.04808287249
669	0.04796820041
670	0.0479471715
671	0.04793326172
672	0.0478575253
673	0.04775606016
674	0.04766592988
675	0.04761405764
676	0.04754615619
677	0.04746765293
678	0.04743128992
679	0.04742345968
680	0.04739106179
681	0.04729821982
682	0.04726033997
683	0.04721727382
684	0.04719922401
685	0.04712028492
686	0.04708748412
687	0.04700640478
688	0.04695028436
689	0.04686576385
690	0.04680338585
691	0.04667588379
692	0.04659605762
693	0.04651688467
694	0.04644797711
695	0.04635051599
696	0.04629780625
697	0.04623575808
698	0.04614311016
699	0.0460812287
700	0.04601029142
701	0.04599150334
702	0.04594815041
703	0.04589645537
704	0.04580995223
705	0.04573563543
706	0.0457202141
707	0.04563421909
708	0.04561795171
709	0.04557884808
710	0.04555134821
711	0.0455272223
712	0.0454846467
713	0.0453978272
714	0.0453258365
715	0.04526316676
716	0.04518713832
717	0.04512997511
718	0.04508417522
719	0.04500830235
720	0.04498400761
721	0.04495220409
722	0.04489048431
723	0.04480491596
724	0.04472871299
725	0.04469505182
726	0.04463690598
727	0.04455442306
728	0.04448783125
729	0.04441174592
730	0.04436983643
731	0.04432352954
732	0.04426714359
733	0.04422865516
734	0.04419552386
735	0.0441466956
736	0.04412043986
737	0.04406537801
738	0.04403105859
739	0.04398782475
740	0.04391982896
741	0.0438694015
742	0.04383447159
743	0.04379943129
744	0.04377425769
745	0.0437424168
746	0.04365945364
747	0.04358848145
748	0.04354658687
749	0.0435254399
750	0.04348362867
751	0.04340795008
752	0.04335198002
753	0.04332228701
754	0.04327456714
755	0.04319658093
756	0.04316065787
757	0.04309325049
758	0.04303933322
759	0.04294168556
760	0.04291190216
761	0.04284432471
762	0.04280273277
763	0.04278851382
764	0.04272285998
765	0.04270621943
766	0.04263848501
767	0.04259294825
768	0.04253302725
769	0.04251132753
770	0.04247804294
771	0.04242331787
772	0.04241282589
773	0.04234749652
774	0.0423177254
775	0.04225615894
776	0.04219388459
777	0.04212515608
778	0.04206952096
779	0.0420521512
780	0.0420303117
781	0.04196045778
782	0.04191005947
783	0.04189799685
784	0.04184787717
785	0.04179720429
786	0.04172488771
787	0.04166672851
788	0.04159880387
789	0.04152793763
790	0.04148606875
791	0.041429637
792	0.04140519902
793	0.04135222823
794	0.04130916598
795	0.04127626427
796	0.04121409719
797	0.0411884895
798	0.04115806892
799	0.04110390256
800	0.041033238
801	0.04099690797
802	0.04093439499
803	0.04088670124
804	0.04087424569
805	0.04082674511
806	0.04072472775
807	0.04064419735
808	0.04059009786
809	0.04051747821
810	0.04047816348
811	0.04046564393
812	0.04040767751
813	0.04038867444
814	0.04034294096
815	0.04032338251
816	0.04026003669
817	0.04019300815
818	0.04014891376
819	0.04008267385
820	0.04003074293
821	0.03998741524
822	0.03994817682
823	0.0398807556
824	0.03985262004
825	0.0398229742
826	0.03977179875
827	0.0397083128
828	0.03968628345
829	0.03967143442
830	0.03961743226
831	0.03958976654
832	0.03957687812
833	0.03953616493
834	0.03949690023
835	0.03943484629
836	0.03942262107
837	0.03938704728
838	0.03933687631
839	0.03931914483
840	0.03929683308
841	0.03923567687
842	0.03922841744
843	0.03915634833
844	0.03908777678
845	0.03902017039
846	0.03896483182
847	0.03893057441
848	0.03890521097
849	0.03884670736
850	0.03876996346
851	0.03875738773
852	0.03871649476
853	0.0386691304
854	0.03864852476
855	0.03860526757
856	0.03857129245
857	0.03852164431
858	0.03850392712
859	0.03845094308
860	0.03840549872
861	0.0383509774
862	0.03832200396
863	0.03824791237
864	0.03818858459
865	0.03813861863
866	0.03806247421
867	0.03805499154
868	0.03798981807
869	0.03791501714
870	0.03786138912
871	0.03779666203
872	0.03775559284
873	0.03767867338
874	0.03762011678
875	0.03755631745
876	0.03749377186
877	0.03747210698
878	0.03740927188
879	0.03736427717
880	0.03729486904
881	0.03725776821
882	0.03721780519
883	0.0371971372
884	0.03713986223
885	0.03710083813
886	0.03703731429
887	0.03701855203
888	0.03695846552
889	0.03692233587
890	0.03687754712
891	0.03684005594
892	0.03681968773
893	0.03676803151
894	0.03673185599
895	0.03669765926
896	0.03664380772
897	0.03659827365
898	0.0365482796
899	0.03652388585
900	0.03650480225
901	0.03648063837
902	0.03643481079
903	0.03639307819
904	0.03635735182
905	0.03631447036
906	0.03626692854
907	0.03623221581
908	0.03618260028
909	0.03613249297
910	0.03610332983
911	0.03605078572
912	0.03600439832
913	0.03595496284
914	0.0359206161
915	0.03587041791
916	0.03580738172
917	0.03577042263
918	0.03575549121
919	0.0357216607
920	0.03566832208
921	0.03561145337
922	0.03556775737
923	0.03554237315
924	0.03550864625
925	0.0354787294
926	0.03544869395
927	0.03538064483
928	0.03534909224
929	0.03529947749
930	0.03525412274
931	0.03520413316
932	0.03517999583
933	0.03516892498
934	0.03511944545
935	0.03506480326
936	0.03500012575
937	0.03495389544
938	0.03494527315
939	0.03490994547
940	0.03484915623
941	0.03479672079
942	0.03474465278
943	0.03468074563
944	0.03462437855
945	0.03458178886
946	0.03456564455
947	0.0345038324
948	0.03446208607
949	0.03444855397
950	0.03440176334
951	0.03439487065
952	0.03435015883
953	0.03428685245
954	0.03423604729
955	0.03420331439
956	0.03416604327
957	0.03412247966
958	0.03410180182
959	0.03407173479
960	0.03405030305
961	0.0340073215
962	0.03398180056
963	0.03391820103
964	0.03388090639
965	0.03382784243
966	0.03377316856
967	0.03372793352
968	0.03370528577
969	0.0336721623
970	0.03365420004
971	0.03361078351
972	0.03357330247
973	0.03353408675
974	0.03350371989
975	0.03345397693
976	0.03342646832
977	0.03338350875
978	0.03332872176
979	0.03330563698
980	0.03329529656
981	0.03324271621
982	0.03321457695
983	0.03321089268
984	0.03315238056
985	0.03311322816
986	0.03306559406
987	0.03300854368
988	0.0329551073
989	0.03291566168
990	0.03286363579
991	0.03281478581
992	0.03276826791
993	0.0327200192
994	0.03267076823
995	0.03261111809
996	0.03259607571
997	0.03255923668
998	0.03252787809
999	0.03248934331
