Unnamed: 0,날짜,시가,고가,저가,종가,거래량,등락률,EMA_short,EMA_long,MACD,MACD_Signal,RSI,RSI_Signal,SMA_5,SMA_20,SMA_60,SMA_120,SMA_240,EMA_5,EMA_20,EMA_60,EMA_120,EMA_240,SMA_5_minus_SMA_20,SMA_5_minus_SMA_60,SMA_5_minus_SMA_120,SMA_5_minus_SMA_240,SMA_20_minus_SMA_60,SMA_20_minus_SMA_120,SMA_20_minus_SMA_240,SMA_60_minus_SMA_120,SMA_60_minus_SMA_240,SMA_120_minus_SMA_240,EMA_5_minus_EMA_20,EMA_5_minus_EMA_60,EMA_5_minus_EMA_120,EMA_5_minus_EMA_240,EMA_20_minus_EMA_60,EMA_20_minus_EMA_120,EMA_20_minus_EMA_240,EMA_60_minus_EMA_120,EMA_60_minus_EMA_240,EMA_120_minus_EMA_240,[일]사모펀드_수량,[일]기타법인_수량,[일]국가지자체_수량,[일]연기금 등_수량,[일]기타금융_수량,[일]은행_수량,[일]투신_수량,[일]보험_수량,[일]금융투자_수량,[일]기관_수량,[일]외국인_수량,[일]개인_수량,[일]프로그램순매수(종목)
0,2014-03-21,-0.851148851,-0.834894036,-0.835519677,-0.821073559,15.20871151,2.07529639,-1.26765869,-1.263865627,-0.300860714,-0.253689092,-0.227448056,-0.991543948,-1.282879812,-1.252254623,-1.267544324,-1.336290078,-1.426000255,-1.269214253,-1.26378688,-1.288238535,-1.346470725,-1.41572898,-0.447555972,-0.281577325,-0.096828339,1.32E-05,-0.095401275,0.052103297,0.111538638,0.175187047,0.179562861,0.139826635,-0.274760746,-0.179159181,-0.060666802,0.002841607,-0.089746451,0.025410779,0.070493082,0.142699538,0.140749999,0.128242139,0.480683133,-1.26863875,19570,-0.118498024,0.30756326,4.527522936,3.981942098,2.029861331,0.183384277,1.331608284,1.374596097,-1.928576014,1.100530542
1,2014-03-24,-0.824175824,-0.833908329,-0.823410696,-0.832007952,14.8842116,-0.671306136,-1.265632763,-1.263454997,-0.274030963,-0.260423453,-0.436815553,-0.898675493,-1.273775074,-1.253367271,-1.26692017,-1.334110805,-1.424582523,-1.263467272,-1.263127367,-1.287435971,-1.345114653,-1.414262353,-0.348618018,-0.242220041,-0.075148098,0.017587785,-0.10645546,0.040904918,0.105801867,0.166578747,0.177574498,0.143217673,-0.211137788,-0.151853642,-0.044094591,0.014948124,-0.090754015,0.022633221,0.068458974,0.13838028,0.13847099,0.127844079,0.095631641,-2.803278269,-2030,0.238107484,0,-1.894648318,-0.586655847,-0.748526579,0.346853499,0.043044164,-0.079842359,0.107573552,-1.93151653
2,2014-03-25,-0.834165834,-0.843765402,-0.833501514,-0.842942346,14.72548539,-0.68044567,-1.266594001,-1.264377797,-0.27484136,-0.265983781,-0.845869648,-0.923591441,-1.265926163,-1.255036243,-1.266458839,-1.3320852,-1.423317469,-1.265395582,-1.26419815,-1.287249917,-1.344087952,-1.412967713,-0.256529615,-0.20794893,-0.056880486,0.032651693,-0.12006061,0.028260082,0.099069459,0.157892189,0.175528221,0.146579727,-0.222019046,-0.163413724,-0.054748913,0.006505865,-0.101168927,0.013484813,0.06167411,0.131552915,0.134364502,0.126328509,0.072135785,-0.047483673,-1340,-0.280247472,0.682231232,-6.599847095,1.069134648,-0.588007552,0.388899955,0.176883318,-0.702909512,0.484880801,0.324422134
3,2014-03-26,-0.837162837,-0.841793987,-0.830474268,-0.827037773,14.73994484,0.911732875,-1.263515744,-1.263336949,-0.24090191,-0.263193523,-0.381208143,-0.830826638,-1.257135383,-1.256387315,-1.265156258,-1.32980814,-1.42197971,-1.258303477,-1.26274152,-1.286211496,-1.342631739,-1.411451358,-0.158352722,-0.173072322,-0.036444851,0.049683012,-0.136896983,0.015895205,0.092937594,0.152648951,0.175682657,0.150695344,-0.151423884,-0.129969982,-0.033550973,0.022165616,-0.097452968,0.013860464,0.061909552,0.128404734,0.132844857,0.126287099,-0.081043169,-0.083851966,-910,-0.098220224,0,-0.01529052,0.290528846,1.743246222,0.036679603,0.237141662,0.25201844,-0.352649872,1.313000655
4,2014-03-27,-0.838161838,-0.841793987,-0.832492432,-0.840954274,14.74761716,-0.850505447,-1.264316225,-1.264031582,-0.242785792,-0.261363107,-0.431351241,-0.768776348,-1.252426036,-1.259248409,-1.264586378,-1.327642837,-1.420649223,-1.260905846,-1.263545871,-1.285958281,-1.341590267,-1.410150988,-0.085290849,-0.153817528,-0.028214389,0.057567338,-0.158835288,-0.001415623,0.083218271,0.143805879,0.173771511,0.154376214,-0.174003146,-0.145582193,-0.046746601,0.01186765,-0.106194608,0.005845116,0.055913163,0.122023261,0.128986201,0.124834713,0.127193239,0.994903317,-31340,0.373194286,-0.528449602,3.006880734,-0.458781657,-0.578366827,0.407798422,0.176055295,-1.613750672,1.214744904,-2.218120439
5,2014-03-28,-0.842157842,-0.85165106,-0.843592331,-0.85387674,15.06759844,-0.806443097,-1.26815549,-1.266214686,-0.270626176,-0.2658365,-0.364098171,-0.702824764,-1.262786599,-1.261950554,-1.264450693,-1.325994413,-1.419318735,-1.269447595,-1.266244283,-1.286410873,-1.340928778,-1.409050282,-0.159874844,-0.202378361,-0.064749611,0.031623941,-0.177032177,-0.016440114,0.073878239,0.135354093,0.170624878,0.155912325,-0.247396792,-0.190065176,-0.080580891,-0.014168394,-0.124983504,-0.00906182,0.044747668,0.112794145,0.123045738,0.122101345,-1.89984453,-3.549596619,-79420,-0.612968924,-2.963791416,-0.583792049,-2.419296687,-0.150226643,-0.277088986,-1.433315756,-1.04868908,1.817087885,0.670424763
6,2014-03-31,-0.859140859,-0.867422376,-0.872855701,-0.874751491,15.90868117,-1.301524224,-1.276511841,-1.270723651,-0.335195508,-0.283186398,-0.705241446,-0.73280333,-1.276286726,-1.26663957,-1.264206458,-1.325002565,-1.418126385,-1.286137753,-1.271869085,-1.287975365,-1.340864231,-1.408263813,-0.245874758,-0.265955511,-0.109033513,-0.001087938,-0.208664151,-0.036270577,0.060097346,0.131206457,0.168153902,0.155274694,-0.386464512,-0.273400614,-0.142469952,-0.061697147,-0.159122564,-0.034574802,0.025611496,0.09906535,0.113824533,0.117359335,-0.446947292,-5.627199385,-167450,0.450285397,-0.38864812,-0.957033639,-3.549425547,-4.20533019,0.716218475,-1.175754591,-2.23653297,2.710454984,0.705899669
7,2014-04-01,-0.866133866,-0.867422376,-0.851664985,-0.854870775,15.41756891,1.201731888,-1.278718084,-1.272529502,-0.34216688,-0.298553154,-0.246502403,-0.645525037,-1.280054203,-1.269739088,-1.263826539,-1.32385705,-1.416810438,-1.286792469,-1.273926399,-1.288415477,-1.340242647,-1.407193297,-0.252724309,-0.285089206,-0.123888493,-0.012202341,-0.230942585,-0.05101511,0.049840695,0.126980564,0.16574084,0.154781979,-0.369290635,-0.274674966,-0.147025873,-0.066110271,-0.172678332,-0.046436147,0.016463938,0.090267919,0.108047268,0.114552209,0.852759302,-1.2,-26255,-0.307205713,4.521179925,7.312691131,-1.177831306,3.019693528,0.27789493,0.367028092,1.209316011,-1.23542875,0.560048624
8,2014-04-02,-0.85014985,-0.855593889,-0.847628658,-0.85387674,14.95618056,0.022925088,-1.280341678,-1.27408313,-0.343618273,-0.311156108,-0.453400219,-0.625882758,-1.288531028,-1.273553881,-1.264152184,-1.322655656,-1.4156399,-1.286705344,-1.275636188,-1.288787505,-1.339603432,-1.406117136,-0.29838798,-0.322872198,-0.153357563,-0.033594265,-0.253391083,-0.068465917,0.038193312,0.118372264,0.161706199,0.155100794,-0.347136947,-0.272237578,-0.148901433,-0.068510377,-0.18389358,-0.056812652,0.008349858,0.081900766,0.102521854,0.111828375,-0.050720656,-0.314867461,-33510,1.673905782,0.15378163,1.174311927,-0.119019861,0.951595128,0.207200833,0.747341608,-0.577050545,0.046651321,-1.317542299
9,2014-04-03,-0.853146853,-0.862493839,-0.853683148,-0.863817097,14.62185829,-0.639340242,-1.284147747,-1.276706233,-0.363704503,-0.325522411,-0.567315097,-0.637797495,-1.295752026,-1.277607098,-1.264830612,-1.321831444,-1.414512984,-1.291883288,-1.278699037,-1.289683878,-1.339253834,-1.405195193,-0.329591488,-0.353268131,-0.177888355,-0.052079119,-0.275159323,-0.085496785,0.026071816,0.10984222,0.156783552,0.154028415,-0.374044721,-0.29592688,-0.169234851,-0.084917624,-0.202123315,-0.072035429,-0.003425087,0.071478038,0.095471928,0.108141612,-0.108466691,4.000153669,-28680,-1.44843793,-1.110023766,2.64617737,-2.077624328,-0.733442582,-0.171459972,-1.179848951,0.359715552,0.306750548,1.20348715
10,2014-04-04,-0.864135864,-0.864465254,-0.851664985,-0.849900596,14.92830382,0.816953941,-1.283963106,-1.277476651,-0.348031997,-0.333672861,0.063651138,-0.494296692,-1.2944962,-1.279673444,-1.265780411,-1.320741808,-1.413335175,-1.288004812,-1.279347931,-1.289799702,-1.338519343,-1.4040775,-0.297626919,-0.343216886,-0.17716568,-0.051638654,-0.282472091,-0.096415205,0.018580826,0.098260143,0.150953593,0.153854516,-0.317628655,-0.274036555,-0.157429584,-0.077060836,-0.206584978,-0.078054502,-0.008450936,0.064493428,0.09081818,0.105795193,0.385881445,-2.969752849,13916,-0.508505739,-0.005592059,-0.224617737,-1.098019075,-0.09661808,0.126111893,-0.258938299,1.213153729,-0.788502832,0.498246539
11,2014-04-07,-0.863136863,-0.86939379,-0.853683148,-0.854870775,14.77652606,-0.336731456,-1.285023,-1.27878228,-0.344208065,-0.339377663,0.099720809,-0.370747822,-1.288217071,-1.280786092,-1.266784485,-1.319652172,-1.412186448,-1.288037175,-1.280692974,-1.29018,-1.337936518,-1.403041725,-0.226087167,-0.30967237,-0.161025944,-0.039863552,-0.283322413,-0.10397411,0.013428795,0.086365037,0.145046416,0.153796549,-0.301460702,-0.272211219,-0.159552778,-0.079688404,-0.214698497,-0.086555736,-0.015353235,0.056517699,0.085410979,0.102952145,-0.387728383,-0.147368421,9800,-0.266177162,-0.349503705,-0.329816514,-1.935831788,0.327688814,-0.392751085,-0.703364827,0.414968036,0.079943561,-0.605371324
12,2014-04-08,-0.866133866,-0.865450961,-0.850655903,-0.859840954,14.64288133,-0.338754271,-1.287135963,-1.280583474,-0.349710781,-0.345115109,-0.210720641,-0.347202233,-1.289786853,-1.282375588,-1.267734284,-1.318730172,-1.411023179,-1.290676764,-1.282667866,-1.2908161,-1.337502852,-1.402087189,-0.226087167,-0.312699854,-0.168493583,-0.045736421,-0.287574023,-0.112652854,0.007107284,0.075722047,0.139255067,0.152985019,-0.310082656,-0.283343914,-0.170796434,-0.089240269,-0.225982413,-0.097252231,-0.023933731,0.047603514,0.079282544,0.099625118,2.693735607,-0.316609041,-810,-0.075400309,0,0.770642202,-2.305340845,0.852025415,0.11701755,0.160444867,-0.340245241,0.190087528,-0.125241563
13,2014-04-09,-0.861138861,-0.855593889,-0.846619576,-0.84194831,14.83867814,1.055064484,-1.28454579,-1.280119043,-0.314416955,-0.342177689,0.105691104,-0.251624238,-1.286019376,-1.281978214,-1.268005655,-1.317542748,-1.409605446,-1.283011641,-1.281726059,-1.290465568,-1.33657406,-1.400879059,-0.193361536,-0.294050556,-0.160343418,-0.040142514,-0.283322413,-0.115219149,0.004973774,0.067505033,0.134718509,0.152260439,-0.225990548,-0.243133257,-0.145668134,-0.071259322,-0.220983052,-0.096955425,-0.024406388,0.042964773,0.076159844,0.098010555,1.819011771,-0.392214112,-19810,0.782770373,1.409198938,0.646024465,0.564160508,1.683830224,1.341415668,1.567412033,0.126924826,-1.048571926,0.345649667
14,2014-04-10,-0.847152847,-0.852636767,-0.835519677,-0.840954274,14.47825626,0.0218844,-1.28211088,-1.279570558,-0.283070827,-0.333142329,-0.515592717,-0.325846094,-1.278798378,-1.282534538,-1.268385575,-1.316453112,-1.408311311,-1.277377955,-1.280722359,-1.290072875,-1.335632716,-1.399666426,-0.118016479,-0.25893175,-0.141312984,-0.026546823,-0.284512864,-0.120818339,0.000833185,0.059209762,0.130201256,0.151622808,-0.168022691,-0.214290691,-0.128088793,-0.058839698,-0.215809917,-0.096433995,-0.024704582,0.038579111,0.073189327,0.096452108,0.391024817,0.446817774,21150,0.835504477,0,-3.088073394,0.552635498,2.485965366,0.01213495,0.801932346,-0.046470498,-0.470670155,-0.192935628
15,2014-04-11,-0.85014985,-0.857565303,-0.846619576,-0.85387674,14.80088397,-0.806443097,-1.283212506,-1.280602627,-0.284417215,-0.326201196,-0.549632233,-0.393479417,-1.280054203,-1.283965085,-1.268168478,-1.315768597,-1.407140772,-1.280429001,-1.281784915,-1.290390562,-1.335069698,-1.398652729,-0.116494357,-0.265713312,-0.14713453,-0.03172963,-0.295056855,-0.128143945,-0.005124839,0.056627272,0.127710976,0.149796864,-0.193022217,-0.229357933,-0.141297389,-0.069660774,-0.222079746,-0.103583837,-0.030693634,0.031293684,0.068115936,0.093619193,-0.14809403,-0.491586631,399,-0.052343919,0.016776178,0.463455657,-1.110180939,1.312652733,-0.706849378,-0.448540499,-0.334282068,0.5472258,-0.164937371
16,2014-04-14,-0.857142857,-0.864465254,-0.845610494,-0.856858847,14.38620136,-0.217950436,-1.284874329,-1.281913613,-0.290474647,-0.321940203,-0.408169311,-0.413276098,-1.280682116,-1.283647186,-1.267978518,-1.314986294,-1.405970234,-1.28403384,-1.283201043,-1.290858796,-1.334599702,-1.39769103,-0.125627091,-0.269467392,-0.151309984,-0.035502948,-0.294206533,-0.129637062,-0.006910666,0.053340466,0.125143478,0.148376687,-0.22057932,-0.246670831,-0.156232365,-0.081867448,-0.230073079,-0.111926717,-0.037607215,0.023498784,0.062633774,0.090493245,-0.587618502,-0.179638878,-14920,0.042482878,3.928421641,3.048929664,-0.268588186,-1.14870291,-0.211683896,-0.327245906,0.03306353,0.169471807,-0.134402472
17,2014-04-15,-0.85014985,-0.850665352,-0.840565086,-0.846918489,14.73645285,0.567077728,-1.283848229,-1.281942932,-0.273000409,-0.314804548,-0.547529405,-0.462913407,-1.276600682,-1.281978214,-1.267218679,-1.313645204,-1.404763343,-1.281201039,-1.282966406,-1.290775136,-1.333858423,-1.396592026,-0.102034195,-0.253966677,-0.142637887,-0.028778513,-0.28825428,-0.128237265,-0.005551541,0.050210175,0.124101035,0.14913025,-0.188103872,-0.231568502,-0.148314012,-0.07682183,-0.228797867,-0.114009877,-0.039914924,0.01814187,0.058849982,0.088316384,1.338106538,0.788474837,39150,0.36225728,1.073675381,0.168042813,1.842337461,-0.981993119,0.068812034,0.804329257,-0.293640142,-0.258008309,-0.271139475
18,2014-04-16,-0.844155844,-0.85165106,-0.832492432,-0.84194831,14.63943948,0.260821137,-1.281763861,-1.2813778,-0.247732518,-0.303706951,-0.144376583,-0.404843819,-1.276600682,-1.280945041,-1.266784485,-1.312206325,-1.403578264,-1.27669449,-1.281996167,-1.290425948,-1.332989871,-1.395429499,-0.11192799,-0.255904266,-0.146773193,-0.031171707,-0.284342799,-0.129403763,-0.005662167,0.044653908,0.122189889,0.150376529,-0.143795584,-0.208681157,-0.134649,-0.067358933,-0.223551072,-0.113330645,-0.040176615,0.013984479,0.055892823,0.086590685,1.050779104,-0.049020361,108060,0.408192704,2.930239061,0.399235474,1.741324143,-0.00178248,0.073423315,1.027823779,0.29275897,-0.863409061,0.624076861
19,2014-04-17,-0.838161838,-0.843765402,-0.826437941,-0.833996024,14.73920184,0.436558831,-1.27805436,-1.279906883,-0.210380218,-0.28686247,0.348604533,-0.238822038,-1.274402987,-1.279196595,-1.26588896,-1.310823325,-1.402327751,-1.269501302,-1.279905615,-1.289658974,-1.331912433,-1.39416039,-0.107361623,-0.2497282,-0.14400294,-0.028763831,-0.278730675,-0.127863985,-0.00420822,0.042071418,0.121417709,0.151130093,-0.079748858,-0.173253168,-0.111775432,-0.050816893,-0.212363947,-0.108507988,-0.037349238,0.011643833,0.054211434,0.085590119,1.117759828,1.420053784,20850,0.211563075,-2.041101636,-1.991131498,1.065066998,3.37034375,-0.094872411,0.864829471,0.189945087,-0.670044976,-0.185366711
20,2014-04-18,-0.811188811,-0.819122721,-0.805247225,-0.811133201,15.64436765,1.310823621,-1.269321357,-1.27582044,-0.132654635,-0.25680977,1.361157373,0.139576814,-1.26090286,-1.278401846,-1.264315007,-1.308979326,-1.400924559,-1.25266298,-1.274527602,-1.2876831,-1.330210985,-1.392567654,0.015930289,-0.194264705,-0.107869203,-0.001293488,-0.283492478,-0.131223499,-0.005361896,0.040819302,0.122170585,0.153187902,0.064209271,-0.091271402,-0.05541001,-0.008715818,-0.183607443,-0.091573581,-0.025487099,0.014399957,0.056164549,0.086721292,1.886226285,0.389448073,138570,2.014986654,-2.510834615,-0.047400612,8.220618673,9.638520733,1.484237158,4.93530955,1.859305095,-4.512846177,1.128949132
21,2014-04-21,-0.813186813,-0.820108428,-0.803229062,-0.807157058,14.51465074,0.190232547,-1.260958991,-1.271562873,-0.063869396,-0.218097267,1.138727733,0.388348501,-1.245205037,-1.276414975,-1.262144038,-1.307219144,-1.399543178,-1.239343021,-1.269055422,-1.285557391,-1.328426039,-1.390930021,0.149115996,-0.131293051,-0.064749611,0.031154111,-0.284342799,-0.130103661,-0.00362348,0.043480049,0.12468017,0.154984862,0.16308188,-0.029383221,-0.012331359,0.023662341,-0.155280008,-0.074569866,-0.013463934,0.017737437,0.058550196,0.08812721,1.39501093,-0.419874504,126910,0.842362275,-0.575982105,0.243883792,0.216900266,3.048960699,0.155098396,1.32587095,0.06100906,-0.822129147,-0.801958135
22,2014-04-22,-0.801198801,-0.809265648,-0.788092836,-0.799204771,15.30382887,0.415509367,-1.251937337,-1.266673035,0.005482386,-0.172336093,1.242936895,0.612640416,-1.230135128,-1.272918082,-1.260027342,-1.305025902,-1.3980382,-1.226274226,-1.262891686,-1.283072144,-1.326447355,-1.389189749,0.261753051,-0.070985583,-0.024801758,0.061942625,-0.275159323,-0.125111051,0.001449532,0.043401792,0.126707142,0.158086067,0.250298276,0.029233306,0.029153258,0.055102656,-0.124108253,-0.055282584,0.00036496,0.022524074,0.06199283,0.09018073,0.432990052,-1.007401716,137680,2.101832392,1.207884804,1.886085627,4.996379175,4.011864033,0.341930831,2.883797753,1.286881096,-2.779346549,0.228970002
23,2014-04-23,-0.795204795,-0.793494332,-0.782038345,-0.780318091,15.65653103,1.027388032,-1.23968234,-1.259894748,0.097463853,-0.116109579,1.824552457,0.933137185,-1.210669828,-1.269182765,-1.257042259,-1.302818691,-1.396409625,-1.207613243,-1.254434769,-1.27964895,-1.323971179,-1.387187874,0.414726349,0.005791395,0.028595874,0.102347961,-0.269887327,-0.119325221,0.006822816,0.048253743,0.130876914,0.160752523,0.379077034,0.113593038,0.089589749,0.101180615,-0.081447082,-0.0278099,0.02039769,0.031155995,0.068215962,0.093910119,3.056343297,-0.448559355,87370,0.212390741,-0.394240179,-3.009785933,5.11999055,3.183777516,-0.599864913,1.968445756,3.684354025,-4.250732018,0.427415357
24,2014-04-24,-0.782217782,-0.792508625,-0.780020182,-0.777335984,15.25122203,0.126843187,-1.228583049,-1.253263188,0.172707058,-0.055080687,1.718527661,1.163819674,-1.19277431,-1.264096375,-1.254817016,-1.300318116,-1.394664723,-1.19360178,-1.246328504,-1.27617703,-1.321452215,-1.385159027,0.539540383,0.078693194,0.076332555,0.138994661,-0.251180246,-0.109759939,0.01516721,0.047079884,0.13257571,0.164172544,0.454128768,0.172185285,0.132700001,0.134489057,-0.042097772,-0.002091694,0.039297992,0.039849115,0.074533383,0.097754157,2.258302454,-0.904443591,-4600,1.191696152,0.489305187,-5.534097859,-1.270493613,2.698367977,-0.851736099,0.420468313,1.860571291,-1.789163122,0.034777769
25,2014-04-25,-0.777222777,-0.78363726,-0.769929364,-0.780318091,15.67391695,-0.200950603,-1.219921019,-1.247478222,0.221446323,0.004137413,1.799687355,1.368049886,-1.18304166,-1.258215236,-1.253243063,-1.298222662,-1.392898009,-1.185831613,-1.239449033,-1.272979905,-1.319058603,-1.383190603,0.577593442,0.116718385,0.100180821,0.157273964,-0.223289688,-0.096041925,0.025360646,0.044419136,0.13236336,0.165824587,0.466375569,0.19798022,0.153180703,0.150893185,-0.01073191,0.018651884,0.054661152,0.04724879,0.079975387,0.10113974,8.328415958,2.040875912,93820,1.079133671,-0.164965749,-463.5616208,2.615232118,3.427306443,-1.028952159,-3.984529029,4.50117894,-1.4186828,0.439842265
26,2014-04-28,-0.79020979,-0.794480039,-0.78506559,-0.78528827,14.90157579,-0.311018124,-1.213807738,-1.242714052,0.244687479,0.056468709,1.799687355,1.531434055,-1.176134618,-1.2510625,-1.25185907,-1.296141177,-1.391160378,-1.183269515,-1.233982698,-1.270155876,-1.316844081,-1.381311157,0.576071319,0.142512543,0.115397139,0.169269298,-0.186045589,-0.077797899,0.038651622,0.040741044,0.131687703,0.167534598,0.431012721,0.197164627,0.155034184,0.153285976,0.011895587,0.033812016,0.066003082,0.052965114,0.084254843,0.103887804,-0.311629864,-1.417697528,35150,0.656941599,1.820215294,-4.867737003,-0.067116231,1.643657342,-0.36999233,0.215401679,0.333249077,-0.381515287,-0.529421457
27,2014-04-29,-0.794205794,-0.800394283,-0.791120081,-0.801192843,14.86778672,-0.91848312,-1.212526574,-1.240198075,0.224710481,0.094073101,0.946016653,1.455094745,-1.176762531,-1.246770859,-1.250122294,-1.294143511,-1.389611777,-1.189939094,-1.2314624,-1.268282905,-1.315112644,-1.379679767,0.528885526,0.131855801,0.107728757,0.164732507,-0.16937928,-0.069352455,0.045526264,0.039567185,0.132517796,0.169650373,0.316693705,0.150705836,0.124438999,0.131064121,0.017707815,0.037796265,0.069133416,0.05460769,0.085650448,0.104969174,-0.536184787,0.463721347,-13165,-0.82553111,-5.63959178,-4.396024465,-0.279517429,0.365446722,-0.219793706,-0.64846467,-0.26475866,0.591284434,-0.746008487
28,2014-04-30,-0.805194805,-0.804337112,-0.790110999,-0.792246521,14.63996535,0.468267473,-1.20925348,-1.236802365,0.223319279,0.123859904,1.07521746,1.42535926,-1.180530008,-1.241843419,-1.248222696,-1.292006148,-1.388005013,-1.189673056,-1.227817824,-1.265988455,-1.313158681,-1.377931157,0.445168796,0.105940544,0.090023226,0.153030817,-0.149651812,-0.059133934,0.053791639,0.03854984,0.133656762,0.172113947,0.275111024,0.140081412,0.11870469,0.127504369,0.029463465,0.045884015,0.075335593,0.0579866,0.088296764,0.106798808,-0.134066653,-1.666641055,43600,-0.114714411,0,-6.244189602,-0.000760116,0.734592569,-0.02421037,0.023960394,0.903913861,-0.730961967,0.701151521
29,2014-05-02,-0.775224775,-0.78363726,-0.771947528,-0.782306163,15.03162495,0.51815106,-1.204051681,-1.232473631,0.238594194,0.150947141,1.678914002,1.54798956,-1.182099791,-1.235326481,-1.247110074,-1.289687178,-1.386325545,-1.184259668,-1.223004454,-1.263232691,-1.310957962,-1.376051772,0.367540555,0.093709511,0.078540727,0.146115514,-0.114788614,-0.043922803,0.065691883,0.031976229,0.13236336,0.175041253,0.283390397,0.155269727,0.131140632,0.137687589,0.047210545,0.058172524,0.084706779,0.063239816,0.092302715,0.109452936,0.841221785,-0.623229607,83350,0.794712401,1.873339857,-1.785474006,0.951049526,1.32886755,-0.369909904,0.810687608,0.342031063,-0.741100824,-0.139455252
30,2014-05-07,-0.779220779,-0.78363726,-0.764883956,-0.773359841,14.77787997,0.456450962,-1.197461127,-1.227399442,0.264663795,0.178176989,1.883530013,1.695720733,-1.179902096,-1.229206919,-1.246133138,-1.287214542,-1.384638806,-1.175938319,-1.217285194,-1.260084391,-1.308542472,-1.374057226,0.330248557,0.099522279,0.07817939,0.14764246,-0.08162606,-0.030624728,0.076628096,0.023759215,0.130664564,0.178577206,0.316813197,0.184346018,0.153582644,0.155533617,0.069318232,0.073617387,0.096496274,0.070048582,0.097451029,0.112815879,-0.31396776,-2.74995518,56830,0.600861363,1.143576122,-1.044954128,-0.241614323,0.560752858,-0.408801273,0.112142751,0.805883039,-0.668464996,-0.258946898
31,2014-05-08,-0.77022977,-0.781665845,-0.771947528,-0.782306163,14.61698016,-0.525753939,-1.194073537,-1.223767221,0.261296348,0.199242666,1.441809342,1.706772109,-1.178960226,-1.223405255,-1.245237613,-1.284658088,-1.383053854,-1.175103178,-1.213474932,-1.257522203,-1.306418054,-1.37220999,0.283823825,0.099885577,0.073722896,0.146555979,-0.049994086,-0.01872645,0.087026981,0.014603113,0.129004377,0.182866723,0.280294144,0.17543404,0.149365088,0.153286988,0.080285709,0.081727495,0.102927903,0.074292498,0.100801268,0.11516043,0.329888833,-0.044410296,10780,1.132559466,-0.514469453,-1.906727829,0.5332628,0.405025443,-0.664606015,0.327540072,0.006603315,-0.210039028,-0.408478418
32,2014-05-09,-0.78021978,-0.786594381,-0.778002018,-0.772365805,14.64249915,0.51131827,-1.188774856,-1.219219496,0.274590136,0.218930474,1.500175898,1.729769254,-1.169855489,-1.216411469,-1.244070717,-1.282087665,-1.381439819,-1.169310389,-1.208511655,-1.254507478,-1.304049699,-1.370232797,0.305133538,0.136820874,0.094278977,0.16373412,-0.012409858,-0.00267544,0.100207331,0.0069339,0.128039152,0.187098274,0.291463225,0.191340187,0.162626556,0.164267036,0.097184366,0.093979474,0.112483156,0.080359694,0.10547901,0.118315614,0.307211241,-1.451504674,39370,-0.037386824,-0.008388089,-0.885321101,1.364234465,1.906812715,-0.353525432,0.467931509,0.342373828,-0.530659596,0.401653504
33,2014-05-12,-0.781218781,-0.778708724,-0.764883956,-0.767395626,14.52271398,0.23364836,-1.183075229,-1.21441636,0.290342398,0.238040323,1.465682579,1.739801067,-1.162006578,-1.210450856,-1.243229466,-1.279335635,-1.379883948,-1.162830516,-1.203263124,-1.251323326,-1.301580965,-1.368199369,0.324160068,0.169396595,0.110458861,0.178210741,0.020582631,0.009129518,0.111048721,-0.003630832,0.126301748,0.192315254,0.307695702,0.210123889,0.178081596,0.176986475,0.115085301,0.107086801,0.122745102,0.087035497,0.110625354,0.121786195,0.165534735,-0.437290306,51260,-0.162186928,-0.436180624,0.971406728,0.763454832,-1.79499564,-0.118771394,0.007964282,0.703645127,-0.582518561,-0.057048078
34,2014-05-13,-0.762237762,-0.770823066,-0.748738648,-0.761431412,14.79828392,0.285885202,-1.176793112,-1.209258277,0.309930043,0.257505805,1.236520075,1.692246154,-1.155413492,-1.204092868,-1.24225253,-1.276709333,-1.378269914,-1.155368984,-1.197604915,-1.247921646,-1.298985604,-1.366095644,0.327204313,0.195554051,0.123145818,0.189750928,0.055275764,0.022754212,0.122711908,-0.012708676,0.124795997,0.196778671,0.331136234,0.233148087,0.196728383,0.192215668,0.134634495,0.121496758,0.134050706,0.094511096,0.116380463,0.125658866,0.085578688,0.072378025,1140,-0.5579883,-0.008388089,1.61146789,0.955887564,-1.116886602,0.341188996,0.087203981,1.203618911,-1.062458978,-0.009304437
35,2014-05-14,-0.755244755,-0.766880237,-0.747729566,-0.753479125,14.86546572,0.390531247,-1.169531669,-1.203534628,0.336476878,0.278740033,1.296282061,1.66869671,-1.149134363,-1.196065909,-1.240597166,-1.274362424,-1.376699502,-1.146205807,-1.191272866,-1.244202264,-1.296209901,-1.363893148,0.311222028,0.217230832,0.135672179,0.200674463,0.096431344,0.043191254,0.138452469,-0.016308511,0.125336523,0.200256658,0.367518859,0.263835585,0.221042468,0.211851955,0.157219157,0.138167451,0.147119177,0.103192414,0.123039305,0.130113085,-0.022443803,-1.294762454,32660,-0.26570421,1.940444569,-0.765443425,0.097356541,2.127226902,0.365010132,0.422826002,0.795434181,-0.888146354,0.476872549
