날짜,시가,고가,저가,종가,거래량,MACD,MACD_Signal,RSI,RSI_Signal,SMA_5,SMA_20,SMA_60,SMA_120,SMA_240,EMA_5,EMA_20,EMA_60,EMA_120,EMA_240,SMA_5_minus_SMA_20,SMA_5_minus_SMA_60,SMA_5_minus_SMA_120,SMA_5_minus_SMA_240,SMA_20_minus_SMA_60,SMA_20_minus_SMA_120,SMA_20_minus_SMA_240,SMA_60_minus_SMA_120,SMA_60_minus_SMA_240,SMA_120_minus_SMA_240,EMA_5_minus_EMA_20,EMA_5_minus_EMA_60,EMA_5_minus_EMA_120,EMA_5_minus_EMA_240,EMA_20_minus_EMA_60,EMA_20_minus_EMA_120,EMA_20_minus_EMA_240,EMA_60_minus_EMA_120,EMA_60_minus_EMA_240,EMA_120_minus_EMA_240,시가_등락률,고가_등락률,저가_등락률,종가_등락률,거래량_등락률,MACD_등락률,MACD_Signal_등락률,RSI_등락률,RSI_Signal_등락률,SMA_5_등락률,SMA_20_등락률,SMA_60_등락률,SMA_120_등락률,SMA_240_등락률,EMA_5_등락률,EMA_20_등락률,EMA_60_등락률,EMA_120_등락률,EMA_240_등락률,MACD_Binary,MACD_minus_Signal_Binary,RSI_minus_Signal_Binary,시가_대비_종가_등락률,시가_대비_저가_등락률,시가_대비_고가_등락률,저가_대비_종가_등락률,저가_대비_고가_등락률,고가_대비_종가_등락률,종가_minus_SMA_5,종가_minus_SMA_20,종가_minus_SMA_60,종가_minus_SMA_120,종가_minus_SMA_240,종가_minus_EMA_5,종가_minus_EMA_20,종가_minus_EMA_60,종가_minus_EMA_120,종가_minus_EMA_240,[일]사모펀드_수량,[일]기타법인_수량,[일]국가지자체_수량,[일]연기금 등_수량,[일]기타금융_수량,[일]은행_수량,[일]투신_수량,[일]보험_수량,[일]금융투자_수량,[일]기관_수량,[일]외국인_수량,[일]개인_수량,[일]프로그램순매수(종목),target
2022-09-19,90800,91500,90000,90000,2078633,-1206.794596,-1144.534032,37.68115942,42.02950444,92200,92865,94795,101820,109471.6667,91330.77937,92785.51258,96061.35402,100984.5988,106194.5773,-665,-2595,-9620,-17271.66667,-1930,-8955,-16606.66667,-7025,-14676.66667,-7651.666667,-1454.733204,-4730.57465,-9653.819397,-14863.79789,-3275.841446,-8199.086193,-13409.06469,-4923.244747,-10133.22324,-5209.978494,-0.110011001,0.10940919,0,-1.315789474,-7.335393208,10.39647103,1.378704174,-12.22002635,-2.521271367,-0.086692675,-0.305958132,-0.038665003,-0.22863862,-0.05135677,-0.723279776,-0.315014899,-0.213437631,-0.182481506,-0.127451662,0,0,0,-0.881057269,-0.881057269,0.77092511,0,1.666666667,-1.639344262,-2200,-2865,-4795,-11820,-19471.66667,-1330.779371,-2785.512575,-6061.354021,-10984.59877,-16194.57726,7273,2217,0,-86038,0,738,5336,-3016,81607,5900,-281765,273108,292300,1
2022-09-20,89000,90600,87500,88000,4259789,-1441.627042,-1203.952634,38.80597015,41.38479758,90840,92445,94758.33333,101570,109421.6667,90220.51958,92329.74947,95797.04733,100769.9773,106043.5849,-1605,-3918.333333,-10730,-18581.66667,-2313.333333,-9125,-16976.66667,-6811.666667,-14663.33333,-7851.666667,-2109.229892,-5576.527751,-10549.45772,-15823.06534,-3467.297859,-8440.227828,-13713.83545,-4972.929969,-10246.53759,-5273.607619,-1.982378855,-0.983606557,-2.777777778,-2.222222222,104.9322319,19.45918933,5.191510292,2.985074627,-1.533938759,-1.47505423,-0.452269423,-0.038679959,-0.24553133,-0.045673919,-1.215646902,-0.491200716,-0.275143622,-0.21252891,-0.142184607,0,0,0,-1.123595506,-1.685393258,1.797752809,0.571428571,3.542857143,-2.869757174,-2840,-4445,-6758.333333,-13570,-21421.66667,-2220.519581,-4329.749473,-7797.047332,-12769.9773,-18043.58492,-37399,69028,0,-90297,400,4660,26998,-6212,210394,108544,-1695403,1514339,-972891,-1
2022-09-21,87500,88500,86300,88000,2954420,-1609.183778,-1284.998862,36.59793814,40.4274257,89840,92085,94698.33333,101303.3333,109359.1667,89480.34639,91917.39238,95541.40644,100558.9033,105893.8456,-2245,-4858.333333,-11463.33333,-19519.16667,-2613.333333,-9218.333333,-17274.16667,-6605,-14660.83333,-8055.833333,-2437.045993,-6061.060049,-11078.55691,-16413.49924,-3624.014056,-8641.510916,-13976.45325,-5017.49686,-10352.43919,-5334.94233,-1.685393258,-2.317880795,-1.371428571,0,-30.6439826,11.62275201,6.731679184,-5.689928628,-2.313341961,-1.100836636,-0.389420737,-0.063318969,-0.262544715,-0.057118487,-0.82040449,-0.446613464,-0.266856759,-0.209461201,-0.141205424,0,0,0,0.571428571,-1.371428571,1.142857143,1.969872538,2.549246813,-0.564971751,-1840,-4085,-6698.333333,-13303.33333,-21359.16667,-1480.346387,-3917.39238,-7541.406436,-12558.9033,-17893.84563,104652,36402,0,-114624,554,-1610,322,8670,67660,65624,-323144,220726,1219059,1
2022-09-22,86300,86900,85900,86000,2204430,-1881.666306,-1404.332351,26.28865979,37.59967252,88640,91705,94548.33333,101011.6667,109300.8333,88320.23092,91353.8312,95228.57344,100318.2603,105728.7515,-3065,-5908.333333,-12371.66667,-20660.83333,-2843.333333,-9306.666667,-17595.83333,-6463.333333,-14752.5,-8289.166667,-3033.600276,-6908.342513,-11998.02934,-17408.52055,-3874.742237,-8964.429065,-14374.92027,-5089.686828,-10500.17803,-5410.491205,-1.371428571,-1.807909605,-0.463499421,-2.272727273,-25.38535482,16.93296512,9.286661032,-28.16901408,-6.994640722,-1.335707925,-0.412662214,-0.158397719,-0.287914185,-0.053341055,-1.296503097,-0.613117022,-0.327431853,-0.239305543,-0.155905335,0,0,0,-0.347624565,-0.463499421,0.695249131,0.116414435,1.164144354,-1.035673188,-2640,-5705,-8548.333333,-15011.66667,-23300.83333,-2320.230925,-5353.831201,-9228.573438,-14318.26027,-19728.75147,-45304,37809,0,-64545,110,1934,-30529,-16465,-121635,-276434,-292581,529395,-295602,-1
2022-09-23,85500,86600,83300,83500,3932242,-2273.136476,-1578.093176,26.70157068,35.42005215,87100,91220,94351.66667,100724.1667,109240.8333,86713.48728,90605.84728,94844.03005,100040.2725,105544.2805,-4120,-7251.666667,-13624.16667,-22140.83333,-3131.666667,-9504.166667,-18020.83333,-6372.5,-14889.16667,-8516.666667,-3892.359994,-8130.542763,-13326.78521,-18830.79322,-4238.182769,-9434.425216,-14938.43323,-5196.242447,-10700.25046,-5504.008011,-0.926998841,-0.345224396,-3.02677532,-2.906976744,78.37908212,20.80444177,12.37319819,1.570680628,-5.796913168,-1.737364621,-0.528869745,-0.208006487,-0.284620588,-0.054894367,-1.81922491,-0.818776743,-0.403810934,-0.277105855,-0.174475688,0,0,0,-2.339181287,-2.573099415,1.286549708,0.240096038,3.961584634,-3.579676674,-3600,-7720,-10851.66667,-17224.16667,-25740.83333,-3213.487283,-7105.847277,-11344.03005,-16540.27249,-22044.2805,-8896,61032,0,-91873,4600,8147,529,-1650,220085,130942,-966919,771952,834627,1
2022-09-26,81500,83200,81500,82500,3281145,-2633.711266,-1789.216794,26.28865979,33.59377368,85600,90640,94160,100445,109182.5,85308.99152,89833.86182,94439.30775,99750.35063,105353.0417,-5040,-8560,-14845,-23582.5,-3520,-9805,-18542.5,-6285,-15022.5,-8737.5,-4524.8703,-9130.316228,-14441.35911,-20044.05014,-4605.445928,-9916.488812,-15519.17984,-5311.042884,-10913.73391,-5602.691029,-4.678362573,-3.926096998,-2.160864346,-1.19760479,-16.55790768,15.86243471,13.37840003,-1.546391753,-5.156058109,-1.722158439,-0.635825477,-0.203140732,-0.277159569,-0.053398836,-1.61969701,-0.852026087,-0.426724061,-0.289805148,-0.181192994,0,0,0,1.226993865,0,2.085889571,1.226993865,2.085889571,-0.841346154,-3100,-8140,-11660,-17945,-26682.5,-2808.991522,-7333.861822,-11939.30775,-17250.35063,-22853.04166,56612,1855,0,-36881,-6205,6133,66714,933,443537,530843,-43363,-486840,-11594,-1
2022-09-27,82200,82700,80700,82000,2606333,-2926.085117,-2016.590459,26.42487047,32.15999304,84400,89985,94010,100153.3333,109125.4167,84205.99435,89087.77974,94031.46159,99456.95641,105159.2405,-5585,-9610,-15753.33333,-24725.41667,-4025,-10168.33333,-19140.41667,-6143.333333,-15115.41667,-8972.083333,-4881.785396,-9825.467246,-15250.96206,-20953.24614,-4943.68185,-10369.17666,-16071.46074,-5425.494814,-11127.77889,-5702.284078,0.858895706,-0.600961538,-0.981595092,-0.606060606,-20.56635717,11.10121127,12.70799969,0.518134715,-4.267995183,-1.401869159,-0.722639011,-0.159303314,-0.2903745,-0.052282493,-1.292943633,-0.830513198,-0.431860594,-0.294128515,-0.183954039,0,0,0,-0.243309002,-1.824817518,0.608272506,1.610904585,2.478314746,-0.84643289,-2400,-7985,-12010,-18153.33333,-27125.41667,-2205.994348,-7087.779744,-12031.46159,-17456.95641,-23159.24049,114904,-9134,0,-94663,-1883,-5000,104821,20328,160438,298945,-452606,162372,-707444,-1
2022-09-28,81900,83500,80500,81200,3068181,-3185.624915,-2250.39735,22.68041237,30.2640769,83040,89420,93905,99859.16667,109072.0833,83203.99623,88336.56263,93610.75794,99155.18853,104960.4086,-6380,-10865,-16819.16667,-26032.08333,-4485,-10439.16667,-19652.08333,-5954.166667,-15167.08333,-9212.916667,-5132.566393,-10406.7617,-15951.1923,-21756.41238,-5274.19531,-10818.62591,-16623.84599,-5544.430599,-11349.65068,-5805.220082,-0.364963504,0.967351874,-0.247831475,-0.975609756,17.72022224,8.869864912,11.59416827,-14.17020416,-5.895262884,-1.611374408,-0.627882425,-0.111690246,-0.293716302,-0.048873429,-1.189936802,-0.843232507,-0.447407338,-0.303415553,-0.189076937,0,0,0,-0.854700855,-1.709401709,1.953601954,0.869565217,3.726708075,-2.754491018,-1840,-8220,-12705,-18659.16667,-27872.08333,-2003.996232,-7136.562625,-12410.75794,-17955.18853,-23760.40862,11872,9527,0,-14664,1572,5702,118288,-11009,-106582,5179,303889,-316987,619413,1
2022-09-29,82500,82900,80500,80800,2064798,-3384.573475,-2477.232575,23.91304348,28.99387022,82000,88800,93766.66667,99590.83333,109027.5,82402.66415,87618.79476,93190.73309,98851.79699,104759.9073,-6800,-11766.66667,-17590.83333,-27027.5,-4966.666667,-10790.83333,-20227.5,-5824.166667,-15260.83333,-9436.666667,-5216.130602,-10788.06893,-16449.13283,-22357.24314,-5571.938329,-11233.00223,-17141.11254,-5661.063903,-11569.17421,-5908.110311,0.732600733,-0.718562874,0,-0.492610837,-32.70286205,6.245197263,10.07978546,5.434782609,-4.197077244,-1.252408478,-0.693357191,-0.147312,-0.268711769,-0.040875109,-0.963093257,-0.812537694,-0.448692928,-0.30597647,-0.191025663,0,0,0,-2.060606061,-2.424242424,0.484848485,0.372670807,2.98136646,-2.533172497,-1200,-8000,-12966.66667,-18790.83333,-28227.5,-1602.664155,-6818.794756,-12390.73309,-18051.79699,-23959.9073,42409,-1967,0,-23244,-1097,100,5388,7440,-55805,-24809,230123,-203630,-435472,-1
2022-09-30,80900,83900,80400,83100,4711130,-3318.398432,-2645.465746,32.36714976,29.66852613,81920,88195,93610,99337.5,108990.4167,82635.10944,87188.43335,92859.88938,98591.43671,104580.157,-6275,-11690,-17417.5,-27070.41667,-5415,-11142.5,-20795.41667,-5727.5,-15380.41667,-9652.916667,-4553.323914,-10224.77994,-15956.32727,-21945.04759,-5671.456026,-11403.00336,-17391.72368,-5731.54733,-11720.26765,-5988.720324,-1.939393939,1.206272618,-0.124223602,2.846534653,128.1642078,-1.95519592,6.791173876,35.35353535,2.326891522,-0.097560976,-0.681306306,-0.167081408,-0.254374148,-0.034012826,0.282084668,-0.491174761,-0.355017819,-0.263384469,-0.171583073,0,0,1,2.719406675,-0.618046972,3.708281829,3.358208955,4.353233831,-0.953516091,1180,-5095,-10510,-16237.5,-25890.41667,464.8905635,-4088.433351,-9759.889377,-15491.43671,-21480.15703,70583,1869,0,134518,3082,-2597,161446,34683,36601,438316,363558,-800970,-83236,-1
2022-10-04,85200,87200,85200,86200,4277404,-2981.441935,-2712.660984,27.83505155,29.30183121,82660,87885,93511.66667,99122.5,108958.75,83823.40629,87094.29684,92641.53235,98386.61957,104427.6246,-5225,-10851.66667,-16462.5,-26298.75,-5626.666667,-11237.5,-21073.75,-5610.833333,-15447.08333,-9836.25,-3270.89055,-8818.126058,-14563.21328,-20604.21832,-5547.235507,-11292.32273,-17333.32777,-5745.087223,-11786.09226,-6041.005036,5.315203956,3.933253874,5.970149254,3.730445247,-9.206411201,-10.15419046,2.540015416,-14.00215418,-1.23597281,0.903320313,-0.351493849,-0.105045757,-0.216433874,-0.029054542,1.438004817,-0.107969034,-0.235146768,-0.207743332,-0.145852165,0,0,0,1.17370892,0,2.34741784,1.17370892,2.34741784,-1.146788991,3540,-1685,-7311.666667,-12922.5,-22758.75,2376.593709,-894.2968413,-6441.532349,-12186.61957,-18227.62461,42585,4840,0,150171,898,-2509,103829,47126,-109481,232619,290732,-527121,-657092,-1
2022-10-05,90000,90400,88100,89800,5927256,-2396.288646,-2649.386516,42.45283019,31.93203101,84220,87790,93443.33333,98941.66667,108922.9167,85815.60419,87351.98286,92548.36735,98244.69198,104306.2335,-3570,-9223.333333,-14721.66667,-24702.91667,-5653.333333,-11151.66667,-21132.91667,-5498.333333,-15479.58333,-9981.25,-1536.378662,-6732.76316,-12429.08778,-18490.62934,-5196.384497,-10892.70912,-16954.25068,-5696.324622,-11757.86618,-6061.541557,5.633802817,3.669724771,3.403755869,4.176334107,38.57133906,-19.6265197,-2.332560829,52.51572327,8.97623011,1.887248972,-0.108095807,-0.073074661,-0.182434193,-0.032887064,2.376660638,0.295870137,-0.100565041,-0.144254978,-0.116244218,0,1,1,-0.222222222,-2.111111111,0.444444444,1.929625426,2.610669694,-0.663716814,5580,2010,-3643.333333,-9141.666667,-19122.91667,3984.395806,2448.017144,-2748.367354,-8444.691975,-14506.23353,-29152,-83456,0,140328,650,-1799,77755,34966,-1007167,-784419,2391209,-1518465,1121176,1
2022-10-06,90900,92000,89800,89900,3039698,-1902.549874,-2500.019188,44.82758621,34.51114205,85960,87730,93361.66667,98765.83333,108892.9167,87177.06946,87594.65116,92461.53564,98106.76318,104186.6797,-1770,-7401.666667,-12805.83333,-22932.91667,-5631.666667,-11035.83333,-21162.91667,-5404.166667,-15531.25,-10127.08333,-417.5816931,-5284.466174,-10929.69372,-17009.61026,-4866.884481,-10512.11203,-16592.02857,-5645.227545,-11725.14409,-6079.916545,1,1.769911504,1.929625426,0.111358575,-48.71660681,-20.60431129,-5.637808131,5.593869732,8.07687754,2.066017573,-0.068344914,-0.087396996,-0.177714141,-0.027542413,1.586500825,0.277805141,-0.093823067,-0.140393125,-0.114618083,0,1,1,-1.100110011,-1.210121012,1.210121012,0.111358575,2.449888641,-2.282608696,3940,2170,-3461.666667,-8865.833333,-18992.91667,2722.930537,2305.348844,-2561.535637,-8206.763182,-14286.67973,-105106,-14283,0,-82711,524,-627,-74057,12113,-127584,-377448,718398,-325017,-399438,-1
2022-10-07,89600,91800,87800,91200,3100583,-1390.332319,-2278.081814,50,37.60891364,88040,87700,93320,98584.16667,108865.8333,88518.04631,87938.01771,92420.17381,97992.60181,104078.9065,340,-5280,-10544.16667,-20825.83333,-5620,-10884.16667,-21165.83333,-5264.166667,-15545.83333,-10281.66667,580.028596,-3902.127504,-9474.555499,-15560.86014,-4482.1561,-10054.5841,-16140.88874,-5572.427995,-11658.73264,-6086.304644,-1.430143014,-0.217391304,-2.227171492,1.446051168,2.002995034,-26.92268739,-8.877426815,11.53846154,8.976149171,2.419730107,-0.034195828,-0.044629309,-0.183936753,-0.024871529,1.538221982,0.39199489,-0.044734087,-0.116364429,-0.103442471,0,1,1,1.785714286,-2.008928571,2.455357143,3.872437358,4.555808656,-0.653594771,3160,3500,-2120,-7384.166667,-17665.83333,2681.953692,3261.982288,-1220.173813,-6792.601808,-12878.90645,-17841,13394,0,77054,1824,-1806,13403,22863,-131892,-36395,510287,-485451,528390,1
2022-10-11,89700,91200,88000,90200,3840842,-1052.950106,-2033.055473,50.48543689,40.18421829,89460,87690,93268.33333,98419.16667,108833.75,89078.69754,88153.4446,92347.38123,97863.79847,103963.7288,1770,-3808.333333,-8959.166667,-19373.75,-5578.333333,-10729.16667,-21143.75,-5150.833333,-15565.41667,-10414.58333,925.252942,-3268.68369,-8785.100933,-14885.03127,-4193.936632,-9710.353875,-15810.28421,-5516.417243,-11616.34758,-6099.930332,0.111607143,-0.653594771,0.227790433,-1.096491228,23.87483257,-24.26630014,-10.75581835,0.970873786,6.847591175,1.612903226,-0.011402509,-0.055365052,-0.167369676,-0.029470526,0.633375062,0.244975825,-0.078762657,-0.131441898,-0.110663775,0,1,1,0.557413601,-1.895206243,1.672240803,2.5,3.636363636,-1.096491228,740,2510,-3068.333333,-8219.166667,-18633.75,1121.302461,2046.555403,-2147.381229,-7663.798472,-13763.7288,-347715,-12246,0,129038,8950,-3429,-61557,-3243,-335204,-613160,945573,-318756,812215,1
2022-10-12,91000,94000,90900,94000,4648231,-473.4859771,-1721.141573,63.39285714,44.82594606,91020,87870,93268.33333,98302.5,108824.1667,90719.13169,88710.2594,92401.56545,97799.93403,103881.0423,3150,-2248.333333,-7282.5,-17804.16667,-5398.333333,-10432.5,-20954.16667,-5034.166667,-15555.83333,-10521.66667,2008.872295,-1682.433758,-7080.802342,-13161.91057,-3691.306054,-9089.674637,-15170.78286,-5398.368583,-11479.47681,-6081.108224,1.449275362,3.070175439,3.295454545,4.21286031,21.02114588,-55.03243938,-15.34212437,25.56662088,11.55112123,1.74379611,0.20526856,0,-0.118540596,-0.008805479,1.841556061,0.631642703,0.058674346,-0.06525849,-0.079534033,0,1,1,3.296703297,-0.10989011,3.296703297,3.410341034,3.410341034,0,2980,6130,731.6666667,-4302.5,-14824.16667,3280.868307,5289.740603,1598.434549,-3799.934034,-9881.042258,-212321,-1996,0,-59036,-17657,-2353,93866,46120,-132226,-283607,969264,-678460,-841165,-1
2022-10-13,93400,94900,92800,94900,4390570,57.7008584,-1365.373087,64.80686695,48.82213024,92040,87875,93283.33333,98185,108809.1667,92112.75446,89299.7585,92483.48134,97752.00124,103806.5108,4165,-1243.333333,-6145,-16769.16667,-5408.333333,-10310,-20934.16667,-4901.666667,-15525.83333,-10624.16667,2812.99596,-370.7268759,-5639.246779,-11693.75633,-3183.722835,-8452.242738,-14506.75228,-5268.519903,-11323.02945,-6054.509547,2.637362637,0.957446809,2.090209021,0.957446809,-5.543205576,-112.1863922,-20.6704952,2.230550686,8.914890884,1.120632828,0.005690224,0.016082629,-0.119529005,-0.013783703,1.536195004,0.664521904,0.088652055,-0.04901107,-0.071746942,1,1,1,1.605995717,-0.642398287,1.605995717,2.262931034,2.262931034,0,2860,7025,1616.666667,-3285,-13909.16667,2787.245538,5600.241498,2416.518662,-2852.00124,-8906.510787,61283,-12569,0,-14204,3476,-23199,9943,-20833,61902,78368,704672,-769127,-1577803,-1
2022-10-14,96000,96600,94300,95500,3516437,521.0785687,-988.0827559,71.68949772,53.39560373,93160,88000,93230,98043.33333,108790.4167,93241.83631,89890.25769,92582.38359,97714.77808,103737.5771,5160,-70,-4883.333333,-15630.41667,-5230,-10043.33333,-20790.41667,-4813.333333,-15560.41667,-10747.08333,3351.578615,659.4527189,-4472.941772,-10495.74078,-2692.125896,-7824.520387,-13847.3194,-5132.39449,-11155.1935,-6022.799008,2.78372591,1.791359326,1.61637931,0.632244468,-19.9093284,803.0690065,-27.63276461,10.62021833,9.367623808,1.216862234,0.142247511,-0.057173486,-0.144285448,-0.017232004,1.225760594,0.661255081,0.10694045,-0.038079181,-0.06640595,1,1,1,-0.520833333,-1.770833333,0.625,1.272534464,2.43902439,-1.138716356,2340,7500,2270,-2543.333333,-13290.41667,2258.163692,5609.742307,2917.616411,-2214.778079,-8237.577088,-238022,-23142,0,3367,9870,142,-63358,-8645,-5529,-302175,665871,-339693,899500,1
2022-10-17,94600,95300,94000,95200,2134558,854.2539422,-619.6154163,79.69543147,58.65556928,93960,88160,93133.33333,97899.16667,108762.0833,93894.55754,90395.94744,92668.20708,97673.2115,103666.7258,5800,826.6666667,-3939.166667,-14802.08333,-4973.333333,-9739.166667,-20602.08333,-4765.833333,-15628.75,-10862.91667,3498.610102,1226.350461,-3778.653961,-9772.168287,-2272.259642,-7277.264063,-13270.77839,-5005.004422,-10998.51875,-5993.514326,-1.458333333,-1.345755694,-0.318133616,-0.314136126,-39.2977039,63.93956562,-37.2911416,11.16751269,9.850933747,0.858737656,0.181818182,-0.103686224,-0.147043824,-0.026043961,0.700030433,0.56256346,0.092699589,-0.042538683,-0.068298551,1,1,1,0.634249471,-0.634249471,0.739957717,1.276595745,1.382978723,-0.104931794,1240,7040,2066.666667,-2699.166667,-13562.08333,1305.442461,4804.052564,2531.792922,-2473.2115,-8466.725826,-57606,-346,0,-11099,-474,-904,-68420,-21447,-139893,-299843,505182,-205112,282054,1
2022-10-18,95900,96200,94600,95800,2618680,1153.416939,-265.0089452,84.45595855,63.81564713,95080,88390,93063.33333,97755.83333,108738.3333,94529.70503,90910.61911,92770.88881,97642.24933,103601.4418,6690,2016.666667,-2675.833333,-13658.33333,-4673.333333,-9365.833333,-20348.33333,-4692.5,-15675,-10982.5,3619.085917,1758.816213,-3112.5443,-9071.736768,-1860.269704,-6731.630217,-12690.82269,-4871.360513,-10830.55298,-5959.192468,1.374207188,0.944386149,0.638297872,0.630252101,22.6801989,35.02038237,-57.23009172,5.973400218,8.797251338,1.191996594,0.260889292,-0.075161059,-0.146409145,-0.021836654,0.676447607,0.569352595,0.110805786,-0.03169976,-0.062974914,1,1,1,-0.104275287,-1.355578728,0.31282586,1.268498943,1.691331924,-0.415800416,720,7410,2736.666667,-1955.833333,-12938.33333,1270.294974,4889.380891,3029.111187,-1842.249326,-7801.441794,-127622,-9112,0,-13864,-458,-1207,-90004,-30030,71066,-192119,554517,-352664,123504,1
2022-10-19,94700,94900,92700,92900,3684934,1143.320519,16.65694754,75.11520737,66.07555918,94860,88535,92911.66667,97609.16667,108681.6667,93986.47002,91100.08396,92775.12197,97563.86504,103512.6331,6325,1948.333333,-2749.166667,-13821.66667,-4376.666667,-9074.166667,-20146.66667,-4697.5,-15770,-11072.5,2886.386062,1211.34805,-3577.395022,-9526.163131,-1675.038011,-6463.781084,-12412.54919,-4788.743073,-10737.51118,-5948.768109,-1.251303441,-1.351351351,-2.00845666,-3.027139875,40.71723158,-0.875348729,-106.2854284,-11.05990783,3.541313376,-0.231384098,0.164045707,-0.162971453,-0.150033672,-0.05211287,-0.574671219,0.208407828,0.004563019,-0.080277018,-0.085721438,1,1,1,-1.900739176,-2.111932418,0.211193242,0.21574973,2.373247033,-2.10748156,-1960,4365,-11.66666667,-4709.166667,-15781.66667,-1086.470017,1799.916044,124.8780334,-4663.86504,-10612.63315,-331441,-13621,0,-223206,-9260,3107,-76234,-45316,-310365,-992715,515123,490490,-300375,-1
2022-10-20,91000,91800,89000,90200,4547678,906.9963085,194.7248197,69.06779661,66.67400667,93920,88645,92706.66667,97460.83333,108628.3333,92724.31334,91014.36167,92690.69174,97442.14826,103402.1549,5275,1213.333333,-3540.833333,-14708.33333,-4061.666667,-8815.833333,-19983.33333,-4754.166667,-15921.66667,-11167.5,1709.951671,33.62160653,-4717.834917,-10677.84152,-1676.330064,-6427.786588,-12387.79319,-4751.456524,-10711.46313,-5960.006603,-3.907074974,-3.266596417,-3.991370011,-2.906350915,23.41273955,-20.66998765,1069.030636,-8.050847458,0.905701734,-0.990934008,0.124244649,-0.220639676,-0.151966601,-0.049072981,-1.342913158,-0.094096819,-0.091005247,-0.124756002,-0.106729275,1,1,1,-0.879120879,-2.197802198,0.879120879,1.348314607,3.146067416,-1.74291939,-3720,1555,-2506.666667,-7260.833333,-18428.33333,-2524.313345,-814.3616741,-2490.691738,-7242.148262,-13202.15486,4243,2129,0,-173,-1497,8403,-71991,-9593,30334,-40274,-427856,464268,599609,1
2022-10-21,89800,91400,89700,90500,2206754,735.4374966,302.8673551,70.63829787,67.46686491,92920,88770,92548.33333,97290,108561.6667,91982.87556,90965.37485,92618.86578,97327.40201,103295.083,4150,371.6666667,-4370,-15641.66667,-3778.333333,-8520,-19791.66667,-4741.666667,-16013.33333,-11271.66667,1017.500715,-635.9902164,-5344.526447,-11312.20748,-1653.490932,-6362.027162,-12329.70819,-4708.53623,-10676.21726,-5967.68103,-1.318681319,-0.435729847,0.786516854,0.332594235,-51.47514842,-18.91505074,55.5360819,2.273854588,1.189156435,-1.064735945,0.141011901,-0.170789587,-0.175284088,-0.061371343,-0.799615284,-0.053823183,-0.077489937,-0.117758336,-0.10354893,1,1,1,0.779510022,-0.111358575,1.781737194,0.891861761,1.895206243,-0.984682713,-2420,1730,-2048.333333,-6790,-18061.66667,-1482.875563,-465.374848,-2118.86578,-6827.40201,-12795.08304,-53707,-4424,0,-95052,0,-629,2981,11041,213197,77831,164964,-237914,59196,1
2022-10-24,92200,93100,91200,91800,2165991,696.3479716,381.5634784,69.33333333,67.84015859,92240,89060,92411.66667,97150.83333,108496.25,91921.91704,91044.86296,92592.01772,97236.03999,103199.6882,3180,-171.6666667,-4910.833333,-16256.25,-3351.666667,-8090.833333,-19436.25,-4739.166667,-16084.58333,-11345.41667,877.0540844,-670.1006791,-5314.122951,-11277.77112,-1547.154764,-6191.177035,-12154.8252,-4644.022272,-10607.67044,-5963.648167,2.672605791,1.859956236,1.672240803,1.436464088,-1.847192755,-5.31513897,25.98369285,-1.847389558,0.553299291,-0.731812312,0.326686944,-0.147670587,-0.143043136,-0.060257611,-0.066271598,0.08738282,-0.028987678,-0.093870806,-0.092351811,1,1,1,-0.433839479,-1.084598698,0.976138829,0.657894737,2.083333333,-1.396348013,-440,2740,-611.6666667,-5350.833333,-16696.25,-121.9170421,755.1370423,-792.0177212,-5436.039993,-11399.68816,203351,3344,0,-54998,1221,-578,65182,-3111,228739,439806,-194485,-246798,-351076,-1
2022-10-25,91900,94800,91000,93500,2656194,793.3992216,463.9306271,67.2985782,67.73184251,91780,89560,92295,97017.5,108446.25,92447.94469,91278.68553,92621.78763,97174.28727,103119.1928,2220,-515,-5237.5,-16666.25,-2735,-7457.5,-18886.25,-4722.5,-16151.25,-11428.75,1169.259162,-173.8429373,-4726.342571,-10671.24813,-1343.102099,-5895.601733,-11840.50729,-4552.499634,-10497.40519,-5944.905557,-0.32537961,1.825993555,-0.219298246,1.851851852,22.63181149,13.93717709,21.58674855,-2.934742982,-0.159663658,-0.498699046,0.561419268,-0.126246686,-0.137243633,-0.046084542,0.572254876,0.256821272,0.032151703,-0.063508065,-0.077999594,1,1,0,1.741022851,-0.979325354,3.155603917,2.747252747,4.175824176,-1.371308017,1720,3940,1205,-3517.5,-14946.25,1052.055305,2221.314467,878.212368,-3674.287266,-9619.192823,152588,3605,0,-22608,-8459,1525,36671,76089,21046,256852,318051,-577951,-78170,-1
