날짜,시가,고가,저가,종가,거래량,MACD,MACD_Signal,RSI,RSI_Signal,SMA_5,SMA_20,SMA_60,SMA_120,SMA_240,EMA_5,EMA_20,EMA_60,EMA_120,EMA_240,SMA_5_minus_SMA_20,SMA_5_minus_SMA_60,SMA_5_minus_SMA_120,SMA_5_minus_SMA_240,SMA_20_minus_SMA_60,SMA_20_minus_SMA_120,SMA_20_minus_SMA_240,SMA_60_minus_SMA_120,SMA_60_minus_SMA_240,SMA_120_minus_SMA_240,EMA_5_minus_EMA_20,EMA_5_minus_EMA_60,EMA_5_minus_EMA_120,EMA_5_minus_EMA_240,EMA_20_minus_EMA_60,EMA_20_minus_EMA_120,EMA_20_minus_EMA_240,EMA_60_minus_EMA_120,EMA_60_minus_EMA_240,EMA_120_minus_EMA_240,시가_등락률,고가_등락률,저가_등락률,종가_등락률,거래량_등락률,MACD_등락률,MACD_Signal_등락률,RSI_등락률,RSI_Signal_등락률,SMA_5_등락률,SMA_20_등락률,SMA_60_등락률,SMA_120_등락률,SMA_240_등락률,EMA_5_등락률,EMA_20_등락률,EMA_60_등락률,EMA_120_등락률,EMA_240_등락률,MACD_Binary,MACD_minus_Signal_Binary,RSI_minus_Signal_Binary,시가_대비_종가_등락률,시가_대비_저가_등락률,시가_대비_고가_등락률,저가_대비_종가_등락률,저가_대비_고가_등락률,고가_대비_종가_등락률,종가_minus_SMA_5,종가_minus_SMA_20,종가_minus_SMA_60,종가_minus_SMA_120,종가_minus_SMA_240,종가_minus_EMA_5,종가_minus_EMA_20,종가_minus_EMA_60,종가_minus_EMA_120,종가_minus_EMA_240,[일]사모펀드_수량,[일]기타법인_수량,[일]국가지자체_수량,[일]연기금 등_수량,[일]기타금융_수량,[일]은행_수량,[일]투신_수량,[일]보험_수량,[일]금융투자_수량,[일]기관_수량,[일]외국인_수량,[일]개인_수량,[일]프로그램순매수(종목),target
2022-05-31,106500,108000,105500,108000,4024509,-1397.868505,-1138.185616,45.76271186,47.36914581,106400,109500,113350,119295.8333,115205.4167,107384.7175,109326.1759,112982.474,115204.6919,115326.1594,-3100,-6950,-12895.83333,-8805.416667,-3850,-9795.833333,-5705.416667,-5945.833333,-1855.416667,4090.416667,-1941.458408,-5597.756514,-7819.974395,-7941.441974,-3656.298106,-5878.515987,-5999.983566,-2222.217881,-2343.68546,-121.4675793,-1.388888889,0,-0.471698113,0.934579439,95.88503626,-4.126890852,6.048900197,2.086049544,-0.840699486,-0.093896714,-0.114025086,-0.242024202,-0.069805591,-0.054221506,0.287308243,-0.127526126,-0.149266793,-0.104995829,-0.053131224,0,0,0,1.408450704,-0.938967136,1.408450704,2.369668246,2.369668246,0,1600,-1500,-5350,-11295.83333,-7205.416667,615.2825335,-1326.175875,-4982.473981,-7204.691862,-7326.159441,-73439,-3012,0,-161131,-320,150,-57597,-27508,-373509,-693354,1062773,-365914,1088773,1
2022-06-02,106000,107500,106000,107000,3097583,-1414.567366,-1193.461966,46.55172414,47.20566147,106200,109350,113141.6667,119200,115117.9167,107256.4783,109104.6353,112786.3273,115069.0771,115257.0627,-3150,-6941.666667,-13000,-8917.916667,-3791.666667,-9850,-5767.916667,-6058.333333,-1976.25,4082.083333,-1848.157004,-5529.848982,-7812.598809,-8000.584371,-3681.691977,-5964.441805,-6152.427367,-2282.749827,-2470.735389,-187.9855619,-0.469483568,-0.462962963,0.473933649,-0.925925926,-23.03202701,1.194594611,4.856532134,1.724137931,-0.345128313,-0.187969925,-0.136986301,-0.183796501,-0.080332507,-0.07595129,-0.119420304,-0.202641826,-0.173608066,-0.117716335,-0.059914211,0,0,0,0.943396226,0,1.41509434,0.943396226,1.41509434,-0.465116279,800,-2350,-6141.666667,-12200,-8117.916667,-256.478311,-2104.635315,-5786.327293,-8069.07712,-8257.062682,-41951,5627,0,-223318,0,-501,-56132,-8753,-358345,-689000,477673,205651,-972712,-1
2022-06-03,108000,108500,107000,107000,1638006,-1411.530094,-1237.075591,39.21568627,45.60766643,107000,109225,112958.3333,119079.1667,115034.5833,107170.9855,108904.1939,112596.6116,114935.7039,115188.5393,-2225,-5958.333333,-12079.16667,-8034.583333,-3733.333333,-9854.166667,-5809.583333,-6120.833333,-2076.25,4044.583333,-1733.208316,-5425.626103,-7764.718404,-8017.5538,-3692.417787,-6031.510088,-6284.345483,-2339.092301,-2591.927696,-252.8353957,1.886792453,0.930232558,0.943396226,0,-47.11986733,-0.214713844,3.654379192,-15.75889615,-3.385176671,0.753295669,-0.114311843,-0.162038742,-0.101370246,-0.072389543,-0.079708724,-0.183714888,-0.168208021,-0.115907052,-0.059452619,0,0,0,-0.925925926,-0.925925926,0.462962963,0,1.401869159,-1.382488479,0,-2225,-5958.333333,-12079.16667,-8034.583333,-170.9855407,-1904.193857,-5596.611644,-7935.703945,-8188.53934,-35540,-1696,0,-49863,-1803,1100,-46477,-11110,141617,-2076,10121,-7025,109923,1
2022-06-07,105500,106000,103500,104000,3174521,-1632.380892,-1316.136652,37.73584906,44.03330296,106600,109050,112691.6667,118945.8333,114932.5,106113.9904,108437.1278,112314.7555,114754.9485,115095.6884,-2450,-6091.666667,-12345.83333,-8332.5,-3641.666667,-9895.833333,-5882.5,-6254.166667,-2240.833333,4013.333333,-2323.137415,-6200.765164,-8640.958147,-8981.698031,-3877.627749,-6317.820732,-6658.560616,-2440.192983,-2780.932867,-340.7398839,-2.314814815,-2.304147465,-3.271028037,-2.803738318,93.80399095,15.64619827,6.39096435,-3.773584906,-3.451971123,-0.373831776,-0.16021973,-0.236075249,-0.111970328,-0.088741429,-0.986269908,-0.428877957,-0.250323802,-0.157266568,-0.080607801,0,0,0,-1.421800948,-1.895734597,0.473933649,0.483091787,2.415458937,-1.886792453,-2600,-5050,-8691.666667,-14945.83333,-10932.5,-2113.99036,-4437.127775,-8314.755524,-10754.94851,-11095.68839,-23672,38595,0,-304246,348,3000,-80390,-38787,-435117,-878864,43424,792346,-245905,-1
2022-06-08,104500,107500,104500,106000,3075530,-1627.265352,-1378.362392,37.73584906,42.77381218,106400,108975,112508.3333,118800,114834.5833,106075.9936,108205.0204,112107.7144,114610.2386,115020.2055,-2575,-6108.333333,-12400,-8434.583333,-3533.333333,-9825,-5859.583333,-6291.666667,-2326.25,3965.416667,-2129.026794,-6031.720786,-8534.245041,-8944.211927,-3902.693992,-6405.218247,-6815.185132,-2502.524255,-2912.49114,-409.9668854,-0.947867299,1.41509434,0.966183575,1.923076923,-3.118297217,-0.313379029,4.727908768,0,-2.860314116,-0.187617261,-0.068775791,-0.162685795,-0.122604827,-0.085194933,-0.035807519,-0.214047911,-0.184340129,-0.126103401,-0.065582727,0,0,0,1.435406699,0,2.870813397,1.435406699,2.870813397,-1.395348837,-400,-2975,-6508.333333,-12800,-8834.583333,-75.99357364,-2205.020368,-6107.71436,-8610.238615,-9020.2055,-6582,1165,0,-62113,-164,700,-113492,11193,82225,-88233,782714,-694109,678640,1
2022-06-09,105500,107000,104500,105500,4640744,-1644.599156,-1431.609745,34.61538462,41.14212667,105900,108750,112333.3333,118675,114747.0833,105883.9957,107947.3994,111891.068,114459.6562,114941.1996,-2850,-6433.333333,-12775,-8847.083333,-3583.333333,-9925,-5997.083333,-6341.666667,-2413.75,3927.916667,-2063.403665,-6007.072272,-8575.660443,-9057.20393,-3943.668607,-6512.256778,-6993.800265,-2568.588171,-3050.131658,-481.5434871,0.956937799,-0.465116279,0,-0.471698113,50.89249658,1.065210669,3.863088058,-8.269230769,-3.814683399,-0.469924812,-0.206469374,-0.155544034,-0.105218855,-0.076196558,-0.181000292,-0.238085984,-0.193248407,-0.131386566,-0.068688675,0,0,0,0,-0.947867299,1.421800948,0.956937799,2.392344498,-1.401869159,-400,-3250,-6833.333333,-13175,-9247.083333,-383.9957158,-2447.399381,-6391.067987,-8959.656158,-9441.199645,-34164,5549,0,-152018,5213,0,-358861,-36482,515599,-60713,-51740,106637,-1067801,-1
2022-06-10,104000,104500,102500,103500,3480289,-1798.982061,-1505.084208,35.29411765,39.97252486,105200,108400,112183.3333,118525,114659.5833,105089.3305,107523.8375,111615.951,114278.5048,114846.2519,-3200,-6983.333333,-13325,-9459.583333,-3783.333333,-10125,-6259.583333,-6341.666667,-2476.25,3865.416667,-2434.507058,-6526.620527,-9189.17434,-9756.921453,-4092.113469,-6754.667282,-7322.414396,-2662.553813,-3230.300926,-567.7471136,-1.421800948,-2.336448598,-1.913875598,-1.895734597,-25.00579648,9.387266435,5.132296952,1.960784314,-2.842832635,-0.661000944,-0.32183908,-0.133531157,-0.126395618,-0.076254662,-0.750505526,-0.392377999,-0.245879308,-0.158266543,-0.082605467,0,0,0,-0.480769231,-1.442307692,0.480769231,0.975609756,1.951219512,-0.956937799,-1700,-4900,-8683.333333,-15025,-11159.58333,-1589.330477,-4023.837535,-8115.951004,-10778.50482,-11346.25193,-81952,21654,0,-87809,-100,2089,-72123,-22470,-352865,-615230,-417208,1007032,-14629,-1
2022-06-13,100000,101000,99000,99000,4133447,-2258.410467,-1655.74946,26.31578947,37.24117778,103600,107900,111891.6667,118341.6667,114563.75,103059.5537,106712.0435,111202.3133,114025.9675,114714.7478,-4300,-8291.666667,-14741.66667,-10963.75,-3991.666667,-10441.66667,-6663.75,-6450,-2672.083333,3777.916667,-3652.489832,-8142.759615,-10966.4139,-11655.19411,-4490.269782,-7313.924063,-8002.704281,-2823.654281,-3512.434499,-688.7802179,-3.846153846,-3.349282297,-3.414634146,-4.347826087,18.76734949,25.53824276,10.01042008,-25.43859649,-6.833061176,-1.520912548,-0.461254613,-0.259991086,-0.154679041,-0.083580745,-1.93147755,-0.754989842,-0.370590166,-0.220984051,-0.114504534,0,0,0,-1,-1,1,0,2.02020202,-1.98019802,-4600,-8900,-12891.66667,-19341.66667,-15563.75,-4059.553651,-7712.043484,-12202.31327,-15025.96755,-15714.74777,-171276,83528,0,-79519,-3418,1281,-41444,-106192,-101273,-501841,-616838,1030120,187668,1
2022-06-14,96900,99600,96800,99100,3242550,-2584.647418,-1841.529051,25.26690391,34.84632301,102620,107230,111476.6667,118138.3333,114468.3333,101739.7024,105987.087,110805.5161,113779.2573,114585.1648,-4610,-8856.666667,-15518.33333,-11848.33333,-4246.666667,-10908.33333,-7238.333333,-6661.666667,-2991.666667,3670,-4247.384527,-9065.813676,-12039.55491,-12845.46236,-4818.429148,-7792.170378,-8598.077834,-2973.74123,-3779.648686,-805.9074563,-3.1,-1.386138614,-2.222222222,0.101010101,-21.55336696,14.44542326,11.22027192,-3.985765125,-6.430663358,-0.945945946,-0.62094532,-0.370894466,-0.171818886,-0.083286962,-1.280668478,-0.679357736,-0.356824552,-0.216363178,-0.112961037,0,0,0,2.270381837,-0.103199174,2.786377709,2.376033058,2.892561983,-0.502008032,-3520,-8130,-12376.66667,-19038.33333,-15368.33333,-2639.702434,-6887.086962,-11705.51611,-14679.25734,-15485.1648,94035,5704,0,-67051,0,-8563,39321,24653,268058,350453,-485834,128103,243738,1
2022-06-15,98500,98900,96700,97900,2578500,-2906.517993,-2054.52684,28.62903226,33.60286486,101000,106600,111041.6667,117920.8333,114359.5833,100459.8016,105216.8882,110382.3844,113516.7903,114446.6987,-5600,-10041.66667,-16920.83333,-13359.58333,-4441.666667,-11320.83333,-7759.583333,-6879.166667,-3317.916667,3561.25,-4757.086581,-9922.582811,-13056.98865,-13986.89708,-5165.496231,-8299.902073,-9229.810495,-3134.405842,-4064.314264,-929.9084219,1.651186791,-0.702811245,-0.103305785,-1.210898083,-20.47925244,12.45317148,11.56635505,13.30645161,-3.568405625,-1.578639641,-0.587522149,-0.390216189,-0.184106203,-0.095004441,-1.258015092,-0.726691128,-0.381868783,-0.230680943,-0.120841208,0,0,0,-0.609137056,-1.827411168,0.406091371,1.240951396,2.275077559,-1.011122346,-3100,-8700,-13141.66667,-20020.83333,-16459.58333,-2559.801623,-7316.888203,-12482.38443,-15616.79028,-16546.6987,-1712,33422,0,-186293,-209,-19537,36502,-362,143980,-27631,-140776,135312,-167342,-1
2022-06-16,99900,101500,97100,97400,3810703,-3165.459122,-2276.713296,28.62903226,32.60809834,99380,105845,110631.6667,117715.8333,114240.4167,99439.86775,104472.4227,109956.7325,113250.397,114305.2323,-6465,-11251.66667,-18335.83333,-14860.41667,-4786.666667,-11870.83333,-8395.416667,-7084.166667,-3608.75,3475.416667,-5032.554912,-10516.86474,-13810.5293,-14865.36457,-5484.309825,-8777.974388,-9832.809659,-3293.664563,-4348.499833,-1054.83527,1.421319797,2.628918099,0.413650465,-0.51072523,47.78758968,8.908980756,10.81448303,0,-2.960362232,-1.603960396,-0.708255159,-0.369230769,-0.173845447,-0.104203481,-1.015265666,-0.70755328,-0.385615831,-0.234672974,-0.123608965,0,0,0,-2.502502503,-2.802802803,1.601601602,0.308959835,4.531410917,-4.039408867,-1980,-8445,-13231.66667,-20315.83333,-16840.41667,-2039.867749,-7072.42266,-12556.73249,-15850.39705,-16905.23232,-59613,-1745,0,-84900,766,100,11973,3348,-43747,-172073,329268,-155785,533830,1
2022-06-17,95100,96400,95000,96400,3965464,-3412.031697,-2503.776976,34.13461538,32.91340175,97960,104990,110180,117515,114106.6667,98426.5785,103703.6205,109512.2495,112971.8781,114156.6412,-7030,-12220,-19555,-16146.66667,-5190,-12525,-9116.666667,-7335,-3926.666667,3408.333333,-5277.042003,-11085.67095,-14545.29959,-15730.06268,-5808.628951,-9268.257587,-10453.02068,-3459.628636,-4644.391726,-1184.76309,-4.804804805,-5.024630542,-2.162718847,-1.026694045,4.06121915,7.789472735,9.973310234,19.23076923,0.936280938,-1.428858925,-0.807784969,-0.408261649,-0.170608598,-0.117077654,-1.01899698,-0.735890045,-0.404234486,-0.245931994,-0.129995046,0,0,1,1.366982124,-0.105152471,1.366982124,1.473684211,1.473684211,0,-1560,-8590,-13780,-21115,-17706.66667,-2026.578499,-7303.620502,-13112.24945,-16571.87809,-17756.64118,-3078,40340,0,-101096,2480,-29489,-61380,1626,203402,12465,-587937,533355,-220588,-1
2022-06-20,96700,96800,93100,94500,2386222,-3717.898738,-2746.601329,20.81218274,30.49315795,97060,104165,109696.6667,117265,113975.4167,97117.719,102827.0852,109020.0446,112666.5578,113993.5155,-7105,-12636.66667,-20205,-16915.41667,-5531.666667,-13100,-9810.416667,-7568.333333,-4278.75,3289.583333,-5709.366217,-11902.32555,-15548.83879,-16875.79653,-6192.959337,-9839.472574,-11166.43031,-3646.513237,-4973.470973,-1326.957736,1.682439537,0.414937759,-2,-1.970954357,-39.82489817,8.964366928,9.698321961,-39.02909845,-7.353368758,-0.918742344,-0.785789123,-0.438676106,-0.212738799,-0.115023954,-1.329782585,-0.845231132,-0.449451913,-0.270262214,-0.142896332,0,0,0,-2.275077559,-3.722854188,0.103412616,1.503759398,3.974221267,-2.376033058,-2560,-9665,-15196.66667,-22765,-19475.41667,-2617.718999,-8327.085216,-14520.04455,-18166.55779,-19493.51553,39151,28095,0,-40811,-8,-702,-58073,-17107,276983,199433,-315711,89406,-249460,-1
2022-06-21,94700,95900,93900,95200,2707302,-3859.328485,-2969.14676,19.58762887,28.31205213,96280,103300,109275,117000,113851.25,96478.47933,102100.6961,108566.9283,112377.8544,113837.5527,-7020,-12995,-20720,-17571.25,-5975,-13700,-10551.25,-7725,-4576.25,3148.75,-5622.216815,-12088.44901,-15899.37502,-17359.07341,-6466.23219,-10277.15821,-11736.85659,-3810.926017,-5270.624404,-1459.698386,-2.068252327,-0.929752066,0.859291085,0.740740741,13.45557957,3.804023653,8.102574954,-5.883832034,-7.152771189,-0.803626623,-0.830413287,-0.384393327,-0.225983883,-0.108941621,-0.658211162,-0.706418029,-0.415626518,-0.2562459,-0.136817242,0,0,0,0.527983105,-0.844772967,1.267159451,1.384451544,2.129925453,-0.729927007,-1080,-8100,-14075,-21800,-18651.25,-1278.479333,-6900.696148,-13366.92834,-17177.85436,-18637.55274,57826,6278,0,-140537,0,-9,-6938,-14405,535193,431130,-274563,-164034,-162944,-1
2022-06-22,95700,95700,91700,92200,3509830,-4165.470555,-3208.411519,13.08411215,25.26646413,95140,102260,108845,116705.8333,113704.1667,95052.31956,101157.7727,108030.3077,112044.3361,113657.988,-7120,-13705,-21565.83333,-18564.16667,-6585,-14445.83333,-11444.16667,-7860.833333,-4859.166667,3001.666667,-6105.45315,-12977.98818,-16992.01655,-18605.66843,-6872.535032,-10886.5634,-12500.21528,-4014.028365,-5627.680252,-1613.651887,1.055966209,-0.208550574,-2.342917998,-3.151260504,29.64309117,7.932521712,8.058367552,-33.20216429,-10.75721386,-1.184046531,-1.006776379,-0.393502631,-0.251424501,-0.129189037,-1.47821544,-0.92352303,-0.494276304,-0.296782899,-0.157737714,0,0,0,-3.657262278,-4.179728318,0,0.54525627,4.362050164,-3.657262278,-2940,-10060,-16645,-24505.83333,-21504.16667,-2852.319555,-8957.772705,-15830.30774,-19844.3361,-21457.98799,134663,12556,0,-47301,1216,4897,-25014,-4135,192037,256363,-492450,223450,-282917,-1
2022-06-23,92100,93000,89700,90200,3983116,-4517.399863,-3470.209188,12.5,22.71317131,93700,101345,108381.6667,116390.8333,113561.25,93434.8797,100114.1753,107445.7075,111683.2727,113463.3159,-7645,-14681.66667,-22690.83333,-19861.25,-7036.666667,-15045.83333,-12216.25,-8009.166667,-5179.583333,2829.583333,-6679.295601,-14010.82778,-18248.39299,-20028.43619,-7331.532179,-11569.09739,-13349.14058,-4237.565212,-6017.608406,-1780.043194,-3.761755486,-2.821316614,-2.181025082,-2.169197397,13.48458472,8.448728736,8.159728491,-4.464285714,-10.10546158,-1.513558966,-0.894778017,-0.42568178,-0.269909388,-0.125691671,-1.701631122,-1.031653201,-0.541144671,-0.322250476,-0.171278854,0,0,0,-2.062975027,-2.605863192,0.977198697,0.557413601,3.678929766,-3.010752688,-3500,-11145,-18181.66667,-26190.83333,-23361.25,-3234.879704,-9914.175305,-17245.70748,-21483.2727,-23263.31589,20789,14919,0,-63132,2861,13651,23074,-14259,654235,637219,-783362,131309,-85368,-1
2022-06-24,90500,92000,90500,91600,3045970,-4629.966701,-3702.160691,17.64705882,21.69994881,92740,100525,107908.3333,116104.1667,113432.5,92823.25314,99303.30147,106926.1761,111351.3178,113281.8776,-7785,-15168.33333,-23364.16667,-20692.5,-7383.333333,-15579.16667,-12907.5,-8195.833333,-5524.166667,2671.666667,-6480.048331,-14102.92295,-18528.06464,-20458.62445,-7622.874624,-12048.01631,-13978.57612,-4425.141684,-6355.701493,-1930.559809,-1.737242128,-1.075268817,0.891861761,1.55210643,-23.52796153,2.491850214,6.684078398,41.17647059,-4.460946836,-1.024546425,-0.809117371,-0.436728229,-0.246296601,-0.113374941,-0.654601975,-0.809949077,-0.483529221,-0.297228862,-0.159909222,0,0,0,1.215469613,0,1.657458564,1.215469613,1.657458564,-0.434782609,-1140,-8925,-16308.33333,-24504.16667,-21832.5,-1223.253136,-7703.301466,-15326.17609,-19751.31777,-21681.87758,95159,-8590,0,-176819,-1895,5805,12423,169,387866,322708,-193130,-121568,178859,1
2022-06-27,92700,96100,92600,95000,3408749,-4394.171869,-3840.562926,31.40495868,23.64095078,92840,100125,107475,115833.3333,113315.8333,93548.83542,98893.46323,106535.1539,111081.0481,113130.1608,-7285,-14635,-22993.33333,-20475.83333,-7350,-15708.33333,-13190.83333,-8358.333333,-5840.833333,2517.5,-5344.627808,-12986.3185,-17532.21264,-19581.32533,-7641.690692,-12187.58483,-14236.69753,-4545.894136,-6595.006833,-2049.112698,2.430939227,4.456521739,2.320441989,3.711790393,11.91013043,-5.092797595,3.738417837,77.96143251,8.944730655,0.107828337,-0.397910967,-0.401575411,-0.23326754,-0.102851182,0.781681598,-0.412713605,-0.365693585,-0.242718021,-0.133928594,0,0,1,2.481121899,-0.107874865,3.667745415,2.591792657,3.779697624,-1.144640999,2160,-5125,-12475,-20833.33333,-18315.83333,1451.164576,-3893.463231,-11535.15392,-16081.04806,-18130.16076,74977,-3250,0,-144503,118,7224,64610,9382,-213117,-201309,729606,-525143,565125,1
2022-06-28,94500,95300,93700,95300,2022966,-4135.424671,-3899.535275,26.22222222,24.15720507,92860,99590,107096.6667,115569.1667,113192.0833,94132.55695,98551.22864,106166.7882,110820.2043,112982.1926,-6730,-14236.66667,-22709.16667,-20332.08333,-7506.666667,-15979.16667,-13602.08333,-8472.5,-6095.416667,2377.083333,-4418.671689,-12034.23127,-16687.64734,-18849.63567,-7615.559583,-12268.97565,-14430.96398,-4653.416069,-6815.404397,-2161.988328,1.941747573,-0.832466181,1.187904968,0.315789474,-40.65371196,-5.888417789,1.535513153,-16.50292398,2.183728955,0.021542439,-0.534332085,-0.35201985,-0.228057554,-0.109208039,0.623975192,-0.346063918,-0.345769156,-0.234822928,-0.130794598,0,0,1,0.846560847,-0.846560847,0.846560847,1.707577375,1.707577375,0,2440,-4290,-11796.66667,-20269.16667,-17892.08333,1167.443051,-3251.228638,-10866.78822,-15520.20429,-17682.19262,-10006,17378,0,-102847,1000,497,-6098,-10635,-41263,-169352,80941,70308,-266144,-1
2022-06-29,93300,94900,92900,94000,2529973,-3989.278864,-3917.483993,25.32188841,24.39014174,93220,98940,106730,115260.8333,113069.1667,94088.3713,98117.77829,105767.8771,110542.1844,112824.664,-5720,-13510,-22040.83333,-19849.16667,-7790,-16320.83333,-14129.16667,-8530.833333,-6339.166667,2191.666667,-4029.406992,-11679.50583,-16453.81308,-18736.29275,-7650.098841,-12424.40609,-14706.88576,-4774.307252,-7056.786916,-2282.479664,-1.26984127,-0.419727177,-0.853788687,-1.364113326,25.06255666,-3.533997552,0.46027838,-3.433476395,0.964253387,0.387680379,-0.652675971,-0.342369822,-0.266795498,-0.108591222,-0.046939817,-0.439822367,-0.375739999,-0.250874746,-0.139427786,0,0,1,0.750267953,-0.428724544,1.714898178,1.184068891,2.15285253,-0.948366702,780,-4940,-12730,-21260.83333,-19069.16667,-88.37129946,-4117.778291,-11767.87713,-16542.18438,-18824.66405,3586,23990,0,-34912,-1649,-1769,25746,20020,-187544,-176522,75794,76313,-264536,-1
2022-06-30,91500,93100,91000,91000,3098854,-4068.631536,-3947.713501,24.27983539,24.36808047,93380,98090,106296.6667,114948.3333,112942.0833,93058.9142,97439.89464,105283.6844,110219.1731,112643.5465,-4710,-12916.66667,-21568.33333,-19562.08333,-8206.666667,-16858.33333,-14852.08333,-8651.666667,-6645.416667,2006.25,-4380.980445,-12224.77024,-17160.25887,-19584.6323,-7843.789794,-12779.27843,-15203.65186,-4935.488633,-7359.862065,-2424.373432,-1.92926045,-1.896733404,-2.045209903,-3.191489362,22.48565499,1.989148271,0.771656211,-4.115226337,-0.090451585,0.171636988,-0.859106529,-0.406008932,-0.271124189,-0.112394331,-1.094138506,-0.690887685,-0.457788041,-0.292206377,-0.160530098,0,0,0,-0.546448087,-0.546448087,1.74863388,0,2.307692308,-2.255639098,-2380,-7090,-15296.66667,-23948.33333,-21942.08333,-2058.9142,-6439.894645,-14283.68444,-19219.17307,-21643.5465,-157191,13865,0,-171441,6,0,-72942,2708,-141331,-540191,124862,400426,-209848,-1
2022-07-01,91000,92500,87100,87500,4959176,-4363.63854,-4030.898509,25.32188841,24.55884206,92560,97115,105813.3333,114606.6667,112808.75,91205.9428,96493.23801,104700.6128,109843.6496,112434.8864,-4555,-13253.33333,-22046.66667,-20248.75,-8698.333333,-17491.66667,-15693.75,-8793.333333,-6995.416667,1797.916667,-5287.295212,-13494.67002,-18637.70675,-21228.94357,-8207.374806,-13350.41154,-15941.64836,-5143.036732,-7734.273549,-2591.236817,-0.546448087,-0.644468314,-4.285714286,-3.846153846,60.03257979,7.250767286,2.107169319,4.291845494,0.782833874,-0.878132362,-0.993985116,-0.454702248,-0.29723499,-0.118054608,-1.99118098,-0.971528793,-0.553810046,-0.340706169,-0.185239318,0,0,1,-3.846153846,-4.285714286,1.648351648,0.45924225,6.199770379,-5.405405405,-5060,-9615,-18313.33333,-27106.66667,-25308.75,-3705.9428,-8993.238012,-17200.61282,-22343.64955,-24934.88637,-186702,9165,0,-147939,0,-1222,-71950,-52136,76144,-383805,-1011172,1381720,-571085,-1
2022-07-04,87500,89600,86300,89100,4331728,-4417.405982,-4108.200004,29.83870968,25.61481558,91380,96220,105415,114303.3333,112680,90503.96187,95789.12011,104189.1173,109500.7793,112241.2359,-4840,-14035,-22923.33333,-21300,-9195,-18083.33333,-16460,-8888.333333,-7265,1623.333333,-5285.158239,-13685.15545,-18996.81744,-21737.27399,-8399.99721,-13711.6592,-16452.11575,-5311.661994,-8052.118542,-2740.456549,-3.846153846,-3.135135135,-0.918484501,1.828571429,-12.6522632,1.232169925,1.917723662,17.83761618,4.299769188,-1.274848747,-0.921587808,-0.376449093,-0.264673376,-0.114131218,-0.769665782,-0.729706993,-0.488531527,-0.31214389,-0.172233473,0,0,1,1.828571429,-1.371428571,2.4,3.244495944,3.82387022,-0.558035714,-2280,-7120,-16315,-25203.33333,-23580,-1403.961867,-6689.120106,-15089.11732,-20400.77931,-23141.23586,14225,-14495,0,-61312,-231,-9,34011,36222,279151,302057,212408,-500837,578425,1
2022-07-05,90400,93400,90400,92500,3560085,-4137.96559,-4114.153121,40,28.49185247,90820,95645,105065,114032.5,112552.9167,91169.30791,95475.87057,103805.8676,109219.7747,112077.4082,-4825,-14245,-23212.5,-21732.91667,-9420,-18387.5,-16907.91667,-8967.5,-7487.916667,1479.583333,-4306.562661,-12636.55966,-18050.46678,-20908.10026,-8329.996996,-13743.90412,-16601.5376,-5413.907125,-8271.540607,-2857.633482,3.314285714,4.241071429,4.750869061,3.815937149,-17.81374546,-6.325893358,0.144908166,34.05405405,11.23192503,-0.612825564,-0.597588859,-0.33202106,-0.236942638,-0.112782511,0.735156816,-0.327019951,-0.367840479,-0.256623394,-0.145960335,0,0,1,2.32300885,0,3.318584071,2.32300885,3.318584071,-0.96359743,1680,-3145,-12565,-21532.5,-20052.91667,1330.692089,-2975.870572,-11305.86757,-16719.77469,-19577.40817,112912,-2110,0,5742,-1808,685,162992,64850,-6709,338664,232293,-568434,100805,1
2022-07-06,92800,93600,90900,92100,3981326,-3903.783339,-4072.079165,40.14869888,30.82322175,90440,94950,104733.3333,113741.6667,112422.0833,91479.53861,95154.35909,103422.0686,108936.8032,111911.6206,-4510,-14293.33333,-23301.66667,-21982.08333,-9783.333333,-18791.66667,-17472.08333,-9008.333333,-7688.75,1319.583333,-3674.820482,-11942.53002,-17457.2646,-20432.08195,-8267.709542,-13782.44412,-16757.26147,-5514.734579,-8489.551924,-2974.817345,2.654867257,0.214132762,0.553097345,-0.432432432,11.83232985,-5.659357135,-1.022663841,0.371747212,8.182582325,-0.418410042,-0.726645407,-0.315677596,-0.255044249,-0.11624162,0.340279754,-0.336746323,-0.369727594,-0.259084477,-0.147922425,0,1,1,-0.754310345,-2.047413793,0.862068966,1.320132013,2.97029703,-1.602564103,1660,-2850,-12633.33333,-21641.66667,-20322.08333,620.4613927,-3054.359089,-11322.06863,-16836.80321,-19811.62056,-17568,-1163,0,73630,2806,-1133,42302,42734,-312557,-169786,263623,-90683,344676,1
