날짜,시가,고가,저가,종가,거래량,등락률,EMA_short,EMA_long,MACD,MACD_Signal,RSI,RSI_Signal,MA20,stddev,Upper_Band,Lower_Band,Lowest_Low,Highest_High,%K,%D,SMA_5,SMA_20,SMA_60,SMA_120,SMA_240,EMA_5,EMA_20,EMA_60,EMA_120,EMA_240,SMA_5_minus_SMA_20,SMA_5_minus_SMA_60,SMA_5_minus_SMA_120,SMA_5_minus_SMA_240,SMA_20_minus_SMA_60,SMA_20_minus_SMA_120,SMA_20_minus_SMA_240,SMA_60_minus_SMA_120,SMA_60_minus_SMA_240,SMA_120_minus_SMA_240,EMA_5_minus_EMA_20,EMA_5_minus_EMA_60,EMA_5_minus_EMA_120,EMA_5_minus_EMA_240,EMA_20_minus_EMA_60,EMA_20_minus_EMA_120,EMA_20_minus_EMA_240,EMA_60_minus_EMA_120,EMA_60_minus_EMA_240,EMA_120_minus_EMA_240,시가_등락률,고가_등락률,저가_등락률,거래량_등락률,MACD_등락률,MACD_Signal_등락률,RSI_등락률,RSI_Signal_등락률,SMA_5_등락률,SMA_20_등락률,SMA_60_등락률,SMA_120_등락률,SMA_240_등락률,EMA_5_등락률,EMA_20_등락률,EMA_60_등락률,EMA_120_등락률,EMA_240_등락률,MACD_Binary,MACD_minus_Signal_Binary,RSI_minus_Signal_Binary,시가_대비_종가_등락률,시가_대비_저가_등락률,시가_대비_고가_등락률,저가_대비_종가_등락률,저가_대비_고가_등락률,고가_대비_종가_등락률,종가_minus_SMA_5,종가_minus_SMA_20,종가_minus_SMA_60,종가_minus_SMA_120,종가_minus_SMA_240,종가_minus_EMA_5,종가_minus_EMA_20,종가_minus_EMA_60,종가_minus_EMA_120,종가_minus_EMA_240,[일]사모펀드_순매수,[일]기타법인_순매수,[일]국가지자체_순매수,[일]연기금 등_순매수,[일]기타금융_순매수,[일]은행_순매수,[일]투신_순매수,[일]보험_순매수,[일]금융투자_순매수,[일]기관_순매수,[일]외국인_순매수,[일]개인_순매수,[일]프로그램_순매수(종목)
2014-03-21,37400,38750,37400,38700,4027721,4.736129905,37733.52955,37976.67359,-243.1440391,-131.6147586,48.32214765,38.92424757,38227.5,957.7213912,40142.94278,36312.05722,36350,39600,72.30769231,36.72407195,37140,38227.5,37807.5,35659.16667,32448.125,37601.20794,37932.46747,37402.74941,35773.42742,33585.62718,-1087.5,-667.5,1480.833333,4691.875,420,2568.333333,5779.375,2148.333333,5359.375,3211.041667,-331.2595205,198.4585347,1827.780528,4015.580762,529.7180552,2159.040049,4346.840282,1629.321993,3817.122227,2187.800234,1.35501355,3.609625668,1.907356948,104.7918407,-32.6470482,26.87907517,39.07349812,6.423758394,0.405515004,-0.078415997,0.150107062,0.209594511,0.129218901,1.482777762,0.213446035,0.117708882,0.137682683,0.127592395,0,0,1,3.475935829,0,3.609625668,3.475935829,3.609625668,-0.129032258,1560,472.5,892.5,3040.833333,6251.875,1098.792055,767.5325349,1297.25059,2926.572583,5114.372817,"39,340","-24,170","19,570","-26,900","1,100","29,610","381,658","102,380","43,157","589,915","909,909","-1,480,524","741,023"
2014-03-24,38750,38800,38000,38150,2911594,-1.42118863,37797.60193,37989.51258,-191.9106554,-143.673938,45,40.13939805,38192.5,946.4997845,40085.49957,36299.50043,36350,39600,55.38461538,48.71794872,37430,38192.5,37826.66667,35724.16667,32488.75,37784.13863,37953.18485,37427.24943,35812.70961,33623.5058,-762.5,-396.6666667,1705.833333,4941.25,365.8333333,2468.333333,5703.75,2102.5,5337.916667,3235.416667,-169.0462196,356.8892005,1971.429022,4160.632834,525.9354201,2140.475241,4329.679054,1614.539821,3803.743634,2189.203812,3.609625668,0.129032258,1.604278075,-27.71112994,-21.07120696,9.1624826,-6.875,3.121834237,0.780829295,-0.091557125,0.050695409,0.182281321,0.125199838,0.48650215,0.054616495,0.065503258,0.109808297,0.11278221,0,0,1,-1.548387097,-1.935483871,0.129032258,0.394736842,2.105263158,-1.675257732,720,-42.5,323.3333333,2425.833333,5661.25,365.8613703,196.8151506,722.7505708,2337.290392,4526.494204,"6,400","-54,130","-2,030","33,420",0,"-12,391","-63,111","-42,581","78,855","-1,438","-19,363","73,671","-1,329,236"
2014-03-25,38250,38300,37500,37600,2484259,-1.441677588,37767.20163,37960.6598,-193.4581679,-153.630784,38.50931677,39.8133818,38140,948.9051863,40037.81037,36242.18963,36350,39450,40.32258065,56.00496278,37680,38140,37840.83333,35784.58333,32525,37722.75909,37919.5482,37432.91338,35842.2516,33656.50575,-460,-160.8333333,1895.416667,5155,299.1666667,2355.416667,5615,2056.25,5315.833333,3259.583333,-196.7891106,289.8457041,1880.507489,4066.253339,486.6348147,2077.296599,4263.04245,1590.661784,3776.407635,2185.745851,-1.290322581,-1.288659794,-1.315789474,-14.67701197,0.806371292,6.930168486,-14.42374051,-0.812210128,0.667913438,-0.137461543,0.037451533,0.169119877,0.111577084,-0.162447909,-0.088626692,0.015133234,0.08249024,0.098145482,0,0,0,-1.699346405,-1.960784314,0.130718954,0.266666667,2.133333333,-1.82767624,-80,-540,-240.8333333,1815.416667,5075,-122.7590865,-319.548197,167.0866176,1757.748402,3943.494253,"4,390",-330,"-1,340","-54,260","2,440","-43,163","98,086","-34,206","88,037","59,984","-417,454","361,670","211,102"
2014-03-26,38100,38400,37650,38400,2520441,2.127659574,37864.55522,37993.20352,-128.6482911,-148.6342854,45.88235294,41.02717603,38097.5,915.002876,39927.50575,36267.49425,36350,39350,68.33333333,54.68017645,37960,38097.5,37880.83333,35852.5,32563.33333,37948.50606,37965.30551,37464.62114,35884.52843,33695.87084,-137.5,79.16666667,2107.5,5396.666667,216.6666667,2245,5534.166667,2028.333333,5317.5,3289.166667,-16.79945395,483.8849173,2063.977627,4252.635213,500.6843713,2080.777081,4269.434667,1580.092709,3768.750295,2188.657586,-0.392156863,0.261096606,0.4,1.456450394,-33.50071879,-3.252276952,19.14611006,3.048709188,0.743099788,-0.111431568,0.105705917,0.189793091,0.117858058,0.598437062,0.120669461,0.084705557,0.117952504,0.116961332,0,1,1,0.787401575,-1.181102362,0.787401575,1.992031873,1.992031873,0,440,302.5,519.1666667,2547.5,5836.666667,451.4939423,434.6944884,935.3788597,2515.471569,4704.129155,"-8,714","-1,040",-910,"-23,470",0,-100,"22,286","87,426","11,120","87,638","192,670","-277,618","886,096"
2014-03-27,38050,38400,37550,37700,2539853,-1.822916667,37839.23904,37971.48474,-132.2457005,-145.3565684,45.0867052,41.83908186,38007.5,856.4423046,39720.38461,36294.61539,36350,38800,55.10204082,54.58598493,38110,38007.5,37898.33333,35917.08333,32601.45833,37865.67071,37940.03832,37472.33848,35914.53623,33729.10013,102.5,211.6666667,2192.916667,5508.541667,109.1666667,2090.416667,5406.041667,1981.25,5296.875,3315.625,-74.36761492,393.3322251,1951.13448,4136.570573,467.69984,2025.502094,4210.938187,1557.802254,3743.238347,2185.436093,-0.131233596,0,-0.26560425,0.770182678,2.796313441,-2.20522268,-1.734104046,1.97894643,0.395152792,-0.236235973,0.046197505,0.180136206,0.117079537,-0.218283567,-0.066553374,0.020599006,0.08362321,0.09861531,0,1,1,-0.919842313,-1.314060447,0.919842313,0.399467377,2.263648469,-1.822916667,-410,-307.5,-198.3333333,1782.916667,5098.541667,-165.6707051,-240.03832,227.66152,1785.463774,3970.899867,"9,100","20,020","-31,340","56,270","-1,890","19,665","-50,662","-33,703","92,164","59,604","-999,410","918,776","-1,524,927"
2014-03-28,37850,37900,37000,37050,3497637,-1.724137931,37717.81765,37903.22661,-185.4089621,-153.3670472,46.15384615,42.70203472,37922.5,863.2062326,39648.91247,36196.08753,36350,38800,28.57142857,50.66893424,37780,37922.5,37902.5,35966.25,32639.58333,37593.78047,37855.27277,37458.49132,35933.30422,33756.65947,-142.5,-122.5,1813.75,5140.416667,20,1956.25,5282.916667,1936.25,5262.916667,3326.666667,-261.4922957,135.2891533,1660.476248,3837.121003,396.781449,1921.968544,4098.613298,1525.187095,3701.831849,2176.644754,-0.525624179,-1.302083333,-1.464713715,37.71021394,40.20037046,5.510916236,2.366863905,2.062552093,-0.865914458,-0.223640071,0.010994327,0.136889363,0.116942621,-0.718038873,-0.223419791,-0.036953027,0.052257382,0.081707887,0,0,1,-2.113606341,-2.245706737,0.132100396,0.135135135,2.432432432,-2.242744063,-730,-872.5,-852.5,1083.75,4410.416667,-543.7804701,-805.2727657,-408.4913167,1116.695778,3293.340532,"-164,307","-68,700","-79,420","-110,540","-10,600","-3,818","-241,525","-11,365","-57,400","-678,975","-638,380","1,378,545","447,350"
2014-03-31,37000,37100,35550,36000,8110589,-2.834008097,37453.53801,37762.24686,-308.7088512,-184.435408,40.74074074,42.30977592,37775,928.0001134,39631.00023,35918.99977,35550,38800,13.84615385,32.50654108,37350,37775,37910,35995.83333,32673.75,37062.52031,37678.58012,37410.67193,35934.40663,33775.2764,-425,-560,1354.166667,4676.25,-135,1779.166667,5101.25,1914.166667,5236.25,3322.083333,-616.059808,-348.1516159,1128.113682,3287.243912,267.9081921,1744.17349,3903.30372,1476.265298,3635.395528,2159.13023,-2.245706737,-2.110817942,-3.918918919,131.8876716,66.50157993,20.25752036,-11.72839506,-0.918595093,-1.138168343,-0.38895115,0.019787613,0.082253038,0.104678624,-1.413159704,-0.466758344,-0.127659673,0.003067933,0.055150403,0,0,0,-2.702702703,-3.918918919,0.27027027,1.265822785,4.360056259,-2.964959569,-1350,-1775,-1910,4.166666667,3326.25,-1062.520313,-1678.580121,-1410.671929,65.59336859,2224.723599,"-40,016","-109,260","-167,450","69,310","-1,390","-6,259","-351,547","-222,938","159,516","-560,774","-1,397,319","2,060,453","471,572"
2014-04-01,36650,37100,36600,37000,4963237,2.777777778,37383.76293,37705.78413,-322.021199,-211.9525662,48.01980198,43.45178113,37677.5,900.0694418,39477.63888,35877.36112,35550,38800,44.61538462,29.01098901,37230,37677.5,37921.66667,36030,32711.45833,37041.68021,37613.95344,37397.20728,35952.01974,33802.03759,-447.5,-691.6666667,1200,4518.541667,-244.1666667,1647.5,4966.041667,1891.666667,5210.208333,3318.541667,-572.2732342,-355.5270669,1089.660464,3239.642616,216.7461673,1661.933698,3811.91585,1445.187531,3595.169683,2149.982152,-0.945945946,0,2.953586498,-38.80546777,4.312266333,14.91967216,17.86678668,2.699152114,-0.321285141,-0.258107214,0.030774642,0.094918393,0.115408649,-0.056229593,-0.171521002,-0.035991477,0.049014622,0.07923308,0,0,1,0.954979536,-0.136425648,1.227830832,1.092896175,1.366120219,-0.269541779,-230,-677.5,-921.6666667,970,4288.541667,-41.68020892,-613.9534432,-397.2072759,1047.980255,3197.962407,"71,170","-22,830","-26,255","-58,820","16,170","47,825","-120,664","154,024","63,796","147,246","804,308","-951,444","371,986"
2014-04-02,37450,37700,36800,37050,3128863,0.135135135,37332.41479,37657.20753,-324.7927399,-234.5206009,44.73684211,43.70879333,37557.5,806.4338326,39170.36767,35944.63233,35550,38800,46.15384615,34.87179487,36960,37557.5,37911.66667,36065.83333,32745,37044.45347,37560.24359,37385.82343,35970.16818,33828.99164,-597.5,-951.6666667,894.1666667,4215,-354.1666667,1491.666667,4812.5,1845.833333,5166.666667,3320.833333,-515.7901188,-341.3699581,1074.285294,3215.461835,174.4201607,1590.075413,3731.251953,1415.655252,3556.831793,2141.176541,2.182810368,1.617250674,0.546448087,-36.95922641,0.860670332,10.64768177,-6.836679327,0.591488283,-0.725221595,-0.318492469,-0.026370149,0.099454159,0.102537974,0.007486873,-0.14279236,-0.030440362,0.050479595,0.079740888,0,0,1,-1.068090788,-1.73564753,0.667556742,0.679347826,2.445652174,-1.724137931,90,-507.5,-861.6666667,984.1666667,4305,5.546527387,-510.2435914,-335.8234308,1079.831821,3221.008362,"-6,120","-5,550","-33,510","276,286",550,"7,680","-17,585","46,122","48,358","321,781","-337,040","27,169","-910,019"
2014-04-03,37300,37350,36500,36550,2239712,-1.349527665,37212.04328,37575.19215,-363.1488733,-260.2462554,42.92929293,43.55289325,37430,749.2803565,38928.56071,35931.43929,35550,38800,30.76923077,40.51282051,36730,37430,37890.83333,36090.41667,32777.29167,36879.63565,37464.02992,37358.41938,35979.75218,33851.57262,-700,-1160.833333,639.5833333,3952.708333,-460.8333333,1339.583333,4652.708333,1800.416667,5113.541667,3313.125,-584.3942676,-478.7837354,899.8834725,3028.063028,105.6105322,1484.27774,3612.457296,1378.667208,3506.846764,2128.179556,-0.400534045,-0.928381963,-0.815217391,-28.41770317,11.80941832,10.96946467,-4.04040404,-0.356678984,-0.622294372,-0.339479465,-0.054952301,0.068162388,0.098615565,-0.444919033,-0.256158284,-0.073300638,0.026644293,0.066750385,0,0,0,-2.010723861,-2.144772118,0.134048257,0.136986301,2.328767123,-2.141900937,-180,-880,-1340.833333,459.5833333,3772.708333,-329.6356484,-914.0299161,-808.4193838,570.247824,2698.42738,"-11,060","78,690","-28,680","-251,860","-3,970","17,306","-208,262","-41,794","-34,333","-562,653","261,480","225,703","811,321"
2014-04-04,36750,37250,36600,37250,3042845,1.915184679,37217.88278,37551.10385,-333.2210703,-274.8412184,52.94117647,45.43054989,37365,701.8959287,38768.79186,35961.20814,35550,38800,52.30769231,43.07692308,36770,37365,37861.66667,36122.91667,32811.04167,37003.09043,37443.64611,37354.86465,36000.74801,33879.77534,-595,-1091.666667,647.0833333,3958.958333,-496.6666667,1242.083333,4553.958333,1738.75,5050.625,3311.875,-440.5556822,-351.7742177,1002.342425,3123.315095,88.78146457,1442.898107,3563.870777,1354.116642,3475.089313,2120.972671,-1.474530831,-0.267737617,0.273972603,35.8587622,-8.24119394,5.608135635,23.32179931,4.311209897,0.108902804,-0.173657494,-0.076975522,0.090051606,0.102967629,0.334750552,-0.054408993,-0.009515215,0.058354576,0.08331287,0,0,1,1.360544218,-0.408163265,1.360544218,1.775956284,1.775956284,0,480,-115,-611.6666667,1127.083333,4438.958333,246.9095677,-193.6461145,-104.86465,1249.251992,3370.224663,"31,230","-57,380","13,916","-92,870",-20,"-1,469","-112,894","-8,568","30,650","-140,025","806,760","-610,305","329,788"
2014-04-07,36800,37000,36500,37000,2614349,-0.67114094,37184.36235,37510.28134,-325.9189903,-285.0567728,53.51351351,47.04714262,37330,701.7646929,38733.52939,35926.47061,35550,38800,44.61538462,42.56410256,36970,37330,37830.83333,36155.41667,32843.95833,37002.06029,37401.3941,37343.22974,36017.26457,33905.66932,-360,-860.8333333,814.5833333,4126.041667,-500.8333333,1174.583333,4486.041667,1675.416667,4986.875,3311.458333,-399.3338154,-341.1694552,984.7957186,3096.39097,58.16436022,1384.129534,3495.724786,1325.965174,3437.560426,2111.595252,0.136054422,-0.67114094,-0.273224044,-14.08208437,-2.191362034,3.716893137,1.081081081,3.558382471,0.543921675,-0.093670547,-0.081436809,0.089970587,0.100321919,-0.002783941,-0.112841604,-0.031146965,0.045878385,0.076429021,0,0,1,0.543478261,-0.815217391,0.543478261,1.369863014,1.369863014,0,30,-330,-830.8333333,844.5833333,4156.041667,-2.060288182,-401.3941036,-343.2297434,982.7354304,3094.330682,"-34,950","-2,280","9,800","-51,880","-1,250","-2,157","-194,458","13,570","-82,658","-343,983","296,782","52,581","-423,754"
2014-04-08,36650,37200,36650,36750,2287296,-0.675675676,37117.53737,37453.9642,-336.4268308,-295.3307844,48.58757062,47.35522822,37280,705.87758,38691.75516,35868.24484,35550,38800,36.92307692,44.61538462,36920,37280,37801.66667,36182.91667,32877.29167,36918.04019,37339.35657,37323.77959,36029.3759,33929.27372,-360,-881.6666667,737.0833333,4042.708333,-521.6666667,1097.083333,4402.708333,1618.75,4924.375,3305.625,-421.3163778,-405.7393958,888.6642931,2988.76647,15.57698206,1309.980671,3410.082848,1294.403689,3394.505866,2100.102177,-0.407608696,0.540540541,0.410958904,-12.50992121,3.224065139,3.604198391,-9.205044798,0.654844447,-0.135244793,-0.13394053,-0.077097606,0.076060526,0.10149,-0.227068697,-0.165869576,-0.052084824,0.033626455,0.069617868,0,0,1,0.272851296,0,1.500682128,0.272851296,1.500682128,-1.209677419,-170,-530,-1051.666667,567.0833333,3872.708333,-168.0401921,-589.3565699,-573.7795879,720.624101,2820.726278,"228,660","-5,584",-810,"-19,610",0,"5,040","-230,431","40,927","28,664","52,440","-185,740","136,654","-95,925"
2014-04-09,36900,37700,36850,37650,2781992,2.448979592,37199.4547,37468.48537,-269.0306737,-290.0707622,53.60824742,48.60583206,37292.5,710.3140521,38713.1281,35871.8719,35550,38800,64.61538462,48.71794872,37040,37292.5,37793.33333,36218.33333,32917.91667,37162.02679,37368.94166,37334.47534,36056.16307,33960.15112,-252.5,-753.3333333,821.6666667,4122.083333,-500.8333333,1074.166667,4374.583333,1575,4875.416667,3300.416667,-206.9148638,-172.4485443,1105.86372,3201.875677,34.46631942,1312.778584,3408.79054,1278.312265,3374.324221,2096.011956,0.68212824,1.344086022,0.545702592,21.62798344,-20.03293168,-1.781061245,10.33325342,2.640899195,0.325027086,0.033530043,-0.022044883,0.097882288,0.123565531,0.660887201,0.07923299,0.028656667,0.074348152,0.09100518,0,1,1,2.032520325,-0.135501355,2.16802168,2.170963365,2.306648575,-0.132625995,610,357.5,-143.3333333,1431.666667,4732.083333,487.9732053,281.0583415,315.5246609,1593.836926,3689.848882,"153,830","-7,060","-19,810","125,550","5,040","4,225","48,925","84,326","296,045","698,131","112,745","-808,816","225,596"
2014-04-10,37600,37850,37400,37700,1940111,0.132802125,37276.46167,37485.63461,-209.172936,-273.891197,43.75,47.63466565,37275,694.8115988,38664.6232,35885.3768,35550,38800,66.15384615,55.8974359,37270,37275,37781.66667,36250.83333,32955,37341.3512,37400.47102,37346.45975,36083.33393,33991.18721,-5,-511.6666667,1019.166667,4315,-506.6666667,1024.166667,4320,1530.833333,4826.666667,3295.833333,-59.11982787,-5.108557704,1258.017264,3350.163988,54.01127017,1317.137092,3409.283816,1263.125822,3355.272546,2092.146724,1.89701897,0.397877984,1.492537313,-30.26180521,-22.24941002,-5.577799405,-18.38942308,-1.99804503,0.620950324,-0.046926326,-0.030869642,0.08973356,0.11265395,0.482547421,0.084373184,0.03210013,0.075357043,0.09138973,0,1,0,0.265957447,-0.531914894,0.664893617,0.802139037,1.203208556,-0.396301189,430,425,-81.66666667,1449.166667,4745,358.6488035,299.5289756,353.5402458,1616.666067,3708.812791,"31,670","9,320","21,150","134,470",0,"-20,196","47,803","126,177","5,760","346,834","1,959","-367,703","-142,146"
2014-04-11,37450,37600,36850,37050,2678811,-1.724137931,37241.62141,37453.36538,-211.7439628,-261.4617501,43.20987654,46.74970783,37230,677.7284039,38585.45681,35874.54319,35550,38400,52.63157895,61.13360324,37230,37230,37788.33333,36271.25,32988.54167,37244.23413,37367.09283,37336.73976,36099.31188,34016.57155,0,-558.3333333,958.75,4241.458333,-558.3333333,958.75,4241.458333,1517.083333,4799.791667,3282.708333,-122.8587006,-92.50563126,1144.922247,3227.662584,30.35306931,1267.780948,3350.521285,1237.427878,3320.168215,2082.740337,-0.39893617,-0.660501982,-1.470588235,38.07514106,1.229139306,-4.538096508,-1.234567901,-1.857802104,-0.107324926,-0.120724346,0.017645242,0.056320544,0.101780205,-0.260079141,-0.089245381,-0.026026542,0.044280696,0.074679176,0,1,0,-1.068090788,-1.602136182,0.400534045,0.542740841,2.035278155,-1.462765957,-180,-180,-738.3333333,778.75,4061.458333,-194.234131,-317.0928316,-286.7397623,950.6881159,3033.428453,"-14,450","-9,000",399,"-15,710",60,"3,031","-114,078","64,960","-151,250","-227,038","-181,930","409,258","-123,029"
2014-04-14,37100,37250,36900,36900,1769488,-0.4048583,37189.06427,37412.37535,-223.3110753,-253.8316152,45.45454545,46.49067535,37240,670.9380707,38581.87614,35898.12386,35550,38400,47.36842105,55.38461538,37210,37240,37794.16667,36294.58333,33022.08333,37129.48942,37322.6078,37322.42043,36112.5464,34040.50041,-30,-584.1666667,915.4166667,4187.916667,-554.1666667,945.4166667,4217.916667,1499.583333,4772.083333,3272.5,-193.1183793,-192.9310051,1016.943022,3088.989007,0.187374201,1210.061402,3282.107386,1209.874027,3281.920012,2072.045985,-0.934579439,-0.930851064,0.13568521,-33.94502262,5.462782701,-2.918260494,5.194805195,-0.554083622,-0.053720118,0.026860059,0.015436863,0.064330105,0.101676719,-0.308087179,-0.119048682,-0.038351866,0.036661403,0.070344734,0,1,0,-0.539083558,-0.539083558,0.404312668,0,0.948509485,-0.939597315,-310,-340,-894.1666667,605.4166667,3877.916667,-229.4894207,-422.6078,-422.4204258,787.4536016,2859.499586,"-52,050","-2,910","-14,920",330,"14,050","19,940","-32,146","-63,460","-43,117","-171,373","52,775","120,918","-102,180"
2014-04-15,37450,37950,37150,37400,2511655,1.35501355,37221.51592,37411.45865,-189.9427325,-241.0538386,43.24324324,45.84118893,37292.5,637.8984823,38568.29696,36016.70304,35550,38400,64.9122807,54.97076023,37340,37292.5,37817.5,36334.58333,33056.66667,37219.65961,37329.97849,37324.96402,36133.82662,34068.38008,47.5,-477.5,1005.416667,4283.333333,-525,957.9166667,4235.833333,1482.916667,4760.833333,3277.916667,-110.3188719,-105.3044046,1085.832991,3151.279535,5.014467319,1196.151863,3261.598407,1191.137395,3256.58394,2065.446545,0.943396226,1.879194631,0.677506775,41.94247149,-14.94253826,-5.03395786,-4.864864865,-1.397025139,0.349368449,0.140977444,0.061737923,0.110209283,0.104727897,0.242853307,0.019748582,0.006815187,0.058927511,0.081901453,0,1,0,-0.133511348,-0.801068091,1.335113485,0.67294751,2.153432032,-1.449275362,60,107.5,-417.5,1065.416667,4343.333333,180.3403862,70.02151429,75.03598161,1266.173377,3331.619922,"112,690","15,990","39,150","54,420","3,840","1,099","173,360","-54,762","18,137","347,934","-155,963","-205,378","-195,543"
2014-04-16,37750,37900,37550,37650,2279437,0.668449198,37287.43655,37429.12838,-141.6918344,-221.1814378,49.64028777,46.6010087,37325,638.7693761,38602.53875,36047.46125,35550,37950,87.5,66.59356725,37340,37325,37830.83333,36377.5,33090.625,37363.10641,37360.45673,37335.62094,36158.88734,34098.10307,15,-490.8333333,962.5,4249.375,-505.8333333,947.5,4234.375,1453.333333,4740.208333,3286.875,2.649684019,27.48547336,1204.219069,3265.003344,24.83578935,1201.569385,3262.35366,1176.733596,3237.51787,2060.784275,0.801068091,-0.131752306,1.076716016,-9.245616934,-25.40286613,-8.243967803,14.79316547,1.657504497,0,0.087148891,0.035257046,0.118115202,0.102727639,0.385405984,0.081645478,0.028551715,0.069355281,0.087245084,0,1,1,-0.264900662,-0.529801325,0.397350993,0.266311585,0.932090546,-0.659630607,310,325,-180.8333333,1272.5,4559.375,286.8935908,289.5432748,314.3790642,1491.11266,3551.896935,"88,110",-360,"108,060","62,190","10,480","2,611","163,526","-3,620","19,144","450,501","218,700","-667,481","415,704"
2014-04-17,38050,38300,37850,38050,2518569,1.062416999,37404.754,37475.11887,-70.36487058,-191.0181243,57.46268657,48.77334427,37380,652.0009687,38684.00194,36075.99806,35550,38300,90.90909091,81.10712387,37410,37380,37858.33333,36418.75,33126.45833,37592.07094,37426.12751,37359.0432,36190.1454,34130.89889,30,-448.3333333,991.25,4283.541667,-478.3333333,961.25,4253.541667,1439.583333,4731.875,3292.291667,165.9434262,233.0277392,1401.925539,3461.172049,67.08431303,1235.982113,3295.228623,1168.8978,3228.14431,2059.24651,0.794701987,1.055408971,0.798934754,10.49083611,-50.33950201,-13.63736204,15.75816569,4.661563418,0.187466524,0.14735432,0.072692028,0.113394268,0.108288475,0.612809138,0.175776192,0.062734364,0.086446411,0.096180791,0,1,1,0,-0.525624179,0.657030223,0.528401585,1.188903567,-0.652741514,640,670,191.6666667,1631.25,4923.541667,457.9290605,623.8724868,690.9567998,1859.854599,3919.101109,"93,840","28,320","20,850","28,930","-7,300","-13,022","97,690","172,319","-17,608","375,699","153,010","-519,886","-136,978"
2014-04-18,39400,39550,38900,39200,6226765,3.022339028,37680.9457,37602.88785,78.05784889,-137.2029297,73.52941176,53.72455777,37405,712.0947601,38829.18952,35980.81048,36500,39550,88.52459016,88.97789369,37840,37405,37906.66667,36473.75,33166.66667,38128.04729,37595.06775,37419.40244,36239.89506,34172.96612,435,-66.66666667,1366.25,4673.333333,-501.6666667,931.25,4238.333333,1432.916667,4740,3307.083333,532.9795429,708.6448534,1888.15223,3955.081173,175.6653105,1355.172687,3422.10163,1179.507376,3246.43632,2066.928944,3.547963206,3.263707572,2.774108322,147.2342429,-210.9329815,-28.17282121,27.96027502,10.15147428,1.149425287,0.066880685,0.127668941,0.151021109,0.121378304,1.425769691,0.451396519,0.161565271,0.13746743,0.123252626,1,1,1,-0.507614213,-1.269035533,0.38071066,0.771208226,1.670951157,-0.884955752,1360,1795,1293.333333,2726.25,6033.333333,1071.952707,1604.93225,1780.59756,2960.104937,5027.03388,"159,580","8,200","138,570","333,980","-8,980",-310,"794,308","499,358","327,234","2,243,740","1,219,600","-3,453,100","760,427"
2014-04-21,39300,39500,39000,39400,2012021,0.510204082,37945.41559,37736.00727,209.4083231,-67.88067914,70,56.97964622,37467.5,826.5774393,39120.65488,35814.34512,36500,39550,95.08196721,91.5052161,38340,37467.5,37973.33333,36526.25,33206.25,38552.03153,37766.96606,37484.34006,36292.1282,34216.34399,872.5,366.6666667,1813.75,5133.75,-505.8333333,941.25,4261.25,1447.083333,4767.083333,3320,785.0654691,1067.691464,2259.903326,4335.687534,282.6259951,1474.837857,3550.622065,1192.211862,3267.99607,2075.784209,-0.253807107,-0.12642225,0.257069409,-67.6875392,168.2732436,-50.5253428,-4.8,6.058846421,1.321353066,0.167089961,0.175870559,0.143939134,0.119346734,1.112000917,0.457236334,0.173539984,0.144131597,0.126936229,1,1,1,0.254452926,-0.763358779,0.508905852,1.025641026,1.282051282,-0.253164557,1060,1932.5,1426.666667,2873.75,6193.75,847.9684714,1633.03394,1915.659936,3107.871797,5183.656006,"117,558","-7,600","126,910","135,630","-2,060","1,595","15,118","155,551","36,980","587,282","70,630","-635,972","-557,982"
2014-04-22,39900,40050,39750,39800,4429639,1.015228426,38230.73627,37888.89562,341.8406511,14.06358691,71.65354331,59.91442563,37577.5,977.7087878,39532.91758,35622.08242,36500,40050,92.95774648,92.18810129,38820,37577.5,38038.33333,36591.66667,33249.375,38968.02102,37960.58834,37560.26334,36350.10955,34262.68139,1242.5,781.6666667,2228.333333,5570.625,-460.8333333,985.8333333,4328.125,1446.666667,4788.958333,3342.291667,1007.432679,1407.757678,2617.911464,4705.339631,400.3249986,1610.478785,3697.906951,1210.153786,3297.581953,2087.428166,1.526717557,1.392405063,1.923076923,120.1586862,63.24119596,-120.7180999,2.362204724,5.150575009,1.251956182,0.293587776,0.171172753,0.179094943,0.12987013,1.079033903,0.512676289,0.202546654,0.159762888,0.135424738,1,1,1,-0.250626566,-0.37593985,0.37593985,0.125786164,0.754716981,-0.624219725,980,2222.5,1761.666667,3208.333333,6550.625,831.9789809,1839.41166,2239.736659,3449.890445,5537.318612,"35,260","-19,070","137,680","348,670","4,320","12,335","480,417","205,790","77,780","1,302,252","853,866","-2,129,918","145,928"
