날짜,시가,고가,저가,종가,거래량,등락률,EMA_short,EMA_long,MACD,MACD_Signal,RSI,RSI_Signal,SMA_5,SMA_20,SMA_60,SMA_120,SMA_240,EMA_5,EMA_20,EMA_60,EMA_120,EMA_240,SMA_5_minus_SMA_20,SMA_5_minus_SMA_60,SMA_5_minus_SMA_120,SMA_5_minus_SMA_240,SMA_20_minus_SMA_60,SMA_20_minus_SMA_120,SMA_20_minus_SMA_240,SMA_60_minus_SMA_120,SMA_60_minus_SMA_240,SMA_120_minus_SMA_240,EMA_5_minus_EMA_20,EMA_5_minus_EMA_60,EMA_5_minus_EMA_120,EMA_5_minus_EMA_240,EMA_20_minus_EMA_60,EMA_20_minus_EMA_120,EMA_20_minus_EMA_240,EMA_60_minus_EMA_120,EMA_60_minus_EMA_240,EMA_120_minus_EMA_240,[일]사모펀드_수량,[일]기타법인_수량,[일]국가지자체_수량,[일]연기금 등_수량,[일]기타금융_수량,[일]은행_수량,[일]투신_수량,[일]보험_수량,[일]금융투자_수량,[일]기관_수량,[일]외국인_수량,[일]개인_수량,[일]프로그램순매수(종목)
2018-03-30,81200,83300,81100,81300,3681673,1.245330012,83514.97711,82765.91721,749.0598977,1990.945629,41,54.87756408,81460,85105,78276.66667,79705,71690.20833,81856.94163,83321.10278,80372.71531,77757.23563,71404.98264,-3645,3183.333333,1755,9769.791667,6828.333333,5400,13414.79167,-1428.333333,6586.458333,8014.791667,-1464.161152,1484.226311,4099.705992,10451.95898,2948.387463,5563.867144,11916.12013,2615.479681,8967.732671,6352.25299,"87,538","-12,268","38,713","-31,689","-5,646","4,515","60,987","35,363","197,283","387,064","-487,311","112,328","151,446"
2018-04-02,81700,82800,81100,81300,2342407,0,83174.2114,82657.33075,516.880649,1696.132633,20.80536913,48.06312509,80920,85255,78336.66667,79689.16667,71819.375,81671.29442,83128.6168,80403.11809,77815.79372,71487.09897,-4335,2583.333333,1230.833333,9100.625,6918.333333,5565.833333,13435.625,-1352.5,6517.291667,7869.791667,-1457.322381,1268.176326,3855.500695,10184.19545,2725.498707,5312.823077,11641.51783,2587.324369,8916.019121,6328.694752,"77,096","-1,993","-120,422","-35,398","-1,011","3,675","-2,477","-8,952","-86,591","-174,080","39,760","136,039","83,733"
2018-04-03,80300,81800,78700,81800,3553815,0.61500615,82962.79426,82593.82477,368.9694924,1430.700005,19.72789116,42.3960783,81000,85225,78415,79680,71954.375,81714.19628,83002.08186,80448.9175,77881.64837,71572.68321,-4225,2585,1320,9045.625,6810,5545,13270.625,-1265,6460.625,7725.625,-1287.885587,1265.27878,3832.547907,10141.51307,2553.164367,5120.433494,11429.39865,2567.269127,8876.234287,6308.96516,"127,638","10,075","-27,821","-287,138","13,000","-5,824","-35,155","-37,986","-93,551","-346,837","92,376","268,130","294,519"
2018-04-04,82500,83000,80000,80400,2964537,-1.711491443,82568.51822,82431.31923,137.1989908,1171.999802,19.33333333,37.78352931,81020,85110,78433.33333,79610.83333,72081.875,81276.13085,82754.26454,80447.31365,77923.27402,71645.93895,-4090,2586.666667,1409.166667,8938.125,6676.666667,5499.166667,13028.125,-1177.5,6351.458333,7528.958333,-1478.133693,828.8172067,3352.856834,9630.191901,2306.950899,4830.990527,11108.32559,2524.039628,8801.374694,6277.335066,"89,461","2,903","-59,188","-65,344","12,164","-23,104","29,724","-19,306","-244,993","-280,586","28,536","248,126","-611,557"
2018-04-05,82200,83200,81200,82900,3255356,3.109452736,82619.51542,82466.03632,153.4790937,968.2956604,30.05780347,36.23838414,81540,85080,78511.66667,79559.16667,72223.125,81817.42057,82768.14411,80527.72959,78005.53395,71739.33365,-3540,3028.333333,1980.833333,9316.875,6568.333333,5520.833333,12856.875,-1047.5,6288.541667,7336.041667,-950.7235437,1289.690977,3811.886617,10078.08692,2240.41452,4762.610161,11028.81046,2522.19564,8788.395942,6266.200302,"268,471","5,379","166,432","31,550","35,470","10,903","149,085","34,563","77,444","773,918","-138,956","-640,875","220,643"
2018-04-06,80000,80600,79300,80300,5693281,-3.136308806,82262.66689,82305.58919,-42.92229691,766.052069,25.75757576,34.14222246,81340,84930,78568.33333,79490.83333,72354.16667,81311.61371,82533.08277,80520.26305,78043.45901,71810.37652,-3590,2771.666667,1849.166667,8985.833333,6361.666667,5439.166667,12575.83333,-922.5,6214.166667,7136.666667,-1221.469056,791.3506647,3268.154702,9501.237189,2012.81972,4489.623758,10722.70624,2476.804038,8709.886524,6233.082487,"-209,652","-9,129","-31,343","2,368","-25,230","-4,609","-114,924","-42,669","-1,576","-427,635","-1,356,968","1,790,015","-729,715"
2018-04-09,80000,81200,79300,80600,3231256,0.373599004,82006.87198,82179.24925,-172.3772633,578.3662025,27.27272727,32.76832343,81200,84715,78696.66667,79445,72485.83333,81074.40914,82348.97965,80522.87737,78085.71589,71883.31946,-3515,2503.333333,1755,8714.166667,6018.333333,5270,12229.16667,-748.3333333,6210.833333,6959.166667,-1274.570506,551.5317677,2988.693256,9191.089685,1826.102273,4263.263761,10465.66019,2437.161488,8639.557917,6202.396429,"-41,207","2,153","16,614","2,768",240,"-6,168","-69,977","-23,310","28,239","-92,801","62,830","28,175","1,097,596"
2018-04-10,80000,80800,79200,80400,2924054,-0.248138958,81759.66091,82047.45301,-287.7920973,405.1345425,28.72340426,31.95933959,80920,84235,78826.66667,79413.33333,72613.54167,80849.60609,82163.36254,80518.84861,78123.96852,71953.9973,-3315,2093.333333,1506.666667,8306.458333,5408.333333,4821.666667,11621.45833,-586.6666667,6213.125,6799.791667,-1313.756444,330.757487,2725.637579,8895.608791,1644.51393,4039.394022,10209.36523,2394.880092,8564.851304,6169.971212,"-10,504","-11,295","-69,686","56,218","-6,927","-7,472","-12,140","24,429","1,616","-24,466","139,947","-104,911","-102,359"
2018-04-11,82400,82400,81000,81200,3053453,0.995024876,81673.55923,81984.67871,-311.1194789,261.8837383,30.92783505,31.75303868,81080,83760,78940,79394.16667,72744.375,80966.40406,82071.61372,80541.18144,78174.81201,72030.72762,-2680,2140,1685.833333,8335.625,4820,4365.833333,11015.625,-454.1666667,6195.625,6649.791667,-1105.209662,425.222623,2791.592052,8935.676447,1530.432285,3896.801713,10040.88611,2366.369429,8510.453824,6144.084395,"-53,586","11,057","-80,894","78,922","-1,733","12,606","37,874","14,250","-75,244","-67,805","635,174","-578,165","215,667"
2018-04-12,81900,85100,81500,84000,5725102,3.448275862,82031.4732,82133.96177,-102.488573,189.009276,52.69461078,35.9413531,81300,83480,79128.33333,79420,72889.375,81977.60271,82255.26956,80654.58533,78271.09611,72130.05768,-2180,2171.666667,1880,8410.625,4351.666667,4060,10590.625,-291.6666667,6238.958333,6530.625,-277.6668518,1323.017382,3706.506598,9847.545031,1600.684233,3984.17345,10125.21188,2383.489217,8524.52765,6141.038433,"106,763","-97,671","-139,172","451,744","-19,255","8,603","222,952","55,653","-395,499","291,789","1,450,561","-1,642,833","467,345"
2018-04-13,85000,85900,83900,84200,3032369,0.238095238,82365.0927,82287.00164,78.09106637,166.8256341,50.625,38.87808248,82080,83200,79291.66667,79463.33333,73031.04167,82718.40181,82440.48198,80770.82843,78369.09452,72230.22317,-1120,2788.333333,2616.666667,9048.958333,3908.333333,3736.666667,10168.95833,-171.6666667,6260.625,6432.291667,277.9198225,1947.573375,4349.307284,10488.17863,1669.653552,4071.387462,10210.25881,2401.733909,8540.605257,6138.871348,"-6,786","-21,830","260,181","99,552","-1,340","-10,613","121,469","138,566","-94,170","506,859","-185,940","-299,120","-1,439,223"
2018-04-16,84200,84700,83400,84000,1489091,-0.237529691,82616.6169,82413.89041,202.7264982,174.0058069,59.55882353,43.01423069,82760,82905,79456.66667,79486.66667,73173.33333,83145.6012,82589.00751,80876.70291,78462.16734,72327.89767,-145,3303.333333,3273.333333,9586.666667,3448.333333,3418.333333,9731.666667,-30,6283.333333,6313.333333,556.5936952,2268.898295,4683.433864,10817.70353,1712.3046,4126.840169,10261.10984,2414.535569,8548.805238,6134.269669,"31,089","-5,209","17,236","90,721","11,215","8,168","32,834","25,141","74,332","290,736","-176,471","-107,575","367,135"
2018-04-17,83900,84000,82300,82800,2501282,-1.428571429,82644.82969,82442.49112,202.3385715,179.6723598,59.12408759,46.23620207,83240,82565,79583.33333,79470.83333,73304.16667,83030.4008,82609.10203,80939.76183,78533.86705,72414.80308,675,3656.666667,3769.166667,9935.833333,2981.666667,3094.166667,9260.833333,112.5,6279.166667,6166.666667,421.2987709,2090.638973,4496.53375,10615.59772,1669.340202,4075.234979,10194.29895,2405.894777,8524.958746,6119.063969,"-51,977","5,264","-29,997","80,742","8,881","3,875","-52,445","11,123","108,130","78,332","-665,518","590,104","-534,547"
2018-04-18,84100,85400,83700,84600,3375376,2.173913043,82945.62512,82602.30659,343.3185313,212.4015941,63.87096774,49.76315521,83920,82375,79771.66667,79494.16667,73440,83553.60054,82798.71136,81059.76964,78634.13371,72515.92505,1545,4148.333333,4425.833333,10480,2603.333333,2880.833333,8935,277.5,6331.666667,6054.166667,754.8891731,2493.830896,4919.466822,11037.67549,1738.941723,4164.577649,10282.78631,2425.635926,8543.844589,6118.208663,"2,985","-45,267","-141,391","92,730","-32,452","-5,927","36,489","15,011","151,556","119,001","247,231","-321,603","780,723"
2018-04-19,85800,88200,85300,87900,5901782,3.90070922,83707.83664,82994.72832,713.1083171,312.5429387,68.53932584,53.51838933,84700,82340,80051.66667,79545.83333,73587.91667,85002.40036,83284.54838,81284.03949,78787.28853,72643.59372,2360,4648.333333,5154.166667,11112.08333,2288.333333,2794.166667,8752.083333,505.8333333,6463.75,5957.916667,1717.851982,3718.36087,6215.111829,12358.80663,2000.508889,4497.259847,10640.95465,2496.750959,8640.445765,6143.694806,"-33,200","8,961","-18,626","157,272","15,889","6,876","249,597","58,751","-102,666","333,893","1,500,889","-1,833,693","668,599"
2018-04-20,85900,86300,84000,84400,4590640,-3.981797497,83814.32331,83098.82252,715.5007896,393.1345089,57.27699531,54.27011053,84740,82405,80270,79593.33333,73721.25,84801.60024,83390.78186,81386.20213,78880.06062,72741.15726,2335,4470,5146.666667,11018.75,2135,2811.666667,8683.75,676.6666667,6548.75,5872.083333,1410.818375,3415.398111,5921.53962,12060.44298,2004.579737,4510.721245,10649.6246,2506.141508,8645.044867,6138.903359,"-45,812","12,199","66,962","65,897","-15,959","5,901","-5,037","35,535","69,210","176,697","-1,338,626","1,148,011","-1,880,785"
2018-04-23,83400,85300,83300,84400,3002461,0,83904.42742,83195.20604,709.2213786,456.3518828,56.25,54.66608842,84820,82425,80470,79643.33333,73849.16667,84667.73349,83486.89788,81485.01517,78971.29929,72837.91114,2395,4350,5176.666667,10970.83333,1955,2781.666667,8575.833333,826.6666667,6620.833333,5794.166667,1180.835616,3182.718321,5696.434206,11829.82235,2001.882705,4515.598591,10648.98674,2513.715886,8647.10403,6133.388145,"-154,638","4,846","30,154","51,772",-933,"-2,259","-20,216","-14,069","87,484","-22,705","-188,473","205,852","1,068,183"
2018-04-24,83300,83400,80400,82100,6804182,-2.725118483,83626.8232,83114.07967,512.7435339,467.630213,53.91705069,54.51628088,84680,82460,80575,79662.5,73967.91667,83811.82233,83354.81236,81505.17861,79023.01335,72914.77495,2220,4105,5017.5,10712.08333,1885,2797.5,8492.083333,912.5,6607.083333,5694.583333,457.0099637,2306.64372,4788.808981,10897.04738,1849.633756,4331.799017,10440.03742,2482.165261,8590.403659,6108.238398,"-26,085","4,319","-181,021","38,871",-796,"-10,143","-35,191","14,818","70,703","-128,844","-998,010","1,121,627","-979,921"
2018-04-25,81600,83000,80900,82400,3845661,0.365408039,83438.08117,83061.18488,376.8962933,449.4834291,48.71794872,53.35661444,84240,82565,80690,79664.16667,74086.25,83341.21489,83263.87785,81534.51701,79078.83131,72993.49051,1675,3550,4575.833333,10153.75,1875,2900.833333,8478.75,1025.833333,6603.75,5577.916667,77.33703198,1806.697871,4262.383577,10347.72438,1729.360839,4185.046545,10270.38734,2455.685706,8541.026505,6085.340799,"-2,155","27,846","122,109","96,608","17,013","3,608","43,429","63,759","-202,243","142,128","-408,067","236,888","930,333"
2018-04-26,83800,87100,83300,86500,7551747,4.975728155,83909.1456,83315.91192,593.2336826,478.2334798,64.76190476,55.63767251,83960,82875,80876.66667,79674.16667,74215.83333,84394.14326,83572.07996,81697.31974,79201.49525,73105.57773,1085,3083.333333,4285.833333,9744.166667,1998.333333,3200.833333,8659.166667,1202.5,6660.833333,5458.333333,822.0632943,2696.823521,5192.648003,11288.56553,1874.760227,4370.584709,10466.50224,2495.824482,8591.74201,6095.917528,"104,256","-12,945","113,791","101,876","8,326","-10,229","157,293","44,617","213,248","733,178","1,164,838","-1,878,132","1,474,918"
2018-04-27,88500,88800,86800,87100,4961867,0.693641618,84400.04628,83596.21474,803.8315383,543.3530915,65.25821596,57.5617812,84500,83165,81110,79705,74345.83333,85296.0955,83908.07235,81874.45679,79332.04905,73221.71401,1335,3390,4795,10154.16667,2055,3460,8819.166667,1405,6764.166667,5359.166667,1388.023158,3421.638711,5964.046454,12074.38149,2033.615554,4576.023296,10686.35834,2542.407742,8652.742784,6110.335041,"-35,097","-31,682","-78,174","47,283","-22,289","12,266","-48,133","-14,233","-166,644","-305,021","1,273,576","-936,504","-1,208,684"
2018-04-30,85400,85700,84000,84500,4653153,-2.985074627,84415.42378,83663.1618,752.2619775,585.1348687,58.64978903,57.77938276,84520,83325,81293.33333,79705.83333,74460.83333,85030.73034,83964.44641,81960.54018,79417.46973,73315.30974,1195,3226.666667,4814.166667,10059.16667,2031.666667,3619.166667,8864.166667,1587.5,6832.5,5245,1066.283927,3070.190159,5613.260609,11715.42059,2003.906232,4546.976681,10649.13667,2543.070449,8645.230433,6102.159984,"-136,771","-52,519","-16,215","-100,348","16,013",-313,"-53,199","-35,401","-92,581","-418,815","167,677","302,633","-396,885"
2018-05-02,85900,86000,82900,83100,5444240,-1.656804734,84213.05089,83621.44611,591.6047777,586.4288505,53.90946502,57.00539922,84720,83390,81438.33333,79702.5,74575.41667,84387.15356,83882.11818,81997.89952,79478.338,73396.51049,1330,3281.666667,5017.5,10144.58333,1951.666667,3687.5,8814.583333,1735.833333,6862.916667,5127.083333,505.0353778,2389.254042,4908.815561,10990.64306,1884.218664,4403.780183,10485.60769,2519.561519,8601.389023,6081.827504,"-199,186","19,533","184,758","-36,594","2,025",645,"-66,684","-30,104","-106,639","-251,779","-305,074","552,717","143,846"
2018-05-03,83200,83900,82800,82900,2362792,-0.240673887,84011.04306,83568.00566,443.0374014,557.7505607,47.46543779,55.09740693,84820,83515,81616.66667,79706.66667,74685.83333,83891.43571,83788.58312,82027.47658,79534.89439,73475.37763,1305,3203.333333,5113.333333,10134.16667,1898.333333,3808.333333,8829.166667,1910,6930.833333,5020.833333,102.85259,1863.959124,4356.541311,10416.05808,1761.106534,4253.688721,10313.20549,2492.582187,8552.098955,6059.516768,"11,210","-2,460","11,660","17,414","-4,824","-3,343","-30,808","-132,975","-97,796","-229,462","14,016","219,923","-32,889"
2018-05-04,83500,84100,82600,83000,2696141,0.120627262,83855.49797,83525.93116,329.5668086,512.1138103,47.22222222,53.52236999,84120,83520,81830,79705,74801.25,83594.29047,83713.47996,82059.36259,79592.16887,73554.42014,600,2290,4415,9318.75,1690,3815,8718.75,2125,7028.75,4903.75,-119.1894912,1534.927876,4002.121604,10039.87033,1654.117367,4121.311095,10159.05983,2467.193728,8504.942459,6037.748731,"8,777","-1,886","23,481","-29,215",692,"2,652","-86,759","-2,407","-163,213","-245,992","537,022","-289,848","-100,048"
2018-05-08,84500,85300,83200,83500,2979605,0.602409639,83800.80598,83524.01034,276.7956398,465.0501762,48.85844749,52.58958549,83400,83680,82051.66667,79714.16667,74917.5,83562.86031,83693.14854,82106.59661,79656.76112,73636.95607,-280,1348.333333,3685.833333,8482.5,1628.333333,3965.833333,8762.5,2337.5,7134.166667,4796.666667,-130.288223,1456.263706,3906.099197,9925.904246,1586.551929,4036.38742,10056.19247,2449.835491,8469.64054,6019.805049,"26,096",-505,"-17,173","69,225","42,567","11,537","80,558","-97,968","-29,413","85,429","474,568","-558,232","567,124"
2018-05-09,84300,84700,83100,83400,2284106,-0.119760479,83739.14352,83514.82439,224.3191328,416.9039675,51.44230769,52.36012993,83180,83820,82256.66667,79725.83333,75034.58333,83508.57354,83665.22963,82149.00328,79718.63283,73717.97718,-640,923.3333333,3454.166667,8145.416667,1563.333333,4094.166667,8785.416667,2530.833333,7222.083333,4691.25,-156.6560859,1359.570266,3789.940709,9790.596363,1516.226352,3946.596794,9947.252449,2430.370443,8431.026097,6000.655654,"23,860","3,248","-18,950","32,100","10,636","1,698","34,350","-28,076","163,236","218,854","39,668","-262,897","-173,807"
2018-05-10,85400,85800,84500,85800,3274963,2.877697842,84056.19836,83684.09665,372.1017083,407.9435157,52.80373832,52.44885161,83720,84090,82455,79755,75164.16667,84272.38236,83868.54109,82268.70809,79819.1513,73818.24293,-370,1265,3965,8555.833333,1635,4335,8925.833333,2700,7290.833333,4590.833333,403.8412694,2003.674275,4453.231062,10454.13943,1599.833005,4049.389793,10050.29816,2449.556788,8450.465158,6000.90837,"18,937","2,179","-160,772","83,589","14,657","1,291","55,532","4,567","329,095","346,896","463,872","-811,638","-51,114"
2018-05-11,86600,86800,85400,86100,2107047,0.34965035,84370.62938,83863.05246,507.5769261,427.8701978,45.10869565,50.98082042,84360,84335,82666.66667,79777.5,75290.83333,84881.58824,84081.06099,82394.32422,79922.96698,73920.16622,25,1693.333333,4582.5,9069.166667,1668.333333,4557.5,9044.166667,2889.166667,7375.833333,4486.666667,800.5272529,2487.264026,4958.621261,10961.42202,1686.736773,4158.094008,10160.89476,2471.357235,8474.157991,6002.800756,"53,036","-2,015","152,054","-2,513","-6,053","-7,098","-21,174","6,994","-36,571","138,675","428,473","-564,375","-181,434"
2018-05-14,86100,86300,84500,85400,1959236,-0.81300813,84528.99409,83976.90042,552.0936703,452.7148923,53.20512821,51.42568197,84840,84405,82848.33333,79805.83333,75420.83333,85054.39216,84206.67423,82492.87096,80013.49645,74015.43455,435,1991.666667,5034.166667,9419.166667,1556.666667,4599.166667,8984.166667,3042.5,7427.5,4385,847.7179333,2561.521198,5040.895709,11038.95761,1713.803265,4193.177776,10191.23967,2479.374511,8477.436408,5998.061898,"46,433","-7,965","69,041","27,691","10,622","-5,610","-42,906","41,419","196,889","343,579","-92,626","-245,925","-138,446"
2018-05-15,86000,86000,83900,84600,2239370,-0.93676815,84539.91808,84023.05595,516.8621317,465.5443401,50.6097561,51.2624968,85060,84425,82963.33333,79823.33333,75540,84902.92811,84244.13382,82561.95716,80089.30643,74103.27327,635,2096.666667,5236.666667,9520,1461.666667,4601.666667,8885,3140,7423.333333,4283.333333,658.7942824,2340.970947,4813.62168,10799.65484,1682.176665,4154.827397,10140.86055,2472.650733,8458.683889,5986.033156,"-12,777","4,024","-26,998","15,859","2,384","-18,921","15,032",450,"-8,406","-33,377","-81,833","112,029","486,411"
2018-05-16,85000,87000,84800,87000,3040180,2.836879433,84918.39222,84243.57032,674.8218991,507.3998519,64.84848485,53.97969441,85780,84575,83120,79856.66667,75672.91667,85601.95207,84506.59727,82707.46676,80203.53277,74210.30005,1205,2660,5923.333333,10107.08333,1455,4718.333333,8902.083333,3263.333333,7447.083333,4183.75,1095.354801,2894.48531,5398.419304,11391.65202,1799.130508,4303.064502,10296.29722,2503.933994,8497.166712,5993.232718,"152,050","-6,308","82,541","225,707","-27,205",385,"44,933","19,227","190,634","688,272","835,070","-1,514,595","175,833"
2018-05-17,88400,88700,86000,86700,2864278,-0.344827586,85192.48573,84425.52808,766.9576496,559.3114115,63.03030303,55.78981613,85960,84770,83290,79895,75801.66667,85967.96805,84715.49277,82838.36949,80310.91239,74313.94901,1190,2670,6065,10158.33333,1480,4875,8968.333333,3395,7488.333333,4093.333333,1252.47528,3129.598557,5657.055656,11654.01904,1877.123277,4404.580377,10401.54376,2527.457099,8524.420479,5996.96338,"113,152","-3,521","-116,163","111,221","-9,135",277,"97,908","60,494","192,925","450,679","-116,304","-337,464","-572,647"
2018-05-18,87200,88000,85400,87900,2187789,1.384083045,85609.02638,84682.89637,926.1300166,632.6751325,55.14705882,55.66126467,86320,84935,83496.66667,79919.16667,75935.41667,86611.9787,85018.77917,83004.32459,80436.35186,74426.69632,1385,2823.333333,6400.833333,10384.58333,1438.333333,5015.833333,8999.583333,3577.5,7561.25,3983.75,1593.199527,3607.654109,6175.626842,12185.28238,2014.454582,4582.427315,10592.08285,2567.972733,8577.628267,6009.655533,"45,561",597,"97,188","125,149","-5,537","8,913","51,490","32,227","24,362","379,353","232,614","-607,875","103,576"
2018-05-21,88400,89400,87400,89100,3262983,1.365187713,86146.09925,85010.08923,1136.010019,733.3421098,57.04225352,55.93746244,87060,84995,83700,79938.33333,76068.75,87441.31913,85407.46687,83204.1828,80579.55265,74548.46648,2065,3360,7121.666667,10991.25,1295,5056.666667,8926.25,3761.666667,7631.25,3869.583333,2033.852263,4237.136333,6861.766481,12892.85265,2203.28407,4827.914217,10859.00039,2624.630148,8655.716322,6031.086174,"-26,512","-2,032","-6,672","61,431","36,233",82,"83,127","30,417","32,254","210,360","712,992","-920,802","94,359"
2018-05-23,91900,95500,91500,95300,10378915,6.958473625,87554.39167,85772.30484,1782.08683,943.0910538,80.33707865,60.81738568,89200,85540,84023.33333,80026.66667,76224.58333,90060.87942,86349.61288,83600.76697,80822.86583,74720.67837,3660,5176.666667,9173.333333,12975.41667,1516.666667,5513.333333,9315.416667,3996.666667,7798.75,3802.083333,3711.26654,6460.112452,9238.013591,15340.20105,2748.845912,5526.747051,11628.93451,2777.901139,8880.088596,6102.187457,"309,387","-85,746","-80,990","244,890","-40,536","9,226","247,452","98,634","22,642","810,705","3,218,257","-3,939,705","1,436,728"
2018-05-24,95300,95900,94600,94600,3220029,-0.73452256,88638.33141,86426.20819,2212.123228,1196.897489,83.62573099,65.37905475,90720,86050,84311.66667,80105.83333,76379.58333,91573.91961,87135.36404,83961.39756,81050.58706,74885.652,4670,6408.333333,10614.16667,14340.41667,1738.333333,5944.166667,9670.416667,4205.833333,7932.083333,3726.25,4438.555579,7612.522053,10523.33256,16688.26762,3173.966475,6084.776979,12249.71204,2910.810504,9075.745564,6164.935059,"123,872","11,388","103,729","83,120",79,"7,159","89,361","150,232","19,457","577,009","-225,447","-372,820","-1,881,014"
2018-05-25,94300,97700,93900,95200,4145819,0.634249471,89647.81889,87076.11869,2571.700198,1471.85803,85.14285714,69.33181522,92420,86705,84606.66667,80206.66667,76538.75,92782.61308,87903.4246,84329.87633,81284.46165,75054.2358,5715,7813.333333,12213.33333,15881.25,2098.333333,6498.333333,10166.25,4400,8067.916667,3667.916667,4879.188472,8452.736747,11498.15143,17728.37728,3573.548274,6618.962953,12849.18881,3045.414679,9275.640531,6230.225853,"110,884","-59,426","85,348","255,380","-19,369","28,740","135,790","150,518","79,213","826,504","-114,377","-652,651","241,983"
2018-05-28,94600,95600,93700,94500,2505786,-0.735294118,90394.30829,87626.03582,2768.272465,1731.140917,81.7679558,71.81904334,93740,87310,84870,80305.83333,76697.5,93355.07538,88531.66988,84663.32301,81502.9003,75215.61143,6430,8870,13434.16667,17042.5,2440,7004.166667,10612.5,4564.166667,8172.5,3608.333333,4823.405505,8691.752377,11852.17508,18139.46395,3868.346872,7028.769578,13316.05844,3160.422706,9447.711572,6287.288867,"-66,834","-4,339","-57,309","13,055","-8,400","-5,540","-12,380","34,466","-3,209","-106,151","-129,623","237,984","-83,430"
2018-05-29,94600,96100,93500,94800,2733549,0.317460317,91072.10701,88157.44058,2914.666436,1967.846021,81.56424581,73.76808383,94880,87725,85170,80409.16667,76854.58333,93836.71692,89128.6537,84995.67307,81722.68707,75378.13748,7155,9710,14470.83333,18025.41667,2555,7315.833333,10870.41667,4760.833333,8315.416667,3554.583333,4708.063222,8841.04385,12114.02985,18458.57944,4132.980628,7405.966627,13750.51622,3272.985999,9617.535592,6344.549592,"54,755","17,882","-44,151","72,793",793,"-15,434","26,359","27,876","-111,560","11,431","-165,055","140,778","239,407"
2018-05-30,94800,95700,92800,95000,3808299,0.210970464,91676.39824,88664.29683,3012.101411,2176.697099,82.22222222,75.45891151,94820,88120,85463.33333,80560.83333,77016.66667,94224.47795,89687.82954,85323.68379,81942.14679,75540.97451,6700,9356.666667,14259.16667,17803.33333,2656.666667,7559.166667,11103.33333,4902.5,8446.666667,3544.166667,4536.64841,8900.794157,12282.33116,18683.50343,4364.145747,7745.682747,14146.85502,3381.537001,9782.709277,6401.172277,"107,289","-2,867",-126,"145,427","-15,012","19,848","85,377","66,387","-267,195","141,995","52,843","-193,748","-85,308"
2018-05-31,94500,94700,92800,93400,5996671,-1.684210526,91941.56774,89015.08966,2926.478085,2326.653296,72.09302326,74.78573386,94580,88565,85715,80694.16667,77170.41667,93949.65197,90041.36958,85588.48104,82131.53279,75689.18219,6015,8865,13885.83333,17409.58333,2850,7870.833333,11394.58333,5020.833333,8544.583333,3523.75,3908.282383,8361.170921,11818.11917,18260.46977,4452.888538,7909.836788,14352.18739,3456.94825,9899.29885,6442.3506,"6,269","12,456","69,899","15,844","39,200","18,391","53,569","51,926","-183,965","71,133","-665,265","578,778","237,226"
2018-06-01,90800,92200,89600,91400,4790644,-2.141327623,91858.24963,89191.74968,2666.499945,2394.622626,64.02116402,72.63281989,93820,88980,85865,80796.66667,77315,93099.76798,90170.76296,85779.02265,82284.7306,75819.56243,4840,7955,13023.33333,16505,3115,8183.333333,11665,5068.333333,8550,3481.666667,2929.005021,7320.745328,10815.03738,17280.20555,4391.740306,7886.032356,14351.20053,3494.29205,9959.460224,6465.168174,"-265,256","10,141","96,108","-127,366","-13,764","13,450","77,811",-545,"-33,649","-253,211","-601,744","843,397","-338,832"
2018-06-04,91000,92400,89700,89800,3141036,-1.750547046,91541.59584,89236.80526,2304.790577,2376.656216,61.11111111,70.32847814,92880,89325,85983.33333,80895.83333,77446.25,91999.84532,90135.4522,85910.85797,82408.94993,75935.58265,3555,6896.666667,11984.16667,15433.75,3341.666667,8429.166667,11878.75,5087.5,8537.083333,3449.583333,1864.39312,6088.987346,9590.89539,16064.26266,4224.594226,7726.502269,14199.86954,3501.908044,9975.275318,6473.367274,"-105,048","19,597","-13,484","-91,748","28,628","-4,476","1,421","-63,527","-19,607","-267,841","-343,710","591,574","16,263"
2018-06-05,89800,91300,89800,91000,2758383,1.336302895,91458.2734,89367.41228,2090.861123,2319.497198,65.84158416,69.43109934,92120,89725,86108.33333,81008.33333,77585.83333,91666.56355,90217.79008,86077.71509,82550.95076,76060.59857,2395,6011.666667,11111.66667,14534.16667,3616.666667,8716.666667,12139.16667,5100,8522.5,3422.5,1448.773462,5588.848457,9115.612789,15605.96498,4140.074996,7666.839328,14157.19152,3526.764332,10017.11652,6490.35219,"-7,638","4,628","-1,820","-79,186","5,363","5,913","11,671","-2,644","-39,332","-107,673","239,796","-136,265","271,190"
2018-06-07,92700,92700,90600,90900,2754947,-0.10989011,91372.38519,89480.9373,1891.447891,2233.887336,60.89385475,67.72365042,91300,90095,86235,81132.5,77719.58333,91411.04236,90282.76246,86235.82279,82688.95157,76183.74713,1205,5065,10167.5,13580.41667,3860,8962.5,12375.41667,5102.5,8515.416667,3412.916667,1128.279907,5175.219573,8722.090793,15227.29524,4046.939667,7593.810887,14099.01533,3546.87122,10052.07566,6505.204445,"53,043","1,042","83,571","-126,236",931,"-1,542","-28,071","3,911","65,753","51,360","-191,110","127,815","-442,755"
