날짜,시가,고가,저가,종가,거래량,등락률,EMA_short,EMA_long,MACD,MACD_Signal,RSI,RSI_Signal,SMA_5,SMA_20,SMA_60,SMA_120,SMA_240,EMA_5,EMA_20,EMA_60,EMA_120,EMA_240,SMA_5_minus_SMA_20,SMA_5_minus_SMA_60,SMA_5_minus_SMA_120,SMA_5_minus_SMA_240,SMA_20_minus_SMA_60,SMA_20_minus_SMA_120,SMA_20_minus_SMA_240,SMA_60_minus_SMA_120,SMA_60_minus_SMA_240,SMA_120_minus_SMA_240,EMA_5_minus_EMA_20,EMA_5_minus_EMA_60,EMA_5_minus_EMA_120,EMA_5_minus_EMA_240,EMA_20_minus_EMA_60,EMA_20_minus_EMA_120,EMA_20_minus_EMA_240,EMA_60_minus_EMA_120,EMA_60_minus_EMA_240,EMA_120_minus_EMA_240,[일]사모펀드_수량,[일]기타법인_수량,[일]국가지자체_수량,[일]연기금 등_수량,[일]기타금융_수량,[일]은행_수량,[일]투신_수량,[일]보험_수량,[일]금융투자_수량,[일]기관_수량,[일]외국인_수량,[일]개인_수량,[일]프로그램순매수(종목)
2014-03-21,37400,38750,37400,38700,4027721,4.736129905,37733.52955,37976.67358,-243.1440322,-131.6147484,48.32214765,38.92424757,37140,38227.5,37807.5,35659.16667,32448.125,37601.20794,37932.46747,37402.09661,35720.21393,33102.64326,-1087.5,-667.5,1480.833333,4691.875,420,2568.333333,5779.375,2148.333333,5359.375,3211.041667,-331.2595205,199.1113345,1880.994017,4498.564687,530.370855,2212.253538,4829.824207,1681.882683,4299.453352,2617.570669,"39,340","-24,170","19,570","-26,900","1,100","29,610","381,658","102,380","43,157","589,915","909,909","-1,480,524","741,023"
2014-03-24,38750,38800,38000,38150,2911594,-1.42118863,37797.60193,37989.51257,-191.910649,-143.6739286,45,40.13939805,37430,38192.5,37826.66667,35724.16667,32488.75,37784.13863,37953.18485,37426.61803,35760.37568,33144.53004,-762.5,-396.6666667,1705.833333,4941.25,365.8333333,2468.333333,5703.75,2102.5,5337.916667,3235.416667,-169.0462196,357.5205971,2023.762949,4639.608594,526.5668167,2192.809169,4808.654813,1666.242352,4282.087997,2615.845645,"6,400","-54,130","-2,030","33,420",0,"-12,391","-63,111","-42,581","78,855","-1,438","-19,363","73,671","-1,329,236"
2014-03-25,38250,38300,37500,37600,2484259,-1.441677588,37767.20163,37960.65979,-193.4581619,-153.6307752,38.50931677,39.8133818,37680,38140,37840.83333,35784.58333,32525,37722.75909,37919.5482,37432.30269,35790.78269,33181.50489,-460,-160.8333333,1895.416667,5155,299.1666667,2355.416667,5615,2056.25,5315.833333,3259.583333,-196.7891105,290.4563992,1931.976392,4541.254196,487.2455097,2128.765503,4738.043307,1641.519993,4250.797797,2609.277804,"4,390",-330,"-1,340","-54,260","2,440","-43,163","98,086","-34,206","88,037","59,984","-417,454","361,670","211,102"
2014-03-26,38100,38400,37650,38400,2520441,2.127659574,37864.55522,37993.20351,-128.6482856,-148.6342773,45.88235294,41.02717603,37960,38097.5,37880.83333,35852.5,32563.33333,37948.50606,37965.30551,37464.03047,35833.91025,33224.8119,-137.5,79.16666667,2107.5,5396.666667,216.6666667,2245,5534.166667,2028.333333,5317.5,3289.166667,-16.79945394,484.4755896,2114.595805,4723.694154,501.2750435,2131.395259,4740.493608,1630.120215,4239.218564,2609.098349,"-8,714","-1,040",-910,"-23,470",0,-100,"22,286","87,426","11,120","87,638","192,670","-277,618","886,096"
2014-03-27,38050,38400,37550,37700,2539853,-1.822916667,37839.23904,37971.48473,-132.2456954,-145.3565609,45.0867052,41.83908186,38110,38007.5,37898.33333,35917.08333,32601.45833,37865.67071,37940.03832,37471.76717,35864.75471,33261.95039,102.5,211.6666667,2192.916667,5508.541667,109.1666667,2090.416667,5406.041667,1981.25,5296.875,3315.625,-74.36761491,393.9035311,2000.915994,4603.720311,468.271146,2075.283608,4678.087926,1607.012462,4209.81678,2602.804317,"9,100","20,020","-31,340","56,270","-1,890","19,665","-50,662","-33,703","92,164","59,604","-999,410","918,776","-1,524,927"
2014-03-28,37850,37900,37000,37050,3497637,-1.724137931,37717.81765,37903.2266,-185.4089573,-153.3670402,46.15384615,42.70203472,37780,37922.5,37902.5,35966.25,32639.58333,37593.78047,37855.27277,37457.93874,35884.34554,33293.38649,-142.5,-122.5,1813.75,5140.416667,20,1956.25,5282.916667,1936.25,5262.916667,3326.666667,-261.4922957,135.841728,1709.434927,4300.39398,397.3340236,1970.927223,4561.886275,1573.593199,4164.552252,2590.959052,"-164,307","-68,700","-79,420","-110,540","-10,600","-3,818","-241,525","-11,365","-57,400","-678,975","-638,380","1,378,545","447,350"
2014-03-31,37000,37100,35550,36000,8110589,-2.834008097,37453.53801,37762.24685,-308.7088468,-184.4354015,40.74074074,42.30977592,37350,37775,37910,35995.83333,32673.75,37062.52031,37678.58012,37410.13747,35886.25719,33315.84801,-425,-560,1354.166667,4676.25,-135,1779.166667,5101.25,1914.166667,5236.25,3322.083333,-616.059808,-347.6171585,1176.263127,3746.6723,268.4426495,1792.322935,4362.732108,1523.880285,4094.289459,2570.409173,"-40,016","-109,260","-167,450","69,310","-1,390","-6,259","-351,547","-222,938","159,516","-560,774","-1,397,319","2,060,453","471,572"
2014-04-01,36650,37100,36600,37000,4963237,2.777777778,37383.76293,37705.78412,-322.021195,-211.9525602,48.01980198,43.45178113,37230,37677.5,37921.66667,36030,32711.45833,37041.68021,37613.95344,37396.69034,35904.66616,33346.42189,-447.5,-691.6666667,1200,4518.541667,-244.1666667,1647.5,4966.041667,1891.666667,5210.208333,3318.541667,-572.2732342,-355.0101327,1137.01405,3695.25832,217.2631015,1709.287284,4267.531554,1492.024183,4050.268453,2558.24427,"71,170","-22,830","-26,255","-58,820","16,170","47,825","-120,664","154,024","63,796","147,246","804,308","-951,444","371,986"
2014-04-02,37450,37700,36800,37050,3128863,0.135135135,37332.41479,37657.20752,-324.7927362,-234.5205954,44.73684211,43.70879333,36960,37557.5,37911.66667,36065.83333,32745,37044.45347,37560.24359,37385.32345,35923.5973,33377.15698,-597.5,-951.6666667,894.1666667,4215,-354.1666667,1491.666667,4812.5,1845.833333,5166.666667,3320.833333,-515.7901188,-340.8699726,1120.856176,3667.296496,174.9201462,1636.646295,4183.086615,1461.726148,4008.166468,2546.44032,"-6,120","-5,550","-33,510","276,286",550,"7,680","-17,585","46,122","48,358","321,781","-337,040","27,169","-910,019"
2014-04-03,37300,37350,36500,36550,2239712,-1.349527665,37212.04328,37575.19215,-363.1488698,-260.2462503,42.92929293,43.55289325,36730,37430,37890.83333,36090.41667,32777.29167,36879.63565,37464.02992,37357.93579,35933.95106,33403.48762,-700,-1160.833333,639.5833333,3952.708333,-460.8333333,1339.583333,4652.708333,1800.416667,5113.541667,3313.125,-584.3942676,-478.3001428,945.684588,3476.148024,106.0941248,1530.078856,4060.542292,1423.984731,3954.448167,2530.463436,"-11,060","78,690","-28,680","-251,860","-3,970","17,306","-208,262","-41,794","-34,333","-562,653","261,480","225,703","811,321"
2014-04-04,36750,37250,36600,37250,3042845,1.915184679,37217.88278,37551.10384,-333.2210671,-274.8412137,52.94117647,45.43054989,36770,37365,37861.66667,36122.91667,32811.04167,37003.09043,37443.64611,37354.39691,35955.70394,33435.40889,-595,-1091.666667,647.0833333,3958.958333,-496.6666667,1242.083333,4553.958333,1738.75,5050.625,3311.875,-440.5556822,-351.3064806,1047.386497,3567.681543,89.24920166,1487.942179,4008.237226,1398.692977,3918.988024,2520.295047,"31,230","-57,380","13,916","-92,870",-20,"-1,469","-112,894","-8,568","30,650","-140,025","806,760","-610,305","329,788"
2014-04-07,36800,37000,36500,37000,2614349,-0.67114094,37184.36235,37510.28134,-325.9189873,-285.0567684,53.51351351,47.04714262,36970,37330,37830.83333,36155.41667,32843.95833,37002.06029,37401.3941,37342.77734,35972.96503,33464.99056,-360,-860.8333333,814.5833333,4126.041667,-500.8333333,1174.583333,4486.041667,1675.416667,4986.875,3311.458333,-399.3338154,-340.7170538,1029.095261,3537.06973,58.61676167,1428.429076,3936.403546,1369.812315,3877.786784,2507.97447,"-34,950","-2,280","9,800","-51,880","-1,250","-2,157","-194,458","13,570","-82,658","-343,983","296,782","52,581","-423,754"
2014-04-08,36650,37200,36650,36750,2287296,-0.675675676,37117.53737,37453.9642,-336.4268281,-295.3307803,48.58757062,47.35522822,36920,37280,37801.66667,36182.91667,32877.29167,36918.04019,37339.35657,37323.34202,35985.80858,33492.25205,-360,-881.6666667,737.0833333,4042.708333,-521.6666667,1097.083333,4402.708333,1618.75,4924.375,3305.625,-421.3163778,-405.3018271,932.2316114,3425.788145,16.01455068,1353.547989,3847.104523,1337.533439,3831.089972,2493.556534,"228,660","-5,584",-810,"-19,610",0,"5,040","-230,431","40,927","28,664","52,440","-185,740","136,654","-95,925"
2014-04-09,36900,37700,36850,37650,2781992,2.448979592,37199.4547,37468.48537,-269.0306711,-290.0707585,53.60824742,48.60583206,37040,37292.5,37793.33333,36218.33333,32917.91667,37162.02679,37368.94166,37334.05212,36013.31588,33526.75618,-252.5,-753.3333333,821.6666667,4122.083333,-500.8333333,1074.166667,4374.583333,1575,4875.416667,3300.416667,-206.9148638,-172.0253222,1148.710918,3635.270615,34.88954152,1355.625782,3842.185479,1320.73624,3807.295938,2486.559698,"153,830","-7,060","-19,810","125,550","5,040","4,225","48,925","84,326","296,045","698,131","112,745","-808,816","225,596"
2014-04-10,37600,37850,37400,37700,1940111,0.132802125,37276.46167,37485.6346,-209.1729336,-273.8911935,43.75,47.63466565,37270,37275,37781.66667,36250.83333,32955,37341.3512,37400.47102,37346.05041,36041.19495,33561.38891,-5,-511.6666667,1019.166667,4315,-506.6666667,1024.166667,4320,1530.833333,4826.666667,3295.833333,-59.11982787,-4.699211734,1300.156243,3779.962288,54.42061613,1359.276071,3839.082116,1304.855455,3784.6615,2479.806045,"31,670","9,320","21,150","134,470",0,"-20,196","47,803","126,177","5,760","346,834","1,959","-367,703","-142,146"
2014-04-11,37450,37600,36850,37050,2678811,-1.724137931,37241.62141,37453.36537,-211.7439606,-261.4617469,43.20987654,46.74970783,37230,37230,37788.33333,36271.25,32988.54167,37244.23413,37367.09283,37336.34384,36057.86942,33590.34004,0,-558.3333333,958.75,4241.458333,-558.3333333,958.75,4241.458333,1517.083333,4799.791667,3282.708333,-122.8587006,-92.10970647,1186.364714,3653.894093,30.7489941,1309.223415,3776.752794,1278.474421,3746.0038,2467.529379,"-14,450","-9,000",399,"-15,710",60,"3,031","-114,078","64,960","-151,250","-227,038","-181,930","409,258","-123,029"
2014-04-14,37100,37250,36900,36900,1769488,-0.4048583,37189.06427,37412.37535,-223.3110733,-253.8316122,45.45454545,46.49067535,37210,37240,37794.16667,36294.58333,33022.08333,37129.48942,37322.6078,37322.03748,36071.78893,33617.8061,-30,-584.1666667,915.4166667,4187.916667,-554.1666667,945.4166667,4217.916667,1499.583333,4772.083333,3272.5,-193.1183793,-192.5480615,1057.70049,3511.683325,0.570317848,1250.818869,3704.801705,1250.248552,3704.231387,2453.982835,"-52,050","-2,910","-14,920",330,"14,050","19,940","-32,146","-63,460","-43,117","-171,373","52,775","120,918","-102,180"
2014-04-15,37450,37950,37150,37400,2511655,1.35501355,37221.51592,37411.45865,-189.9427306,-241.0538359,43.24324324,45.84118893,37340,37292.5,37817.5,36334.58333,33056.66667,37219.65961,37329.97849,37324.59363,36093.74283,33649.1936,47.5,-477.5,1005.416667,4283.333333,-525,957.9166667,4235.833333,1482.916667,4760.833333,3277.916667,-110.3188719,-104.9340165,1125.916781,3570.466017,5.384855437,1236.235653,3680.784889,1230.850798,3675.400034,2444.549236,"112,690","15,990","39,150","54,420","3,840","1,099","173,360","-54,762","18,137","347,934","-155,963","-205,378","-195,543"
2014-04-16,37750,37900,37550,37650,2279437,0.668449198,37287.43655,37429.12838,-141.6918327,-221.1814352,49.64028777,46.6010087,37340,37325,37830.83333,36377.5,33090.625,37363.10641,37360.45673,37335.26269,36119.46609,33682.39531,15,-490.8333333,962.5,4249.375,-505.8333333,947.5,4234.375,1453.333333,4740.208333,3286.875,2.649684022,27.84371761,1243.640318,3680.7111,25.19403359,1240.990634,3678.061416,1215.7966,3652.867382,2437.070782,"88,110",-360,"108,060","62,190","10,480","2,611","163,526","-3,620","19,144","450,501","218,700","-667,481","415,704"
2014-04-17,38050,38300,37850,38050,2518569,1.062416999,37404.754,37475.11887,-70.36486898,-191.018122,57.46268657,48.77334427,37410,37380,37858.33333,36418.75,33126.45833,37592.07094,37426.12751,37358.6967,36151.37574,33718.64099,30,-448.3333333,991.25,4283.541667,-478.3333333,961.25,4253.541667,1439.583333,4731.875,3292.291667,165.9434262,233.3742378,1440.695196,3873.429948,67.43081156,1274.75177,3707.486522,1207.320959,3640.05571,2432.734751,"93,840","28,320","20,850","28,930","-7,300","-13,022","97,690","172,319","-17,608","375,699","153,010","-519,886","-136,978"
2014-04-18,39400,39550,38900,39200,6226765,3.022339028,37680.9457,37602.88784,78.05785037,-137.2029275,73.52941176,53.72455777,37840,37405,37906.66667,36473.75,33166.66667,38128.04729,37595.06775,37419.0673,36201.76623,33764.12945,435,-66.66666667,1366.25,4673.333333,-501.6666667,931.25,4238.333333,1432.916667,4740,3307.083333,532.9795429,708.9799913,1926.281066,4363.917845,176.0004484,1393.301524,3830.938302,1217.301075,3654.937854,2437.636778,"159,580","8,200","138,570","333,980","-8,980",-310,"794,308","499,358","327,234","2,243,740","1,219,600","-3,453,100","760,427"
2014-04-21,39300,39500,39000,39400,2012021,0.510204082,37945.41559,37736.00726,209.4083245,-67.88067711,70,56.97964622,38340,37467.5,37973.33333,36526.25,33206.25,38552.03153,37766.96606,37484.01591,36254.62959,33810.90016,872.5,366.6666667,1813.75,5133.75,-505.8333333,941.25,4261.25,1447.083333,4767.083333,3320,785.0654691,1068.015614,2297.401934,4741.131371,282.9501449,1512.336465,3956.065902,1229.38632,3673.115757,2443.729437,"117,558","-7,600","126,910","135,630","-2,060","1,595","15,118","155,551","36,980","587,282","70,630","-635,972","-557,982"
2014-04-22,39900,40050,39750,39800,4429639,1.015228426,38230.73627,37888.89561,341.8406524,14.06358879,71.65354331,59.91442563,38820,37577.5,38038.33333,36591.66667,33249.375,38968.02102,37960.58834,37559.94982,36313.23076,33860.60223,1242.5,781.6666667,2228.333333,5570.625,-460.8333333,985.8333333,4328.125,1446.666667,4788.958333,3342.291667,1007.432679,1408.0712,2654.790261,5107.418788,400.6385205,1647.357581,4099.986108,1246.719061,3699.347588,2452.628527,"35,260","-19,070","137,680","348,670","4,320","12,335","480,417","205,790","77,780","1,302,252","853,866","-2,129,918","145,928"
2014-04-23,40200,40850,40050,40750,6302966,2.386934673,38618.3153,38100.82927,517.4860301,114.748077,80.88235294,64.1080111,39440,37695,38130,36657.5,33296.04167,39562.01401,38226.24659,37664.54163,36386.56579,33917.77566,1745,1310,2782.5,6143.958333,-435,1037.5,4398.958333,1472.5,4833.958333,3361.458333,1335.76742,1897.472384,3175.448226,5644.238356,561.7049647,1839.680806,4308.470936,1277.975841,3746.765971,2468.79013,"259,680","-8,160","87,370","29,070","-1,410","-19,684","492,451","162,585","-127,887","882,175","2,385,663","-3,253,028","281,425"
2014-04-24,40850,40900,40150,40900,4202633,0.36809816,38969.34372,38308.17525,661.1684652,224.0321547,79.2,67.12640888,40010,37855,38198.33333,36732.08333,33346.04167,40008.00934,38480.88977,37770.62223,36461.16801,33975.71943,2155,1811.666667,3277.916667,6663.958333,-343.3333333,1122.916667,4508.958333,1466.25,4852.291667,3386.041667,1527.119567,2237.387111,3546.841336,6032.289914,710.2675439,2019.721769,4505.170347,1309.454225,3794.902803,2485.448578,"191,410","-17,060","-4,600","194,720","1,750","-36,193","-129,685","137,259","-182,890","171,771","1,220,409","-1,374,110","13,335"
2014-04-25,41100,41350,40650,40750,6413507,-0.366748166,39243.29084,38489.05116,754.2396783,330.0736594,80.48780488,69.79868808,40320,38040,38246.66667,36794.58333,33396.66667,40255.33956,38696.99551,37868.30675,36532.05779,34031.93752,2280,2073.333333,3525.416667,6923.333333,-206.6666667,1245.416667,4643.333333,1452.083333,4850,3397.916667,1558.344051,2387.032814,3723.281771,6223.402038,828.6887627,2164.93772,4665.057987,1336.248957,3836.369224,2500.120267,"710,690","40,440","93,820","175,680",-590,"-3,031,693","248,604","175,291","-221,590","-1,849,788","2,907,550","-1,091,322","289,910"
2014-04-28,40450,40800,39900,40500,2962593,-0.613496933,39436.63071,38638.01033,798.620376,423.7830027,80.48780488,71.93651144,40540,38265,38289.16667,36856.66667,33446.45833,40336.89304,38868.71022,37954.59177,36597.64361,34085.61439,2275,2250.833333,3683.333333,7093.541667,-24.16666667,1408.333333,4818.541667,1432.5,4842.708333,3410.208333,1468.182817,2382.301268,3739.249429,6251.27865,914.1184513,2271.066611,4783.095833,1356.94816,3868.977382,2512.029222,"-28,440","-27,080","35,150","104,266","6,510","-31,835","-12,532","82,230","-77,688","77,661","244,570","-299,651","-371,896"
2014-04-29,40250,40500,39600,39700,2864162,-1.975308642,39477.14906,38716.67623,760.4728272,491.1209676,66.94214876,70.9376389,40520,38400,38342.5,36916.25,33490.83333,40124.59536,38947.88068,38011.81827,36648.92223,34132.2068,2120,2177.5,3603.75,7029.166667,57.5,1483.75,4909.166667,1426.25,4851.666667,3425.416667,1176.714682,2112.777089,3475.67313,5992.388558,936.0624069,2298.958448,4815.673876,1362.896041,3879.611469,2516.715428,"-47,650","9,650","-13,165","-146,495","-20,170","-28,750","-33,210","15,540","-44,888","-318,788","-137,510","442,888","-519,780"
2014-04-30,39700,40300,39650,40150,2280636,1.133501259,39580.66459,38822.84837,757.8162254,544.4600192,68.99224806,70.54856073,40400,38555,38400.83333,36980,33536.875,40133.06357,39062.36823,38081.92259,36706.79128,34182.14699,1845,1999.166667,3420,6863.125,154.1666667,1575,5018.125,1420.833333,4863.958333,3443.125,1070.695341,2051.140983,3426.272289,5950.916579,980.4456424,2355.576949,4880.221238,1375.131306,3899.775596,2524.64429,"-13,250","-31,940","43,600","-26,260",0,"-40,837","-6,072","34,800","-2,177","-10,196","609,180","-566,384","468,330"
2014-05-02,41200,41350,40550,40650,3374051,1.245330012,39745.17773,38958.19293,786.9847998,592.9649753,78.57142857,72.1531343,40350,38760,38435,37049.16667,33585,40305.37572,39213.57126,38166.12185,36771.96829,34235.82212,1590,1915,3300.833333,6765,325,1710.833333,5175,1385.833333,4850,3464.166667,1091.804457,2139.253866,3533.407428,6069.553592,1047.449408,2441.602971,4977.749135,1394.153562,3930.299727,2536.146165,"70,183","-11,570","83,350","127,570","6,700","-11,677","86,590","65,806","-77,670","350,852","250,181","-574,123","-105,630"
2014-05-07,41000,41350,40900,41100,2617891,1.10701107,39953.61193,39116.84531,836.7666196,641.7253042,81.81818182,74.0861438,40420,38952.5,38465,37122.91667,33633.33333,40570.25048,39393.23114,38262.31458,36843.506,34292.78626,1467.5,1955,3297.083333,6786.666667,487.5,1829.583333,5319.166667,1342.083333,4831.666667,3489.583333,1177.019339,2307.935901,3726.744475,6277.464222,1130.916562,2549.725136,5100.444883,1418.808574,3969.528321,2550.719747,"-28,640","-53,089","56,830","94,780","4,090","-6,834","-29,520","25,730","-86,163","30,273","546,546","-518,680","-187,218"
2014-05-08,41450,41450,40550,40650,2228813,-1.094890511,40060.74855,39230.41232,830.336232,679.4474897,74.80916031,74.2307471,40450,39135,38492.5,37199.16667,33678.75,40596.83365,39512.92341,38340.59934,36906.42326,34345.54322,1315,1957.5,3250.833333,6771.25,642.5,1935.833333,5456.25,1293.333333,4813.75,3520.416667,1083.91024,2256.234307,3690.410393,6251.290436,1172.324067,2606.500153,5167.380195,1434.176086,3995.056129,2560.880043,"26,440",-270,"10,780","184,717","-1,840","-12,470","45,917","17,605","-142,025","129,124","35,869","-168,763","-289,317"
2014-05-09,40950,41200,40250,41150,2286422,1.2300123,40228.3257,39372.604,855.7216978,714.7023313,75.73529412,74.53165651,40740,39355,38528.33333,37275.83333,33725,40781.22243,39668.83547,38432.71084,36976.56502,34402.01174,1385,2211.666667,3464.166667,7015,826.6666667,2079.166667,5630,1252.5,4803.333333,3550.833333,1112.386967,2348.511593,3804.657412,6379.210698,1236.124626,2692.270445,5266.82373,1456.145818,4030.699104,2574.553286,"24,500","-27,740","39,370","-13,180",-30,"-5,790","126,815","95,960","-74,092","193,553","250,400","-413,493","263,835"
2014-05-12,40900,41600,40900,41400,2028310,0.607533414,40408.58328,39522.78148,885.8018012,748.9222253,75.18796992,74.66291919,40990,39542.5,38554.16667,37357.91667,33769.58333,40987.48162,39833.70828,38529.99901,37049.67965,34460.08633,1447.5,2435.833333,3632.083333,7220.416667,988.3333333,2184.583333,5772.916667,1196.25,4784.583333,3588.333333,1153.773343,2457.482613,3937.801973,6527.395295,1303.70927,2784.028629,5373.621952,1480.31936,4069.912682,2589.593322,"12,380","-7,940","51,260","-34,290","-1,560","6,353","68,327","-97,180","-22,827","-17,537","481,224","-453,077","-49,363"
2014-05-13,41850,42000,41700,41700,2671855,0.724637681,40607.26278,39684.05693,923.2058503,783.7789503,71.55172414,74.04068018,41200,39742.5,38584.16667,37436.25,33815.83333,41224.98775,40011.45035,38633.93347,37126.54445,34520.1686,1457.5,2615.833333,3763.75,7384.166667,1158.333333,2306.25,5926.666667,1147.916667,4768.333333,3620.416667,1213.5374,2591.05428,4098.443299,6704.819149,1377.51688,2884.905899,5491.281749,1507.389019,4113.76487,2606.37585,"5,540","2,010","1,140","-101,240",-30,"10,539","87,061","-61,800","77,618","18,828","800,668","-819,416","-16,764"
2014-05-14,42200,42200,41750,42100,2857522,0.959232614,40836.91466,39863.01567,973.8989845,821.8029572,72.5,73.73254414,41400,39995,38635,37506.25,33860.83333,41516.6585,40210.35984,38747.57499,37208.75033,34583.07176,1405,2765,3893.75,7539.166667,1360,2488.75,6134.166667,1128.75,4774.166667,3645.416667,1306.29866,2769.083505,4307.908173,6933.586735,1462.784845,3001.609513,5627.288075,1538.824668,4164.50323,2625.678562,"-3,701","-24,680","32,660","-51,800","6,940","-5,006","3,480","107,460","82,820","172,853","539,870","-686,363","315,194"
2014-05-15,41850,42100,41600,42000,2002289,-0.237529691,41015.85086,40021.31081,994.5400557,856.3503769,69.29824561,72.84568444,41670,40250,38690,37575,33905,41677.77233,40380.80176,38854.21188,37287.94454,34644.62304,1420,2980,4095,7765,1560,2675,6345,1115,4785,3670,1296.970574,2823.560453,4389.827797,7033.149297,1526.589879,3092.857223,5736.178723,1566.267344,4209.588844,2643.3215,"-30,990","-13,060","-7,090","-57,180","-4,510","11,578","-160,703","-125,046","-18,956","-392,897","610,140","-201,053","-57,145"
2014-05-16,42000,42300,41800,42250,1793135,0.595238095,41205.71996,40186.3989,1019.321065,888.9445145,65,71.27654755,41890,40492.5,38747.5,37648.33333,33950.20833,41868.51489,40558.82064,38965.5492,37369.96198,34707.7382,1397.5,3142.5,4241.666667,7939.791667,1745,2844.166667,6542.291667,1099.166667,4797.291667,3698.125,1309.694249,2902.965693,4498.552907,7160.776691,1593.271444,3188.858658,5851.082442,1595.587214,4257.810998,2662.223784,"-21,770","-24,700","-17,220","-51,990","-50,060","-6,944","-149,680","-143,881","-121,706","-563,251","695,522","-108,091","318,662"
2014-05-19,42000,42150,40750,40900,3868734,-3.195266272,41158.68612,40239.25824,919.4278839,895.0411884,50,67.02123804,41790,40655,38776.66667,37718.33333,33989.79167,41545.67659,40591.31391,39028.97381,37428.30972,34759.12626,1135,3013.333333,4071.666667,7800.208333,1878.333333,2936.666667,6665.208333,1058.333333,4786.875,3728.541667,954.3626806,2516.70278,4117.366875,6786.55033,1562.3401,3163.004194,5832.187649,1600.664095,4269.84755,2669.183455,"-68,000","-1,560","-24,007","-4,930","-9,740",-848,"-264,553","117,370","-57,579","-312,287","-132,640","442,147","-785,775"
2014-05-20,41100,42000,41100,42000,3173904,2.689486553,41288.11903,40369.68355,918.4354725,899.7200452,58.74125874,65.36524218,41850,40852.5,38830,37801.25,34033.95833,41697.11773,40725.47449,39126.38451,37503.87485,34819.2165,997.5,3020,4048.75,7816.041667,2022.5,3051.25,6818.541667,1028.75,4796.041667,3767.291667,971.6432367,2570.733222,4193.242882,6877.901227,1599.089985,3221.599645,5906.257991,1622.509661,4307.168006,2684.658345,"-86,888","-6,980","-1,590","-82,020","2,300","-5,828","-36,882","-57,592","-83,901","-352,401","1,100,515","-740,234","594,049"
2014-05-21,41950,42250,41650,41900,2044792,-0.238095238,41382.25456,40483.04033,899.2142331,899.6188828,60,64.29219374,41810,40987.5,38873.33333,37880.41667,34075.20833,41764.74515,40837.33406,39217.32272,37576.53807,34877.97819,822.5,2936.666667,3929.583333,7734.791667,2114.166667,3107.083333,6912.291667,992.9166667,4798.125,3805.208333,927.4110884,2547.422433,4188.20708,6886.766963,1620.011344,3260.795992,5959.355874,1640.784648,4339.34453,2698.559882,"-1,110","-2,532","-29,810","-130,000","-21,800","-14,034","-110,622","29,650","-41,172","-318,898","461,669","-139,849","-232,837"
2014-05-22,42400,42750,42150,42400,2314558,1.193317422,41538.83078,40625.03734,913.7934417,902.4537946,70.14925373,65.46360574,41890,41137.5,38932.5,37956.66667,34119.16667,41976.49677,40986.15939,39321.67279,37656.26472,34940.40161,752.5,2957.5,3933.333333,7770.833333,2205,3180.833333,7018.333333,975.8333333,4813.333333,3837.5,990.3373771,2654.823974,4320.232053,7036.095161,1664.486597,3329.894676,6045.757784,1665.408079,4381.271187,2715.863108,"43,958","-16,550","-4,710","-267,220",-140,"2,595","37,186","-19,192","-136,015","-343,538","720,280","-359,082","-20,581"
2014-05-23,42300,42500,41950,42350,2091017,-0.117924528,41663.62605,40752.81235,910.8136942,904.1257745,67.46031746,65.86294809,41910,41265,38994.16667,38029.58333,34161.45833,42100.99785,41116.04897,39420.96221,37733.84712,35001.89205,645,2915.833333,3880.416667,7748.541667,2270.833333,3235.416667,7103.541667,964.5833333,4832.708333,3868.125,984.9488726,2680.035635,4367.150729,7099.105795,1695.086762,3382.201856,6114.156923,1687.115094,4419.070161,2731.955066,"-15,790","7,980","21,181","-89,660","-20,489","-5,737","-86,269","-70,541","51,363","-215,942","229,965","-25,943","-266,666"
2014-05-26,42600,42750,42350,42400,1337761,0.118063754,41776.91435,40874.82625,902.0880949,903.7182386,64.95726496,65.68181146,42210,41347.5,39046.66667,38094.58333,34205.20833,42200.66523,41238.33002,39518.63558,37810.97361,35063.28714,862.5,3163.333333,4115.416667,8004.791667,2300.833333,3252.916667,7142.291667,952.0833333,4841.458333,3889.375,962.3352072,2682.029649,4389.69162,7137.378093,1719.694442,3427.356413,6175.042886,1707.66197,4455.348444,2747.686474,"-19,630","-14,790","15,910","-154,900","4,920","-1,050","-33,120","44,120","32,043","-111,707","409,040","-280,343","144,596"
2014-05-27,42600,42650,42050,42200,1206673,-0.471698113,41842.00445,40972.98727,869.017177,896.7780263,59.82142857,64.50973488,42250,41412.5,39091.66667,38150.83333,34246.66667,42200.44349,41329.91764,39606.54917,37883.5195,35122.51297,837.5,3158.333333,4099.166667,8003.333333,2320.833333,3261.666667,7165.833333,940.8333333,4845,3904.166667,870.525847,2593.894318,4316.923986,7077.930517,1723.368471,3446.398139,6207.40467,1723.029667,4484.036199,2761.006531,"-62,240","-5,210","-47,230","-6,250",50,-477,"-15,102","-73,292","-31,631","-236,172","327,443","-86,551","-79,061"
