날짜,시가,종가,MACD비교,RSI비교,RSI50이상,이평 비교,MACD_Binary,MACD_minus_Signal_Binary,RSI_minus_Signal_Binary
2021-05-21,124500,122500,0,1,0,0,0,0,1
2021-05-24,122000,119500,0,1,0,0,0,0,1
2021-05-25,121500,123000,1,1,0,0,0,1,1
2021-05-26,124000,123000,1,1,0,0,0,1,1
2021-05-27,124500,125500,1,1,0,0,0,1,1
2021-05-28,126500,125000,1,1,0,0,0,1,1
2021-05-31,126000,127000,1,1,0,1,0,1,1
2021-06-01,127000,128500,1,1,1,1,0,1,1
2021-06-02,128500,126000,1,1,1,0,0,1,1
2021-06-03,127000,129000,1,1,1,1,0,1,1
2021-06-04,127500,128500,1,1,1,1,0,1,1
2021-06-07,129500,128500,1,1,1,1,0,1,1
2021-06-08,127000,127500,1,1,1,0,0,1,1
2021-06-09,125500,122500,1,0,1,0,0,1,0
2021-06-10,122500,123000,1,0,1,0,0,1,0
2021-06-11,124500,128000,1,1,1,1,0,1,1
2021-06-14,127000,127000,1,0,1,1,0,1,0
2021-06-15,128500,128500,1,1,1,1,0,1,1
2021-06-16,128000,129500,1,0,1,1,1,1,0
2021-06-17,127000,126500,1,0,1,0,1,1,0
2021-06-18,127500,124500,1,0,0,0,0,1,0
2021-06-21,121000,122000,0,0,0,0,0,0,0
2021-06-22,122500,122000,0,0,0,0,0,0,0
2021-06-23,122500,124000,0,0,0,0,0,0,0
2021-06-24,124000,126000,0,0,0,0,0,0,0
2021-06-25,128000,128500,1,1,1,0,0,1,1
2021-06-28,129000,126000,1,0,0,0,0,1,0
2021-06-29,127500,125000,1,1,1,0,0,1,1
2021-06-30,126500,127500,1,1,1,1,0,1,1
2021-07-01,127500,124500,1,0,0,0,0,1,0
2021-07-02,122500,122500,0,0,0,0,0,0,0
2021-07-05,123500,123000,0,0,0,0,0,0,0
2021-07-06,124000,125000,0,0,0,0,0,0,0
2021-07-07,125000,123500,0,0,0,0,0,0,0
2021-07-08,123500,121500,0,0,0,0,0,0,0
2021-07-09,120500,119500,0,1,0,0,0,0,1
2021-07-12,121000,120000,0,1,0,0,0,0,1
2021-07-13,121000,123000,0,1,0,0,0,0,1
2021-07-14,122500,123500,0,0,0,0,0,0,0
2021-07-15,123500,123500,0,0,0,0,0,0,0
2021-07-16,122000,121500,0,0,0,0,0,0,0
2021-07-19,119000,119000,0,0,0,0,0,0,0
2021-07-20,117500,118500,0,0,0,0,0,0,0
2021-07-21,119500,117000,0,0,0,0,0,0,0
2021-07-22,118000,119500,0,1,0,0,0,0,1
2021-07-23,118500,118500,0,1,0,0,0,0,1
2021-07-26,119500,117000,0,0,0,0,0,0,0
2021-07-27,118000,116000,0,0,0,0,0,0,0
2021-07-28,115000,114000,0,0,0,0,0,0,0
2021-07-29,115000,114000,0,0,0,0,0,0,0
2021-07-30,114000,112500,0,0,0,0,0,0,0
2021-08-02,113500,116000,0,0,0,0,0,0,0
2021-08-03,118000,120000,1,1,0,0,0,1,1
2021-08-04,122000,121000,1,1,0,0,0,1,1
2021-08-05,121000,120000,1,1,0,0,0,1,1
2021-08-06,119000,118000,1,1,0,0,0,1,1
2021-08-09,117500,116000,1,1,0,0,0,1,1
2021-08-10,115000,112500,1,0,0,0,0,1,0
2021-08-11,109000,105500,0,0,0,0,0,0,0
2021-08-12,102000,100500,0,0,0,0,0,0,0
2021-08-13,99600,101500,0,0,0,0,0,0,0
2021-08-17,101000,101500,0,0,0,0,0,0,0
2021-08-18,103000,104000,0,1,0,0,0,0,1
2021-08-19,103000,102500,0,1,0,0,0,0,1
2021-08-20,104000,102500,0,1,0,0,0,0,1
2021-08-23,104500,103000,0,0,0,0,0,0,0
2021-08-24,104500,105000,0,0,0,0,0,0,0
2021-08-25,106000,103500,0,0,0,0,0,0,0
2021-08-26,106000,104000,0,0,0,0,0,0,0
2021-08-27,103500,103500,1,0,0,0,0,1,0
2021-08-30,105000,103500,1,0,0,0,0,1,0
2021-08-31,103500,106500,1,1,0,0,0,1,1
2021-09-01,106000,108000,1,1,1,0,0,1,1
2021-09-02,108000,106500,1,1,1,0,0,1,1
2021-09-03,106500,107000,1,1,1,1,0,1,1
2021-09-06,106500,106000,1,1,1,0,0,1,1
2021-09-07,105500,104500,1,1,1,0,0,1,1
2021-09-08,104000,106000,1,1,1,1,0,1,1
2021-09-09,105000,103000,1,0,1,0,0,1,0
2021-09-10,103500,105000,1,1,1,1,0,1,1
2021-09-13,105000,106500,1,1,1,1,0,1,1
2021-09-14,107500,107500,1,1,1,1,0,1,1
2021-09-15,107500,107500,1,1,1,1,0,1,1
2021-09-16,107000,104000,1,0,1,0,0,1,0
2021-09-17,104500,107000,1,1,1,1,0,1,1
2021-09-23,105500,105500,1,0,0,0,0,1,0
2021-09-24,106000,104000,1,0,0,0,0,1,0
2021-09-27,104000,104500,1,0,0,0,0,1,0
2021-09-28,105000,103500,1,0,0,0,0,1,0
2021-09-29,101000,100000,0,0,0,0,0,0,0
2021-09-30,99900,103000,0,1,0,0,0,0,1
2021-10-01,102000,100000,0,0,0,0,0,0,0
2021-10-05,98900,97900,0,0,0,0,0,0,0
2021-10-06,98400,96500,0,0,0,0,0,0,0
2021-10-07,96300,95700,0,0,0,0,0,0,0
2021-10-08,96200,94000,0,0,0,0,0,0,0
2021-10-12,92400,91500,0,0,0,0,0,0,0
2021-10-13,90900,92000,0,0,0,0,0,0,0
2021-10-14,92400,93800,0,0,0,0,0,0,0
2021-10-15,96000,98400,0,1,0,0,0,0,1
2021-10-18,98300,97100,0,1,0,0,0,0,1
2021-10-19,98600,97700,1,1,0,0,0,1,1
2021-10-20,98200,97900,1,1,0,0,0,1,1
2021-10-21,97300,96300,1,1,0,0,0,1,1
2021-10-22,95500,98500,1,1,0,0,0,1,1
2021-10-25,99500,100000,1,1,1,0,0,1,1
2021-10-26,101500,102000,1,1,1,1,0,1,1
2021-10-27,103000,101500,1,1,1,1,0,1,1
2021-10-28,102000,106500,1,1,1,1,0,1,1
2021-10-29,107000,103000,1,1,1,1,0,1,1
2021-11-01,103500,106500,1,1,1,1,1,1,1
2021-11-02,107000,107500,1,1,1,1,1,1,1
2021-11-03,108500,105500,1,1,1,0,1,1,1
2021-11-04,107000,106000,1,1,1,1,1,1,1
2021-11-05,108000,107000,1,1,1,1,1,1,1
2021-11-08,107000,107500,1,1,1,1,1,1,1
2021-11-09,108000,109000,1,1,1,1,1,1,1
2021-11-10,108500,108500,1,1,1,1,1,1,1
2021-11-11,107500,107500,1,1,1,0,1,1,1
2021-11-12,109000,106500,1,0,1,0,1,1,0
2021-11-15,108500,111000,1,0,1,1,1,1,0
2021-11-16,111000,112000,1,1,1,1,1,1,1
2021-11-17,113000,110500,1,0,1,1,1,1,0
2021-11-18,110000,110000,1,1,1,1,1,1,1
2021-11-19,110000,111500,1,0,1,1,1,1,0
2021-11-22,116500,119500,1,1,1,1,1,1,1
2021-11-23,119500,119000,1,1,1,1,1,1,1
2021-11-24,120500,119500,1,1,1,1,1,1,1
2021-11-25,120500,117500,1,0,1,1,1,1,0
2021-11-26,116500,115500,1,0,1,0,1,1,0
2021-11-29,113000,116000,1,0,1,0,1,1,0
2021-11-30,118000,114000,1,0,1,0,1,1,0
2021-12-01,114500,116500,1,0,1,1,1,1,0
2021-12-02,115500,120000,1,1,1,1,1,1,1
2021-12-03,119000,118000,1,0,1,1,1,1,0
2021-12-06,116000,118500,1,0,1,1,1,1,0
2021-12-07,119000,121500,1,1,1,1,1,1,1
2021-12-08,124000,120000,1,1,1,1,1,1,1
2021-12-09,120500,123500,1,1,1,1,1,1,1
2021-12-10,120500,120500,1,0,1,0,1,1,0
2021-12-13,121000,121500,1,0,1,1,1,1,0
2021-12-14,120500,121000,0,0,1,0,1,0,0
2021-12-15,120000,123500,0,1,1,1,1,0,1
2021-12-16,125000,124000,1,1,1,1,1,1,1
2021-12-17,120500,122000,0,0,1,0,1,0,0
2021-12-20,121500,120500,0,1,1,0,1,0,1
2021-12-21,124000,124500,0,1,1,1,1,0,1
2021-12-22,127500,127000,1,1,1,1,1,1,1
2021-12-23,129000,127500,1,1,1,1,1,1,1
2021-12-24,129000,128000,1,1,1,1,1,1,1
2021-12-27,128500,126000,1,0,1,0,1,1,0
2021-12-28,126500,127500,1,1,1,1,1,1,1
2021-12-29,127500,127000,0,0,1,0,1,0,0
2021-12-30,131000,131000,1,1,1,1,1,1,1
2022-01-03,132000,128500,1,0,1,1,1,1,0
2022-01-04,129500,128500,0,1,1,1,1,0,1
2022-01-05,129000,125500,0,0,1,0,1,0,0
2022-01-06,123500,125000,0,0,1,0,1,0,0
2022-01-07,127000,127000,0,0,1,1,1,0,0
2022-01-10,126500,124500,0,0,1,0,1,0,0
2022-01-11,125500,128000,0,0,1,1,1,0,0
2022-01-12,129500,128500,0,0,1,1,1,0,0
2022-01-13,128500,129500,0,0,1,1,1,0,0
2022-01-14,128500,128500,0,0,1,1,1,0,0
2022-01-17,127500,127000,0,0,1,0,1,0,0
2022-01-18,126500,126500,0,0,0,0,1,0,0
2022-01-19,123500,127000,0,0,1,0,1,0,0
2022-01-20,126000,125000,0,0,0,0,1,0,0
2022-01-21,121500,119000,0,0,0,0,1,0,0
2022-01-24,116500,119000,0,0,0,0,1,0,0
2022-01-25,118000,118000,0,0,0,0,0,0,0
2022-01-26,119000,117500,0,0,0,0,0,0,0
2022-01-27,119500,113500,0,0,0,0,0,0,0
2022-01-28,115000,120500,0,1,0,0,0,0,1
2022-02-03,124500,124000,0,1,0,0,0,0,1
2022-02-04,125500,124500,0,1,0,0,0,0,1
2022-02-07,123000,123000,0,0,0,0,0,0,0
2022-02-08,124500,125000,1,1,0,0,0,1,1
2022-02-09,127000,126000,1,1,0,1,0,1,1
2022-02-10,129000,129500,1,1,1,1,1,1,1
2022-02-11,130500,132000,1,1,1,1,1,1,1
2022-02-14,130000,132500,1,1,1,1,1,1,1
2022-02-15,131500,127000,1,1,1,0,1,1,1
2022-02-16,131000,130500,1,1,1,1,1,1,1
2022-02-17,130500,133000,1,1,1,1,1,1,1
2022-02-18,131500,131500,1,1,1,1,1,1,1
2022-02-21,129000,130000,1,1,1,0,1,1,1
2022-02-22,127000,128500,1,1,1,0,1,1,1
2022-02-23,130000,128500,1,0,1,0,1,1,0
2022-02-24,125500,122500,0,0,0,0,1,0,0
2022-02-25,125500,123000,0,0,1,0,1,0,0
2022-02-28,123000,123500,0,0,0,0,1,0,0
2022-03-02,124500,125000,0,0,0,0,1,0,0
2022-03-03,128000,129000,0,0,0,0,1,0,0
2022-03-04,127500,124500,0,0,0,0,1,0,0
2022-03-07,119000,119500,0,0,0,0,0,0,0
2022-03-08,117000,118000,0,0,0,0,0,0,0
2022-03-10,121000,120000,0,0,0,0,0,0,0
2022-03-11,118500,117000,0,0,0,0,0,0,0
2022-03-14,115500,116000,0,0,0,0,0,0,0
2022-03-15,114500,112500,0,0,0,0,0,0,0
2022-03-16,115000,116500,0,0,0,0,0,0,0
2022-03-17,121000,124000,0,1,0,0,0,0,1
2022-03-18,124000,124000,0,1,1,0,0,0,1
2022-03-21,124000,122000,1,1,0,0,0,1,1
2022-03-22,121000,123500,1,1,1,0,0,1,1
2022-03-23,124000,123500,1,1,0,1,0,1,1
2022-03-24,121000,120500,1,0,0,0,0,1,0
2022-03-25,122000,118000,1,0,0,0,0,1,0
2022-03-28,117500,118000,0,1,0,0,0,0,1
2022-03-29,119500,120000,1,1,1,0,0,1,1
2022-03-30,123000,121000,1,1,1,0,0,1,1
2022-03-31,119500,118000,0,1,1,0,0,0,1
2022-04-01,117000,116000,0,1,1,0,0,0,1
2022-04-04,115000,117000,0,1,1,0,0,0,1
2022-04-05,117500,116500,0,0,1,0,0,0,0
2022-04-06,114500,113000,0,0,0,0,0,0,0
2022-04-07,111500,113500,0,0,0,0,0,0,0
2022-04-08,113000,112000,0,0,0,0,0,0,0
2022-04-11,111000,111500,0,0,0,0,0,0,0
2022-04-12,110500,111000,0,0,0,0,0,0,0
2022-04-13,112000,113000,0,0,0,0,0,0,0
2022-04-14,113000,110000,0,0,0,0,0,0,0
2022-04-15,108000,108000,0,0,0,0,0,0,0
2022-04-18,107000,109000,0,0,0,0,0,0,0
2022-04-19,110000,112500,0,1,0,0,0,0,1
2022-04-20,112500,112500,0,1,0,0,0,0,1
2022-04-21,112500,113000,1,1,0,0,0,1,1
2022-04-22,110500,110500,1,1,0,0,0,1,1
2022-04-25,109000,108000,1,0,0,0,0,1,0
2022-04-26,109500,111000,1,1,0,0,0,1,1
2022-04-27,108000,108500,1,1,0,0,0,1,1
2022-04-28,109500,109500,1,1,0,0,0,1,1
2022-04-29,110000,112500,1,1,1,0,0,1,1
2022-05-02,110000,110500,1,1,0,0,0,1,1
2022-05-03,111000,110000,1,1,0,0,0,1,1
2022-05-04,110500,109500,1,1,0,0,0,1,1
2022-05-06,108000,107500,1,1,0,0,0,1,1
2022-05-09,107000,107500,1,1,0,0,0,1,1
2022-05-10,107000,110000,1,0,0,0,0,1,0
2022-05-11,110500,110500,1,1,0,0,0,1,1
2022-05-12,109500,109000,1,0,0,0,0,1,0
2022-05-13,109000,112500,1,1,1,0,0,1,1
2022-05-16,113500,110500,1,1,1,1,0,1,1
2022-05-17,111000,112500,1,1,1,1,0,1,1
2022-05-18,114000,113500,1,1,1,1,0,1,1
2022-05-19,110500,111000,1,1,1,0,0,1,1
2022-05-20,111500,112500,1,0,1,1,0,1,0
2022-05-23,113000,113000,1,1,1,1,0,1,1
2022-05-24,111500,108500,1,0,0,0,0,1,0
2022-05-25,109500,108000,1,0,0,0,0,1,0
2022-05-26,107500,103000,0,0,0,0,0,0,0
2022-05-27,105500,106000,0,0,0,0,0,0,0
2022-05-30,108000,107000,0,0,0,0,0,0,0
2022-05-31,106500,108000,0,0,0,0,0,0,0
2022-06-02,106000,107000,0,0,0,0,0,0,0
2022-06-03,108000,107000,0,0,0,0,0,0,0
2022-06-07,105500,104000,0,0,0,0,0,0,0
2022-06-08,104500,106000,0,0,0,0,0,0,0
2022-06-09,105500,105500,0,0,0,0,0,0,0
2022-06-10,104000,103500,0,0,0,0,0,0,0
2022-06-13,100000,99000,0,0,0,0,0,0,0
2022-06-14,96900,99100,0,0,0,0,0,0,0
2022-06-15,98500,97900,0,0,0,0,0,0,0
2022-06-16,99900,97400,0,0,0,0,0,0,0
2022-06-17,95100,96400,0,1,0,0,0,0,1
2022-06-20,96700,94500,0,0,0,0,0,0,0
2022-06-21,94700,95200,0,0,0,0,0,0,0
2022-06-22,95700,92200,0,0,0,0,0,0,0
2022-06-23,92100,90200,0,0,0,0,0,0,0
2022-06-24,90500,91600,0,0,0,0,0,0,0
2022-06-27,92700,95000,0,1,0,0,0,0,1
2022-06-28,94500,95300,0,1,0,0,0,0,1
2022-06-29,93300,94000,0,1,0,0,0,0,1
2022-06-30,91500,91000,0,0,0,0,0,0,0
2022-07-01,91000,87500,0,1,0,0,0,0,1
2022-07-04,87500,89100,0,1,0,0,0,0,1
2022-07-05,90400,92500,0,1,0,0,0,0,1
2022-07-06,92800,92100,1,1,0,0,0,1,1
2022-07-07,91300,93900,1,1,0,0,0,1,1
2022-07-08,95900,94800,1,1,1,0,0,1,1
2022-07-11,95000,93700,1,1,0,0,0,1,1
2022-07-12,94000,93300,1,1,1,0,0,1,1
2022-07-13,94600,94000,1,1,1,1,0,1,1
2022-07-14,92800,94000,1,1,1,1,0,1,1
2022-07-15,95900,98700,1,1,1,1,0,1,1
2022-07-18,101000,101000,1,1,1,1,0,1,1
2022-07-19,100000,100000,1,1,1,1,0,1,1
2022-07-20,103000,102000,1,1,1,1,0,1,1
2022-07-21,102000,102500,1,1,1,1,1,1,1
2022-07-22,102500,100000,1,1,1,0,1,1,1
2022-07-25,99100,100000,1,1,1,0,1,1,1
2022-07-26,100500,100500,1,1,1,0,1,1,1
2022-07-27,101000,100000,1,0,1,0,1,1,0
2022-07-28,101000,99400,1,0,1,0,1,1,0
2022-07-29,99900,97900,1,0,1,0,1,1,0
2022-08-01,97200,97100,1,0,1,0,1,1,0
2022-08-02,97200,96500,0,0,1,0,1,0,0
2022-08-03,96900,97500,0,0,1,0,1,0,0
2022-08-04,98000,97500,0,0,0,0,1,0,0
2022-08-05,98100,98500,0,0,0,0,1,0,0
2022-08-08,97700,96300,0,0,0,0,0,0,0
2022-08-09,96000,95100,0,0,0,0,0,0,0
2022-08-10,91800,91800,0,0,0,0,0,0,0
2022-08-11,93500,93300,0,0,0,0,0,0,0
2022-08-12,92800,93300,0,0,0,0,0,0,0
2022-08-16,94500,96700,0,1,0,0,0,0,1
2022-08-17,96800,97100,0,1,0,0,0,0,1
2022-08-18,95900,95700,0,1,0,0,0,0,1
2022-08-19,97000,96400,0,1,0,0,0,0,1
2022-08-22,95200,95200,0,1,0,0,0,0,1
2022-08-23,94100,93600,0,1,0,0,0,0,1
2022-08-24,93900,93200,0,0,0,0,0,0,0
2022-08-25,93600,94100,0,1,0,0,0,0,1
2022-08-26,95400,95100,0,1,0,0,0,0,1
2022-08-29,92700,92500,0,0,0,0,0,0,0
2022-08-30,92700,93200,0,1,0,0,0,0,1
2022-08-31,92600,95200,0,1,1,0,0,0,1
2022-09-01,93900,92400,0,1,0,0,0,0,1
2022-09-02,92700,91700,0,1,0,0,0,0,1
2022-09-05,91800,91100,0,0,0,0,0,0,0
2022-09-06,91900,91800,0,0,0,0,0,0,0
2022-09-07,91100,90400,0,0,0,0,0,0,0
2022-09-08,90500,90400,0,0,0,0,0,0,0
2022-09-13,91700,94800,1,1,0,0,0,1,1
2022-09-14,91700,93000,1,1,0,0,0,1,1
2022-09-15,92900,92000,1,1,0,0,0,1,1
2022-09-16,90900,91200,1,0,0,0,0,1,0
2022-09-19,90800,90000,0,0,0,0,0,0,0
2022-09-20,89000,88000,0,0,0,0,0,0,0
2022-09-21,87500,88000,0,0,0,0,0,0,0
2022-09-22,86300,86000,0,0,0,0,0,0,0
2022-09-23,85500,83500,0,0,0,0,0,0,0
2022-09-26,81500,82500,0,0,0,0,0,0,0
2022-09-27,82200,82000,0,0,0,0,0,0,0
2022-09-28,81900,81200,0,0,0,0,0,0,0
2022-09-29,82500,80800,0,0,0,0,0,0,0
2022-09-30,80900,83100,0,1,0,0,0,0,1
2022-10-04,85200,86200,0,0,0,0,0,0,0
2022-10-05,90000,89800,1,1,0,0,0,1,1
2022-10-06,90900,89900,1,1,0,0,0,1,1
2022-10-07,89600,91200,1,1,1,1,0,1,1
2022-10-11,89700,90200,1,1,1,1,0,1,1
2022-10-12,91000,94000,1,1,1,1,0,1,1
2022-10-13,93400,94900,1,1,1,1,1,1,1
2022-10-14,96000,95500,1,1,1,1,1,1,1
2022-10-17,94600,95200,1,1,1,1,1,1,1
2022-10-18,95900,95800,1,1,1,1,1,1,1
2022-10-19,94700,92900,1,1,1,0,1,1,1
2022-10-20,91000,90200,1,1,1,0,1,1,1
2022-10-21,89800,90500,1,1,1,0,1,1,1
2022-10-24,92200,91800,1,1,1,0,1,1,1
2022-10-25,91900,93500,1,0,1,1,1,1,0
2022-10-26,93300,93900,1,0,1,1,1,1,0
2022-10-27,95100,90000,1,0,1,0,1,1,0
2022-10-28,87100,83400,0,0,0,0,0,0,0
2022-10-31,84300,82700,0,0,0,0,0,0,0
2022-11-01,82700,83900,0,0,0,0,0,0,0
2022-11-02,84200,84500,0,0,0,0,0,0,0
2022-11-03,82600,82700,0,0,0,0,0,0,0
2022-11-04,82700,84500,0,0,0,0,0,0,0
2022-11-07,85400,86500,0,0,0,0,0,0,0
2022-11-08,87600,87700,0,1,0,0,0,0,1
2022-11-09,88100,89200,0,1,0,0,0,0,1
2022-11-10,89000,89100,1,1,0,0,0,1,1
2022-11-11,95200,93500,1,1,1,1,0,1,1
2022-11-14,93900,90900,1,1,0,1,0,1,1
2022-11-15,91300,91600,1,1,0,1,1,1,1
2022-11-16,92000,91500,1,1,1,1,1,1,1
2022-11-17,82400,87700,1,1,1,0,1,1,1
2022-11-18,88700,88400,1,1,1,0,1,1,1
2022-11-21,87600,86300,1,1,1,0,0,1,1
2022-11-22,85500,85200,0,0,1,0,0,0,0
2022-11-23,86100,85200,0,1,1,0,0,0,1
2022-11-24,86900,86900,0,1,1,0,0,0,1
2022-11-25,87200,85100,0,0,0,0,0,0,0
2022-11-28,84100,83100,0,0,0,0,0,0,0
2022-11-29,82700,83700,0,0,0,0,0,0,0
2022-11-30,83200,85000,0,0,0,0,0,0,0
2022-12-01,87300,84700,0,0,0,0,0,0,0
2022-12-02,83900,81900,0,0,0,0,0,0,0
2022-12-05,81900,81000,0,0,0,0,0,0,0
2022-12-06,79900,81000,0,0,0,0,0,0,0
2022-12-07,79900,78900,0,0,0,0,0,0,0
2022-12-08,78200,78800,0,0,0,0,0,0,0
2022-12-09,79400,81500,0,1,0,0,0,0,1
2022-12-12,80100,81100,0,1,0,0,0,0,1
2022-12-13,81300,82300,0,1,0,0,0,0,1
2022-12-14,82100,81800,0,1,0,0,0,0,1
2022-12-15,80600,80200,0,1,0,0,0,0,1
2022-12-16,77700,78400,0,1,0,0,0,0,1
2022-12-19,78300,79000,0,1,0,0,0,0,1
2022-12-20,78200,78300,0,0,0,0,0,0,0
2022-12-21,78500,78000,0,0,0,0,0,0,0
2022-12-22,78500,79200,0,1,0,0,0,0,1
2022-12-23,77800,77800,0,1,0,0,0,0,1
2022-12-26,77700,77000,0,1,0,0,0,0,1
2022-12-27,77500,77000,0,1,0,0,0,0,1
2022-12-28,76800,76000,0,1,0,0,0,0,1
2022-12-29,75200,75000,0,0,0,0,0,0,0
2023-01-02,75100,75700,0,0,0,0,0,0,0
2023-01-03,75600,75600,0,0,0,0,0,0,0
2023-01-04,75400,81000,1,1,0,0,0,1,1
2023-01-05,83300,81400,1,1,1,0,0,1,1
2023-01-06,81400,83100,1,1,1,1,0,1,1
2023-01-09,84900,86000,1,1,1,1,0,1,1
2023-01-10,85500,86500,1,1,1,1,1,1,1
2023-01-11,87800,87300,1,1,1,1,1,1,1
2023-01-12,88100,86800,1,1,1,1,1,1,1
2023-01-13,86800,85700,1,1,1,0,1,1,1
2023-01-16,86000,85800,1,1,1,0,1,1,1
2023-01-17,86400,86000,1,1,1,0,1,1,1
2023-01-18,86400,85100,1,1,1,0,1,1,1
2023-01-19,84000,85500,1,1,1,0,1,1,1
2023-01-20,86300,87600,1,1,1,1,1,1,1
2023-01-25,92000,91400,1,1,1,1,1,1,1
2023-01-26,90800,92300,1,1,1,1,1,1,1
2023-01-27,91300,91500,1,1,1,1,1,1,1
2023-01-30,91300,90700,1,0,1,1,1,1,0
2023-01-31,90800,88500,1,0,1,0,1,1,0
2023-02-01,91200,91400,1,0,1,1,1,1,0
2023-02-02,94900,93400,1,0,1,1,1,1,0
2023-02-03,92400,92200,1,0,1,1,1,1,0
2023-02-06,91400,89100,1,0,1,0,1,1,0
2023-02-07,88800,90800,1,0,1,0,1,1,0
2023-02-08,91700,94900,1,1,1,1,1,1,1
2023-02-09,94800,94400,1,1,1,1,1,1,1
2023-02-10,94300,93500,1,0,1,1,1,1,0
2023-02-13,92000,90600,0,0,1,0,1,0,0
2023-02-14,91800,93400,0,0,1,1,1,0,0
2023-02-15,93800,91700,0,0,0,0,1,0,0
2023-02-16,91900,92900,0,0,1,1,1,0,0
2023-02-17,91400,92000,0,0,1,0,1,0,0
2023-02-20,92700,92500,0,1,1,1,1,0,1
2023-02-21,92500,91200,0,0,0,0,1,0,0
2023-02-22,89900,89100,0,0,0,0,1,0,0
2023-02-23,90000,92700,0,0,1,0,1,0,0
2023-02-24,93500,91000,0,1,1,0,1,0,1
2023-02-27,90100,90000,0,0,0,0,1,0,0
2023-02-28,91000,89400,0,0,0,0,1,0,0
2023-03-02,89400,88100,0,0,0,0,1,0,0
2023-03-03,88500,87300,0,0,0,0,1,0,0
2023-03-06,87900,89700,0,1,0,0,1,0,1
2023-03-07,89700,88900,0,0,0,0,1,0,0
2023-03-08,87700,86800,0,0,0,0,0,0,0
2023-03-09,87300,85600,0,0,0,0,0,0,0
2023-03-10,83800,83300,0,0,0,0,0,0,0
2023-03-13,83200,84300,0,0,0,0,0,0,0
2023-03-14,82600,81100,0,0,0,0,0,0,0
2023-03-15,81900,79100,0,0,0,0,0,0,0
2023-03-16,76700,79000,0,0,0,0,0,0,0
2023-03-17,81200,84000,0,1,0,0,0,0,1
2023-03-20,83800,83700,0,1,0,0,0,0,1
2023-03-21,84100,83600,0,1,0,0,0,0,1
2023-03-22,85200,86900,0,1,0,0,0,0,1
2023-03-23,85400,88500,1,1,1,0,0,1,1
2023-03-24,89100,87300,1,1,0,1,0,1,1
2023-03-27,87500,85500,1,1,0,0,0,1,1
2023-03-28,85300,88400,1,1,1,1,0,1,1
2023-03-29,87400,86900,1,1,1,0,0,1,1
2023-03-30,89900,88800,1,1,1,1,0,1,1
2023-03-31,89200,88600,1,1,1,1,0,1,1
2023-04-03,89700,87200,1,1,1,0,1,1,1
2023-04-04,85700,84500,1,1,1,0,0,1,1
2023-04-05,84300,84600,1,1,1,0,0,1,1
2023-04-06,83900,83800,0,0,0,0,0,0,0
2023-04-07,87900,89100,1,1,1,1,0,1,1
2023-04-10,88700,90700,1,1,1,1,1,1,1
2023-04-11,90700,91800,1,1,1,1,1,1,1
2023-04-12,91900,90300,1,0,1,1,1,1,0
2023-04-13,89500,88700,1,0,1,0,1,1,0
2023-04-14,90100,89300,1,1,1,0,1,1,1
2023-04-17,89000,88500,1,0,1,0,1,1,0
2023-04-18,89300,87600,1,0,1,0,1,1,0
2023-04-19,88000,88200,1,0,0,0,1,1,0
2023-04-20,86600,87700,1,0,0,0,1,1,0
2023-04-21,87700,89100,1,1,1,1,1,1,1
2023-04-24,88100,87200,0,1,1,0,1,0,1
2023-04-25,87500,85500,0,0,1,0,1,0,0
2023-04-26,86400,87400,0,1,1,0,1,0,1
2023-04-27,87900,88800,0,0,0,0,1,0,0
2023-04-28,90800,89500,1,0,0,0,1,1,0
2023-05-02,90900,90200,1,0,0,1,1,1,0
2023-05-03,89000,89800,1,0,0,1,1,1,0
2023-05-04,88900,88700,1,0,1,0,1,1,0
2023-05-08,89700,88700,1,0,0,0,1,1,0
2023-05-09,88400,87300,0,0,0,0,1,0,0
2023-05-10,87200,86900,0,0,0,0,1,0,0
2023-05-11,86900,86300,0,0,0,0,0,0,0
2023-05-12,86300,87200,0,1,0,0,0,0,1
2023-05-15,87000,86400,0,0,0,0,0,0,0
2023-05-16,89500,90400,0,1,1,0,1,0,1
2023-05-17,92000,91900,1,1,1,1,1,1,1
2023-05-18,92800,93600,1,1,1,1,1,1,1
2023-05-19,95000,97300,1,1,1,1,1,1,1
2023-05-22,97700,98200,1,1,1,1,1,1,1
2023-05-23,99000,97900,1,1,1,1,1,1,1
2023-05-24,97400,97700,1,1,1,1,1,1,1
2023-05-25,104300,103500,1,1,1,1,1,1,1
2023-05-26,107500,109200,1,1,1,1,1,1,1
2023-05-30,113200,110300,1,1,1,1,1,1,1
2023-05-31,110000,108600,1,1,1,1,1,1,1
2023-06-01,106000,110300,1,1,1,1,1,1,1
2023-06-02,111000,110300,1,1,1,1,1,1,1
2023-06-05,110100,108700,1,1,1,0,1,1,1
2023-06-07,108700,108000,1,0,1,0,1,1,0
2023-06-08,107000,109700,1,0,1,1,1,1,0
2023-06-09,110300,115400,1,1,1,1,1,1,1
2023-06-12,114400,114800,1,0,1,1,1,1,0
2023-06-13,117000,119500,1,1,1,1,1,1,1
2023-06-14,118800,118800,1,0,1,1,1,1,0
2023-06-15,120200,119000,1,1,1,1,1,1,1
2023-06-16,117300,118900,1,0,1,1,1,1,0
2023-06-19,118000,114800,1,0,1,0,1,1,0
2023-06-20,114000,116100,0,0,1,0,1,0,0
