날짜,시가,종가,MACD비교,RSI비교,RSI50이상,이평 비교,MACD_Binary,MACD_minus_Signal_Binary,RSI_minus_Signal_Binary
2019-04-19,80500,81800,1,0,1,1,1,1,0
2019-04-22,81500,80500,1,0,1,1,1,1,0
2019-04-23,81000,81000,1,0,1,1,1,1,0
2019-04-24,81500,78500,0,0,1,0,1,0,0
2019-04-25,78400,80200,0,0,1,0,1,0,0
2019-04-26,78500,78600,0,0,1,0,1,0,0
2019-04-29,78700,80000,0,0,1,1,1,0,0
2019-04-30,79400,79000,0,0,1,0,1,0,0
2019-05-02,79700,80700,0,0,1,1,1,0,0
2019-05-03,81100,80400,0,0,1,1,1,0,0
2019-05-07,79200,79900,0,0,1,0,1,0,0
2019-05-08,78700,80300,0,0,0,1,1,0,0
2019-05-09,79600,76000,0,0,0,0,1,0,0
2019-05-10,76100,74400,0,0,0,0,1,0,0
2019-05-13,73900,73500,0,0,0,0,0,0,0
2019-05-14,72200,74600,0,0,0,0,0,0,0
2019-05-15,74800,74500,0,0,0,0,0,0,0
2019-05-16,74400,71900,0,0,0,0,0,0,0
2019-05-17,72500,71600,0,0,0,0,0,0,0
2019-05-20,71800,70900,0,0,0,0,0,0,0
2019-05-21,70500,70300,0,0,0,0,0,0,0
2019-05-22,71300,68900,0,0,0,0,0,0,0
2019-05-23,68400,68000,0,0,0,0,0,0,0
2019-05-24,67300,67600,0,0,0,0,0,0,0
2019-05-27,67900,66900,0,0,0,0,0,0,0
2019-05-28,67200,65900,0,0,0,0,0,0,0
2019-05-29,65600,66100,0,0,0,0,0,0,0
2019-05-30,66300,65900,0,0,0,0,0,0,0
2019-05-31,65900,65300,0,0,0,0,0,0,0
2019-06-03,65200,66600,0,0,0,0,0,0,0
2019-06-04,66500,65100,0,0,0,0,0,0,0
2019-06-05,66900,65100,0,1,0,0,0,0,1
2019-06-07,65200,65400,0,1,0,0,0,0,1
2019-06-10,66100,66800,1,1,0,0,0,1,1
2019-06-11,66900,67200,1,1,0,0,0,1,1
2019-06-12,66800,65700,1,1,0,0,0,1,1
2019-06-13,64900,63500,1,1,0,0,0,1,1
2019-06-14,63200,63100,1,1,0,0,0,1,1
2019-06-17,62800,63700,1,1,0,0,0,1,1
2019-06-18,63800,63400,1,1,0,0,0,1,1
2019-06-19,65800,67200,1,1,1,0,0,1,1
2019-06-20,67200,67300,1,1,1,0,0,1,1
2019-06-21,67100,65900,1,1,1,0,0,1,1
2019-06-24,65900,66900,1,1,1,1,0,1,1
2019-06-25,66700,66700,1,1,1,0,0,1,1
2019-06-26,68300,68900,1,1,1,1,0,1,1
2019-06-27,70100,70200,1,1,1,1,0,1,1
2019-06-28,70900,69500,1,1,1,1,0,1,1
2019-07-01,71000,70000,1,1,1,1,0,1,1
2019-07-02,69700,71400,1,1,1,1,1,1,1
2019-07-03,71100,69100,1,1,1,0,1,1,1
2019-07-04,69600,70200,1,1,1,1,1,1,1
2019-07-05,70300,68400,1,1,1,0,1,1,1
2019-07-08,66400,67400,1,0,1,0,1,1,0
2019-07-09,68400,69800,1,0,1,1,1,1,0
2019-07-10,71500,72900,1,1,1,1,1,1,1
2019-07-11,74000,75500,1,1,1,1,1,1,1
2019-07-12,75600,74700,1,1,1,1,1,1,1
2019-07-15,74500,76200,1,1,1,1,1,1,1
2019-07-16,74800,76100,1,1,1,1,1,1,1
2019-07-17,74600,74600,1,0,1,0,1,1,0
2019-07-18,74300,74700,1,0,1,0,1,1,0
2019-07-19,75900,76800,1,1,1,1,1,1,1
2019-07-22,77800,78400,1,1,1,1,1,1,1
2019-07-23,79700,78800,1,1,1,1,1,1,1
2019-07-24,78800,77600,1,1,1,1,1,1,1
2019-07-25,79700,79200,1,1,1,1,1,1,1
2019-07-26,78100,79800,1,1,1,1,1,1,1
2019-07-29,79000,77000,1,0,1,0,1,1,0
2019-07-30,78200,78900,1,0,1,1,1,1,0
2019-07-31,78000,76900,1,0,1,0,1,1,0
2019-08-01,75300,77700,0,0,1,0,1,0,0
2019-08-02,75400,76100,0,0,0,0,1,0,0
2019-08-05,75500,75400,0,0,0,0,1,0,0
2019-08-06,73100,72000,0,0,0,0,1,0,0
2019-08-07,72000,73300,0,0,0,0,1,0,0
2019-08-08,73600,72300,0,0,0,0,1,0,0
2019-08-09,73200,73300,0,0,0,0,1,0,0
2019-08-12,73700,74500,0,0,0,0,1,0,0
2019-08-13,74000,74500,0,0,0,0,1,0,0
2019-08-14,77200,76900,0,0,0,0,1,0,0
2019-08-16,75800,76400,0,0,0,0,1,0,0
2019-08-19,77300,75100,0,1,0,0,1,0,1
2019-08-20,75500,76400,0,0,0,0,1,0,0
2019-08-21,75900,75800,0,1,0,0,1,0,1
2019-08-22,75300,73800,0,0,0,0,1,0,0
2019-08-23,73500,74400,0,1,0,0,1,0,1
2019-08-26,72600,71800,0,0,0,0,0,0,0
2019-08-27,72500,73000,0,1,1,0,0,0,1
2019-08-28,73500,73300,0,1,1,0,0,0,1
2019-08-29,73500,73300,0,1,1,0,0,0,1
2019-08-30,74600,77400,0,1,1,0,1,0,1
2019-09-02,77000,77600,1,1,1,1,1,1,1
2019-09-03,77200,77000,1,1,1,1,1,1,1
2019-09-04,77400,80000,1,1,1,1,1,1,1
2019-09-05,81400,83000,1,1,1,1,1,1,1
2019-09-06,84000,81900,1,1,1,1,1,1,1
2019-09-09,83100,84300,1,1,1,1,1,1,1
2019-09-10,84200,83100,1,1,1,1,1,1,1
2019-09-11,83400,82600,1,1,1,0,1,1,1
2019-09-16,81000,79500,1,0,1,0,1,1,0
2019-09-17,80000,79400,1,1,1,0,1,1,1
2019-09-18,80100,80200,1,1,1,0,1,1,1
2019-09-19,80600,82700,1,1,1,1,1,1,1
2019-09-20,82800,82200,1,1,1,1,1,1,1
2019-09-23,81900,82800,1,0,1,1,1,1,0
2019-09-24,82500,83400,1,0,1,1,1,1,0
2019-09-25,82200,81900,1,0,1,0,1,1,0
2019-09-26,83000,83300,1,0,1,1,1,1,0
2019-09-27,80200,81400,0,0,0,0,1,0,0
2019-09-30,80600,82200,0,0,1,0,1,0,0
2019-10-01,81800,82000,0,0,0,0,1,0,0
2019-10-02,81600,79500,0,0,0,0,1,0,0
2019-10-04,78900,80300,0,0,0,0,1,0,0
2019-10-07,80700,80300,0,1,1,0,1,0,1
2019-10-08,80400,80900,0,1,1,0,1,0,1
2019-10-10,78900,79000,0,0,0,0,1,0,0
2019-10-11,79800,80000,0,0,0,0,1,0,0
2019-10-14,82000,80500,0,0,0,0,1,0,0
2019-10-15,80700,81200,0,0,0,0,1,0,0
2019-10-16,82400,82400,0,0,0,0,1,0,0
2019-10-17,82000,81000,0,1,0,0,1,0,1
2019-10-18,81500,77400,0,0,0,0,1,0,0
2019-10-21,77800,77500,0,0,0,0,0,0,0
2019-10-22,78900,79100,0,0,0,0,0,0,0
2019-10-23,78500,77700,0,0,0,0,0,0,0
2019-10-24,79900,80000,0,1,1,0,0,0,1
2019-10-25,82400,82900,0,1,1,0,1,0,1
2019-10-28,83400,82900,1,1,1,1,1,1,1
2019-10-29,84000,83000,1,1,1,1,1,1,1
2019-10-30,83400,81500,1,1,1,0,1,1,1
2019-10-31,81900,82000,1,1,1,0,1,1,1
2019-11-01,82300,83100,1,1,1,1,1,1,1
2019-11-04,84000,84700,1,1,1,1,1,1,1
2019-11-05,85100,85100,1,1,1,1,1,1,1
2019-11-06,84800,83500,1,1,1,0,1,1,1
2019-11-07,83700,83600,1,1,1,0,1,1,1
2019-11-08,84600,82300,1,1,1,0,1,1,1
2019-11-11,82500,81300,0,0,1,0,1,0,0
2019-11-12,81900,83200,0,1,1,1,1,0,1
2019-11-13,83300,83400,0,1,1,1,1,0,1
2019-11-14,83200,83400,0,0,1,1,1,0,0
2019-11-15,84200,85200,1,0,1,1,1,1,0
2019-11-18,86000,85500,1,1,1,1,1,1,1
2019-11-19,85400,85300,1,1,1,1,1,1,1
2019-11-20,84400,82700,1,0,1,0,1,1,0
2019-11-21,81700,80900,0,0,0,0,1,0,0
2019-11-22,80900,81700,0,0,0,0,1,0,0
2019-11-25,82300,81700,0,0,0,0,1,0,0
2019-11-26,82000,82300,0,0,0,0,1,0,0
2019-11-27,82400,82700,0,0,0,0,1,0,0
2019-11-28,83100,82800,0,1,1,0,1,0,1
2019-11-29,82500,80900,0,0,0,0,1,0,0
2019-12-02,80900,80500,0,0,0,0,0,0,0
2019-12-03,78100,78700,0,0,0,0,0,0,0
2019-12-04,78000,77700,0,0,0,0,0,0,0
2019-12-05,79800,78800,0,0,0,0,0,0,0
2019-12-06,79300,80600,0,0,0,0,0,0,0
2019-12-09,81300,80700,0,0,0,0,0,0,0
2019-12-10,79800,80700,0,1,0,0,0,0,1
2019-12-11,80700,80600,0,1,0,0,0,0,1
2019-12-12,82000,83400,1,1,1,0,0,1,1
2019-12-13,87200,87900,1,1,1,1,1,1,1
2019-12-16,87200,88600,1,1,1,1,1,1,1
2019-12-17,91000,92800,1,1,1,1,1,1,1
2019-12-18,93400,93000,1,1,1,1,1,1,1
2019-12-19,95400,93600,1,1,1,1,1,1,1
2019-12-20,94100,95000,1,1,1,1,1,1,1
2019-12-23,95800,94600,1,1,1,1,1,1,1
2019-12-24,95000,93800,1,1,1,0,1,1,1
2019-12-26,94000,94800,1,1,1,1,1,1,1
2019-12-27,94800,96000,1,1,1,1,1,1,1
2019-12-30,95600,94100,1,1,1,0,1,1,1
2020-01-02,96000,94700,1,1,1,1,1,1,1
2020-01-03,96500,94500,1,1,1,0,1,1,1
2020-01-06,93000,94300,1,0,1,0,1,1,0
2020-01-07,94500,94000,1,0,1,0,1,1,0
2020-01-08,96400,97400,1,0,1,1,1,1,0
2020-01-09,98900,99000,1,0,1,1,1,1,0
2020-01-10,99100,98900,1,0,1,1,1,1,0
2020-01-13,99000,100500,1,0,1,1,1,1,0
2020-01-14,101500,100500,1,0,1,1,1,1,0
2020-01-15,99900,98200,1,0,1,0,1,1,0
2020-01-16,97400,99200,1,0,1,0,1,1,0
2020-01-17,100500,99000,0,0,1,0,1,0,0
2020-01-20,100000,99900,0,0,1,1,1,0,0
2020-01-21,100500,99300,0,1,1,1,1,0,1
2020-01-22,99000,101000,0,1,1,1,1,0,1
2020-01-23,101000,98700,0,0,1,0,1,0,0
2020-01-28,95500,96300,0,0,1,0,1,0,0
2020-01-29,96900,97900,0,0,1,0,1,0,0
2020-01-30,97800,94000,0,0,0,0,1,0,0
2020-01-31,94500,93500,0,0,0,0,1,0,0
2020-02-03,91800,94700,0,0,0,0,1,0,0
2020-02-04,94800,97100,0,0,0,0,1,0,0
2020-02-05,99300,97700,0,0,0,0,1,0,0
2020-02-06,98900,100500,0,1,1,0,1,0,1
2020-02-07,100000,99300,0,1,1,0,1,0,1
2020-02-10,98000,98800,0,0,0,1,1,0,0
2020-02-11,99900,99800,0,0,0,1,1,0,0
2020-02-12,100500,100000,0,1,1,1,1,0,1
2020-02-13,101000,102000,1,1,1,1,1,1,1
2020-02-14,101500,104500,1,1,1,1,1,1,1
2020-02-17,104500,105000,1,1,1,1,1,1,1
2020-02-18,104000,102000,1,1,1,0,1,1,1
2020-02-19,102500,103500,1,1,1,1,1,1,1
2020-02-20,104500,104000,1,1,1,1,1,1,1
2020-02-21,101500,103000,1,1,1,0,1,1,1
2020-02-24,100500,99500,0,0,1,0,1,0,0
2020-02-25,97800,98000,0,0,1,0,1,0,0
2020-02-26,95500,94600,0,0,0,0,1,0,0
2020-02-27,94700,92800,0,0,0,0,1,0,0
2020-02-28,91000,87900,0,0,0,0,0,0,0
2020-03-02,90000,92100,0,0,0,0,0,0,0
2020-03-03,95000,92800,0,0,0,0,0,0,0
2020-03-04,91300,94300,0,0,0,0,0,0,0
2020-03-05,95200,94900,0,0,0,0,0,0,0
2020-03-06,93300,92600,0,0,0,0,0,0,0
2020-03-09,89500,86900,0,0,0,0,0,0,0
2020-03-10,86900,89100,0,0,0,0,0,0,0
2020-03-11,88200,85500,0,0,0,0,0,0,0
2020-03-12,83800,82800,0,0,0,0,0,0,0
2020-03-13,76900,82500,0,0,0,0,0,0,0
2020-03-16,83700,80600,0,0,0,0,0,0,0
2020-03-17,77500,80400,0,0,0,0,0,0,0
2020-03-18,81600,73100,0,0,0,0,0,0,0
2020-03-19,75500,69000,0,0,0,0,0,0,0
2020-03-20,71800,74800,0,1,0,0,0,0,1
2020-03-23,69700,69400,0,0,0,0,0,0,0
2020-03-24,73000,78700,0,1,0,0,0,0,1
2020-03-25,82000,84500,0,1,0,0,0,0,1
2020-03-26,85000,80700,1,1,0,0,0,1,1
2020-03-27,85700,83300,1,1,0,0,0,1,1
2020-03-30,81000,83700,1,1,0,0,0,1,1
2020-03-31,84000,83300,1,1,0,1,0,1,1
2020-04-01,82100,78400,1,1,0,0,0,1,1
2020-04-02,78800,80000,1,1,0,0,0,1,1
2020-04-03,80000,79600,1,1,0,0,0,1,1
2020-04-06,81000,83100,1,1,1,1,0,1,1
2020-04-07,86600,85800,1,1,1,1,0,1,1
2020-04-08,85800,84500,1,1,1,1,0,1,1
2020-04-09,86200,85000,1,1,1,1,0,1,1
2020-04-10,84000,84100,1,1,1,0,0,1,1
2020-04-13,83200,81400,1,0,1,0,0,1,0
2020-04-14,82200,82300,1,0,0,0,0,1,0
2020-04-16,80600,81300,1,0,1,0,0,1,0
2020-04-17,83600,84100,1,0,1,1,0,1,0
2020-04-20,83900,82000,1,0,0,0,0,1,0
2020-04-21,80600,81300,1,0,0,0,0,1,0
2020-04-22,80600,83900,1,1,1,0,0,1,1
2020-04-23,85200,82600,1,1,1,0,0,1,1
2020-04-24,82000,81400,1,1,1,0,0,1,1
2020-04-27,81700,82600,1,0,0,0,0,1,0
2020-04-28,82500,83400,1,0,0,1,0,1,0
2020-04-29,83500,83700,1,0,0,1,0,1,0
2020-05-04,82900,81000,1,0,0,0,0,1,0
2020-05-06,82000,82400,1,0,0,0,0,1,0
2020-05-07,82400,82400,1,1,1,0,0,1,1
2020-05-08,83000,85000,1,1,1,0,0,1,1
2020-05-11,84500,84500,1,1,1,1,0,1,1
2020-05-12,84500,85700,1,1,1,1,1,1,1
2020-05-13,83500,83600,1,1,1,0,1,1,1
2020-05-14,82200,80600,1,0,0,0,0,1,0
2020-05-15,81500,81900,1,0,0,0,0,1,0
2020-05-18,80400,81100,0,0,0,0,0,0,0
2020-05-19,82400,82700,0,1,1,0,0,0,1
2020-05-20,81900,84100,1,1,1,0,0,1,1
2020-05-21,84900,83400,1,0,1,0,0,1,0
2020-05-22,83100,81300,0,0,0,0,0,0,0
2020-05-25,81500,81400,0,1,1,0,0,0,1
2020-05-26,80600,81900,0,0,0,0,0,0,0
2020-05-27,81100,81400,0,0,0,0,0,0,0
2020-05-28,84100,83900,1,0,0,0,0,1,0
2020-05-29,82600,81500,0,0,0,0,0,0,0
2020-06-01,82100,83600,1,0,0,0,0,1,0
2020-06-02,82700,83300,1,1,0,0,0,1,1
2020-06-03,83400,88700,1,1,1,1,1,1,1
2020-06-04,90000,87700,1,1,1,1,1,1,1
2020-06-05,88500,90400,1,1,1,1,1,1,1
2020-06-08,93000,91000,1,1,1,1,1,1,1
2020-06-09,91000,89800,1,1,1,1,1,1,1
2020-06-10,89800,90800,1,1,1,1,1,1,1
2020-06-11,89300,88500,1,1,1,0,1,1,1
2020-06-12,84500,85200,1,0,1,0,1,1,0
2020-06-15,84100,82000,0,0,1,0,1,0,0
2020-06-16,83400,85400,0,0,1,0,1,0,0
2020-06-17,84800,86800,0,0,1,1,1,0,0
2020-06-18,86100,86200,0,1,1,0,1,0,1
2020-06-19,86500,85400,0,0,1,0,1,0,0
2020-06-22,84400,84900,0,0,1,0,1,0,0
2020-06-23,85600,84100,0,0,0,0,1,0,0
2020-06-24,84200,86000,0,0,0,0,1,0,0
2020-06-25,84300,84300,0,0,0,0,1,0,0
2020-06-26,86000,84600,0,0,0,0,1,0,0
2020-06-29,84000,83600,0,0,0,0,0,0,0
2020-06-30,86200,85100,0,0,0,0,0,0,0
2020-07-01,86800,85300,0,0,0,0,0,0,0
2020-07-02,84800,84400,0,1,0,0,0,0,1
2020-07-03,85000,85400,0,1,1,0,0,0,1
2020-07-06,86000,86000,0,1,1,0,1,0,1
2020-07-07,87300,84800,0,0,0,0,1,0,0
2020-07-08,83800,83700,0,0,0,0,0,0,0
2020-07-09,84200,83000,0,0,0,0,0,0,0
2020-07-10,83300,82800,0,0,0,0,0,0,0
2020-07-13,83100,83000,0,1,0,0,0,0,1
2020-07-14,82600,82900,0,0,0,0,0,0,0
2020-07-15,83100,83000,0,1,0,0,0,0,1
2020-07-16,83000,82700,0,0,0,0,0,0,0
2020-07-17,82700,82900,0,1,0,0,0,0,1
2020-07-20,82800,82200,0,0,0,0,0,0,0
2020-07-21,83400,84100,0,1,0,0,0,0,1
2020-07-22,84100,83200,0,1,0,0,0,0,1
2020-07-23,84000,82400,0,0,0,0,0,0,0
2020-07-24,82300,83700,1,0,0,0,0,1,0
2020-07-27,83100,82800,1,0,0,0,0,1,0
2020-07-28,83900,83100,1,1,0,0,0,1,1
2020-07-29,82900,83200,1,1,1,0,0,1,1
2020-07-30,83300,85300,1,1,1,1,0,1,1
2020-07-31,85700,82800,1,1,0,0,0,1,1
2020-08-03,82400,81800,1,0,0,0,0,1,0
2020-08-04,81800,81600,0,0,0,0,0,0,0
2020-08-05,81200,80700,0,0,0,0,0,0,0
2020-08-06,80700,81100,0,0,0,0,0,0,0
2020-08-07,81200,80600,0,0,0,0,0,0,0
2020-08-10,80100,81400,0,0,0,0,0,0,0
2020-08-11,81700,81300,0,0,0,0,0,0,0
2020-08-12,81100,81000,0,1,0,0,0,0,1
2020-08-13,81900,80700,0,0,0,0,0,0,0
2020-08-14,80200,80200,0,0,0,0,0,0,0
2020-08-18,80000,78100,0,0,0,0,0,0,0
2020-08-19,77300,75000,0,0,0,0,0,0,0
2020-08-20,74400,71800,0,0,0,0,0,0,0
2020-08-21,72800,74500,0,0,0,0,0,0,0
2020-08-24,74600,75500,0,1,0,0,0,0,1
2020-08-25,76300,77000,0,1,0,0,0,0,1
2020-08-26,78000,78800,0,1,0,0,0,0,1
2020-08-27,80200,79100,1,1,0,0,0,1,1
2020-08-28,79500,77800,1,1,0,0,0,1,1
2020-08-31,78200,75100,1,0,0,0,0,1,0
2020-09-01,75200,75200,0,0,0,0,0,0,0
2020-09-02,75900,75500,0,1,0,0,0,0,1
2020-09-03,77700,78700,1,1,0,0,0,1,1
2020-09-04,76400,78700,1,1,0,0,0,1,1
2020-09-07,78600,78400,1,1,1,0,0,1,1
2020-09-08,78700,79400,1,1,1,1,0,1,1
2020-09-09,77900,77300,1,1,1,0,0,1,1
2020-09-10,78000,76600,1,1,1,0,0,1,1
2020-09-11,76700,78400,1,1,1,1,0,1,1
2020-09-14,79100,80000,1,1,1,1,0,1,1
2020-09-15,81300,81900,1,1,1,1,0,1,1
2020-09-16,81700,81500,1,1,1,1,1,1,1
2020-09-17,81900,82200,1,1,1,1,1,1,1
2020-09-18,82900,83700,1,1,1,1,1,1,1
2020-09-21,83700,84500,1,1,1,1,1,1,1
2020-09-22,84400,81300,1,1,1,0,1,1,1
2020-09-23,82300,83600,1,0,1,1,1,1,0
2020-09-24,82800,84300,1,1,1,1,1,1,1
2020-09-25,85800,82900,1,0,1,0,1,1,0
2020-09-28,83400,82500,1,0,1,0,1,1,0
2020-09-29,83100,84000,1,1,1,1,1,1,1
2020-10-05,83000,83200,1,1,1,0,1,1,1
2020-10-06,84000,83000,1,0,1,0,1,1,0
2020-10-07,82900,83400,1,0,1,1,1,1,0
2020-10-08,84300,82900,1,0,1,0,1,1,0
2020-10-12,83900,85500,1,1,1,1,1,1,1
2020-10-13,85500,88200,1,1,1,1,1,1,1
2020-10-14,88000,86500,1,0,1,1,1,1,0
2020-10-15,86100,87100,1,0,1,1,1,1,0
2020-10-16,87000,85300,1,1,1,0,1,1,1
2020-10-19,86100,86700,1,0,1,0,1,1,0
2020-10-20,85300,85200,1,0,1,0,1,1,0
2020-10-21,85300,83800,0,0,1,0,1,0,0
2020-10-22,84200,83300,0,0,1,0,1,0,0
2020-10-23,82800,83900,0,0,0,0,1,0,0
2020-10-26,84300,83200,0,0,1,0,1,0,0
2020-10-27,82300,82600,0,0,0,0,1,0,0
2020-10-28,82100,82900,0,0,0,0,1,0,0
2020-10-29,81900,81700,0,0,0,0,1,0,0
2020-10-30,81600,79900,0,0,0,0,0,0,0
2020-11-02,80200,79600,0,0,0,0,0,0,0
2020-11-03,79600,81400,0,0,0,0,0,0,0
2020-11-04,82100,83200,0,0,0,0,0,0,0
2020-11-05,84100,86100,0,1,1,0,1,0,1
2020-11-06,86500,86300,1,1,0,0,1,1,1
2020-11-09,86500,86000,1,1,1,1,1,1,1
2020-11-10,86900,86500,1,1,1,1,1,1,1
2020-11-11,86100,87000,1,1,1,1,1,1,1
2020-11-12,87600,88100,1,1,1,1,1,1,1
2020-11-13,88100,89700,1,1,1,1,1,1,1
2020-11-16,92100,98000,1,1,1,1,1,1,1
2020-11-17,97400,98100,1,1,1,1,1,1,1
2020-11-18,99800,98000,1,1,1,1,1,1,1
2020-11-19,96200,98200,1,1,1,1,1,1,1
2020-11-20,99000,96800,1,1,1,0,1,1,1
2020-11-23,97300,100000,1,1,1,1,1,1,1
2020-11-24,101000,98600,1,1,1,1,1,1,1
2020-11-25,100500,97200,1,0,1,0,1,1,0
2020-11-26,96800,99400,1,0,1,1,1,1,0
2020-11-27,99600,98800,1,0,1,1,1,1,0
2020-11-30,99700,97500,1,0,1,0,1,1,0
2020-12-01,98600,100500,1,0,1,1,1,1,0
2020-12-02,103000,109000,1,1,1,1,1,1,1
2020-12-03,110500,111500,1,1,1,1,1,1,1
2020-12-04,116000,115000,1,0,1,1,1,1,0
2020-12-07,118500,118000,1,1,1,1,1,1,1
2020-12-08,118000,115000,1,0,1,1,1,1,0
2020-12-09,116000,120500,1,0,1,1,1,1,0
2020-12-10,117000,116500,1,0,1,0,1,1,0
2020-12-11,118000,115500,1,0,1,0,1,1,0
2020-12-14,116000,117000,1,0,1,1,1,1,0
2020-12-15,118500,117500,1,1,1,1,1,1,1
2020-12-16,119000,117500,1,0,1,1,1,1,0
2020-12-17,118500,119500,1,1,1,1,1,1,1
2020-12-18,118500,118500,1,1,1,1,1,1,1
2020-12-21,118000,116000,0,0,1,0,1,0,0
2020-12-22,115000,112500,0,0,1,0,1,0,0
2020-12-23,113000,116000,0,0,1,0,1,0,0
2020-12-24,116000,118000,0,0,1,1,1,0,0
2020-12-28,119000,115500,0,0,0,0,1,0,0
2020-12-29,118000,116000,0,0,1,1,1,0,0
2020-12-30,116000,118500,0,0,0,1,1,0,0
2021-01-04,124500,126000,0,1,1,1,1,0,1
2021-01-05,124500,130500,1,1,1,1,1,1,1
2021-01-06,132500,131000,1,1,1,1,1,1,1
2021-01-07,132500,134500,1,1,1,1,1,1,1
2021-01-08,136000,138000,1,1,1,1,1,1,1
2021-01-11,138000,133000,1,0,1,0,1,1,0
2021-01-12,132000,129000,1,0,1,0,1,1,0
2021-01-13,129000,133000,1,1,1,0,1,1,1
2021-01-14,132500,130500,1,1,1,0,1,1,1
2021-01-15,133000,127500,0,0,1,0,1,0,0
2021-01-18,126000,130000,0,0,1,1,1,0,0
2021-01-19,131000,130500,0,1,1,1,1,0,1
2021-01-20,134000,130500,0,1,1,1,1,0,1
2021-01-21,131500,131500,0,0,1,1,1,0,0
2021-01-22,131500,128500,0,0,1,0,1,0,0
2021-01-25,130000,135000,0,0,1,1,1,0,0
2021-01-26,134000,129000,0,0,0,0,1,0,0
2021-01-27,129500,128500,0,0,0,0,1,0,0
2021-01-28,124000,123000,0,0,0,0,1,0,0
2021-01-29,128500,122500,0,0,0,0,1,0,0
2021-02-01,121000,125000,0,0,0,0,1,0,0
2021-02-02,128500,130000,0,0,0,0,1,0,0
2021-02-03,131000,130000,0,1,0,0,1,0,1
2021-02-04,127500,125000,0,0,0,0,1,0,0
2021-02-05,126500,127500,0,0,0,0,1,0,0
2021-02-08,127500,125000,0,0,0,0,1,0,0
2021-02-09,127500,125500,0,0,0,0,1,0,0
2021-02-10,125500,126000,0,0,0,0,1,0,0
2021-02-15,130000,132000,0,1,1,0,1,0,1
2021-02-16,132500,132500,0,0,0,0,1,0,0
2021-02-17,131000,130000,0,1,1,1,1,0,1
2021-02-18,128500,126000,0,0,0,0,1,0,0
2021-02-19,129000,133000,0,1,1,1,1,0,1
2021-02-22,136000,136500,1,1,1,1,1,1,1
2021-02-23,133500,138500,1,1,1,1,1,1,1
2021-02-24,137500,136000,1,1,1,1,1,1,1
2021-02-25,141000,148500,1,1,1,1,1,1,1
2021-02-26,143500,141500,1,1,1,1,1,1,1
2021-03-02,149000,144500,1,1,1,1,1,1,1
2021-03-03,142500,147000,1,1,1,1,1,1,1
2021-03-04,143000,142000,1,1,1,0,1,1,1
2021-03-05,138000,140000,1,0,1,0,1,1,0
2021-03-08,143000,135500,1,0,1,0,1,1,0
2021-03-09,134000,136500,0,0,1,0,1,0,0
2021-03-10,140500,133000,0,0,1,0,1,0,0
2021-03-11,134500,137000,0,1,1,1,1,0,1
2021-03-12,140500,140000,0,0,1,0,1,0,0
2021-03-15,141500,136500,0,0,1,0,1,0,0
2021-03-16,138500,140500,0,0,1,0,1,0,0
2021-03-17,141000,140000,0,0,1,1,1,0,0
2021-03-18,142500,142000,0,0,0,1,1,0,0
2021-03-19,138000,138000,0,0,0,0,1,0,0
2021-03-22,138500,138000,0,0,0,0,1,0,0
2021-03-23,139000,135000,0,0,0,0,1,0,0
2021-03-24,133000,133500,0,0,0,0,1,0,0
2021-03-25,133000,133000,0,0,0,0,1,0,0
2021-03-26,134000,135000,0,1,0,0,1,0,1
2021-03-29,135500,132000,0,0,0,0,1,0,0
2021-03-30,133000,134500,0,1,1,0,0,0,1
2021-03-31,134500,132500,0,0,0,0,0,0,0
2021-04-01,138000,140500,0,1,1,0,1,0,1
2021-04-02,142000,141000,0,1,1,0,1,0,1
2021-04-05,142000,143000,1,1,1,1,1,1,1
2021-04-06,147000,143000,1,1,1,1,1,1,1
2021-04-07,146000,143500,1,1,1,1,1,1,1
2021-04-08,143500,144000,1,1,1,1,1,1,1
2021-04-09,144000,140000,1,1,1,0,1,1,1
2021-04-12,140500,137500,1,1,1,0,1,1,1
2021-04-13,136000,139500,1,1,1,0,1,1,1
2021-04-14,139000,137000,0,1,1,0,1,0,1
2021-04-15,136000,137500,0,0,1,0,1,0,0
2021-04-16,138500,137500,0,1,1,0,1,0,1
2021-04-19,138000,138000,0,1,1,1,1,0,1
2021-04-20,136500,138500,0,1,1,0,1,0,1
2021-04-21,138000,132500,0,0,0,0,0,0,0
2021-04-22,134500,133000,0,0,0,0,0,0,0
2021-04-23,130500,132500,0,0,0,0,0,0,0
2021-04-26,132500,131500,0,0,0,0,0,0,0
2021-04-27,133000,135000,0,0,0,0,0,0,0
2021-04-28,134500,130000,0,0,0,0,0,0,0
2021-04-29,132000,130000,0,0,0,0,0,0,0
2021-04-30,130000,128000,0,0,0,0,0,0,0
2021-05-03,127500,131500,0,1,0,0,0,0,1
2021-05-04,130500,132000,0,1,0,0,0,0,1
2021-05-06,130000,129000,0,0,0,0,0,0,0
2021-05-07,128000,129500,0,1,0,0,0,0,1
2021-05-10,131000,130000,0,1,0,0,0,0,1
2021-05-11,127000,123000,0,0,0,0,0,0,0
2021-05-12,123000,119500,0,0,0,0,0,0,0
2021-05-13,116000,117500,0,0,0,0,0,0,0
2021-05-14,118500,118500,0,0,0,0,0,0,0
2021-05-17,120000,117500,0,0,0,0,0,0,0
2021-05-18,117500,121000,0,0,0,0,0,0,0
2021-05-20,121000,122500,0,1,0,0,0,0,1
