날짜,시가,고가,저가,종가,"MA_종가,단순,5","MA_종가,단순,20","MA_종가,단순,60","MA_종가,단순,120","MA_종가,단순,240",프로그램순매수(종목),누적
2024-03-26,79700,80100,79200,79900,78640,74585,74445,72591,70715,5435725,-391057096
2024-03-25,79600,79800,77800,78200,77220,74230,74390,72503,70645,91637,-396492821
2024-03-22,79600,79900,77800,78900,76140,73965,74352,72425,70586,736074,-396584458
2024-03-21,79200,79300,77700,79300,74820,73675,74287,72342,70521,11191715,-397320532
2024-03-20,73700,77200,73400,76900,73820,73360,74212,72261,70452,6645834,-408512247
2024-03-19,72300,73000,71700,72800,73260,73180,74153,72202,70393,-1149514,-415158081
2024-03-18,72600,73000,72500,72800,73360,73230,74155,72180,70349,-1234991,-414008567
2024-03-15,73400,73700,72300,72300,73280,73230,74163,72173,70308,-8433735,-412773576
2024-03-14,74400,74500,73600,74300,73480,73265,74177,72168,70266,3188457,-404339841
2024-03-13,73700,74100,73500,74100,73060,73250,74152,72140,70211,305813,-407528298
2024-03-12,72600,73500,72100,73300,72820,73305,74142,72110,70154,-2162372,-407834111
2024-03-11,72900,73100,72300,72400,72900,73345,74137,72089,70099,-2618565,-405671739
2024-03-08,72800,73400,72600,73300,73400,73475,74140,72072,70053,1666492,-403053174
2024-03-07,73100,73300,72200,72200,73420,73530,74110,72048,69997,-4762980,-404719666
2024-03-06,73200,73500,72700,72900,73620,73635,74102,72029,69945,-5810703,-399956686
2024-03-05,74600,74800,73700,73700,73620,73750,74073,72011,69888,-573908,-394145983
2024-03-04,74300,75000,74000,74900,73440,73745,74055,71990,69830,1567217,-393572075
2024-02-29,72600,73400,72000,73400,73040,73635,74007,71958,69766,107595,-395139292
2024-02-28,72900,73900,72800,73200,72980,73680,73997,71903,69711,458817,-395246887
2024-02-27,73100,73400,72700,72900,72940,73740,73988,71853,69657,590680,-395705704
2024-02-26,72300,73200,72200,72800,73020,73765,73985,71802,69606,802316,-396296384
2024-02-23,73600,74200,72900,72900,73220,73830,73960,71752,69559,-1419231,-397098700
2024-02-22,73800,73900,72700,73100,73200,73885,73940,71703,69508,296749,-395679469
2024-02-21,73400,73700,72900,73000,73180,73990,73928,71663,69456,144848,-395976218
2024-02-20,73700,73700,72800,73300,73380,74095,73925,71613,69405,-1392009,-396121066
2024-02-19,72800,73900,72800,73800,73760,74165,73917,71558,69351,1162068,-394729057
2024-02-16,73300,73400,72500,72800,73820,74060,73898,71498,69299,-870890,-395891125
2024-02-15,74200,74400,73000,73000,74260,73970,73893,71443,69254,-1523693,-395020235
2024-02-14,73700,74300,73700,74000,74540,73950,73890,71391,69205,-3305177,-393496542
2024-02-13,74800,75200,74400,75200,74600,73945,73860,71333,69155,2369253,-390191365
2024-02-08,75000,75200,73600,74100,74600,73840,73787,71267,69103,-2370398,-392560618
2024-02-07,74600,75500,74300,75000,74500,73795,73725,71212,69055,1769163,-390190220
2024-02-06,74300,74700,73300,74400,74040,73725,73650,71153,69008,-157595,-391959383
2024-02-05,74200,74800,73500,74300,74020,73740,73582,71108,68957,-2125587,-391801788
2024-02-02,74000,75200,73700,75200,74040,73850,73508,71052,68911,2268879,-389676201
2024-02-01,73000,74200,72900,73600,73680,73920,73437,70996,68860,4011158,-391945080
2024-01-31,73400,74000,72500,72700,73780,74070,73392,70952,68815,-262809,-395956238
2024-01-30,75000,75300,73700,74300,74040,74285,73340,70919,68774,-20512,-395693429
2024-01-29,73800,75200,73500,74400,74220,74550,73263,70883,68728,1089523,-395672917
2024-01-26,73700,74500,73300,73400,74360,74755,73167,70855,68675,571769,-396762440
2024-01-25,74200,74800,73700,74100,74620,74985,73058,70825,68626,-792833,-397334209
2024-01-24,75200,75200,73500,74000,74140,75110,72945,70796,68583,127397,-396541376
2024-01-23,75700,75800,74300,75200,73540,75205,72833,70777,68540,76767,-396668773
2024-01-22,75900,76000,75000,75100,73020,75195,72692,70732,68484,-1756207,-396745540
2024-01-19,73500,74700,73000,74700,72780,75180,72573,70689,68425,2710079,-394989333
2024-01-18,71600,72000,70700,71700,72460,75115,72470,70653,68378,-2150425,-397699412
2024-01-17,73100,73300,71000,71000,72760,75175,72415,70642,68348,-2433009,-395548987
2024-01-16,73500,73700,72500,72600,73280,75290,72378,70642,68318,-1899918,-393115978
2024-01-15,73200,74000,73200,73900,73700,75315,72327,70634,68280,-361684,-391216060
2024-01-12,73000,74100,72800,73100,74220,75260,72270,70618,68230,-1323257,-390854376
2024-01-11,72900,73600,72700,73200,74920,75280,72208,70620,68181,-2266990,-389531119
2024-01-10,75000,75200,73200,73600,75600,75270,72110,70622,68128,892134,-387264129
2024-01-09,77400,77700,74300,74700,76280,75220,72017,70608,68075,-1560083,-388156263
2024-01-08,77000,77500,76400,76500,77260,75060,71920,70584,68019,-581250,-386596180
2024-01-05,76700,77100,76400,76600,77660,74820,71782,70543,67953,-605344,-386014930
2024-01-04,76100,77300,76100,76600,77940,74550,71612,70483,67886,-469821,-385409586
2024-01-03,78500,78800,77000,77000,77940,74350,71435,70428,67819,-4281679,-384939765
2024-01-02,78200,79800,78200,79600,77720,74100,71263,70383,67750,107786,-380658086
2023-12-28,77700,78500,77500,78500,76800,73760,71062,70319,67671,2954304,-380765872
2023-12-27,76700,78000,76500,78000,76060,73470,70893,70273,67590,960688,-383720176
2023-12-26,76100,76700,75700,76600,75140,73205,70737,70232,67508,2350467,-384680864
2023-12-22,75800,76300,75400,75900,74400,72940,70617,70195,67429,1719527,-387031331
2023-12-21,74600,75000,74300,75000,73880,72730,70498,70166,67344,819412,-388750858
2023-12-20,74200,74900,73800,74800,73500,72600,70397,70147,67263,4439494,-389570270
2023-12-19,73000,73400,72800,73400,73100,72500,70310,70128,67181,982746,-394009764
2023-12-18,73300,73400,72800,72900,73120,72470,70250,70120,67111,863994,-394992510
2023-12-15,73800,74000,73200,73300,73140,72460,70205,70109,67050,2593092,-395856504
2023-12-14,74100,74300,72500,73100,73000,72420,70183,70093,66985,2975586,-398449596
2023-12-13,73300,73500,72800,72800,72680,72405,70160,70071,66923,-320372,-401425182
2023-12-12,73300,73500,73100,73500,72460,72375,70128,70059,66866,1764524,-401104810
2023-12-11,72800,73000,72200,73000,72000,72240,70078,70040,66801,1478788,-402869334
2023-12-08,72100,72800,71900,72600,71920,72110,70042,70030,66741,2081658,-404348122
2023-12-07,71800,71900,71100,71500,71800,72005,70003,70021,66687,681954,-406429780
2023-12-06,71800,72100,71600,71700,72060,71945,69985,70024,66637,351498,-407111734
2023-12-05,72300,72400,71200,71200,72260,71855,69957,70027,66585,348278,-407463232
2023-12-04,72800,72900,72400,72600,72560,71840,69948,70025,66540,-160524,-407811510
2023-12-01,72400,72500,71700,72000,72300,71755,69925,70020,66487,-686223,-407650986
2023-11-30,72700,72800,72200,72800,72240,71635,69908,70011,66435,-980023,-406964763
2023-11-29,72400,72800,72200,72700,72160,71480,69810,69996,66383,1115978,-405984740
2023-11-28,71400,72700,71300,72700,72180,71275,69717,69988,66327,-444128,-407100718
2023-11-27,71500,72100,71100,71300,72200,70985,69618,69983,66269,-297949,-406656590
2023-11-24,72400,72600,71700,71700,72480,70785,69543,69980,66219,-416474,-406358641
2023-11-23,73000,73200,72200,72400,72640,70565,69467,69978,66171,609049,-405942167
2023-11-22,72200,73000,71900,72800,72720,70280,69397,69977,66121,-187713,-406551216
2023-11-21,73100,73400,72700,72800,72600,70040,69302,69956,66079,400784,-406363503
2023-11-20,72100,73000,72100,72700,72200,69825,69198,69923,66035,-237955,-406764287
2023-11-17,72300,73000,72300,72500,71740,69610,69097,69888,65984,467221,-406526332
2023-11-16,72500,73000,72300,72800,71340,69425,68993,69853,65933,2143270,-406993553
2023-11-15,71600,72200,71500,72200,70840,69260,68892,69818,65883,2238637,-409136823
2023-11-14,71000,71100,70600,70800,70380,69175,68805,69786,65838,334807,-411375460
2023-11-13,71300,71300,70300,70400,70400,69105,68747,69748,65798,136100,-411710267
2023-11-10,70000,70500,69500,70500,70500,68950,68698,69703,65757,477976,-411846367
2023-11-09,69900,70800,69600,70300,70320,68825,68657,69660,65719,-786496,-412324343
2023-11-08,71300,71400,69700,69900,70200,68755,68633,69612,65683,-670049,-411537847
2023-11-07,70600,70900,70000,70900,69940,68670,68595,69563,65648,2404286,-410867798
2023-11-06,69800,70900,69300,70900,69140,68445,68555,69508,65614,1167151,-413272084
2023-11-03,69700,70200,69500,69600,68420,68200,68512,69455,65578,-353221,-414439235
2023-11-02,70000,70000,69400,69700,67960,68055,68498,69419,65546,1133150,-414086014
2023-11-01,67500,68900,67300,68600,67360,67945,68502,69388,65518,-322229,-415219164
2023-10-31,67600,68300,66900,66900,67240,67935,68543,69358,65484,-35158,-414896935
2023-10-30,66800,67800,66700,67300,67560,68020,68592,69346,65463,-999180,-414861777
2023-10-27,67100,67300,66700,67300,67780,68125,68647,69333,65440,-214528,-413862597
2023-10-26,67000,67900,66700,66700,68080,68200,68720,69318,65411,-899788,-413648069
2023-10-25,68800,68800,67900,68000,68640,68310,68772,69300,65380,-402190,-412748281
2023-10-24,68700,68800,67700,68500,69140,68390,68805,69268,65344,-466823,-412346091
2023-10-23,68700,69100,68200,68400,69320,68455,68837,69227,65307,-691731,-411879268
2023-10-20,68900,69200,68100,68800,69100,68545,68868,69200,65272,1230882,-411187537
2023-10-19,69700,70000,69400,69500,68940,68705,68905,69174,65233,-1634397,-412418419
2023-10-18,68900,70500,68800,70500,68820,68815,68942,69139,65182,686762,-410784022
2023-10-17,67700,69900,67400,69400,68360,68835,68967,69098,65136,2026496,-411470784
2023-10-16,67900,68500,66800,67300,67760,68890,69032,69066,65094,1834428,-413497280
2023-10-13,68000,68500,67700,68000,67500,69065,69133,69049,65054,1455334,-415331708
2023-10-12,68600,69700,68200,68900,67240,69180,69198,69025,65010,777055,-416787042
2023-10-11,68600,69400,67900,68200,66960,69255,69248,69002,64956,1033662,-417564097
2023-10-10,66200,67600,66200,66400,67000,69345,69303,68983,64903,132716,-418597759
2023-10-06,67100,67300,66000,66000,67440,69560,69355,68979,64859,-1440110,-418730475
2023-10-05,67300,67400,66700,66700,68120,69820,69420,68977,64820,-3530368,-417290365
2023-10-04,67400,67700,66700,67500,68540,70035,69502,68963,64778,-3039284,-413759997
2023-09-27,68600,69100,68200,68400,68820,70005,69577,68919,64731,-104938,-410720713
2023-09-26,70000,70000,68400,68600,69060,69940,69653,68882,64676,-1739962,-410615775
2023-09-25,68500,69700,68500,69400,69300,69850,69727,68840,64623,-2552229,-408875813
2023-09-22,68300,68900,68300,68800,69460,69720,69773,68788,64564,-2229527,-406323584
2023-09-21,69200,69800,68800,68900,70100,69635,69833,68748,64512,-626311,-404094057
2023-09-20,70000,70300,69500,69600,70660,69600,69897,68700,64459,-1070169,-403467746
2023-09-19,70400,70800,69600,69800,70920,69475,69947,68643,64403,-749880,-402397577
2023-09-18,71300,71700,70200,70200,71060,69315,69990,68585,64342,-1447008,-401647697
2023-09-15,71700,72300,71400,72000,71180,69135,70013,68518,64270,-538142,-400200689
2023-09-14,71200,71800,70800,71700,70840,68850,70002,68443,64190,-592712,-399662547
2023-09-13,71100,71600,70300,70900,70580,68600,69982,68364,64111,142031,-399069835
2023-09-12,70800,71000,70400,70500,70400,68405,69990,68283,64042,33646,-399211866
2023-09-11,70400,70800,70000,70800,70440,68245,70002,68198,63973,167819,-399245512
2023-09-08,70200,70300,69600,70300,70520,68080,70018,68109,63905,-1657752,-399413331
2023-09-07,70000,70600,69600,70400,70660,67965,70038,68034,63838,544758,-397755579
2023-09-06,70700,70800,69700,70000,69960,67890,70063,67947,63775,-68776,-398300337
2023-09-05,70900,71500,70200,70700,69380,67770,70097,67862,63716,1747674,-398231561
2023-09-04,72900,72900,70700,71200,68600,67660,70102,67764,63657,-2605658,-399979235
2023-09-01,66800,71000,66700,71000,67720,67515,70115,67671,63594,6116708,-397373577
2023-08-31,67100,67200,66400,66900,66940,67405,70113,67575,63532,-2388362,-403490285
2023-08-30,67300,67700,67100,67100,67200,67555,70182,67518,63490,528833,-401101923
2023-08-29,66900,67200,66600,66800,67200,67755,70258,67462,63452,-1018765,-401630756
2023-08-28,66800,67000,66500,66800,67160,67905,70348,67411,63405,-1268993,-400611991
2023-08-25,67100,67400,66900,67100,67120,68095,70417,67367,63360,-1191935,-399342998
2023-08-24,68300,68700,67900,68200,66960,68325,70488,67312,63319,270094,-398151063
2023-08-23,66700,67100,66400,67100,66660,68405,70557,67250,63273,43297,-398421157
2023-08-22,67200,67700,66300,66600,66640,68550,70610,67196,63233,-663701,-398464454
2023-08-21,66600,67100,66300,66600,66780,68740,70647,67145,63198,279647,-397800753
2023-08-18,66000,66700,65800,66300,66960,68925,70678,67101,63170,-232268,-398080400
2023-08-17,66300,66800,66000,66700,67300,69160,70713,67065,63138,-54048,-397848132
2023-08-16,66700,67100,66300,67000,67740,69410,70743,67018,63105,150592,-397794084
2023-08-14,67500,67900,66900,67300,67860,69660,70767,66978,63075,514718,-397944676
2023-08-11,68400,68800,67500,67500,68100,69960,70748,66939,63044,-1232079,-398459394
2023-08-10,68300,68500,67800,68000,68260,70255,70707,66898,63008,-2550695,-397227315
2023-08-09,68000,69600,67900,68900,68420,70450,70663,66863,62971,189964,-394676620
2023-08-08,69000,69100,67400,67600,68620,70600,70590,66807,62934,241524,-394866584
2023-08-07,67700,69200,67600,68500,69320,70795,70532,66770,62906,1376522,-395108108
2023-08-04,68800,69100,68200,68300,69580,70845,70460,66723,62877,-1424943,-396484630
2023-08-03,69900,70200,68500,68800,70040,70925,70398,66678,62844,382745,-395059687
2023-08-02,70700,71000,69800,69900,70620,71065,70340,66629,62812,-665256,-395442432
2023-08-01,70100,71200,70000,71100,70600,71170,70273,66573,62771,1903937,-394777176
2023-07-31,70900,71000,69800,69800,70380,71265,70173,66496,62725,-556105,-396681113
2023-07-28,71800,72400,70100,70600,70500,71425,70100,66428,62680,-993095,-396125008
2023-07-27,69900,71700,69300,71700,70440,71505,70018,66371,62636,984225,-395131913
2023-07-26,69800,70600,68100,69800,70300,71540,69915,66303,62590,-1536859,-396116138
2023-07-25,70000,70500,69800,70000,70680,71685,69828,66236,62556,-940037,-394579279
2023-07-24,70100,70900,69900,70400,71080,71815,69730,66161,62520,2421837,-393639242
2023-07-21,70400,70400,69400,70300,71660,71915,69617,66102,62483,-823435,-396061079
2023-07-20,71100,71500,70800,71000,72280,71980,69532,66054,62447,190441,-395237644
2023-07-19,72700,72800,71300,71700,72460,71995,69443,65995,62406,1100516,-395428085
2023-07-18,73200,73500,72000,72000,72500,71935,69337,65926,62363,-635879,-396528601
2023-07-17,73200,73500,72800,73300,72400,71905,69228,65841,62321,1354053,-395892722
2023-07-14,72500,73400,72400,73400,71640,71800,69100,65743,62273,2216043,-397246775
2023-07-13,72400,72600,71900,71900,70940,71720,68965,65634,62225,-1428396,-399462818
2023-07-12,71200,72000,71100,71900,70880,71700,68852,65543,62180,598028,-398034422
2023-07-11,70200,71500,70100,71500,70900,71700,68755,65453,62135,164904,-398632450
2023-07-10,70000,70400,69200,69500,71200,71725,68663,65364,62095,-28388,-398797354
2023-07-07,71100,71400,69800,69900,71900,71800,68603,65289,62058,-1966344,-398768966
2023-07-06,71900,72400,71500,71600,72360,71905,68533,65211,62020,78089,-396802622
2023-07-05,73000,73300,71900,72000,72520,71870,68423,65118,61980,1064480,-396880711
2023-07-04,73400,73600,72900,73000,72660,71820,68262,65023,61930,1406500,-397945191
2023-07-03,72700,73200,72600,73000,72580,71755,68110,64907,61865,-586229,-399351691
2023-06-30,72500,72700,71700,72200,72460,71715,67953,64783,61803,539888,-398765462
2023-06-29,73100,73400,72400,72400,72340,71650,67802,64663,61744,639740,-399305350
2023-06-28,72600,72700,72000,72700,72120,71600,67662,64522,61687,735090,-399945090
2023-06-27,72500,72600,72000,72600,71680,71580,67503,64378,61629,922937,-400680180
2023-06-26,71700,72500,71500,72400,71440,71465,67338,64234,61569,2062411,-401603117
2023-06-23,72000,72200,71600,71600,71200,71285,67180,64103,61502,1258776,-403665528
2023-06-22,70200,71500,70100,71300,71240,71130,67022,63990,61442,1269037,-404924304
2023-06-21,70700,71200,70400,70500,71280,70985,66883,63878,61383,-29029,-406193341
2023-06-20,70700,71400,70400,71400,71560,70885,66747,63775,61323,1402841,-406164312
2023-06-19,71300,71700,70900,71200,71680,70735,66575,63673,61263,-374352,-407567153
2023-06-16,71800,71900,70900,71800,71640,70485,66393,63563,61208,649367,-407192801
2023-06-15,72100,72300,71300,71500,71680,70145,66200,63453,61157,-364620,-407842168
2023-06-14,72100,72200,71100,71900,71560,69840,66030,63353,61104,-327056,-407477548
2023-06-13,71700,72200,71600,72000,71380,69470,65830,63249,61048,1315053,-407150492
2023-06-12,72100,72400,70800,71000,71320,69075,65627,63143,60987,-246111,-408465545
2023-06-09,71100,72300,70800,72000,71560,68735,65427,63056,60931,908848,-408219434
2023-06-08,70400,70900,70000,70900,71340,68365,65227,62953,60875,13160,-409128282
2023-06-07,71300,71600,70800,71000,71440,68085,65037,62858,60824,41333,-409141442
2023-06-05,72700,72700,71400,71700,71700,67830,64855,62770,60777,-2185573,-409182775
2023-06-02,71700,72200,71600,72200,71420,67500,64665,62666,60732,1880633,-406997202
2023-06-01,70900,71600,70600,70900,70740,67160,64473,62555,60684,1354121,-408877835
2023-05-31,72400,72500,71000,71400,70260,66900,64317,62458,60647,-659059,-410231956
2023-05-30,71300,72300,71200,72300,69660,66605,64135,62365,60608,1225385,-409572897
2023-05-26,69800,70400,69500,70300,68900,66220,63943,62266,60573,3585108,-410798282
2023-05-25,69900,70000,68700,68800,68520,65910,63782,62202,60551,412407,-414383390
2023-05-24,68100,68700,68000,68500,68000,65650,63643,62147,60537,1358324,-414795797
2023-05-23,68500,68700,68100,68400,67300,65485,63523,62081,60524,-881811,-416154121
2023-05-22,68400,69000,68000,68500,66700,65350,63417,62012,60518,-1152218,-415272310
2023-05-19,67800,68400,67500,68400,65900,65190,63293,61949,60510,4576812,-414120092
2023-05-18,66000,66200,65700,66200,65040,65045,63188,61891,60506,2972704,-418696904
2023-05-17,65900,65900,64800,65000,64640,65015,63130,61848,60512,-888135,-421669608
2023-05-16,65800,65900,65300,65400,64560,65030,63090,61811,60518,2840260,-420781473
2023-05-15,64100,64600,63900,64500,64540,65015,63062,61778,60520,-25107,-423621733
2023-05-12,63700,64600,63600,64100,64820,65095,63023,61755,60528,678387,-423596626
2023-05-11,64700,65100,64200,64200,65020,65190,63008,61733,60538,-1809284,-424275013
2023-05-10,65500,65500,64300,64600,65260,65275,62987,61720,60554,-2545988,-422465729
2023-05-09,65800,65800,65100,65300,65480,65330,62957,61702,60568,-667320,-419919741
2023-05-08,66300,66300,65400,65900,65520,65315,62918,61673,60577,240970,-419252421
2023-05-04,65600,65700,64700,65100,65260,65135,62872,61648,60586,389009,-419493391
2023-05-03,65100,65600,64900,65400,65060,65075,62818,61609,60597,1125857,-419882400
2023-05-02,66000,66300,65100,65700,64700,64985,62755,61581,60600,-896020,-421008257
2023-04-28,65200,65900,65000,65500,64600,64855,62723,61548,60604,2384557,-420112237
2023-04-27,64100,65000,63300,64600,64640,64780,62690,61504,60601,1385784,-422496794
2023-04-26,63600,64300,63300,64100,64780,64710,62643,61461,60606,1292990,-423882578
2023-04-25,65300,65400,63400,63600,65060,64640,62592,61420,60613,-227909,-425175568
2023-04-24,65300,65700,64800,65200,65460,64605,62587,61387,60623,363743,-424947659
2023-04-21,65800,65900,65400,65700,65480,64450,62577,61343,60628,-1404487,-425311402
2023-04-20,65100,65300,64600,65300,65360,64315,62547,61291,60638,711125,-423906915
2023-04-19,65500,65800,65300,65500,65520,64165,62515,61224,60647,204228,-424618040
2023-04-18,65900,66000,64800,65600,65620,63945,62453,61174,60654,2070735,-424822268
2023-04-17,65000,65600,64700,65300,65680,63680,62385,61123,60662,1876713,-426893003
2023-04-14,66600,66600,65000,65100,65760,63425,62303,61059,60660,-1106373,-428769716
2023-04-13,65600,66100,65400,66100,65740,63235,62235,60996,60659,199499,-427663343
2023-04-12,65800,66200,65300,66000,64980,62925,62152,60911,60659,1172840,-427862842
2023-04-11,66200,66200,65400,65900,64560,62615,62065,60823,60660,-480936,-429035682
2023-04-10,64800,66300,64700,65700,64100,62270,61975,60739,60665,3150543,-428554746
2023-04-07,63800,65200,63800,65000,63580,61985,61888,60663,60673,11678793,-431705289
2023-04-06,63500,63600,62300,62300,63380,61710,61812,60593,60683,91877,-443384082
2023-04-05,63700,64000,63400,63900,63560,61600,61785,60543,60704,2287253,-443475959
2023-04-04,63400,63800,62800,63600,63320,61420,61703,60470,60716,312194,-445763212
2023-04-03,64000,64000,63000,63100,63180,61275,61613,60405,60728,275544,-446075406
2023-03-31,64000,64000,63700,64000,62980,61195,61525,60341,60747,2109800,-446350950
2023-03-30,63700,63700,63100,63200,62780,61020,61382,60276,60766,913664,-448460750
2023-03-29,62500,62700,62200,62700,62600,60900,61253,60218,60782,904290,-449374414
2023-03-28,62400,62900,62100,62900,62280,60795,61130,60163,60804,680628,-450278704
2023-03-27,62600,62800,62000,62100,61760,60675,61025,60098,60824,-836704,-450959332
2023-03-24,62700,63300,62300,63000,61380,60635,60958,60023,60849,4033229,-450122628
2023-03-23,60600,62300,60600,62300,61040,60585,60873,59937,60872,2366262,-454155857
2023-03-22,61000,61200,60500,61100,60560,60525,60803,59858,60900,672848,-456522119
2023-03-21,60500,60700,60100,60300,60300,60575,60770,59801,60935,-308745,-457194967
2023-03-20,61100,61200,60200,60200,60040,60695,60732,59748,60971,-1611446,-456886222
2023-03-17,60800,61300,60600,61300,60000,60815,60705,59700,61010,1600101,-455274776
2023-03-16,59200,60200,59100,59900,59640,60935,60675,59643,61046,104349,-456874877
2023-03-15,60000,60300,59600,59800,59680,61050,60668,59604,61089,350216,-456979226
2023-03-14,59400,59500,59000,59000,59780,61220,60660,59571,61130,-1837018,-457329442
2023-03-13,59900,60200,59300,60000,60120,61415,60685,59549,61175,642445,-455492424
2023-03-10,59500,59700,59100,59500,60420,61555,60680,59518,61216,-1548237,-456134869
2023-03-09,60500,60800,59900,60100,60620,61730,60680,59488,61262,-1856294,-454586632
2023-03-08,60100,60500,59900,60300,60760,61880,60685,59461,61305,-529340,-452730338
2023-03-07,61400,61400,60700,60700,60820,61960,60667,59443,61345,-694093,-452200998
2023-03-06,61100,61600,60800,61500,60780,62005,60637,59400,61386,1277008,-451506905
2023-03-03,61000,61200,60500,60500,60740,62120,60598,59354,61427,-3276986,-452783913
2023-03-02,60900,61800,60500,60800,61040,62270,60595,59326,61468,1381797,-449506927
2023-02-28,60800,61400,60500,60600,61100,62320,60588,59295,61504,135068,-450888724
2023-02-27,60800,60800,60200,60500,61400,62340,60622,59269,61544,746616,-451023792
2023-02-24,62300,62600,61300,61300,61840,62480,60650,59252,61584,-1192904,-451770408
2023-02-23,61700,62500,61500,62000,62100,62645,60638,59238,61625,-303057,-450577504
2023-02-22,61500,61800,61000,61100,62440,62740,60607,59212,61656,-70978,-450274447
2023-02-21,62700,62800,62000,62100,62660,62855,60605,59191,61694,43273,-450203469
2023-02-20,62900,63000,61800,62700,62880,62840,60593,59173,61733,-2030935,-450246742
2023-02-17,62900,63300,62400,62600,62920,62780,60565,59148,61775,108348,-448215807
2023-02-16,62500,63700,62400,63700,62960,62670,60532,59118,61813,1568454,-448324155
2023-02-15,63900,63900,62000,62200,62820,62535,60493,59080,61848,223652,-449892609
2023-02-14,63600,63900,63200,63200,63000,62480,60487,59062,61889,-8746,-450116261
2023-02-13,62900,63000,62300,62900,62740,62360,60457,59043,61923,-394198,-450107515
2023-02-10,62600,63000,62400,62800,62480,62240,60453,59031,61965,246281,-449713317
2023-02-09,63000,63300,62300,63000,62680,62125,60447,59011,62010,887260,-449959598
2023-02-08,62800,63300,62400,63100,62780,61995,60428,58994,62056,781435,-450846858
2023-02-07,61900,62500,61600,61900,62520,61875,60425,58970,62103,-132521,-451628293
2023-02-06,62800,63000,61600,61600,62340,61730,60400,58953,62158,-2274628,-451495772
2023-02-03,63900,64000,63000,63800,62680,61560,60407,58933,62213,3382430,-449221144
2023-02-02,63200,63900,62600,63500,62840,61260,60373,58901,62254,2315269,-452603574
2023-02-01,62600,62700,61000,61800,62920,60855,60318,58878,62296,911979,-454918843
2023-01-31,63500,63700,61000,61000,63240,60540,60278,58876,62351,-2784287,-455830822
2023-01-30,64900,64900,63100,63300,63400,60255,60248,58880,62411,1184659,-453046535
2023-01-27,64400,65000,63900,64600,63040,59920,60187,58863,62458,1775555,-454231194
2023-01-26,63800,63900,63300,63900,62200,59595,60110,58839,62495,2663007,-456006749
2023-01-25,63500,63700,63000,63400,61620,59295,60035,58818,62533,3336405,-458669756
2023-01-20,62100,62300,61100,61800,61160,59030,59933,58801,62578,759602,-462006161
2023-01-19,60500,61500,60400,61500,60960,58895,59895,58802,62625,3046155,-462765763
2023-01-18,60700,61000,59900,60400,60760,58720,59860,58804,62675,-861522,-465811918
2023-01-17,61200,61500,60600,61000,60780,58630,59815,58815,62720,1062508,-464950396
2023-01-16,61300,61600,60800,61100,60660,58555,59757,58816,62771,255767,-466012904
2023-01-13,60500,61200,60400,60800,60580,58475,59670,58818,62825,689564,-466268671
2023-01-12,61100,61200,59900,60500,60220,58400,59582,58826,62885,-513889,-466958235
2023-01-11,61000,61200,60300,60500,59760,58400,59503,58826,62948,420498,-466444346
2023-01-10,60200,61100,59900,60400,59220,58360,59437,58829,63014,691809,-466864844
2023-01-09,59700,60700,59600,60700,58220,58315,59373,58842,63080,1520221,-467556653
2023-01-06,58300,59400,57900,59000,57180,58300,59300,58836,63148,383969,-469076874
2023-01-05,58200,58800,57600,58200,56440,58310,59237,58823,63225,879693,-469460843
2023-01-04,55700,58000,55600,57800,56120,58345,59197,58822,63305,1596476,-470340536
2023-01-03,55400,56000,54500,55400,56180,58415,59157,58824,63389,438436,-471937012
2023-01-02,55500,56100,55200,55500,56680,58660,59170,58853,63487,609955,-472375448
2022-12-29,56000,56200,55300,55300,57200,58905,59183,58879,63584,-174520,-472985403
2022-12-28,57600,57600,56400,56600,57960,59270,59195,58903,63679,-1118104,-472810883
2022-12-27,58000,58400,57900,58100,58240,59550,59172,58902,63769,-247525,-471692779
2022-12-26,58000,58100,57700,57900,58340,59675,59088,58894,63848,-299761,-471445254
2022-12-23,58200,58400,57700,58100,58660,59785,59000,58888,63929,-119897,-471145493
2022-12-22,58100,59100,58100,59100,58940,59930,58913,58872,64015,1123301,-471025596
2022-12-21,58700,59100,58000,58000,58980,60045,58832,58854,64096,-729675,-472148897
2022-12-20,59000,59100,58500,58600,59480,60195,58763,58854,64180,-1030813,-471419222
2022-12-19,59500,59900,59100,59500,59700,60295,58695,58861,64265,-449669,-470388409
2022-12-16,58300,59500,58300,59500,59700,60390,58610,58855,64351,1160321,-469938740
2022-12-15,59800,60200,59300,59300,59880,60505,58540,58846,64438,68946,-471099061
2022-12-14,59800,60600,59800,60500,59860,60610,58482,58830,64526,1514402,-471168007
2022-12-13,59600,60300,59400,59700,59540,60720,58413,58806,64607,-204160,-472682409
2022-12-12,59900,60000,59400,59500,59440,60855,58355,58796,64689,-906037,-472478249
2022-12-09,59300,60600,59300,60400,59600,60975,58297,58789,64766,-456380,-471572212
2022-12-08,58700,59200,58600,59200,59600,61100,58237,58784,64836,-663673,-471115832
2022-12-07,58800,59600,58500,58900,60280,61160,58218,58798,64914,-686220,-470452159
2022-12-06,59800,60100,59200,59200,60940,61315,58163,58813,64993,266080,-469765939
2022-12-05,60900,61100,60000,60300,61220,61445,58110,58836,65070,-2388520,-470032019
2022-12-02,62500,62500,60400,60400,61180,61440,58057,58851,65139,-2749440,-467643499
2022-12-01,63100,63200,62300,62600,61300,61390,58002,58879,65208,2726257,-464894059
