날짜,시가,고가,저가,종가,"MA_종가,단순,5","MA_종가,단순,20","MA_종가,단순,60","MA_종가,단순,120","MA_종가,단순,240",프로그램순매수(종목),누적
2021-12-01,72000,74800,71600,74400,72800,71820,72698,75842,79039,3706678,-383119241
2021-11-30,73200,73900,70500,71300,72880,71620,72738,75904,79033,939616,-386825919
2021-11-29,71700,73000,71400,72300,73680,71630,72828,75993,79043,-525529,-387765535
2021-11-26,73500,74100,72000,72300,74200,71510,72867,76075,79041,-1313864,-387240006
2021-11-25,75100,75100,73600,73700,73980,71385,72900,76163,79043,-704752,-385926142
2021-11-24,76000,76200,74100,74800,73280,71235,72915,76222,79034,-596182,-385221390
2021-11-23,76000,76000,74500,75300,72460,71000,72930,76270,79013,1247451,-384625208
2021-11-22,73300,75200,73000,74900,71660,70790,72935,76313,78989,3500256,-385872659
2021-11-19,70400,71400,70100,71200,70960,70555,72908,76357,78959,-1214007,-389372915
2021-11-18,70700,71000,70200,70200,70840,70515,72933,76427,78940,-914220,-388158908
2021-11-17,71300,71600,70600,70700,70780,70515,72982,76507,78932,603930,-387244688
2021-11-16,71500,72000,71300,71300,70680,70495,73035,76583,78921,530969,-387848618
2021-11-15,71700,71900,70900,71400,70520,70460,73083,76653,78901,177145,-388379587
2021-11-12,70200,70900,69900,70600,70360,70400,73133,76726,78886,140113,-388556732
2021-11-11,69900,70000,69600,69900,70280,70375,73240,76800,78873,-1075756,-388696845
2021-11-10,70300,70900,70200,70200,70420,70350,73383,76881,78851,131357,-387621089
2021-11-09,70300,71000,70100,70500,70460,70280,73550,76959,78828,-852055,-387752446
2021-11-08,70400,70600,69800,70600,70660,70205,73733,77039,78804,-1483095,-386900391
2021-11-05,71600,71600,70200,70200,70520,70250,73915,77105,78784,-67311,-385417296
2021-11-04,71200,71600,70500,70600,70440,70320,74113,77187,78768,-924379,-385349985
2021-11-03,71700,71700,70100,70400,70460,70355,74318,77275,78737,-1046456,-384425606
2021-11-02,70800,72200,70700,71500,70400,70445,74502,77382,78698,1405546,-383379150
2021-11-01,70200,70600,69900,69900,70320,70530,74632,77468,78655,-1466209,-384784696
2021-10-29,71200,71600,69700,69800,70380,70740,74775,77572,78615,-2918858,-383318487
2021-10-28,69500,72200,69500,70700,70500,70955,74928,77678,78575,485499,-380399629
2021-10-27,71000,71000,70000,70100,70400,71235,75070,77770,78530,-1603001,-380885128
2021-10-26,70600,71500,70400,71100,70440,71615,75210,77865,78490,-245050,-379282127
2021-10-25,69900,70600,69500,70200,70340,71925,75338,77953,78437,-964129,-379037077
2021-10-22,70000,70700,70000,70400,70340,72285,75490,78053,78390,-591780,-378072948
2021-10-21,70300,70600,70000,70200,70280,72625,75645,78157,78335,-307470,-377481168
2021-10-20,70700,71000,70200,70300,70120,72920,75783,78268,78279,-510806,-377173698
2021-10-19,70800,71000,70400,70600,69820,73255,75928,78372,78228,-110495,-376662892
2021-10-18,70200,70300,69200,70200,69500,73555,76068,78470,78180,-295431,-376552397
2021-10-15,70200,71000,70000,70100,69760,73860,76228,78573,78136,-477578,-376256966
2021-10-14,69000,69800,68800,69400,70060,74120,76403,78688,78096,-1148329,-375779388
2021-10-13,68700,69600,68300,68800,70440,74415,76572,78804,78058,-2886844,-374631059
2021-10-12,70700,70900,68700,69000,71120,74790,76755,78930,78021,-8265247,-371744215
2021-10-08,72300,72400,71500,71500,71960,75145,76933,79056,77988,-1434690,-363478968
2021-10-07,71600,72100,71300,71600,72480,75435,77065,79160,77943,-253658,-362044278
2021-10-06,72600,72800,71200,71300,72980,75685,77203,79263,77895,-902157,-361790620
2021-10-05,73000,73000,71400,72200,73980,75920,77362,79363,77846,-1584333,-360888463
2021-10-01,73900,74000,72900,73200,75080,76150,77512,79458,77795,329989,-359304130
2021-09-30,74300,74800,73700,74100,75900,76325,77632,79553,77744,-2066451,-359634119
2021-09-29,74800,75300,73800,74100,76560,76350,77730,79649,77689,-4112973,-357567668
2021-09-28,77700,77800,76200,76300,77180,76360,77830,79748,77632,-1390400,-353454695
2021-09-27,77300,77700,77000,77700,77140,76275,77903,79824,77563,-1046241,-352064295
2021-09-24,77600,77700,77100,77300,77000,76175,77958,79883,77488,-754393,-351018054
2021-09-23,77500,77600,76800,77400,76860,76090,78035,79930,77412,-199280,-350263661
2021-09-17,76300,77200,75900,77200,76640,75885,78105,79963,77334,2268969,-350064381
2021-09-16,77300,77400,76100,76100,76260,75660,78172,80005,77255,-752467,-352333350
2021-09-15,77400,77400,76400,77000,76100,75510,78238,80051,77180,157490,-351580883
2021-09-14,77100,77700,76600,76600,75960,75355,78288,80088,77101,1585230,-351738373
2021-09-13,75200,76300,75100,76300,75860,75235,78343,80127,77023,970746,-353323603
2021-09-10,75300,75600,74800,75300,76060,75140,78413,80166,76949,-1937610,-354294349
2021-09-09,76400,76600,75000,75300,76320,75225,78507,80220,76878,-1437901,-352356739
2021-09-08,76000,76400,75600,76300,76460,75385,78615,80276,76810,568126,-350918838
2021-09-07,77100,77100,75900,76100,76560,75580,78692,80323,76740,-2226071,-351486964
2021-09-06,76800,77600,76600,77300,76680,75850,78765,80379,76670,931781,-349260893
2021-09-03,76400,76700,76000,76600,76140,76060,78827,80421,76603,916558,-350192674
2021-09-02,76800,76800,75700,76000,75680,76335,78900,80473,76538,885284,-351109232
2021-09-01,76700,77100,75900,76800,75400,76680,78985,80521,76473,451407,-351994516
2021-08-31,74900,76700,74300,76700,75180,76910,79070,80571,76398,3921866,-352445923
2021-08-30,75400,75500,74200,74600,74960,77040,79157,80615,76325,3611,-356367789
2021-08-27,74300,75000,73800,74300,74700,77235,79283,80668,76258,-1413589,-356371400
2021-08-26,76100,76200,74600,74600,74380,77470,79425,80727,76193,-502699,-354957811
2021-08-25,76200,76600,74900,75700,74080,77700,79528,80788,76118,-2136152,-354455112
2021-08-24,73900,75700,73900,75600,73720,77840,79610,80842,76034,125423,-352318960
2021-08-23,73300,74000,73000,73300,73440,78000,79692,80898,75954,-1025180,-352444383
2021-08-20,73500,73900,72500,72700,73660,78300,79805,80988,75875,-721100,-351419203
2021-08-19,73500,74400,73100,73100,74520,78650,79920,81078,75798,-291604,-350698103
2021-08-18,73900,74600,73100,73900,75600,78920,80032,81157,75718,-3043783,-350406499
2021-08-17,74000,75100,74000,74200,76860,79175,80132,81252,75641,-3241778,-347362716
2021-08-13,75800,76000,74100,74400,78320,79415,80223,81317,75564,-17058910,-344120938
2021-08-12,77100,78200,76900,77000,79740,79685,80318,81380,75489,-7139291,-327062028
2021-08-11,79600,79800,78500,78500,80760,79865,80360,81423,75403,-10187184,-319922737
2021-08-10,82300,82400,80100,80200,81640,79915,80378,81458,75310,-3405355,-309735553
2021-08-09,81500,82300,80900,81500,81880,79895,80368,81473,75208,-1222577,-306330198
2021-08-06,81900,82500,81300,81500,81440,79805,80345,81488,75100,-1418117,-305107621
2021-08-05,83300,83300,82000,82100,80840,79700,80295,81516,75001,-2390553,-303689504
2021-08-04,82200,83100,81800,82900,80220,79590,80260,81533,74902,3468707,-301298951
2021-08-03,79400,81400,79300,81400,79480,79485,80232,81523,74798,4839218,-304767658
2021-08-02,79200,79500,78700,79300,78900,79475,80262,81533,74704,-785115,-309606876
2021-07-30,78900,78900,78500,78500,78800,79530,80305,81564,74619,-2478074,-308821761
2021-07-29,78800,79400,78800,79000,78960,79605,80368,81606,74535,-2869104,-306343687
2021-07-28,78300,79200,78100,79200,79100,79660,80428,81635,74446,-723413,-303474583
2021-07-27,79200,79400,78500,78500,78960,79735,80470,81680,74356,-493795,-302751170
2021-07-26,79400,79500,78800,78800,79060,79860,80520,81729,74270,-1237698,-302257375
2021-07-23,79700,79900,79200,79300,79100,80015,80568,81764,74179,-205460,-301019677
2021-07-22,79000,79800,78900,79700,79200,80130,80615,81787,74088,1091546,-300814217
2021-07-21,79000,79100,78500,78500,79380,80205,80668,81820,73992,-1475988,-301905763
2021-07-20,78500,79000,78400,79000,79580,80285,80752,81879,73906,-741327,-300429775
2021-07-19,79100,79200,78800,79000,79740,80335,80815,81943,73823,-2733135,-299688448
2021-07-16,80100,80100,79500,79800,79880,80380,80872,82030,73740,716474,-296955313
2021-07-15,79800,80600,79500,80600,79800,80415,80918,82088,73651,1347393,-297671787
2021-07-14,79400,79600,79100,79500,79660,80430,80973,82151,73547,-942492,-299019180
2021-07-13,80000,80200,79800,79800,79920,80545,81037,82215,73442,629482,-298076688
2021-07-12,79900,80000,79500,79700,80200,80600,81105,82275,73335,-428,-298706170
2021-07-09,79600,79800,79000,79400,80340,80640,81178,82319,73230,-4242243,-298705742
2021-07-08,81100,81200,79900,79900,80460,80720,81255,82391,73130,-369955,-294463499
2021-07-07,81200,81300,80300,80800,80500,80775,81323,82473,73023,420823,-294093544
2021-07-06,80600,81200,80500,81200,80480,80790,81363,82547,72913,885349,-294514367
2021-07-05,80100,80800,80000,80400,80440,80825,81403,82625,72799,-181271,-295399716
2021-07-02,80000,80400,79900,80000,80740,80900,81475,82713,72692,-1287139,-295218445
2021-07-01,80500,80600,80000,80100,81060,81010,81568,82787,72583,-1896577,-293931306
2021-06-30,81100,81400,80700,80700,81280,81145,81667,82810,72471,112457,-292034729
2021-06-29,81900,82100,80800,81000,81160,81150,81745,82823,72355,-649522,-292147186
2021-06-28,81700,82000,81600,81900,80960,81130,81808,82847,72237,-375762,-291497664
2021-06-25,81500,81900,81200,81600,80560,81060,81825,82856,72117,-1228705,-291121902
2021-06-24,80400,81400,80100,81200,80340,80985,81822,82851,71999,727360,-289893197
2021-06-23,80500,80600,79900,80100,80280,80905,81838,82827,71890,-265872,-290620557
2021-06-22,80200,80300,79900,80000,80620,80890,81863,82815,71780,360601,-290354685
2021-06-21,79700,80000,79600,79900,80800,80885,81888,82797,71667,-4209896,-290715286
2021-06-18,81100,81100,80500,80500,80920,80875,81910,82747,71553,-3344118,-286505390
2021-06-17,81100,81300,80700,80900,81020,80855,81918,82678,71438,218810,-283161272
2021-06-16,81500,81900,81100,81800,81040,80785,81933,82613,71319,1148075,-283380082
2021-06-15,80900,81200,80600,80900,80900,80675,81937,82539,71200,805173,-284528157
2021-06-14,80800,80900,80500,80500,81100,80610,81953,82476,71079,-793520,-285333330
2021-06-11,81200,81700,80700,81000,81380,80590,81993,82420,70964,-1446120,-284539810
2021-06-10,81300,81400,80900,81000,81620,80465,82015,82360,70841,-1395645,-283093690
2021-06-09,81500,82000,81100,81100,81980,80415,82045,82300,70720,-290992,-281698045
2021-06-08,82300,82600,81800,81900,81920,80420,82057,82236,70603,-1097678,-281407053
2021-06-07,82700,82800,81600,81900,81660,80485,82072,82161,70479,-837187,-280309375
2021-06-04,82700,82700,81500,82200,81380,80485,82073,82094,70355,128980,-279472188
2021-06-03,81300,83000,81100,82800,80960,80490,82052,82007,70230,3870611,-279601168
2021-06-02,80400,81400,80300,80800,80320,80480,82028,81924,70093,801514,-283471779
2021-06-01,80500,81300,80100,80600,80120,80525,82048,81847,69974,-320747,-284273293
2021-05-31,80300,80600,79600,80500,79980,80570,82073,81756,69865,2652670,-283952546
2021-05-28,79800,80400,79400,80100,79820,80630,82105,81664,69760,75254,-286605216
2021-05-27,80000,80000,79100,79600,79820,80730,82170,81562,69658,-2246033,-286680470
2021-05-26,80400,80500,79700,79800,79800,80895,82237,81454,69555,-12717,-284434437
2021-05-25,80000,80400,79800,79900,79760,81080,82282,81358,69453,-283967,-284421720
2021-05-24,80100,80400,79500,79700,79700,81225,82372,81258,69348,-1655540,-284137753
2021-05-21,80100,81500,79800,80100,79780,81360,82410,81149,69243,570314,-282482213
2021-05-20,79400,79700,79100,79500,79460,81485,82442,81046,69123,-1470756,-283052527
2021-05-18,79600,80000,79100,79600,79560,81705,82487,80946,69005,-4991192,-281581771
2021-05-17,80800,80900,79200,79600,79880,81890,82537,80822,68885,-702337,-276590579
2021-05-14,79000,80300,78900,80100,80600,82105,82578,80697,68763,-711313,-275888242
2021-05-13,78900,79600,78400,78500,80960,82305,82630,80569,68638,-3485081,-275176929
2021-05-12,80800,81200,79800,80000,81720,82580,82737,80463,68516,-7826734,-271691848
2021-05-11,82500,82600,81100,81200,82240,82780,82807,80348,68386,-6095884,-263865114
2021-05-10,82300,83500,81800,83200,82340,82880,82813,80198,68251,1141380,-257769230
2021-05-07,81800,82100,81500,81900,82000,82900,82805,80013,68112,-1105605,-258910610
2021-05-06,81700,82300,81700,82300,81960,83040,82823,79842,67979,-1248485,-257805005
2021-05-04,81900,82600,81800,82600,81920,83205,82843,79658,67846,443580,-256556520
2021-05-03,81000,82400,81000,81700,81980,83375,82842,79471,67705,-1032996,-257000100
2021-04-30,81900,82100,81500,81500,82340,83560,82890,79291,67564,-2371956,-255967104
2021-04-29,82400,82500,81500,81700,82600,83725,82938,79114,67424,-3416758,-253595148
2021-04-28,83200,83200,82100,82100,82740,83785,82960,78921,67286,-2140167,-250178390
2021-04-27,83200,83300,82500,82900,82840,83750,82958,78727,67144,-2361940,-248038223
2021-04-26,82900,83500,82600,83500,83040,83715,82972,78514,67000,1417867,-245676283
2021-04-23,81900,82900,81600,82800,83000,83620,83007,78290,66855,-284527,-247094150
2021-04-22,82900,83000,82400,82400,83220,83555,83072,78084,66714,-3335129,-246809623
2021-04-21,83300,83500,82500,82600,83560,83495,83188,77889,66575,-3969973,-243474494
2021-04-20,83300,84000,83100,83900,83840,83415,83258,77699,66433,1488334,-239504521
2021-04-19,83800,84000,83300,83300,83860,83310,83328,77503,66292,-3596542,-240992855
2021-04-16,84700,84700,83600,83900,83840,83245,83393,77311,66154,-732174,-237396313
2021-04-15,83700,84500,83400,84100,83780,83145,83445,77113,66012,-330085,-236664139
2021-04-14,84000,84300,83400,84000,83900,83085,83460,76919,65867,-929159,-236334054
2021-04-13,83000,84500,82800,84000,84220,83000,83527,76727,65725,918062,-235404895
2021-04-12,84100,84100,83100,83200,84620,82940,83622,76527,65583,-1422194,-236322957
2021-04-09,84700,84900,83400,83600,85060,82870,83730,76329,65441,-2597468,-234900763
2021-04-08,85700,85700,84100,84700,85300,82830,83847,76133,65301,-2549075,-232303295
2021-04-07,86100,86200,85400,85600,84940,82695,83952,75934,65163,-1637673,-229754220
2021-04-06,86200,86200,85100,86000,84100,82460,84005,75728,65010,-1602965,-228116547
2021-04-05,85800,86000,84800,85400,83340,82230,83953,75515,64856,-1605452,-226513582
2021-04-02,84000,85200,83900,84800,82580,82060,83900,75301,64701,3054788,-224908130
2021-04-01,82500,83000,82000,82900,81920,81925,83885,75093,64553,2219160,-227962918
2021-03-31,82400,82700,81400,81400,81580,81900,83887,74894,64413,-1157299,-230182078
2021-03-30,81600,82300,81300,82200,81500,82030,83880,74705,64276,1489979,-229024779
2021-03-29,81700,81700,81000,81600,81420,82100,83815,74505,64140,-558264,-230514758
2021-03-26,81400,81600,81000,81500,81500,82145,83767,74310,64003,-2319660,-229956494
2021-03-25,81000,82100,80800,81200,81580,82335,83705,74113,63859,-350820,-227636834
2021-03-24,81000,81600,80700,81000,81920,82375,83583,73918,63716,-3181029,-227286014
2021-03-23,82600,82900,81800,81800,82180,82425,83438,73732,63569,-1302270,-224104985
2021-03-22,82000,82300,81700,82000,82380,82445,83292,73535,63427,-1764219,-222802715
2021-03-19,82100,82500,81800,81900,82340,82475,83142,73345,63285,-2680424,-221038496
2021-03-18,82800,83800,82600,82900,82520,82485,82998,73157,63145,512575,-218358072
2021-03-17,82800,82900,82000,82300,82340,82500,82847,72962,62999,-1237266,-218870647
2021-03-16,82200,83000,82100,82800,82060,82630,82705,72784,62859,742096,-217633381
2021-03-15,82800,82900,81800,81800,81780,82700,82555,72603,62709,-3829099,-218375477
2021-03-12,83100,83500,82400,82800,81820,82690,82415,72424,62545,699509,-214546378
2021-03-11,81000,82500,81000,82000,81680,82685,82250,72226,62390,2318966,-215245887
2021-03-10,82400,82500,80700,80900,81760,82735,82115,72036,62227,-1547290,-217564853
2021-03-09,81400,81900,80600,81400,82380,82865,81962,71848,62080,-1309397,-216017563
2021-03-08,82900,83000,81600,82000,82820,82920,81820,71659,61938,-2379718,-214708166
2021-03-05,81100,82600,81100,82100,82920,83050,81645,71447,61800,-1473637,-212328448
2021-03-04,82600,83200,82200,82400,83560,83165,81438,71226,61666,-3940278,-210854811
2021-03-03,83500,84000,82800,84000,83480,83195,81223,71009,61534,-953421,-206914533
2021-03-02,85100,85300,83000,83600,83080,83095,80953,70763,61401,1112902,-205961112
2021-02-26,82800,83400,82000,82500,82800,83100,80672,70518,61280,-8446900,-207074014
2021-02-25,84000,85400,83000,85300,82820,83255,80433,70280,61163,4065233,-198627114
2021-02-24,81800,83600,81300,82000,82180,83325,80145,70031,61043,84020,-202692347
2021-02-23,81200,82900,81100,82000,82420,83695,79888,69811,60942,-1088423,-202776367
2021-02-22,83800,84200,82200,82200,83000,83935,79650,69598,60839,-991842,-201687944
2021-02-19,82300,82800,81000,82600,83400,84230,79405,69383,60728,422171,-200696102
2021-02-18,83200,83600,82100,82100,83200,84460,79107,69162,60613,-3810249,-201118273
2021-02-17,83900,84200,83000,83200,83320,84705,78815,68943,60496,-4883113,-197308024
2021-02-16,84500,86000,84200,84900,83280,84795,78508,68712,60383,-451638,-192424911
2021-02-15,83800,84500,83300,84200,83000,84950,78188,68486,60264,2175428,-191973273
2021-02-10,82600,82600,81600,81600,82660,85225,77890,68271,60155,-1637480,-194148701
2021-02-09,84000,84800,82700,82700,83260,85630,77583,68074,60051,-133006,-192511221
2021-02-08,83800,84200,83000,83000,83600,86025,77222,67874,59953,-301923,-192378215
2021-02-05,83100,84000,82500,83500,83600,86425,76860,67674,59858,-621656,-192076292
2021-02-04,83500,83800,82100,82500,83300,86690,76472,67463,59760,-4647718,-191454636
2021-02-03,84800,85400,83400,84600,83540,86710,76100,67258,59666,-2720462,-186806918
2021-02-02,84100,86400,83700,84400,83740,86590,75692,67032,59570,-285422,-184086456
2021-02-01,81700,83400,81000,83000,84200,86565,75290,66812,59475,-3084201,-183801034
2021-01-29,84500,85000,82000,82000,85480,86565,74882,66594,59383,-5379228,-180716833
2021-01-28,83200,85600,83200,83700,86440,86515,74495,66388,59293,-6916232,-175337605
2021-01-27,86600,87700,85600,85600,87320,86245,74057,66164,59194,-2839180,-168421373
2021-01-26,88800,89200,86500,86700,87640,85900,73573,65933,59086,-10854622,-165582193
2021-01-25,87000,89900,86300,89400,87700,85455,73097,65703,58976,-7919,-154727571
2021-01-22,89000,89700,86800,86800,86820,84680,72590,65449,58858,-3281647,-154719652
2021-01-21,87500,88600,86500,88100,87060,83955,72140,65214,58745,-1734394,-151438005
2021-01-20,89000,89000,86500,87200,87380,83200,71678,64943,58623,-2085349,-149703611
2021-01-19,84500,88000,83600,87000,87880,82490,71228,64668,58498,-656314,-147618262
2021-01-18,86600,87300,84100,85000,88600,81805,70780,64394,58370,-319206,-146961948
2021-01-15,89800,91800,88000,88000,89800,81245,70378,64142,58255,-3522801,-146642742
2021-01-14,88700,90000,88700,89700,89960,80535,69927,63869,58134,-1091335,-143119941
2021-01-13,89800,91200,89100,89700,88600,79740,69432,63573,58005,-2190774,-142028606
2021-01-12,90300,91400,87800,90600,87100,78925,68928,63279,57885,-4498684,-139837832
2021-01-11,90000,96800,89500,91000,85760,78040,68418,62973,57767,-6795684,-135339148
2021-01-08,83300,90000,83000,88800,84160,77185,67917,62670,57644,6355911,-128543464
2021-01-07,82800,84200,82700,82900,82600,76330,67452,62378,57534,-2405575,-134899375
2021-01-06,83300,84500,82100,82200,81680,75830,67077,62133,57444,-4502600,-132493800
2021-01-05,81600,83900,81600,83900,80980,75295,66702,61887,57354,-4219395,-127991200
2021-01-04,81000,84400,80200,83000,79760,74585,66302,61628,57250,-6770185,-123771805
2020-12-30,77400,81300,77300,81000,77940,73910,65902,61378,57155,-49981,-117001620
2020-12-29,78800,78900,77300,78300,76200,73250,65530,61148,57067,-2483300,-116951639
2020-12-28,79000,80100,78200,78700,75140,72670,65195,60953,56989,-4354850,-114468339
2020-12-24,74100,78800,74000,77800,74000,72145,64853,60744,56905,-601740,-110113489
2020-12-23,72400,74000,72300,73900,73100,71655,64522,60537,56818,17316,-109511749
2020-12-22,72500,73200,72100,72300,73080,71290,64253,60359,56742,-783859,-109529065
2020-12-21,73100,73400,72000,73000,73380,71060,64025,60197,56672,-381879,-108745206
2020-12-18,73300,73700,73000,73000,73540,70785,63778,60025,56599,-833563,-108363327
2020-12-17,73400,73700,72600,73300,73620,70370,63548,59861,56525,-2951447,-107529764
2020-12-16,74100,74500,73400,73800,73540,69935,63315,59683,56452,-2222288,-104578317
2020-12-15,73800,74100,73300,73800,73560,69485,63077,59508,56380,-495999,-102356029
2020-12-14,73600,74500,73200,73800,73140,69080,62863,59322,56303,-561172,-101860030
2020-12-11,73500,73800,73100,73400,72960,68705,62650,59140,56225,-433896,-101298858
2020-12-10,72700,73800,72500,72900,72580,68195,62433,58969,56150,-3159480,-100864962
2020-12-09,72100,73900,72000,73900,71940,67600,62202,58798,56080,-1596396,-97705482
2020-12-08,72200,72900,71600,71700,71060,66970,61957,58617,56005,-3272967,-96109086
2020-12-07,72400,73500,71900,72900,70280,66395,61735,58453,55941,-395278,-92836119
2020-12-04,70400,72100,70100,71500,69040,65760,61498,58262,55874,-433438,-92440841
2020-12-03,70100,70500,69300,69700,68380,65190,61248,58102,55804,-3056390,-92007403
2020-12-02,68400,69900,68300,69500,68040,64720,61013,57973,55741,694074,-88951013
2020-12-01,67100,68300,67100,67800,67460,64170,60795,57856,55674,-1802497,-89645087
2020-11-30,68400,68600,66700,66700,67440,63720,60572,57753,55608,-11698090,-87842590
2020-11-27,68000,68400,67600,68200,67600,63255,60363,57655,55544,-1539532,-76144500
2020-11-26,66100,68000,66000,68000,66900,62675,60127,57549,55473,-1214373,-74604968
2020-11-25,67900,68300,66500,66600,66220,62180,59917,57438,55400,-2506144,-73390595
2020-11-24,67900,69500,67000,67700,65860,61800,59733,57337,55329,-1052667,-70884451
2020-11-23,64800,67800,64700,67500,65460,61405,59545,57201,55253,215335,-69831784
2020-11-20,63900,65200,63900,64700,65220,61050,59360,57065,55179,-1754345,-70047119
2020-11-19,64100,64800,63900,64600,64920,60825,59217,56948,55120,-1013537,-68292774
2020-11-18,65700,66200,64700,64800,64200,60600,59072,56830,55060,-2310858,-67279237
2020-11-17,67000,67000,65600,65700,63500,60405,58915,56706,55004,685845,-64968379
2020-11-16,64000,66700,63900,66300,62400,60165,58783,56569,54948,456517,-65654224
2020-11-13,61300,63200,61000,63200,61180,59850,58652,56423,54887,5855092,-66110741
2020-11-12,61000,61400,60700,61000,60560,59665,58565,56303,54840,1096783,-71965833
2020-11-11,60700,61400,60400,61300,60420,59615,58527,56211,54801,4094943,-73062616
2020-11-10,60500,60500,59500,60200,59860,59595,58488,56117,54758,1227731,-77157559
2020-11-09,60700,60900,60100,60200,59580,59630,58455,56034,54724,-428471,-78385290
2020-11-06,60700,60800,59600,60100,59020,59640,58415,55939,54696,1588999,-77956819
2020-11-05,59000,60300,58800,60300,58320,59620,58372,55837,54668,3136355,-79545818
2020-11-04,58900,59000,57800,58500,57880,59600,58333,55735,54641,115619,-82682173
2020-11-03,57900,58900,57600,58800,57980,59625,58307,55652,54617,551970,-82797792
2020-11-02,56400,57500,56000,57400,58180,59620,58282,55561,54591,-1229922,-83349762
2020-10-30,58000,58000,56600,56600,58780,59660,58272,55486,54571,-6285333,-82119840
2020-10-29,58200,58500,57500,58100,59500,59740,58293,55421,54550,-2395759,-75834507
2020-10-28,59400,59400,58800,59000,59900,59730,58308,55343,54525,-1748128,-73438748
2020-10-27,60300,60300,59500,59800,60280,59670,58308,55262,54499,-166416,-71690620
2020-10-26,60400,61100,60100,60400,60500,59610,58288,55168,54472,99709,-71524204
2020-10-23,60400,60400,59800,60200,60420,59500,58208,55081,54440,13198,-71623913
2020-10-22,60300,60500,59800,60100,60280,59450,58108,54997,54407,-1195495,-71637111
2020-10-21,61200,61500,60600,60900,60260,59410,58008,54911,54370,-1357944,-70441616
2020-10-20,60300,60900,60100,60900,60260,59340,57905,54815,54326,1019852,-69083672
2020-10-19,59600,60200,59500,60000,60260,59345,57812,54723,54283,-994909,-70103524
2020-10-16,60000,60400,59000,59500,60340,59395,57715,54638,54246,-1295250,-69108615
2020-10-15,60700,60800,59700,60000,60380,59440,57630,54553,54211,-1737980,-67813365
2020-10-14,61000,61100,60500,60900,60360,59390,57527,54470,54174,1040813,-66075385
2020-10-13,61000,61400,60400,60900,59980,59305,57423,54391,54131,1400618,-67116198
2020-10-12,60000,60400,59900,60400,59540,59180,57305,54292,54091,1001175,-68516816
2020-10-08,60500,60700,59500,59700,59100,59095,57188,54197,54052,948155,-69517991
2020-10-07,58700,59900,58500,59900,58800,58935,57072,54102,54013,568867,-70466146
2020-10-06,59400,59900,58700,59000,58400,58720,56953,54013,53971,-106117,-71035013
2020-10-05,57500,59200,57500,58700,58160,58590,56853,53931,53936,1210489,-70928896
2020-09-29,58300,59000,58200,58200,58140,58375,56765,53847,53903,-64452,-72139385
2020-09-28,58300,58800,57900,58200,58140,58175,56712,53775,53869,-2301351,-72074933
2020-09-25,57700,58200,57700,57900,58340,57965,56635,53696,53835,-1280664,-69773582
2020-09-24,57700,58600,57600,57800,58620,57840,56552,53605,53798,-2153189,-68492918
2020-09-23,58400,58800,57400,58600,58960,57730,56465,53513,53760,-1205527,-66339729
2020-09-22,59100,59700,57800,58200,59440,57620,56368,53407,53719,-1564825,-65134202
2020-09-21,59100,60000,59000,59200,60000,57530,56272,53320,53676,810166,-63569377
2020-09-18,59800,59900,59100,59300,60240,57375,56173,53225,53629,-1301652,-64379543
2020-09-17,60700,60800,59300,59500,60180,57205,56050,53133,53580,-1614014,-63077891
2020-09-16,61100,61300,60600,61000,60120,57000,55940,53036,53536,-704839,-61463877
2020-09-15,60900,61000,60500,61000,59600,56840,55780,52933,53486,-176837,-60759038
2020-09-14,60200,60800,59900,60400,59140,56710,55630,52816,53434,-1155085,-60582201
2020-09-11,59300,59400,58200,59000,58360,56590,55505,52667,53387,-1235137,-59427116
2020-09-10,59900,60000,59100,59200,57680,56575,55393,52553,53345,-2495382,-58191979
2020-09-09,58200,59300,57800,58400,57120,56565,55277,52418,53305,-2283089,-55696597
2020-09-08,57400,58700,57200,58700,56320,56555,55172,52311,53267,432810,-53413508
2020-09-07,56100,57300,55800,56500,55420,56510,55025,52216,53227,-689447,-53846318
2020-09-04,55200,55800,55100,55600,54920,56560,54955,52153,53196,-3695100,-53156871
2020-09-03,55600,56700,55500,56400,54880,56680,54933,52106,53164,67671,-49461771
2020-09-02,54600,55100,54100,54400,54720,56705,54917,52059,53124,-754462,-49529442
2020-09-01,54100,54800,54100,54200,55120,56850,54935,52040,53094,-1518532,-48774980
2020-08-31,56000,56100,54000,54000,55560,56980,54947,52043,53064,-5456279,-47256448
2020-08-28,56100,56300,55400,55400,55980,57175,54972,52045,53035,-2537813,-41800169
2020-08-27,56300,56300,55600,55600,56080,57355,54958,52054,53000,-750252,-39262356
2020-08-26,56400,56500,55700,56400,56040,57525,54940,52073,52961,1322177,-38512104
2020-08-25,56400,56800,56100,56400,56320,57635,54857,52081,52916,-273748,-39834281
2020-08-24,55800,56600,55400,56100,56720,57595,54770,52073,52865,158128,-39560533
2020-08-21,56200,56900,55800,55900,57100,57500,54680,52063,52811,1431318,-39718661
2020-08-20,57600,57600,55300,55400,57660,57410,54588,52049,52761,-743373,-41149979
2020-08-19,59000,59200,57800,57800,58380,57375,54497,52053,52714,-1199135,-40406606
2020-08-18,58900,59900,58000,58400,58460,57250,54354,52043,52654,1844748,-39207471
2020-08-14,58000,58400,57700,58000,58340,57040,54195,52038,52594,-987968,-41052219
2020-08-13,59400,59600,58000,58700,58240,56860,54041,52028,52536,-460966,-40064251
