날짜,시가,고가,저가,종가,거래량,MACD,MACD_Signal,RSI,RSI_Signal,SMA_5,SMA_20,SMA_60,SMA_120,SMA_240,EMA_5,EMA_20,EMA_60,EMA_120,EMA_240,SMA_5_minus_SMA_20,SMA_5_minus_SMA_60,SMA_5_minus_SMA_120,SMA_5_minus_SMA_240,SMA_20_minus_SMA_60,SMA_20_minus_SMA_120,SMA_20_minus_SMA_240,SMA_60_minus_SMA_120,SMA_60_minus_SMA_240,SMA_120_minus_SMA_240,EMA_5_minus_EMA_20,EMA_5_minus_EMA_60,EMA_5_minus_EMA_120,EMA_5_minus_EMA_240,EMA_20_minus_EMA_60,EMA_20_minus_EMA_120,EMA_20_minus_EMA_240,EMA_60_minus_EMA_120,EMA_60_minus_EMA_240,EMA_120_minus_EMA_240,시가_등락률,고가_등락률,저가_등락률,종가_등락률,거래량_등락률,MACD_등락률,MACD_Signal_등락률,RSI_등락률,RSI_Signal_등락률,SMA_5_등락률,SMA_20_등락률,SMA_60_등락률,SMA_120_등락률,SMA_240_등락률,EMA_5_등락률,EMA_20_등락률,EMA_60_등락률,EMA_120_등락률,EMA_240_등락률,MACD_Binary,MACD_minus_Signal_Binary,RSI_minus_Signal_Binary,시가_대비_종가_등락률,시가_대비_저가_등락률,시가_대비_고가_등락률,저가_대비_종가_등락률,저가_대비_고가_등락률,고가_대비_종가_등락률,종가_minus_SMA_5,종가_minus_SMA_20,종가_minus_SMA_60,종가_minus_SMA_120,종가_minus_SMA_240,종가_minus_EMA_5,종가_minus_EMA_20,종가_minus_EMA_60,종가_minus_EMA_120,종가_minus_EMA_240,[일]사모펀드_수량,[일]기타법인_수량,[일]국가지자체_수량,[일]연기금 등_수량,[일]기타금융_수량,[일]은행_수량,[일]투신_수량,[일]보험_수량,[일]금융투자_수량,[일]기관_수량,[일]외국인_수량,[일]개인_수량,[일]프로그램순매수(종목)
2023-06-08,107000,109700,106700,109700,4355468,5581.085965,4805.012835,83.20895522,83.5264308,109400,99620,91205,88764.16667,89894.16667,108806.1455,101968.7141,94314.0491,91700.6865,93342.50148,9780,18195,20635.83333,19505.83333,8415,10855.83333,9725.833333,2440.833333,1310.833333,-1130,6837.431365,14492.09639,17105.45899,15463.64401,7654.665027,10268.02763,8626.212645,2613.362601,971.5476175,-1641.814983,-1.563937443,0.365965233,-1.203703704,1.574074074,31.44773137,-0.429963861,4.207731766,0.151955156,-0.094932283,0.201502107,1.137055838,0.484768358,0.269224614,0.07050289,0.412449686,0.804528114,0.556076131,0.330979764,0.146861139,1,1,0,2.523364486,-0.280373832,2.523364486,2.811621368,2.811621368,0,300,10080,18495,20935.83333,19805.83333,893.8545102,7731.285875,15385.9509,17999.3135,16357.49852,"294,410","9,105",0,"-44,240","-5,713",-401,"75,167","-1,885","577,797","895,135","-666,310","-235,724","-766,929"
2023-06-09,110300,115600,108300,115400,7950947,5953.302718,5034.670811,85.38961039,83.89906672,110420,101045,91723.33333,89040,89978.33333,111004.097,103247.8842,95005.39175,92092.41069,93525.55126,9375,18696.66667,21380,20441.66667,9321.666667,12005,11066.66667,2683.333333,1745,-938.3333333,7756.212785,15998.70524,18911.68631,17478.54573,8242.492458,11155.47352,9722.332948,2912.981063,1479.84049,-1433.140573,3.08411215,5.378304467,1.499531396,5.195989061,82.5509222,6.669253185,4.779549703,2.620697688,0.446129344,0.932358318,1.430435655,0.568316795,0.310748519,0.093628619,2.020061912,1.254473094,0.733021919,0.427176944,0.196105501,1,1,1,4.6237534,-1.813236627,4.805077063,6.555863343,6.740535549,-0.173010381,4980,14355,23676.66667,26360,25421.66667,4395.903007,12152.11579,20394.60825,23307.58931,21874.44874,"110,109","-11,171",0,"291,137",-540,"-21,787","2,693","-169,448","305,584","517,748","1,013,922","-1,508,529","441,746"
2023-06-12,114400,115800,114000,114800,2637721,6129.218377,5253.580325,81.58844765,83.43694291,111320,102470,92285,89315,90072.5,112269.398,104348.0857,95654.3953,92467.74274,93702.1027,8850,19035,22005,21247.5,10185,13155,12397.5,2970,2212.5,-757.5,7921.312283,16615.0027,19801.65525,18567.29529,8693.690413,11880.34297,10645.98301,3186.652558,1952.292597,-1234.35996,3.717135086,0.173010381,5.263157895,-0.519930676,-66.82507128,2.954925482,4.348040247,-4.451551798,-0.550809242,0.815069734,1.410262754,0.61234873,0.308849955,0.104654824,1.13986874,1.0655923,0.68312286,0.407560245,0.188773484,1,1,0,0.34965035,-0.34965035,1.223776224,0.701754386,1.578947368,-0.863557858,3480,12330,22515,25485,24727.5,2530.602005,10451.91429,19145.6047,22332.25726,21097.8973,"64,290","-45,709",0,"68,007","-3,182","2,228","129,285","-180,189","26,875","107,314","-23,901","-38,499","-132,238"
2023-06-13,117000,120100,117000,119500,6232477,6572.124168,5517.289093,83.80952381,83.51145909,113480,104085,92958.33333,89642.5,90194.58333,114679.5987,105791.1252,96436.2184,92914.55691,93916.19314,9395,20521.66667,23837.5,23285.41667,11126.66667,14442.5,13890.41667,3315.833333,2763.75,-552.0833333,8888.473496,18243.38026,21765.04175,20763.40553,9354.906764,12876.56826,11874.93203,3521.661493,2520.025268,-1001.636225,2.272727273,3.713298791,2.631578947,4.094076655,136.282647,7.226138212,5.019600967,2.722292457,0.089308378,1.940352138,1.576071045,0.72962381,0.366679729,0.135538964,2.146801097,1.382909371,0.817341537,0.483210854,0.228479861,1,1,1,2.136752137,0,2.64957265,2.136752137,2.64957265,-0.49958368,6020,15415,26541.66667,29857.5,29305.41667,4820.401336,13708.87483,23063.7816,26585.44309,25583.80686,"205,423","-205,962",0,"373,097",-125,"-7,017","22,368","1,729","65,085","660,560","802,000","-1,255,983","772,066"
2023-06-14,118800,119700,118100,118800,3240260,6788.393673,5771.510009,82.75862069,83.36089141,115640,105705,93621.66667,89979.16667,90307.91667,116053.0658,107030.0656,97169.45714,93342.41547,94122.69776,9935,22018.33333,25660.83333,25332.08333,12083.33333,15725.83333,15397.08333,3642.5,3313.75,-328.75,9023.000148,18883.60863,22710.6503,21930.36802,9860.608483,13687.65015,12907.36787,3827.04167,3046.759388,-780.2822827,1.538461538,-0.333055787,0.94017094,-0.585774059,-48.01007689,3.290709343,4.607714251,-1.253918495,-0.180295831,1.903419105,1.556420233,0.713581354,0.375565905,0.125654257,1.197656016,1.171119466,0.760335435,0.46048604,0.219881806,1,1,0,0,-0.589225589,0.757575758,0.592718036,1.354784081,-0.751879699,3160,13095,25178.33333,28820.83333,28492.08333,2746.934224,11769.93437,21630.54286,25457.58453,24677.30224,"-43,868","-5,633",0,"123,765",854,420,"26,195",-52,"-72,604","34,710","-139,713","111,696","-853,164"
2023-06-15,120200,121100,118000,119000,3778592,6896.429396,5996.493887,83.38557994,83.36582911,117500,107135,94205,90312.5,90407.91667,117035.3772,108170.0594,97885.21265,93766.50778,94329.1484,10365,23295,27187.5,27092.08333,12930,16822.5,16727.08333,3892.5,3797.083333,-95.41666667,8865.317806,19150.16454,23268.8694,22706.22879,10284.84673,14403.5516,13840.91098,4118.704868,3556.06425,-562.6406175,1.178451178,1.169590643,-0.084674005,0.168350168,16.61385197,1.591476992,3.898180493,0.757575758,0.005923288,1.608439986,1.352821532,0.623075143,0.370456124,0.110732263,0.846432967,1.065115436,0.736605436,0.454340403,0.219342035,1,1,1,-0.998336106,-1.830282862,0.74875208,0.847457627,2.627118644,-1.734104046,1500,11865,24795,28687.5,28592.08333,1964.622816,10829.94062,21114.78735,25233.49222,24670.8516,"4,623","-43,719",0,"33,122","-5,411",675,"7,544","-3,480","50,231","87,304","-24,552","-19,313","738,958"
2023-06-16,117300,119800,116300,118900,4303391,6894.503773,6176.095864,79.38931298,82.57052589,118200,108485,94791.66667,90650.83333,90506.25,117656.9181,109191.9585,98574.22207,94181.9374,94533.05588,9715,23408.33333,27549.16667,27693.75,13693.33333,17834.16667,17978.75,4140.833333,4285.416667,144.5833333,8464.959638,19082.69605,23474.98072,23123.86224,10617.73641,15010.02108,14658.9026,4392.284666,4041.166189,-351.1184762,-2.412645591,-1.073492981,-1.440677966,-0.084033613,13.8887448,-0.027922028,2.995116491,-4.79251564,-0.953991864,0.595744681,1.260092407,0.622755339,0.374625144,0.108766286,0.531070992,0.944715305,0.70389531,0.443046919,0.216165931,1,1,0,1.36402387,-0.852514919,2.131287298,2.235597592,3.009458298,-0.751252087,700,10415,24108.33333,28249.16667,28393.75,1243.081877,9708.041515,20325.77793,24718.0626,24366.94412,"-167,358",-640,0,"56,516","-6,152","9,014","-26,958","-16,701","19,404","-132,235","179,347","-42,852","-745,446"
2023-06-19,118000,118500,113500,114800,4208396,6487.359723,6238.348636,61.38211382,78.33284347,118200,109545,95311.66667,90957.5,90592.91667,116704.6121,109726.0577,99106.21479,94522.73183,94701.24629,8655,22888.33333,27242.5,27607.08333,14233.33333,18587.5,18952.08333,4354.166667,4718.75,364.5833333,6978.554405,17598.39729,22181.88025,22003.36579,10619.84289,15203.32585,15024.81139,4583.482961,4404.968501,-178.5144608,0.596760443,-1.085141903,-2.407566638,-3.448275862,-2.207445245,-5.905342327,1.007963175,-22.68214509,-5.132197437,0,0.977093607,0.548571429,0.338294371,0.09575766,-0.809392304,0.489137844,0.539687464,0.361846902,0.177917032,1,1,0,-2.711864407,-3.813559322,0.423728814,1.145374449,4.405286344,-3.122362869,-3400,5255,19488.33333,23842.5,24207.08333,-1904.612082,5073.942323,15693.78521,20277.26817,20098.75371,"-484,957","-9,816",0,"-67,905","-23,782","17,575","-121,891","-55,706","415,799","-320,867","-337,603","666,917","-83,075"
2023-06-20,114000,117000,113200,116100,3319570,6198.145899,6230.308088,61.69354839,75.00498446,117520,110485,95798.33333,91265,90697.5,116503.0747,110333.0998,99663.38807,94879.38089,94878.82931,7035,21721.66667,26255,26822.5,14686.66667,19220,19787.5,4533.333333,5100.833333,567.5,6169.974918,16839.68665,21623.69383,21624.24541,10669.71173,15453.71891,15454.2705,4784.007186,4784.558768,0.551581571,-3.389830508,-1.265822785,-0.264317181,1.132404181,-21.12030332,-4.458112964,-0.128889036,0.50737022,-4.248357228,-0.575296108,0.858094847,0.510605557,0.338069978,0.115443168,-0.172690142,0.553234244,0.562198129,0.377315651,0.187519199,1,0,0,1.842105263,-0.701754386,2.631578947,2.561837456,3.356890459,-0.769230769,-1420,5615,20301.66667,24835,25402.5,-403.0747211,5766.900197,16436.61193,21220.61911,21221.17069,"-181,330","-17,605",0,"75,415","4,688",-968,"13,856","30,005","127,926","69,592","172,460","-223,358","348,200"
2023-06-21,116200,117500,114600,115100,2728146,5821.14765,6148.476001,63.48547718,72.701083,116780,111330,96241.66667,91575.83333,90812.5,116035.3831,110787.0903,100169.5065,95213.606,95046.63985,5450,20538.33333,25204.16667,25967.5,15088.33333,19754.16667,20517.5,4665.833333,5429.166667,763.3333333,5248.29285,15865.87665,20821.77715,20988.7433,10617.5838,15573.4843,15740.45045,4955.900501,5122.866647,166.9661457,1.929824561,0.427350427,1.236749117,-0.861326443,-17.81628343,-6.082435865,-1.313451704,2.904564315,-3.071664466,-0.629680054,0.764809703,0.46277771,0.340583283,0.126795116,-0.4014414,0.411472619,0.507827833,0.352263164,0.176868271,1,0,0,-0.946643718,-1.376936317,1.118760757,0.436300175,2.530541012,-2.042553191,-1680,3770,18858.33333,23524.16667,24287.5,-935.3831474,4312.909702,14930.4935,19886.394,20053.36015,"-3,505","-67,155",0,"-39,326","10,000",686,"-4,108","19,329","68,454","51,530","-53,257","67,278","-156,325"
2023-06-22,114200,115900,113400,114000,2612402,5371.691498,5993.1191,57.87234043,69.73533449,115780,112135,96686.66667,91884.16667,90916.25,115356.9221,111093.0817,100622.9653,95524.12491,95203.92915,3645,19093.33333,23895.83333,24863.75,15448.33333,20250.83333,21218.75,4802.5,5770.416667,967.9166667,4263.8404,14733.9568,19832.79719,20152.99295,10470.1164,15568.95679,15889.15255,5098.840395,5419.036154,320.195759,-1.721170396,-1.361702128,-1.047120419,-0.955690704,-4.24258819,-7.721091756,-2.526754605,-8.841607565,-4.079373226,-0.856311012,0.723075541,0.462377695,0.336697273,0.114246387,-0.584701865,0.276197704,0.452691462,0.326128714,0.165486435,1,0,0,-0.175131349,-0.700525394,1.488616462,0.529100529,2.204585538,-1.639344262,-1780,1865,17313.33333,22115.83333,23083.75,-1356.922098,2906.918302,13377.0347,18475.87509,18796.07085,"32,929","7,993",0,"75,583","2,251","3,533","-15,329","-14,535","111,289","195,721","-383,299","176,227","286,068"
2023-06-23,114000,115200,112500,113600,2987472,4926.428799,5779.78104,56.90376569,67.16902073,114720,112930,97155,92189.16667,91004.16667,114771.2814,111331.8358,101048.4418,95822.8997,95356.59364,1790,17565,22530.83333,23715.83333,15775,20740.83333,21925.83333,4965.833333,6150.833333,1185,3439.445577,13722.83955,18948.3817,19414.68776,10283.39397,15508.93612,15975.24219,5225.542148,5691.848213,466.3060655,-0.175131349,-0.603968939,-0.793650794,-0.350877193,14.35728498,-8.289059411,-3.559716681,-1.673640167,-3.680076647,-0.915529452,0.70896687,0.484382542,0.33193967,0.096700718,-0.50767712,0.214913584,0.422842386,0.312774176,0.160355239,1,0,0,-0.350877193,-1.315789474,1.052631579,0.977777778,2.4,-1.388888889,-1120,670,16445,21410.83333,22595.83333,-1171.281399,2268.164178,12551.55815,17777.1003,18243.40636,"73,897","10,345",0,"-43,151",250,"1,084","14,484","-5,830","-126,529","-85,795","-119,369","191,470","383,270"
2023-06-26,113100,113900,111200,113500,3350758,4513.457409,5526.516314,60.71428571,65.87807372,114460,113430,97573.33333,92501.66667,91093.33333,114347.5209,111538.3276,101456.6897,96115.08318,95507.16132,1030,16886.66667,21958.33333,23366.66667,15856.66667,20928.33333,22336.66667,5071.666667,6480,1408.333333,2809.193284,12890.83128,18232.43776,18840.35961,10081.63799,15423.24447,16031.16632,5341.60648,5949.528334,607.9218539,-0.789473684,-1.128472222,-1.155555556,-0.088028169,12.16031481,-8.382773934,-4.381908663,6.696428571,-1.921938103,-0.226638773,0.442752147,0.430583432,0.338976922,0.097980862,-0.369221691,0.185474195,0.404011978,0.304920303,0.157899608,1,0,0,0.353669319,-1.679929266,0.707338638,2.068345324,2.428057554,-0.35118525,-960,70,15926.66667,20998.33333,22406.66667,-847.5209326,1961.672352,12043.31034,17384.91682,17992.83868,"43,580","5,309",0,"24,872","1,712","1,032","31,162","-9,610","260,410","353,158","-444,663","94,795",525
2023-06-27,114000,114000,110800,113000,3602087,4098.582875,5240.929626,61.26126126,64.95471123,113840,113620,98008.33333,92818.33333,91172.91667,113898.3473,111677.5345,101835.1588,96394.17271,95652.33011,220,15831.66667,21021.66667,22667.08333,15611.66667,20801.66667,22447.08333,5190,6835.416667,1645.416667,2220.812749,12063.18844,17504.17458,18246.01718,9842.37569,15283.36183,16025.20443,5440.986137,6182.82874,741.8426024,0.795755968,0.087796313,-0.35971223,-0.440528634,7.500661044,-9.191945266,-5.167571605,0.900900901,-1.401623394,-0.541673947,0.167504188,0.44581853,0.342336174,0.087364608,-0.392814501,0.124806328,0.373035226,0.290370174,0.151997802,1,0,0,-0.877192982,-2.807017544,0,1.985559567,2.888086643,-0.877192982,-840,-620,14991.66667,20181.66667,21827.08333,-898.3472884,1322.465461,11164.84115,16605.82729,17347.66989,"62,359","8,646",0,"128,390","1,825",-294,"39,982","-27,079","-110,970","94,213","-328,757","225,386","-451,275"
2023-06-28,114200,115200,112800,114300,3178571,3830.53493,4958.850687,60.55045872,64.07386073,113680,113820,98433.33333,93140,91254.16667,114032.2315,111927.2932,102243.8422,96690.1368,95807.08256,-140,15246.66667,20540,22425.83333,15386.66667,20680,22565.83333,5293.333333,7179.166667,1885.833333,2104.938371,11788.38936,17342.09473,18225.14897,9683.450989,15237.15636,16120.2106,5553.705366,6436.759609,883.0542426,0.175438596,1.052631579,1.805054152,1.150442478,-11.75751724,-6.540015238,-5.382231003,-1.160280626,-1.356099483,-0.140548138,0.176025348,0.433636596,0.346555099,0.089116377,0.117547129,0.223642666,0.401318485,0.307035248,0.161786385,1,0,0,0.087565674,-1.22591944,0.875656743,1.329787234,2.127659574,-0.78125,620,480,15866.66667,21160,23045.83333,267.7684744,2372.706846,12056.15783,17609.8632,18492.91744,"79,400","-22,972",0,"196,681",0,"-1,483","116,330","-13,059","-9,809","368,060","-153,918","-185,326","173,383"
2023-06-29,115200,117400,114500,116200,4398301,3728.439989,4712.768547,52.22222222,61.70353303,114120,114200,98893.33333,93478.33333,91347.91667,114754.821,112334.2176,102701.4211,97012.61388,95976.31839,-80,15226.66667,20641.66667,22772.08333,15306.66667,20721.66667,22852.08333,5415,7545.416667,2130.416667,2420.603401,12053.39991,17742.20714,18778.50263,9632.796505,15321.60374,16357.89923,5688.807234,6725.102725,1036.295491,0.875656743,1.909722222,1.507092199,1.662292213,38.37353326,-2.665292012,-4.962483349,-13.75420875,-3.69936769,0.387051372,0.333860481,0.467321368,0.363252452,0.102735035,0.633671272,0.363561425,0.447536923,0.333516001,0.176642295,1,0,0,0.868055556,-0.607638889,1.909722222,1.484716157,2.532751092,-1.022146508,2080,2000,17306.66667,22721.66667,24852.08333,1445.178983,3865.782384,13498.57889,19187.38612,20223.68161,"150,632","7,604",0,"180,303","1,274","-3,298","144,550","17,257","-46,869","443,849","71,310","-523,159","235,651"
2023-06-30,114600,115500,113200,115200,2674318,3526.18965,4475.452768,51.08695652,59.58021773,114440,114445,99360,93763.33333,91439.16667,114903.214,112607.1493,103111.2106,97313.23183,96135.85101,-5,15080,20676.66667,23000.83333,15085,20681.66667,23005.83333,5596.666667,7920.833333,2324.166667,2296.06474,11792.00343,17589.98218,18767.363,9495.938689,15293.91744,16471.29826,5797.978753,6975.359569,1177.380816,-0.520833333,-1.618398637,-1.135371179,-0.860585198,-39.19656704,-5.424529811,-5.03559165,-2.173913043,-3.441156765,0.28040659,0.214535902,0.471888904,0.304883485,0.099892809,0.129313081,0.242963953,0.399010517,0.309875119,0.166220824,1,0,0,0.523560209,-1.221640489,0.785340314,1.766784452,2.03180212,-0.25974026,760,755,15840,21436.66667,23760.83333,296.7859886,2592.850729,12088.78942,17886.76817,19064.14899,"11,574","6,841",0,"144,707","-1,004","2,083","9,920","-21,675","-2,376","143,229","-149,078","-2,229","-882,776"
2023-07-03,115300,118900,115300,117600,3022009,3518.999902,4284.162194,44.09937888,56.48404996,115260,114810,99911.66667,94065,91537.5,115802.1427,113082.6589,103586.2529,97648.55031,96313.97673,450,15348.33333,21195,23722.5,14898.33333,20745,23272.5,5846.666667,8374.166667,2527.5,2719.48381,12215.88982,18153.59236,19488.16594,9496.406006,15434.10855,16768.68213,5937.702547,7272.276127,1334.57358,0.610820244,2.943722944,1.855123675,2.083333333,13.00110907,-0.203895684,-4.274217228,-13.67781155,-5.196637218,0.716532681,0.318930491,0.555220075,0.32173202,0.107539621,0.782335525,0.422273005,0.460708659,0.344576453,0.185285423,1,0,0,1.994796184,0,3.122289679,1.994796184,3.122289679,-1.093355761,2340,2790,17688.33333,23535,26062.5,1797.857326,4517.341135,14013.74714,19951.44969,21286.02327,"83,555","-8,324",0,"-62,462","4,655","-5,474","163,323","38,568","376,047","598,212","-21,543","-569,029","251,613"
2023-07-04,118200,118400,117200,117900,1988592,3497.195969,4126.768949,47.13375796,54.61399156,116240,115270,100466.6667,94355,91637.08333,116501.4284,113541.4533,104055.556,97983.28502,96493.11385,970,15773.33333,21885,24602.91667,14803.33333,20915,23632.91667,6111.666667,8829.583333,2717.916667,2959.975191,12445.87241,18518.14343,20008.3146,9485.897215,15558.16824,17048.3394,6072.271026,7562.44219,1490.171163,2.515177797,-0.420521447,1.647875108,0.255102041,-34.19635746,-0.619605954,-3.673839552,6.880775096,-3.310772511,0.850251605,0.400661963,0.555490683,0.308297454,0.108789658,0.603862553,0.405715959,0.45305547,0.342795366,0.185992863,1,0,0,-0.253807107,-0.846023689,0.169204738,0.597269625,1.023890785,-0.422297297,1660,2630,17433.33333,23545,26262.91667,1398.571551,4358.546741,13844.44396,19916.71498,21406.88615,"80,306","8,677",0,"-139,447",-66,-19,"90,891",510,"4,419","36,594","77,703","-121,130","203,763"
2023-07-05,118100,118200,116100,116700,2483034,3344.532534,3970.321666,43.11377246,52.31394774,116720,115705,101015,94610.83333,91712.08333,116567.619,113842.2672,104470.128,98292.65221,96660.80585,1015,15705,22109.16667,25007.91667,14690,21094.16667,23992.91667,6404.166667,9302.916667,2898.75,2725.351732,12097.49099,18274.96676,19906.81311,9372.139257,15549.61503,17181.46138,6177.47577,7809.322122,1631.846352,-0.084602369,-0.168918919,-0.938566553,-1.017811705,24.86392382,-4.365309683,-3.791035673,-8.52888817,-4.211455261,0.412938747,0.377374859,0.54578633,0.271139138,0.081844595,0.056815198,0.264937577,0.398414029,0.315734658,0.173786496,1,0,0,-1.185436071,-1.693480102,0.084674005,0.516795866,1.80878553,-1.269035533,-20,995,15685,22089.16667,24987.91667,132.3810337,2857.732766,12229.87202,18407.34779,20039.19415,"6,267","3,905",0,"-43,348","-1,743",-558,"24,951","-26,268","-337,722","-378,421","396,033","-23,117","444,371"
2023-07-06,116000,116100,113100,113800,3465047,2955.471068,3767.351547,36.92307692,49.23577357,116240,115910,101426.6667,94838.33333,91765.41667,115645.0793,113838.2418,104776.0254,98548.97201,96803.03983,330,14813.33333,21401.66667,24474.58333,14483.33333,21071.66667,24144.58333,6588.333333,9661.25,3072.916667,1806.837528,10869.05389,17096.10731,18842.03948,9062.216363,15289.26978,17035.20195,6227.053415,7972.985589,1745.932174,-1.778154107,-1.776649746,-2.583979328,-2.485004284,39.54891476,-11.63276069,-5.11218326,-14.35897436,-5.884041056,-0.411240576,0.177174712,0.407530235,0.240458721,0.058153006,-0.791420176,-0.00353599,0.292808527,0.260772085,0.147147518,1,0,0,-1.896551724,-2.5,0.086206897,0.618921309,2.652519894,-1.981050818,-2440,-2110,12373.33333,18961.66667,22034.58333,-1845.079311,-38.24178305,9023.97458,15251.02799,16996.96017,"-181,634","-29,266",0,"71,580","-2,567","23,976","-120,343","-45,689","-244,879","-499,556","107,556","416,914","-394,071"
2023-07-07,112700,113000,111200,111800,2781723,2457.42609,3505.366455,41.37931034,47.66448093,115560,115730,101778.3333,95042.5,91814.58333,114363.3862,113644.1235,105006.3197,98767.99726,96927.49593,-170,13781.66667,20517.5,23745.41667,13951.66667,20687.5,23915.41667,6735.833333,9963.75,3227.916667,719.2626893,9357.066539,15595.38895,17435.89028,8637.80385,14876.12626,16716.62759,6238.322407,8078.823736,1840.501329,-2.844827586,-2.670111972,-1.679929266,-1.757469244,-19.72048287,-16.8516276,-6.954091969,12.06896552,-3.191363783,-0.584996559,-0.1552929,0.346720126,0.215278632,0.053578645,-1.108298867,-0.170521138,0.219796702,0.222250168,0.128566315,1,0,0,-0.798580302,-1.330967169,0.266193434,0.539568345,1.618705036,-1.061946903,-3760,-3930,10021.66667,16757.5,19985.41667,-2563.386207,-1844.123518,6793.680332,13032.00274,14872.50407,"-81,977","-13,692",0,"52,968","-1,799","-21,337","-95,934","-18,331","-18,932","-185,342","-35,543","234,073","290,450"
2023-07-10,111800,112900,109700,110300,3163245,1919.556935,3188.204551,33.52272727,44.8361302,114100,115505,102086.6667,95238.33333,91849.16667,113008.9241,113325.6356,105179.883,98958.60888,97038.47107,-1405,12013.33333,18861.66667,22250.83333,13418.33333,20266.66667,23655.83333,6848.333333,10237.5,3389.166667,-316.7114257,7829.04118,14050.31526,15970.45307,8145.752606,14367.02669,16287.16449,6221.274081,8141.411888,1920.137807,-0.798580302,-0.088495575,-1.348920863,-1.341681574,13.71531242,-21.8875008,-9.047895794,-18.98674242,-5.933875028,-1.263412946,-0.194418042,0.302945945,0.206048171,0.037666493,-1.184349392,-0.280250262,0.165288423,0.192989248,0.114492938,1,0,0,-1.341681574,-1.878354204,0.983899821,0.546946217,2.91704649,-2.302922941,-3800,-5205,8213.333333,15061.66667,18450.83333,-2708.924138,-3025.635564,5120.117042,11341.39112,13261.52893,"66,874",-533,0,"-38,248","-2,322","4,068","16,865","-7,128","-19,700","20,409","-204,199","183,500","-35,471"
2023-07-11,111500,113400,111200,113400,2209391,1723.567632,2895.277167,45.68527919,45.00596,113200,115200,102471.6667,95469.16667,91894.58333,113139.2828,113332.7179,105449.395,99197.30956,97174.25139,-2000,10728.33333,17730.83333,21305.41667,12728.33333,19730.83333,23305.41667,7002.5,10577.08333,3574.583333,-193.4351324,7689.887767,13941.9732,15965.03137,7883.322899,14135.40833,16158.4665,6252.085436,8275.143599,2023.058164,-0.268336315,0.442869796,1.367365542,2.810516772,-30.15428776,-10.21013232,-9.187847868,36.2815108,0.378778894,-0.78878177,-0.264057833,0.377130543,0.242374394,0.04944701,0.115352501,0.006249537,0.256239146,0.241212647,0.139924219,1,0,1,1.704035874,-0.269058296,1.704035874,1.978417266,1.978417266,0,200,-1800,10928.33333,17930.83333,21505.41667,260.7172412,67.28210885,7950.605008,14202.69044,16225.74861,"137,814","2,141",0,"-7,413",525,"-4,992","28,989","16,715","181,691","353,329","-138,582","-218,016","-220,412"
2023-07-12,113200,115400,112800,115400,2228477,1709.917122,2658.205158,53.39805825,46.68437965,112940,115030,102916.6667,95715.83333,91958.75,113892.8552,113529.6019,105775.6443,99465.12262,97325.50242,-2090,10023.33333,17224.16667,20981.25,12113.33333,19314.16667,23071.25,7200.833333,10957.91667,3757.083333,363.253271,8117.210836,14427.73255,16567.35275,7753.957565,14064.47928,16204.09948,6310.521715,8450.141918,2139.620203,1.524663677,1.76366843,1.438848921,1.76366843,0.863857959,-0.791991527,-8.188231914,16.8824164,3.729327519,-0.229681979,-0.147569444,0.434266383,0.258373122,0.069826386,0.666057266,0.173722129,0.309389489,0.26998017,0.155649283,1,0,1,1.943462898,-0.35335689,1.943462898,2.304964539,2.304964539,0,2460,370,12483.33333,19684.16667,23441.25,1507.144827,1870.398098,9624.355663,15934.87738,18074.49758,"173,058",928,0,"2,170","1,762","-4,428","40,724","4,749","-74,526","143,509","225,716","-368,054","-188,051"
2023-07-13,115400,117000,113600,114100,3421492,1576.03234,2441.770595,51.1627907,47.58006186,113000,114785,103330,95950,92017.5,113961.9034,113583.9255,106048.574,99707.02142,97464.70987,-1785,9670,17050,20982.5,11455,18835,22767.5,7380,11312.5,3932.5,377.9779184,7913.329418,14254.88203,16497.19358,7535.351499,13876.90411,16119.21566,6341.552609,8583.864163,2242.311554,1.943462898,1.386481802,0.709219858,-1.126516464,53.53499273,-7.829898928,-8.142131657,-4.186046512,1.918590794,0.053125553,-0.212987916,0.401619433,0.244647786,0.063887341,0.060625643,0.047849748,0.258026974,0.243199619,0.143032859,1,0,1,-1.126516464,-1.559792028,1.386481802,0.440140845,2.992957746,-2.478632479,1100,-685,10770,18150,22082.5,138.0965517,516.0744701,8051.42597,14392.97858,16635.29013,"-380,783","-9,801",0,"45,653","1,300",210,"17,804","7,752","258,156","-49,908","-60,293","118,915","84,480"
