날짜,시가,고가,저가,종가,거래량,MACD,MACD_Signal,RSI,RSI_Signal,SMA_5,SMA_20,SMA_60,SMA_120,SMA_240,EMA_5,EMA_20,EMA_60,EMA_120,EMA_240,SMA_5_minus_SMA_20,SMA_5_minus_SMA_60,SMA_5_minus_SMA_120,SMA_5_minus_SMA_240,SMA_20_minus_SMA_60,SMA_20_minus_SMA_120,SMA_20_minus_SMA_240,SMA_60_minus_SMA_120,SMA_60_minus_SMA_240,SMA_120_minus_SMA_240,EMA_5_minus_EMA_20,EMA_5_minus_EMA_60,EMA_5_minus_EMA_120,EMA_5_minus_EMA_240,EMA_20_minus_EMA_60,EMA_20_minus_EMA_120,EMA_20_minus_EMA_240,EMA_60_minus_EMA_120,EMA_60_minus_EMA_240,EMA_120_minus_EMA_240,시가_등락률,고가_등락률,저가_등락률,종가_등락률,거래량_등락률,MACD_등락률,MACD_Signal_등락률,RSI_등락률,RSI_Signal_등락률,SMA_5_등락률,SMA_20_등락률,SMA_60_등락률,SMA_120_등락률,SMA_240_등락률,EMA_5_등락률,EMA_20_등락률,EMA_60_등락률,EMA_120_등락률,EMA_240_등락률,MACD_Binary,MACD_minus_Signal_Binary,RSI_minus_Signal_Binary,시가_대비_종가_등락률,시가_대비_저가_등락률,시가_대비_고가_등락률,저가_대비_종가_등락률,저가_대비_고가_등락률,고가_대비_종가_등락률,종가_minus_SMA_5,종가_minus_SMA_20,종가_minus_SMA_60,종가_minus_SMA_120,종가_minus_SMA_240,종가_minus_EMA_5,종가_minus_EMA_20,종가_minus_EMA_60,종가_minus_EMA_120,종가_minus_EMA_240,[일]사모펀드_수량,[일]기타법인_수량,[일]국가지자체_수량,[일]연기금 등_수량,[일]기타금융_수량,[일]은행_수량,[일]투신_수량,[일]보험_수량,[일]금융투자_수량,[일]기관_수량,[일]외국인_수량,[일]개인_수량,[일]프로그램순매수(종목)
2023-09-27,113000,115200,112300,114700,3060751,-473.8112922,14.66753363,41.81034483,45.73307635,116100,118160,117623.3333,109045,97722.08333,116053.5685,117569.6202,115952.659,110484.437,104838.2675,-2060,-1523.333333,7055,18377.91667,536.6666667,9115,20437.91667,8578.333333,19901.25,11322.91667,-1516.051758,100.9094668,5569.131492,11215.30098,1616.961225,7085.18325,12731.35274,5468.222025,11114.39151,5646.169487,-3.418803419,-1.706484642,-0.882612533,-0.260869565,-5.468743003,82.31407321,-89.27711853,-3,-2.099344809,-0.565262076,-0.198488112,-0.045321927,0.230557705,0.08449442,-0.579784278,-0.256266198,-0.036607589,0.064167645,0.078778458,0,0,0,1.504424779,-0.619469027,1.946902655,2.13713268,2.582368655,-0.434027778,-1400,-3460,-2923.333333,5655,16977.91667,-1353.568465,-2869.620223,-1252.658998,4215.563027,9861.732513,"89,565","24,102",0,"-169,910","4,286","-2,862","45,185","22,141","10,299","-1,296","-252,797","229,301","290,228"
2023-10-04,113000,116600,113000,115400,4447702,-580.1754719,-104.3010675,54.45026178,47.47651343,115880,117840,117601.6667,109308.3333,97805,115835.7123,117362.9897,115934.539,110565.6859,104925.9167,-1960,-1721.666667,6571.666667,18075,238.3333333,8531.666667,20035,8293.333333,19796.66667,11503.33333,-1527.277416,-98.82672111,5270.026361,10909.79559,1428.450695,6797.303777,12437.07301,5368.853082,11008.62231,5639.76923,0,1.215277778,0.623330365,0.610287707,45.31407488,22.44863756,-811.1016081,30.23155395,3.812201641,-0.189491817,-0.270819228,-0.018420381,0.241490516,0.084849467,-0.187720342,-0.175751607,-0.015627039,0.073538842,0.083604236,0,0,1,2.123893805,0,3.185840708,2.123893805,3.185840708,-1.02915952,-480,-2440,-2201.666667,6091.666667,17595,-435.7123102,-1962.989726,-534.5390313,4834.314051,10474.08328,"45,784","27,327",0,"96,117",555,"-10,392","66,940","-5,273","-356,374","-162,643","454,946","-319,382","600,923"
2023-10-05,122900,122900,118100,120200,6112858,-273.9915617,-138.2391663,59.9078341,49.96277757,116460,117850,117708.3333,109567.5,97909.16667,117290.4749,117633.1812,116074.3902,110724.9308,105052.6726,-1390,-1248.333333,6892.5,18550.83333,141.6666667,8282.5,19940.83333,8140.833333,19799.16667,11658.33333,-342.7063072,1216.084663,6565.544064,12237.80228,1558.79097,6908.250371,12580.50858,5349.459401,11021.71761,5672.258212,8.761061947,5.403087479,4.513274336,4.159445407,37.4385694,-52.7743631,32.53859205,10.02304147,5.236829653,0.500517777,0.008486083,0.090701662,0.237096897,0.106504439,1.255884333,0.230218619,0.120629435,0.14402738,0.120805118,0,0,1,-2.196908055,-3.905614321,0,1.778154107,4.064352244,-2.196908055,3740,2350,2491.666667,10632.5,22290.83333,2909.525127,2566.818819,4125.609789,9475.069191,15147.3274,"-305,512","-11,220",0,"311,217",699,"2,260","13,091","-7,479","-262,424","-248,148","1,627,343","-1,362,042","638,938"
2023-10-06,120200,121600,119000,120400,4158083,-15.0270559,-113.5967442,58.76777251,51.72377656,117140,117910,117851.6667,109815,98011.66667,118326.9832,117896.6877,116216.2135,110884.8493,105180.0363,-770,-711.6666667,7325,19128.33333,58.33333333,8095,19898.33333,8036.666667,19840,11803.33333,430.2955141,2110.769767,7442.133941,13146.94694,1680.474252,7011.838426,12716.65142,5331.364174,11036.17717,5704.812998,-2.196908055,-1.057770545,0.762066046,0.166389351,-31.97808619,-94.51550412,-17.82593366,-1.903025884,3.524621878,0.583891465,0.050912177,0.121769912,0.225888151,0.10468887,0.883710614,0.224006995,0.122183086,0.144428629,0.121237956,0,1,1,0.166389351,-0.998336106,1.164725458,1.176470588,2.18487395,-0.986842105,3260,2490,2548.333333,10585,22388.33333,2073.016751,2503.312265,4183.786518,9515.150692,15219.96369,"-14,712","22,744",0,"115,806","1,328",911,"2,503","-23,815","151,390","233,411","-355,893","100,100","-1,227,150"
2023-10-10,122800,124300,119500,119500,5580659,116.2417399,-67.62904742,52.47524752,51.87407075,118040,117915,118005,110045.8333,98122.5,118717.9888,118049.3841,116323.8786,111027.2485,105298.8742,125,35,7994.166667,19917.5,-90,7869.166667,19792.5,7959.166667,19882.5,11923.33333,668.6046916,2394.110219,7690.740339,13419.11465,1725.505527,7022.135648,12750.50996,5296.630121,11025.00443,5728.37431,2.163061564,2.220394737,0.420168067,-0.747508306,34.21230408,-873.5496604,-40.4656816,-10.70744171,0.290570805,0.768311422,0.004240522,0.130107055,0.210202006,0.113081776,0.330444986,0.12951713,0.092642092,0.128420777,0.112985199,1,1,1,-2.687296417,-2.687296417,1.221498371,0,4.016736402,-3.861625101,1460,1585,1495,9454.166667,21377.5,782.0111674,1450.615859,3176.121386,8472.751507,14201.12582,"-242,192","-38,840",0,"102,981","-4,441",321,"-78,935","-6,929","229,486",291,"228,136","-189,385","813,103"
2023-10-11,123000,123900,119200,119200,4293299,193.8313464,-15.33696865,41.07142857,49.71354231,118940,117965,118101.6667,110286.6667,98243.33333,118878.6592,118158.9666,116418.1777,111162.3353,105414.2362,975,838.3333333,8653.333333,20696.66667,-136.6666667,7678.333333,19721.66667,7815,19858.33333,12043.33333,719.6926179,2460.481546,7716.323927,13464.423,1740.788928,6996.631309,12744.73038,5255.842381,11003.94145,5748.099072,0.16286645,-0.321802092,-0.251046025,-0.251046025,-23.06824337,66.74849033,-77.32192122,-21.73180593,-4.1649487,0.762453406,0.042403426,0.081917433,0.218848207,0.123145388,0.135337863,0.092827645,0.081065954,0.121669954,0.109556765,1,1,0,-3.089430894,-3.089430894,0.731707317,0,3.94295302,-3.793381759,260,1235,1098.333333,8913.333333,20956.66667,321.3407782,1041.033396,2781.822324,8037.664705,13785.76378,"-101,337","15,226",0,"4,698","-1,039","14,049","21,954","67,350","398,854","404,529","-240,392","-178,517","-743,354"
2023-10-12,121100,124200,120500,124200,4016352,651.2724188,117.9849088,54.16666667,50.60416718,120700,118250,118248.3333,110582.5,98383.75,120652.4395,118734.3031,116673.3194,111377.8339,105570.1347,2450,2451.666667,10117.5,22316.25,1.666666667,7667.5,19866.25,7665.833333,19864.58333,12198.75,1918.136363,3979.12009,9274.605596,15082.3048,2060.983726,7356.469232,13164.16844,5295.485506,11103.18471,5807.699208,-1.544715447,0.242130751,1.090604027,4.194630872,-6.450680467,235.999533,-869.2844103,31.88405797,1.791513598,1.479737683,0.241597084,0.124186788,0.268240343,0.142927425,1.49209309,0.486917354,0.219159688,0.193859359,0.147891272,1,1,1,2.559867878,-0.495458299,2.559867878,3.070539419,3.070539419,0,3500,5950,5951.666667,13617.5,25816.25,3547.560519,5465.696882,7526.680609,12822.16611,18629.86532,"145,216","-19,226",0,"16,824","3,946",95,"34,539","12,579","107,511","320,710","477,832","-758,386","1,062,715"
2023-10-13,123100,126300,122500,124700,3205273,1042.130553,302.8140377,65.24064171,53.53146209,121600,118800,118425,110877.5,98520.83333,122001.6263,119302.4647,116936.4892,111598.035,105728.8887,2800,3175,10722.5,23079.16667,375,7922.5,20279.16667,7547.5,19904.16667,12356.66667,2699.161595,5065.137073,10403.59134,16272.73757,2365.975478,7704.429747,13573.57598,5338.454269,11207.6005,5869.146232,1.651527663,1.690821256,1.659751037,0.40257649,-20.19442021,60.0145382,156.6548898,20.44426162,5.784691397,0.745650373,0.465116279,0.149403092,0.266769154,0.139335341,1.118242487,0.478515132,0.2255613,0.197706388,0.150377822,1,1,1,1.299756296,-0.487408611,2.599512591,1.795918367,3.102040816,-1.26682502,3100,5900,6275,13822.5,26179.16667,2698.373679,5397.535274,7763.510753,13101.96502,18971.11125,"85,732","-3,972",0,"-4,821","1,911","-1,745","-104,215","-1,157","-147,085","-171,380","617,952","-440,753","-950,676"
2023-10-16,124700,125200,122400,124100,3008476,1288.619057,499.9750416,62.82722513,55.3906147,122340,119210,118526.6667,111174.1667,98648.33333,122701.0842,119759.3728,117171.3585,111804.679,105881.3461,3130,3813.333333,11165.83333,23691.66667,683.3333333,8035.833333,20561.66667,7352.5,19878.33333,12525.83333,2941.711367,5529.725761,10896.40519,16819.73811,2588.014394,7954.693819,13878.02675,5366.679424,11290.01235,5923.332927,1.299756296,-0.870942201,-0.081632653,-0.481154771,-6.139789029,23.65236322,65.1095984,-3.699253283,3.473009209,0.608552632,0.345117845,0.08584899,0.26756255,0.129414252,0.573318499,0.382982969,0.200851938,0.18516818,0.144196498,1,1,1,-0.481154771,-1.844426624,0.40096231,1.388888889,2.287581699,-0.878594249,1760,4890,5573.333333,12925.83333,25451.66667,1398.915786,4340.627153,6928.641548,12295.32097,18218.6539,"204,000","6,051",0,"11,891",76,"2,238","34,304","-33,718","89,472","308,263","-270,851","-44,138","-793,136"
2023-10-17,125000,130800,123500,130000,6411880,1937.706984,787.52143,75.21008403,59.35450856,124440,119875,118740,111527.5,98798.75,125134.0561,120734.6707,117591.9697,112105.4281,106081.5009,4565,5700,12912.5,25641.25,1135,8347.5,21076.25,7212.5,19941.25,12728.75,4399.385472,7542.086492,13028.62801,19052.55524,3142.70102,8629.242536,14653.16977,5486.541516,11510.46875,6023.92723,0.240577386,4.47284345,0.89869281,4.754230459,113.127178,50.37081542,57.51214851,19.70938375,7.156255421,1.71652771,0.557839107,0.179987626,0.317819637,0.152477656,1.982844687,0.814381205,0.358971001,0.268995099,0.18903689,1,1,1,4,-1.2,4.64,5.263157895,5.910931174,-0.611620795,5560,10125,11260,18472.5,31201.25,4865.943857,9265.329329,12408.03035,17894.57186,23918.49909,"99,267","5,765",0,"168,889","2,861","-7,666","75,471","-17,410","-102,214","219,198","1,128,398","-1,364,160","979,864"
2023-10-18,128600,130700,127200,130000,4760148,2424.169525,1114.851049,80.2690583,63.53741851,126600,120450,118943.3333,111875.8333,98965.41667,126756.0374,121617.083,117998.7903,112401.2062,106279.9947,6150,7656.666667,14724.16667,27634.58333,1506.666667,8574.166667,21484.58333,7067.5,19977.91667,12910.41667,5138.95444,8757.24711,14354.83125,20476.04275,3618.29267,9215.876806,15337.08831,5597.584136,11718.79564,6121.211509,2.88,-0.076452599,2.995951417,0,-25.76049458,25.10506207,41.56453482,6.726457399,7.04733313,1.735776278,0.479666319,0.171242491,0.312329545,0.168693092,1.296194926,0.730869031,0.345959565,0.263839184,0.187114404,1,1,1,1.088646967,-1.088646967,1.632970451,2.201257862,2.751572327,-0.535577659,3400,9550,11056.66667,18124.16667,31034.58333,3243.962572,8382.917012,12001.20968,17598.79382,23720.00533,"242,781","1,768",0,"34,601",-30,809,"115,326","-3,938","152,451","542,000","-464,306","-79,527","-800,363"
2023-10-19,127600,128900,125100,125700,5089745,2434.655339,1378.811907,66.27906977,64.08574876,126900,120625,119080,112192.5,99141.66667,126404.025,122005.9322,118251.289,112621.021,106441.1565,6275,7820,14707.5,27758.33333,1545,8432.5,21483.33333,6887.5,19938.33333,13050.83333,4398.092725,8152.735956,13783.004,19962.86841,3754.643231,9384.911271,15564.77568,5630.26804,11810.13245,6179.864412,-0.777604977,-1.377199694,-1.650943396,-3.307692308,6.924091436,0.432552833,23.67678249,-17.42886839,0.863003666,0.236966825,0.145288501,0.114900653,0.283051895,0.178092515,-0.277708647,0.319732417,0.213984124,0.195562647,0.151638952,1,1,1,-1.489028213,-1.959247649,1.018808777,0.479616307,3.037569944,-2.482544608,-1200,5075,6620,13507.5,26558.33333,-704.0249523,3694.067773,7448.711004,13078.97904,19258.84346,"10,349","-3,363",0,"24,744",442,"2,000","-21,485","-29,977","-122,741","-136,668","-257,380","395,090","1,216,416"
2023-10-20,124300,127200,122800,126200,3868266,2455.0114,1594.051806,67.69230769,64.80706055,127200,120815,119235,112501.6667,99322.91667,126336.0166,122405.3673,118511.9025,112845.4669,106605.1303,6385,7965,14698.33333,27877.08333,1580,8313.333333,21492.08333,6733.333333,19912.08333,13178.75,3930.649382,7824.114163,13490.54974,19730.88629,3893.464782,9559.900362,15800.2369,5666.435581,11906.77212,6240.336542,-2.586206897,-1.318851823,-1.838529177,0.397772474,-23.99882509,0.836096218,15.61053379,2.132253711,1.125541637,0.236406619,0.157512953,0.130164595,0.275568034,0.182819198,-0.053802335,0.32738984,0.220389543,0.199293109,0.15405113,1,1,1,1.528559936,-1.206757844,2.333065165,2.768729642,3.583061889,-0.786163522,-1000,5385,6965,13698.33333,26877.08333,-136.0166348,3794.632747,7688.097528,13354.53311,19594.86965,"-137,124","-13,585",0,"-5,640","-2,286","-1,471","-11,784","-18,417","-133,601","-310,323","317,958","5,602","-444,883"
2023-10-23,126800,127200,123500,124000,2432303,2267.483968,1728.738238,67.17557252,65.28076294,127180,121065,119383.3333,112808.3333,99490,125557.3444,122557.237,118691.8401,113029.8393,106749.4861,6115,7796.666667,14371.66667,27690,1681.666667,8256.666667,21575,6575,19893.33333,13318.33333,3000.107385,6865.504328,12527.50508,18807.85831,3865.396943,9527.3977,15807.75093,5662.000757,11942.35398,6280.353226,2.011263073,0,0.570032573,-1.743264659,-37.12161987,-7.638556481,8.449313375,-0.763358779,0.73094257,-0.01572327,0.206927948,0.124404188,0.272588554,0.168222339,-0.616350137,0.124071182,0.151830846,0.163384895,0.135411649,1,1,1,-2.208201893,-2.602523659,0.315457413,0.4048583,2.995951417,-2.51572327,-3180,2935,4616.666667,11191.66667,24510,-1557.344423,1442.762961,5308.159905,10970.16066,17250.51389,"112,758","7,575",0,"-15,099",0,"1,977","-10,022","-7,229","108,708","191,093","-373,557","174,769","-601,171"
2023-10-24,125400,127000,123900,126800,2802010,2318.082316,1846.607054,71.08013937,66.44063823,126540,121445,119596.6667,113152.5,99666.25,125971.5629,122961.3097,118957.6814,113257.4453,106915.8804,5095,6943.333333,13387.5,26873.75,1848.333333,8292.5,21778.75,6444.166667,19930.41667,13486.25,3010.253247,7013.881545,12714.11765,19055.68253,4003.628298,9703.864401,16045.42928,5700.236104,12041.80098,6341.564881,-1.104100946,-0.157232704,0.32388664,2.258064516,15.19987436,2.231475456,6.818199134,5.812480203,1.776748974,-0.503223777,0.313880973,0.178696077,0.305089754,0.177153483,0.32990386,0.329701185,0.223976061,0.20136803,0.155873637,1,1,1,1.116427432,-1.196172249,1.275917065,2.340597256,2.502017756,-0.157480315,260,5355,7203.333333,13647.5,27133.75,828.4370512,3838.690298,7842.318596,13542.5547,19884.11958,"46,379","6,561",0,"19,333",0,-619,"-4,799","-4,752","-105,744","-50,202","-24,780","69,496","331,387"
2023-10-25,127500,129000,126100,127500,3053002,2387.14846,1954.715335,71.08013937,67.36853846,126040,121920,119831.6667,113486.6667,99852.91667,126481.042,123393.5659,119237.7574,113492.8594,107086.703,4120,6208.333333,12553.33333,26187.08333,2088.333333,8433.333333,22067.08333,6345,19978.75,13633.75,3087.476045,7243.284543,12988.18254,19394.33898,4155.808497,9900.706493,16306.86293,5744.897996,12151.05443,6406.156439,1.674641148,1.57480315,1.775625504,0.552050473,8.957569745,2.979451739,5.854428045,0,1.396585363,-0.395131974,0.391123554,0.196493771,0.295324157,0.187291753,0.404439705,0.351538398,0.235441727,0.207857529,0.159772869,1,1,1,0,-1.098039216,1.176470588,1.110229976,2.299762094,-1.162790698,1460,5580,7668.333333,14013.33333,27647.08333,1018.958034,4106.434079,8262.242577,14007.14057,20413.29701,"-30,368","-13,872",0,"115,585",1,864,"22,225","-11,419","-134,481","-37,593","190,980","-138,974","-358,169"
2023-10-26,122100,124800,119500,120000,5961584,1815.765541,1926.925376,49.68152866,63.8311365,124900,122095,119948.3333,113746.6667,100000.8333,124320.6946,123070.3692,119262.749,113600.4155,107193.8673,2805,4951.666667,11153.33333,24899.16667,2146.666667,8348.333333,22094.16667,6201.666667,19947.5,13745.83333,1250.325478,5057.945661,10720.27917,17126.82736,3807.620183,9469.953696,15876.50189,5662.333513,12068.8817,6406.548191,-4.235294118,-3.255813953,-5.233941316,-5.882352941,95.26957401,-23.93579318,-1.421688271,-30.10490821,-5.250821882,-0.90447477,0.143536745,0.097358795,0.229101803,0.148134548,-1.708040421,-0.261923506,0.020959435,0.094768995,0.100072453,1,0,0,-1.71990172,-2.129402129,2.211302211,0.418410042,4.435146444,-3.846153846,-4900,-2095,51.66666667,6253.333333,19999.16667,-4320.694644,-3070.369166,737.2510167,6399.58453,12806.13272,"29,410",-813,0,"112,037","-1,212","-7,468","-60,045","-19,347","47,548","100,923","-878,743","778,008","-406,563"
2023-10-27,119800,120900,117500,119100,5486088,1275.613505,1796.663002,47.97507788,60.65992478,123480,122185,119866.6667,113993.3333,100136.6667,122580.4631,122692.2388,119257.413,113691.3177,107292.6734,1295,3613.333333,9486.666667,23343.33333,2318.333333,8191.666667,22048.33333,5873.333333,19730,13856.66667,-111.7756735,3323.050145,8889.145402,15287.78974,3434.825818,9000.921076,15399.56541,5566.095257,11964.73959,6398.644334,-1.883701884,-3.125,-1.673640167,-0.75,-7.976001009,-29.74789552,-6.760115143,-3.434779136,-4.968126681,-1.136909528,0.073713092,-0.06808487,0.216856172,0.135832201,-1.39979233,-0.307247308,-0.004474182,0.08001927,0.092175125,1,0,0,-0.584307179,-1.919866444,0.918196995,1.361702128,2.893617021,-1.488833747,-4380,-3085,-766.6666667,5106.666667,18963.33333,-3480.463096,-3592.238769,-157.412951,5408.682306,11807.32664,"1,219","38,462",0,"263,999","1,471","-13,864","-16,148","14,204","596,028","846,909","-1,310,731","418,220","-256,660"
2023-10-30,119100,121700,118700,119100,2798497,837.8805597,1604.906513,49.35897436,58.39973469,122500,122290,119718.3333,114234.1667,100267.5,121420.3087,122350.1208,119252.2519,113780.7174,107390.6595,210,2781.666667,8265.833333,22232.5,2571.666667,8055.833333,22022.5,5484.166667,19450.83333,13966.66667,-929.8120608,2168.05686,7639.591329,14029.64926,3097.868921,8569.40339,14959.46132,5471.534469,11861.5924,6390.057928,-0.584307179,0.661703888,1.021276596,0,-48.98920688,-34.31548379,-10.67292465,2.884615385,-3.72600212,-0.793650794,0.085935262,-0.12374861,0.211269665,0.130654772,-0.946443125,-0.278842396,-0.004327681,0.078633716,0.091326006,1,0,0,0,-0.335852225,2.183039463,0.336983993,2.527379949,-2.136400986,-3400,-3190,-618.3333333,4865.833333,18832.5,-2320.308731,-3250.120791,-152.2518707,5319.282599,11709.34053,"-47,090","1,438",0,"112,125","-8,975","-2,697","-8,989","21,609","-10,073","55,910","146,446","-210,740","1,032,574"
2023-10-31,119800,120900,116300,116300,3166739,262.0170773,1336.328626,45.69732938,55.85925363,120400,122355,119600,114455,100380.4167,119713.5392,121773.9188,119155.4567,113822.3584,107464.5959,-1955,800,5945,20019.58333,2755,7900,21974.58333,5145,19219.58333,14074.58333,-2060.379658,558.0824264,5891.180718,12248.94324,2618.462084,7951.560375,14309.3229,5333.098291,11690.86082,6357.762527,0.587741394,-0.65735415,-2.02190396,-2.350965575,13.15856333,-68.72858854,-16.7347995,-7.418397626,-4.350158569,-1.714285714,0.053152343,-0.098843118,0.19331636,0.11261542,-1.405670596,-0.470945167,-0.081168399,0.03659762,0.068848107,1,0,0,-2.921535893,-2.921535893,0.918196995,0,3.955288048,-3.804797353,-4100,-6055,-3300,1845,15919.58333,-3413.539154,-5473.918811,-2855.456727,2477.641564,8835.404091,"34,054",-425,0,"93,094",-904,"2,893","-25,969","7,466","-248,232","-137,598","-60,163","197,704","-385,126"
2023-11-01,117900,120300,117000,120300,2707225,126.9443538,1094.451772,44.03669725,53.49474235,118960,122635,119520,114718.3333,100510.4167,119909.0261,121633.5456,119192.9827,113929.4269,107571.1138,-3675,-560,4241.666667,18449.58333,3115,7916.666667,22124.58333,4801.666667,19009.58333,14207.91667,-1724.519489,716.0433662,5979.599211,12337.91232,2440.562855,7704.1187,14062.43181,5263.555845,11621.86895,6358.313106,-1.585976628,-0.496277916,0.60189166,3.439380911,-14.51063697,-51.55111449,-18.10010275,-3.633980698,-4.232980433,-1.196013289,0.228842303,-0.066889632,0.230075867,0.129507333,0.163295606,-0.115273633,0.03149332,0.094066278,0.09911904,1,0,0,2.03562341,-0.763358779,2.03562341,2.820512821,2.820512821,0,1340,-2335,780,5581.666667,19789.58333,390.9738975,-1333.545591,1107.017264,6370.573108,12728.88621,"32,098","3,471",0,"59,465","4,136","3,800","7,929","15,650","12,864","135,942","150,311","-288,897","204,341"
2023-11-02,123900,125400,123100,125300,3736208,418.5318855,959.2677945,50.80645161,52.9570842,120020,123130,119616.6667,115023.3333,100642.9167,121706.0174,121982.7317,119393.2128,114117.3702,107718.2415,-3110,403.3333333,4996.666667,19377.08333,3513.333333,8106.666667,22487.08333,4593.333333,18973.75,14380.41667,-276.7143237,2312.804591,7588.647153,13987.77593,2589.518915,7865.361477,14264.49025,5275.842562,11674.97134,6399.128777,5.089058524,4.239401496,5.213675214,4.156275977,38.00877282,229.6971255,-12.35175279,15.37298387,-1.005067273,0.891055817,0.403636808,0.080879072,0.265868577,0.131827132,1.498628884,0.287080453,0.16798814,0.164964717,0.136772486,1,0,0,1.129943503,-0.645682002,1.210653753,1.787164907,1.868399675,-0.079744817,5280,2170,5683.333333,10276.66667,24657.08333,3593.982598,3317.268275,5906.787189,11182.62975,17581.75853,"-115,479","3,826",0,"58,972","1,807",347,"15,235","19,760","49,825","30,467","638,669","-669,264","394,829"
2023-11-03,126500,127200,125000,125800,2796773,682.100101,903.8342558,52.29110512,52.82388839,121360,123410,119713.3333,115344.1667,100788.3333,123070.6783,122346.2811,119603.2714,114310.4716,107868.2976,-2050,1646.666667,6015.833333,20571.66667,3696.666667,8065.833333,22621.66667,4369.166667,18925,14555.83333,724.397183,3467.406861,8760.206701,15202.38071,2743.009678,8035.809518,14477.98353,5292.79984,11734.97385,6442.174008,2.098466505,1.435406699,1.543460601,0.399042298,-25.14407656,62.97446496,-5.778734469,2.922175159,-0.251516523,1.116480587,0.227401933,0.080813711,0.278928913,0.144487731,1.121276413,0.298033463,0.175938474,0.169212906,0.139304249,1,0,0,-0.553359684,-1.185770751,0.553359684,0.64,1.76,-1.100628931,4440,2390,6086.666667,10455.83333,25011.66667,2729.321732,3453.718915,6196.728593,11489.52843,17931.70244,"-202,355","8,762",0,"45,524",-310,-10,"-52,143","6,674","-187,299","-389,919","725,834","-345,587","212,575"
2023-11-06,125800,133000,125800,133000,6923192,1455.185169,1014.104438,53.90625,53.04036071,124140,124040,119928.3333,115728.3333,100960.8333,126380.4522,123360.921,120042.5084,114619.3894,108076.8594,100,4211.666667,8411.666667,23179.16667,4111.666667,8311.666667,23079.16667,4200,18967.5,14767.5,3019.531197,6337.943769,11761.06279,18303.59277,3318.412572,8741.531589,15284.06158,5423.119018,11965.64901,6542.529987,-0.553359684,4.559748428,0.64,5.723370429,147.5421495,113.3389464,12.20026592,3.088756443,0.409800053,2.290705339,0.510493477,0.179595701,0.333061201,0.171150761,2.689327756,0.829318135,0.367244974,0.270244555,0.193348603,1,1,1,5.723370429,0,5.723370429,5.723370429,5.723370429,0,8860,8960,13071.66667,17271.66667,32039.16667,6619.547821,9639.079019,12957.49159,18380.61061,24923.1406,"3,820","-28,515",0,"6,870","-3,671","-4,605","97,800","-34,569","-59,704","5,941","1,759,689","-1,722,695","861,266"
2023-11-07,132000,133500,129300,130400,4940510,1836.887884,1178.661128,50.48780488,52.52984954,126960,124585,120070,116095.8333,101122.9167,127720.3015,124031.3095,120382.0983,114880.2259,108262.1137,2375,6890,10864.16667,25837.08333,4515,8489.166667,23462.08333,3974.166667,18947.08333,14972.91667,3688.991993,7338.203154,12840.07552,19458.18777,3649.211161,9151.083528,15769.19578,5501.872367,12119.98461,6618.112248,4.92845787,0.37593985,2.782193959,-1.954887218,-28.63826397,26.23052539,16.22679903,-6.341463415,-0.962495654,2.271628806,0.439374395,0.118126103,0.317554042,0.160540804,1.060171293,0.543436667,0.282891363,0.227567552,0.171409754,1,1,0,-1.212121212,-2.045454545,1.136363636,0.850734725,3.248259861,-2.322097378,3440,5815,10330,14304.16667,29277.08333,2679.698548,6368.690541,10017.9017,15519.77407,22137.88632,"-39,563","10,249",0,"-4,766","-1,181",735,"40,696","7,954","-239,142","-235,267","24,730","199,903","-717,464"
2023-11-08,131600,132700,126600,127600,3328279,1891.647699,1321.258442,52.40506329,52.50489229,128420,125005,120220,116432.5,101289.1667,127680.201,124371.1847,120618.7508,115090.4701,108422.5941,3415,8200,11987.5,27130.83333,4785,8572.5,23715.83333,3787.5,18930.83333,15143.33333,3309.016219,7061.450155,12589.73084,19257.6069,3752.433936,9280.714618,15948.59068,5528.280682,12196.15674,6667.876063,-0.303030303,-0.599250936,-2.088167053,-2.147239264,-32.63288608,2.981119081,12.09824529,3.797468354,-0.047510607,1.149968494,0.337119236,0.124927126,0.28999031,0.164403881,-0.031397111,0.274023786,0.196584474,0.183011652,0.14823319,1,1,0,-3.039513678,-3.799392097,0.835866261,0.789889415,4.818325434,-3.843255463,-820,2595,7380,11167.5,26310.83333,-80.20096823,3228.815251,6981.249187,12509.52987,19177.40593,"47,188","-20,366",0,"-54,363","-10,567",7,"-44,539","-28,970","228,561","137,317","105,772","-228,468","-348,906"
2023-11-09,127700,129800,126700,128000,2228081,1944.902282,1445.98721,52.28426396,52.46076663,128960,125195,120378.3333,116779.1667,101454.1667,127786.8006,124716.7862,120860.759,115303.8508,108585.0622,3765,8581.666667,12180.83333,27505.83333,4816.666667,8415.833333,23740.83333,3599.166667,18924.16667,15325,3070.014444,6926.041662,12482.94986,19201.73848,3856.027218,9412.935412,16131.72403,5556.908193,12275.69682,6718.788623,-2.963525836,-2.185380558,0.078988942,0.313479624,-33.05606291,2.815248437,9.440149178,-0.230510802,-0.084041058,0.42049525,0.15199392,0.131702989,0.297740465,0.162899948,0.083489591,0.277879039,0.200638929,0.185402544,0.149847087,1,1,0,0.234925607,-0.783085356,1.644479248,1.026045777,2.446724546,-1.386748844,-960,2805,7621.666667,11220.83333,26545.83333,213.1993545,3283.213798,7139.241017,12696.14921,19414.93783,"40,663","2,960",0,"-50,049",-239,"2,619","14,095","-39,653","-104,412","-136,976","207,567","-72,930","-80,319"
