,Ticker,Name,Precision_RF,Precision_DT,Precision_LR,Precision_SVM
1423,2230,피에스텍,0.585227273,0.536842105,0.668577982,0.627725857
1075,353810,이지바이오,0.57880617,0.606375606,0.492340686,0.627725857
615,131090,시큐브,0.575577201,0.5056899,0.518481518,0.627725857
1232,272110,케이엔제이,0.520021645,0.49952919,0.533564815,0.627692308
1322,200230,텔콘RF제약,0.512121212,0.541693705,0.649659864,0.627005348
444,8470,부스타,0.537368421,0.600980392,0.501690821,0.626610825
515,91580,상신이디피,0.490526316,0.571383648,0.490511551,0.625612745
1457,106190,하이텍팜,0.492243867,0.495426829,0.498040314,0.625242718
42,442770,IBKS제21호스팩,1,0.375,0.75,0.625
759,121890,에스디시스템,0.611111111,0.430555556,0.666666667,0.625
982,69080,웹젠,0.570099668,0.549457995,0.492340686,0.624242424
799,203400,에이비온,0.552469136,0.664571244,0.287610619,0.624242424
533,27040,서울전자통신,0.594863014,0.631891026,0.540096618,0.623931624
634,56700,신화인터텍,0.449159664,0.411477987,0.602692308,0.62305296
1129,361390,제노코,0.548780488,0.593883357,0.62244898,0.62244898
431,331520,밸로프,0.55,0.503365385,0.44858156,0.620567376
1118,174880,장원테크,0.501547988,0.557142857,0.607142857,0.620098039
268,33500,동성화인텍,0.564313346,0.518659077,0.470720721,0.619444444
1252,47770,코데즈컴바인,0.545163585,0.537873754,0.574742268,0.61839934
243,54670,대한뉴팜,0.557476943,0.499686127,0.573212748,0.617692308
1394,5670,푸드웰,0.550175439,0.555006378,0.600931677,0.617692308
195,69140,누리플랜,0.56978022,0.587332809,0.487510767,0.617034314
636,243840,신흥에스이씨,0.549457995,0.511057692,0.57382847,0.616623711
886,143540,영우디에스피,0.49591195,0.500783699,0.525301205,0.616301546
1165,72020,중앙백신,0.548116438,0.505678131,0.598264278,0.616301546
1388,331380,포커스에이치엔에스,0.498565051,0.473650794,0.493226601,0.615533981
1365,49120,파인디앤씨,0.486996337,0.596375339,0.808035714,0.615533981
1142,33320,제이씨현시스템,0.443189369,0.482030265,0.442367601,0.615151515
1318,95610,테스,0.49981685,0.570737156,0.573232323,0.61453824
1331,290090,트윔,0.683035714,0.58361204,0.629032258,0.614285714
442,226340,본느,0.499683744,0.496865204,0.480610561,0.613707165
628,12790,신일제약,0.602982456,0.562862669,0.649122807,0.612692308
819,397030,에이프릴바이오,0.638888889,0.554761905,0.583333333,0.6125
694,368600,아이씨에이치,0.45959596,0.526442308,0.473214286,0.6125
397,33200,모아텍,0.628787879,0.502664577,0.559230769,0.612299465
210,32190,다우데이타,0.625080593,0.637142857,0.576325758,0.61122449
788,237690,에스티팜,0.395114943,0.528767123,0.503359462,0.611185984
1144,204270,제이앤티씨,0.468817204,0.500838364,0.401069519,0.610606061
1496,79170,한창산업,0.474346076,0.581269841,0.453846154,0.610185185
1102,48530,인트론바이오,0.621008403,0.541826923,0.481601732,0.610185185
767,95910,에스에너지,0.463178295,0.577515723,0.686926606,0.610185185
46,35900,JYP Ent.,0.497582205,0.459993675,0.526442308,0.609243697
1139,90470,제이스텍,0.508333333,0.51579626,0.495918367,0.606617647
587,43100,솔고바이오,0.535099053,0.549805321,0.603401361,0.606060606
1189,86060,진바이오텍,0.490345528,0.551977041,0.497017544,0.605682606
765,260970,에스앤디,0.480586081,0.486943907,0.592204301,0.605555556
520,107600,새빗켐,0.477777778,0.477777778,0.555555556,0.604347826
79,36120,SCI평가정보,0.581168831,0.498565051,0.598830409,0.603896104
132,60480,국일신동,0.531941809,0.540570175,0.539700997,0.60341556
1098,17250,인터엠,0.528526646,0.499686127,0.447916667,0.603303471
1335,33830,티비씨,0.564814815,0.633354964,0.542443064,0.603303471
419,208710,바이오로그디바이스,0.528205128,0.504623724,0.518151815,0.603211009
131,6050,국영지앤엠,0.543471438,0.529918546,0.590654608,0.602956989
432,66410,버킷스튜디오,0.578571429,0.510344828,0.608455882,0.602564103
467,142760,비엘,0.601004851,0.578939109,0.575842697,0.601752022
539,140070,서플러스글로벌,0.592169092,0.564312736,0.452339181,0.601515152
423,86040,바이오톡스텍,0.554996647,0.532629256,0.534353741,0.600925926
1085,352940,인바이오,0.536857781,0.500324465,0.529115342,0.599688474
130,43650,국순당,0.532730924,0.53691167,0.655279503,0.599514563
236,120240,대정화금,0.61474359,0.588010204,0.623895582,0.598792271
1470,101680,한국정밀기계,0.359375,0.410839161,0.717948718,0.597826087
650,66790,씨씨에스,0.537390943,0.560645161,0.59469697,0.596926714
558,340440,세림B&G,0.559469697,0.568877551,0.680926916,0.596846847
646,37760,쎄니트,0.573260073,0.577564103,0.583099251,0.596534653
1432,304840,피플바이오,0.568144499,0.475127551,0.628787879,0.596296296
440,310210,보로노이,0.678571429,0.619047619,0.623355263,0.596153846
1535,65510,휴비츠,0.557397959,0.5214599,0.544139194,0.596064815
1016,78070,유비쿼스홀딩스,0.524418605,0.573015873,0.624860022,0.595794393
809,44780,에이치케이,0.595573441,0.501415094,0.609307359,0.59502924
1001,335870,윙스풋,0.600358423,0.572916667,0.705662393,0.593271153
1449,101670,하이드로리튬,0.537878788,0.500988142,0.572248804,0.592857143
1333,322180,티라유텍,0.509036145,0.529647436,0.599193548,0.592424242
589,357780,솔브레인,0.498674242,0.463787375,0.492161254,0.592424242
1063,47560,이스트소프트,0.53950104,0.568321918,0.600660066,0.592424242
1136,79370,제우스,0.50297619,0.478730159,0.53128655,0.592272727
598,94840,슈프리마에이치큐,0.517017544,0.514430014,0.580219072,0.591666667
390,87260,모바일어플라이언스,0.503018109,0.501098556,0.492610837,0.591666667
771,351320,에스에이티이엔지,0.58875502,0.485396825,0.421428571,0.591584158
24,50120,ES큐브,0.474429583,0.498504983,0.503508772,0.591121495
1076,99750,이지케어텍,0.554539295,0.564052288,0.506687648,0.590206186
946,46970,우리로,0.577441077,0.540165631,0.524547804,0.589837997
745,52790,액토즈소프트,0.481587302,0.46745283,0.49332472,0.588647343
719,158430,아톤,0.580639098,0.480481457,0.603610675,0.588386728
483,65450,빅텍,0.571732026,0.595351044,0.65959041,0.588164251
1097,119610,인터로조,0.486166008,0.495192308,0.604016064,0.588095238
345,67730,로지시스,0.583333333,0.541996047,0.619260918,0.587622549
812,45660,에이텍,0.520256917,0.43984127,0.490546218,0.587601078
978,65950,웰크론,0.486658456,0.446789322,0.480612245,0.587037037
106,114190,강원에너지,0.499188312,0.46527499,0.5875,0.586789555
58,60720,KH바텍,0.490990991,0.447509458,0.474396135,0.586633663
1528,192410,휴림네트웍스,0.464285714,0.511526232,0.590277778,0.58655706
400,6920,모헨즈,0.501443001,0.461904762,0.619868637,0.586407767
682,159010,아스플로,0.619551282,0.529525032,0.535714286,0.586180124
925,153710,옵티팜,0.495315315,0.537549407,0.589355089,0.583708371
1384,389140,포바이포,0.709473684,0.583333333,0.421836228,0.583333333
1505,220180,핸디소프트,0.459992888,0.479738562,0.46155914,0.583333333
1280,322780,코퍼스코리아,0.522394488,0.536902287,0.39690027,0.583333333
207,340360,다보링크,0.478383459,0.480730897,0.499069248,0.582407407
1306,219130,타이거일렉,0.545588235,0.587040619,0.474396135,0.581775701
493,23600,삼보판지,0.656761413,0.656628788,0.637867647,0.581683168
322,232680,라온테크,0.504515599,0.570438427,0.540033595,0.580662393
1407,377220,프롬바이오,0.539835165,0.473785166,0.682476943,0.580594679
1234,83550,케이엠,0.554539295,0.545588235,0.6755084,0.580275229
1152,199820,제일전기공업,0.533333333,0.552656546,0.534215784,0.580097087
480,148780,비플라이소프트,0.601676154,0.583333333,0.494444444,0.579230769
654,352700,씨앤투스,0.646144768,0.611334675,0.498188406,0.579044118
172,311390,네오크레마,0.419537815,0.483859649,0.529279279,0.57879538
1131,225220,제놀루션,0.538229018,0.54303675,0.62830033,0.578571429
722,53800,안랩,0.59418239,0.473243069,0.514814815,0.577956989
1069,83470,이엠앤아이,0.537449393,0.487281399,0.504960317,0.577868852
936,66430,와이오엠,0.483522727,0.439753321,0.540496255,0.577692308
1203,16920,카스,0.605796586,0.570352564,0.538155431,0.577205882
1038,39020,이건홀딩스,0.611827957,0.505228758,0.686881188,0.575854701
1515,39010,현대에이치티,0.553391053,0.501255493,0.596256684,0.574742268
1300,352770,클리노믹스,0.535616438,0.50660864,0.32300885,0.574324324
1420,237750,피앤씨테크,0.582527402,0.523529412,0.581460674,0.573232323
782,69510,에스텍,0.59729064,0.563346883,0.462121212,0.572789116
298,109740,디에스케이,0.543636364,0.543015873,0.50122549,0.57277628
601,33790,스카이문스테크놀로지,0.536904762,0.505639098,0.633333333,0.572222222
173,85910,네오티스,0.502425502,0.413367943,0.585943775,0.571980676
100,52220,iMBC,0.604795439,0.524432535,0.490816327,0.571746881
544,3100,선광,0.61744186,0.545768025,0.562807882,0.571706684
1506,900270,헝셩그룹,0.598101266,0.575363825,0.481884058,0.571100917
875,169330,엠브레인,0.478307255,0.576123407,0.588095238,0.571052632
1279,52330,코텍,0.524374177,0.501098556,0.617201426,0.571047009
842,92870,엑시콘,0.485241821,0.541586074,0.567647059,0.570987654
976,336060,웨이버스,0.498181818,0.546794872,0.535040431,0.56981982
1433,62970,피피아이,0.604296604,0.505555556,0.519678715,0.569230769
1428,147760,피엠티,0.479120879,0.52099359,0.510233918,0.569047619
956,46940,우원개발,0.629122807,0.541528239,0.496503497,0.568894389
219,317850,대모,0.458095238,0.450314465,0.441812865,0.568817204
949,72470,우리산업홀딩스,0.646480331,0.447453256,0.549659864,0.568181818
876,179290,엠아이텍,0.492243867,0.500790639,0.491702742,0.567757009
667,13990,아가방컴퍼니,0.444736842,0.491465149,0.425,0.566629339
1524,61250,화일약품,0.495426829,0.540880503,0.573232323,0.566513761
429,267790,배럴,0.593671679,0.521663504,0.565210459,0.566349384
1340,340570,티앤엘,0.531294452,0.561912226,0.524578652,0.565508021
304,219550,디와이디,0.537815126,0.491457124,0.638709677,0.565315315
1066,102710,이엔에프테크놀로지,0.49029799,0.500332226,0.550769231,0.565315315
1205,293490,카카오게임즈,0.53128655,0.583062946,0.634199134,0.564327485
254,77360,덕산하이메탈,0.504523997,0.483881367,0.517657192,0.563084112
619,25870,신라에스지,0.613839286,0.563050314,0.572727273,0.562174237
857,182400,엔케이맥스,0.484934087,0.506918239,0.5913371,0.561986085
1358,177830,파버나인,0.497944339,0.49262398,0.591596639,0.561942959
716,32080,아즈텍WB,0.487554113,0.48525641,0.595918367,0.561942959
330,171010,램테크놀러지,0.538229376,0.582414017,0.670175439,0.561926606
966,217820,원익피앤이,0.513253012,0.49952381,0.619260918,0.561926606
1060,351330,이삭엔지니어링,0.609195402,0.539123631,0.535344828,0.561827957
147,187790,나노,0.463010204,0.471473354,0.540006325,0.561764706
933,155650,와이엠씨,0.534803922,0.498423707,0.476245847,0.560869565
225,104040,대성파인텍,0.484071093,0.547275641,0.57382847,0.560817805
1392,114630,폴라리스우노,0.587662338,0.560427296,0.510185185,0.560810811
890,250930,예선테크,0.555494505,0.512218045,0.591354724,0.560810811
384,241770,메카로,0.561129568,0.58464691,0.56978022,0.560679612
215,4780,대륙제관,0.573367427,0.564900427,0.553801546,0.560606061
1448,3380,하림지주,0.621933622,0.601143791,0.51317402,0.55952381
835,83500,에프엔에스테크,0.447614442,0.53257432,0.540659341,0.558576481
138,186230,그린플러스,0.526119403,0.525362319,0.581180017,0.558441558
1292,66310,큐에스아이,0.555093555,0.451282051,0.443933824,0.558411215
51,36670,KCI,0.50987526,0.514566396,0.4925,0.558210784
1498,2680,한탑,0.502425502,0.494117647,0.563253012,0.557692308
1188,109820,진매트릭스,0.563131313,0.529919679,0.626785714,0.55733945
17,290120,DH오토리드,0.631868132,0.57495133,0.522366522,0.55733945
404,218150,미래생명자원,0.51273372,0.451282051,0.471212121,0.55733945
97,57030,YBM넷,0.424964438,0.476973684,0.385714286,0.556930693
783,41910,에스텍파마,0.577075099,0.463946869,0.65007215,0.556623932
1458,373200,하인크코리아,0.462207464,0.521474359,0.473391813,0.556372549
63,61970,LB세미콘,0.468171296,0.609189723,0.528502415,0.556306306
744,205500,액션스퀘어,0.497688478,0.517219388,0.532867495,0.556270997
1305,54780,키이스트,0.411806543,0.451991465,0.292035398,0.555882353
797,96690,에이루트,0.614854803,0.569277108,0.299107143,0.555825243
1404,321260,프로이천,0.536209286,0.505678131,0.642692308,0.555769231
1037,72770,율호,0.581293158,0.464779874,0.5171278,0.555454545
831,73540,에프알텍,0.516581633,0.469391026,0.512240107,0.555093555
1538,84110,휴온스글로벌,0.536782061,0.575326797,0.43872549,0.554761905
1172,263860,지니언스,0.472661397,0.518272425,0.469986586,0.554230769
145,35460,기산텔레콤,0.496008708,0.561139332,0.483004386,0.554195804
167,253590,네오셈,0.464846202,0.513598988,0.552568493,0.554123711
868,73110,엘엠에스,0.589591568,0.502271252,0.608902576,0.553801546
151,39860,나노엔텍,0.563787375,0.524010383,0.603858785,0.553617571
340,277810,레인보우로보틱스,0.456197274,0.520261438,0.613300493,0.553611318
772,56190,에스에프에이,0.571568627,0.472536095,0.530526316,0.553002451
103,399720,가온칩스,0.614832536,0.608333333,0.614832536,0.5525
823,38870,에코바이오,0.476525822,0.443650794,0.530285494,0.552083333
1155,80220,제주반도체,0.453479853,0.479208585,0.493650794,0.551980198
921,131030,옵투스제약,0.448320413,0.515635074,0.543170103,0.551851852
1532,115160,휴맥스,0.550171233,0.480288462,0.597567288,0.551816239
362,305090,마이크로디지탈,0.612254902,0.573333333,0.300884956,0.551801802
573,49180,셀루메드,0.44894958,0.559417808,0.297297297,0.551801802
981,196700,웹스,0.477623457,0.475653595,0.487307692,0.55
900,65500,오리엔트정공,0.518123306,0.496204934,0.464090909,0.55
1479,32300,한국파마,0.504166667,0.566864295,0.600515464,0.549917492
953,101170,우림피티에스,0.512295082,0.521383648,0.530122655,0.549649123
92,32540,TJ미디어,0.53875502,0.647275641,0.490808824,0.549514563
478,357880,비트나인,0.515652174,0.471014493,0.602873563,0.549494949
1422,31980,피에스케이홀딩스,0.515987461,0.53369906,0.517192982,0.549189815
1192,7370,진양제약,0.522468142,0.512914541,0.549092409,0.549092409
657,359090,씨엔알리서치,0.554924242,0.461154094,0.576648841,0.549065421
1213,78340,컴투스,0.486788618,0.578616352,0.505363036,0.549065421
1380,251970,펌텍코리아,0.564903846,0.512061404,0.521969697,0.548538012
1168,228760,지노믹트리,0.444805195,0.421904762,0.587601078,0.548165138
600,99440,스맥,0.524385704,0.505029202,0.524547804,0.548165138
1141,137950,제이씨케미칼,0.500541126,0.468300654,0.547979798,0.547979798
994,299900,위지윅스튜디오,0.480548469,0.571406152,0.600837629,0.547794118
211,68240,다원시스,0.451809599,0.412714097,0.535454545,0.547752809
692,214430,아이쓰리시스템,0.451052632,0.497005044,0.482848233,0.547297297
1276,282880,코윈테크,0.569993622,0.475674827,0.527269861,0.547278912
294,263690,디알젬,0.591477273,0.503650794,0.579575597,0.547029703
318,131180,딜리,0.544452347,0.53754386,0.577954545,0.546938776
1146,126880,제이엔케이히터,0.508380772,0.515065913,0.587799496,0.546780303
1293,16600,큐캐피탈,0.425171233,0.50967118,0.550769231,0.545900178
374,235980,메드팩토,0.474016854,0.573977824,0.600970874,0.545238095
1375,225590,패션플랫폼,0.596861472,0.560416667,0.592692308,0.545072788
608,13810,스페코,0.518858801,0.513650794,0.573895582,0.543814433
792,58610,에스피지,0.573584906,0.533018868,0.538050314,0.54378858
951,37400,우리엔터프라이즈,0.536858974,0.536320755,0.629619261,0.542792793
536,189860,서전기전,0.582947531,0.606472166,0.613886703,0.542592593
1219,221980,케이디켐,0.482501862,0.409413282,0.57983871,0.542592593
264,5160,동국산업,0.548070841,0.55224359,0.531451613,0.542585784
1018,54930,유신,0.561594203,0.559614168,0.648550725,0.542424242
1493,24740,한일단조,0.486308677,0.573650794,0.558993399,0.542200855
907,226400,오스테오닉,0.463068182,0.479844173,0.541136364,0.541136364
37,115450,HLB테라퓨틱스,0.439393939,0.446314103,0.497021593,0.541136364
1263,9730,코센,0.479895105,0.521294021,0.534055728,0.540816327
411,201490,미투온,0.558219178,0.559859155,0.542079208,0.54047619
425,32980,바이온,0.527972028,0.515182186,0.441111111,0.540425532
730,61040,알에프텍,0.46791559,0.456959707,0.526023392,0.540016502
1371,140860,파크시스템스,0.529791929,0.456739812,0.471861472,0.539859694
1053,264850,이랜시스,0.432727273,0.511057692,0.538990826,0.538990826
212,20400,대동금속,0.673541247,0.580204216,0.580219072,0.538990826
896,39830,오로라,0.606628788,0.525782361,0.650970874,0.538990826
469,86670,비엠티,0.564344005,0.587201805,0.494949495,0.538732394
1382,87010,펩트론,0.535737813,0.482155232,0.541208791,0.538659794
1045,73490,이노와이어리스,0.515719697,0.523529412,0.592945129,0.538337629
275,88910,동우팜투테이블,0.490165224,0.54251355,0.559230769,0.537878788
240,140520,대창스틸,0.532398453,0.527124183,0.592105263,0.537349398
828,247540,에코프로비엠,0.572033898,0.524137931,0.531573499,0.537200504
99,51390,YW,0.505398362,0.538087774,0.497113997,0.537128713
995,36090,위지트,0.531294452,0.53997421,0.527432712,0.536734694
1134,147830,제룡산업,0.596041531,0.578525641,0.60300207,0.536666667
677,36010,아비코전자,0.492506378,0.60952381,0.520491803,0.536552649
1233,39420,케이엘넷,0.446789322,0.482641142,0.555383023,0.536407767
142,53260,금강철강,0.421663443,0.510344828,0.553312629,0.536175711
