회사명,거래소코드,회계년도,[제조]총자본증가율(IFRS),[제조]정상영업이익증가율(IFRS),[제조]순이익증가율(IFRS),[제조]자기자본증가율(IFRS),[제조]매출액증가율(IFRS),[제조]종업원수증가율(IFRS),[제조]매출액총이익률(IFRS),[제조]매출액정상영업이익률(IFRS),[제조]매출액순이익률(IFRS),[제조]자기자본정상영업이익률(IFRS),[제조]자기자본순이익률(IFRS),[제조]금융비용부담률(IFRS),[제조]수지비율(관계기업투자손익 제외)(IFRS),[제조]사내유보 대 자기자본비율(IFRS),[제조]1주당매출액(IFRS),[제조]1주당순이익(IFRS),[제조]1주당 CASH FLOW(IFRS),[제조]1주당순자산(IFRS),[제조]유보율(IFRS),[제조]총자본회전률(IFRS),[제조]자기자본회전률(IFRS),[제조]타인자본회전률(IFRS),[제조]유동자산회전률(IFRS),[제조]당좌자산회전률(IFRS),[제조]재고자산회전률(IFRS),[제조]매출채권회전률(IFRS),[제조]순운전자본회전률(IFRS),[제조]운전자본회전률(IFRS),[제조]종업원1인당 부가가치(IFRS),[제조]노동장비율(IFRS),[제조]기계장비율(IFRS),[제조]자본집약도(IFRS),[제조]총자본투자효율(IFRS),[제조]설비투자효율(IFRS),[제조]기계투자효율(IFRS),[제조]부가가치율(IFRS),[제조]노동소득분배율(IFRS),[제조]자기자본구성비율(IFRS),[제조]유동비율(IFRS),[제조]당좌비율(IFRS),[제조]현금비율(IFRS),[제조]재고자산 대 순운전자본비율(IFRS),[제조]매출채권 대 매입채무비율(IFRS),[제조]부채비율(IFRS),[제조]CASH FLOW 대 부채비율(IFRS),[제조]CASH FLOW 대 차입금비율(IFRS),[제조]CASH FLOW 대 총자본비율(IFRS),[제조]CASH FLOW 대 매출액비율(IFRS)
(주)HJ매그놀리아용평호텔앤리조트,070960,2012/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)HJ매그놀리아용평호텔앤리조트,070960,2013/12,0,0,0,0,0,0,25.77,16.01,7.59,8.25,3.91,10.69,96.8,36.55,4041.46,307,961.4,7760.22,56.84,0.2,0.52,0.34,2.72,3.18,18.81,9.36,0.5,0,0,0,0,0,7.98,8.7,220.96,39.3,29.63,39.4,22.76,19.47,10.97,0,774.89,153.81,7.97,30.05,4.83,23.79
(주)HJ매그놀리아용평호텔앤리조트,070960,2014/12,8.04,-30.1,-66.31,1.16,-13.2,0,21.99,12.89,2.95,5.73,1.31,11.72,96.12,37.28,3508.17,103,1061.51,7852.36,58.65,0.17,0.44,0.27,1.43,1.59,14.41,5.6,0.37,0,0,0,0,0,7.33,8.79,227.54,44.96,29.68,36.89,44.99,41.41,16.9,0,1546.43,171.07,7.45,20.73,4.7,28.83
(주)HJ매그놀리아용평호텔앤리조트,070960,2015/12,18.74,54.73,195.42,3.74,32.04,0,23.63,15.11,6.59,8.66,3.78,7.64,91.63,39.54,4632.24,305,990.83,8144.74,64.59,0.2,0.57,0.3,0.84,0.92,10.25,1.74,0.32,0,0,0,0,0,6.94,9.98,252.89,38.23,26.94,32.23,70.71,64.82,11.77,0,8887,210.26,5.93,23.01,4.02,22.15
(주)HJ매그놀리아용평호텔앤리조트,070960,2016/12,-4.3,14.03,23.02,26.75,19.27,0,23.3,14.44,6.8,8.55,4.03,5.24,91.37,34.73,4765.96,323,-432.37,8769.03,64.69,0.22,0.59,0.35,0.8,0.86,10.99,1.35,0.34,0,222.12,2150.24,0,2966.36,7.49,10.33,0,33.11,28.09,42.69,76.91,72.29,24.12,0,7093.08,134.25,1.75,7.19,1,4.43
(주)HJ매그놀리아용평호텔앤리조트,070960,2017/12,-6.55,10.69,18.85,2.97,-0.29,2.56,22.64,16.03,8.11,8.34,4.22,5.13,89.58,36.5,4349.4,353,370.02,8146.08,69.59,0.23,0.52,0.42,1.11,1.2,14.83,1.84,0.44,0,234.68,2211.52,0,2703.09,8.68,10.61,0,35.98,26.96,47.04,55.2,49.74,12.49,0,5051.72,112.6,-0.13,-0.44,-0.07,-0.3
(주)HJ매그놀리아용평호텔앤리조트,070960,2018/12,-6.37,-26.81,-40.12,1.51,-13.5,7.79,22.95,13.57,5.61,5.97,2.47,5.59,92.83,37.11,3762.21,211,1089.27,8287.53,72.15,0.22,0.44,0.42,1.48,1.66,13.2,3.28,0.53,0,207.03,0,0,0,8.82,10.33,0,39.56,32.55,50.99,55.4,48.24,31.7,0,1472.51,96.1,8.82,22.78,4.32,19.39
(주)HJ매그놀리아용평호텔앤리조트,070960,2019/12,4.58,0,0,-4.46,-28.71,1.73,10.22,-3.27,-10.75,-1.04,-3.43,9.6,113.3,34.26,2681.98,-288,490.6,7979.61,64.48,0.16,0.32,0.3,1.22,1.41,8.8,6.07,0.42,0,120.94,0,0,0,5.01,5.91,0,32.98,55.28,46.59,48.57,41.42,21.88,0,1203.03,114.65,8.38,21.04,4.48,29.45
(주)HJ매그놀리아용평호텔앤리조트,070960,2020/12,7.31,0,0,-4.56,-1.5,-6.25,7.3,-5.33,-13.78,-1.75,-4.53,9.27,118.16,31.25,2641.63,-364,1060.32,7604.52,56.98,0.14,0.33,0.26,0.92,1.16,4.58,6.59,0.3,0,107.65,0,0,0,3.9,4.93,0,27.94,62.35,41.44,48.14,36.72,20.72,0,4123.47,141.34,6.99,19.95,4.09,29.36
(주)HJ매그놀리아용평호텔앤리조트,070960,2021/12,-7.71,0,0,2.28,85.71,-0.91,21.6,13.11,3.72,8.1,2.3,5.4,95.6,32.7,4905.68,183,-239.65,7791.38,60.56,0.27,0.62,0.48,1.77,2.09,11.55,11.25,0.58,0,216.53,0,0,0,8.41,9.89,0,29.99,30.32,45.92,49.98,49.33,17.54,0,1671.47,117.77,4.34,9.51,2.35,8.36
(주)HJ매그놀리아용평호텔앤리조트,070960,2022/12,3.39,-94.94,0,-1.86,-39.36,5.81,13.34,1.09,-7.52,0.41,-2.81,7.46,107.68,30.99,2974.83,-224,525.53,7642.54,57.56,0.17,0.37,0.3,1.21,1.35,11.93,5.25,0.42,0,141.35,0,0,0,5.62,7.01,0,34.16,48.66,43.58,57.33,47.77,15.01,0,1382.36,129.44,1.4,3.31,0.79,4.8
(주)MH에탄올,023150,2012/12,2.41,-5.64,-23.28,4.54,5.28,1.96,22.01,14.33,5.65,11.35,4.48,6.2,92.98,85.99,6498.38,367,398.43,7783.36,1232.11,0.33,0.79,0.57,1.84,2.3,9.24,4.82,0.5,0.07,220.69,661.98,14.56,2676.94,8.24,33.34,1515.3,25.23,34.53,42.18,34.27,26.4,0,0,0,137.09,4.34,4.82,2.51,7.68
(주)MH에탄올,023150,2013/12,-11.98,48.04,0,-19.75,1.78,-1.92,28.19,20.84,-25.11,18.24,-21.97,5.51,32.52,82.42,6614.07,-1661,805.5,6130.55,969.09,0.35,0.87,0.59,1.89,2.46,8.12,4.46,0.5,0.08,-198.03,667.74,10.79,2402.37,-8.24,-29.66,-1835.16,-21.81,0,38.46,38.13,29.15,0.07,0,0,160.02,5.59,5.89,3.44,9.1
(주)MH에탄올,023150,2014/12,-30.42,-9.36,0,11.43,5.8,3.92,24.24,17.86,9.43,17.56,9.27,2.54,91.46,82.1,6638.69,640,694.69,6296.3,1042.28,0.47,0.98,0.91,1.82,2.4,7.49,4.66,0.64,0.08,208.12,671.64,31.87,1608.56,12.94,30.99,653.08,22.52,39.6,61.59,88.61,66.52,0.01,0,0,62.36,16.44,18.3,6.31,10.99
(주)MH에탄올,023150,2015/12,-7.7,26.84,67.7,9.64,2.86,-11.32,27.71,22.02,15.37,20.16,14.07,1.24,80.47,84.97,6828.76,1059,1809.86,6934.94,1171.85,0.61,0.92,1.87,2.02,2.57,9.52,4.7,0.99,0.07,350.06,778.27,45.25,1674.28,20.91,44.98,773.55,32.65,26.64,73.16,105.94,88.4,15.34,295.25,0,36.69,43.75,49.62,11.74,18.34
(주)MH에탄올,023150,2016/12,-8.47,7.06,5.04,9.88,-2.96,-8.51,30.54,24.29,16.64,19.66,13.47,0.2,78.81,86.9,6626.94,1128,1657.52,7668.54,1307.46,0.65,0.81,3.27,2.4,3.1,10.7,4.65,1.42,0.07,392.63,860.18,47.99,1675,23.44,45.64,818.08,34.53,28.66,87.83,248.1,175.61,17.76,48.95,0,13.86,145.9,233.26,17.76,26.16
(주)MH에탄올,023150,2017/12,49.17,-11.99,-27.43,2.28,-1.28,11.63,28.37,21.65,12.23,16.34,9.23,-0.14,82.94,90.08,6542.02,824,1457.71,7815.54,1384.36,0.54,0.75,1.87,2.6,3.69,8.74,4.7,1.6,0.07,310.05,0,0,0,13.85,38.08,644.17,30.83,33.16,60.22,117.34,81.93,4.9,204.2,0,66.06,26.89,31.44,10.7,23.81
(주)MH에탄올,023150,2018/12,2.07,-13.63,11.02,5.83,-2.75,4.17,26.87,19.23,13.96,13.56,9.84,1.34,82.61,99.39,6362.12,955,903.8,8335.92,1490.09,0.43,0.71,1.12,2.56,3.8,7.87,4.5,1.42,0.08,320.95,0,0,0,14.63,39.59,775.99,34.18,34.02,62.44,133.8,87,0.03,138.46,0,60.15,21.15,24.5,7.95,18.56
(주)MH에탄올,023150,2019/12,-7.84,-13.29,0,-13.14,0.1,-6,24.64,16.66,-10.65,12.24,-7.82,1.55,107.27,101.53,6368.79,-752,869.78,7140.62,1321.96,0.45,0.73,1.14,2.57,4.27,6.48,4.85,1.46,0.09,108.44,0,0,0,5.04,12.44,253.26,10.85,116.3,58.85,127.22,70.51,0.01,208.35,0,69.91,15.74,18.33,6.47,13.92
(주)MH에탄올,023150,2020/12,-3.51,5.24,0,-3.14,9.12,14.89,24.12,16.07,2.26,14.07,1.98,1.11,94.85,101.94,6949.54,178,1035.39,6887.42,1281.31,0.52,0.88,1.26,2.65,4.6,6.28,5.56,1.46,0.08,205.45,0,0,0,11.38,27.04,634.12,21.64,54.38,59.08,117.69,70.26,0.03,268.14,0,69.27,17.61,20.91,7.21,13.71
(주)MH에탄올,023150,2021/12,1.26,-55.39,327.07,0.78,-10.5,-1.85,17.77,8.01,10.76,6.36,8.54,1.01,88.6,104.09,6219.69,759,275.19,6868.04,1291.06,0.47,0.79,1.14,2.32,4.13,5.28,4.88,1.14,0.1,269.73,0,0,0,14.48,33.41,491.06,31.15,43.12,58.8,82.43,43.13,0.56,0,0,70.07,11.88,13.82,4.9,10.54
(주)MH에탄올,023150,2022/12,11.52,-84.07,15.11,7.56,12,-1.89,9.14,1.14,11.06,0.97,9.44,1.84,90.38,103.12,6966.2,873,-114.92,7551.13,1386.53,0.49,0.85,1.16,2.46,4.28,5.77,4.94,0.92,0.09,280.46,0,0,0,13.24,34.13,502.34,28.37,40.58,56.71,48.93,30.19,0.06,0,0,76.34,1.24,1.37,0.54,1.15
(주)SH에너지화학,002360,2012/12,0.11,-42.37,-65.88,0.6,11.09,2.75,6.98,1.5,0.56,4.44,1.67,0.32,99.14,6.05,1725.27,9.7,3.27,575.79,17.77,1.87,2.97,5.08,3.98,5.4,15.16,6.92,2.43,0,117.54,284.79,119.73,915.11,12.84,41.27,98.16,6.86,67.19,63.31,169.76,120.29,1.6,70.92,1222.45,57.95,9.78,12.88,3.59,1.92
(주)SH에너지화학,002360,2013/12,7.31,150.58,348.43,7.54,19.74,3.57,7.13,3.13,2.11,10.7,7.19,0.22,97.6,12.26,2067.52,44,67.49,601.06,26.55,2.16,3.41,5.91,4.31,5.72,17.57,7.96,2.7,0,161.43,268.24,112.79,948.14,17.03,60.18,143.12,8.15,56.66,63.45,165.4,131.2,13.76,52.29,1186.32,57.61,9.78,14.05,3.58,1.71
(주)SH에너지화학,002360,2014/12,-0.81,181.47,221.57,19.52,-1.22,20.69,13.28,8.93,6.86,26.47,20.33,0.02,91.34,26.39,2042.21,140,217.92,691.41,50.98,2.07,2.96,6.89,4.01,5.19,17.57,7.48,2.69,0,241.4,216.82,90.48,779.27,30.98,111.34,266.8,14.89,34.92,76.45,271.71,203.65,32.85,39.63,1365.88,30.81,61.73,165.75,14.54,6.99
(주)SH에너지화학,002360,2015/12,4.54,12.95,-18.82,8.8,-5.77,4.29,16.27,10.71,5.91,26.3,14.52,0.09,91.8,31.84,1924.44,114,220.96,759.82,64.15,1.92,2.46,8.73,3.59,4.56,16.9,7.25,2.73,0,239.01,221.1,94.6,781.15,30.6,108.1,252.65,16.32,43.15,79.56,379.52,311.55,110.18,24.32,2673.07,25.69,104.63,357.43,21.38,11.4
(주)SH에너지화학,002360,2016/12,7.81,3.06,39.04,13.6,0.23,1.37,16.16,11.01,8.2,24.35,18.13,-0.07,89.44,39.53,1928.92,158.5,104.2,861.64,86.29,1.81,2.21,9.93,2.99,3.54,19.3,6.02,2.49,0,266.29,0,0,0,32.05,125.81,293.29,18.38,37.43,83.84,652.02,563.52,201.66,16.03,2837.84,19.28,90.92,516.27,14.7,8.43
(주)SH에너지화학,002360,2017/12,0.25,-44.11,-49.33,2.56,-13.86,0,12.43,7.14,4.82,12.63,8.53,-0.1,93.76,40.46,1661.62,80.3,146.6,901.92,91.02,1.5,1.77,9.87,2.33,2.86,12.58,5.32,2.06,0,184.19,207.04,88.11,832.85,22.12,88.96,209.05,14.76,50.6,85.77,943.62,722.3,362.72,26.23,1647.85,16.59,79.44,398.2,11.31,7.55
(주)SH에너지화학,002360,2018/12,-1.92,-78.68,-68.93,-1.56,-2.12,5.41,6.47,1.56,1.53,2.68,2.64,-0.11,98.12,39.13,1626.36,25,38.55,904.99,88.19,1.48,1.72,10.52,2.31,3.08,9.17,6.84,2.1,0,127.24,0,0,0,16.42,67.47,163.93,10.98,73.28,86.08,1166.09,852.64,396.3,29.4,2670.62,16.17,61.13,293.96,8.51,5.69
(주)SH에너지화학,002360,2019/12,0.19,0,0,-6.42,-23.56,1.28,4.56,-1.71,-2.28,-2.35,-3.13,-0.2,102.41,35.02,1243.13,-28.5,130.54,867.69,76.78,1.14,1.37,6.81,1.81,2.39,7.52,6.31,1.66,0,82.02,0,0,0,10.7,42,96.89,9.38,111.8,80.4,1062.65,836.92,532.73,23.45,1817.86,24.38,39.58,107.23,7.76,6.8
(주)SH에너지화학,002360,2020/12,-3.76,0,0,-7.77,-33.88,1.9,1.05,-7.78,-7.9,-7.59,-7.71,-0.07,110.39,30.22,821.98,-65.4,34.1,801.96,64.28,0.77,0.98,3.62,1.31,1.61,7.18,5.5,1.19,0,46.05,0,0,0,6.36,24.41,59.07,8.12,202.29,77.05,917.82,781.6,368.84,16.66,1152.98,29.79,34.2,81.84,7.85,10.02
(주)SH에너지화학,002360,2021/12,1.59,0,0,1.59,52.47,-5.59,7.04,0.52,0.54,0.8,0.83,-0.05,99.04,31.35,1253.23,6.9,-20.81,806.59,66.92,1.19,1.54,5.17,2.07,2.45,13.28,7.6,1.81,0,124.52,0,0,0,15.98,55.8,118.33,13.59,81.8,77.05,561.48,470.24,109.95,19.77,1397.92,29.78,2.72,6.73,0.62,0.53
(주)SH에너지화학,002360,2022/12,4.15,-23.94,63.47,1.55,15.33,3.29,6.3,0.34,0.77,0.6,1.34,-0.1,98.87,32.29,1445.33,11.2,-29.28,820.82,69.46,1.33,1.75,5.55,2.22,2.87,9.87,7.54,1.91,0,130.81,0,0,0,16.65,55.44,107.07,12.78,80.79,75.13,653.36,467.53,112.57,33.58,1305.31,33.11,-9.07,-18.64,-2.26,-1.73
(주)SIMPAC,009160,2012/12,3.51,-7.57,6.23,14.12,4.67,7,18.65,11.31,10.06,15.17,13.5,-1.19,85.28,17.53,7696.59,833,446.51,5979.67,1136.32,0.74,1.34,1.65,1.48,1.79,8.67,3.61,0.85,0.16,165.47,233.39,45.03,1117.7,14.8,70.9,367.44,20.33,39.74,57.86,139.43,116.03,20.81,59.35,168.68,72.84,12.03,38.63,5.07,6.96
(주)SIMPAC,009160,2013/12,13.82,-6.2,-14.75,11.29,-8.63,0.73,19.88,11.61,9.39,12.64,10.22,-1.6,87.38,14.48,7032.09,711,402.59,6688.31,1274.34,0.62,1.09,1.45,1.59,1.98,8.04,3.06,0.82,0.17,159.27,232.03,47.67,1262.95,12.61,68.64,334.1,21.57,39.81,56.57,79.66,60.51,6.31,0,182.09,76.77,8.13,18.62,3.53,6.04
(주)SIMPAC,009160,2014/12,-5.86,-21.08,-46.77,3.03,11.23,10.11,17.21,8.24,4.49,9.33,5.09,-0.76,94.36,11.14,7821.64,378,999.19,6901.02,1315.62,0.67,1.13,1.64,2.03,2.72,7.91,3.36,0.96,0.18,114.89,223.93,42.75,1079.76,10.64,51.31,268.73,15.4,57.56,61.92,101.68,74.21,15.63,1630.89,165.16,61.51,16.25,66.11,6.19,8.96
(주)SIMPAC,009160,2015/12,12.15,26.12,90.33,7.94,-6.3,-2.95,19.62,11.09,9.12,11.15,9.17,-0.83,88.51,14.09,7328.62,719,360.66,7408.57,1426.56,0.61,1.01,1.55,1.66,2.43,5.28,3.33,0.83,0.28,163.89,238.62,53.4,1247.8,13.13,68.68,306.9,22.76,44.15,59.59,96.59,62.41,9.27,0,141.85,67.82,13.25,46.53,5.35,9.28
(주)SIMPAC,009160,2016/12,-0.84,-9.41,-15.45,4.03,1.26,3.38,18.47,9.92,7.62,9.53,7.32,-0.35,90.26,12.76,7421,613,1047.64,7746.68,1506.98,0.59,0.96,1.51,1.56,2.32,4.78,3.87,0.78,0.28,149.73,0,0,0,12.51,60.99,228.81,21.23,46.03,62.52,105.64,73.9,28.69,562.97,118.78,59.96,14.92,51.2,5.59,9.49
(주)SIMPAC,009160,2017/12,-6.35,-34.73,-56.62,-2.26,-5.88,-0.33,17.06,6.88,3.51,6.17,3.15,-0.53,94.44,8.35,6984.73,282,-468.58,7591.43,1526.53,0.57,0.9,1.58,1.54,2.17,5.36,3.51,0.8,0.37,109.55,0,0,0,9.74,47.46,203.36,16.45,53.2,65.24,109.29,79.26,18.72,323.3,268.07,53.28,7.06,16.84,2.46,4.15
(주)SIMPAC,009160,2018/12,83.19,-48.35,774.43,83.71,32.35,63.93,9.41,2.68,23.2,2.27,19.65,-0.43,80.47,17.66,9244.1,1513,1247.73,13925.81,1204.59,0.55,0.85,1.6,1.35,2.07,3.89,4.35,0.75,0,189.48,0,0,0,15.08,60.73,262.25,35.24,24.97,65.43,131.38,81.43,46.5,159.16,152.93,52.83,5.22,10.97,1.8,4.21
(주)SIMPAC,009160,2019/12,-3.13,16.94,-81.55,1.97,45.79,-1.8,8.89,2.15,2.94,2.03,2.77,-0.92,96.29,15.52,5990.73,190,690,6320.45,1229.34,0.63,0.94,1.93,1.58,2.42,4.51,7.75,0.89,0,103.31,0,0,0,8.33,33.43,166.94,12.94,55.29,68.87,125.92,86.65,57.53,151.49,176.02,45.2,21.49,38.66,6.69,10.39
(주)SIMPAC,009160,2020/12,7.87,-18.28,128.57,3.58,-30.58,-1.43,10.19,2.53,9.67,1.62,6.16,-0.85,89.25,18.28,4158.48,452,6.63,6543.56,1298.64,0.43,0.64,1.32,1.12,1.73,3.21,6.56,0.63,0.7,142.15,0,0,0,10.48,47.57,289.66,25.29,38.84,66.13,125.85,77.57,39.29,186.75,96.21,51.22,10.25,18.74,3.47,8.38
(주)SIMPAC,009160,2021/12,21.34,1062.71,148.33,13.1,80.4,5.58,24.28,16.33,13.31,17.33,14.12,-0.95,83.08,28.69,7502.04,1165,701.16,7273.18,1487.74,0.68,1.06,1.86,1.45,2.21,4.21,8.46,0.84,0,254.43,0,0,0,16.32,95.34,729.88,26.49,27.25,61.64,144.38,98.12,63.82,104.23,210.44,62.24,7.58,14.83,2.91,4.72
(주)SIMPAC,009160,2022/12,-1.6,8.59,-27.24,5.29,2.77,1.17,26.69,17.26,9.42,17.27,9.43,-0.65,87.8,34.07,7710.2,862,350.13,7700.74,1597.69,0.64,1,1.76,1.25,1.89,3.66,6.72,0.74,0,209.95,0,0,0,13.84,81.35,637.49,21.52,36.59,65.95,152.08,96.77,62.76,106.2,547.97,51.63,12.88,20.77,4.39,6.82
(주)STX,011810,2012/12,-2.28,-71.26,0,-3.53,-1.36,-4.34,2.89,0.43,-0.58,1.55,-2.09,1.85,101.07,37.31,68164.98,-408,2635.88,18312.68,659.03,1.26,3.6,1.94,4.45,5.48,23.59,9.87,1.57,0.06,245.75,185.59,0,8605.01,2.86,132.41,0,2.24,40.36,34.82,47.05,41.09,0.97,0,191.5,187.21,1.21,1.44,0.79,0.62
(주)STX,011810,2013/12,-66.33,0,0,0,-53.97,-52.8,4.27,-3.55,-86.86,0,0,3.58,170.62,0,30824.94,-27673,1388.34,0,0,0.88,0,1.02,2.53,2.83,24.25,5.98,0.86,0.05,-8579.16,351.14,0,6138.8,-139.75,-2443.22,0,-80.13,0,0,59.74,55.29,4.03,0,195.4,0,7.6,8.99,11.25,6.45
(주)STX,011810,2014/12,-1.48,0,0,0,-31.86,-29.94,4.49,1.81,25.9,0,0,2.62,81.76,-1640.26,5725.5,13720,-348.32,219.97,-26.57,1.2,0,0.98,1.89,2.2,13.16,6,0.83,0.17,3148.77,460.65,0,8632.52,36.48,683.56,0,30.24,2.9,5.13,108.38,86.28,11.61,263.79,256.52,1850,0.33,0.39,0.32,0.26
(주)STX,011810,2015/12,-1.2,0,0,31.74,5.48,2.42,0.73,-1.2,-3.92,-25.68,-84.03,2.09,103.55,-39.51,45621.74,-1791,969.15,2252.41,-3.26,1.28,21.42,1.36,1.96,2.48,9.33,7.46,0.99,1.13,-56.79,422.94,0,8327.11,-0.68,-13.43,0,-0.53,0,6.84,97.8,76.64,6.85,0,176.47,1362.39,-2.52,-3.01,-2.35,-1.82
(주)STX,011810,2016/12,-40.65,0,0,0,7.59,-5.51,-1.95,-7.22,-31.12,0,0,2.18,129.07,0,46801.7,-14556,1010.34,0,0,1.74,0,1.51,2.65,3.57,10.35,8.3,1.09,0.14,-3405.1,256.65,0,5230.72,-65.1,-1326.75,0,-27.88,0,0,48.26,32.98,2.12,0,117.27,0,3.17,4.17,4.83,2.07
(주)STX,011810,2017/12,-17.09,0,0,0,8.87,-0.83,3.36,1.89,21.07,0,0,1.06,83.59,-270.21,10035.98,21097,590.3,267.53,-6.01,2.78,0,2.23,4.03,5.82,13.13,10.46,1.48,0.08,3081.66,249,0,4373.05,70.47,1237.61,0,22.98,2.53,8.59,77.07,54.31,16.37,0,101.54,1063.93,13.19,20.96,12.06,3.93
(주)STX,011810,2018/12,-14.15,0,-98.51,39.15,-16.65,-7.56,0.76,-0.52,0.38,-12.91,9.4,0.72,99.64,10.78,69506.09,260,-2679.81,3137.81,26.65,2.75,24.88,3.09,4.11,5.84,13.82,12.51,1.82,0.09,256.69,0,0,0,6.32,99.2,0,2.12,33.93,13.93,82.29,57.67,4.99,0,167.23,618.11,5.54,7.46,4.76,1.6
(주)STX,011810,2019/12,3.58,0,0,-18.64,-6.92,5.45,1,-1.11,-3,-24.28,-65.84,0.78,102.85,-61.63,62750.65,-1884,636.59,2468.71,3.14,2.72,21.94,3.11,4.19,6.02,13.85,11.7,1.86,0.12,-130.09,0,0,0,-3.26,-34.89,0,-1.22,0,10.94,77.55,53.77,5.08,0,134.25,814.2,-4.7,-6.42,-4.18,-1.56
(주)STX,011810,2020/12,-21.58,0,0,-48.92,-36.31,-26.72,1.76,-0.94,-2.1,-19.46,-43.36,0.97,101.88,-189.01,39968.87,-841,3362.72,1228.78,-47.07,1.91,20.62,2.11,3.51,4.98,11.91,9.1,1.38,0.09,54.36,0,0,0,1.27,9.41,0,0.59,175.46,7.13,49.62,36.08,3.28,0,87.91,1303.36,11.71,15.41,10.87,5
(주)STX,011810,2021/12,7.25,0,0,132.36,-17.84,-3.53,4.06,1.19,-2.49,18,-37.55,0.82,102.36,-91.99,26456.43,-733,-252.35,2386.99,-15.69,1.72,15.08,1.95,3.95,5.28,15.74,9.15,1.37,0.06,46.3,0,0,0,0.98,8.76,0,0.59,194.73,15.44,56.55,43.47,1.31,0,95.48,547.76,9.14,13.41,7.73,4.64
(주)STX,011810,2022/12,-3.14,-74.42,0,-29.06,35.8,-3.66,3.07,0.22,-1.7,3.85,-29.15,0.97,101.56,-163.57,30736.7,-541,-441.45,1428.05,-40.09,2.3,17.13,2.65,4.93,6.08,26.22,11.28,1.8,0.04,111.77,499.82,0,4771.7,2.34,22.36,0,1,93.52,11.31,58.41,49.74,1.56,0,155.42,784.41,-2.81,-3.83,-2.5,-1.07
(주)TCC스틸,002710,2012/12,7.58,-7.16,-38.4,2.01,-3.58,1.27,9.36,2.65,0.95,5.62,2.03,1.48,98.85,43.11,25915.77,269,639.94,11937.39,1165.86,1.04,2.12,2.04,2.65,4.9,5.78,6.66,1.49,0,138.71,221.63,60.13,1375.06,10.09,62.59,230.68,10.04,58.44,47.82,145.73,80.18,3.63,143.34,205.47,109.12,0.58,0.88,0.3,0.3
(주)TCC스틸,002710,2013/12,1.27,-28.5,-90.69,0.16,-4.79,-2.51,8.14,1.99,0.09,3.98,0.19,1.39,99.77,41.41,23304.66,24,1178.8,11404.73,1097.38,0.95,2,1.81,2.63,4.66,6.05,6.9,1.57,0,119.25,229.12,67.09,1428.31,8.35,52.05,177.76,8.84,64.32,47.29,152.32,88.67,2.21,121.66,216.87,111.44,6.85,9.73,3.61,3.83
(주)TCC스틸,002710,2014/12,3.85,30.19,161.02,0,-4.33,-1.61,9.05,2.71,0.25,5.17,0.49,1.09,99.22,40.07,21122.29,58,730.04,10806.28,1034.39,0.89,1.91,1.65,2.76,4.74,6.59,6.88,1.39,0,125.09,224.65,64.72,1507.51,8.3,55.68,193.27,9.54,63.56,45.54,74.48,43.3,0.38,0,230.99,119.57,6.98,9.69,3.8,4.37
(주)TCC스틸,002710,2015/12,-28.32,34.06,0,-63.56,-12.77,-8.17,10.96,4.16,-40.02,10.17,-97.74,1.42,141.58,-77.19,17151.58,-6539,1781.09,3620.42,267,0.88,2.44,1.39,2.04,2.94,6.68,6.82,1.07,0,-405.01,180.17,65.39,1176.7,-34.42,-224.79,-619.41,-32.51,0,23.15,166.66,128.99,1.63,56.51,219.98,331.91,9.88,16.11,7.59,7.17
(주)TCC스틸,002710,2016/12,-24.13,-8.78,0,20.99,-9.38,-1.42,11.25,4.19,4.88,15.71,18.29,1.53,94.09,3.92,14198.75,737,-1531.01,4017.03,338.92,1.09,3.75,1.54,2.12,3.04,7,7,1.27,0,193.52,0,0,0,21.37,122.87,328.12,16.9,42.93,36.92,125.14,67.23,3.37,230.37,210.28,170.86,0.68,1.01,0.43,0.34
(주)TCC스틸,002710,2017/12,-0.79,-49.14,0,-3.24,5.21,2.17,8.78,2.03,-0.7,7.42,-2.56,0.94,99.88,2.38,14938.45,-111,-324.4,3882.92,325.5,1.34,3.66,2.1,3.36,6.3,7.18,7.34,1.57,0,107.23,0,0,0,12.19,66.66,194.62,9.09,73.88,36.01,68.58,36.23,0.76,0,225.78,177.7,-13.01,-17.01,-8.33,-6.21
(주)TCC스틸,002710,2018/12,7.73,141.22,0,9.73,5.26,-2.12,8.68,4.64,2.15,17.35,8.05,0.75,96.91,7.28,15723.48,360,625.21,4197.84,358.42,1.36,3.74,2.14,3.05,5.85,6.37,8.35,1.52,0,159.09,0,0,0,16.44,102.73,323.42,12.54,59.44,36.68,156.79,80.87,9.75,133.69,145.12,172.63,1.98,2.86,1.25,0.96
(주)TCC스틸,002710,2019/12,0.79,-22.38,-73.61,-0.86,-3.41,-0.72,7.96,3.73,0.59,12.93,2.04,1.08,98.17,6.27,15187.84,94,-11.25,4207.54,354.62,1.26,3.47,1.98,2.71,5.62,5.23,9.12,1.4,1.5,153.51,162.25,56.99,982.78,15.62,94.62,269.35,12.44,63.85,36.08,79.7,35.63,4.64,0,156.6,177.19,3.97,5.26,2.54,2.02
