회사명,거래소코드,회계년도,[제조]총자본증가율(IFRS),[제조]정상영업이익증가율(IFRS),[제조]순이익증가율(IFRS),[제조]자기자본증가율(IFRS),[제조]매출액증가율(IFRS),[제조]종업원수증가율(IFRS),[제조]매출액총이익률(IFRS),[제조]매출액정상영업이익률(IFRS),[제조]매출액순이익률(IFRS),[제조]자기자본정상영업이익률(IFRS),[제조]자기자본순이익률(IFRS),[제조]금융비용부담률(IFRS),[제조]수지비율(관계기업투자손익 제외)(IFRS),[제조]사내유보 대 자기자본비율(IFRS),[제조]1주당매출액(IFRS),[제조]1주당순이익(IFRS),[제조]1주당 CASH FLOW(IFRS),[제조]1주당순자산(IFRS),[제조]유보율(IFRS),[제조]총자본회전률(IFRS),[제조]자기자본회전률(IFRS),[제조]타인자본회전률(IFRS),[제조]유동자산회전률(IFRS),[제조]당좌자산회전률(IFRS),[제조]재고자산회전률(IFRS),[제조]매출채권회전률(IFRS),[제조]순운전자본회전률(IFRS),[제조]운전자본회전률(IFRS),[제조]종업원1인당 부가가치(IFRS),[제조]노동장비율(IFRS),[제조]기계장비율(IFRS),[제조]자본집약도(IFRS),[제조]총자본투자효율(IFRS),[제조]설비투자효율(IFRS),[제조]기계투자효율(IFRS),[제조]부가가치율(IFRS),[제조]노동소득분배율(IFRS),[제조]자기자본구성비율(IFRS),[제조]유동비율(IFRS),[제조]당좌비율(IFRS),[제조]현금비율(IFRS),[제조]재고자산 대 순운전자본비율(IFRS),[제조]매출채권 대 매입채무비율(IFRS),[제조]부채비율(IFRS),[제조]CASH FLOW 대 부채비율(IFRS),[제조]CASH FLOW 대 차입금비율(IFRS),[제조]CASH FLOW 대 총자본비율(IFRS),[제조]CASH FLOW 대 매출액비율(IFRS)
(주)한국화장품제조,003350,2019/12,17.29,-72.6,0,-4.49,-13.31,4.32,14.87,1.71,-1.95,2.66,-3.03,0.46,93.76,46.48,16878.19,-411,1179.17,10375.81,2083.97,0.98,1.56,2.65,1.65,1.96,10.48,3.77,1.1,0.26,55.69,0,0,0,12.77,47.32,282.58,14.05,91.29,57.05,188.6,163.36,11.72,28.49,277.28,75.28,9.8,14.33,4.21,4.63
(주)한국화장품제조,003350,2020/12,-7.75,0,0,-7.82,-18.96,-5.18,12.98,-3.51,-6.49,-4.72,-8.72,0.69,101.22,41.3,13678.35,-1109,-1486.54,9601,1918.21,0.77,1.34,1.78,1.28,1.48,9.86,2.74,0.84,0.33,47.73,0,0,0,11.25,42.33,258.65,14.09,107.8,57.01,188.39,164.61,48.06,26.91,430.9,75.42,-2.09,-2.97,-0.9,-1.12
(주)한국화장품제조,003350,2021/12,-1.43,0,0,-2.9,9.39,-2.19,13.73,-1.14,-1.77,-1.77,-2.75,0.68,100.42,39.82,14962.42,-332,2776.47,9071.89,1861.62,0.88,1.55,2.03,1.47,1.72,10.33,3.32,0.97,0.33,71.1,0,0,0,16.63,69.12,475.89,18.77,100.04,56.16,194.11,163.31,91.58,32.72,218.48,78.06,8.71,13.06,3.82,4.31
(주)한국화장품제조,003350,2022/12,8,0,0,9.9,53.19,3.91,14.3,4.16,3.88,9.57,8.94,0.36,96.16,45.27,22920.78,1113,1392.94,9808.21,2049.43,1.3,2.3,3.01,2.09,2.51,12.64,6.71,1.35,0.14,111.17,0,0,0,25.01,124,875.19,19.91,66.27,57.15,172.04,142.56,72.53,40.92,161.39,74.98,26.67,45.04,11.43,9.1
(주)한농화성,011500,2012/12,7.29,-19.3,-3.15,9.66,2.3,-4.8,9.12,4.63,4.13,13.84,12.35,0.75,95.02,81.46,13506.4,571,659.18,4583.3,854.75,1.7,2.99,3.93,3.13,4.29,11.65,4.91,1.94,0,215.12,377.45,108.39,1083.08,19.86,56.99,198.46,12.12,31.35,57.4,157.89,115.47,8.93,73.27,324.67,74.22,11.98,18.77,5.11,3.12
(주)한농화성,011500,2013/12,1.57,-16.82,-10.71,9.19,6.24,5.88,8.19,3.63,3.47,10.52,10.08,0.47,95.49,83,14348.96,510,1207.7,5021.02,941.74,1.73,2.9,4.27,3.29,4.47,12.42,5.48,2.01,0.7,197.19,375.56,107.34,1039,18.98,52.51,183.71,11.07,35.41,61.7,156.68,115.83,10.71,72.08,277.48,62.06,29.11,55.55,11.15,6.51
(주)한농화성,011500,2014/12,13.78,0.13,-0.19,7.59,-2.94,13.49,8.61,3.74,3.57,9.72,9.28,0.41,95.43,84.38,13927.18,509,154.12,5432.37,1020.14,1.56,2.6,3.88,3.12,4.38,10.85,5.45,1.91,1.75,184.63,434.66,131.49,1041.68,17.72,42.48,140.41,12.12,36.03,58.34,158.7,109.05,1.3,84.58,299.59,71.4,17.16,27.62,7.15,4.89
(주)한농화성,011500,2015/12,-5.69,-0.21,8.96,8.19,-7.71,2.1,8.95,4.05,4.22,8.99,9.37,0.35,94.84,85.5,12853.73,554,1447.82,5877.89,1111.2,1.39,2.22,3.7,2.97,4.26,9.82,5.27,1.8,0,192.21,420.07,119.52,962.18,19.98,45.76,160.82,13.96,35.72,66.94,149.58,106.01,7.74,87.88,297.08,49.4,26.96,45.81,8.92,6.23
(주)한농화성,011500,2016/12,11.8,0.77,3.39,7.96,1.99,9.59,9.54,4,4.28,8.38,8.97,0.22,94.86,86.46,13108.89,573,631.96,6343.87,1206.93,1.38,2.1,4.02,2.92,3.98,10.96,5,1.82,0.33,178.38,0,0,0,18.17,47.07,204.33,13.92,37.23,64.63,179.61,135.48,7.61,55.43,235.44,54.72,29.27,61.49,10.35,7.93
(주)한농화성,011500,2017/12,5.23,-3.07,-0.67,6.82,15.28,1.25,8.38,3.36,3.69,7.57,8.29,0.24,95.51,87.3,15111.29,569,186.9,6755.47,1295.52,1.47,2.25,4.21,2.91,3.81,12.33,4.74,1.86,0.23,183.99,0,0,0,18.03,46.87,184.41,12.61,39.67,65.61,172.76,133.4,11.41,54.09,308.99,52.41,11.26,20.4,3.87,2.71
(주)한농화성,011500,2018/12,-1.68,-28.67,-32.57,3.67,-5.54,1.23,7.35,2.54,2.63,5.13,5.32,0.31,96.86,87.38,14274.7,384,618.18,7045.28,1346.44,1.36,2.02,4.18,2.75,3.78,10.02,4.69,1.82,0,159.37,0,0,0,16.08,38.64,140.14,11.71,45.94,69.18,231.55,156.26,5.15,57.24,321.95,44.54,12.57,21.69,3.87,2.82
(주)한농화성,011500,2019/12,0.53,110.89,69.94,6.98,-8.3,1.83,10.8,5.84,4.87,10.27,8.58,0.3,93.51,88.04,13090.37,652,1206.65,7518.1,1446.87,1.26,1.76,4.39,2.69,3.91,8.64,4.86,1.91,0,199.67,393.22,89.66,978.18,20.41,50.78,222.69,16.29,37.18,73.63,254.73,179,11.73,48.95,414.81,35.82,33.12,61.73,8.73,6.97
(주)한농화성,011500,2020/12,4.91,15.06,30.14,8.79,1.74,16.17,11.87,6.6,6.24,10.95,10.34,0.21,92.5,88.75,13318.04,849,1414.04,8165.05,1582.13,1.24,1.66,4.98,2.83,4.05,9.34,4.82,2.04,0,194.95,0,0,0,22.07,49.27,167.25,18.16,36.77,76.35,266.54,184.47,9.87,49.28,314.81,30.97,50.56,127.18,11.96,9.84
(주)한농화성,011500,2021/12,26.61,42.14,51.67,12.89,29.07,10.31,11.92,7.27,7.33,14.03,14.14,0.17,91.15,89.93,17189.74,1288,-60.23,9177.37,1797.78,1.38,1.93,4.9,3.04,4.74,8.49,5.43,2.13,0,228.48,0,0,0,22.53,57.54,190.85,18.19,32.28,68.08,212.92,129.14,7.58,74.19,340.79,46.89,15.28,28.02,4.88,3.94
(주)한농화성,011500,2022/12,3.89,-76.74,-56.48,3.3,-10.92,-6.07,6.8,1.9,3.58,3.03,5.71,0.53,96.66,90.15,15311.9,561,1119.69,9596.84,1860.21,1.08,1.59,3.37,2.29,3.91,5.56,4.91,1.65,0,175.63,0,0,0,15.66,38,82.7,14.74,45.61,67.69,327.82,186.28,7.98,62.13,311.85,47.73,11.37,16.84,3.67,3.46
(주)한독,002390,2012/12,6.93,-59.84,-65.2,3.2,-5.48,-2.09,31.62,2.74,1.83,3.05,2.04,0.14,96.87,59.83,27124.68,497,1049.89,22810.21,4852.62,0.75,1.11,2.26,1.66,2.29,6.09,2.54,1.11,0.29,98.35,176.73,21.52,581.85,16.9,55.65,457.05,23.44,70.47,65.82,186.09,129.3,0.85,65.96,228.65,51.92,20.27,71.71,6.93,9.61
(주)한독,002390,2013/12,9.35,-13.42,176.96,3.72,4.22,0.93,30.23,2.28,4.87,2.55,5.46,0.55,94.5,62.5,28270.34,1377,802.75,23867.85,5036.94,0.72,1.12,2,1.7,2.4,5.83,2.71,1.08,0.37,110.33,172.43,20.19,630.38,17.5,63.98,546.57,25.47,61.62,62.44,162.78,117.24,1.45,72.53,202.53,60.16,5.99,19.09,2.25,3.28
(주)한독,002390,2014/12,8.02,38.2,-90.78,3.3,6.21,19.15,32.84,2.96,0.42,3.41,0.49,0.81,94.6,58.41,28469.29,121,3076.37,19419.62,4828.48,0.7,1.15,1.8,1.76,2.5,5.99,2.94,1.09,0.36,88.5,145.56,16.71,571.49,15.49,60.8,529.8,22.92,75.52,59.71,163.9,112.97,5.55,79.7,216.75,67.49,11.3,26.37,4.55,6.74
(주)한독,002390,2015/12,4.43,-36.63,46.42,2.81,2.92,-2.11,33.55,1.82,0.6,2.09,0.69,0.58,98.82,59.9,28463.92,173,1204.63,19575.67,4965.85,0.68,1.15,1.67,1.88,2.67,6.35,3.04,1.16,0.39,94.55,144.03,15.1,609.64,15.51,65.65,626.13,23.29,75.46,58.78,156.6,112.45,1.39,78.01,230.89,70.12,11.9,28.24,4.91,7.37
(주)한독,002390,2016/12,17.68,-14.41,81.88,0.6,10.54,1.7,32.21,1.41,0.99,1.76,1.24,0.73,99.11,59.99,31463.42,315,-551.51,19731.84,4996.02,0.68,1.25,1.48,1.87,2.65,6.32,3.1,1.07,0.31,97.43,138.47,14.36,705.42,13.81,70.36,678.55,22.08,75.99,50.25,122.27,84.89,1.98,167.83,176.66,99,1.31,2.45,0.65,1.04
(주)한독,002390,2017/12,4.76,-58.53,316.6,5.12,4.34,1.56,31.6,0.56,3.95,0.71,5.01,1.22,95.62,61.83,32828.89,1313,733.44,20509.6,5254.66,0.64,1.27,1.28,1.69,2.36,5.94,3.13,0.94,0.29,118.92,158.35,24.89,727.68,16.34,75.1,477.86,26.23,63.29,50.42,130.68,96.08,14.53,112.78,183.82,98.33,0.35,0.61,0.17,0.28
(주)한독,002390,2018/12,3.88,957.42,20.15,9.72,6.45,0,35.1,5.57,4.46,6.99,5.6,1.11,94.37,59.95,31975.66,1450,2184.21,20919.86,5272.55,0.65,1.25,1.35,1.65,2.26,6.1,3.24,0.91,0.26,131.56,0,0,0,17.4,74.31,428.36,27.26,60.04,53.26,116.11,84.14,11.58,198.45,155.67,87.77,6.1,12.4,2.85,4.46
(주)한독,002390,2019/12,9.63,22.13,-42.41,1.07,5.98,4.5,34.87,6.42,2.42,8.12,3.06,1.21,96.5,59.12,33886.75,824,672.05,21507.73,5292.49,0.65,1.26,1.32,1.6,2.25,5.48,3.19,0.86,0.29,123.96,167.55,24.44,793.04,15.63,73.98,507.17,25.33,65.07,49.1,119.59,82.97,6.37,186.92,172.08,103.66,5.11,9.15,2.6,4.21
(주)한독,002390,2020/12,5.34,1.85,-22.34,1.64,6.61,2.1,33.2,6.14,1.77,8.16,2.35,1.22,95.94,59.72,36126.45,638,1762.42,22090.38,5380.94,0.64,1.33,1.24,1.58,2.19,5.66,3.11,0.89,0.3,132.06,0,0,0,16.14,83.14,539.59,25.84,64.04,47.38,143.46,107.14,9.65,83.56,179.48,111.07,4,7.18,2.1,3.37
(주)한독,002390,2021/12,4.03,-5.21,29.05,2.17,2.8,-0.92,32.15,5.66,2.22,7.59,2.97,0.96,96.98,60.5,37137.88,824,2605.46,22899.99,5499.92,0.63,1.34,1.19,1.59,2.14,6.19,3.1,0.89,0.27,126.11,0,0,0,14.68,60.15,478.62,23.78,66.94,46.53,115.99,85.83,9.88,188.62,178.54,114.91,6.79,11.64,3.63,5.88
(주)한독,002390,2022/12,7.3,0.6,57.35,4.58,4.97,0,31.64,5.42,3.32,7.38,4.52,1.45,96.35,62.31,38985.22,1296,2092.31,23759.31,5756.25,0.63,1.36,1.16,1.62,2.2,6.13,3.26,0.89,0.25,139.41,0,0,0,15.12,63.77,513.15,25.05,64.19,45.35,126.85,92.82,10.67,126.73,153.34,120.51,6.66,10.85,3.64,6.03
(주)한미글로벌건축사사무소,053690,2012/12,-3.33,-9.27,19.4,4.68,24.46,-2.63,16.71,3.28,3.11,10.18,9.67,-0.04,94.92,58.26,22816,763,809.39,7205.29,1584.87,1.46,3.11,2.77,2.29,2.29,0,4.43,1.56,0.23,106.99,2.81,0,183.71,58.24,3813.57,0,39.1,85.23,49.05,222.16,222.16,40.23,0,0,103.89,14.93,35.29,7.61,5.11
(주)한미글로벌건축사사무소,053690,2013/12,-1,35.71,-7.49,7.84,-32.89,-2.03,22.57,6.63,4.29,13,8.42,-0.18,94.21,62.16,15312.27,706,-126.33,7800.9,1702.74,1,1.96,2.06,1.52,1.52,0,3.31,1.04,0.3,106.01,2.74,0,185.62,57.11,3866.08,0,56.56,86.53,53.43,214.42,214.42,44.92,0,0,87.16,4.84,9.04,2.25,2.23
(주)한미글로벌건축사사무소,053690,2014/12,-9.43,-0.94,8.61,6.71,-15.5,10.86,29.93,7.77,5.52,12.01,8.52,-0.18,91.84,63.92,12580.68,759,1960.91,8060.67,1758.4,0.9,1.55,2.13,1.33,1.33,0,3.3,0.91,0.3,103.14,3.04,0,151.64,68.02,3395.99,0,72.19,86.36,62.95,215.39,215.39,46.99,0,0,58.85,18.58,47.66,6.88,7.31
(주)한미글로벌건축사사무소,053690,2015/12,10.7,38.74,13.14,33.06,16.39,3.89,27.02,9.26,5.36,13.85,8.02,-1.82,88.6,52.96,11001.01,679,1138.72,8071.92,1754.95,1.04,1.49,3.43,1.66,1.66,0,5,1.17,0.2,108.31,2.8,0,161.58,67.03,3868.6,0,67.66,85.56,75.67,262.66,262.66,62.35,0,0,32.16,48.33,213.34,11.76,11.87
(주)한미글로벌건축사사무소,053690,2016/12,22.24,-17.01,49.05,18.46,-2.22,6.44,26.95,7.86,8.17,9.21,9.58,-1.94,89.49,50.23,9631.76,869,41.15,8550.19,1893.11,0.87,1.17,3.4,1.64,1.64,0,4.92,1.11,0.2,110.19,0,0,0,59.38,4958.84,0,74.93,84.58,73.33,172.74,172.74,25.39,0,0,36.37,16.36,28.79,4.36,5.51
(주)한미글로벌건축사사무소,053690,2017/12,2.11,-36.33,-22.54,2.91,5.53,4.22,23.94,4.74,6,5.33,6.74,-3.46,92.87,51.46,10164.82,665,798.51,8855.81,1944.4,0.83,1.12,3.14,1.52,1.52,0,4.69,1.03,0.21,102.95,0,0,0,56.62,5184.92,0,69.13,90.52,73.9,251.78,251.78,71.81,0,0,35.31,12.96,26.19,3.38,4.13
(주)한미글로벌건축사사무소,053690,2018/12,0.05,42.5,-43.41,1.71,14.46,1.89,21.92,5.9,2.97,7.43,3.73,-1.03,92.23,51.52,11526.48,375,172,8978.67,1950.2,0.94,1.26,3.68,1.57,1.57,0,4.51,1.11,0.22,110.76,0,0,0,62.04,5848.7,0,66.21,90.24,75.13,235.26,235.26,64.77,0,0,33.1,15.74,58.63,3.91,4.18
(주)한미글로벌건축사사무소,053690,2019/12,-5.23,-30.65,19.1,0.95,-19.43,-1.19,26.15,5.08,4.38,5.08,4.38,-1.41,94.17,52.5,9286.68,444,1236.39,9005.89,1978.57,0.78,1,3.45,1.47,1.47,0,3.73,1.05,0.27,104.75,2.15,0,171.24,61.17,4868.17,0,76.79,90.84,80.03,280.45,280.45,104.77,0,0,24.96,30.25,174.58,6.04,7.58
(주)한미글로벌건축사사무소,053690,2020/12,13.84,69.26,78.4,1.43,14.36,17.43,25.98,7.52,6.84,8.5,7.73,-2.66,89.06,57.1,10620.46,833,1345.14,9066.42,2083.38,0.85,1.13,3.46,1.74,1.74,0,5.14,1.18,0.19,101.8,0,0,0,61.33,6102.99,0,76.63,88.92,71.31,178.36,178.36,69.17,0,0,40.23,33.9,92.43,9.73,12.15
(주)한미글로벌건축사사무소,053690,2021/12,20.8,21.48,54.73,8.75,19.64,14.38,24.98,7.64,8.84,9.83,11.38,-1.7,90.84,59.68,12706.59,1304,1161.3,9763.27,2239.5,0.87,1.29,2.66,1.69,1.69,0,5.28,1.07,0.19,108.94,0,0,0,62.14,8366.47,0,78.4,86.53,64.2,166.41,166.41,60.94,0,0,55.77,21.83,52.11,7.82,9.86
(주)한미글로벌건축사사무소,053690,2022/12,23.88,15.57,16.76,31.42,25.26,7.49,23.38,7.05,8.25,9.42,11.02,-1.22,90.74,52.39,15915.75,1504,313.85,12884.86,2753.8,0.89,1.34,2.64,1.68,1.68,0,5.55,1.06,0.18,117.49,0,0,0,58.15,9771.62,0,72.55,84.86,68.1,177.42,177.42,46.32,0,0,46.83,11.64,22.25,3.71,4.63
(주)한샘,009240,2012/12,-6.06,-14.08,-7.29,4.6,8.37,8.86,31.06,5.72,4.8,20.25,16.97,-0.25,93.77,17.5,31170.6,1907,799.87,8396.53,1023.2,2,3.54,4.62,4.15,4.87,28.08,12.05,2.24,0.03,83.54,63.93,5.06,230.92,36.18,130.68,1652.22,17.49,60.31,59.78,117.65,101.33,20.7,92.47,94.51,67.27,32.01,248.65,12.87,6.22
(주)한샘,009240,2013/12,34.61,73.9,59.27,21.12,30.32,12.5,30.88,7.64,5.86,31.15,23.91,-0.25,92.26,21.29,40620.4,3107,3509.42,10229.57,1211.25,2.3,4.08,5.26,4.63,5.4,32.26,12.52,2.54,0.03,96.83,61.26,4.94,276.31,35.04,158.08,1959.2,17.5,52.67,53.79,123.5,105.42,7.64,76.95,86.87,85.91,22.98,309.31,10.62,5.3
(주)한샘,009240,2014/12,3.89,39.61,38.39,24.79,32.38,14.53,31.33,8.06,6.13,35.32,26.88,-0.18,91.72,23.75,53773.79,4291,2050.99,12834.54,1481.78,2.6,4.38,6.39,5.39,6.44,33.26,14.13,3.03,0.03,116.36,84.5,4.57,250.64,46.42,137.71,2544.95,18.2,51.64,64.61,133.23,109.11,12.69,72.58,149.54,54.77,37.27,2014.76,13.19,5.17
(주)한샘,009240,2015/12,42.85,36.42,38.73,27.97,28.88,41.94,31.45,8.53,6.6,38.07,29.46,-0.23,91.18,25.79,69306.19,5953,8433.67,16481.5,1862.63,2.71,4.46,6.88,5.29,6.28,33.78,17.98,3.07,0.03,113.26,66.21,4.18,252.24,44.9,171.05,2711.13,19.51,48.62,57.88,141.49,121.15,17.6,49.03,65.21,72.77,41.34,2798.87,17.41,7.56
(주)한샘,009240,2016/12,17.93,13.28,16.33,25.36,13.73,-4.27,31.63,8.49,6.75,34.1,27.09,-0.23,91.19,25.24,78822.51,6925,6411.65,20815.7,2304.51,2.4,4.01,5.98,4.22,4.89,30.85,19.6,2.52,0.03,136.88,0,0,0,44.05,189.34,2594.96,19.84,47.52,61.53,153.81,133.64,34.74,37.48,59.6,62.53,54.34,3524.46,20.91,9.42
(주)한샘,009240,2017/12,11.98,2.78,1.97,0.73,6.41,12.79,30.15,8.2,6.47,31.38,24.74,-0.13,91.61,30.27,83873.33,7201,4241.51,20888.24,2743.81,2.23,3.83,5.34,4.9,5.82,31.13,20.02,2.67,0.03,125.97,0,0,0,40.83,145.88,2212.46,19.36,46.97,55.34,91.07,73.27,10.77,0,72.48,80.69,30,92.82,13.4,6.35
(주)한샘,009240,2018/12,-5.37,-48.16,-46.51,8.62,-6.38,-4.88,27.23,4.54,3.7,15.54,12.64,-0.09,94.79,21.56,78524.48,3874,3998.36,22545.25,2933.44,2.03,3.42,4.99,5.25,6.37,29.85,19.75,2.78,0.03,117.76,0,0,0,38.37,166.01,2181.45,18.38,54.31,63.53,143.41,120.68,21.18,52.35,61.38,57.42,30.02,214.05,10.95,5.25
(주)한샘,009240,2019/12,15.68,-17.73,-39.46,4.02,-13.12,-12.48,27.81,4.3,2.58,12.04,7.21,-0.29,95.57,10.93,68222.83,2345,3748.4,23537.4,3029.42,1.68,2.8,4.21,4.29,5.05,28.48,20.99,2.45,0.03,118.57,0,0,0,29.23,83.59,1708.88,18.65,58.58,57.12,123.88,106.21,36,74.01,55.16,75.07,20.76,47.13,8.9,5.68
(주)한샘,009240,2020/12,2.66,43.48,20.66,-0.09,7.37,-2.14,29.03,5.75,2.89,16.94,8.53,-0.22,95.54,9.16,73252.82,2867,8199.26,23453.15,3155.04,1.66,2.95,3.81,4.36,5.09,30.27,28.9,2.42,0.02,124.87,0,0,0,29.34,94.55,1956.8,17.9,56.69,55.59,125.25,107.07,17.3,71.98,33.08,79.88,30.11,90.78,13.37,8.16
(주)한샘,009240,2021/12,2.71,-35.47,1.81,1.95,2.87,2.79,30.15,3.61,2.86,10.83,8.6,-0.13,95.67,10.83,75355.5,2944,788.15,24129.18,3287.29,1.66,3,3.73,4.67,5.79,24.08,31.9,2.56,0.02,138.89,0,0,0,32.67,90.97,1750.06,19.89,57.7,55.18,116.22,86.77,25.45,181.56,46.52,81.21,21.85,50.69,9.79,5.96
(주)한샘,009240,2022/12,-13.58,0,0,-28.26,-13.17,-12.8,26.37,-1.66,-4.01,-5.01,-12.07,-0.21,104.69,3.71,65429.78,-3792,-761.42,17909.72,2948.77,1.53,3.01,3.11,5.19,7.44,17.13,22.61,2.49,0.04,70.93,0,0,0,16.83,47.38,876.82,10.2,100.05,45.81,71.69,45.12,1.24,0,66.8,118.3,0.06,0.15,0.03,0.02
(주)한섬,020000,2012/12,6.6,-35.24,-21.73,9.19,-2.29,9.04,58.12,14.26,12.87,10.87,9.81,-0.9,84.07,10.97,19876.17,2868,2547.51,26865.26,5527.28,0.68,0.76,6.4,1.3,2.43,2.79,10.84,1.11,0,227.28,147.24,0.88,1255.62,18.1,154.36,25966.52,27.44,28.08,90.4,689.29,384.63,140.13,51.7,240.55,10.63,79.43,2428.94,7.63,11.57
(주)한섬,020000,2013/12,7.14,-19.84,-22.54,6.55,-5.5,13.71,58.72,12.1,10.55,8.08,7.05,-0.93,86.73,8.65,18782.12,2222,1893.77,28649.54,5884.14,0.6,0.67,6.1,1.28,2.59,2.51,10.49,1.09,0,185.35,332.17,0.85,1183.12,15.67,55.8,21804.72,26.92,33.4,89.9,494.1,203.46,35.03,73.75,226.65,11.24,68.1,2836.92,6.88,11.82
(주)한섬,020000,2014/12,6.88,-7.53,-0.57,5.84,10.07,14.14,58.16,10.17,9.53,7.04,6.6,-0.54,88.13,7.84,20673.16,2209,605.45,30392.16,6223.06,0.62,0.69,5.87,1.42,3.61,2.35,10.94,1.17,0,177.16,291.13,0.55,1107.88,15.99,60.85,32280.3,26.69,37.24,89.02,450.72,171.22,0.98,79.69,209.24,12.33,33,564.08,3.62,6.04
(주)한섬,020000,2015/12,11.94,29.83,60.08,9.13,20.86,14.86,58.19,10.92,12.63,8.5,9.82,-0.5,84.42,11.92,24985.54,3536,1966.94,33111.98,6783.6,0.68,0.78,5.62,1.37,3.09,2.45,12.1,1.11,0,221.16,273.33,0.39,1079.72,20.48,80.91,57380.68,31.66,31.44,86.78,429.77,210.52,14.75,66.49,202.48,15.23,25.2,282.26,3.33,5.15
(주)한섬,020000,2016/12,8.48,9.84,-27.07,5.95,15.43,12.49,56.64,10.39,7.98,8.68,6.67,-0.36,89.2,8.36,28839.7,2579,2210.39,35116.47,7182.56,0.72,0.84,5.02,1.36,2.85,2.6,12.97,1.08,0,191.69,278.48,8.72,1041.27,18.41,68.83,2197.83,26.74,38.06,84.76,345.74,160.62,5.18,75.33,221.66,17.98,32.71,134.22,4.99,7.24
(주)한섬,020000,2017/12,13.34,-0.77,-3.69,5.25,7.83,4.94,54.91,9.56,7.12,8.16,6.08,0.11,90.54,7.31,31096.83,2484,1812.94,36948.1,7555.18,0.7,0.85,3.77,1.68,4.4,2.71,11.75,1.17,0,191.77,0,0,0,17.05,77.75,2431.85,26.04,40.01,78.71,155.89,41.58,3.95,204.54,329.06,27.06,19.89,33.49,4.24,6.47
(주)한섬,020000,2018/12,-1.51,6.98,27.91,7.1,0.1,-4.42,54.45,10.22,9.1,8.22,7.32,0.12,88.31,8.66,31126.45,3177,6413.15,39563.99,8085.65,0.66,0.8,3.69,1.94,5.66,2.94,11.89,1.27,0,217.93,0,0,0,18.81,96.04,3299.62,28.26,36.31,85.59,248.32,102.76,23.69,98.14,270.86,16.84,61.01,160.72,8.79,13.21
(주)한섬,020000,2019/12,14.79,22.18,8.31,6.17,29.73,46.58,57.63,9.63,7.6,9.42,7.44,-0.09,89.97,8.01,40380.05,3441,5274.88,38330.26,8579.89,0.8,0.98,4.51,1.77,4.52,2.9,14.85,1.32,0,191.38,0,0,0,21.09,83.35,2615.16,28.04,38.73,79.17,333.51,126.22,17.2,88.77,210.22,26.32,52.25,659.24,10.89,14.47
(주)한섬,020000,2020/12,8.65,9.49,14.41,7.62,20.13,0.07,59.03,8.77,7.24,9.65,7.96,-0.15,90.65,8.5,48509.12,3937,6170.65,40425.69,9227.63,0.87,1.1,4.08,1.56,3.73,2.68,17.14,1.21,0,226.87,0,0,0,23.03,105.65,4025.86,27.69,37.06,78.42,353.44,160.17,15.41,76.26,169.52,27.53,45.46,322.35,9.81,11.8
(주)한섬,020000,2021/12,8.32,52.3,34.7,10.47,15.9,5.97,60.04,11.53,8.41,13.47,9.83,-0.34,88.63,10.06,56223.02,5303,7322.4,45664.93,10185.5,0.93,1.17,4.45,1.64,3.5,3.07,20.58,1.28,0,248.33,0,0,0,24.66,121.94,6289.56,27.71,34.61,79.97,361.45,173.46,26.57,71.9,167.17,25.04,53.32,1040.68,10.68,12
(주)한섬,020000,2022/12,8.45,9.14,7.34,8.09,11,3.3,61.22,11.34,8.14,13.46,9.66,-0.26,89.34,9.2,62406.92,5693,2944.62,50243.42,11002.68,0.95,1.19,4.7,1.61,3.45,3.03,20.52,1.26,0,260.52,0,0,0,24.64,112.39,2172.25,27.05,35.53,79.7,360.62,164.46,22.45,75.27,165.33,25.47,36.91,222.79,7.49,8.23
(주)한솔케미칼,014680,2012/12,8.07,14.03,134.09,16.64,5.45,7.91,17.03,8.81,10.61,16.42,19.77,1.46,88.32,45.4,26011.94,2934,2684.77,13479.46,204.15,0.93,1.86,1.84,3.4,4.33,15.84,4.98,1.75,0.08,207.73,501.64,275,966.24,21.5,41.41,75.54,24.11,28,51.51,125.69,98.95,17.65,104.1,155.54,94.13,13.23,19.96,6.41,7.19
(주)한솔케미칼,014680,2013/12,4.58,3.7,-32.48,10.63,-2.6,-4.11,17.98,9.38,7.35,15.01,11.77,0.36,91.39,49.3,25334.4,1897,3562.03,14886.38,236.09,0.85,1.6,1.81,3.91,5.22,15.59,6.17,1.9,0.08,174.96,570.01,318.71,1053.78,16.6,30.69,54.9,19.99,33.33,54.49,71.79,50.25,1.19,0,144.11,83.52,22.5,34.65,10.24,12.33
(주)한솔케미칼,014680,2014/12,7.84,5.08,5.77,8.25,-2.87,20.49,20.24,10.14,8.01,14.42,11.38,0.75,90.78,53.22,24606.17,2007,3376.3,16261.25,263.51,0.78,1.42,1.71,4.11,5.84,13.93,6.78,1.95,0.11,167.21,478.22,266.83,943.12,17.73,34.96,62.66,23.7,34.13,54.7,116.63,82.68,9.18,204.14,230.57,82.82,23.28,35.01,10.55,14.1
(주)한솔케미칼,014680,2015/12,11.22,49.17,46.81,14.13,4.42,9.39,24.57,14.49,11.26,19.33,15.01,1,86.23,57.08,25692.6,2946,3609.92,18808.45,314.35,0.74,1.33,1.66,4.05,5.69,13.99,6.97,2.17,0.17,212.06,480.51,279.01,958.9,22.12,44.13,76.01,31.49,33.14,56.13,113.94,81.19,0.94,234.94,201.27,78.17,21.76,31.56,9.55,13.6
